ID;Marges;Geslacht;Leeftijd;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;EmotioneelMoeilijkeWerksituatie_9;EmotioneelVeeleisendWerk_10;EmotioneelBetrokkenBijWerk_11;OngewensteSeksueleAandacht_12;Intimidatie_13;LichamelijkGeweld_14;Pesten_15;PsychischeVermoeidheidDoorHetWerk_16;EmotioneelUitgeput_17;LeegVoelen_18;SOchtendsMoeVoelen_19;VergtVeelOmMetMensenTeWerken_20;UitgeputDoorWerk_21
14;Waarde;Totaal mannen en vrouwen;53500;2023;27.9;43.3;32.2;78.8;75.2;74.3;81.7;58.1;;;;9.7;14.8;4.2;6.8;19.4;20.0;29.3;22.2;17.5;14.2
15;Waarde;Totaal mannen en vrouwen;53700;2015;32.0;43.6;31.9;89.1;88.3;81.8;90.2;56.3;4.7;9.3;17.1;3.2;11.5;1.9;4.3;8.5;7.2;18.3;11.3;7.2;6.7
16;Waarde;Totaal mannen en vrouwen;53700;2017;31.4;44.0;32.4;89.0;87.8;82.3;89.6;56.4;;;;6.3;12.8;3.2;5.6;10.8;10.3;23.2;14.4;11.2;9.7
17;Waarde;Totaal mannen en vrouwen;53700;2019;26.9;39.8;29.3;88.7;86.1;82.5;89.4;62.0;;;;5.9;9.9;3.7;6.0;10.2;10.5;19.2;13.1;10.5;8.2
18;Waarde;Totaal mannen en vrouwen;53700;2021;29.5;41.2;29.7;87.7;86.1;83.7;86.4;63.1;;;;5.3;9.4;2.2;4.9;9.5;10.3;19.5;12.5;11.1;6.9
19;Waarde;Totaal mannen en vrouwen;53700;2023;27.9;42.0;31.5;83.0;83.3;79.9;86.4;61.1;;;;6.3;13.8;2.6;6.3;13.3;14.2;24.1;14.7;13.3;10.2
20;Waarde;Totaal mannen en vrouwen;53800;2015;26.8;39.4;28.5;90.8;89.4;84.3;88.1;59.0;4.6;10.1;15.1;5.1;12.2;2.8;4.8;8.5;8.3;20.9;11.1;8.8;6.8
21;Waarde;Totaal mannen en vrouwen;53800;2017;26.5;39.6;27.5;91.5;90.3;85.1;89.8;61.2;;;;3.3;11.4;2.5;4.2;8.5;8.2;20.2;11.1;9.3;6.7
22;Waarde;Totaal mannen en vrouwen;53800;2019;25.8;38.1;26.8;91.7;89.4;85.8;89.7;63.1;;;;3.9;11.6;2.2;4.5;8.7;8.0;19.9;11.4;8.7;7.4
23;Waarde;Totaal mannen en vrouwen;53800;2021;27.6;41.8;29.9;91.6;90.3;87.1;89.3;63.6;;;;3.3;9.7;1.8;4.2;9.9;9.4;21.0;12.4;11.2;7.1
24;Waarde;Totaal mannen en vrouwen;53800;2023;26.5;38.9;28.5;89.1;86.4;84.3;87.1;63.6;;;;4.9;13.8;1.9;5.2;11.7;11.9;20.5;13.5;12.8;8.7
25;Waarde;Totaal mannen en vrouwen;53900;2015;23.2;37.1;24.9;93.1;91.3;87.8;89.1;60.1;4.8;10.0;16.2;3.5;12.9;2.4;4.2;7.9;7.1;18.3;9.7;7.9;6.7
26;Waarde;Totaal mannen en vrouwen;53900;2017;23.8;37.5;24.7;93.0;91.3;87.6;88.5;59.9;;;;2.9;12.4;2.6;4.6;9.8;8.8;20.8;10.6;8.7;8.4
27;Waarde;Totaal mannen en vrouwen;53900;2019;23.1;36.5;23.5;92.7;91.5;87.4;88.4;62.6;;;;3.1;12.0;2.2;3.7;8.2;8.2;20.0;10.5;8.0;6.6
28;Waarde;Totaal mannen en vrouwen;53900;2021;22.8;36.4;23.8;92.5;91.7;88.4;89.6;62.9;;;;2.8;10.3;1.8;3.5;7.8;8.3;18.0;8.8;8.7;6.4
29;Waarde;Totaal mannen en vrouwen;53900;2023;21.5;34.0;22.6;91.2;90.2;87.4;87.7;64.1;;;;3.8;11.9;2.2;3.7;8.6;9.8;21.8;11.1;9.3;7.4
30;Waarde;Totaal mannen en vrouwen;80200;2015;11.2;17.1;9.3;94.1;90.6;89.8;86.9;73.3;2.7;6.9;13.3;2.3;6.7;2.7;3.1;2.1;1.4;6.5;3.4;3.4;2.0
31;Waarde;Totaal mannen en vrouwen;80200;2017;12.2;18.3;9.3;96.0;91.9;91.8;87.8;75.8;;;;0.7;6.2;1.1;2.3;2.9;3.0;10.1;4.6;2.5;2.8
32;Waarde;Totaal mannen en vrouwen;80200;2019;11.5;19.0;10.9;95.3;92.7;90.3;89.2;76.1;;;;1.8;7.5;1.8;2.9;3.4;3.6;10.8;5.0;4.4;3.6
33;Waarde;Totaal mannen en vrouwen;80200;2021;13.5;20.7;12.7;93.9;92.4;91.8;88.8;76.2;;;;1.6;7.8;1.4;2.3;4.7;4.3;11.5;5.3;5.6;4.0
34;Waarde;Totaal mannen en vrouwen;80200;2023;13.2;19.0;11.1;93.3;91.2;91.5;89.1;74.5;;;;1.6;8.0;1.4;2.7;4.1;4.5;10.6;4.7;4.9;3.9
35;Waarde;Mannen;10000;2015;28.5;40.2;29.1;90.0;88.6;84.6;89.8;59.5;4.0;8.4;15.5;2.3;11.5;2.7;4.7;7.5;7.2;18.2;10.1;7.0;6.6
36;Waarde;Mannen;10000;2017;28.7;42.1;30.1;91.0;88.9;85.0;89.6;60.8;;;;2.2;10.7;2.9;5.1;8.9;7.6;20.7;11.8;8.0;8.0
37;Waarde;Mannen;10000;2019;27.6;39.4;27.1;90.4;87.9;85.6;90.5;63.4;;;;2.4;11.1;3.1;5.2;9.5;8.9;19.7;12.0;9.1;7.9
38;Waarde;Mannen;10000;2021;27.6;41.1;29.0;89.5;87.5;85.6;88.1;63.8;;;;2.3;9.3;2.4;4.8;9.6;9.5;20.0;11.6;9.6;7.3
39;Waarde;Mannen;10000;2023;26.3;38.5;27.5;86.0;84.3;83.8;86.6;63.8;;;;2.5;12.6;2.9;5.0;11.2;11.5;21.9;13.4;10.6;9.5
40;Waarde;Mannen;53050;2015;;;;;;;;;;;;;;;;;;;;;
41;Waarde;Mannen;53050;2017;;;;;;;;;;;;;;;;;;;;;
42;Waarde;Mannen;53050;2019;;;;;;;;;;;;;;;;;;;;;
43;Waarde;Mannen;53050;2021;29.9;43.5;36.6;84.0;78.8;77.5;79.5;55.0;;;;7.1;14.0;4.0;10.7;11.8;11.6;22.9;15.0;10.9;9.0
44;Waarde;Mannen;53050;2023;25.6;37.8;30.6;68.8;67.6;72.4;72.1;61.4;;;;3.5;14.5;7.8;8.2;10.0;10.2;22.0;9.5;6.6;10.4
45;Waarde;Mannen;53500;2015;31.0;39.3;32.0;84.9;82.5;80.1;89.8;58.7;3.4;5.6;15.3;3.5;9.8;1.9;4.7;5.2;4.4;18.5;9.2;5.9;5.4
46;Waarde;Mannen;53500;2017;33.0;49.8;39.0;88.5;84.1;77.3;88.5;57.0;;;;3.0;8.8;2.8;6.6;8.6;5.9;20.2;13.8;8.9;7.1
47;Waarde;Mannen;53500;2019;34.5;46.9;33.0;85.0;83.3;78.6;87.8;61.1;;;;3.8;10.9;3.5;8.3;14.5;12.0;21.5;16.5;15.5;8.8
48;Waarde;Mannen;53500;2021;32.3;48.7;37.6;83.5;79.8;75.2;85.2;58.6;;;;4.0;8.5;3.6;5.7;13.3;13.1;23.5;14.8;12.1;10.6
49;Waarde;Mannen;53500;2023;30.5;44.9;33.8;78.6;74.4;76.3;81.8;57.8;;;;4.5;13.4;5.2;5.8;18.1;18.6;27.9;21.1;16.1;14.5
50;Waarde;Mannen;53700;2015;33.7;47.0;35.8;87.5;87.7;81.3;91.3;55.8;5.2;9.3;17.4;1.2;11.2;2.2;4.3;9.2;8.5;19.3;11.5;7.6;7.8
51;Waarde;Mannen;53700;2017;35.4;49.4;38.0;87.3;85.9;81.8;89.7;55.3;;;;3.4;12.2;4.0;6.8;11.2;10.5;24.9;15.5;10.7;11.0
52;Waarde;Mannen;53700;2019;30.0;43.8;30.2;88.6;85.7;84.5;90.1;60.5;;;;3.0;10.1;4.6;5.7;10.4;10.4;21.2;14.5;9.7;8.9
53;Waarde;Mannen;53700;2021;33.3;46.1;33.2;86.2;84.1;83.7;86.6;62.3;;;;2.6;8.9;2.4;6.2;11.1;11.4;22.1;14.2;12.1;7.9
54;Waarde;Mannen;53700;2023;30.1;44.8;32.8;82.3;82.3;81.3;87.5;60.1;;;;2.7;13.0;2.4;6.2;12.7;13.5;24.7;15.2;11.3;11.6
55;Waarde;Mannen;53800;2015;31.0;43.6;30.4;90.3;88.3;83.8;88.4;57.3;4.0;9.8;15.0;3.0;12.8;3.0;5.6;8.1;8.1;21.0;11.4;8.2;7.2
56;Waarde;Mannen;53800;2017;30.1;44.1;30.9;91.7;89.9;85.7;90.7;60.8;;;;1.7;11.3;2.9;4.7;8.7;7.6;21.3;11.0;7.9;7.0
57;Waarde;Mannen;53800;2019;29.2;41.5;30.0;91.1;88.7;87.2;91.8;62.5;;;;1.9;12.4;2.7;5.2;9.5;8.7;20.6;11.6;8.7;8.7
58;Waarde;Mannen;53800;2021;29.3;44.3;31.1;91.3;89.8;87.8;88.7;63.2;;;;1.2;9.6;2.1;4.7;9.4;9.0;20.9;12.5;9.7;7.1
59;Waarde;Mannen;53800;2023;29.8;41.5;30.8;86.8;85.4;83.9;87.1;62.6;;;;1.9;14.0;2.3;5.1;11.6;10.8;20.1;13.5;12.1;9.0
60;Waarde;Mannen;53900;2015;26.4;39.8;28.1;93.4;92.9;89.8;91.7;60.8;4.4;8.9;15.4;2.0;14.3;2.6;4.2;8.5;7.8;19.5;10.7;7.0;7.2
61;Waarde;Mannen;53900;2017;25.3;39.2;26.5;93.6;91.9;88.6;89.0;61.0;;;;1.8;12.3;2.4;4.5;10.8;8.9;22.1;11.4;8.1;9.8
62;Waarde;Mannen;53900;2019;26.6;39.4;25.8;92.3;90.3;86.6;89.8;62.2;;;;2.2;12.6;2.8;4.1;9.2;9.0;21.1;11.2;7.6;7.6
63;Waarde;Mannen;53900;2021;24.4;38.3;24.6;93.0;91.7;89.5;91.3;62.8;;;;1.7;9.8;2.0;3.3;7.9;8.6;18.5;8.9;7.9;6.4
64;Waarde;Mannen;53900;2023;23.9;36.2;23.4;91.9;90.6;88.1;88.8;65.4;;;;1.9;12.6;2.5;4.2;8.8;9.6;23.0;12.0;8.5;7.8
65;Waarde;Mannen;80200;2015;10.2;16.6;7.8;95.1;91.8;91.5;87.3;73.4;2.1;5.7;13.1;2.5;6.2;3.3;3.3;2.5;1.9;5.7;3.1;3.1;2.3
66;Waarde;Mannen;80200;2017;11.8;17.9;8.2;95.9;93.5;93.4;91.1;76.9;;;;0.8;6.1;1.5;2.1;2.4;2.4;9.7;4.1;2.2;2.7
67;Waarde;Mannen;80200;2019;12.8;18.5;9.9;96.6;92.9;91.9;91.6;76.2;;;;1.2;8.7;2.2;2.9;3.0;3.3;10.8;4.8;4.3;3.6
68;Waarde;Mannen;80200;2021;14.3;21.2;13.3;94.2;92.5;92.0;89.2;77.3;;;;1.7;8.6;1.8;2.9;5.3;4.4;12.8;5.9;5.1;4.0
69;Waarde;Mannen;80200;2023;13.0;19.2;11.0;94.3;91.4;92.8;90.0;76.8;;;;1.5;8.3;1.6;2.2;4.0;4.4;11.3;4.7;5.0;3.9
70;Waarde;Vrouwen;10000;2015;22.8;33.7;24.1;90.8;88.9;83.0;87.0;58.6;4.7;11.1;17.2;7.4;11.2;1.6;3.8;7.6;6.5;16.5;9.9;8.3;5.6
71;Waarde;Vrouwen;10000;2017;20.8;32.3;21.6;91.1;89.5;82.7;87.1;60.1;;;;7.4;12.0;1.9;4.4;8.7;9.0;17.9;11.4;10.9;6.4
72;Waarde;Vrouwen;10000;2019;20.7;33.7;23.8;90.8;89.2;82.3;86.6;63.8;;;;8.1;10.2;1.5;4.1;8.6;8.7;18.1;10.8;9.6;5.8
73;Waarde;Vrouwen;10000;2021;22.5;34.8;24.6;90.0;88.5;84.1;86.8;63.1;;;;7.7;11.5;1.7;3.5;9.2;9.8;18.4;11.2;11.6;6.6
74;Waarde;Vrouwen;10000;2023;20.7;33.6;24.4;87.5;86.0;81.5;85.3;63.1;;;;10.2;13.0;2.1;5.4;12.7;14.0;22.1;13.8;14.1;8.4
75;Waarde;Vrouwen;53050;2015;;;;;;;;;;;;;;;;;;;;;
76;Waarde;Vrouwen;53050;2017;;;;;;;;;;;;;;;;;;;;;
77;Waarde;Vrouwen;53050;2019;;;;;;;;;;;;;;;;;;;;;
78;Waarde;Vrouwen;53050;2021;;;;;;;;;;;;;;;;;;;;;
79;Waarde;Vrouwen;53050;2023;;;;;;;;;;;;;;;;;;;;;
80;Waarde;Vrouwen;53500;2015;29.2;37.9;30.7;85.4;85.0;76.6;87.3;47.4;2.5;13.0;22.8;10.2;12.6;0.0;4.0;8.0;8.3;11.0;11.9;7.7;7.1
81;Waarde;Vrouwen;53500;2017;20.6;34.1;24.9;86.2;84.1;73.5;84.1;56.0;;;;11.1;12.6;1.9;7.7;11.4;10.1;16.3;15.4;13.1;7.5
82;Waarde;Vrouwen;53500;2019;30.2;44.4;31.7;87.9;83.0;73.6;87.7;57.2;;;;14.2;13.1;1.8;4.5;13.5;14.0;23.0;14.8;12.5;7.8
83;Waarde;Vrouwen;53500;2021;26.4;42.0;29.0;83.5;77.6;75.3;82.8;54.3;;;;16.8;20.3;3.1;5.5;16.3;17.9;24.4;20.0;16.3;9.4
84;Waarde;Vrouwen;53500;2023;23.5;40.4;29.4;79.1;76.6;70.7;81.6;58.7;;;;19.1;17.3;2.5;8.5;21.6;22.3;31.7;24.1;20.0;13.6
85;Waarde;Vrouwen;53700;2015;28.8;37.6;24.9;92.0;89.4;82.8;88.4;57.3;3.8;9.5;16.4;6.9;11.9;1.4;4.2;7.3;5.0;16.4;11.0;6.5;4.8
86;Waarde;Vrouwen;53700;2017;24.1;34.1;22.3;92.2;91.2;83.1;89.5;58.4;;;;11.5;13.8;1.7;3.3;10.0;9.9;20.2;12.5;12.1;7.3
87;Waarde;Vrouwen;53700;2019;22.0;33.3;27.9;88.9;86.7;79.3;88.4;64.4;;;;10.7;9.6;2.2;6.5;9.8;10.6;15.9;10.9;11.7;6.9
88;Waarde;Vrouwen;53700;2021;23.4;33.3;24.3;90.1;89.1;83.5;86.0;64.3;;;;9.5;10.1;1.9;2.8;7.0;8.4;15.5;9.8;9.5;5.2
89;Waarde;Vrouwen;53700;2023;24.3;37.3;29.5;84.2;84.9;77.6;84.5;62.9;;;;12.2;15.0;3.0;6.5;14.2;15.5;23.1;13.9;16.7;7.8
90;Waarde;Vrouwen;53800;2015;20.1;32.6;25.4;91.5;91.2;85.2;87.5;61.8;5.6;10.7;15.1;8.6;11.1;2.5;3.4;9.3;8.5;20.7;10.6;9.8;6.1
91;Waarde;Vrouwen;53800;2017;20.6;32.4;21.9;91.3;91.0;84.1;88.3;61.8;;;;5.9;11.6;1.9;3.6;8.2;9.1;18.5;11.3;11.5;6.2
92;Waarde;Vrouwen;53800;2019;20.6;33.0;21.8;92.7;90.4;83.6;86.3;63.9;;;;6.9;10.4;1.4;3.5;7.5;6.9;18.9;10.9;8.6;5.3
93;Waarde;Vrouwen;53800;2021;25.0;38.2;28.1;92.0;90.9;86.0;90.3;64.2;;;;6.3;9.9;1.3;3.5;10.6;10.1;21.1;12.3;13.5;7.0
94;Waarde;Vrouwen;53800;2023;21.6;35.1;25.1;92.5;87.9;84.9;87.1;65.1;;;;9.3;13.6;1.4;5.4;11.7;13.5;20.9;13.6;13.9;8.2
95;Waarde;Vrouwen;53900;2015;17.3;32.2;19.0;92.5;88.4;84.1;84.4;58.8;5.6;11.9;17.8;6.2;10.4;1.8;4.1;7.0;5.8;16.2;7.8;9.5;5.8
96;Waarde;Vrouwen;53900;2017;21.2;34.4;21.4;91.8;90.2;85.8;87.5;57.9;;;;4.9;12.5;2.8;4.7;8.2;8.6;18.5;9.1;9.8;6.1
97;Waarde;Vrouwen;53900;2019;17.3;31.7;19.7;93.4;93.4;88.8;86.1;63.4;;;;4.5;10.9;1.1;2.9;6.7;6.9;18.0;9.2;8.7;5.0
98;Waarde;Vrouwen;53900;2021;20.1;33.3;22.5;91.7;91.7;86.8;87.0;63.1;;;;4.6;11.1;1.6;3.8;7.6;7.9;17.3;8.6;10.0;6.5
99;Waarde;Vrouwen;53900;2023;17.8;30.4;21.4;90.1;89.6;86.3;86.0;62.1;;;;6.7;10.8;1.9;3.0;8.4;10.0;20.0;9.8;10.6;6.9
100;Waarde;Vrouwen;80200;2015;;;;;;;;;;;;;;;;;;;;;
101;Waarde;Vrouwen;80200;2017;13.2;19.5;12.5;96.1;87.6;87.2;78.9;72.6;;;;0.5;6.4;0.0;2.8;4.2;4.8;11.1;6.1;3.3;3.2
102;Waarde;Vrouwen;80200;2019;8.0;20.3;13.4;91.8;92.4;86.2;82.5;75.9;;;;3.5;4.1;0.6;2.8;4.4;4.5;10.8;5.7;4.9;3.8
103;Waarde;Vrouwen;80200;2021;11.2;19.5;11.0;93.0;92.4;91.1;87.7;73.4;;;;1.1;5.9;0.5;0.8;3.2;3.8;8.1;3.8;6.9;4.1
104;Waarde;Vrouwen;80200;2023;13.8;18.4;11.3;90.6;90.5;88.0;86.7;68.1;;;;1.9;7.5;0.9;4.0;4.6;4.8;8.8;4.7;4.8;4.0
105;Ondergrens 95%-interval;Totaal mannen en vrouwen;10000;2015;25.2;36.4;26.0;89.3;87.7;82.9;87.8;57.7;3.7;8.5;15.0;3.5;10.5;1.9;3.8;6.8;6.2;16.5;9.1;6.7;5.5
106;Ondergrens 95%-interval;Totaal mannen en vrouwen;10000;2017;24.7;37.3;25.9;90.2;88.2;83.1;87.8;59.2;;;;3.5;10.3;2.1;4.3;8.1;7.4;18.6;10.8;8.3;6.7
107;Ondergrens 95%-interval;Totaal mannen en vrouwen;10000;2019;23.9;35.9;24.7;89.7;87.4;83.3;88.1;62.2;;;;4.0;10.0;2.1;4.2;8.4;8.0;18.0;10.7;8.5;6.4
108;Ondergrens 95%-interval;Totaal mannen en vrouwen;10000;2021;24.7;37.7;26.3;88.9;87.0;84.1;86.8;62.4;;;;3.8;9.4;1.8;3.8;8.8;8.9;18.5;10.7;9.6;6.4
109;Ondergrens 95%-interval;Totaal mannen en vrouwen;10000;2023;23.1;35.4;25.2;85.6;83.9;81.9;85.2;62.2;;;;4.8;11.9;2.2;4.6;10.9;11.5;20.9;12.7;11.0;8.3
110;Ondergrens 95%-interval;Totaal mannen en vrouwen;53050;2015;;;;;;;;;;;;;;;;;;;;;
111;Ondergrens 95%-interval;Totaal mannen en vrouwen;53050;2017;;;;;;;;;;;;;;;;;;;;;
112;Ondergrens 95%-interval;Totaal mannen en vrouwen;53050;2019;;;;;;;;;;;;;;;;;;;;;
113;Ondergrens 95%-interval;Totaal mannen en vrouwen;53050;2021;19.4;29.9;25.1;72.4;66.1;64.5;66.5;44.9;;;;3.2;9.0;1.2;4.2;5.3;5.8;15.0;7.5;5.0;3.7
114;Ondergrens 95%-interval;Totaal mannen en vrouwen;53050;2023;16.2;25.9;19.5;63.1;64.5;65.7;67.7;54.4;;;;2.8;6.9;3.8;4.0;9.0;9.2;18.5;8.6;6.3;7.2
115;Ondergrens 95%-interval;Totaal mannen en vrouwen;53500;2015;26.0;34.2;27.1;81.3;79.5;74.6;85.5;49.7;1.8;6.0;14.5;4.0;8.1;0.5;2.8;4.2;3.9;12.5;7.5;4.5;4.0
116;Ondergrens 95%-interval;Totaal mannen en vrouwen;53500;2017;24.7;39.8;29.8;84.5;80.7;72.0;83.6;52.4;;;;4.2;7.9;1.4;5.1;7.4;5.5;15.6;11.6;8.1;5.3
117;Ondergrens 95%-interval;Totaal mannen en vrouwen;53500;2019;29.0;41.7;28.6;82.6;79.7;73.0;84.6;55.4;;;;5.6;9.3;1.8;4.9;11.3;10.0;18.6;13.0;11.6;6.3
118;Ondergrens 95%-interval;Totaal mannen en vrouwen;53500;2021;27.1;42.9;31.4;80.7;76.0;72.1;81.7;53.6;;;;6.7;10.4;2.3;4.2;12.0;12.4;20.9;14.1;11.3;8.2
119;Ondergrens 95%-interval;Totaal mannen en vrouwen;53500;2023;24.5;39.3;28.6;75.3;71.6;70.7;78.4;54.1;;;;7.7;12.2;2.8;5.1;16.4;16.9;25.8;19.0;14.6;11.5
120;Ondergrens 95%-interval;Totaal mannen en vrouwen;53700;2015;29.0;40.4;28.9;86.9;86.0;79.1;88.1;53.1;3.5;7.7;14.7;2.3;9.5;1.2;3.1;6.9;5.7;15.9;9.4;5.7;5.3
121;Ondergrens 95%-interval;Totaal mannen en vrouwen;53700;2017;28.6;40.9;29.6;86.9;85.6;79.8;87.5;53.3;;;;5.0;10.8;2.2;4.3;8.9;8.5;20.7;12.3;9.3;7.9
122;Ondergrens 95%-interval;Totaal mannen en vrouwen;53700;2019;24.1;36.7;26.4;86.4;83.7;79.9;87.2;58.7;;;;4.5;8.1;2.6;4.5;8.3;8.6;16.7;11.0;8.6;6.5
123;Ondergrens 95%-interval;Totaal mannen en vrouwen;53700;2021;27.0;38.5;27.3;85.6;83.9;81.5;84.3;60.4;;;;4.2;7.9;1.5;3.8;8.0;8.7;17.4;10.7;9.5;5.6
124;Ondergrens 95%-interval;Totaal mannen en vrouwen;53700;2023;25.2;39.0;28.7;80.5;80.8;77.3;84.1;58.1;;;;5.0;11.9;1.8;4.9;11.3;12.2;21.5;12.6;11.4;8.4
125;Ondergrens 95%-interval;Totaal mannen en vrouwen;53800;2015;24.6;36.9;26.2;89.1;87.7;82.3;86.2;56.4;3.7;8.7;13.3;4.1;10.6;2.1;3.8;7.2;6.9;18.8;9.6;7.4;5.6
126;Ondergrens 95%-interval;Totaal mannen en vrouwen;53800;2017;24.5;37.4;25.5;90.2;88.9;83.4;88.3;58.9;;;;2.6;10.1;1.9;3.4;7.3;7.0;18.4;9.8;8.0;5.6
127;Ondergrens 95%-interval;Totaal mannen en vrouwen;53800;2019;23.7;35.7;24.6;90.2;87.7;83.9;88.0;60.6;;;;3.1;10.2;1.6;3.6;7.3;6.7;18.0;9.8;7.3;6.1
128;Ondergrens 95%-interval;Totaal mannen en vrouwen;53800;2021;25.7;39.7;27.9;90.3;88.9;85.5;87.9;61.5;;;;2.6;8.5;1.3;3.4;8.6;8.2;19.2;11.0;9.9;6.0
129;Ondergrens 95%-interval;Totaal mannen en vrouwen;53800;2023;24.3;36.5;26.3;87.4;84.6;82.3;85.2;61.2;;;;4.0;12.2;1.3;4.2;10.1;10.3;18.5;11.8;11.2;7.3
130;Ondergrens 95%-interval;Totaal mannen en vrouwen;53900;2015;20.9;34.3;22.5;91.4;89.5;85.7;87.1;57.2;3.8;8.5;14.2;2.6;11.1;1.6;3.2;6.5;5.8;16.2;8.1;6.5;5.4
131;Ondergrens 95%-interval;Totaal mannen en vrouwen;53900;2017;21.7;35.1;22.6;91.5;89.8;85.8;86.7;57.4;;;;2.2;10.9;1.9;3.6;8.4;7.5;18.8;9.1;7.4;7.1
132;Ondergrens 95%-interval;Totaal mannen en vrouwen;53900;2019;20.9;34.0;21.4;91.2;89.9;85.6;86.6;60.1;;;;2.3;10.4;1.5;2.8;6.9;6.9;18.0;9.0;6.7;5.5
133;Ondergrens 95%-interval;Totaal mannen en vrouwen;53900;2021;21.0;34.3;22.0;91.2;90.4;87.0;88.2;60.7;;;;2.2;9.1;1.4;2.8;6.7;7.2;16.4;7.6;7.6;5.4
134;Ondergrens 95%-interval;Totaal mannen en vrouwen;53900;2023;19.7;31.8;20.7;89.8;88.7;85.8;86.1;61.9;;;;3.0;10.5;1.7;2.9;7.4;8.5;20.0;9.8;8.1;6.3
135;Ondergrens 95%-interval;Totaal mannen en vrouwen;80200;2015;8.4;13.7;6.8;91.3;87.3;86.4;83.3;68.7;1.5;4.8;10.3;1.1;4.7;1.4;1.8;1.1;0.6;4.4;1.9;2.0;1.0
136;Ondergrens 95%-interval;Totaal mannen en vrouwen;80200;2017;9.8;15.4;7.2;94.0;89.3;89.2;84.8;72.1;;;;0.3;4.6;0.5;1.3;1.8;1.9;7.9;3.2;1.5;1.7
137;Ondergrens 95%-interval;Totaal mannen en vrouwen;80200;2019;9.2;16.0;8.6;93.3;90.3;87.6;86.4;72.5;;;;1.0;5.6;1.0;1.8;2.2;2.4;8.6;3.5;3.1;2.4
138;Ondergrens 95%-interval;Totaal mannen en vrouwen;80200;2021;11.4;18.2;10.6;92.1;90.5;89.7;86.6;73.3;;;;0.9;6.2;0.8;1.5;3.5;3.1;9.5;4.0;4.2;2.9
