ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
9109;8404200000 Condensors voor stoommachi...;Niet-EU;2018 maart;0.0;1.0;35.0;5195.0;kg                       
9110;8404200000 Condensors voor stoommachi...;Niet-EU;2018 april;5.0;360.0;6.0;460.0;kg                       
9111;8404200000 Condensors voor stoommachi...;Niet-EU;2018 mei;13.0;2584.0;;;kg                       
9112;8404200000 Condensors voor stoommachi...;Niet-EU;2018 juni;;;11.0;1772.0;kg                       
9113;8404200000 Condensors voor stoommachi...;Niet-EU;2018 juli;1.0;3.0;0.0;2.0;kg                       
9114;8404200000 Condensors voor stoommachi...;Niet-EU;2018 augustus;0.0;3.0;76.0;1369.0;kg                       
9115;8404200000 Condensors voor stoommachi...;Niet-EU;2018 september;;;212.0;8140.0;kg                       
9116;8404200000 Condensors voor stoommachi...;Niet-EU;2018 oktober;;;15.0;2251.0;kg                       
9117;8404200000 Condensors voor stoommachi...;Niet-EU;2018 november;;;194.0;3843.0;kg                       
9118;8404200000 Condensors voor stoommachi...;Niet-EU;2018 december;;;12.0;991.0;kg                       
9119;8404200000 Condensors voor stoommachi...;Niet-EU;2018;27.0;3208.0;580.0;24427.0;kg                       
9120;8404200000 Condensors voor stoommachi...;Niet-EU;2019 januari;;;7.0;900.0;kg                       
9121;8404200000 Condensors voor stoommachi...;Niet-EU;2019 februari;0.0;2.0;14.0;2481.0;kg                       
9122;8404200000 Condensors voor stoommachi...;Niet-EU;2019 maart;;;82.0;10613.0;kg                       
9123;8404200000 Condensors voor stoommachi...;Niet-EU;2019 april;0.0;2.0;143.0;13987.0;kg                       
9124;8404200000 Condensors voor stoommachi...;Niet-EU;2019 mei;16.0;440.0;48.0;7214.0;kg                       
9125;8404200000 Condensors voor stoommachi...;Niet-EU;2019 juni;;;21.0;6292.0;kg                       
9126;8404200000 Condensors voor stoommachi...;Niet-EU;2019 juli;10.0;1426.0;95.0;9929.0;kg                       
9127;8404200000 Condensors voor stoommachi...;Niet-EU;2019 augustus;0.0;14.0;122.0;14043.0;kg                       
9128;8404200000 Condensors voor stoommachi...;Niet-EU;2019 september;3.0;352.0;84.0;16919.0;kg                       
9129;8404200000 Condensors voor stoommachi...;Niet-EU;2019 oktober;;;163.0;20604.0;kg                       
9130;8404200000 Condensors voor stoommachi...;Niet-EU;2019 november;;;12.0;1930.0;kg                       
9131;8404200000 Condensors voor stoommachi...;Niet-EU;2019 december;;;132.0;10477.0;kg                       
9132;8404200000 Condensors voor stoommachi...;Niet-EU;2019;30.0;2236.0;924.0;115389.0;kg                       
9133;8404200000 Condensors voor stoommachi...;Niet-EU;2020 januari;;;1.0;227.0;kg                       
9134;8404200000 Condensors voor stoommachi...;Niet-EU;2020 februari;1.0;74.0;10.0;1511.0;kg                       
9135;8404200000 Condensors voor stoommachi...;Niet-EU;2020 maart;0.0;1.0;75.0;11310.0;kg                       
9136;8404200000 Condensors voor stoommachi...;Niet-EU;2020 april;;;489.0;25275.0;kg                       
9137;8404200000 Condensors voor stoommachi...;Niet-EU;2020 mei;;;543.0;19435.0;kg                       
9138;8404200000 Condensors voor stoommachi...;Niet-EU;2020 juni;7.0;170.0;325.0;31446.0;kg                       
9139;8404200000 Condensors voor stoommachi...;Niet-EU;2020 juli;;;172.0;22174.0;kg                       
9140;8404200000 Condensors voor stoommachi...;Niet-EU;2020 augustus;2.0;437.0;184.0;22611.0;kg                       
9141;8404200000 Condensors voor stoommachi...;Niet-EU;2020 september;0.0;2.0;289.0;36270.0;kg                       
9142;8404200000 Condensors voor stoommachi...;Niet-EU;2020 oktober;19.0;900.0;81.0;9444.0;kg                       
9143;8404200000 Condensors voor stoommachi...;Niet-EU;2020 november;;;70.0;10184.0;kg                       
9144;8404200000 Condensors voor stoommachi...;Niet-EU;2020 december;0.0;4.0;49.0;4431.0;kg                       
9145;8404200000 Condensors voor stoommachi...;Niet-EU;2020;29.0;1588.0;2288.0;194318.0;kg                       
9146;8404200000 Condensors voor stoommachi...;Niet-EU;2021 januari;0.0;0.0;143.0;15326.0;kg                       
9147;8404200000 Condensors voor stoommachi...;Niet-EU;2021 februari;3.0;116.0;414.0;37565.0;kg                       
9148;8404200000 Condensors voor stoommachi...;Niet-EU;2021 maart;1.0;27.0;268.0;18612.0;kg                       
9149;8404200000 Condensors voor stoommachi...;Niet-EU;2021 april;2.0;57.0;150.0;11047.0;kg                       
9150;8404200000 Condensors voor stoommachi...;Niet-EU;2021 mei;29.0;211.0;163.0;21117.0;kg                       
9151;8404200000 Condensors voor stoommachi...;Niet-EU;2021 juni;1.0;139.0;66.0;6089.0;kg                       
9152;8404200000 Condensors voor stoommachi...;Niet-EU;2021 juli;1.0;15.0;59.0;9915.0;kg                       
9153;8404200000 Condensors voor stoommachi...;Niet-EU;2021 augustus;1.0;182.0;12.0;3882.0;kg                       
9154;8404200000 Condensors voor stoommachi...;Niet-EU;2021 september;4.0;774.0;33.0;4992.0;kg                       
9155;8404200000 Condensors voor stoommachi...;Niet-EU;2021 oktober;2.0;93.0;76.0;27409.0;kg                       
9156;8404200000 Condensors voor stoommachi...;Niet-EU;2021 november;;;49.0;5293.0;kg                       
9157;8404200000 Condensors voor stoommachi...;Niet-EU;2021 december;1.0;1.0;46.0;3446.0;kg                       
9158;8404200000 Condensors voor stoommachi...;Niet-EU;2021;44.0;1615.0;1478.0;164693.0;kg                       
9159;8404200000 Condensors voor stoommachi...;Niet-EU;2022 januari;25.0;485.0;20.0;2712.0;kg                       
9160;8404200000 Condensors voor stoommachi...;Niet-EU;2022 februari;0.0;0.0;0.0;0.0;kg                       
9161;8404200000 Condensors voor stoommachi...;Niet-EU;2022 maart;1.0;139.0;27.0;2180.0;kg                       
9162;8404200000 Condensors voor stoommachi...;Niet-EU;2022 april;0.0;1.0;29.0;3311.0;kg                       
9163;8404200000 Condensors voor stoommachi...;Niet-EU;2022 mei;0.0;0.0;25.0;4234.0;kg                       
9164;8404200000 Condensors voor stoommachi...;Niet-EU;2022 juni;0.0;0.0;13.0;676.0;kg                       
9165;8404200000 Condensors voor stoommachi...;Niet-EU;2022 juli;0.0;48.0;55.0;7292.0;kg                       
9166;8404200000 Condensors voor stoommachi...;Niet-EU;2022 augustus;2.0;208.0;16.0;2607.0;kg                       
9167;8404200000 Condensors voor stoommachi...;Niet-EU;2022 januari-augustus;28.0;881.0;185.0;23012.0;kg                       
9168;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 januari;103.0;4092.0;552.0;114695.0;kg                       
9169;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 februari;262.0;50189.0;561.0;117115.0;kg                       
9170;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 maart;113.0;12150.0;880.0;353548.0;kg                       
9171;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 april;267.0;8282.0;1110.0;343999.0;kg                       
9172;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 mei;78.0;2959.0;700.0;102253.0;kg                       
9173;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 juni;252.0;36423.0;1478.0;182514.0;kg                       
9174;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 juli;220.0;4849.0;639.0;144946.0;kg                       
9175;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 augustus;394.0;12640.0;782.0;106631.0;kg                       
9176;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 september;101.0;16358.0;689.0;169465.0;kg                       
9177;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 oktober;140.0;41500.0;774.0;192778.0;kg                       
9178;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 november;2666.0;208704.0;710.0;129644.0;kg                       
9179;8404900000 Delen van hulptoestellen v...;Totaal landen;2008 december;691.0;93398.0;450.0;95658.0;kg                       
9180;8404900000 Delen van hulptoestellen v...;Totaal landen;2008;5288.0;491544.0;9325.0;2053246.0;kg                       
9181;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 januari;366.0;50002.0;7.0;586.0;kg                       
9182;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 februari;349.0;85757.0;7.0;838.0;kg                       
9183;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 maart;5656.0;1947715.0;987.0;383300.0;kg                       
9184;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 april;238.0;5982.0;397.0;86900.0;kg                       
9185;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 mei;192.0;10458.0;505.0;157876.0;kg                       
9186;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 juni;2820.0;166546.0;1855.0;161315.0;kg                       
9187;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 juli;503.0;88839.0;554.0;141066.0;kg                       
9188;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 augustus;432.0;13478.0;895.0;106883.0;kg                       
9189;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 september;353.0;5735.0;742.0;134438.0;kg                       
9190;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 oktober;235.0;10117.0;662.0;137194.0;kg                       
9191;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 november;233.0;66941.0;1282.0;213988.0;kg                       
9192;8404900000 Delen van hulptoestellen v...;Totaal landen;2009 december;235.0;4425.0;362.0;80402.0;kg                       
9193;8404900000 Delen van hulptoestellen v...;Totaal landen;2009;11613.0;2455995.0;8255.0;1604786.0;kg                       
9194;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 januari;316.0;6292.0;434.0;99588.0;kg                       
9195;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 februari;183.0;3637.0;538.0;101392.0;kg                       
9196;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 maart;408.0;10084.0;741.0;318403.0;kg                       
9197;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 april;2438.0;550104.0;1545.0;688334.0;kg                       
9198;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 mei;3298.0;293185.0;582.0;280024.0;kg                       
9199;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 juni;5414.0;1947408.0;214.0;139735.0;kg                       
9200;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 juli;328.0;9461.0;793.0;176096.0;kg                       
9201;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 augustus;975.0;87297.0;467.0;112969.0;kg                       
9202;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 september;466.0;27933.0;428.0;119873.0;kg                       
9203;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 oktober;1066.0;174061.0;1030.0;192908.0;kg                       
9204;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 november;2183.0;600348.0;507.0;161121.0;kg                       
9205;8404900000 Delen van hulptoestellen v...;Totaal landen;2010 december;1675.0;29580.0;236.0;81583.0;kg                       
9206;8404900000 Delen van hulptoestellen v...;Totaal landen;2010;18750.0;3739390.0;7515.0;2472026.0;kg                       
9207;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 januari;438.0;186417.0;568.0;142237.0;kg                       
9208;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 februari;830.0;207247.0;508.0;105145.0;kg                       
9209;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 maart;4303.0;1940236.0;1077.0;513122.0;kg                       
9210;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 april;686.0;18813.0;1575.0;878444.0;kg                       
9211;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 mei;181.0;4142.0;2511.0;752583.0;kg                       
9212;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 juni;754.0;52014.0;489.0;110792.0;kg                       
9213;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 juli;1984.0;261196.0;711.0;250196.0;kg                       
9214;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 augustus;4467.0;1972506.0;723.0;189405.0;kg                       
9215;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 september;6646.0;614588.0;815.0;175456.0;kg                       
9216;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 oktober;1084.0;6149.0;910.0;282685.0;kg                       
9217;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 november;707.0;14312.0;479.0;145901.0;kg                       
9218;8404900000 Delen van hulptoestellen v...;Totaal landen;2011 december;460.0;14014.0;428.0;143264.0;kg                       
9219;8404900000 Delen van hulptoestellen v...;Totaal landen;2011;22541.0;5291634.0;10796.0;3689230.0;kg                       
9220;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 januari;536.0;29611.0;473.0;189782.0;kg                       
9221;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 februari;1421.0;29557.0;431.0;128445.0;kg                       
9222;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 maart;1461.0;76195.0;402.0;111382.0;kg                       
9223;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 april;331.0;7421.0;1278.0;651996.0;kg                       
9224;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 mei;1203.0;69679.0;1755.0;341224.0;kg                       
9225;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 juni;497.0;37389.0;1006.0;228343.0;kg                       
9226;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 juli;933.0;9948.0;877.0;176540.0;kg                       
9227;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 augustus;463.0;9200.0;878.0;169551.0;kg                       
9228;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 september;586.0;19977.0;1174.0;229364.0;kg                       
9229;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 oktober;702.0;13697.0;1574.0;307133.0;kg                       
9230;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 november;513.0;21400.0;2136.0;580496.0;kg                       
9231;8404900000 Delen van hulptoestellen v...;Totaal landen;2012 december;761.0;12633.0;1226.0;364300.0;kg                       
9232;8404900000 Delen van hulptoestellen v...;Totaal landen;2012;9408.0;336707.0;13209.0;3478556.0;kg                       
9233;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 januari;815.0;11684.0;1675.0;338868.0;kg                       
9234;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 februari;797.0;55876.0;1094.0;189145.0;kg                       
9235;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 maart;568.0;24413.0;824.0;167005.0;kg                       
9236;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 april;2185.0;79553.0;1280.0;282718.0;kg                       
9237;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 mei;1404.0;190135.0;4437.0;343346.0;kg                       
9238;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 juni;615.0;73324.0;1285.0;271249.0;kg                       
9239;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 juli;1091.0;191941.0;1813.0;458977.0;kg                       
9240;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 augustus;888.0;125876.0;1501.0;368587.0;kg                       
9241;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 september;1023.0;148072.0;1859.0;435431.0;kg                       
9242;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 oktober;2349.0;520260.0;1478.0;409611.0;kg                       
9243;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 november;2571.0;639619.0;4722.0;706750.0;kg                       
9244;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 december;4412.0;471959.0;1056.0;262456.0;kg                       
9245;8404900000 Delen van hulptoestellen v...;Totaal landen;2013 ;18718.0;2532712.0;23025.0;4234143.0;kg                       
9246;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 januari;3164.0;352922.0;1362.0;424382.0;kg                       
9247;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 februari;2476.0;349138.0;1463.0;393107.0;kg                       
9248;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 maart;2405.0;404967.0;1542.0;329966.0;kg                       
9249;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 april;3694.0;296822.0;904.0;223757.0;kg                       
9250;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 mei;1958.0;304422.0;1605.0;323106.0;kg                       
9251;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 juni;1793.0;316364.0;1377.0;286820.0;kg                       
9252;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 juli;1532.0;291673.0;988.0;237736.0;kg                       
9253;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 augustus;1325.0;230842.0;745.0;172723.0;kg                       
9254;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 september;1635.0;223411.0;1974.0;348246.0;kg                       
9255;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 oktober;2242.0;303256.0;1953.0;366650.0;kg                       
9256;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 november;1500.0;327111.0;1372.0;265982.0;kg                       
9257;8404900000 Delen van hulptoestellen v...;Totaal landen;2014 december;1649.0;215122.0;1078.0;222536.0;kg                       
9258;8404900000 Delen van hulptoestellen v...;Totaal landen;2014;25372.0;3616050.0;16364.0;3595011.0;kg                       
9259;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 januari;1912.0;276562.0;1082.0;14938.0;kg                       
9260;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 februari;1607.0;220731.0;1634.0;8712.0;kg                       
9261;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 maart;2104.0;376982.0;1680.0;8440.0;kg                       
9262;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 april;1623.0;277121.0;1137.0;32793.0;kg                       
9263;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 mei;1415.0;189126.0;857.0;4010.0;kg                       
9264;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 juni;1542.0;281770.0;988.0;3177.0;kg                       
9265;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 juli;2150.0;463145.0;1247.0;73761.0;kg                       
9266;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 augustus;1962.0;491244.0;982.0;4549.0;kg                       
9267;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 september;2022.0;289690.0;1264.0;64226.0;kg                       
9268;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 oktober;1534.0;218544.0;1344.0;4888.0;kg                       
9269;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 november;2062.0;449189.0;1237.0;5500.0;kg                       
9270;8404900000 Delen van hulptoestellen v...;Totaal landen;2015 december;2142.0;244467.0;1294.0;7025.0;kg                       
9271;8404900000 Delen van hulptoestellen v...;Totaal landen;2015;22075.0;3778571.0;14744.0;232019.0;kg                       
9272;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 januari;1471.0;300134.0;1136.0;4417.0;kg                       
9273;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 februari;1733.0;278107.0;903.0;6043.0;kg                       
9274;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 maart;2014.0;353324.0;824.0;4507.0;kg                       
9275;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 april;1384.0;214769.0;757.0;3339.0;kg                       
9276;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 mei;1489.0;278097.0;670.0;3296.0;kg                       
9277;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 juni;1415.0;253226.0;1030.0;6236.0;kg                       
9278;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 juli;1449.0;236642.0;814.0;4463.0;kg                       
9279;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 augustus;1439.0;226145.0;900.0;9464.0;kg                       
9280;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 september;1532.0;271979.0;1206.0;6302.0;kg                       
9281;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 oktober;1830.0;294241.0;1005.0;5252.0;kg                       
9282;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 november;1270.0;255861.0;1200.0;7776.0;kg                       
9283;8404900000 Delen van hulptoestellen v...;Totaal landen;2016 december;1549.0;234193.0;670.0;3578.0;kg                       
9284;8404900000 Delen van hulptoestellen v...;Totaal landen;2016;18576.0;3196718.0;11116.0;64673.0;kg                       
9285;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 januari;1410.0;210261.0;800.0;6634.0;kg                       
9286;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 februari;1816.0;228123.0;796.0;5709.0;kg                       
9287;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 maart;1782.0;313045.0;944.0;6205.0;kg                       
9288;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 april;2178.0;248433.0;1510.0;10526.0;kg                       
9289;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 mei;1551.0;276332.0;2803.0;33671.0;kg                       
9290;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 juni;1606.0;336033.0;1637.0;19652.0;kg                       
9291;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 juli;1747.0;327472.0;807.0;7232.0;kg                       
9292;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 augustus;1927.0;328783.0;791.0;6144.0;kg                       
9293;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 september;1857.0;258659.0;988.0;8421.0;kg                       
9294;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 oktober;2810.0;330805.0;8043.0;99765.0;kg                       
9295;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 november;2296.0;293023.0;4599.0;75409.0;kg                       
9296;8404900000 Delen van hulptoestellen v...;Totaal landen;2017 december;2101.0;318697.0;2032.0;68427.0;kg                       
9297;8404900000 Delen van hulptoestellen v...;Totaal landen;2017;23081.0;3469666.0;25750.0;347795.0;kg                       
9298;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 januari;2214.0;290821.0;2168.0;38467.0;kg                       
9299;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 februari;1770.0;320687.0;1202.0;6072.0;kg                       
9300;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 maart;1842.0;238641.0;1434.0;12222.0;kg                       
9301;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 april;1562.0;254489.0;1167.0;9185.0;kg                       
9302;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 mei;1608.0;236126.0;848.0;6192.0;kg                       
9303;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 juni;1669.0;264599.0;1023.0;8260.0;kg                       
9304;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 juli;2016.0;240586.0;1289.0;9466.0;kg                       
9305;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 augustus;1704.0;279272.0;932.0;5002.0;kg                       
9306;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 september;1629.0;277227.0;1337.0;14681.0;kg                       
9307;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 oktober;1773.0;298439.0;1284.0;13786.0;kg                       
9308;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 november;1676.0;238955.0;1494.0;19475.0;kg                       
9309;8404900000 Delen van hulptoestellen v...;Totaal landen;2018 december;1721.0;198871.0;899.0;14918.0;kg                       
9310;8404900000 Delen van hulptoestellen v...;Totaal landen;2018;21183.0;3138713.0;15077.0;157726.0;kg                       
9311;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 januari;1770.0;249979.0;1294.0;8140.0;kg                       
9312;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 februari;1729.0;356968.0;1140.0;10227.0;kg                       
9313;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 maart;2190.0;328132.0;1454.0;7905.0;kg                       
9314;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 april;1632.0;257161.0;1262.0;6553.0;kg                       
9315;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 mei;1264.0;61667.0;1852.0;100954.0;kg                       
9316;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 juni;1368.0;220519.0;1153.0;4993.0;kg                       
9317;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 juli;1533.0;168190.0;1263.0;5575.0;kg                       
9318;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 augustus;1783.0;298540.0;1090.0;6313.0;kg                       
9319;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 september;1699.0;199027.0;1124.0;4894.0;kg                       
9320;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 oktober;2173.0;272533.0;2272.0;6844.0;kg                       
9321;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 november;3448.0;254346.0;1206.0;4399.0;kg                       
9322;8404900000 Delen van hulptoestellen v...;Totaal landen;2019 december;1436.0;221300.0;967.0;3721.0;kg                       
9323;8404900000 Delen van hulptoestellen v...;Totaal landen;2019;22025.0;2888362.0;16077.0;170518.0;kg                       
9324;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 januari;1544.0;159198.0;1256.0;10160.0;kg                       
9325;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 februari;1450.0;211648.0;2200.0;18915.0;kg                       
9326;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 maart;1295.0;177289.0;991.0;11000.0;kg                       
9327;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 april;1484.0;224747.0;682.0;4932.0;kg                       
9328;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 mei;2742.0;249817.0;910.0;6942.0;kg                       
9329;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 juni;2745.0;462108.0;1964.0;21961.0;kg                       
9330;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 juli;2275.0;284447.0;1478.0;7942.0;kg                       
9331;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 augustus;1581.0;159603.0;2373.0;19938.0;kg                       
9332;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 september;1629.0;185458.0;2228.0;19125.0;kg                       
9333;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 oktober;1478.0;168842.0;1156.0;7147.0;kg                       
9334;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 november;1940.0;281359.0;1234.0;7063.0;kg                       
9335;8404900000 Delen van hulptoestellen v...;Totaal landen;2020 december;1804.0;186060.0;2480.0;32161.0;kg                       
9336;8404900000 Delen van hulptoestellen v...;Totaal landen;2020;21967.0;2750576.0;18950.0;167286.0;kg                       
9337;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 januari;1190.0;127379.0;806.0;6328.0;kg                       
9338;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 februari;1909.0;195714.0;1187.0;16735.0;kg                       
9339;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 maart;2032.0;240870.0;1300.0;11805.0;kg                       
9340;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 april;1675.0;193684.0;1094.0;17291.0;kg                       
9341;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 mei;2002.0;175703.0;5858.0;53864.0;kg                       
9342;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 juni;2352.0;266314.0;2705.0;15468.0;kg                       
9343;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 juli;2016.0;230082.0;1604.0;42882.0;kg                       
9344;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 augustus;4466.0;273958.0;1133.0;29525.0;kg                       
9345;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 september;2249.0;379940.0;3272.0;97503.0;kg                       
9346;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 oktober;2012.0;219569.0;3832.0;135276.0;kg                       
9347;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 november;1848.0;233822.0;1699.0;59524.0;kg                       
9348;8404900000 Delen van hulptoestellen v...;Totaal landen;2021 december;2256.0;495518.0;1273.0;67590.0;kg                       
