ID;WisselingBeroepsklasse;BeroepsklasseVoorgaandePeriode;Perioden;WerkzameBeroepsbevolking_1
163;Totaal;01 Pedagogische beroepen;2017 2e kwartaal;557.0
164;Totaal;01 Pedagogische beroepen;2017 3e kwartaal;558.0
165;Totaal;01 Pedagogische beroepen;2017 4e kwartaal;582.0
166;Totaal;01 Pedagogische beroepen;2017;553.0
167;Totaal;01 Pedagogische beroepen;2018 1e kwartaal;610.0
168;Totaal;01 Pedagogische beroepen;2018 2e kwartaal;630.0
169;Totaal;01 Pedagogische beroepen;2018 3e kwartaal;604.0
170;Totaal;01 Pedagogische beroepen;2018 4e kwartaal;597.0
171;Totaal;01 Pedagogische beroepen;2018;570.0
172;Totaal;01 Pedagogische beroepen;2019 1e kwartaal;609.0
173;Totaal;01 Pedagogische beroepen;2019 2e kwartaal;610.0
174;Totaal;01 Pedagogische beroepen;2019 3e kwartaal;611.0
175;Totaal;01 Pedagogische beroepen;2019 4e kwartaal;616.0
176;Totaal;01 Pedagogische beroepen;2019;588.0
177;Totaal;01 Pedagogische beroepen;2020 1e kwartaal;632.0
178;Totaal;01 Pedagogische beroepen;2020 2e kwartaal;650.0
179;Totaal;01 Pedagogische beroepen;2020 3e kwartaal;608.0
180;Totaal;01 Pedagogische beroepen;2020 4e kwartaal;603.0
181;Totaal;01 Pedagogische beroepen;2020;604.0
182;Totaal;01 Pedagogische beroepen;2021 1e kwartaal;
183;Totaal;01 Pedagogische beroepen;2021 2e kwartaal;628.0
184;Totaal;01 Pedagogische beroepen;2021 3e kwartaal;642.0
185;Totaal;01 Pedagogische beroepen;2021 4e kwartaal;667.0
186;Totaal;01 Pedagogische beroepen;2022 1e kwartaal;677.0
187;Totaal;01 Pedagogische beroepen;2022 2e kwartaal;692.0
188;Totaal;02 Creatieve en taalkundige beroepen;2003 2e kwartaal;138.0
189;Totaal;02 Creatieve en taalkundige beroepen;2003 3e kwartaal;132.0
190;Totaal;02 Creatieve en taalkundige beroepen;2003 4e kwartaal;142.0
191;Totaal;02 Creatieve en taalkundige beroepen;2004 1e kwartaal;148.0
192;Totaal;02 Creatieve en taalkundige beroepen;2004 2e kwartaal;149.0
193;Totaal;02 Creatieve en taalkundige beroepen;2004 3e kwartaal;158.0
194;Totaal;02 Creatieve en taalkundige beroepen;2004 4e kwartaal;150.0
195;Totaal;02 Creatieve en taalkundige beroepen;2004;142.0
196;Totaal;02 Creatieve en taalkundige beroepen;2005 1e kwartaal;151.0
197;Totaal;02 Creatieve en taalkundige beroepen;2005 2e kwartaal;148.0
198;Totaal;02 Creatieve en taalkundige beroepen;2005 3e kwartaal;149.0
199;Totaal;02 Creatieve en taalkundige beroepen;2005 4e kwartaal;141.0
200;Totaal;02 Creatieve en taalkundige beroepen;2005;148.0
201;Totaal;02 Creatieve en taalkundige beroepen;2006 1e kwartaal;151.0
202;Totaal;02 Creatieve en taalkundige beroepen;2006 2e kwartaal;144.0
203;Totaal;02 Creatieve en taalkundige beroepen;2006 3e kwartaal;148.0
204;Totaal;02 Creatieve en taalkundige beroepen;2006 4e kwartaal;152.0
205;Totaal;02 Creatieve en taalkundige beroepen;2006;145.0
206;Totaal;02 Creatieve en taalkundige beroepen;2007 1e kwartaal;158.0
207;Totaal;02 Creatieve en taalkundige beroepen;2007 2e kwartaal;161.0
208;Totaal;02 Creatieve en taalkundige beroepen;2007 3e kwartaal;159.0
209;Totaal;02 Creatieve en taalkundige beroepen;2007 4e kwartaal;159.0
210;Totaal;02 Creatieve en taalkundige beroepen;2007;149.0
211;Totaal;02 Creatieve en taalkundige beroepen;2008 1e kwartaal;169.0
212;Totaal;02 Creatieve en taalkundige beroepen;2008 2e kwartaal;163.0
213;Totaal;02 Creatieve en taalkundige beroepen;2008 3e kwartaal;159.0
214;Totaal;02 Creatieve en taalkundige beroepen;2008 4e kwartaal;166.0
215;Totaal;02 Creatieve en taalkundige beroepen;2008;161.0
216;Totaal;02 Creatieve en taalkundige beroepen;2009 1e kwartaal;170.0
217;Totaal;02 Creatieve en taalkundige beroepen;2009 2e kwartaal;175.0
218;Totaal;02 Creatieve en taalkundige beroepen;2009 3e kwartaal;171.0
219;Totaal;02 Creatieve en taalkundige beroepen;2009 4e kwartaal;169.0
220;Totaal;02 Creatieve en taalkundige beroepen;2009;173.0
221;Totaal;02 Creatieve en taalkundige beroepen;2010 1e kwartaal;161.0
222;Totaal;02 Creatieve en taalkundige beroepen;2010 2e kwartaal;157.0
223;Totaal;02 Creatieve en taalkundige beroepen;2010 3e kwartaal;173.0
224;Totaal;02 Creatieve en taalkundige beroepen;2010 4e kwartaal;165.0
225;Totaal;02 Creatieve en taalkundige beroepen;2010;152.0
226;Totaal;02 Creatieve en taalkundige beroepen;2011 1e kwartaal;180.0
227;Totaal;02 Creatieve en taalkundige beroepen;2011 2e kwartaal;179.0
228;Totaal;02 Creatieve en taalkundige beroepen;2011 3e kwartaal;171.0
229;Totaal;02 Creatieve en taalkundige beroepen;2011 4e kwartaal;179.0
230;Totaal;02 Creatieve en taalkundige beroepen;2011;170.0
231;Totaal;02 Creatieve en taalkundige beroepen;2012 1e kwartaal;177.0
232;Totaal;02 Creatieve en taalkundige beroepen;2012 2e kwartaal;180.0
233;Totaal;02 Creatieve en taalkundige beroepen;2012 3e kwartaal;198.0
234;Totaal;02 Creatieve en taalkundige beroepen;2012 4e kwartaal;197.0
235;Totaal;02 Creatieve en taalkundige beroepen;2012;174.0
236;Totaal;02 Creatieve en taalkundige beroepen;2013 1e kwartaal;198.0
237;Totaal;02 Creatieve en taalkundige beroepen;2013 2e kwartaal;196.0
238;Totaal;02 Creatieve en taalkundige beroepen;2013 3e kwartaal;196.0
239;Totaal;02 Creatieve en taalkundige beroepen;2013 4e kwartaal;203.0
240;Totaal;02 Creatieve en taalkundige beroepen;2013;198.0
241;Totaal;02 Creatieve en taalkundige beroepen;2014 1e kwartaal;193.0
242;Totaal;02 Creatieve en taalkundige beroepen;2014 2e kwartaal;190.0
243;Totaal;02 Creatieve en taalkundige beroepen;2014 3e kwartaal;191.0
244;Totaal;02 Creatieve en taalkundige beroepen;2014 4e kwartaal;197.0
245;Totaal;02 Creatieve en taalkundige beroepen;2014;199.0
246;Totaal;02 Creatieve en taalkundige beroepen;2015 1e kwartaal;185.0
247;Totaal;02 Creatieve en taalkundige beroepen;2015 2e kwartaal;187.0
248;Totaal;02 Creatieve en taalkundige beroepen;2015 3e kwartaal;191.0
249;Totaal;02 Creatieve en taalkundige beroepen;2015 4e kwartaal;183.0
250;Totaal;02 Creatieve en taalkundige beroepen;2015;185.0
251;Totaal;02 Creatieve en taalkundige beroepen;2016 1e kwartaal;183.0
252;Totaal;02 Creatieve en taalkundige beroepen;2016 2e kwartaal;187.0
253;Totaal;02 Creatieve en taalkundige beroepen;2016 3e kwartaal;184.0
254;Totaal;02 Creatieve en taalkundige beroepen;2016 4e kwartaal;193.0
255;Totaal;02 Creatieve en taalkundige beroepen;2016;177.0
256;Totaal;02 Creatieve en taalkundige beroepen;2017 1e kwartaal;194.0
257;Totaal;02 Creatieve en taalkundige beroepen;2017 2e kwartaal;186.0
258;Totaal;02 Creatieve en taalkundige beroepen;2017 3e kwartaal;197.0
259;Totaal;02 Creatieve en taalkundige beroepen;2017 4e kwartaal;191.0
260;Totaal;02 Creatieve en taalkundige beroepen;2017;191.0
261;Totaal;02 Creatieve en taalkundige beroepen;2018 1e kwartaal;198.0
262;Totaal;02 Creatieve en taalkundige beroepen;2018 2e kwartaal;216.0
263;Totaal;02 Creatieve en taalkundige beroepen;2018 3e kwartaal;216.0
264;Totaal;02 Creatieve en taalkundige beroepen;2018 4e kwartaal;223.0
265;Totaal;02 Creatieve en taalkundige beroepen;2018;187.0
266;Totaal;02 Creatieve en taalkundige beroepen;2019 1e kwartaal;214.0
267;Totaal;02 Creatieve en taalkundige beroepen;2019 2e kwartaal;219.0
268;Totaal;02 Creatieve en taalkundige beroepen;2019 3e kwartaal;222.0
269;Totaal;02 Creatieve en taalkundige beroepen;2019 4e kwartaal;206.0
270;Totaal;02 Creatieve en taalkundige beroepen;2019;213.0
271;Totaal;02 Creatieve en taalkundige beroepen;2020 1e kwartaal;223.0
272;Totaal;02 Creatieve en taalkundige beroepen;2020 2e kwartaal;222.0
273;Totaal;02 Creatieve en taalkundige beroepen;2020 3e kwartaal;220.0
274;Totaal;02 Creatieve en taalkundige beroepen;2020 4e kwartaal;216.0
275;Totaal;02 Creatieve en taalkundige beroepen;2020;214.0
276;Totaal;02 Creatieve en taalkundige beroepen;2021 1e kwartaal;
277;Totaal;02 Creatieve en taalkundige beroepen;2021 2e kwartaal;216.0
278;Totaal;02 Creatieve en taalkundige beroepen;2021 3e kwartaal;244.0
279;Totaal;02 Creatieve en taalkundige beroepen;2021 4e kwartaal;243.0
280;Totaal;02 Creatieve en taalkundige beroepen;2022 1e kwartaal;266.0
281;Totaal;02 Creatieve en taalkundige beroepen;2022 2e kwartaal;267.0
282;Totaal;03 Commerciële beroepen;2003 2e kwartaal;722.0
283;Totaal;03 Commerciële beroepen;2003 3e kwartaal;737.0
284;Totaal;03 Commerciële beroepen;2003 4e kwartaal;741.0
285;Totaal;03 Commerciële beroepen;2004 1e kwartaal;768.0
286;Totaal;03 Commerciële beroepen;2004 2e kwartaal;773.0
287;Totaal;03 Commerciële beroepen;2004 3e kwartaal;767.0
288;Totaal;03 Commerciële beroepen;2004 4e kwartaal;786.0
289;Totaal;03 Commerciële beroepen;2004;732.0
290;Totaal;03 Commerciële beroepen;2005 1e kwartaal;777.0
291;Totaal;03 Commerciële beroepen;2005 2e kwartaal;765.0
292;Totaal;03 Commerciële beroepen;2005 3e kwartaal;771.0
293;Totaal;03 Commerciële beroepen;2005 4e kwartaal;760.0
294;Totaal;03 Commerciële beroepen;2005;751.0
295;Totaal;03 Commerciële beroepen;2006 1e kwartaal;774.0
296;Totaal;03 Commerciële beroepen;2006 2e kwartaal;784.0
297;Totaal;03 Commerciële beroepen;2006 3e kwartaal;780.0
298;Totaal;03 Commerciële beroepen;2006 4e kwartaal;772.0
299;Totaal;03 Commerciële beroepen;2006;755.0
300;Totaal;03 Commerciële beroepen;2007 1e kwartaal;779.0
301;Totaal;03 Commerciële beroepen;2007 2e kwartaal;777.0
302;Totaal;03 Commerciële beroepen;2007 3e kwartaal;765.0
303;Totaal;03 Commerciële beroepen;2007 4e kwartaal;769.0
304;Totaal;03 Commerciële beroepen;2007;761.0
305;Totaal;03 Commerciële beroepen;2008 1e kwartaal;749.0
306;Totaal;03 Commerciële beroepen;2008 2e kwartaal;766.0
307;Totaal;03 Commerciële beroepen;2008 3e kwartaal;773.0
308;Totaal;03 Commerciële beroepen;2008 4e kwartaal;786.0
309;Totaal;03 Commerciële beroepen;2008;738.0
310;Totaal;03 Commerciële beroepen;2009 1e kwartaal;792.0
311;Totaal;03 Commerciële beroepen;2009 2e kwartaal;796.0
312;Totaal;03 Commerciële beroepen;2009 3e kwartaal;778.0
313;Totaal;03 Commerciële beroepen;2009 4e kwartaal;805.0
314;Totaal;03 Commerciële beroepen;2009;765.0
315;Totaal;03 Commerciële beroepen;2010 1e kwartaal;795.0
316;Totaal;03 Commerciële beroepen;2010 2e kwartaal;783.0
317;Totaal;03 Commerciële beroepen;2010 3e kwartaal;769.0
318;Totaal;03 Commerciële beroepen;2010 4e kwartaal;772.0
319;Totaal;03 Commerciële beroepen;2010;778.0
320;Totaal;03 Commerciële beroepen;2011 1e kwartaal;774.0
321;Totaal;03 Commerciële beroepen;2011 2e kwartaal;772.0
322;Totaal;03 Commerciële beroepen;2011 3e kwartaal;772.0
323;Totaal;03 Commerciële beroepen;2011 4e kwartaal;788.0
324;Totaal;03 Commerciële beroepen;2011;746.0
325;Totaal;03 Commerciële beroepen;2012 1e kwartaal;793.0
326;Totaal;03 Commerciële beroepen;2012 2e kwartaal;800.0
327;Totaal;03 Commerciële beroepen;2012 3e kwartaal;790.0
328;Totaal;03 Commerciële beroepen;2012 4e kwartaal;796.0
329;Totaal;03 Commerciële beroepen;2012;747.0
330;Totaal;03 Commerciële beroepen;2013 1e kwartaal;880.0
331;Totaal;03 Commerciële beroepen;2013 2e kwartaal;894.0
332;Totaal;03 Commerciële beroepen;2013 3e kwartaal;899.0
333;Totaal;03 Commerciële beroepen;2013 4e kwartaal;897.0
334;Totaal;03 Commerciële beroepen;2013;840.0
335;Totaal;03 Commerciële beroepen;2014 1e kwartaal;921.0
336;Totaal;03 Commerciële beroepen;2014 2e kwartaal;897.0
337;Totaal;03 Commerciële beroepen;2014 3e kwartaal;894.0
338;Totaal;03 Commerciële beroepen;2014 4e kwartaal;901.0
339;Totaal;03 Commerciële beroepen;2014;859.0
340;Totaal;03 Commerciële beroepen;2015 1e kwartaal;893.0
341;Totaal;03 Commerciële beroepen;2015 2e kwartaal;910.0
342;Totaal;03 Commerciële beroepen;2015 3e kwartaal;921.0
343;Totaal;03 Commerciële beroepen;2015 4e kwartaal;928.0
344;Totaal;03 Commerciële beroepen;2015;855.0
345;Totaal;03 Commerciële beroepen;2016 1e kwartaal;934.0
346;Totaal;03 Commerciële beroepen;2016 2e kwartaal;921.0
347;Totaal;03 Commerciële beroepen;2016 3e kwartaal;887.0
348;Totaal;03 Commerciële beroepen;2016 4e kwartaal;913.0
349;Totaal;03 Commerciële beroepen;2016;884.0
350;Totaal;03 Commerciële beroepen;2017 1e kwartaal;901.0
351;Totaal;03 Commerciële beroepen;2017 2e kwartaal;914.0
352;Totaal;03 Commerciële beroepen;2017 3e kwartaal;959.0
353;Totaal;03 Commerciële beroepen;2017 4e kwartaal;932.0
354;Totaal;03 Commerciële beroepen;2017;865.0
355;Totaal;03 Commerciële beroepen;2018 1e kwartaal;918.0
356;Totaal;03 Commerciële beroepen;2018 2e kwartaal;914.0
357;Totaal;03 Commerciële beroepen;2018 3e kwartaal;933.0
358;Totaal;03 Commerciële beroepen;2018 4e kwartaal;958.0
359;Totaal;03 Commerciële beroepen;2018;913.0
360;Totaal;03 Commerciële beroepen;2019 1e kwartaal;981.0
361;Totaal;03 Commerciële beroepen;2019 2e kwartaal;941.0
362;Totaal;03 Commerciële beroepen;2019 3e kwartaal;944.0
363;Totaal;03 Commerciële beroepen;2019 4e kwartaal;937.0
364;Totaal;03 Commerciële beroepen;2019;920.0
365;Totaal;03 Commerciële beroepen;2020 1e kwartaal;934.0
366;Totaal;03 Commerciële beroepen;2020 2e kwartaal;916.0
367;Totaal;03 Commerciële beroepen;2020 3e kwartaal;896.0
368;Totaal;03 Commerciële beroepen;2020 4e kwartaal;918.0
369;Totaal;03 Commerciële beroepen;2020;897.0
370;Totaal;03 Commerciële beroepen;2021 1e kwartaal;
371;Totaal;03 Commerciële beroepen;2021 2e kwartaal;979.0
372;Totaal;03 Commerciële beroepen;2021 3e kwartaal;1009.0
373;Totaal;03 Commerciële beroepen;2021 4e kwartaal;985.0
374;Totaal;03 Commerciële beroepen;2022 1e kwartaal;997.0
375;Totaal;03 Commerciële beroepen;2022 2e kwartaal;1011.0
376;Totaal;04 Bedrijfseconomische en administrat...;2003 2e kwartaal;1402.0
377;Totaal;04 Bedrijfseconomische en administrat...;2003 3e kwartaal;1406.0
378;Totaal;04 Bedrijfseconomische en administrat...;2003 4e kwartaal;1406.0
379;Totaal;04 Bedrijfseconomische en administrat...;2004 1e kwartaal;1428.0
380;Totaal;04 Bedrijfseconomische en administrat...;2004 2e kwartaal;1452.0
381;Totaal;04 Bedrijfseconomische en administrat...;2004 3e kwartaal;1457.0
382;Totaal;04 Bedrijfseconomische en administrat...;2004 4e kwartaal;1476.0
383;Totaal;04 Bedrijfseconomische en administrat...;2004;1363.0
384;Totaal;04 Bedrijfseconomische en administrat...;2005 1e kwartaal;1511.0
385;Totaal;04 Bedrijfseconomische en administrat...;2005 2e kwartaal;1489.0
386;Totaal;04 Bedrijfseconomische en administrat...;2005 3e kwartaal;1495.0
387;Totaal;04 Bedrijfseconomische en administrat...;2005 4e kwartaal;1487.0
388;Totaal;04 Bedrijfseconomische en administrat...;2005;1441.0
389;Totaal;04 Bedrijfseconomische en administrat...;2006 1e kwartaal;1471.0
390;Totaal;04 Bedrijfseconomische en administrat...;2006 2e kwartaal;1462.0
391;Totaal;04 Bedrijfseconomische en administrat...;2006 3e kwartaal;1458.0
392;Totaal;04 Bedrijfseconomische en administrat...;2006 4e kwartaal;1485.0
393;Totaal;04 Bedrijfseconomische en administrat...;2006;1425.0
394;Totaal;04 Bedrijfseconomische en administrat...;2007 1e kwartaal;1488.0
395;Totaal;04 Bedrijfseconomische en administrat...;2007 2e kwartaal;1498.0
396;Totaal;04 Bedrijfseconomische en administrat...;2007 3e kwartaal;1515.0
397;Totaal;04 Bedrijfseconomische en administrat...;2007 4e kwartaal;1521.0
398;Totaal;04 Bedrijfseconomische en administrat...;2007;1448.0
399;Totaal;04 Bedrijfseconomische en administrat...;2008 1e kwartaal;1555.0
400;Totaal;04 Bedrijfseconomische en administrat...;2008 2e kwartaal;1575.0
401;Totaal;04 Bedrijfseconomische en administrat...;2008 3e kwartaal;1567.0
402;Totaal;04 Bedrijfseconomische en administrat...;2008 4e kwartaal;1569.0
403;Totaal;04 Bedrijfseconomische en administrat...;2008;1518.0
404;Totaal;04 Bedrijfseconomische en administrat...;2009 1e kwartaal;1600.0
405;Totaal;04 Bedrijfseconomische en administrat...;2009 2e kwartaal;1576.0
406;Totaal;04 Bedrijfseconomische en administrat...;2009 3e kwartaal;1558.0
407;Totaal;04 Bedrijfseconomische en administrat...;2009 4e kwartaal;1539.0
408;Totaal;04 Bedrijfseconomische en administrat...;2009;1542.0
409;Totaal;04 Bedrijfseconomische en administrat...;2010 1e kwartaal;1506.0
410;Totaal;04 Bedrijfseconomische en administrat...;2010 2e kwartaal;1523.0
411;Totaal;04 Bedrijfseconomische en administrat...;2010 3e kwartaal;1526.0
412;Totaal;04 Bedrijfseconomische en administrat...;2010 4e kwartaal;1511.0
413;Totaal;04 Bedrijfseconomische en administrat...;2010;1490.0
414;Totaal;04 Bedrijfseconomische en administrat...;2011 1e kwartaal;1496.0
