ID;RegioS;BevolkingUltimo2002_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
56;Flevoland (CR);351.7;219.3;62.3;11.9;32;18.4;15
57;Groningen (GA);196.2;134.8;68.7;12.6;16;17.3;18
58;Leeuwarden (GA);91.3;62.1;68.0;12.1;20;16.9;20
59;Zwolle (GA);110.0;75.6;68.9;12.9;11;18.0;15
60;Enschede (GA);152.3;99.5;65.4;11.4;21;16.5;22
61;Apeldoorn (GA);155.7;106.4;68.4;13.1;10;18.5;11
62;Arnhem (GA);143.1;92.4;64.6;12.7;14;18.1;14
63;Nijmegen (GA);156.2;106.4;68.1;12.5;17;17.5;16
64;Amersfoort (GA);160.2;107.3;66.9;13.8;3;20.1;2
65;Utrecht (GA);400.6;275.2;68.8;13.6;6;19.0;6
66;Amsterdam (GA);1013.1;683.8;67.6;13.8;4;19.6;5
67;Haarlem (GA);189.9;132.4;69.9;14.8;1;20.5;1
68;Leiden (GA);253.1;168.0;66.4;13.8;5;20.0;3
69;'s-Gravenhage (GA);627.6;421.0;67.1;13.9;2;20.0;4
70;Rotterdam (GA);1008.4;667.8;66.2;12.6;15;18.3;12
71;Dordrecht (GA);246.2;162.4;66.1;12.7;13;18.7;9
72;Breda (GA);164.4;112.6;68.4;13.4;8;18.8;8
73;Tilburg (GA);220.4;151.6;68.8;12.5;18;17.5;17
74;'s-Hertogenbosch (GA);157.8;109.0;69.1;13.5;7;19.0;7
75;Eindhoven (GA);308.2;210.7;68.4;13.2;9;18.6;10
76;Geleen/Sittard (GA);141.5;95.8;67.8;12.7;12;18.1;13
77;Heerlen (GA);214.3;144.8;67.6;12.2;19;16.6;21
78;Maastricht (GA);122.0;84.2;69.2;12.5;22;17.2;19
79;Groningen (SG);340.3;228.7;67.2;12.5;19;17.8;17
80;Leeuwarden (SG);158.3;105.3;66.6;12.0;21;17.2;20
81;Zwolle (SG);166.2;112.3;67.7;12.7;15;18.1;14
82;Enschede (SG);307.9;204.3;66.4;11.9;22;17.1;21
83;Apeldoorn (SG);212.6;144.8;68.2;12.9;10;18.3;13
84;Arnhem (SG);350.6;231.8;66.2;12.8;11;18.4;12
85;Nijmegen (SG);273.9;184.6;67.4;12.6;17;17.9;16
86;Amersfoort (SG);262.0;174.6;66.6;13.6;6;19.8;3
87;Utrecht (SG);558.0;380.7;68.4;13.9;2;19.7;5
88;Amsterdam (SG);1427.8;956.0;67.0;13.7;5;19.6;6
89;Haarlem (SG);405.1;280.3;69.3;14.2;1;20.0;2
90;Leiden (SG);330.6;219.9;66.6;13.8;3;20.0;1
91;'s-Gravenhage (SG);883.9;590.9;66.9;13.8;4;19.8;4
92;Rotterdam (SG);1192.9;790.3;66.3;12.8;12;18.5;11
93;Dordrecht (SG);286.7;188.1;65.7;12.7;14;18.8;9
94;Breda (SG);304.0;206.8;68.0;13.1;9;18.7;10
95;Tilburg (SG);285.8;195.8;68.5;12.6;18;17.7;18
96;'s-Hertogenbosch (SG);185.7;127.7;68.7;13.4;7;18.9;7
97;Eindhoven (SG);391.1;265.7;68.0;13.3;8;18.8;8
98;Geleen/Sittard (SG);155.1;104.9;67.7;12.8;13;18.1;15
99;Heerlen (SG);263.6;177.8;67.5;12.3;20;16.9;22
100;Maastricht (SG);185.4;127.2;68.7;12.7;16;17.7;19
101;Appingedam;12.5;8.5;67.9;12.1;350;17.2;414
102;Bedum;10.9;7.1;65.0;11.7;419;17.6;365
103;Bellingwedde;9.7;6.5;66.7;11.4;458;16.5;474
104;Ten Boer;7.4;4.6;62.4;11.4;455;17.7;346
105;Delfzijl;29.0;19.0;65.7;11.6;434;17.1;432
106;Groningen (gemeente);177.2;121.8;68.8;12.2;336;16.7;463
107;Grootegast;12.3;7.5;61.3;10.6;486;16.6;467
108;Haren;19.0;12.9;68.1;15.8;16;22.8;15
109;Hoogezand-Sappemeer;33.6;22.6;67.3;11.5;440;16.6;471
110;Leek;19.3;12.5;64.5;11.7;415;17.6;366
111;Loppersum;11.2;7.1;64.1;11.5;439;17.5;371
112;Marum;10.3;6.5;63.2;11.4;453;17.4;386
113;Almere;165.1;103.0;62.4;12.3;323;18.9;164
114;Stadskanaal;33.7;22.7;67.4;11.2;468;16.1;486
115;Scheemda;14.4;9.3;65.0;11.5;449;16.9;439
116;Slochteren;15.1;9.8;65.0;12.1;358;18.2;272
117;Veendam;28.4;19.0;67.0;11.7;416;16.9;441
118;Vlagtwedde;16.7;11.3;68.1;10.9;479;15.5;488
119;Zeewolde;19.4;11.5;59.1;11.8;403;19.4;123
120;SkarsterlÔn;27.3;17.6;64.6;11.8;404;17.7;353
121;Winschoten;18.5;12.6;68.4;11.6;426;16.4;481
122;Winsum;14.2;9.1;64.2;11.9;393;18.1;299
123;Boarnsterhim;19.0;12.4;65.7;12.1;356;17.7;348
124;Zuidhorn;18.1;11.0;61.0;11.7;413;18.5;220
125;Dongeradeel;25.0;15.8;63.4;10.8;484;16.4;480
126;Achtkarspelen;28.1;17.8;63.4;10.8;482;16.4;482
127;Ameland;3.6;2.3;64.8;11.8;401;17.3;409
128;het Bildt;10.5;6.8;64.3;11.2;470;16.6;468
129;Bolsward;9.4;6.2;65.7;11.6;433;17.0;433
130;Dantumadeel;19.7;12.2;61.9;10.5;488;16.4;478
131;Franekeradeel;21.0;13.5;64.7;11.3;463;16.8;450
132;Harlingen;15.6;10.3;66.4;12.0;378;17.5;378
133;Heerenveen;42.2;28.7;68.0;12.4;292;17.7;345
134;Kollumerland en Nieuwkruisland;13.4;8.5;63.3;11.0;478;16.7;458
135;Leeuwarden;91.3;62.1;68.0;12.1;366;16.9;446
136;Leeuwarderadeel;10.6;6.8;63.7;11.9;395;18.2;263
137;Lemsterland;13.2;8.6;64.8;12.0;379;17.8;332
138;Menaldumadeel;14.1;9.1;64.7;11.9;397;17.9;327
139;Ooststellingwerf;26.8;17.6;65.7;11.4;456;16.7;456
140;Opsterland;29.0;19.0;65.6;11.6;432;17.2;420
141;Schiermonnikoog;1.0;0.7;70.7;14.3;53;19.5;113
142;Smallingerland;53.7;35.3;65.6;11.7;410;17.2;412
143;Sneek;32.9;21.9;66.6;12.0;388;17.3;401
144;Terschelling;4.7;3.1;66.8;12.9;199;18.1;293
145;Vlieland;1.2;0.8;63.5;12.3;325;18.5;223
146;Weststellingwerf;25.8;17.4;67.3;11.6;431;16.7;464
147;Nijefurd;10.9;7.1;65.3;11.4;452;16.7;459
148;Assen;61.6;41.0;66.6;12.3;330;17.8;329
149;Coevorden;36.0;24.1;67.0;11.6;429;16.7;457
150;Emmen;108.2;73.2;67.7;11.4;450;16.2;485
151;Hoogeveen;53.3;35.3;66.2;11.6;438;16.8;448
152;Meppel;30.6;20.7;67.8;12.4;287;17.8;341
153;Littenseradiel;10.8;6.9;63.7;11.9;396;18.0;305
154;Almelo;71.7;47.3;66.3;11.6;437;16.8;449
155;Bathmen;5.3;3.7;69.1;13.8;78;19.7;101
156;Borne;20.7;13.4;65.4;12.6;243;18.8;175
157;Dalfsen;26.3;17.1;65.0;12.0;367;18.0;318
158;Deventer;87.5;58.5;66.8;12.1;355;17.5;376
159;Enschede;152.3;99.5;65.4;11.4;460;16.5;473
160;Haaksbergen;24.1;16.1;66.9;12.2;347;17.5;373
161;Hardenberg;57.7;36.6;63.4;11.1;475;16.9;438
162;Hellendoorn;36.1;23.8;65.8;11.8;405;17.4;396
163;Hengelo (O.);81.0;54.9;67.9;12.5;277;17.8;337
164;Kampen;48.9;31.1;63.7;11.1;471;16.9;443
165;Losser;22.6;15.1;66.7;11.7;424;16.7;462
166;Noordoostpolder;44.7;28.6;63.8;11.6;436;17.5;385
167;Oldenzaal;31.4;21.3;67.8;12.4;284;17.7;351
168;Ommen;17.0;11.2;66.0;11.7;412;17.3;411
169;Raalte;37.0;24.3;66.0;11.7;421;17.2;415
170;Rijssen;35.9;22.0;61.4;11.5;448;18.1;291
171;Staphorst;15.6;8.9;57.3;10.5;487;17.8;333
172;Tubbergen;20.3;13.0;64.4;11.3;462;17.1;421
173;Urk;16.7;8.5;50.9;9.0;489;17.1;428
174;Wierden;23.4;14.9;63.3;12.0;374;18.4;246
175;Zwolle;110.0;75.6;68.9;12.9;190;18.0;304
176;Rijnwaarden;11.2;7.3;65.3;11.5;445;16.7;460
177;Aalten;18.9;12.4;66.0;11.5;444;16.7;465
178;Angerlo;5.0;3.3;65.8;12.4;294;18.2;275
179;Apeldoorn;155.7;106.4;68.4;13.1;153;18.5;221
180;Arnhem;141.5;91.4;64.6;12.6;249;18.0;317
181;Barneveld;49.4;29.8;60.4;11.5;446;18.5;229
182;Bergh;18.4;12.1;65.8;12.0;387;17.1;427
183;Beuningen;25.4;16.6;65.4;12.7;240;18.8;185
184;Borculo;10.4;7.0;67.8;11.7;423;16.7;461
185;Brummen;21.6;14.4;66.8;12.9;194;18.7;188
186;Buren;25.7;16.7;64.9;12.9;187;19.3;129
187;Culemborg;26.4;17.2;65.4;13.0;162;19.3;128
188;Didam;16.8;11.2;66.7;12.2;341;17.7;347
189;Dinxperlo;8.6;5.5;63.8;12.2;335;17.3;410
190;Doesburg;11.4;7.5;66.1;12.0;383;17.4;387
191;Doetinchem;49.1;33.1;67.4;12.3;308;17.7;355
192;Druten;17.6;11.7;66.7;12.4;291;18.0;306
193;Duiven;26.2;16.8;64.5;12.0;368;18.1;279
194;Ede;104.8;67.8;64.7;12.4;286;18.6;204
195;Eibergen;16.8;11.1;66.4;11.3;464;16.4;477
196;Elburg;21.7;13.5;62.4;11.6;428;18.1;297
197;Epe;33.2;22.4;67.4;12.5;276;18.0;313
198;Ermelo;26.8;17.9;66.9;12.8;215;18.6;214
199;Geldermalsen;25.6;16.5;64.5;12.9;173;19.5;118
200;Gendringen;21.0;13.5;64.6;11.3;461;16.6;466
201;Gorssel;13.4;9.2;68.6;14.2;57;20.2;70
202;Groenlo;9.6;6.7;70.0;12.4;305;17.1;424
203;Groesbeek;18.9;12.8;68.8;12.4;293;17.4;391
204;Harderwijk;40.6;26.6;65.4;12.4;303;18.3;256
205;Hattem;11.7;7.6;65.3;12.9;181;19.3;134
206;Heerde;18.3;12.0;65.6;12.3;306;18.3;259
207;Hengelo (Gld.);8.5;5.8;68.3;12.2;340;17.3;403
208;Heumen;16.6;10.8;64.9;13.2;129;19.8;97
209;Hummelo en Keppel;4.5;3.1;68.9;13.6;86;19.3;133
210;Kesteren;22.3;13.2;59.5;11.4;457;18.5;226
211;Lichtenvoorde;19.4;12.6;65.2;11.8;407;17.3;407
212;Lochem;19.4;13.4;69.2;13.1;138;18.4;244
213;Maasdriel;23.5;15.5;66.0;12.6;257;18.5;230
214;Millingen aan de Rijn;5.9;3.9;66.3;12.0;371;17.4;394
215;Neede;11.1;7.6;68.8;11.9;391;16.9;445
216;Nijkerk;37.6;24.7;65.7;12.8;213;19.0;161
217;Nijmegen;156.2;106.4;68.1;12.5;267;17.5;381
218;Oldebroek;22.9;14.2;62.0;11.3;467;17.7;357
219;Putten;23.2;14.7;63.7;12.4;297;18.9;163
220;Renkum;32.1;22.1;68.9;14.5;40;20.4;62
221;Rheden;45.0;31.6;70.8;13.6;89;18.7;189
222;Rozendaal;1.5;1.0;68.5;17.6;4;25.3;7
223;Ruurlo;8.6;5.8;67.7;12.2;344;17.5;384
224;Scherpenzeel;9.0;5.8;64.4;12.3;310;18.8;184
225;Steenderen;5.1;3.4;66.3;11.4;459;16.6;470
226;Tiel;40.5;26.4;65.0;12.2;346;18.0;307
227;Ubbergen;9.3;6.4;69.2;13.3;117;18.7;193
228;Voorst;23.6;16.1;68.2;12.3;318;17.6;363
229;Vorden;8.5;5.8;68.6;12.3;313;17.6;367
230;Wageningen;34.8;21.7;62.5;12.3;327;18.4;237
231;Warnsveld;9.0;6.0;66.8;13.0;170;19.0;160
232;Wehl;6.8;4.4;65.6;11.3;465;16.4;475
233;Westervoort;16.2;10.5;65.3;11.9;394;17.6;360
234;Winterswijk;29.0;19.3;67.0;11.7;422;16.6;472
235;Wisch;19.6;13.1;67.1;12.0;381;17.1;425
236;Wijchen;39.6;26.2;66.0;12.5;273;18.2;268
237;Zaltbommel;26.0;16.5;63.3;12.1;353;18.5;219
238;Zelhem;11.2;7.5;66.6;11.9;392;17.4;388
239;Zevenaar;26.0;17.9;69.0;12.8;210;17.9;324
240;Zutphen;36.9;25.0;67.8;12.2;342;17.4;390
241;Nunspeet;26.5;16.4;62.2;11.7;420;18.2;264
242;Dronten;37.1;22.6;61.0;11.7;417;18.4;236
243;Neerijnen;11.4;7.2;63.8;12.4;283;18.9;162
244;Abcoude;8.6;5.5;64.3;16.7;10;25.5;6
245;Amerongen;7.2;4.7;65.4;13.5;95;20.2;73
246;Amersfoort;131.2;87.9;66.9;13.6;85;19.8;96
247;Baarn;24.4;17.0;69.6;14.8;30;20.7;50
248;De Bilt;42.3;28.7;68.1;15.8;17;22.7;16
249;Breukelen;14.4;9.4;64.7;13.9;67;20.8;45
250;Bunnik;14.1;9.5;67.4;14.8;29;21.5;26
251;Bunschoten;19.4;12.3;63.4;11.8;402;18.1;294
252;Doorn;10.2;7.2;71.0;16.0;15;22.1;21
253;Driebergen-Rijsenburg;18.6;12.6;67.8;15.3;23;22.1;22
254;Eemnes;8.6;5.5;63.9;13.6;87;20.8;46
255;Houten;41.3;26.2;63.5;13.3;118;20.5;61
256;Leersum;7.5;4.9;65.6;13.9;68;20.5;58
257;Leusden;29.0;19.4;66.9;14.7;35;21.3;34
258;Loenen;8.3;5.6;67.0;15.3;22;22.3;20
259;Lopik;13.7;8.6;62.6;12.6;260;19.5;119
260;Maarn;5.8;3.9;67.7;16.7;8;24.2;10
261;Maarssen;40.0;26.7;68.1;14.3;52;20.4;66
262;Montfoort;13.3;8.5;63.9;13.4;103;20.4;65
263;Renswoude;4.2;2.6;61.9;11.6;425;18.2;265
264;Rhenen;17.7;11.6;65.6;12.6;242;18.8;181
265;Soest;44.8;30.2;67.5;14.2;54;20.5;60
266;Utrecht (gemeente);265.2;182.9;68.9;13.5;99;18.7;200
267;Veenendaal;61.0;38.9;63.8;12.2;338;18.6;218
268;Woudenberg;11.2;7.1;64.3;12.8;205;19.3;125
269;Wijk bij Duurstede;23.3;15.1;64.7;13.1;146;19.6;110
270;IJsselstein;33.3;22.0;66.1;13.6;88;20.1;79
271;Zeist;59.8;41.1;69.1;15.0;27;21.0;38
272;Nieuwegein;62.1;43.5;70.2;13.8;74;19.2;140
273;Aalsmeer;22.8;15.9;69.7;14.3;48;20.0;86
274;Alkmaar;93.4;63.9;68.5;12.8;201;18.1;283
275;Amstelveen;78.1;53.4;68.4;16.5;11;23.4;12
276;Amsterdam;736.6;493.9;67.1;13.7;83;19.4;124
277;Andijk;6.4;4.2;65.2;12.2;345;18.0;314
278;Graft-De Rijp;6.3;4.1;64.3;12.8;206;19.4;120
279;Anna Paulowna;13.9;9.0;64.4;11.7;411;17.5;370
280;Beemster;8.5;5.8;67.9;14.1;60;20.2;71
281;Bennebroek;5.3;3.7;70.1;17.2;7;24.0;11
282;Bergen (NH.);31.7;22.0;69.1;14.5;42;20.4;64
283;Beverwijk;36.4;25.8;71.0;13.3;126;18.2;260
284;Blaricum;9.3;6.1;65.6;17.8;3;26.9;3
285;Bloemendaal;17.0;10.9;64.5;19.2;1;29.0;1
286;Bussum;31.3;21.5;68.7;16.3;13;23.1;14
287;Castricum;35.3;23.9;67.7;14.3;49;20.6;54
288;Diemen;24.0;16.2;67.5;14.5;39;20.8;44
289;Edam-Volendam;28.1;18.8;67.1;13.4;112;19.5;115
290;Enkhuizen;17.1;11.5;67.4;12.5;279;17.8;338
291;Haarlem;147.1;103.7;70.7;13.8;76;18.9;171
292;Haarlemmerliede en Spaarnwoude;5.5;3.7;66.4;14.6;38;21.4;28
293;Haarlemmermeer;122.9;82.5;67.3;14.0;66;20.2;74
294;Harenkarspel;15.8;10.5;66.5;12.7;225;18.6;215
295;Heemskerk;36.4;24.9;68.3;13.1;144;18.6;205
296;Heemstede;25.8;17.7;68.9;17.4;5;24.7;9
297;Heerhugowaard;46.9;31.1;66.4;12.7;229;18.5;227
298;Heiloo;22.0;14.9;67.5;14.6;37;21.2;36
299;Den Helder;60.0;40.5;67.7;12.3;314;17.6;364
300;Hilversum;83.3;58.5;70.2;14.8;28;20.5;57
301;Hoorn;67.5;45.3;67.1;13.0;164;18.6;207
302;Huizen;42.1;27.9;66.2;14.1;62;20.7;52
303;Niedorp;11.6;7.6;65.7;12.9;186;18.9;169
304;Landsmeer;10.4;7.1;69.1;14.5;41;20.5;59
305;Langedijk;25.0;16.4;65.7;12.9;192;19.0;157
306;Laren (NH.);11.7;7.4;63.2;16.7;9;25.8;5
307;Medemblik;7.9;5.4;68.4;12.8;216;18.1;298
308;Muiden;6.6;4.5;67.2;15.5;19;22.5;18
309;Naarden;16.9;10.9;64.5;17.3;6;26.3;4
310;Obdam;6.6;4.5;68.4;12.8;204;18.4;250
311;Oostzaan;9.1;6.3;69.1;14.1;61;20.0;83
312;Opmeer;11.2;7.4;65.9;12.1;352;18.0;311
313;Ouder-Amstel;13.1;9.1;69.8;16.2;14;22.5;17
314;Purmerend;74.9;51.5;68.9;12.9;188;18.2;277
315;Schagen;17.5;12.1;69.5;13.1;139;18.3;258
316;Texel;13.8;9.1;65.5;11.6;435;16.8;447
317;Uitgeest;11.8;7.8;66.2;13.7;82;20.2;72
318;Uithoorn;26.7;18.2;68.3;15.0;26;21.3;33
319;Velsen;67.5;46.2;68.8;13.5;98;19.2;144
320;Venhuizen;7.9;5.0;63.1;12.9;196;19.6;109
321;Weesp;17.9;12.7;71.1;14.4;43;19.7;99
322;Schermer;4.8;3.2;66.0;12.8;217;18.8;177
323;Wervershoof;8.5;5.5;65.3;11.8;408;17.5;377
324;Wieringen;8.4;5.7;67.9;13.0;163;18.6;212
325;Wieringermeer;12.6;8.3;65.9;11.8;399;17.5;379
326;Wognum;8.1;5.3;64.9;12.4;296;18.5;233
327;Zandvoort;16.9;11.9;70.8;14.8;32;20.3;69
328;Zijpe;11.3;7.5;66.6;12.2;339;17.7;358
329;Zeevang;6.3;4.2;66.8;13.9;72;20.3;68
330;Zaanstad;139.5;96.4;69.2;13.1;152;18.3;257
331;Ter Aar;9.1;5.9;64.6;12.6;248;19.1;153
332;Alblasserdam;18.4;11.7;63.6;12.1;360;18.5;231
333;Alkemade;14.4;9.6;66.8;13.1;147;19.1;149
334;Alphen aan den Rijn;70.7;47.5;67.2;13.6;90;19.6;107
335;Barendrecht;35.9;23.3;64.9;13.8;77;20.7;49
336;Bergambacht;9.2;5.9;63.7;12.9;183;19.6;103
337;Bergschenhoek;15.2;9.5;62.3;14.2;55;22.3;19
338;Berkel en Rodenrijs;17.2;11.2;65.4;13.8;73;20.7;51
339;Bleiswijk;10.3;6.5;62.4;13.3;115;20.8;48
340;Bodegraven;19.6;12.5;64.2;13.0;159;19.8;95
341;Drechterland;10.2;6.7;65.9;12.8;202;19.1;150
342;Boskoop;15.2;9.9;64.9;13.2;128;19.8;93
343;Brielle;16.0;10.6;66.5;14.1;64;20.6;55
344;Capelle aan den IJssel;65.3;44.4;68.0;13.8;75;19.7;98
345;Delft;96.6;64.1;66.4;12.8;203;18.4;247
346;Dirksland;8.3;5.2;63.5;12.6;247;19.3;126
347;Dordrecht;120.0;78.9;65.9;12.5;269;18.3;252
348;Goedereede;11.5;7.3;63.8;12.6;251;19.2;137
349;Gorinchem;34.5;23.3;67.6;12.9;182;18.5;235
350;Gouda;71.6;47.8;66.5;13.2;136;19.1;145
351;'s-Gravendeel;8.9;6.1;68.3;13.1;151;18.7;196
352;'s-Gravenhage (gemeente);463.8;307.3;66.3;13.4;113;19.3;131
353;'s-Gravenzande;19.5;13.1;66.9;13.1;141;19.0;159
354;Hardinxveld-Giessendam;17.8;11.1;62.1;12.1;364;18.9;166
355;Noorder-Koggenland;10.5;7.0;66.4;13.3;123;19.5;117
356;Hellevoetsluis;39.7;25.8;65.1;13.0;165;19.3;132
357;Hendrik-Ido-Ambacht;22.1;13.9;62.9;12.9;175;20.1;80
358;Stede Broec;21.2;14.0;66.3;12.2;348;17.8;335
359;Hillegom;20.7;14.5;70.3;13.5;94;18.7;186
360;Katwijk;41.5;26.8;64.6;12.0;373;18.0;312
361;Krimpen aan den IJssel;29.1;18.9;65.5;13.4;102;20.0;81
362;Leerdam;21.1;13.5;64.1;12.0;382;18.1;280
363;Leiden;117.7;79.5;67.6;13.5;96;19.1;147
364;Leiderdorp;26.4;17.9;67.9;14.7;34;21.1;37
365;De Lier;11.4;7.5;65.8;13.0;168;19.0;158
366;Lisse;22.0;15.0;68.4;13.4;108;19.1;151
367;Maasland;6.8;4.5;65.6;14.3;47;21.4;29
368;Maassluis;32.9;22.5;68.2;13.2;137;18.7;194
369;Wester-Koggenland;13.8;9.1;65.8;12.6;253;18.6;208
370;Middelharnis;17.3;11.6;66.6;12.3;312;18.1;284
371;Monster;20.4;14.1;69.0;13.0;169;18.4;251
372;Moordrecht;8.1;5.1;63.8;12.3;309;18.8;179
373;Naaldwijk;28.8;19.8;68.6;13.2;133;18.7;203
374;Nieuwerkerk aan den IJssel;22.4;14.2;63.6;13.9;71;21.2;35
375;Bernisse;12.7;8.4;66.3;13.7;84;20.1;77
376;Nieuwkoop;11.1;7.3;66.0;13.4;106;19.6;108
377;Nieuw-Lekkerland;9.4;5.5;58.0;11.1;472;18.6;209
378;Noordwijk;24.5;16.9;69.2;14.1;59;19.9;92
379;Noordwijkerhout;15.1;9.9;65.9;13.2;132;19.4;122
380;Oegstgeest;21.2;13.6;64.4;16.4;12;24.8;8
381;Oostflakkee;10.2;6.8;66.3;12.3;322;18.0;303
382;Oud-Beijerland;23.2;15.2;65.9;13.2;130;19.6;102
383;Binnenmaas;19.2;12.9;67.1;14.3;50;20.8;47
384;Korendijk;10.9;7.0;64.4;13.1;155;19.8;94
385;Oudewater;9.8;6.4;65.8;13.5;100;20.0;85
386;Papendrecht;30.5;20.3;66.5;13.3;116;19.5;111
387;Reeuwijk;12.9;8.4;65.0;14.2;56;21.4;31
388;Ridderkerk;45.9;31.6;68.9;13.2;131;18.7;197
389;Rotterdam;599.7;394.2;65.7;12.2;332;17.8;342
390;Rozenburg;13.2;8.9;67.2;13.4;111;19.3;130
391;Rijnsburg;15.0;9.4;63.1;12.4;302;19.2;138
392;Rijswijk (ZH.);48.1;35.3;73.3;15.1;24;20.1;75
393;Sassenheim;14.8;10.1;68.4;14.1;63;20.1;78
394;Schiedam;75.8;50.4;66.5;12.6;245;18.2;261
395;Schipluiden;11.2;7.3;65.1;13.6;91;20.3;67
396;Schoonhoven;12.3;8.0;65.0;13.0;166;19.3;127
397;Sliedrecht;23.8;15.6;66.1;12.5;265;18.5;232
398;Cromstrijen;13.0;8.7;67.4;13.7;81;20.0;82
399;Spijkenisse;75.4;49.9;66.2;12.8;211;18.7;195
400;Albrandswaard;18.7;12.6;67.0;14.3;46;21.0;40
401;Westvoorne;14.2;9.6;67.9;15.0;25;21.7;25
