ID;RegioS;Perioden;TotaalGemeentelijkAfval_1;TotaalAfvalVanHuishoudens_2;HuishoudelijkRestafval_3;GrofHuishoudelijkRestafval_4;Verbouwingsrestafval_5;GFTAfval_6;OudPapierEnKarton_7;Verpakkingsglas_8;Textiel_9;KleinChemischAfvalKCA_10;MetalenVerpakkingenBlik_11;Drankenkartons_12;KunststofVerpakkingen_13;OverigeKunststoffen_14;Vloerbedekking_15;WitEnBruingoed_16;GrofTuinafval_17;BruikbaarHuisraad_18;Vlakglas_19;Metalen_20;Houtafval_21;SchoonPuin_22;AsbesthoudendAfval_23;Autobanden_24;SchoneGrond_25;BitumenhoudendeDakbedekking_26;OverigeAfvalcomponenten_27;TotaalAfvalVanHuishoudens_28;HuishoudelijkRestafval_29;GrofHuishoudelijkRestafval_30;Verbouwingsrestafval_31;GFTAfval_32;OudPapierEnKarton_33;Verpakkingsglas_34;Textiel_35;KleinChemischAfvalKCA_36;MetalenVerpakkingenBlik_37;Drankenkartons_38;KunststofVerpakkingen_39;OverigeKunststoffen_40;Vloerbedekking_41;WitEnBruingoed_42;GrofTuinafval_43;BruikbaarHuisraad_44;Vlakglas_45;Metalen_46;Houtafval_47;SchoonPuin_48;AsbesthoudendAfval_49;Autobanden_50;SchoneGrond_51;BitumenhoudendeDakbedekking_52;OverigeAfvalcomponenten_53;TotaalAfvalVanHuishoudens_54;HuishoudelijkRestafval_55;GrofHuishoudelijkRestafval_56;Verbouwingsrestafval_57;GFTAfval_58;OudPapierEnKarton_59;Verpakkingsglas_60;Textiel_61;KleinChemischAfvalKCA_62;MetalenVerpakkingenBlik_63;Drankenkartons_64;KunststofVerpakkingen_65;OverigeKunststoffen_66;Vloerbedekking_67;WitEnBruingoed_68;GrofTuinafval_69;BruikbaarHuisraad_70;Vlakglas_71;Metalen_72;Houtafval_73;SchoonPuin_74;AsbesthoudendAfval_75;Autobanden_76;SchoneGrond_77;BitumenhoudendeDakbedekking_78;OverigeAfvalcomponenten_79;TotaalReinigingsdienstenEnOverigAfv_80;Veegafval_81;RioolKolkenEnGemalenafval_82;Drijfafval_83;Groenafval_84;GemengdEvenementenafval_85;GemengdMarktafval_86;OverigReinigingsdienstenafval_87;KantoorWinkelEnDienstenafval_88;BouwEnSloopafval_89;KleinGevaarlijkAfval_90;TotaalGemeentelijkAfval_91;TotaalAfvalVanHuishoudens_92;HuishoudelijkRestafval_93;GrofHuishoudelijkRestafval_94;Verbouwingsrestafval_95;GFTAfval_96;OudPapierEnKarton_97;Verpakkingsglas_98;Textiel_99;KleinChemischAfvalKCA_100;MetalenVerpakkingenBlik_101;Drankenkartons_102;KunststofVerpakkingen_103;OverigeKunststoffen_104;Vloerbedekking_105;WitEnBruingoed_106;GrofTuinafval_107;BruikbaarHuisraad_108;Vlakglas_109;Metalen_110;Houtafval_111;SchoonPuin_112;AsbesthoudendAfval_113;Autobanden_114;SchoneGrond_115;BitumenhoudendeDakbedekking_116;OverigeAfvalcomponenten_117;TotaalReinigingsdienstenEnOverigAfv_118;Veegafval_119;RioolKolkenEnGemalenafval_120;Drijfafval_121;Groenafval_122;GemengdEvenementenafval_123;GemengdMarktafval_124;OverigReinigingsdienstenafval_125;KantoorWinkelEnDienstenafval_126;BouwEnSloopafval_127;KleinGevaarlijkAfval_128;FijnHuishoudelijkAfval_129;GrofHuishoudelijkAfval_130;DienstEigenGemeente_131;GemeenschappelijkeRegeling_132;Kringloopbedrijf_133;ParticuliereInzamelaar_134;OverigeInzamelaars_135;DienstEigenGemeente_136;GemeenschappelijkeRegeling_137;Kringloopbedrijf_138;ParticuliereInzamelaar_139;OverigeInzamelaars_140;TotaalHuishoudelijkAfval_141;FijnHuishoudelijkAfval_142;GrofHuishoudelijkAfval_143;Hergebruik_144;Composteren_145;ScheidenAchteraf_146;Verbranden_147;Storten_148;Hergebruik_149;Composteren_150;ScheidenAchteraf_151;Verbranden_152;Storten_153;Hergebruik_154;Composteren_155;ScheidenAchteraf_156;Verbranden_157;Storten_158;Hergebruik_159;Composteren_160;ScheidenAchteraf_161;Verbranden_162;Storten_163;Hergebruik_164;Composteren_165;ScheidenAchteraf_166;Verbranden_167;Storten_168;GemeentenInPopulatie_169;GemeentenInTelling_170;InwonersInPopulatie_171;InwonersInTelling_172
10;Totaal Nederland;2003;10151;8891;3900;707;107;1340;982;341;51;21;3;2.0;4;;9.0;61;377;28.0;8.0;77;283.0;444;17.0;3.0;111.0;7.0;7;6293;3870;264;4.0;1333;685;13;14;3;1;0.0;0;;1.0;17;51.0;21.0;0.0;10;6.0;1.0;0.0;0.0;0.0;0.0;0;2598;30.0;444;103;7.0;298;329;37;18;2;2.0;4;;8.0;44;326;7.0;8.0;67;277.0;443;17.0;3.0;111.0;7.0;7;1260;311;93;15;631;3.0;8;38.0;153;5;2;627;549;241;44;7;83;61;21;3.1;1.3;0.2;0.1;0.3;;0.6;3.8;23;1.7;0.5;5;17.0;27;1.0;0.2;7.0;0.4;0;78;19;6;1;39;0.0;1;2.0;9;0;0.1;75;25;50.0;20.0;0.0;29.0;1.0;60.0;12.0;5.0;21.0;2.0;47;41;64;24.0;23.0;19.0;32.0;3.0;27.0;19.0;18.0;34.0;2.0;0.0;0.0;24.0;74.0;2.0;0.0;0.0;80.0;12.0;7.0;5.0;47.0;22.0;15.0;12.0;489;96;16193;95
11;Totaal Nederland;2004;10382;9120;3933;698;108;1407;1027;342;54;21;3;2.0;5;;12.0;67;397;38.0;9.0;77;310.0;455;15.0;3.0;110.0;10.0;18;6401;3903;258;4.0;1404;696;13;13;2;1;0.0;0;;1.0;17;50.0;23.0;0.0;9;5.0;1.0;0.0;0.0;0.0;0.0;0;2719;30.0;440;104;3.0;331;329;40;18;2;2.0;5;;11.0;49;347;15.0;9.0;69;305.0;454;15.0;3.0;110.0;10.0;18;1263;310;88;12;644;4.0;8;38.0;153;5;2;639;561;242;43;7;87;63;21;3.3;1.3;0.2;0.1;0.3;;0.7;4.1;24;2.3;0.5;5;19.0;28;0.9;0.2;7.0;0.6;1;78;19;5;1;40;0.0;0;2.0;9;0;0.1;74;26;46.0;18.0;0.0;35.0;0.0;53.0;13.0;4.0;30.0;0.0;48;42;65;25.0;23.0;18.0;32.0;2.0;28.0;19.0;18.0;34.0;1.0;0.0;0.0;24.0;75.0;1.0;0.0;0.0;79.0;16.0;4.0;4.0;49.0;23.0;16.0;9.0;483;95;16258;94
12;Totaal Nederland;2005;10408;9158;3958;716;110;1362;1045;338;60;21;2;2.0;5;;13.0;71;406;35.0;9.0;77;318.0;448;14.0;2.0;109.0;12.0;26;6403;3931;246;4.0;1360;722;9;15;2;0;0.0;0;;1.0;18;51.0;26.0;0.0;9;5.0;1.0;0.0;0.0;0.0;0.0;2;2755;28.0;470;106;2.0;323;329;45;19;2;2.0;5;;12.0;53;354;9.0;9.0;68;314.0;447;14.0;2.0;109.0;12.0;24;1250;305;88;7;656;3.0;7;40.0;138;5;1;638;562;243;44;7;84;64;21;3.6;1.3;0.1;0.1;0.3;;0.8;4.4;25;2.1;0.5;5;20.0;27;0.8;0.1;7.0;0.7;2;77;19;5;0;40;0.0;0;2.0;8;0;0.0;74;26;45.0;17.0;0.0;38.0;0.0;54.0;9.0;3.0;33.0;0.0;48;42;65;25.0;23.0;18.0;32.0;2.0;28.0;19.0;17.0;35.0;2.0;0.0;0.0;23.0;75.0;2.0;0.0;0.0;71.0;26.0;2.0;1.0;53.0;30.0;11.0;5.0;467;96;16306;98
13;Totaal Nederland;2006;10388;9166;3961;716;105;1296;1081;341;62;21;2;2.0;6;;13.0;70;407;40.0;9.0;81;341.0;442;13.0;3.0;111.0;11.0;33;6379;3939;234;6.0;1295;762;9;14;2;0;0.0;1;;1.0;18;51.0;29.0;0.0;8;6.0;2.0;0.0;0.0;0.0;0.0;2;2788;22.0;482;100;1.0;319;332;47;19;2;2.0;6;;12.0;53;356;11.0;9.0;72;335.0;440;13.0;3.0;111.0;11.0;31;1222;303;93;8;639;3.0;7;34.0;130;5;1;636;561;243;44;6;79;66;21;3.8;1.3;0.1;0.1;0.4;;0.8;4.3;25;2.4;0.5;5;21.0;27;0.8;0.2;7.0;0.7;2;75;19;6;0;39;0.0;0;2.0;8;0;0.0;74;26;43.0;20.0;0.0;37.0;0.0;52.0;12.0;3.0;34.0;0.0;48;42;66;26.0;22.0;18.0;31.0;3.0;29.0;19.0;17.0;34.0;2.0;0.0;0.0;22.0;74.0;4.0;0.0;0.0;74.0;22.0;3.0;2.0;51.0;30.0;12.0;6.0;458;95;16334;97
14;Totaal Nederland;2007;10550;9301;3964;683;108;1315;1106;344;65;21;2;2.0;6;4.0;11.0;74;452;39.0;10.0;83;349.0;459;14.0;2.0;111.0;12.0;62;6406;3937;236;6.0;1312;777;9;16;2;0;0.0;1;0.0;1.0;16;50.0;27.0;0.0;8;4.0;1.0;0.0;0.0;0.0;0.0;3;2895;28.0;447;102;4.0;329;336;49;20;2;2.0;5;4.0;10.0;58;403;12.0;10.0;75;345.0;458;14.0;2.0;111.0;12.0;59;1249;293;93;6;676;3.0;6;34.0;127;5;4;645;569;242;42;7;80;68;21;4.0;1.3;0.1;0.1;0.4;0.2;0.7;4.5;28;2.4;0.6;5;21.0;28;0.8;0.2;7.0;0.8;4;76;18;6;0;41;0.0;0;2.0;8;0;0.2;73;27;43.0;20.0;0.0;35.0;2.0;55.0;10.0;3.0;30.0;2.0;49;42;68;26.0;23.0;17.0;31.0;2.0;29.0;19.0;16.0;34.0;2.0;0.0;0.0;23.0;74.0;3.0;0.0;0.0;74.0;23.0;3.0;4.0;52.0;26.0;12.0;7.0;443;96;16358;98
15;Totaal Nederland;2008;10453;9211;3947;686;98;1289;1124;349;69;21;2;2.0;8;5.0;13.0;81;426;38.0;9.0;82;342.0;432;12.0;2.0;105.0;10.0;58;6373;3925;219;4.0;1287;804;8;16;1;0;0.0;2;0.0;1.0;17;44.0;28.0;0.0;7;6.0;1.0;0.0;0.0;0.0;0.0;1;2838;22.0;466;94;2.0;320;341;53;20;2;2.0;5;5.0;13.0;64;381;10.0;9.0;75;336.0;431;12.0;2.0;104.0;10.0;57;1242;293;91;4;665;3.0;7;39.0;131;4;5;637;561;241;42;6;79;69;21;4.2;1.3;0.1;0.1;0.5;0.3;0.8;4.9;26;2.3;0.6;5;21.0;26;0.7;0.2;6.0;0.6;4;76;18;6;0;41;0.0;0;2.0;8;0;0.3;74;26;43.0;23.0;0.0;35.0;0.0;52.0;12.0;3.0;32.0;0.0;49;42;67;27.0;22.0;18.0;31.0;1.0;30.0;19.0;17.0;34.0;1.0;0.0;0.0;23.0;75.0;2.0;1.0;0.0;78.0;19.0;2.0;3.0;50.0;31.0;13.0;2.0;443;94;16405;96
16;Totaal Nederland;2009;10323;9059;3878;640;88;1302;1077;345;65;21;2;3.0;26;6.0;11.0;82;444;38.0;9.0;83;326.0;429;11.0;2.0;107.0;11.0;54;6273;3855;207;2.0;1301;770;8;13;1;1;0.0;13;0.0;1.0;17;43.0;26.0;0.0;7;5.0;1.0;0.0;0.0;0.0;0.0;1;2785;23.0;432;85;1.0;306;337;52;20;1;2.0;13;6.0;10.0;65;401;12.0;9.0;76;321.0;428;11.0;2.0;107.0;11.0;53;1265;292;91;6;701;2.0;6;39.0;117;5;5;626;549;235;39;5;79;65;21;3.9;1.3;0.1;0.2;1.6;0.3;0.7;4.9;27;2.3;0.5;5;20.0;26;0.7;0.1;7.0;0.6;3;77;18;6;0;43;0.0;0;2.0;7;0;0.3;74;26;41.0;24.0;0.0;34.0;0.0;56.0;13.0;2.0;29.0;0.0;49;42;69;26.0;23.0;18.0;31.0;1.0;29.0;19.0;17.0;34.0;0.0;0.0;0.0;24.0;76.0;0.0;0.0;0.0;81.0;19.0;0.0;4.0;52.0;29.0;12.0;4.0;441;96;16486;97
17;Totaal Nederland;2010;10061;8860;3751;615;75;1255;1065;350;68;21;2;3.0;83;7.0;11.0;84;447;38.0;9.0;74;323.0;402;11.0;3.0;97.0;11.0;56;6134;3730;201;2.0;1255;764;6;12;1;1;0.0;54;0.0;1.0;16;53.0;26.0;0.0;5;7.0;0.0;0.0;0.0;0.0;0.0;0;2726;21.0;415;73;0.0;301;344;56;20;1;2.0;29;7.0;10.0;68;394;11.0;9.0;68;317.0;402;11.0;3.0;97.0;11.0;56;1200;274;86;5;659;3.0;7;41.0;116;3;5;607;535;226;37;4;76;64;21;4.1;1.3;0.1;0.2;5.0;0.4;0.6;5.1;27;2.3;0.5;4;19.0;24;0.6;0.2;6.0;0.7;3;72;17;5;0;40;0.0;0;2.0;7;0;0.3;74;26;37.0;23.0;0.0;40.0;0.0;52.0;12.0;2.0;34.0;0.0;50;43;69;27.0;23.0;18.0;32.0;0.0;30.0;19.0;16.0;34.0;0.0;0.0;0.0;24.0;76.0;0.0;0.0;0.0;74.0;26.0;0.0;5.0;50.0;32.0;11.0;2.0;430;96;16575;97
18;Totaal Nederland;2011;10163;8915;3734;600;79;1297;1044;349;66;21;2;3.0;98;8.0;10.0;86;448;40.0;9.0;70;334.0;427;12.0;3.0;105.0;12.0;59;6141;3713;192;2.0;1297;752;6;9;1;1;1.0;65;0.0;1.0;14;53.0;25.0;0.0;4;6.0;0.0;0.0;0.0;0.0;0.0;0;2774;21.0;407;78;1.0;292;343;57;20;1;2.0;33;8.0;9.0;72;395;15.0;9.0;65;328.0;427;12.0;3.0;104.0;12.0;58;1248;291;90;4;665;3.0;8;41.0;137;3;5;610;535;224;36;5;78;63;21;3.9;1.3;0.1;0.2;5.9;0.5;0.6;5.2;27;2.4;0.5;4;20.0;26;0.7;0.2;6.0;0.7;4;75;17;5;0;40;0.0;0;2.0;8;0;0.3;74;26;37.0;22.0;0.0;41.0;0.0;53.0;13.0;2.0;32.0;0.0;51;44;70;27.0;23.0;17.0;32.0;1.0;30.0;20.0;15.0;35.0;0.0;0.0;0.0;23.0;77.0;0.0;0.0;0.0;69.0;31.0;0.0;4.0;50.0;29.0;12.0;5.0;418;97;16656;98
19;Totaal Nederland;2012;9816;8656;3663;536;67;1303;981;348;65;20;2;3.0;106;10.0;9.0;81;461;40.0;9.0;64;318.0;389;10.0;3.0;97.0;11.0;60;5982;3637;169;1.0;1299;702;6;7;1;1;1.0;70;0.0;0.0;10;43.0;23.0;0.0;4;5.0;0.0;0.0;0.0;0.0;0.0;1;2674;26.0;367;66;4.0;278;342;58;20;1;2.0;36;10.0;9.0;71;418;18.0;9.0;60;312.0;389;10.0;3.0;97.0;11.0;58;1161;255;86;6;638;3.0;7;33.0;123;4;5;587;517;219;32;4;78;59;21;3.9;1.2;0.1;0.2;6.3;0.6;0.6;4.8;28;2.4;0.5;4;19.0;23;0.6;0.2;6.0;0.6;4;69;15;5;0;38;0.0;0;2.0;7;0;0.3;75;25;36.0;22.0;0.0;40.0;0.0;52.0;11.0;3.0;32.0;0.0;51;44;72;27.0;24.0;15.0;34.0;1.0;30.0;20.0;13.0;36.0;0.0;0.0;0.0;22.0;78.0;0.0;0.0;0.0;51.0;49.0;0.0;5.0;52.0;26.0;13.0;4.0;415;97;16730;98
20;Totaal Nederland;2013;9451;8303;3525;473;64;1253;925;345;65;20;2;4.0;116;13.0;9.0;75;444;42.0;9.0;60;310.0;376;10.0;3.0;90.0;11.0;61;5709;3478;142;1.0;1249;664;7;8;1;1;1.0;77;0.0;0.0;8;41.0;21.0;0.0;3;4.0;0.0;0.0;0.0;0.0;0.0;2;2594;47.0;331;63;4.0;261;339;57;19;1;3.0;38;13.0;9.0;67;403;21.0;9.0;57;306.0;376;10.0;3.0;90.0;11.0;59;1148;243;86;7;648;2.0;7;32.0;112;5;5;563;495;210;28;4;75;55;21;3.9;1.2;0.1;0.2;6.9;0.8;0.5;4.5;26;2.5;0.5;4;18.0;22;0.6;0.2;5.0;0.6;4;68;14;5;0;39;0.0;0;2.0;7;0;0.3;75;25;;;;;;;;;;;51;44;74;27.0;25.0;14.0;33.0;1.0;30.0;20.0;13.0;36.0;0.0;0.0;0.0;22.0;78.0;0.0;0.0;0.0;50.0;50.0;0.0;3.0;54.0;24.0;14.0;6.0;408;98;16780;99
21;Totaal Nederland;2014;9516;8387;3464;467;67;1346;914;340;67;19;3;4.0;131;16.0;8.0;74;465;44.0;9.0;60;322.0;385;10.0;3.0;92.0;10.0;66;5736;3407;142;1.0;1342;655;7;8;0;1;1.0;89;0.0;0.0;8;41.0;20.0;0.0;3;6.0;1.0;0.0;0.0;0.0;0.0;2;2651;57.0;325;66;4.0;259;333;59;19;1;3.0;42;16.0;8.0;66;425;23.0;9.0;57;316.0;384;10.0;3.0;92.0;10.0;63;1129;235;84;6;650;2.0;7;31.0;104;5;6;565;498;206;28;4;80;54;20;4.0;1.2;0.2;0.2;7.8;0.9;0.5;4.4;28;2.6;0.6;4;19.0;23;0.6;0.2;5.0;0.6;4;67;14;5;0;39;0.0;0;2.0;6;0;0.3;75;25;;;;;;;;;;;52;45;74;27.0;25.0;14.0;32.0;1.0;30.0;22.0;13.0;35.0;0.0;0.0;0.0;23.0;77.0;0.0;0.0;0.0;50.0;50.0;0.0;6.0;53.0;24.0;12.0;4.0;403;92;16829;95
22;Totaal Nederland;2015;9519;8395;3373;471;66;1358;921;346;71;20;3;5.0;94;18.0;9.0;77;463;45.0;10.0;64;342.0;387;10.0;3.0;95.0;10.0;132;5676;3309;146;1.0;1354;660;7;7;0;2;2.0;61;0.0;0.0;8;42.0;18.0;0.0;3;6.0;1.0;0.0;0.0;0.0;0.0;49;2719;64.0;325;65;4.0;261;340;64;20;1;3.0;32;18.0;8.0;69;421;27.0;10.0;61;335.0;387;10.0;3.0;95.0;10.0;83;1125;227;84;5;649;2.0;6;30.0;111;6;6;563;497;200;28;4;80;55;20;4.2;1.2;0.2;0.3;5.5;1.1;0.5;4.6;27;2.7;0.6;4;20.0;23;0.6;0.2;6.0;0.6;8;67;13;5;0;38;0.0;0;2.0;7;0;0.3;75;25;;;;;;;;;;;53;46;75;;;;;;;;;;;;;;;;;;;;;;;;;;393;61;16901;56
23;Noord-Nederland;1993;1027;839;374;83;17;151;103;29;3;3;1;;2;;;1;53;;;3;0.0;17;;;;;0;676;374;77;0.0;151;68;2;1;1;0;;0;;;1;0.0;;;1;0.0;0.0;;;;;0;164;0.0;7;17;0.0;35;27;2;1;0;;2;;;1;53;;;2;0.0;17;;;;;0;188;24;14;14;82;;2;;47;4;0;639;522;233;52;10;94;64;18;1.6;1.6;0.4;;1.3;;;0.8;33;;;2;0.0;11;;;;;0;117;15;9;9;51;;1;;29;3;0.3;79;21;;;;;;;;;;;43;44;43;;;;;;;;;;;;;;;;;;;;;;;;;;90;96;1608;97
24;Noord-Nederland;1994;1037;829;317;78;25;198;89;29;4;3;1;;2;;;3;44;;;4;;32;;;;;0;669;317;76;0.0;197;70;2;2;1;0;;0;;;2;0.0;;;1;;0.0;;;;;0;160;0.0;1;25;1.0;19;27;3;1;0;;2;;;1;44;;;3;;32;;;;;0;208;28;13;7;114;;2;;37;6;0;642;513;196;48;15;122;55;18;2.7;1.7;0.3;;1.4;;;1.8;27;;;2;;20;;;;;0;129;17;8;4;71;;1;;23;4;0.3;78;22;;;;;;;;;;;49;51;45;;;;;;;;;;;;;;;;;;;;;;;;;;90;94;1615;94
25;Noord-Nederland;1995;1049;868;327;69;25;203;94;29;5;3;1;0.0;2;;;1;56;1.0;1.0;6;6.0;36;2.0;;;;1;696;327;69;0.0;203;76;2;2;2;0;0.0;0;;;1;12.0;1.0;0.0;1;0.0;0.0;0.0;;;;0;172;0.0;0;25;0.0;18;26;3;2;1;0.0;2;;;1;44;0.0;1.0;5;6.0;36;2.0;;;;1;181;26;21;5;90;;1;;34;5;0;646;535;201;42;15;125;58;18;2.9;1.9;0.4;0.1;1.3;;;0.8;35;0.7;0.6;4;4.0;22;1.1;;;;1;112;16;13;3;55;;1;;21;3;0.1;76;24;;;;;;;;;;;52;51;54;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;90;96;1624;94
26;Noord-Nederland;1996;1075;887;338;60;21;200;106;30;4;3;1;0.0;1;;;2;66;1.0;1.0;7;5.0;37;2.0;;;;2;698;338;60;0.0;200;77;3;1;1;0;0.0;0;;;1;14.0;0.0;0.0;1;0.0;0.0;0.0;;;;2;189;0.0;0;21;0.0;28;28;3;2;0;0.0;1;;;1;52;0.0;1.0;6;5.0;37;2.0;;;;0;188;27;12;4;80;;1;;58;4;1;660;545;208;37;13;123;65;19;2.6;1.7;0.4;0.2;0.3;;;1.0;41;0.3;0.5;5;3.0;23;1.1;;;;1;115;16;8;2;49;;1;;35;3;0.8;77;23;;;;;;;;;;;53;50;60;;;;;;;;;;;0.0;0.0;22.0;27.0;51.0;0.0;0.0;25.0;24.0;52.0;;;;;;90;96;1627;96
27;Noord-Nederland;1997;1123;934;354;61;22;208;114;30;4;3;1;0.0;1;;;2;67;1.0;1.0;7;11.0;39;2.0;;;;6;739;354;61;0.0;208;89;3;2;2;0;0.0;0;;;1;16.0;0.0;0.0;1;0.0;0.0;0.0;;;;1;195;0.0;0;22;0.0;25;27;3;2;0;0.0;0;;;1;50;0.0;1.0;6;11.0;39;2.0;;;;5;189;27;14;3;75;;1;;62;5;0;687;572;217;37;13;127;70;18;2.6;1.9;0.4;0.2;0.3;;;1.0;41;0.5;0.7;4;7.0;24;1.3;;;;4;115;16;9;2;46;;1;;38;3;0.3;77;23;;;;;;;;;;;53;50;62;;;;;;;;;;;0.0;0.0;31.0;57.0;12.0;0.0;0.0;34.0;27.0;39.0;;;;;;90;88;1634;93
28;Noord-Nederland;1998;1161;967;369;69;21;203;125;32;6;3;0;0.0;0;;;3;63;1.0;1.0;9;13.0;46;3.0;0.0;;;1;756;369;59;0.0;203;99;3;2;1;0;0.0;0;;;1;13.0;1.0;0.0;2;2.0;0.0;0.0;0.0;;;0;212;0.0;10;21;0.0;27;28;3;2;0;0.0;0;;;1;50;0.0;1.0;7;11.0;46;3.0;0.0;;;1;193;29;15;2;77;;1;;63;5;0;707;590;225;42;13;123;76;19;3.4;1.7;0.3;0.1;0.1;;;1.5;38;0.6;0.8;6;8.0;28;1.7;0.1;;;1;118;18;9;1;47;;1;;38;3;0.3;76;24;;;;;;;;;;;53;50;61;;;;;;;;;;;0.0;0.0;80.0;10.0;10.0;0.0;0.0;84.0;7.0;9.0;;;;;;68;88;1641;93
29;Noord-Nederland;1999;1179;1017;393;73;22;204;127;31;6;3;0;0.0;0;;1.0;3;60;1.0;1.0;8;23.0;54;3.0;0.0;3.0;1.0;1;747;391;27;1.0;202;103;2;2;1;0;0.0;0;;0.0;1;13.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;270;2.0;45;21;2.0;23;29;4;2;0;0.0;0;;1.0;2;47;0.0;1.0;7;22.0;54;3.0;0.0;3.0;1.0;0;162;31;14;0;76;0.0;2;;32;7;1;715;617;239;44;14;124;77;19;3.4;1.6;0.2;0.2;0.1;;0.3;2.1;37;0.6;0.7;5;14.0;33;1.9;0.2;2.0;0.4;0;99;19;8;0;46;0.0;1;;19;4;0.4;75;25;68.0;5.0;0.0;26.0;0.0;53.0;7.0;7.0;33.0;0.0;52;49;62;23.0;28.0;43.0;3.0;3.0;26.0;25.0;45.0;2.0;2.0;0.0;0.0;94.0;4.0;2.0;0.0;0.0;90.0;7.0;2.0;4.0;47.0;29.0;5.0;15.0;68;88;1648;92
30;Noord-Nederland;2000;1238;1038;386;79;21;202;128;32;6;2;0;0.0;0;;1.0;4;65;1.0;1.0;8;31.0;60;3.0;0.0;4.0;1.0;0;734;385;23;1.0;202;104;2;2;1;0;0.0;0;;0.0;1;12.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;303;1.0;56;21;0.0;24;30;4;2;0;0.0;0;;1.0;3;53;0.0;1.0;7;31.0;60;3.0;0.0;4.0;1.0;0;200;31;14;0;97;0.0;2;1.0;48;5;0;747;626;233;48;13;122;77;19;3.9;1.5;0.2;0.2;0.1;;0.3;2.7;39;0.4;0.7;5;19.0;36;2.1;0.2;2.0;0.4;0;121;19;9;0;59;0.0;1;1.0;29;3;0.2;73;27;65.0;7.0;0.0;28.0;0.0;58.0;2.0;1.0;38.0;0.0;53;49;64;25.0;27.0;37.0;5.0;6.0;28.0;25.0;37.0;4.0;6.0;0.0;0.0;83.0;5.0;12.0;1.0;0.0;62.0;26.0;11.0;7.0;42.0;32.0;9.0;9.0;68;94;1657;97
31;Noord-Nederland;2001;1233;1033;395;83;17;194;126;35;6;2;0;0.0;0;;1.0;5;65;1.0;1.0;8;31.0;55;3.0;0.0;2.0;1.0;0;734;394;24;1.0;193;104;3;2;1;0;0.0;0;;0.0;1;10.0;1.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;299;1.0;59;16;1.0;22;32;4;2;0;0.0;0;;1.0;4;55;0.0;1.0;7;31.0;55;3.0;0.0;2.0;1.0;0;200;34;15;1;95;0.0;2;1.0;46;5;0;738;618;236;50;10;116;76;21;3.5;1.4;0.2;0.2;0.1;;0.3;3.2;39;0.5;0.7;5;19.0;33;2.0;0.2;1.0;0.5;0;119;21;9;1;57;0.0;1;1.0;27;3;0.2;73;27;59.0;7.0;0.0;34.0;0.0;58.0;2.0;0.0;40.0;0.0;52;48;63;23.0;27.0;36.0;4.0;9.0;27.0;25.0;36.0;4.0;9.0;0.0;0.0;74.0;7.0;19.0;0.0;0.0;79.0;5.0;16.0;6.0;42.0;34.0;8.0;10.0;68;93;1672;93
32;Noord-Nederland;2002;1235;1039;392;77;15;194;124;36;6;2;0;0.0;0;;1.0;6;73;3.0;1.0;8;37.0;53;3.0;0.0;4.0;1.0;0;729;392;21;0.0;193;104;3;2;1;0;0.0;0;;0.0;1;10.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;310;0.0;56;15;1.0;21;33;4;2;0;0.0;0;;1.0;5;63;2.0;1.0;7;37.0;53;3.0;0.0;4.0;1.0;0;197;34;17;4;91;0.0;1;2.0;43;4;1;733;616;232;46;9;115;74;21;3.5;1.4;0.3;0.1;0.1;;0.6;3.6;44;1.6;0.8;5;22.0;31;1.9;0.2;2.0;0.4;0;117;20;10;2;54;0.0;0;1.0;25;2;0.4;73;27;62.0;14.0;0.0;24.0;1.0;57.0;2.0;2.0;37.0;1.0;53;48;67;24.0;28.0;37.0;2.0;9.0;27.0;25.0;38.0;2.0;8.0;0.0;0.0;80.0;4.0;16.0;0.0;0.0;86.0;1.0;13.0;5.0;42.0;33.0;5.0;14.0;68;93;1686;95
33;Noord-Nederland;2003;1231;1026;390;78;16;184;123;35;6;2;0;0.0;0;;1.0;7;70;3.0;2.0;8;39.0;52;3.0;0.0;4.0;1.0;1;715;390;21;0.0;183;100;3;2;0;0;0.0;0;;0.0;1;12.0;2.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;312;0.0;57;16;1.0;23;33;5;2;0;0.0;0;;1.0;6;58;2.0;2.0;6;38.0;52;3.0;0.0;4.0;1.0;1;205;33;14;2;107;0.0;1;2.0;41;4;0;727;606;230;46;9;109;73;21;3.6;1.4;0.3;0.1;0.1;;0.7;3.9;41;2.0;0.9;5;23.0;31;2.0;0.3;2.0;0.7;0;121;20;8;1;63;0.0;0;1.0;24;2;0.3;72;28;63.0;13.0;0.0;24.0;0.0;61.0;5.0;3.0;29.0;3.0;53;47;67;24.0;29.0;41.0;3.0;3.0;28.0;24.0;44.0;3.0;1.0;0.0;0.0;93.0;7.0;0.0;0.0;0.0;95.0;4.0;1.0;4.0;53.0;28.0;3.0;13.0;68;93;1694;95
