ID;RegioS;Perioden;TotaalGemeentelijkAfval_1;TotaalAfvalVanHuishoudens_2;HuishoudelijkRestafval_3;GrofHuishoudelijkRestafval_4;Verbouwingsrestafval_5;GFTAfval_6;OudPapierEnKarton_7;Verpakkingsglas_8;Textiel_9;KleinChemischAfvalKCA_10;MetalenVerpakkingenBlik_11;Drankenkartons_12;KunststofVerpakkingen_13;OverigeKunststoffen_14;Vloerbedekking_15;WitEnBruingoed_16;GrofTuinafval_17;BruikbaarHuisraad_18;Vlakglas_19;Metalen_20;Houtafval_21;SchoonPuin_22;AsbesthoudendAfval_23;Autobanden_24;SchoneGrond_25;BitumenhoudendeDakbedekking_26;OverigeAfvalcomponenten_27;TotaalAfvalVanHuishoudens_28;HuishoudelijkRestafval_29;GrofHuishoudelijkRestafval_30;Verbouwingsrestafval_31;GFTAfval_32;OudPapierEnKarton_33;Verpakkingsglas_34;Textiel_35;KleinChemischAfvalKCA_36;MetalenVerpakkingenBlik_37;Drankenkartons_38;KunststofVerpakkingen_39;OverigeKunststoffen_40;Vloerbedekking_41;WitEnBruingoed_42;GrofTuinafval_43;BruikbaarHuisraad_44;Vlakglas_45;Metalen_46;Houtafval_47;SchoonPuin_48;AsbesthoudendAfval_49;Autobanden_50;SchoneGrond_51;BitumenhoudendeDakbedekking_52;OverigeAfvalcomponenten_53;TotaalAfvalVanHuishoudens_54;HuishoudelijkRestafval_55;GrofHuishoudelijkRestafval_56;Verbouwingsrestafval_57;GFTAfval_58;OudPapierEnKarton_59;Verpakkingsglas_60;Textiel_61;KleinChemischAfvalKCA_62;MetalenVerpakkingenBlik_63;Drankenkartons_64;KunststofVerpakkingen_65;OverigeKunststoffen_66;Vloerbedekking_67;WitEnBruingoed_68;GrofTuinafval_69;BruikbaarHuisraad_70;Vlakglas_71;Metalen_72;Houtafval_73;SchoonPuin_74;AsbesthoudendAfval_75;Autobanden_76;SchoneGrond_77;BitumenhoudendeDakbedekking_78;OverigeAfvalcomponenten_79;TotaalReinigingsdienstenEnOverigAfv_80;Veegafval_81;RioolKolkenEnGemalenafval_82;Drijfafval_83;Groenafval_84;GemengdEvenementenafval_85;GemengdMarktafval_86;OverigReinigingsdienstenafval_87;KantoorWinkelEnDienstenafval_88;BouwEnSloopafval_89;KleinGevaarlijkAfval_90;TotaalGemeentelijkAfval_91;TotaalAfvalVanHuishoudens_92;HuishoudelijkRestafval_93;GrofHuishoudelijkRestafval_94;Verbouwingsrestafval_95;GFTAfval_96;OudPapierEnKarton_97;Verpakkingsglas_98;Textiel_99;KleinChemischAfvalKCA_100;MetalenVerpakkingenBlik_101;Drankenkartons_102;KunststofVerpakkingen_103;OverigeKunststoffen_104;Vloerbedekking_105;WitEnBruingoed_106;GrofTuinafval_107;BruikbaarHuisraad_108;Vlakglas_109;Metalen_110;Houtafval_111;SchoonPuin_112;AsbesthoudendAfval_113;Autobanden_114;SchoneGrond_115;BitumenhoudendeDakbedekking_116;OverigeAfvalcomponenten_117;TotaalReinigingsdienstenEnOverigAfv_118;Veegafval_119;RioolKolkenEnGemalenafval_120;Drijfafval_121;Groenafval_122;GemengdEvenementenafval_123;GemengdMarktafval_124;OverigReinigingsdienstenafval_125;KantoorWinkelEnDienstenafval_126;BouwEnSloopafval_127;KleinGevaarlijkAfval_128;FijnHuishoudelijkAfval_129;GrofHuishoudelijkAfval_130;DienstEigenGemeente_131;GemeenschappelijkeRegeling_132;Kringloopbedrijf_133;ParticuliereInzamelaar_134;OverigeInzamelaars_135;DienstEigenGemeente_136;GemeenschappelijkeRegeling_137;Kringloopbedrijf_138;ParticuliereInzamelaar_139;OverigeInzamelaars_140;TotaalHuishoudelijkAfval_141;FijnHuishoudelijkAfval_142;GrofHuishoudelijkAfval_143;Hergebruik_144;Composteren_145;ScheidenAchteraf_146;Verbranden_147;Storten_148;Hergebruik_149;Composteren_150;ScheidenAchteraf_151;Verbranden_152;Storten_153;Hergebruik_154;Composteren_155;ScheidenAchteraf_156;Verbranden_157;Storten_158;Hergebruik_159;Composteren_160;ScheidenAchteraf_161;Verbranden_162;Storten_163;Hergebruik_164;Composteren_165;ScheidenAchteraf_166;Verbranden_167;Storten_168;GemeentenInPopulatie_169;GemeentenInTelling_170;InwonersInPopulatie_171;InwonersInTelling_172
179;Drenthe;2011;366;298;116;11;3;70;36;9;2;1;0;0.0;3;0.0;0.0;2;16;1.0;0.0;2;12.0;11;1.0;0.0;1.0;0.0;2;225;116;1;0.0;70;34;0;0;0;0;0.0;3;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;73;0.0;10;3;0.0;2;9;2;1;0;0.0;0;0.0;0.0;2;15;0.0;0.0;2;12.0;11;1.0;0.0;1.0;0.0;2;68;9;2;0;51;0.0;0;0.0;5;0;0;745;607;236;23;6;142;73;19;4.9;1.1;0.1;0.1;5.6;0.8;0.0;4.8;32;1.2;0.8;4;23.0;22;1.7;0.4;1.0;0.8;5;138;19;5;0;104;0.0;0;0.0;10;0;0.0;79;21;26.0;0.0;0.0;74.0;0.0;94.0;0.0;0.0;6.0;0.0;56;51;77;23.0;36.0;36.0;4.0;1.0;27.0;29.0;41.0;3.0;1.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;36.0;64.0;0.0;7.0;69.0;13.0;8.0;3.0;12;100;491;100
180;Drenthe;2012;345;288;114;9;2;68;33;9;2;1;0;0.0;3;0.0;0.0;2;16;1.0;0.0;2;10.0;10;1.0;0.0;1.0;0.0;2;218;114;1;0.0;68;32;0;0;0;0;0.0;3;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;70;0.0;9;2;0.0;2;9;2;1;0;0.0;0;0.0;0.0;2;16;0.0;0.0;2;10.0;10;1.0;0.0;1.0;0.0;2;58;7;2;0;44;0.0;0;0.0;5;0;0;704;586;232;19;5;139;68;19;4.6;1.2;0.0;0.1;5.8;0.8;0.9;4.4;32;1.1;0.9;3;21.0;21;1.4;0.5;1.0;0.7;4;118;15;4;0;89;0.0;0;0.0;10;0;0.0;80;20;27.0;0.0;0.0;73.0;0.0;90.0;0.0;0.0;10.0;0.0;56;51;80;23.0;36.0;36.0;4.0;1.0;27.0;29.0;41.0;2.0;1.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;33.0;67.0;0.0;7.0;69.0;11.0;9.0;4.0;12;100;491;100
181;Drenthe;2013;340;280;110;8;3;67;32;9;2;1;0;0.0;3;1.0;0.0;2;17;1.0;0.0;1;9.0;10;1.0;0.0;0.0;0.0;2;212;110;1;0.0;67;30;0;0;0;0;0.0;3;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;68;0.0;8;3;0.0;2;9;2;1;0;0.0;0;1.0;0.0;2;17;0.0;0.0;1;9.0;10;1.0;0.0;0.0;0.0;2;60;7;4;0;43;0.0;0;1.0;5;0;0;693;571;225;17;5;136;66;18;4.4;1.2;0.0;0.1;6.1;1.0;0.9;3.9;35;1.1;0.7;3;19.0;20;1.3;0.4;1.0;0.7;4;122;15;7;0;89;0.0;0;1.0;11;0;0.1;80;20;;;;;;;;;;;57;51;81;24.0;34.0;37.0;4.0;1.0;26.0;30.0;42.0;2.0;1.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;43.0;57.0;0.0;14.0;52.0;14.0;14.0;5.0;12;100;490;100
182;Drenthe;2014;333;281;107;8;2;70;32;9;2;1;0;0.0;4;1.0;0.0;2;17;1.0;0.0;2;10.0;9;1.0;0.0;0.0;0.0;3;212;107;1;0.0;70;30;0;0;0;0;0.0;4;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;69;0.0;8;2;0.0;2;9;2;0;0;0.0;0;1.0;0.0;2;17;0.0;0.0;1;10.0;9;1.0;0.0;0.0;0.0;3;52;7;2;0;40;0.0;0;1.0;3;0;0;681;575;218;17;5;144;65;18;5.0;1.0;0.0;0.1;7.5;1.2;0.9;4.1;35;1.1;0.7;3;21.0;19;1.4;0.4;1.0;0.8;5;106;13;4;0;81;0.0;0;1.0;6;0;0.1;80;20;;;;;;;;;;;58;52;81;24.0;35.0;36.0;3.0;1.0;26.0;31.0;40.0;2.0;1.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;34.0;66.0;0.0;15.0;57.0;16.0;9.0;3.0;12;92;489;95
183;Drenthe;2015;339;282;105;8;3;70;31;9;2;1;0;0.0;2;1.0;0.0;2;18;0.0;0.0;2;11.0;9;1.0;0.0;1.0;0.0;6;210;105;1;0.0;70;29;0;0;0;0;0.0;2;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;72;0.0;8;3;0.0;2;9;2;1;0;0.0;0;1.0;0.0;2;17;0.0;0.0;2;11.0;9;1.0;0.0;1.0;0.0;3;57;6;2;0;42;0.0;0;1.0;5;0;0;694;578;215;17;6;143;63;18;5.1;1.1;0.1;0.0;4.3;1.4;0.9;4.5;36;0.8;0.8;3;23.0;19;1.5;0.3;1.0;0.9;5;116;12;5;0;86;0.0;0;2.0;11;0;0.2;79;21;;;;;;;;;;;59;53;81;;;;;;;;;;;;;;;;;;;;;;;;;;12;75;489;84
184;Overijssel;1993;608;483;285;48;7;56;49;19;1;1;0;;1;;;0;4;;;2;0.0;10;;;;;0;418;285;48;0.0;56;26;1;1;1;0;;1;;;0;0.0;;;0;0.0;0.0;;;;;0;65;0.0;0;7;0.0;23;17;0;1;0;;0;;;0;4;;;2;0.0;10;;;;;0;124;21;6;2;61;;5;;27;2;0;585;465;274;46;7;54;47;18;0.8;1.4;0.1;;0.8;;;0.5;4;;;2;0.0;10;;;;;0;119;21;6;2;59;;5;;26;2;0.2;85;15;;;;;;;;;;;30;31;24;;;;;;;;;;;;;;;;;;;;;;;;;;45;87;1039;88
185;Overijssel;1994;647;506;248;42;11;98;58;20;1;2;0;;0;;;1;13;;;3;;11;;;;;0;420;248;39;0.0;98;30;2;0;1;0;;0;;;0;0.0;;;1;;0.0;;;;;0;87;0.0;3;11;0.0;28;17;1;1;0;;0;;;0;13;;;2;;11;;;;;0;141;20;7;1;84;;4;;22;3;0;619;485;238;40;10;94;55;19;1.0;1.5;0.1;;0.5;;;0.6;12;;;2;;10;;;;;0;135;20;7;1;80;;4;;21;3;0.3;84;16;;;;;;;;;;;41;42;34;;;;;;;;;;;;;;;;;;;;;;;;;;45;87;1045;92
186;Overijssel;1995;611;518;223;48;8;122;55;23;2;2;0;0.0;0;;;1;15;1.0;0.0;3;1.0;13;1.0;;;;0;421;223;46;0.0;122;24;2;1;1;0;0.0;0;;;1;1.0;1.0;0.0;1;0.0;0.0;0.0;;;;0;97;0.0;2;8;0.0;31;21;1;1;0;0.0;0;;;0;14;0.0;0.0;2;1.0;13;1.0;;;;0;94;22;7;0;38;;1;;22;2;0;582;493;212;46;8;116;52;22;1.9;1.5;0.2;0.0;0.1;;;0.9;14;0.8;0.2;3;1.0;13;1.0;;;;0;89;21;7;0;37;;1;;21;2;0.1;82;18;;;;;;;;;;;46;48;38;;;;;;;;;;;0.0;0.0;0.0;0.0;100.0;0.0;0.0;1.0;0.0;99.0;;;;;;45;91;1050;88
187;Overijssel;1996;635;534;233;35;5;118;63;21;2;2;0;0.0;0;;;1;27;1.0;0.0;3;2.0;19;1.0;;;;0;423;233;34;0.0;118;30;2;1;1;0;0.0;0;;;1;2.0;0.0;0.0;0;0.0;0.0;0.0;;;;0;111;0.0;1;5;0.0;34;19;1;1;0;0.0;0;;;0;25;0.0;0.0;2;2.0;19;1.0;;;;0;101;25;8;1;42;;1;;23;1;0;603;507;221;33;5;112;60;20;2.3;1.5;0.3;0.0;0.0;;;0.8;26;0.9;0.2;3;2.0;18;0.8;;;;0;96;23;8;1;40;;1;;22;1;0.1;82;18;64.0;11.0;;25.0;;55.0;13.0;;32.0;;49;47;57;;;;;;;;;;;0.0;0.0;0.0;14.0;86.0;0.0;0.0;0.0;16.0;84.0;;;;;;45;87;1054;83
188;Overijssel;1997;661;562;240;45;4;122;72;23;3;1;0;0.0;0;;;1;24;2.0;0.0;2;3.0;17;1.0;;;;0;457;240;45;0.0;122;40;2;2;1;0;0.0;0;;;1;3.0;1.0;0.0;0;0.0;0.0;0.0;;;;0;106;0.0;0;4;0.0;32;22;1;1;0;0.0;0;;;0;21;1.0;0.0;2;3.0;17;1.0;;;;0;98;24;6;1;44;;1;;21;1;0;625;532;227;42;4;116;68;22;2.8;1.4;0.4;0.0;0.1;;;1.1;23;1.7;0.3;2;3.0;16;1.0;;;;0;93;23;6;1;42;;1;;20;1;0.1;82;18;58.0;6.0;;36.0;;57.0;8.0;;35.0;;49;48;51;;;;;;;;;;;0.0;0.0;0.0;76.0;24.0;0.0;0.0;0.0;70.0;30.0;;;;;;45;93;1058;95
189;Overijssel;1998;633;559;236;48;3;117;76;22;3;1;0;0.0;0;;;4;23;1.0;0.0;3;5.0;14;1.0;0.0;;;1;437;236;37;0.0;117;36;2;2;1;0;0.0;0;;;2;1.0;1.0;0.0;1;1.0;0.0;0.0;0.0;;;0;122;0.0;10;3;0.0;40;19;2;1;0;0.0;0;;;1;22;1.0;0.0;3;4.0;14;1.0;0.0;;;1;74;28;7;0;27;;1;;10;1;0;595;526;222;45;3;110;71;20;3.1;1.4;0.3;0.0;0.1;;;3.5;22;1.0;0.4;3;5.0;13;1.0;0.1;;;1;70;26;7;0;25;;1;;9;1;0.1;82;18;50.0;7.0;;43.0;;63.0;6.0;;31.0;;49;48;51;;;;;;;;;;;0.0;0.0;19.0;72.0;9.0;0.0;0.0;18.0;67.0;16.0;;;;;;45;80;1064;78
190;Overijssel;1999;642;571;241;43;6;110;75;22;4;1;0;0.0;0;;0.0;2;27;1.0;0.0;3;11.0;19;1.0;0.0;2.0;0.0;0;418;240;14;0.0;109;45;2;1;1;0;0.0;0;;0.0;1;2.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;153;1.0;30;6;0.0;30;20;2;1;0;0.0;0;;0.0;1;25;0.0;0.0;2;10.0;19;1.0;0.0;2.0;0.0;0;71;20;5;0;31;0.0;1;;10;4;0;600;533;225;41;6;102;70;20;3.3;1.3;0.3;0.2;0.1;;0.2;2.0;25;1.1;0.4;3;10.0;18;1.2;0.1;2.0;0.1;0;66;19;4;0;29;0.0;1;;9;3;0.1;79;21;33.0;6.0;0.0;61.0;0.0;20.0;5.0;26.0;49.0;0.0;49;47;58;23.0;25.0;16.0;30.0;6.0;25.0;23.0;16.0;32.0;3.0;0.0;0.0;30.0;64.0;6.0;1.0;0.0;27.0;64.0;8.0;9.0;38.0;15.0;13.0;25.0;44;86;1070;78
191;Overijssel;2000;659;594;253;48;8;111;74;22;4;1;0;0.0;0;;0.0;3;26;1.0;0.0;3;13.0;21;1.0;0.0;2.0;0.0;1;439;253;12;0.0;111;51;2;2;1;0;0.0;0;;0.0;1;3.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0;155;1.0;36;8;0.0;23;20;2;1;0;0.0;0;;0.0;2;23;0.0;0.0;3;12.0;21;1.0;0.0;2.0;0.0;0;65;21;6;0;33;0.0;1;2.0;2;0;0;611;551;235;45;7;103;69;21;3.7;1.4;0.3;0.2;0.2;;0.0;2.6;24;0.5;0.3;3;12.0;19;1.1;0.1;2.0;0.1;1;61;19;5;0;31;0.0;1;2.0;2;0;0.0;79;21;29.0;4.0;0.0;67.0;0.0;20.0;2.0;23.0;55.0;0.0;48;46;56;23.0;25.0;14.0;35.0;3.0;25.0;23.0;13.0;38.0;2.0;0.0;0.0;23.0;74.0;3.0;0.0;0.0;25.0;73.0;3.0;6.0;47.0;24.0;8.0;14.0;44;70;1078;82
192;Overijssel;2001;657;599;262;48;5;103;77;22;3;1;0;0.0;0;;0.0;3;27;2.0;0.0;3;15.0;22;1.0;0.0;1.0;0.0;0;431;260;15;0.0;99;47;2;1;1;0;0.0;0;;0.0;1;2.0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0;167;2.0;33;5;3.0;31;20;2;1;0;0.0;0;;0.0;2;25;1.0;0.0;3;14.0;22;1.0;0.0;1.0;0.0;0;58;23;5;1;23;0.0;1;2.0;2;0;0;604;551;241;44;5;95;71;20;3.1;1.3;0.3;0.2;0.2;;0.0;3.1;25;2.1;0.3;3;14.0;21;1.3;0.1;1.0;0.2;0;53;21;5;1;21;0.0;1;2.0;2;0;0.1;78;22;21.0;3.0;0.0;77.0;0.0;14.0;1.0;32.0;53.0;0.0;47;44;59;24.0;23.0;20.0;31.0;2.0;25.0;22.0;19.0;33.0;1.0;0.0;0.0;36.0;62.0;2.0;0.0;0.0;29.0;71.0;0.0;7.0;35.0;35.0;10.0;13.0;26;96;1086;98
193;Overijssel;2002;675;604;254;52;4;106;76;23;3;1;0;0.0;0;;0.0;4;28;3.0;0.0;4;17.0;24;2.0;0.0;2.0;0.0;0;430;254;15;0.0;106;45;2;1;1;0;0.0;0;;0.0;1;3.0;2.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0;174;1.0;37;4;0.0;32;21;2;1;0;0.0;0;;0.0;3;25;1.0;0.0;3;15.0;24;2.0;0.0;2.0;0.0;0;71;22;5;0;33;0.0;1;4.0;6;0;0;617;552;233;47;4;97;70;21;3.0;1.3;0.3;0.3;0.3;;0.1;3.5;26;2.9;0.3;3;15.0;22;1.4;0.2;2.0;0.1;0;65;20;5;0;30;0.0;1;3.0;5;0;0.1;77;23;33.0;5.0;0.0;62.0;0.0;19.0;2.0;23.0;56.0;0.0;49;45;60;25.0;23.0;21.0;29.0;2.0;26.0;22.0;21.0;31.0;0.0;0.0;0.0;40.0;60.0;0.0;2.0;0.0;39.0;59.0;0.0;15.0;33.0;20.0;13.0;19.0;26;85;1094;86
194;Overijssel;2003;648;582;247;43;4;105;76;22;4;1;0;0.0;0;;0.0;4;25;3.0;0.0;3;18.0;22;2.0;0.0;2.0;0.0;0;419;246;12;0.0;104;46;2;1;0;0;0.0;0;;0.0;1;2.0;2.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0;163;0.0;31;4;0.0;30;20;2;1;0;0.0;0;;0.0;3;23;1.0;0.0;3;17.0;22;2.0;0.0;2.0;0.0;0;66;19;5;1;32;0.0;1;3.0;6;0;0;589;528;224;39;3;95;69;20;3.5;1.3;0.3;0.3;0.3;;0.4;3.5;23;2.4;0.3;3;16.0;20;1.7;0.1;2.0;0.3;0;60;17;5;1;29;0.0;1;3.0;5;0;0.1;78;22;24.0;17.0;0.0;46.0;12.0;14.0;4.0;27.0;33.0;21.0;50;46;63;25.0;24.0;17.0;32.0;2.0;27.0;22.0;17.0;34.0;0.0;0.0;0.0;32.0;68.0;0.0;2.0;0.0;38.0;60.0;0.0;11.0;38.0;15.0;20.0;16.0;26;88;1101;91
195;Overijssel;2004;667;586;250;43;4;100;77;22;4;1;1;0.0;0;;1.0;4;24;3.0;0.0;3;20.0;24;1.0;0.0;3.0;0.0;0;411;250;11;0.0;100;42;2;1;0;0;0.0;0;;0.0;1;2.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;175;0.0;32;4;0.0;35;20;3;1;0;0.0;0;;1.0;3;22;1.0;0.0;3;19.0;24;1.0;0.0;3.0;0.0;0;81;20;5;1;39;0.0;0;3.0;13;0;0;604;530;226;39;4;90;69;20;3.5;1.2;0.6;0.4;0.4;;0.6;3.5;21;2.3;0.4;3;18.0;21;1.2;0.2;3.0;0.4;0;74;18;5;1;35;0.0;0;3.0;12;0;0.0;78;22;25.0;0.0;0.0;75.0;0.0;16.0;0.0;24.0;59.0;0.0;49;45;64;26.0;23.0;22.0;27.0;2.0;28.0;21.0;23.0;28.0;0.0;0.0;0.0;46.0;54.0;0.0;2.0;0.0;40.0;58.0;0.0;9.0;39.0;15.0;24.0;12.0;26;81;1106;84
196;Overijssel;2005;663;583;255;39;4;97;79;22;5;1;0;0.0;0;;0.0;4;24;3.0;0.0;3;18.0;22;1.0;0.0;2.0;1.0;1;415;255;9;0.0;96;47;2;1;0;0;0.0;0;;0.0;1;1.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;168;0.0;30;4;1.0;32;20;3;1;0;0.0;0;;0.0;3;23;1.0;0.0;2;18.0;22;1.0;0.0;2.0;1.0;1;81;21;6;0;38;0.0;0;2.0;13;0;0;598;525;230;35;4;88;71;19;4.1;1.2;0.1;0.1;0.2;;0.4;3.8;22;2.9;0.2;2;16.0;20;1.2;0.1;2.0;0.6;1;73;19;5;0;35;0.0;0;2.0;12;0;0.0;79;21;19.0;26.0;0.0;52.0;4.0;11.0;27.0;6.0;56.0;0.0;49;44;65;24.0;24.0;23.0;28.0;1.0;27.0;21.0;21.0;31.0;0.0;0.0;0.0;40.0;60.0;0.0;0.0;0.0;37.0;63.0;0.0;0.0;48.0;41.0;6.0;5.0;25;100;1109;100
197;Overijssel;2006;668;582;253;40;4;92;82;21;5;1;0;0.0;0;;1.0;4;25;5.0;0.0;3;19.0;20;1.0;0.0;2.0;1.0;1;403;253;7;0.0;92;42;2;1;0;0;0.0;0;;0.0;1;1.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;179;0.0;33;4;0.0;40;19;4;1;0;0.0;0;;1.0;3;23;2.0;0.0;3;19.0;20;1.0;0.0;2.0;1.0;1;86;22;6;0;42;0.0;0;2.0;13;0;0;600;522;227;36;4;83;74;19;4.4;1.1;0.1;0.1;0.2;;0.5;3.8;22;4.2;0.3;3;17.0;18;1.1;0.1;2.0;0.7;1;77;20;6;0;38;0.0;0;2.0;12;0;0.0;78;22;21.0;33.0;0.0;46.0;0.0;21.0;37.0;8.0;35.0;0.0;49;44;65;26.0;23.0;26.0;26.0;0.0;28.0;20.0;23.0;29.0;0.0;0.0;0.0;44.0;56.0;0.0;0.0;0.0;44.0;56.0;0.0;11.0;39.0;44.0;5.0;1.0;25;96;1114;97
198;Overijssel;2007;683;594;260;40;4;94;81;23;5;1;0;0.0;0;0.0;1.0;5;28;5.0;0.0;3;18.0;20;1.0;0.0;2.0;1.0;2;408;259;7;0.0;94;40;2;2;0;0;0.0;0;0.0;0.0;1;1.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;186;1.0;33;4;0.0;41;21;3;1;0;0.0;0;0.0;0.0;4;27;3.0;0.0;3;18.0;20;1.0;0.0;2.0;1.0;2;89;21;6;1;44;0.0;0;3.0;14;0;0;611;532;233;36;4;84;72;20;4.0;1.2;0.3;0.0;0.2;0.1;0.5;4.0;25;4.2;0.3;2;16.0;18;1.2;0.2;2.0;0.6;2;80;19;5;0;40;0.0;0;3.0;12;0;0.0;78;22;16.0;38.0;0.0;45.0;0.0;16.0;44.0;6.0;34.0;0.0;49;44;66;27.0;21.0;20.0;30.0;1.0;28.0;21.0;18.0;34.0;0.0;0.0;0.0;34.0;66.0;0.0;0.0;0.0;28.0;72.0;0.0;24.0;28.0;39.0;5.0;4.0;25;100;1116;100
199;Overijssel;2008;676;591;258;40;4;93;83;23;5;1;0;0.0;0;0.0;1.0;4;26;4.0;0.0;3;18.0;20;1.0;0.0;2.0;0.0;2;413;258;7;0.0;93;48;2;1;0;0;0.0;0;0.0;0.0;1;1.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;178;0.0;33;4;0.0;36;22;4;1;0;0.0;0;0.0;0.0;4;25;3.0;0.0;3;17.0;20;1.0;0.0;2.0;0.0;2;85;20;6;0;40;0.0;0;5.0;13;0;0;604;528;230;35;4;83;74;21;4.8;1.3;0.2;0.0;0.2;0.2;0.4;3.9;23;3.7;0.3;3;16.0;18;1.2;0.2;1.0;0.4;2;76;18;5;0;36;0.0;0;5.0;12;0;0.0;79;21;17.0;39.0;0.0;45.0;0.0;20.0;39.0;5.0;37.0;0.0;49;45;65;27.0;22.0;23.0;28.0;0.0;28.0;20.0;20.0;32.0;0.0;0.0;0.0;37.0;63.0;0.0;0.0;0.0;45.0;55.0;0.0;15.0;35.0;43.0;7.0;1.0;25;96;1120;93
200;Overijssel;2009;665;574;251;34;4;96;82;23;5;1;0;0.0;2;0.0;1.0;4;23;4.0;0.0;3;17.0;19;1.0;0.0;2.0;0.0;2;404;251;6;0.0;96;45;1;1;0;0;0.0;1;0.0;0.0;1;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;170;0.0;27;4;0.0;36;21;4;1;0;0.0;1;0.0;1.0;3;22;3.0;0.0;3;16.0;19;1.0;0.0;2.0;0.0;2;91;20;7;0;48;0.0;0;4.0;12;0;0;591;510;223;30;4;85;72;20;4.3;1.1;0.3;0.0;1.5;0.2;0.5;3.5;20;3.7;0.3;3;15.0;17;1.0;0.1;2.0;0.4;2;81;18;6;0;43;0.0;0;3.0;11;0;0.1;80;20;20.0;43.0;0.0;35.0;2.0;20.0;48.0;5.0;28.0;0.0;50;45;67;27.0;23.0;25.0;25.0;0.0;28.0;21.0;23.0;28.0;0.0;0.0;0.0;45.0;55.0;0.0;0.0;0.0;41.0;59.0;0.0;20.0;34.0;38.0;6.0;1.0;25;96;1125;93
201;Overijssel;2010;644;561;239;34;3;91;80;23;6;1;0;0.0;8;0.0;0.0;4;26;4.0;0.0;3;16.0;16;1.0;0.0;2.0;0.0;2;398;239;6;0.0;91;51;1;1;0;0;0.0;6;0.0;0.0;0;1.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;163;0.0;28;3;0.0;29;22;5;1;0;0.0;3;0.0;0.0;4;25;3.0;0.0;3;16.0;16;1.0;0.0;2.0;0.0;2;82;18;6;0;41;0.0;0;4.0;13;0;0;569;497;211;30;3;81;71;20;5.1;1.2;0.2;0.0;7.2;0.1;0.4;3.9;23;3.4;0.2;2;14.0;14;0.9;0.2;1.0;0.4;2;73;16;6;0;36;0.0;0;4.0;12;0;0.0;80;20;10.0;21.0;0.0;69.0;0.0;12.0;17.0;5.0;66.0;0.0;51;47;67;28.0;23.0;24.0;26.0;0.0;29.0;21.0;22.0;28.0;0.0;0.0;0.0;44.0;56.0;0.0;0.0;0.0;38.0;62.0;0.0;18.0;34.0;36.0;11.0;1.0;25;100;1130;100
202;Overijssel;2011;650;565;238;33;4;95;77;23;5;1;0;0.0;9;0.0;1.0;5;27;4.0;0.0;3;18.0;18;1.0;0.0;2.0;1.0;2;399;238;6;0.0;95;48;1;1;0;0;0.0;6;0.0;0.0;0;1.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;166;0.0;26;4;0.0;28;22;4;1;0;0.0;3;0.0;0.0;4;25;3.0;0.0;2;18.0;18;1.0;0.0;2.0;1.0;2;85;18;6;0;43;0.0;0;3.0;14;0;0;573;498;210;29;3;84;68;20;4.7;1.1;0.2;0.0;7.8;0.2;0.5;4.1;24;3.4;0.2;2;16.0;16;1.1;0.1;1.0;0.4;2;75;16;5;0;38;0.0;0;3.0;13;0;0.0;79;21;21.0;13.0;0.0;66.0;0.0;18.0;11.0;3.0;68.0;0.0;51;47;69;27.0;24.0;24.0;24.0;1.0;29.0;22.0;22.0;27.0;0.0;0.0;0.0;44.0;56.0;0.0;0.0;0.0;49.0;51.0;0.0;14.0;40.0;36.0;8.0;2.0;25;100;1134;100
