ID;BalanceSheetItemsMunicipalities;Regions;Periods;BalanceSheetItemsYearEndInMlnEuro_1;BalanceSheetYearEndInEuroInhabit_2
74;A - Assets;West-Nederland (LD);2018;48186.0;5884.0
75;A - Assets;West-Nederland (LD);2019;48546.0;5883.0
76;A - Assets;West-Nederland (LD);2020;51820.0;6223.0
77;A - Assets;West-Nederland (LD);2021;53358.0;6382.0
78;A - Assets;West-Nederland (LD);2022;55691.0;6614.0
79;A - Assets;West-Nederland (LD);2023;57838.0;6773.0
80;A - Assets;Zuid-Nederland (LD);2004;;
81;A - Assets;Zuid-Nederland (LD);2005;;
82;A - Assets;Zuid-Nederland (LD);2006;;
83;A - Assets;Zuid-Nederland (LD);2007;13684.0;3858.0
84;A - Assets;Zuid-Nederland (LD);2008;13760.0;3878.0
85;A - Assets;Zuid-Nederland (LD);2009;15504.0;4359.0
86;A - Assets;Zuid-Nederland (LD);2010;15421.0;4324.0
87;A - Assets;Zuid-Nederland (LD);2011;15740.0;4401.0
88;A - Assets;Zuid-Nederland (LD);2012;15768.0;4396.0
89;A - Assets;Zuid-Nederland (LD);2013;15736.0;4380.0
90;A - Assets;Zuid-Nederland (LD);2014;15791.0;4387.0
91;A - Assets;Zuid-Nederland (LD);2015;15712.0;4356.0
92;A - Assets;Zuid-Nederland (LD);2016;15617.0;4320.0
93;A - Assets;Zuid-Nederland (LD);2017;15793.0;4351.0
94;A - Assets;Zuid-Nederland (LD);2018;15944.0;4374.0
95;A - Assets;Zuid-Nederland (LD);2019;15893.0;4341.0
96;A - Assets;Zuid-Nederland (LD);2020;16422.0;4462.0
97;A - Assets;Zuid-Nederland (LD);2021;16862.0;4570.0
98;A - Assets;Zuid-Nederland (LD);2022;17687.0;4766.0
99;A - Assets;Zuid-Nederland (LD);2023;18723.0;4987.0
100;A - Assets;Groningen (PV);2004;;
101;A - Assets;Groningen (PV);2005;;
102;A - Assets;Groningen (PV);2006;;
103;A - Assets;Groningen (PV);2007;2626.0;4577.0
104;A - Assets;Groningen (PV);2008;2695.0;4700.0
105;A - Assets;Groningen (PV);2009;2935.0;5112.0
106;A - Assets;Groningen (PV);2010;2802.0;4859.0
107;A - Assets;Groningen (PV);2011;2799.0;4833.0
108;A - Assets;Groningen (PV);2012;2987.0;5143.0
109;A - Assets;Groningen (PV);2013;2999.0;5156.0
110;A - Assets;Groningen (PV);2014;3104.0;5328.0
111;A - Assets;Groningen (PV);2015;3166.0;5422.0
112;A - Assets;Groningen (PV);2016;3177.0;5443.0
113;A - Assets;Groningen (PV);2017;3270.0;5604.0
114;A - Assets;Groningen (PV);2018;3366.0;5774.0
115;A - Assets;Groningen (PV);2019;3505.0;6003.0
116;A - Assets;Groningen (PV);2020;3636.0;6206.0
117;A - Assets;Groningen (PV);2021;3917.0;6673.0
118;A - Assets;Groningen (PV);2022;4051.0;6864.0
119;A - Assets;Groningen (PV);2023;4232.0;7099.0
120;A - Assets;Fryslân (PV);2004;;
121;A - Assets;Fryslân (PV);2005;;
122;A - Assets;Fryslân (PV);2006;;
123;A - Assets;Fryslân (PV);2007;2508.0;3906.0
124;A - Assets;Fryslân (PV);2008;2540.0;3950.0
125;A - Assets;Fryslân (PV);2009;2587.0;4012.0
126;A - Assets;Fryslân (PV);2010;2553.0;3950.0
127;A - Assets;Fryslân (PV);2011;2495.0;3854.0
128;A - Assets;Fryslân (PV);2012;2546.0;3933.0
129;A - Assets;Fryslân (PV);2013;2541.0;3929.0
130;A - Assets;Fryslân (PV);2014;2509.0;3882.0
131;A - Assets;Fryslân (PV);2015;2659.0;4114.0
132;A - Assets;Fryslân (PV);2016;2631.0;4072.0
133;A - Assets;Fryslân (PV);2017;2580.0;3988.0
134;A - Assets;Fryslân (PV);2018;2525.0;3901.0
135;A - Assets;Fryslân (PV);2019;2517.0;3886.0
136;A - Assets;Fryslân (PV);2020;2604.0;4007.0
137;A - Assets;Fryslân (PV);2021;2624.0;4028.0
138;A - Assets;Fryslân (PV);2022;2730.0;4174.0
139;A - Assets;Fryslân (PV);2023;2957.0;4483.0
140;A - Assets;Drenthe (PV);2004;;
141;A - Assets;Drenthe (PV);2005;;
142;A - Assets;Drenthe (PV);2006;;
143;A - Assets;Drenthe (PV);2007;1793.0;3688.0
144;A - Assets;Drenthe (PV);2008;1717.0;3517.0
145;A - Assets;Drenthe (PV);2009;2019.0;4121.0
146;A - Assets;Drenthe (PV);2010;2031.0;4137.0
147;A - Assets;Drenthe (PV);2011;2078.0;4229.0
148;A - Assets;Drenthe (PV);2012;2081.0;4240.0
149;A - Assets;Drenthe (PV);2013;2011.0;4105.0
150;A - Assets;Drenthe (PV);2014;2078.0;4250.0
151;A - Assets;Drenthe (PV);2015;2148.0;4397.0
152;A - Assets;Drenthe (PV);2016;2112.0;4322.0
153;A - Assets;Drenthe (PV);2017;2182.0;4436.0
154;A - Assets;Drenthe (PV);2018;2163.0;4395.0
155;A - Assets;Drenthe (PV);2019;2201.0;4472.0
156;A - Assets;Drenthe (PV);2020;2259.0;4575.0
157;A - Assets;Drenthe (PV);2021;2292.0;4632.0
158;A - Assets;Drenthe (PV);2022;2432.0;4887.0
159;A - Assets;Drenthe (PV);2023;2547.0;5073.0
160;A - Assets;Overijssel (PV);2004;;
161;A - Assets;Overijssel (PV);2005;;
162;A - Assets;Overijssel (PV);2006;;
163;A - Assets;Overijssel (PV);2007;4945.0;4430.0
164;A - Assets;Overijssel (PV);2008;5102.0;4556.0
165;A - Assets;Overijssel (PV);2009;5367.0;4769.0
166;A - Assets;Overijssel (PV);2010;5506.0;4871.0
167;A - Assets;Overijssel (PV);2011;5515.0;4862.0
168;A - Assets;Overijssel (PV);2012;5562.0;4889.0
169;A - Assets;Overijssel (PV);2013;5530.0;4854.0
170;A - Assets;Overijssel (PV);2014;5386.0;4726.0
171;A - Assets;Overijssel (PV);2015;5356.0;4696.0
172;A - Assets;Overijssel (PV);2016;5241.0;4580.0
173;A - Assets;Overijssel (PV);2017;5227.0;4554.0
174;A - Assets;Overijssel (PV);2018;5215.0;4529.0
175;A - Assets;Overijssel (PV);2019;5100.0;4410.0
176;A - Assets;Overijssel (PV);2020;5147.0;4428.0
177;A - Assets;Overijssel (PV);2021;5162.0;4425.0
178;A - Assets;Overijssel (PV);2022;5408.0;4615.0
179;A - Assets;Overijssel (PV);2023;5736.0;4842.0
180;A - Assets;Flevoland (PV);2004;;
181;A - Assets;Flevoland (PV);2005;;
182;A - Assets;Flevoland (PV);2006;;
183;A - Assets;Flevoland (PV);2007;1770.0;4726.0
184;A - Assets;Flevoland (PV);2008;1796.0;4742.0
185;A - Assets;Flevoland (PV);2009;1944.0;5069.0
186;A - Assets;Flevoland (PV);2010;2009.0;5181.0
187;A - Assets;Flevoland (PV);2011;2023.0;5161.0
188;A - Assets;Flevoland (PV);2012;2060.0;5208.0
189;A - Assets;Flevoland (PV);2013;2104.0;5280.0
190;A - Assets;Flevoland (PV);2014;2109.0;5273.0
191;A - Assets;Flevoland (PV);2015;2155.0;5363.0
192;A - Assets;Flevoland (PV);2016;2158.0;5340.0
193;A - Assets;Flevoland (PV);2017;2214.0;5430.0
194;A - Assets;Flevoland (PV);2018;2252.0;5471.0
195;A - Assets;Flevoland (PV);2019;2221.0;5331.0
196;A - Assets;Flevoland (PV);2020;2274.0;5377.0
197;A - Assets;Flevoland (PV);2021;2404.0;5613.0
198;A - Assets;Flevoland (PV);2022;2524.0;5805.0
199;A - Assets;Flevoland (PV);2023;2582.0;5803.0
200;A - Assets;Gelderland (PV);2004;;
201;A - Assets;Gelderland (PV);2005;;
202;A - Assets;Gelderland (PV);2006;;
203;A - Assets;Gelderland (PV);2007;8034.0;4059.0
204;A - Assets;Gelderland (PV);2008;8359.0;4213.0
205;A - Assets;Gelderland (PV);2009;9124.0;4583.0
206;A - Assets;Gelderland (PV);2010;9088.0;4547.0
207;A - Assets;Gelderland (PV);2011;8927.0;4453.0
208;A - Assets;Gelderland (PV);2012;8938.0;4445.0
209;A - Assets;Gelderland (PV);2013;8718.0;4325.0
210;A - Assets;Gelderland (PV);2014;8719.0;4317.0
211;A - Assets;Gelderland (PV);2015;8662.0;4274.0
212;A - Assets;Gelderland (PV);2016;8785.0;4316.0
213;A - Assets;Gelderland (PV);2017;8579.0;4189.0
214;A - Assets;Gelderland (PV);2018;8489.0;4121.0
215;A - Assets;Gelderland (PV);2019;8484.0;4094.0
216;A - Assets;Gelderland (PV);2020;8773.0;4206.0
217;A - Assets;Gelderland (PV);2021;8899.0;4245.0
218;A - Assets;Gelderland (PV);2022;9154.0;4337.0
219;A - Assets;Gelderland (PV);2023;9726.0;4558.0
220;A - Assets;Utrecht (PV);2004;;
221;A - Assets;Utrecht (PV);2005;;
222;A - Assets;Utrecht (PV);2006;;
223;A - Assets;Utrecht (PV);2007;4501.0;3780.0
224;A - Assets;Utrecht (PV);2008;4698.0;3910.0
225;A - Assets;Utrecht (PV);2009;4810.0;3973.0
226;A - Assets;Utrecht (PV);2010;4913.0;4024.0
227;A - Assets;Utrecht (PV);2011;5018.0;4084.0
228;A - Assets;Utrecht (PV);2012;5308.0;4291.0
229;A - Assets;Utrecht (PV);2013;5310.0;4264.0
230;A - Assets;Utrecht (PV);2014;5332.0;4253.0
231;A - Assets;Utrecht (PV);2015;5432.0;4299.0
232;A - Assets;Utrecht (PV);2016;5392.0;4233.0
233;A - Assets;Utrecht (PV);2017;5305.0;4130.0
234;A - Assets;Utrecht (PV);2018;5318.0;4105.0
235;A - Assets;Utrecht (PV);2019;5445.0;4057.0
236;A - Assets;Utrecht (PV);2020;5696.0;4204.0
237;A - Assets;Utrecht (PV);2021;5771.0;4240.0
238;A - Assets;Utrecht (PV);2022;6264.0;4573.0
239;A - Assets;Utrecht (PV);2023;6572.0;4736.0
240;A - Assets;Noord-Holland (PV);2004;;
241;A - Assets;Noord-Holland (PV);2005;;
242;A - Assets;Noord-Holland (PV);2006;;
243;A - Assets;Noord-Holland (PV);2007;20275.0;7759.0
244;A - Assets;Noord-Holland (PV);2008;21209.0;8076.0
245;A - Assets;Noord-Holland (PV);2009;21712.0;8204.0
246;A - Assets;Noord-Holland (PV);2010;22369.0;8381.0
247;A - Assets;Noord-Holland (PV);2011;22820.0;8479.0
248;A - Assets;Noord-Holland (PV);2012;22997.0;8487.0
249;A - Assets;Noord-Holland (PV);2013;22533.0;8271.0
250;A - Assets;Noord-Holland (PV);2014;21382.0;7800.0
251;A - Assets;Noord-Holland (PV);2015;21116.0;7645.0
252;A - Assets;Noord-Holland (PV);2016;21206.0;7615.0
253;A - Assets;Noord-Holland (PV);2017;21742.0;7739.0
254;A - Assets;Noord-Holland (PV);2018;22342.0;7891.0
255;A - Assets;Noord-Holland (PV);2019;22536.0;7898.0
256;A - Assets;Noord-Holland (PV);2020;23554.0;8180.0
257;A - Assets;Noord-Holland (PV);2021;24477.0;8474.0
258;A - Assets;Noord-Holland (PV);2022;25197.0;8659.0
259;A - Assets;Noord-Holland (PV);2023;26040.0;8809.0
260;A - Assets;Zuid-Holland (PV);2004;;
261;A - Assets;Zuid-Holland (PV);2005;;
262;A - Assets;Zuid-Holland (PV);2006;;
263;A - Assets;Zuid-Holland (PV);2007;17433.0;5046.0
264;A - Assets;Zuid-Holland (PV);2008;17522.0;5062.0
265;A - Assets;Zuid-Holland (PV);2009;18879.0;5423.0
266;A - Assets;Zuid-Holland (PV);2010;19414.0;5538.0
267;A - Assets;Zuid-Holland (PV);2011;19378.0;5492.0
268;A - Assets;Zuid-Holland (PV);2012;19444.0;5474.0
269;A - Assets;Zuid-Holland (PV);2013;19503.0;5472.0
270;A - Assets;Zuid-Holland (PV);2014;19519.0;5457.0
271;A - Assets;Zuid-Holland (PV);2015;19387.0;5385.0
272;A - Assets;Zuid-Holland (PV);2016;19573.0;5404.0
273;A - Assets;Zuid-Holland (PV);2017;18877.0;5171.0
274;A - Assets;Zuid-Holland (PV);2018;18880.0;5129.0
275;A - Assets;Zuid-Holland (PV);2019;18904.0;5146.0
276;A - Assets;Zuid-Holland (PV);2020;20896.0;5634.0
277;A - Assets;Zuid-Holland (PV);2021;21324.0;5723.0
278;A - Assets;Zuid-Holland (PV);2022;22228.0;5921.0
279;A - Assets;Zuid-Holland (PV);2023;23008.0;6047.0
280;A - Assets;Zeeland (PV);2004;;
281;A - Assets;Zeeland (PV);2005;;
282;A - Assets;Zeeland (PV);2006;;
283;A - Assets;Zeeland (PV);2007;1430.0;3758.0
284;A - Assets;Zeeland (PV);2008;1533.0;4028.0
285;A - Assets;Zeeland (PV);2009;1559.0;4091.0
286;A - Assets;Zeeland (PV);2010;1639.0;4298.0
287;A - Assets;Zeeland (PV);2011;1721.0;4511.0
288;A - Assets;Zeeland (PV);2012;1748.0;4583.0
289;A - Assets;Zeeland (PV);2013;1758.0;4614.0
290;A - Assets;Zeeland (PV);2014;1760.0;4623.0
291;A - Assets;Zeeland (PV);2015;1673.0;4395.0
292;A - Assets;Zeeland (PV);2016;1621.0;4253.0
293;A - Assets;Zeeland (PV);2017;1664.0;4362.0
294;A - Assets;Zeeland (PV);2018;1646.0;4306.0
295;A - Assets;Zeeland (PV);2019;1661.0;4337.0
296;A - Assets;Zeeland (PV);2020;1674.0;4365.0
297;A - Assets;Zeeland (PV);2021;1786.0;4634.0
298;A - Assets;Zeeland (PV);2022;2001.0;5174.0
299;A - Assets;Zeeland (PV);2023;2217.0;5667.0
300;A - Assets;Noord-Brabant (PV);2004;;
301;A - Assets;Noord-Brabant (PV);2005;;
302;A - Assets;Noord-Brabant (PV);2006;;
303;A - Assets;Noord-Brabant (PV);2007;9617.0;3975.0
304;A - Assets;Noord-Brabant (PV);2008;9761.0;4026.0
305;A - Assets;Noord-Brabant (PV);2009;10761.0;4420.0
306;A - Assets;Noord-Brabant (PV);2010;10747.0;4397.0
307;A - Assets;Noord-Brabant (PV);2011;10990.0;4478.0
308;A - Assets;Noord-Brabant (PV);2012;10997.0;4463.0
309;A - Assets;Noord-Brabant (PV);2013;11040.0;4468.0
310;A - Assets;Noord-Brabant (PV);2014;10948.0;4416.0
311;A - Assets;Noord-Brabant (PV);2015;10857.0;4362.0
312;A - Assets;Noord-Brabant (PV);2016;10801.0;4323.0
313;A - Assets;Noord-Brabant (PV);2017;10961.0;4363.0
314;A - Assets;Noord-Brabant (PV);2018;11002.0;4351.0
315;A - Assets;Noord-Brabant (PV);2019;10930.0;4295.0
316;A - Assets;Noord-Brabant (PV);2020;11255.0;4392.0
317;A - Assets;Noord-Brabant (PV);2021;11519.0;4475.0
318;A - Assets;Noord-Brabant (PV);2022;12046.0;4646.0
319;A - Assets;Noord-Brabant (PV);2023;12693.0;4833.0
320;A - Assets;Limburg (PV);2004;;
321;A - Assets;Limburg (PV);2005;;
322;A - Assets;Limburg (PV);2006;;
323;A - Assets;Limburg (PV);2007;4067.0;3607.0
324;A - Assets;Limburg (PV);2008;3998.0;3558.0
325;A - Assets;Limburg (PV);2009;4744.0;4226.0
326;A - Assets;Limburg (PV);2010;4675.0;4164.0
327;A - Assets;Limburg (PV);2011;4750.0;4231.0
328;A - Assets;Limburg (PV);2012;4771.0;4249.0
329;A - Assets;Limburg (PV);2013;4696.0;4186.0
330;A - Assets;Limburg (PV);2014;4843.0;4324.0
331;A - Assets;Limburg (PV);2015;4855.0;4342.0
332;A - Assets;Limburg (PV);2016;4816.0;4314.0
333;A - Assets;Limburg (PV);2017;4832.0;4324.0
334;A - Assets;Limburg (PV);2018;4942.0;4424.0
335;A - Assets;Limburg (PV);2019;4964.0;4447.0
336;A - Assets;Limburg (PV);2020;5166.0;4624.0
337;A - Assets;Limburg (PV);2021;5344.0;4789.0
338;A - Assets;Limburg (PV);2022;5641.0;5044.0
339;A - Assets;Limburg (PV);2023;6030.0;5344.0
340;A - Assets;Oost-Groningen (CR);2004;;
341;A - Assets;Oost-Groningen (CR);2005;;
342;A - Assets;Oost-Groningen (CR);2006;;
343;A - Assets;Oost-Groningen (CR);2007;501.0;3258.0
344;A - Assets;Oost-Groningen (CR);2008;506.0;3305.0
345;A - Assets;Oost-Groningen (CR);2009;605.0;3979.0
346;A - Assets;Oost-Groningen (CR);2010;567.0;3728.0
347;A - Assets;Oost-Groningen (CR);2011;584.0;3852.0
348;A - Assets;Oost-Groningen (CR);2012;566.0;3757.0
349;A - Assets;Oost-Groningen (CR);2013;556.0;3711.0
350;A - Assets;Oost-Groningen (CR);2014;547.0;3673.0
351;A - Assets;Oost-Groningen (CR);2015;559.0;3753.0
352;A - Assets;Oost-Groningen (CR);2016;527.0;3549.0
353;A - Assets;Oost-Groningen (CR);2017;507.0;3438.0
354;A - Assets;Oost-Groningen (CR);2018;473.0;3510.0
355;A - Assets;Oost-Groningen (CR);2019;475.0;3522.0
356;A - Assets;Oost-Groningen (CR);2020;528.0;3902.0
357;A - Assets;Oost-Groningen (CR);2021;572.0;4214.0
358;A - Assets;Oost-Groningen (CR);2022;611.0;4476.0
359;A - Assets;Oost-Groningen (CR);2023;669.0;4856.0
360;A - Assets;Delfzijl en omgeving (CR);2004;;
361;A - Assets;Delfzijl en omgeving (CR);2005;;
362;A - Assets;Delfzijl en omgeving (CR);2006;;
363;A - Assets;Delfzijl en omgeving (CR);2007;178.0;3518.0
364;A - Assets;Delfzijl en omgeving (CR);2008;187.0;3724.0
365;A - Assets;Delfzijl en omgeving (CR);2009;217.0;4389.0
366;A - Assets;Delfzijl en omgeving (CR);2010;194.0;3947.0
367;A - Assets;Delfzijl en omgeving (CR);2011;190.0;3872.0
368;A - Assets;Delfzijl en omgeving (CR);2012;183.0;3751.0
369;A - Assets;Delfzijl en omgeving (CR);2013;172.0;3546.0
370;A - Assets;Delfzijl en omgeving (CR);2014;173.0;3611.0
371;A - Assets;Delfzijl en omgeving (CR);2015;188.0;3945.0
372;A - Assets;Delfzijl en omgeving (CR);2016;189.0;4009.0
373;A - Assets;Delfzijl en omgeving (CR);2017;193.0;4123.0
374;A - Assets;Delfzijl en omgeving (CR);2018;214.0;4608.0
375;A - Assets;Delfzijl en omgeving (CR);2019;342.0;7424.0
376;A - Assets;Delfzijl en omgeving (CR);2020;327.0;7142.0
377;A - Assets;Delfzijl en omgeving (CR);2021;463.0;10153.0
378;A - Assets;Delfzijl en omgeving (CR);2022;428.0;9419.0
379;A - Assets;Delfzijl en omgeving (CR);2023;382.0;8408.0
380;A - Assets;Overig Groningen (CR);2004;;
381;A - Assets;Overig Groningen (CR);2005;;
382;A - Assets;Overig Groningen (CR);2006;;
383;A - Assets;Overig Groningen (CR);2007;1946.0;5272.0
384;A - Assets;Overig Groningen (CR);2008;2002.0;5408.0
385;A - Assets;Overig Groningen (CR);2009;2113.0;5671.0
386;A - Assets;Overig Groningen (CR);2010;2041.0;5436.0
387;A - Assets;Overig Groningen (CR);2011;2025.0;5351.0
388;A - Assets;Overig Groningen (CR);2012;2238.0;5869.0
389;A - Assets;Overig Groningen (CR);2013;2272.0;5924.0
390;A - Assets;Overig Groningen (CR);2014;2384.0;6179.0
391;A - Assets;Overig Groningen (CR);2015;2419.0;6245.0
392;A - Assets;Overig Groningen (CR);2016;2461.0;6342.0
393;A - Assets;Overig Groningen (CR);2017;2571.0;6602.0
394;A - Assets;Overig Groningen (CR);2018;2679.0;6669.0
395;A - Assets;Overig Groningen (CR);2019;2689.0;6670.0
396;A - Assets;Overig Groningen (CR);2020;2781.0;6870.0
397;A - Assets;Overig Groningen (CR);2021;2882.0;7106.0
398;A - Assets;Overig Groningen (CR);2022;3012.0;7379.0
399;A - Assets;Overig Groningen (CR);2023;3181.0;7703.0
400;A - Assets;Noord-Friesland (CR);2004;;
401;A - Assets;Noord-Friesland (CR);2005;;
402;A - Assets;Noord-Friesland (CR);2006;;
403;A - Assets;Noord-Friesland (CR);2007;1231.0;3721.0
404;A - Assets;Noord-Friesland (CR);2008;1243.0;3758.0
405;A - Assets;Noord-Friesland (CR);2009;1294.0;3905.0
406;A - Assets;Noord-Friesland (CR);2010;1275.0;3841.0
407;A - Assets;Noord-Friesland (CR);2011;1271.0;3817.0
408;A - Assets;Noord-Friesland (CR);2012;1313.0;3946.0
409;A - Assets;Noord-Friesland (CR);2013;1318.0;3960.0
410;A - Assets;Noord-Friesland (CR);2014;1293.0;3987.0
411;A - Assets;Noord-Friesland (CR);2015;1430.0;4412.0
412;A - Assets;Noord-Friesland (CR);2016;1424.0;4395.0
413;A - Assets;Noord-Friesland (CR);2017;1424.0;4389.0
414;A - Assets;Noord-Friesland (CR);2018;1365.0;4279.0
415;A - Assets;Noord-Friesland (CR);2019;1372.0;4298.0
416;A - Assets;Noord-Friesland (CR);2020;1465.0;4570.0
417;A - Assets;Noord-Friesland (CR);2021;1472.0;4577.0
418;A - Assets;Noord-Friesland (CR);2022;1539.0;4760.0
419;A - Assets;Noord-Friesland (CR);2023;1698.0;5199.0
420;A - Assets;Zuidwest-Friesland (CR);2004;;
421;A - Assets;Zuidwest-Friesland (CR);2005;;
422;A - Assets;Zuidwest-Friesland (CR);2006;;
423;A - Assets;Zuidwest-Friesland (CR);2007;365.0;3467.0
424;A - Assets;Zuidwest-Friesland (CR);2008;383.0;3627.0
425;A - Assets;Zuidwest-Friesland (CR);2009;392.0;3707.0
426;A - Assets;Zuidwest-Friesland (CR);2010;392.0;3691.0
427;A - Assets;Zuidwest-Friesland (CR);2011;394.0;3709.0
428;A - Assets;Zuidwest-Friesland (CR);2012;394.0;3706.0
429;A - Assets;Zuidwest-Friesland (CR);2013;379.0;3566.0
430;A - Assets;Zuidwest-Friesland (CR);2014;457.0;3368.0
431;A - Assets;Zuidwest-Friesland (CR);2015;465.0;3437.0
432;A - Assets;Zuidwest-Friesland (CR);2016;464.0;3428.0
433;A - Assets;Zuidwest-Friesland (CR);2017;434.0;3194.0
434;A - Assets;Zuidwest-Friesland (CR);2018;462.0;3266.0
435;A - Assets;Zuidwest-Friesland (CR);2019;467.0;3309.0
436;A - Assets;Zuidwest-Friesland (CR);2020;443.0;3132.0
437;A - Assets;Zuidwest-Friesland (CR);2021;430.0;3031.0
438;A - Assets;Zuidwest-Friesland (CR);2022;435.0;3069.0
439;A - Assets;Zuidwest-Friesland (CR);2023;449.0;3144.0
440;A - Assets;Zuidoost-Friesland (CR);2004;;
441;A - Assets;Zuidoost-Friesland (CR);2005;;
442;A - Assets;Zuidoost-Friesland (CR);2006;;
443;A - Assets;Zuidoost-Friesland (CR);2007;912.0;4426.0
444;A - Assets;Zuidoost-Friesland (CR);2008;914.0;4421.0
445;A - Assets;Zuidoost-Friesland (CR);2009;900.0;4338.0
446;A - Assets;Zuidoost-Friesland (CR);2010;886.0;4257.0
447;A - Assets;Zuidoost-Friesland (CR);2011;830.0;3986.0
448;A - Assets;Zuidoost-Friesland (CR);2012;838.0;4029.0
449;A - Assets;Zuidoost-Friesland (CR);2013;844.0;4065.0
450;A - Assets;Zuidoost-Friesland (CR);2014;759.0;4074.0
451;A - Assets;Zuidoost-Friesland (CR);2015;763.0;4086.0
452;A - Assets;Zuidoost-Friesland (CR);2016;743.0;3978.0
453;A - Assets;Zuidoost-Friesland (CR);2017;723.0;3870.0
454;A - Assets;Zuidoost-Friesland (CR);2018;699.0;3738.0
