ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
62;Totaal 1 of meer werkzame personen;900063;2017 3e kwartaal;106.2;3.5
63;Totaal 1 of meer werkzame personen;900063;2017 4e kwartaal;136.6;7.4
64;Totaal 1 of meer werkzame personen;900063;2017;112.7;6.0
65;Totaal 1 of meer werkzame personen;900063;2018 1e kwartaal;101.5;8.6
66;Totaal 1 of meer werkzame personen;900063;2018 2e kwartaal;128.3;12.1
67;Totaal 1 of meer werkzame personen;900063;2018 3e kwartaal;116.6;9.8
68;Totaal 1 of meer werkzame personen;900063;2018 4e kwartaal;151.4;10.9
69;Totaal 1 of meer werkzame personen;900063;2018;124.5;10.5
70;Totaal 1 of meer werkzame personen;900063;2019 1e kwartaal;113.2;11.6
71;Totaal 1 of meer werkzame personen;900063;2019 2e kwartaal;138.7;8.1
72;Totaal 1 of meer werkzame personen;900063;2019 3e kwartaal;127.6;9.4
73;Totaal 1 of meer werkzame personen;900063;2019 4e kwartaal;154.9;2.3
74;Totaal 1 of meer werkzame personen;900063;2019;133.6;7.4
75;Totaal 1 of meer werkzame personen;900063;2020 1e kwartaal;124.3;9.7
76;Totaal 1 of meer werkzame personen;900063;2020 2e kwartaal ;138.3;-0.3
77;Totaal 1 of meer werkzame personen;900063;2020 3e kwartaal ;128.9;1.0
78;Totaal 1 of meer werkzame personen;900063;2020 4e kwartaal ;158.0;2.0
79;Totaal 1 of meer werkzame personen;900063;2020;137.4;2.8
80;Totaal 1 of meer werkzame personen;900063;2021 1e kwartaal;127.1;2.2
81;Totaal 1 of meer werkzame personen;900063;2021 2e kwartaal;152.1;10.0
82;Totaal 1 of meer werkzame personen;900063;2021 3e kwartaal;138.6;7.5
83;Totaal 1 of meer werkzame personen;900063;2021 4e kwartaal;175.2;10.9
84;Totaal 1 of meer werkzame personen;900063;2021;148.3;7.9
85;Totaal 1 of meer werkzame personen;900063;2022 1e kwartaal;138.3;8.8
86;Totaal 1 of meer werkzame personen;900063;2022 2e kwartaal;168.2;10.6
87;Totaal 1 of meer werkzame personen;900063;2022 3e kwartaal;151.9;9.6
88;Totaal 1 of meer werkzame personen;900063;2022 4e kwartaal;194.1;10.8
89;Totaal 1 of meer werkzame personen;900063;2022;163.1;10.0
90;Totaal 1 of meer werkzame personen;900063;2023 1e kwartaal;155.0;12.1
91;Totaal 1 of meer werkzame personen;900063;2023 2e kwartaal;181.6;7.9
92;Totaal 1 of meer werkzame personen;900063;2023 3e kwartaal;161.6;6.4
93;Totaal 1 of meer werkzame personen;900063;2023 4e kwartaal;198.9;2.5
94;Totaal 1 of meer werkzame personen;900063;2023;174.3;6.8
95;Totaal 1 of meer werkzame personen;350400;2005 1e kwartaal;79.7;-5.2
96;Totaal 1 of meer werkzame personen;350400;2005 2e kwartaal;110.0;8.2
97;Totaal 1 of meer werkzame personen;350400;2005 3e kwartaal;92.5;6.1
98;Totaal 1 of meer werkzame personen;350400;2005 4e kwartaal;123.3;5.7
99;Totaal 1 of meer werkzame personen;350400;2005;101.4;4.1
100;Totaal 1 of meer werkzame personen;350400;2006 1e kwartaal;90.0;12.9
101;Totaal 1 of meer werkzame personen;350400;2006 2e kwartaal;117.6;6.9
102;Totaal 1 of meer werkzame personen;350400;2006 3e kwartaal;97.2;5.1
103;Totaal 1 of meer werkzame personen;350400;2006 4e kwartaal;134.5;9.1
104;Totaal 1 of meer werkzame personen;350400;2006;109.8;8.3
105;Totaal 1 of meer werkzame personen;350400;2007 1e kwartaal;102.0;13.3
106;Totaal 1 of meer werkzame personen;350400;2007 2e kwartaal;128.6;9.4
107;Totaal 1 of meer werkzame personen;350400;2007 3e kwartaal;108.1;11.2
108;Totaal 1 of meer werkzame personen;350400;2007 4e kwartaal;145.7;8.3
109;Totaal 1 of meer werkzame personen;350400;2007;121.1;10.3
110;Totaal 1 of meer werkzame personen;350400;2008 1e kwartaal;116.7;14.4
111;Totaal 1 of meer werkzame personen;350400;2008 2e kwartaal;142.9;11.1
112;Totaal 1 of meer werkzame personen;350400;2008 3e kwartaal;120.0;11.0
113;Totaal 1 of meer werkzame personen;350400;2008 4e kwartaal;155.0;6.4
114;Totaal 1 of meer werkzame personen;350400;2008;133.6;10.4
115;Totaal 1 of meer werkzame personen;350400;2009 1e kwartaal;115.0;-1.4
116;Totaal 1 of meer werkzame personen;350400;2009 2e kwartaal;134.2;-6.1
117;Totaal 1 of meer werkzame personen;350400;2009 3e kwartaal;110.5;-8.0
118;Totaal 1 of meer werkzame personen;350400;2009 4e kwartaal;130.9;-15.6
119;Totaal 1 of meer werkzame personen;350400;2009;122.6;-8.2
120;Totaal 1 of meer werkzame personen;350400;2010 1e kwartaal;90.6;-21.2
121;Totaal 1 of meer werkzame personen;350400;2010 2e kwartaal;118.9;-11.4
122;Totaal 1 of meer werkzame personen;350400;2010 3e kwartaal;99.5;-9.9
123;Totaal 1 of meer werkzame personen;350400;2010 4e kwartaal;122.5;-6.4
124;Totaal 1 of meer werkzame personen;350400;2010;107.9;-12.1
125;Totaal 1 of meer werkzame personen;350400;2011 1e kwartaal;99.4;9.7
126;Totaal 1 of meer werkzame personen;350400;2011 2e kwartaal;119.7;0.6
127;Totaal 1 of meer werkzame personen;350400;2011 3e kwartaal;103.0;3.6
128;Totaal 1 of meer werkzame personen;350400;2011 4e kwartaal;122.2;-0.2
129;Totaal 1 of meer werkzame personen;350400;2011;111.0;3.0
130;Totaal 1 of meer werkzame personen;350400;2012 1e kwartaal;87.5;-11.9
131;Totaal 1 of meer werkzame personen;350400;2012 2e kwartaal;108.1;-9.6
132;Totaal 1 of meer werkzame personen;350400;2012 3e kwartaal;97.4;-5.4
133;Totaal 1 of meer werkzame personen;350400;2012 4e kwartaal;106.2;-13.1
134;Totaal 1 of meer werkzame personen;350400;2012;99.8;-10.1
135;Totaal 1 of meer werkzame personen;350400;2013 1e kwartaal;76.5;-12.6
136;Totaal 1 of meer werkzame personen;350400;2013 2e kwartaal;97.0;-10.3
137;Totaal 1 of meer werkzame personen;350400;2013 3e kwartaal;86.9;-10.9
138;Totaal 1 of meer werkzame personen;350400;2013 4e kwartaal;108.0;1.7
139;Totaal 1 of meer werkzame personen;350400;2013;92.1;-7.7
140;Totaal 1 of meer werkzame personen;350400;2014 1e kwartaal;77.2;0.8
141;Totaal 1 of meer werkzame personen;350400;2014 2e kwartaal;93.0;-4.2
142;Totaal 1 of meer werkzame personen;350400;2014 3e kwartaal;82.9;-4.6
143;Totaal 1 of meer werkzame personen;350400;2014 4e kwartaal;111.4;3.1
144;Totaal 1 of meer werkzame personen;350400;2014;91.1;-1.1
145;Totaal 1 of meer werkzame personen;350400;2015 1e kwartaal;84.5;9.5
146;Totaal 1 of meer werkzame personen;350400;2015 2e kwartaal;107.5;15.7
147;Totaal 1 of meer werkzame personen;350400;2015 3e kwartaal;90.3;8.9
148;Totaal 1 of meer werkzame personen;350400;2015 4e kwartaal;117.7;5.7
149;Totaal 1 of meer werkzame personen;350400;2015;100.0;9.8
150;Totaal 1 of meer werkzame personen;350400;2016 1e kwartaal;91.3;8.1
151;Totaal 1 of meer werkzame personen;350400;2016 2e kwartaal;111.3;3.5
152;Totaal 1 of meer werkzame personen;350400;2016 3e kwartaal;101.8;12.7
153;Totaal 1 of meer werkzame personen;350400;2016 4e kwartaal;132.5;12.5
154;Totaal 1 of meer werkzame personen;350400;2016;109.2;9.2
155;Totaal 1 of meer werkzame personen;350400;2017 1e kwartaal;100.4;10.1
156;Totaal 1 of meer werkzame personen;350400;2017 2e kwartaal;123.3;10.8
157;Totaal 1 of meer werkzame personen;350400;2017 3e kwartaal;110.1;8.2
158;Totaal 1 of meer werkzame personen;350400;2017 4e kwartaal;146.3;10.4
159;Totaal 1 of meer werkzame personen;350400;2017;120.0;9.9
160;Totaal 1 of meer werkzame personen;350400;2018 1e kwartaal;112.4;11.9
161;Totaal 1 of meer werkzame personen;350400;2018 2e kwartaal;140.2;13.8
162;Totaal 1 of meer werkzame personen;350400;2018 3e kwartaal;122.4;11.1
163;Totaal 1 of meer werkzame personen;350400;2018 4e kwartaal;167.5;14.5
164;Totaal 1 of meer werkzame personen;350400;2018;135.6;13.0
165;Totaal 1 of meer werkzame personen;350400;2019 1e kwartaal;126.3;12.4
166;Totaal 1 of meer werkzame personen;350400;2019 2e kwartaal;154.6;10.3
167;Totaal 1 of meer werkzame personen;350400;2019 3e kwartaal;136.9;11.8
168;Totaal 1 of meer werkzame personen;350400;2019 4e kwartaal;168.1;0.4
169;Totaal 1 of meer werkzame personen;350400;2019;146.5;8.0
170;Totaal 1 of meer werkzame personen;350400;2020 1e kwartaal;135.6;7.4
171;Totaal 1 of meer werkzame personen;350400;2020 2e kwartaal ;149.5;-3.3
172;Totaal 1 of meer werkzame personen;350400;2020 3e kwartaal ;134.5;-1.7
173;Totaal 1 of meer werkzame personen;350400;2020 4e kwartaal ;170.4;1.4
174;Totaal 1 of meer werkzame personen;350400;2020;147.5;0.7
175;Totaal 1 of meer werkzame personen;350400;2021 1e kwartaal;140.1;3.3
176;Totaal 1 of meer werkzame personen;350400;2021 2e kwartaal;168.2;12.5
177;Totaal 1 of meer werkzame personen;350400;2021 3e kwartaal;145.5;8.2
178;Totaal 1 of meer werkzame personen;350400;2021 4e kwartaal;191.7;12.5
179;Totaal 1 of meer werkzame personen;350400;2021;161.4;9.4
180;Totaal 1 of meer werkzame personen;350400;2022 1e kwartaal;151.7;8.3
181;Totaal 1 of meer werkzame personen;350400;2022 2e kwartaal;183.9;9.3
182;Totaal 1 of meer werkzame personen;350400;2022 3e kwartaal;161.1;10.7
183;Totaal 1 of meer werkzame personen;350400;2022 4e kwartaal;207.0;8.0
184;Totaal 1 of meer werkzame personen;350400;2022;175.9;9.0
185;Totaal 1 of meer werkzame personen;350400;2023 1e kwartaal;164.0;8.1
186;Totaal 1 of meer werkzame personen;350400;2023 2e kwartaal;190.6;3.6
187;Totaal 1 of meer werkzame personen;350400;2023 3e kwartaal;165.0;2.4
188;Totaal 1 of meer werkzame personen;350400;2023 4e kwartaal;209.5;1.2
189;Totaal 1 of meer werkzame personen;350400;2023;182.3;3.6
190;Totaal 1 of meer werkzame personen;350600;2005 1e kwartaal;51.3;3.0
191;Totaal 1 of meer werkzame personen;350600;2005 2e kwartaal;76.7;10.6
192;Totaal 1 of meer werkzame personen;350600;2005 3e kwartaal;73.6;14.4
193;Totaal 1 of meer werkzame personen;350600;2005 4e kwartaal;100.7;3.9
194;Totaal 1 of meer werkzame personen;350600;2005;75.6;7.8
195;Totaal 1 of meer werkzame personen;350600;2006 1e kwartaal;55.0;7.3
196;Totaal 1 of meer werkzame personen;350600;2006 2e kwartaal;83.6;8.9
197;Totaal 1 of meer werkzame personen;350600;2006 3e kwartaal;82.2;11.7
198;Totaal 1 of meer werkzame personen;350600;2006 4e kwartaal;113.8;13.0
199;Totaal 1 of meer werkzame personen;350600;2006;83.7;10.7
200;Totaal 1 of meer werkzame personen;350600;2007 1e kwartaal;63.9;16.2
201;Totaal 1 of meer werkzame personen;350600;2007 2e kwartaal;88.3;5.7
202;Totaal 1 of meer werkzame personen;350600;2007 3e kwartaal;83.3;1.3
203;Totaal 1 of meer werkzame personen;350600;2007 4e kwartaal;116.7;2.5
204;Totaal 1 of meer werkzame personen;350600;2007;88.0;5.3
205;Totaal 1 of meer werkzame personen;350600;2008 1e kwartaal;68.4;7.0
206;Totaal 1 of meer werkzame personen;350600;2008 2e kwartaal;96.5;9.3
207;Totaal 1 of meer werkzame personen;350600;2008 3e kwartaal;89.3;7.3
208;Totaal 1 of meer werkzame personen;350600;2008 4e kwartaal;116.6;-0.1
209;Totaal 1 of meer werkzame personen;350600;2008;92.7;5.3
210;Totaal 1 of meer werkzame personen;350600;2009 1e kwartaal;72.7;6.2
211;Totaal 1 of meer werkzame personen;350600;2009 2e kwartaal;97.5;1.0
212;Totaal 1 of meer werkzame personen;350600;2009 3e kwartaal;94.5;5.8
213;Totaal 1 of meer werkzame personen;350600;2009 4e kwartaal;118.4;1.6
214;Totaal 1 of meer werkzame personen;350600;2009;95.8;3.3
215;Totaal 1 of meer werkzame personen;350600;2010 1e kwartaal;61.5;-15.4
216;Totaal 1 of meer werkzame personen;350600;2010 2e kwartaal;94.2;-3.5
217;Totaal 1 of meer werkzame personen;350600;2010 3e kwartaal;87.2;-7.8
218;Totaal 1 of meer werkzame personen;350600;2010 4e kwartaal;114.4;-3.4
219;Totaal 1 of meer werkzame personen;350600;2010;89.3;-6.8
220;Totaal 1 of meer werkzame personen;350600;2011 1e kwartaal;69.0;12.2
221;Totaal 1 of meer werkzame personen;350600;2011 2e kwartaal;97.0;3.0
222;Totaal 1 of meer werkzame personen;350600;2011 3e kwartaal;90.9;4.3
223;Totaal 1 of meer werkzame personen;350600;2011 4e kwartaal;122.6;7.1
224;Totaal 1 of meer werkzame personen;350600;2011;94.9;6.2
225;Totaal 1 of meer werkzame personen;350600;2012 1e kwartaal;68.2;-1.1
226;Totaal 1 of meer werkzame personen;350600;2012 2e kwartaal;100.8;3.9
227;Totaal 1 of meer werkzame personen;350600;2012 3e kwartaal;92.7;2.0
228;Totaal 1 of meer werkzame personen;350600;2012 4e kwartaal;123.8;1.0
229;Totaal 1 of meer werkzame personen;350600;2012;96.4;1.6
230;Totaal 1 of meer werkzame personen;350600;2013 1e kwartaal;67.2;-1.6
231;Totaal 1 of meer werkzame personen;350600;2013 2e kwartaal;97.6;-3.1
232;Totaal 1 of meer werkzame personen;350600;2013 3e kwartaal;93.1;0.5
233;Totaal 1 of meer werkzame personen;350600;2013 4e kwartaal;116.9;-5.6
234;Totaal 1 of meer werkzame personen;350600;2013;93.7;-2.8
235;Totaal 1 of meer werkzame personen;350600;2014 1e kwartaal;70.4;4.8
236;Totaal 1 of meer werkzame personen;350600;2014 2e kwartaal;98.3;0.7
237;Totaal 1 of meer werkzame personen;350600;2014 3e kwartaal;94.7;1.7
238;Totaal 1 of meer werkzame personen;350600;2014 4e kwartaal;136.3;16.6
239;Totaal 1 of meer werkzame personen;350600;2014;99.9;6.6
240;Totaal 1 of meer werkzame personen;350600;2015 1e kwartaal;72.0;2.2
241;Totaal 1 of meer werkzame personen;350600;2015 2e kwartaal;98.2;-0.1
242;Totaal 1 of meer werkzame personen;350600;2015 3e kwartaal;104.0;9.8
243;Totaal 1 of meer werkzame personen;350600;2015 4e kwartaal;125.9;-7.7
244;Totaal 1 of meer werkzame personen;350600;2015;100.0;0.1
245;Totaal 1 of meer werkzame personen;350600;2016 1e kwartaal;70.3;-2.4
246;Totaal 1 of meer werkzame personen;350600;2016 2e kwartaal;95.6;-2.6
247;Totaal 1 of meer werkzame personen;350600;2016 3e kwartaal;98.8;-5.0
248;Totaal 1 of meer werkzame personen;350600;2016 4e kwartaal;123.5;-1.9
249;Totaal 1 of meer werkzame personen;350600;2016;97.1;-2.9
250;Totaal 1 of meer werkzame personen;350600;2017 1e kwartaal;73.8;5.0
251;Totaal 1 of meer werkzame personen;350600;2017 2e kwartaal;99.2;3.8
252;Totaal 1 of meer werkzame personen;350600;2017 3e kwartaal;99.9;1.1
253;Totaal 1 of meer werkzame personen;350600;2017 4e kwartaal;131.4;6.4
254;Totaal 1 of meer werkzame personen;350600;2017;101.1;4.1
255;Totaal 1 of meer werkzame personen;350600;2018 1e kwartaal;75.9;2.8
256;Totaal 1 of meer werkzame personen;350600;2018 2e kwartaal;111.5;12.4
257;Totaal 1 of meer werkzame personen;350600;2018 3e kwartaal;106.0;6.1
258;Totaal 1 of meer werkzame personen;350600;2018 4e kwartaal;133.4;1.5
259;Totaal 1 of meer werkzame personen;350600;2018;106.7;5.6
260;Totaal 1 of meer werkzame personen;350600;2019 1e kwartaal;86.3;13.8
261;Totaal 1 of meer werkzame personen;350600;2019 2e kwartaal;114.5;2.7
262;Totaal 1 of meer werkzame personen;350600;2019 3e kwartaal;115.6;9.0
263;Totaal 1 of meer werkzame personen;350600;2019 4e kwartaal;141.4;6.0
264;Totaal 1 of meer werkzame personen;350600;2019;114.5;7.3
265;Totaal 1 of meer werkzame personen;350600;2020 1e kwartaal;96.0;11.2
266;Totaal 1 of meer werkzame personen;350600;2020 2e kwartaal ;124.8;9.0
267;Totaal 1 of meer werkzame personen;350600;2020 3e kwartaal ;120.8;4.5
268;Totaal 1 of meer werkzame personen;350600;2020 4e kwartaal ;140.6;-0.6
269;Totaal 1 of meer werkzame personen;350600;2020;120.5;5.3
270;Totaal 1 of meer werkzame personen;350600;2021 1e kwartaal;94.1;-2.0
271;Totaal 1 of meer werkzame personen;350600;2021 2e kwartaal;121.9;-2.3
272;Totaal 1 of meer werkzame personen;350600;2021 3e kwartaal;122.0;1.0
273;Totaal 1 of meer werkzame personen;350600;2021 4e kwartaal;144.2;2.5
274;Totaal 1 of meer werkzame personen;350600;2021;120.5;0.0
275;Totaal 1 of meer werkzame personen;350600;2022 1e kwartaal;98.5;4.7
276;Totaal 1 of meer werkzame personen;350600;2022 2e kwartaal;130.8;7.3
277;Totaal 1 of meer werkzame personen;350600;2022 3e kwartaal;122.4;0.3
278;Totaal 1 of meer werkzame personen;350600;2022 4e kwartaal;160.6;11.4
279;Totaal 1 of meer werkzame personen;350600;2022;128.1;6.2
280;Totaal 1 of meer werkzame personen;350600;2023 1e kwartaal;110.4;12.0
281;Totaal 1 of meer werkzame personen;350600;2023 2e kwartaal;142.7;9.0
282;Totaal 1 of meer werkzame personen;350600;2023 3e kwartaal;132.6;8.4
283;Totaal 1 of meer werkzame personen;350600;2023 4e kwartaal;165.0;2.7
284;Totaal 1 of meer werkzame personen;350600;2023;137.7;7.5
285;Totaal 1 of meer werkzame personen;351900;2005 1e kwartaal;68.8;-1.4
286;Totaal 1 of meer werkzame personen;351900;2005 2e kwartaal;87.7;9.1
287;Totaal 1 of meer werkzame personen;351900;2005 3e kwartaal;79.7;8.7
288;Totaal 1 of meer werkzame personen;351900;2005 4e kwartaal;100.2;7.1
289;Totaal 1 of meer werkzame personen;351900;2005;84.1;6.1
290;Totaal 1 of meer werkzame personen;351900;2006 1e kwartaal;76.0;10.5
291;Totaal 1 of meer werkzame personen;351900;2006 2e kwartaal;92.4;5.3
292;Totaal 1 of meer werkzame personen;351900;2006 3e kwartaal;84.5;6.0
293;Totaal 1 of meer werkzame personen;351900;2006 4e kwartaal;108.8;8.6
294;Totaal 1 of meer werkzame personen;351900;2006;90.4;7.5
295;Totaal 1 of meer werkzame personen;351900;2007 1e kwartaal;86.7;14.0
296;Totaal 1 of meer werkzame personen;351900;2007 2e kwartaal;102.6;11.1
297;Totaal 1 of meer werkzame personen;351900;2007 3e kwartaal;93.3;10.4
298;Totaal 1 of meer werkzame personen;351900;2007 4e kwartaal;118.6;9.0
299;Totaal 1 of meer werkzame personen;351900;2007;100.3;10.9
300;Totaal 1 of meer werkzame personen;351900;2008 1e kwartaal;96.4;11.3
301;Totaal 1 of meer werkzame personen;351900;2008 2e kwartaal;116.3;13.3
302;Totaal 1 of meer werkzame personen;351900;2008 3e kwartaal;104.6;12.2
303;Totaal 1 of meer werkzame personen;351900;2008 4e kwartaal;126.3;6.5
304;Totaal 1 of meer werkzame personen;351900;2008;110.9;10.6
305;Totaal 1 of meer werkzame personen;351900;2009 1e kwartaal;98.5;2.2
306;Totaal 1 of meer werkzame personen;351900;2009 2e kwartaal;111.7;-4.0
307;Totaal 1 of meer werkzame personen;351900;2009 3e kwartaal;98.5;-5.8
308;Totaal 1 of meer werkzame personen;351900;2009 4e kwartaal;115.6;-8.5
309;Totaal 1 of meer werkzame personen;351900;2009;106.1;-4.3
310;Totaal 1 of meer werkzame personen;351900;2010 1e kwartaal;84.7;-14.0
311;Totaal 1 of meer werkzame personen;351900;2010 2e kwartaal;104.0;-6.9
312;Totaal 1 of meer werkzame personen;351900;2010 3e kwartaal;94.7;-3.9
313;Totaal 1 of meer werkzame personen;351900;2010 4e kwartaal;112.1;-3.0
314;Totaal 1 of meer werkzame personen;351900;2010;98.9;-6.8
315;Totaal 1 of meer werkzame personen;351900;2011 1e kwartaal;91.3;7.8
316;Totaal 1 of meer werkzame personen;351900;2011 2e kwartaal;109.0;4.8
317;Totaal 1 of meer werkzame personen;351900;2011 3e kwartaal;97.9;3.3
318;Totaal 1 of meer werkzame personen;351900;2011 4e kwartaal;115.3;2.8
319;Totaal 1 of meer werkzame personen;351900;2011;103.4;4.5
320;Totaal 1 of meer werkzame personen;351900;2012 1e kwartaal;84.4;-7.6
321;Totaal 1 of meer werkzame personen;351900;2012 2e kwartaal;99.5;-8.7
322;Totaal 1 of meer werkzame personen;351900;2012 3e kwartaal;91.9;-6.1
323;Totaal 1 of meer werkzame personen;351900;2012 4e kwartaal;104.8;-9.1
324;Totaal 1 of meer werkzame personen;351900;2012;95.1;-7.9
325;Totaal 1 of meer werkzame personen;351900;2013 1e kwartaal;76.9;-8.8
326;Totaal 1 of meer werkzame personen;351900;2013 2e kwartaal;95.5;-4.0
327;Totaal 1 of meer werkzame personen;351900;2013 3e kwartaal;90.6;-1.4
328;Totaal 1 of meer werkzame personen;351900;2013 4e kwartaal;109.4;4.3
329;Totaal 1 of meer werkzame personen;351900;2013;93.1;-2.2
330;Totaal 1 of meer werkzame personen;351900;2014 1e kwartaal;83.0;7.9
331;Totaal 1 of meer werkzame personen;351900;2014 2e kwartaal;95.1;-0.4
332;Totaal 1 of meer werkzame personen;351900;2014 3e kwartaal;90.2;-0.5
333;Totaal 1 of meer werkzame personen;351900;2014 4e kwartaal;112.8;3.1
334;Totaal 1 of meer werkzame personen;351900;2014;95.3;2.3
335;Totaal 1 of meer werkzame personen;351900;2015 1e kwartaal;86.5;4.2
336;Totaal 1 of meer werkzame personen;351900;2015 2e kwartaal;104.6;10.0
337;Totaal 1 of meer werkzame personen;351900;2015 3e kwartaal;94.0;4.3
338;Totaal 1 of meer werkzame personen;351900;2015 4e kwartaal;114.8;1.8
339;Totaal 1 of meer werkzame personen;351900;2015;100.0;5.0
340;Totaal 1 of meer werkzame personen;351900;2016 1e kwartaal;92.4;6.7
341;Totaal 1 of meer werkzame personen;351900;2016 2e kwartaal;109.8;4.9
342;Totaal 1 of meer werkzame personen;351900;2016 3e kwartaal;104.8;11.5
343;Totaal 1 of meer werkzame personen;351900;2016 4e kwartaal;124.4;8.4
344;Totaal 1 of meer werkzame personen;351900;2016;107.9;7.9
345;Totaal 1 of meer werkzame personen;351900;2017 1e kwartaal;96.0;3.9
346;Totaal 1 of meer werkzame personen;351900;2017 2e kwartaal;113.8;3.7
347;Totaal 1 of meer werkzame personen;351900;2017 3e kwartaal;105.6;0.7
