ID;Kenmerken;RegioS;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
31;Totaal migratieachtergrond;Oost-Nederland (LD);2011;38377;38168;209.0;106.0;316.0;5.5;2.8;8.2;38377;38168;209.0;127.0;337.0;5.5;3.3;8.8;38168;106.0;127.0;171.0;2.8;3.3;4.5
32;Totaal migratieachtergrond;Oost-Nederland (LD);2012;37246;37048;198.0;89.0;287.0;5.3;2.4;7.7;37246;37048;198.0;111.0;309.0;5.3;3.0;8.3;37048;89.0;111.0;148.0;2.4;3.0;4.0
33;Totaal migratieachtergrond;Oost-Nederland (LD);2013;36574;36402;172.0;90.0;262.0;4.7;2.5;7.2;36574;36402;172.0;113.0;286.0;4.7;3.1;7.8;36402;90.0;113.0;136.0;2.5;3.1;3.7
34;Totaal migratieachtergrond;Oost-Nederland (LD);2014;36949;36739;209.0;79.0;288.0;5.7;2.1;7.8;36949;36739;209.0;99.0;308.0;5.7;2.7;8.3;36739;79.0;99.0;130.0;2.1;2.7;3.5
35;Totaal migratieachtergrond;Oost-Nederland (LD);2015;36200;36002;197.0;86.0;283.0;5.4;2.4;7.8;36200;36002;197.0;110.0;307.0;5.4;3.1;8.5;36002;86.0;110.0;136.0;2.4;3.1;3.8
36;Totaal migratieachtergrond;West-Nederland (LD);2004;93936;93357;579.0;262.0;841.0;6.2;2.8;9.0;93936;93357;579.0;344.0;923.0;6.2;3.7;9.8;93357;262.0;344.0;440.0;2.8;3.7;4.7
37;Totaal migratieachtergrond;West-Nederland (LD);2005;91312;90663;649.0;299.0;947.0;7.1;3.3;10.4;91312;90663;649.0;358.0;1007.0;7.1;4.0;11.0;90663;299.0;358.0;455.0;3.3;4.0;5.0
38;Totaal migratieachtergrond;West-Nederland (LD);2006;90019;89435;584.0;250.0;834.0;6.5;2.8;9.3;90019;89435;584.0;310.0;894.0;6.5;3.5;9.9;89435;250.0;310.0;394.0;2.8;3.5;4.4
39;Totaal migratieachtergrond;West-Nederland (LD);2007;88523;88004;518.0;232.0;750.0;5.9;2.6;8.5;88523;88004;518.0;300.0;819.0;5.9;3.4;9.2;88004;232.0;300.0;376.0;2.6;3.4;4.3
40;Totaal migratieachtergrond;West-Nederland (LD);2008;90791;90224;567.0;226.0;792.0;6.2;2.5;8.7;90791;90224;567.0;279.0;846.0;6.2;3.1;9.3;90224;226.0;279.0;354.0;2.5;3.1;3.9
41;Totaal migratieachtergrond;West-Nederland (LD);2009;91505;90982;524.0;230.0;754.0;5.7;2.5;8.2;91505;90982;524.0;298.0;821.0;5.7;3.3;9.0;90982;230.0;298.0;394.0;2.5;3.3;4.3
42;Totaal migratieachtergrond;West-Nederland (LD);2010;91968;91482;487.0;214.0;701.0;5.3;2.3;7.6;91968;91482;487.0;271.0;758.0;5.3;3.0;8.2;91482;214.0;271.0;351.0;2.3;3.0;3.8
43;Totaal migratieachtergrond;West-Nederland (LD);2011;90219;89777;441.0;206.0;648.0;4.9;2.3;7.2;90219;89777;441.0;265.0;707.0;4.9;3.0;7.8;89777;206.0;265.0;346.0;2.3;3.0;3.9
44;Totaal migratieachtergrond;West-Nederland (LD);2012;89038;88554;483.0;177.0;660.0;5.4;2.0;7.4;89038;88554;483.0;242.0;725.0;5.4;2.7;8.1;88554;177.0;242.0;346.0;2.0;2.7;3.9
45;Totaal migratieachtergrond;West-Nederland (LD);2013;86355;85954;401.0;198.0;599.0;4.6;2.3;6.9;86355;85954;401.0;259.0;660.0;4.6;3.0;7.6;85954;198.0;259.0;328.0;2.3;3.0;3.8
46;Totaal migratieachtergrond;West-Nederland (LD);2014;89059;88635;424.0;206.0;630.0;4.8;2.3;7.1;89059;88635;424.0;282.0;706.0;4.8;3.2;7.9;88635;206.0;282.0;363.0;2.3;3.2;4.1
47;Totaal migratieachtergrond;West-Nederland (LD);2015;87015;86579;436.0;169.0;604.0;5.0;1.9;6.9;87015;86579;436.0;227.0;663.0;5.0;2.6;7.6;86579;169.0;227.0;289.0;1.9;2.6;3.3
48;Totaal migratieachtergrond;Zuid-Nederland (LD);2004;38453;38210;243.0;94.0;337.0;6.3;2.5;8.8;38453;38210;243.0;115.0;357.0;6.3;3.0;9.3;38210;94.0;115.0;159.0;2.5;3.0;4.2
49;Totaal migratieachtergrond;Zuid-Nederland (LD);2005;36509;36283;226.0;100.0;325.0;6.2;2.7;8.9;36509;36283;226.0;123.0;349.0;6.2;3.4;9.5;36283;100.0;123.0;175.0;2.7;3.4;4.8
50;Totaal migratieachtergrond;Zuid-Nederland (LD);2006;36068;35848;220.0;89.0;310.0;6.1;2.5;8.6;36068;35848;220.0;118.0;339.0;6.1;3.3;9.4;35848;89.0;118.0;160.0;2.5;3.3;4.5
51;Totaal migratieachtergrond;Zuid-Nederland (LD);2007;35122;34890;233.0;89.0;321.0;6.6;2.5;9.2;35122;34890;233.0;108.0;341.0;6.6;3.1;9.7;34890;89.0;108.0;145.0;2.5;3.1;4.1
52;Totaal migratieachtergrond;Zuid-Nederland (LD);2008;35575;35379;196.0;84.0;280.0;5.5;2.4;7.9;35575;35379;196.0;116.0;313.0;5.5;3.3;8.8;35379;84.0;116.0;143.0;2.4;3.3;4.0
53;Totaal migratieachtergrond;Zuid-Nederland (LD);2009;35419;35214;205.0;77.0;281.0;5.8;2.2;7.9;35419;35214;205.0;92.0;297.0;5.8;2.6;8.4;35214;77.0;92.0;128.0;2.2;2.6;3.6
54;Totaal migratieachtergrond;Zuid-Nederland (LD);2010;35211;35004;207.0;86.0;293.0;5.9;2.4;8.3;35211;35004;207.0;112.0;320.0;5.9;3.2;9.1;35004;86.0;112.0;147.0;2.4;3.2;4.2
55;Totaal migratieachtergrond;Zuid-Nederland (LD);2011;34357;34157;201.0;85.0;285.0;5.8;2.5;8.3;34357;34157;201.0;105.0;306.0;5.8;3.1;8.9;34157;85.0;105.0;134.0;2.5;3.1;3.9
56;Totaal migratieachtergrond;Zuid-Nederland (LD);2012;33198;33031;167.0;74.0;242.0;5.0;2.3;7.3;33198;33031;167.0;97.0;264.0;5.0;2.9;8.0;33031;74.0;97.0;123.0;2.3;2.9;3.7
57;Totaal migratieachtergrond;Zuid-Nederland (LD);2013;32586;32447;139.0;76.0;215.0;4.3;2.3;6.6;32586;32447;139.0;102.0;241.0;4.3;3.1;7.4;32447;76.0;102.0;127.0;2.3;3.1;3.9
58;Totaal migratieachtergrond;Zuid-Nederland (LD);2014;33106;32945;161.0;76.0;237.0;4.9;2.3;7.2;33106;32945;161.0;105.0;266.0;4.9;3.2;8.0;32945;76.0;105.0;133.0;2.3;3.2;4.1
59;Totaal migratieachtergrond;Zuid-Nederland (LD);2015;32370;32221;150.0;60.0;210.0;4.6;1.9;6.5;32370;32221;150.0;83.0;233.0;4.6;2.6;7.2;32221;60.0;83.0;108.0;1.9;2.6;3.3
60;Totaal migratieachtergrond;Groningen (PV);2004;6037;5990;47.0;6.0;53.0;7.7;1.1;8.8;6037;5990;47.0;7.0;54.0;7.7;1.2;9.0;5990;6.0;7.0;14.0;1.1;1.2;2.4
61;Totaal migratieachtergrond;Groningen (PV);2005;5828;5786;42.0;12.0;54.0;7.2;2.0;9.2;5828;5786;42.0;19.0;61.0;7.2;3.3;10.5;5786;12.0;19.0;28.0;2.0;3.3;4.8
62;Totaal migratieachtergrond;Groningen (PV);2006;5734;5691;43.0;23.0;66.0;7.6;4.0;11.5;5734;5691;43.0;29.0;72.0;7.6;5.1;12.6;5691;23.0;29.0;35.0;4.0;5.1;6.2
63;Totaal migratieachtergrond;Groningen (PV);2007;5720;5677;44.0;24.0;68.0;7.6;4.3;11.8;5720;5677;44.0;33.0;76.0;7.6;5.8;13.3;5677;24.0;33.0;35.0;4.3;5.8;6.2
64;Totaal migratieachtergrond;Groningen (PV);2008;5983;5945;38.0;13.0;51.0;6.4;2.2;8.5;5983;5945;38.0;18.0;56.0;6.4;3.0;9.4;5945;13.0;18.0;22.0;2.2;3.0;3.7
65;Totaal migratieachtergrond;Groningen (PV);2009;5944;5893;52.0;19.0;71.0;8.7;3.2;11.9;5944;5893;52.0;21.0;73.0;8.7;3.5;12.2;5893;19.0;21.0;28.0;3.2;3.5;4.8
66;Totaal migratieachtergrond;Groningen (PV);2010;5736;5700;35.0;17.0;53.0;6.2;3.0;9.2;5736;5700;35.0;23.0;59.0;6.2;4.1;10.3;5700;17.0;23.0;26.0;3.0;4.1;4.6
67;Totaal migratieachtergrond;Groningen (PV);2011;5841;5812;28.0;17.0;45.0;4.8;2.9;7.7;5841;5812;28.0;22.0;50.0;4.8;3.8;8.6;5812;17.0;22.0;25.0;2.9;3.8;4.3
68;Totaal migratieachtergrond;Groningen (PV);2012;5605;5569;36.0;25.0;61.0;6.4;4.6;10.9;5605;5569;36.0;32.0;67.0;6.4;5.7;12.0;5569;25.0;32.0;41.0;4.6;5.7;7.4
69;Totaal migratieachtergrond;Groningen (PV);2013;5317;5284;33.0;16.0;50.0;6.2;3.0;9.4;5317;5284;33.0;23.0;56.0;6.2;4.4;10.5;5284;16.0;23.0;35.0;3.0;4.4;6.6
70;Totaal migratieachtergrond;Groningen (PV);2014;5395;5366;29.0;12.0;40.0;5.3;2.2;7.4;5395;5366;29.0;14.0;42.0;5.3;2.5;7.8;5366;12.0;14.0;24.0;2.2;2.5;4.5
71;Totaal migratieachtergrond;Groningen (PV);2015;5291;5279;12.0;13.0;25.0;2.3;2.5;4.8;5291;5279;12.0;23.0;35.0;2.3;4.4;6.7;5279;13.0;23.0;29.0;2.5;4.4;5.6
72;Totaal migratieachtergrond;Friesland (PV);2004;7679;7619;60.0;23.0;84.0;7.9;3.0;10.9;7679;7619;60.0;34.0;94.0;7.9;4.4;12.2;7619;23.0;34.0;44.0;3.0;4.4;5.8
73;Totaal migratieachtergrond;Friesland (PV);2005;7485;7435;50.0;20.0;70.0;6.7;2.7;9.4;7485;7435;50.0;30.0;81.0;6.7;4.1;10.8;7435;20.0;30.0;37.0;2.7;4.1;5.0
74;Totaal migratieachtergrond;Friesland (PV);2006;7335;7286;49.0;21.0;70.0;6.7;2.9;9.5;7335;7286;49.0;28.0;77.0;6.7;3.8;10.4;7286;21.0;28.0;39.0;2.9;3.8;5.3
75;Totaal migratieachtergrond;Friesland (PV);2007;7156;7113;44.0;21.0;64.0;6.1;2.9;9.0;7156;7113;44.0;32.0;76.0;6.1;4.5;10.6;7113;21.0;32.0;35.0;2.9;4.5;4.9
76;Totaal migratieachtergrond;Friesland (PV);2008;7098;7052;46.0;17.0;63.0;6.5;2.4;8.9;7098;7052;46.0;21.0;67.0;6.5;3.0;9.5;7052;17.0;21.0;26.0;2.4;3.0;3.7
77;Totaal migratieachtergrond;Friesland (PV);2009;7142;7102;40.0;21.0;60.0;5.5;2.9;8.4;7142;7102;40.0;26.0;66.0;5.5;3.7;9.2;7102;21.0;26.0;34.0;2.9;3.7;4.8
78;Totaal migratieachtergrond;Friesland (PV);2010;7026;6974;52.0;14.0;66.0;7.4;2.1;9.4;7026;6974;52.0;24.0;76.0;7.4;3.4;10.8;6974;14.0;24.0;34.0;2.1;3.4;4.9
79;Totaal migratieachtergrond;Friesland (PV);2011;6676;6637;39.0;17.0;56.0;5.8;2.6;8.4;6676;6637;39.0;24.0;62.0;5.8;3.5;9.3;6637;17.0;24.0;30.0;2.6;3.5;4.5
80;Totaal migratieachtergrond;Friesland (PV);2012;6527;6487;40.0;12.0;51.0;6.1;1.8;7.9;6527;6487;40.0;15.0;54.0;6.1;2.3;8.3;6487;12.0;15.0;28.0;1.8;2.3;4.3
81;Totaal migratieachtergrond;Friesland (PV);2013;6290;6254;36.0;19.0;55.0;5.7;3.0;8.7;6290;6254;36.0;22.0;58.0;5.7;3.5;9.2;6254;19.0;22.0;31.0;3.0;3.5;5.0
82;Totaal migratieachtergrond;Friesland (PV);2014;6320;6296;23.0;16.0;39.0;3.7;2.5;6.2;6320;6296;23.0;20.0;43.0;3.7;3.1;6.8;6296;16.0;20.0;27.0;2.5;3.1;4.3
83;Totaal migratieachtergrond;Friesland (PV);2015;6037;6000;38.0;11.0;49.0;6.2;1.9;8.1;6037;6000;38.0;20.0;58.0;6.2;3.4;9.6;6000;11.0;20.0;30.0;1.9;3.4;4.9
84;Totaal migratieachtergrond;Drenthe (PV);2004;5555;5518;37.0;19.0;56.0;6.7;3.4;10.1;5555;5518;37.0;22.0;59.0;6.7;4.0;10.6;5518;19.0;22.0;27.0;3.4;4.0;4.9
85;Totaal migratieachtergrond;Drenthe (PV);2005;5278;5248;30.0;17.0;47.0;5.7;3.2;8.9;5278;5248;30.0;22.0;53.0;5.7;4.3;9.9;5248;17.0;22.0;26.0;3.2;4.3;5.0
86;Totaal migratieachtergrond;Drenthe (PV);2006;5225;5195;30.0;;34.0;5.8;;6.4;5225;5195;30.0;9.0;40.0;5.8;1.8;7.6;5195;;9.0;11.0;;1.8;2.2
87;Totaal migratieachtergrond;Drenthe (PV);2007;4954;4923;31.0;13.0;44.0;6.2;2.7;8.9;4954;4923;31.0;17.0;47.0;6.2;3.4;9.6;4923;13.0;17.0;20.0;2.7;3.4;4.0
88;Totaal migratieachtergrond;Drenthe (PV);2008;4951;4923;28.0;12.0;40.0;5.6;2.5;8.1;4951;4923;28.0;15.0;43.0;5.6;3.1;8.7;4923;12.0;15.0;20.0;2.5;3.1;4.0
89;Totaal migratieachtergrond;Drenthe (PV);2009;5031;5001;30.0;11.0;41.0;6.1;2.1;8.2;5031;5001;30.0;15.0;45.0;6.1;2.9;9.0;5001;11.0;15.0;21.0;2.1;2.9;4.2
90;Totaal migratieachtergrond;Drenthe (PV);2010;4747;4725;21.0;10.0;32.0;4.5;2.2;6.7;4747;4725;21.0;15.0;36.0;4.5;3.1;7.5;4725;10.0;15.0;21.0;2.2;3.1;4.4
91;Totaal migratieachtergrond;Drenthe (PV);2011;4615;4591;24.0;6.0;30.0;5.2;1.3;6.5;4615;4591;24.0;10.0;34.0;5.2;2.2;7.4;4591;6.0;10.0;12.0;1.3;2.2;2.6
92;Totaal migratieachtergrond;Drenthe (PV);2012;4414;4391;22.0;13.0;35.0;5.0;2.9;7.9;4414;4391;22.0;15.0;37.0;5.0;3.3;8.4;4391;13.0;15.0;21.0;2.9;3.3;4.7
93;Totaal migratieachtergrond;Drenthe (PV);2013;4183;4161;21.0;5.0;26.0;5.0;1.2;6.2;4183;4161;21.0;9.0;30.0;5.0;2.2;7.2;4161;5.0;9.0;11.0;1.2;2.2;2.6
94;Totaal migratieachtergrond;Drenthe (PV);2014;4302;4280;22.0;9.0;31.0;5.1;2.2;7.3;4302;4280;22.0;12.0;34.0;5.1;2.9;8.0;4280;9.0;12.0;15.0;2.2;2.9;3.6
95;Totaal migratieachtergrond;Drenthe (PV);2015;4045;4024;21.0;;24.0;5.3;;6.0;4045;4024;21.0;5.0;26.0;5.3;1.3;6.5;4024;;5.0;6.0;;1.3;1.5
96;Totaal migratieachtergrond;Overijssel (PV);2004;14232;14141;91.0;35.0;127.0;6.4;2.5;8.9;14232;14141;91.0;47.0;138.0;6.4;3.3;9.7;14141;35.0;47.0;62.0;2.5;3.3;4.4
97;Totaal migratieachtergrond;Overijssel (PV);2005;14027;13946;81.0;42.0;123.0;5.8;3.0;8.8;14027;13946;81.0;49.0;131.0;5.8;3.5;9.3;13946;42.0;49.0;71.0;3.0;3.5;5.1
98;Totaal migratieachtergrond;Overijssel (PV);2006;13683;13602;81.0;43.0;124.0;6.0;3.1;9.1;13683;13602;81.0;58.0;140.0;6.0;4.3;10.2;13602;43.0;58.0;75.0;3.1;4.3;5.5
99;Totaal migratieachtergrond;Overijssel (PV);2007;13450;13364;87.0;45.0;131.0;6.4;3.4;9.8;13450;13364;87.0;53.0;140.0;6.4;4.0;10.4;13364;45.0;53.0;65.0;3.4;4.0;4.8
100;Totaal migratieachtergrond;Overijssel (PV);2008;13451;13370;82.0;30.0;112.0;6.1;2.2;8.3;13451;13370;82.0;33.0;115.0;6.1;2.5;8.5;13370;30.0;33.0;46.0;2.2;2.5;3.4
101;Totaal migratieachtergrond;Overijssel (PV);2009;13298;13230;68.0;32.0;99.0;5.1;2.4;7.5;13298;13230;68.0;39.0;107.0;5.1;2.9;8.0;13230;32.0;39.0;55.0;2.4;2.9;4.2
102;Totaal migratieachtergrond;Overijssel (PV);2010;13205;13139;67.0;43.0;110.0;5.0;3.3;8.3;13205;13139;67.0;55.0;121.0;5.0;4.2;9.2;13139;43.0;55.0;64.0;3.3;4.2;4.9
103;Totaal migratieachtergrond;Overijssel (PV);2011;12688;12618;70.0;35.0;105.0;5.5;2.8;8.2;12688;12618;70.0;46.0;115.0;5.5;3.6;9.1;12618;35.0;46.0;58.0;2.8;3.6;4.6
104;Totaal migratieachtergrond;Overijssel (PV);2012;12393;12327;66.0;20.0;85.0;5.3;1.6;6.9;12393;12327;66.0;26.0;91.0;5.3;2.1;7.4;12327;20.0;26.0;40.0;1.6;2.1;3.2
105;Totaal migratieachtergrond;Overijssel (PV);2013;12179;12121;58.0;25.0;83.0;4.8;2.1;6.8;12179;12121;58.0;32.0;90.0;4.8;2.6;7.4;12121;25.0;32.0;41.0;2.1;2.6;3.4
106;Totaal migratieachtergrond;Overijssel (PV);2014;12123;12052;70.0;24.0;94.0;5.8;2.0;7.8;12123;12052;70.0;28.0;98.0;5.8;2.3;8.1;12052;24.0;28.0;38.0;2.0;2.3;3.2
107;Totaal migratieachtergrond;Overijssel (PV);2015;11824;11751;73.0;20.0;93.0;6.2;1.7;7.9;11824;11751;73.0;27.0;100.0;6.2;2.3;8.5;11751;20.0;27.0;40.0;1.7;2.3;3.4
108;Totaal migratieachtergrond;Flevoland (PV);2004;5342;5299;43.0;16.0;59.0;8.1;3.0;11.1;5342;5299;43.0;22.0;65.0;8.1;4.1;12.2;5299;16.0;22.0;28.0;3.0;4.1;5.3
109;Totaal migratieachtergrond;Flevoland (PV);2005;5296;5269;27.0;27.0;54.0;5.1;5.2;10.3;5296;5269;27.0;35.0;62.0;5.1;6.6;11.7;5269;27.0;35.0;46.0;5.2;6.6;8.7
110;Totaal migratieachtergrond;Flevoland (PV);2006;5189;5158;31.0;9.0;40.0;5.9;1.8;7.7;5189;5158;31.0;17.0;47.0;5.9;3.2;9.1;5158;9.0;17.0;22.0;1.8;3.2;4.2
111;Totaal migratieachtergrond;Flevoland (PV);2007;5237;5200;36.0;14.0;51.0;7.0;2.8;9.7;5237;5200;36.0;18.0;54.0;7.0;3.4;10.3;5200;14.0;18.0;27.0;2.8;3.4;5.2
112;Totaal migratieachtergrond;Flevoland (PV);2008;5096;5058;38.0;11.0;49.0;7.4;2.2;9.6;5096;5058;38.0;15.0;53.0;7.4;3.0;10.4;5058;11.0;15.0;21.0;2.2;3.0;4.1
113;Totaal migratieachtergrond;Flevoland (PV);2009;5285;5261;24.0;17.0;41.0;4.6;3.2;7.8;5285;5261;24.0;22.0;46.0;4.6;4.2;8.8;5261;17.0;22.0;28.0;3.2;4.2;5.4
114;Totaal migratieachtergrond;Flevoland (PV);2010;5313;5281;31.0;9.0;41.0;5.9;1.8;7.6;5313;5281;31.0;13.0;45.0;5.9;2.5;8.4;5281;9.0;13.0;22.0;1.8;2.5;4.1
