ID;Kenmerken;RegioS;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
1096;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2008;7098;7052;46.0;17.0;63.0;6.5;2.4;8.9;7098;7052;46.0;21.0;67.0;6.5;3.0;9.5;7052;17.0;21.0;26.0;2.4;3.0;3.7
1097;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2009;7142;7102;40.0;21.0;60.0;5.5;2.9;8.4;7142;7102;40.0;26.0;66.0;5.5;3.7;9.2;7102;21.0;26.0;34.0;2.9;3.7;4.8
1098;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2010;7026;6974;52.0;14.0;66.0;7.4;2.1;9.4;7026;6974;52.0;24.0;76.0;7.4;3.4;10.8;6974;14.0;24.0;34.0;2.1;3.4;4.9
1099;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2011;6676;6637;39.0;17.0;56.0;5.8;2.6;8.4;6676;6637;39.0;24.0;62.0;5.8;3.5;9.3;6637;17.0;24.0;30.0;2.6;3.5;4.5
1100;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2012;6527;6487;40.0;12.0;51.0;6.1;1.8;7.9;6527;6487;40.0;15.0;54.0;6.1;2.3;8.3;6487;12.0;15.0;28.0;1.8;2.3;4.3
1101;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2013;6290;6254;36.0;19.0;55.0;5.7;3.0;8.7;6290;6254;36.0;22.0;58.0;5.7;3.5;9.2;6254;19.0;22.0;31.0;3.0;3.5;5.0
1102;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2014;6320;6296;23.0;16.0;39.0;3.7;2.5;6.2;6320;6296;23.0;20.0;43.0;3.7;3.1;6.8;6296;16.0;20.0;27.0;2.5;3.1;4.3
1103;Zwangerschapsduur: Totaal 22 wkn of meer;Friesland (PV);2015;6037;6000;38.0;11.0;49.0;6.2;1.9;8.1;6037;6000;38.0;20.0;58.0;6.2;3.4;9.6;6000;11.0;20.0;30.0;1.9;3.4;4.9
1104;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2004;5555;5518;37.0;19.0;56.0;6.7;3.4;10.1;5555;5518;37.0;22.0;59.0;6.7;4.0;10.6;5518;19.0;22.0;27.0;3.4;4.0;4.9
1105;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2005;5278;5248;30.0;17.0;47.0;5.7;3.2;8.9;5278;5248;30.0;22.0;53.0;5.7;4.3;9.9;5248;17.0;22.0;26.0;3.2;4.3;5.0
1106;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2006;5225;5195;30.0;;34.0;5.8;;6.4;5225;5195;30.0;9.0;40.0;5.8;1.8;7.6;5195;;9.0;11.0;;1.8;2.2
1107;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2007;4954;4923;31.0;13.0;44.0;6.2;2.7;8.9;4954;4923;31.0;17.0;47.0;6.2;3.4;9.6;4923;13.0;17.0;20.0;2.7;3.4;4.0
1108;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2008;4951;4923;28.0;12.0;40.0;5.6;2.5;8.1;4951;4923;28.0;15.0;43.0;5.6;3.1;8.7;4923;12.0;15.0;20.0;2.5;3.1;4.0
1109;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2009;5031;5001;30.0;11.0;41.0;6.1;2.1;8.2;5031;5001;30.0;15.0;45.0;6.1;2.9;9.0;5001;11.0;15.0;21.0;2.1;2.9;4.2
1110;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2010;4747;4725;21.0;10.0;32.0;4.5;2.2;6.7;4747;4725;21.0;15.0;36.0;4.5;3.1;7.5;4725;10.0;15.0;21.0;2.2;3.1;4.4
1111;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2011;4615;4591;24.0;6.0;30.0;5.2;1.3;6.5;4615;4591;24.0;10.0;34.0;5.2;2.2;7.4;4591;6.0;10.0;12.0;1.3;2.2;2.6
1112;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2012;4414;4391;22.0;13.0;35.0;5.0;2.9;7.9;4414;4391;22.0;15.0;37.0;5.0;3.3;8.4;4391;13.0;15.0;21.0;2.9;3.3;4.7
1113;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2013;4183;4161;21.0;5.0;26.0;5.0;1.2;6.2;4183;4161;21.0;9.0;30.0;5.0;2.2;7.2;4161;5.0;9.0;11.0;1.2;2.2;2.6
1114;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2014;4302;4280;22.0;9.0;31.0;5.1;2.2;7.3;4302;4280;22.0;12.0;34.0;5.1;2.9;8.0;4280;9.0;12.0;15.0;2.2;2.9;3.6
1115;Zwangerschapsduur: Totaal 22 wkn of meer;Drenthe (PV);2015;4045;4024;21.0;;24.0;5.3;;6.0;4045;4024;21.0;5.0;26.0;5.3;1.3;6.5;4024;;5.0;6.0;;1.3;1.5
1116;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2004;14232;14141;91.0;35.0;127.0;6.4;2.5;8.9;14232;14141;91.0;47.0;138.0;6.4;3.3;9.7;14141;35.0;47.0;62.0;2.5;3.3;4.4
1117;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2005;14027;13946;81.0;42.0;123.0;5.8;3.0;8.8;14027;13946;81.0;49.0;131.0;5.8;3.5;9.3;13946;42.0;49.0;71.0;3.0;3.5;5.1
1118;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2006;13683;13602;81.0;43.0;124.0;6.0;3.1;9.1;13683;13602;81.0;58.0;140.0;6.0;4.3;10.2;13602;43.0;58.0;75.0;3.1;4.3;5.5
1119;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2007;13450;13364;87.0;45.0;131.0;6.4;3.4;9.8;13450;13364;87.0;53.0;140.0;6.4;4.0;10.4;13364;45.0;53.0;65.0;3.4;4.0;4.8
1120;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2008;13451;13370;82.0;30.0;112.0;6.1;2.2;8.3;13451;13370;82.0;33.0;115.0;6.1;2.5;8.5;13370;30.0;33.0;46.0;2.2;2.5;3.4
1121;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2009;13298;13230;68.0;32.0;99.0;5.1;2.4;7.5;13298;13230;68.0;39.0;107.0;5.1;2.9;8.0;13230;32.0;39.0;55.0;2.4;2.9;4.2
1122;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2010;13205;13139;67.0;43.0;110.0;5.0;3.3;8.3;13205;13139;67.0;55.0;121.0;5.0;4.2;9.2;13139;43.0;55.0;64.0;3.3;4.2;4.9
1123;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2011;12688;12618;70.0;35.0;105.0;5.5;2.8;8.2;12688;12618;70.0;46.0;115.0;5.5;3.6;9.1;12618;35.0;46.0;58.0;2.8;3.6;4.6
1124;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2012;12393;12327;66.0;20.0;85.0;5.3;1.6;6.9;12393;12327;66.0;26.0;91.0;5.3;2.1;7.4;12327;20.0;26.0;40.0;1.6;2.1;3.2
1125;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2013;12179;12121;58.0;25.0;83.0;4.8;2.1;6.8;12179;12121;58.0;32.0;90.0;4.8;2.6;7.4;12121;25.0;32.0;41.0;2.1;2.6;3.4
1126;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2014;12123;12052;70.0;24.0;94.0;5.8;2.0;7.8;12123;12052;70.0;28.0;98.0;5.8;2.3;8.1;12052;24.0;28.0;38.0;2.0;2.3;3.2
1127;Zwangerschapsduur: Totaal 22 wkn of meer;Overijssel (PV);2015;11824;11751;73.0;20.0;93.0;6.2;1.7;7.9;11824;11751;73.0;27.0;100.0;6.2;2.3;8.5;11751;20.0;27.0;40.0;1.7;2.3;3.4
1128;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2004;5342;5299;43.0;16.0;59.0;8.1;3.0;11.1;5342;5299;43.0;22.0;65.0;8.1;4.1;12.2;5299;16.0;22.0;28.0;3.0;4.1;5.3
1129;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2005;5296;5269;27.0;27.0;54.0;5.1;5.2;10.3;5296;5269;27.0;35.0;62.0;5.1;6.6;11.7;5269;27.0;35.0;46.0;5.2;6.6;8.7
1130;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2006;5189;5158;31.0;9.0;40.0;5.9;1.8;7.7;5189;5158;31.0;17.0;47.0;5.9;3.2;9.1;5158;9.0;17.0;22.0;1.8;3.2;4.2
1131;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2007;5237;5200;36.0;14.0;51.0;7.0;2.8;9.7;5237;5200;36.0;18.0;54.0;7.0;3.4;10.3;5200;14.0;18.0;27.0;2.8;3.4;5.2
1132;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2008;5096;5058;38.0;11.0;49.0;7.4;2.2;9.6;5096;5058;38.0;15.0;53.0;7.4;3.0;10.4;5058;11.0;15.0;21.0;2.2;3.0;4.1
1133;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2009;5285;5261;24.0;17.0;41.0;4.6;3.2;7.8;5285;5261;24.0;22.0;46.0;4.6;4.2;8.8;5261;17.0;22.0;28.0;3.2;4.2;5.4
1134;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2010;5313;5281;31.0;9.0;41.0;5.9;1.8;7.6;5313;5281;31.0;13.0;45.0;5.9;2.5;8.4;5281;9.0;13.0;22.0;1.8;2.5;4.1
1135;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2011;5100;5063;37.0;12.0;48.0;7.2;2.3;9.4;5100;5063;37.0;14.0;50.0;7.2;2.7;9.8;5063;12.0;14.0;22.0;2.3;2.7;4.3
1136;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2012;4968;4946;22.0;16.0;38.0;4.5;3.2;7.7;4968;4946;22.0;19.0;41.0;4.5;3.9;8.3;4946;16.0;19.0;25.0;3.2;3.9;5.1
1137;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2013;4681;4657;24.0;15.0;39.0;5.1;3.2;8.3;4681;4657;24.0;23.0;47.0;5.1;4.9;10.0;4657;15.0;23.0;26.0;3.2;4.9;5.6
1138;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2014;4933;4897;37.0;11.0;48.0;7.4;2.3;9.7;4933;4897;37.0;11.0;48.0;7.4;2.3;9.7;4897;11.0;11.0;16.0;2.3;2.3;3.3
1139;Zwangerschapsduur: Totaal 22 wkn of meer;Flevoland (PV);2015;4767;4736;31.0;11.0;42.0;6.5;2.3;8.8;4767;4736;31.0;15.0;46.0;6.5;3.2;9.6;4736;11.0;15.0;17.0;2.3;3.2;3.6
1140;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2004;23658;23500;158.0;69.0;228.0;6.7;2.9;9.6;23658;23500;158.0;86.0;244.0;6.7;3.6;10.3;23500;69.0;86.0;103.0;2.9;3.6;4.4
1141;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2005;22546;22401;145.0;87.0;232.0;6.4;3.9;10.3;22546;22401;145.0;107.0;252.0;6.4;4.8;11.2;22401;87.0;107.0;126.0;3.9;4.8;5.6
1142;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2006;22315;22182;133.0;71.0;204.0;6.0;3.2;9.1;22315;22182;133.0;95.0;229.0;6.0;4.3;10.2;22182;71.0;95.0;110.0;3.2;4.3;5.0
1143;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2007;21537;21407;130.0;59.0;189.0;6.0;2.7;8.8;21537;21407;130.0;75.0;205.0;6.0;3.5;9.5;21407;59.0;75.0;93.0;2.7;3.5;4.4
1144;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2008;22072;21919;153.0;60.0;213.0;6.9;2.7;9.6;22072;21919;153.0;83.0;236.0;6.9;3.8;10.7;21919;60.0;83.0;106.0;2.7;3.8;4.8
1145;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2009;21388;21284;104.0;51.0;156.0;4.9;2.4;7.3;21388;21284;104.0;64.0;168.0;4.9;3.0;7.9;21284;51.0;64.0;96.0;2.4;3.0;4.5
1146;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2010;21151;21054;97.0;62.0;159.0;4.6;2.9;7.5;21151;21054;97.0;70.0;167.0;4.6;3.3;7.9;21054;62.0;70.0;90.0;2.9;3.3;4.3
1147;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2011;20590;20487;103.0;60.0;163.0;5.0;2.9;7.9;20590;20487;103.0;68.0;171.0;5.0;3.3;8.3;20487;60.0;68.0;92.0;2.9;3.3;4.5
1148;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2012;19885;19775;110.0;54.0;163.0;5.5;2.7;8.2;19885;19775;110.0;66.0;176.0;5.5;3.3;8.8;19775;54.0;66.0;83.0;2.7;3.3;4.2
1149;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2013;19714;19623;90.0;49.0;140.0;4.6;2.5;7.1;19714;19623;90.0;59.0;149.0;4.6;3.0;7.6;19623;49.0;59.0;69.0;2.5;3.0;3.5
1150;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2014;19893;19790;103.0;43.0;146.0;5.2;2.2;7.3;19893;19790;103.0;60.0;162.0;5.2;3.0;8.2;19790;43.0;60.0;75.0;2.2;3.0;3.8
1151;Zwangerschapsduur: Totaal 22 wkn of meer;Gelderland (PV);2015;19608;19515;93.0;55.0;148.0;4.7;2.8;7.6;19608;19515;93.0;68.0;161.0;4.7;3.5;8.2;19515;55.0;68.0;78.0;2.8;3.5;4.0
1152;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2004;15821;15720;101.0;68.0;169.0;6.4;4.3;10.7;15821;15720;101.0;79.0;179.0;6.4;5.0;11.3;15720;68.0;79.0;93.0;4.3;5.0;5.9
1153;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2005;15403;15287;116.0;54.0;170.0;7.5;3.6;11.1;15403;15287;116.0;59.0;175.0;7.5;3.8;11.3;15287;54.0;59.0;73.0;3.6;3.8;4.8
1154;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2006;15476;15367;109.0;51.0;161.0;7.1;3.3;10.4;15476;15367;109.0;62.0;171.0;7.1;4.0;11.1;15367;51.0;62.0;71.0;3.3;4.0;4.6
1155;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2007;15477;15386;91.0;36.0;126.0;5.9;2.3;8.2;15477;15386;91.0;50.0;141.0;5.9;3.2;9.1;15386;36.0;50.0;58.0;2.3;3.2;3.8
1156;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2008;15500;15393;106.0;43.0;149.0;6.9;2.8;9.6;15500;15393;106.0;45.0;151.0;6.9;2.9;9.8;15393;43.0;45.0;56.0;2.8;2.9;3.6
1157;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2009;15497;15410;87.0;35.0;122.0;5.6;2.3;7.9;15497;15410;87.0;44.0;131.0;5.6;2.8;8.4;15410;35.0;44.0;54.0;2.3;2.8;3.5
1158;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2010;15448;15385;64.0;37.0;101.0;4.1;2.4;6.5;15448;15385;64.0;46.0;110.0;4.1;3.0;7.1;15385;37.0;46.0;57.0;2.4;3.0;3.7
1159;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2011;14841;14781;60.0;31.0;91.0;4.0;2.1;6.1;14841;14781;60.0;40.0;100.0;4.0;2.7;6.7;14781;31.0;40.0;52.0;2.1;2.7;3.5
1160;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2012;14891;14822;68.0;25.0;93.0;4.6;1.7;6.2;14891;14822;68.0;36.0;104.0;4.6;2.4;7.0;14822;25.0;36.0;49.0;1.7;2.4;3.3
1161;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2013;14330;14252;78.0;22.0;100.0;5.4;1.5;7.0;14330;14252;78.0;34.0;111.0;5.4;2.4;7.7;14252;22.0;34.0;44.0;1.5;2.4;3.1
1162;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2014;14837;14783;55.0;37.0;92.0;3.7;2.5;6.2;14837;14783;55.0;49.0;104.0;3.7;3.3;7.0;14783;37.0;49.0;68.0;2.5;3.3;4.6
1163;Zwangerschapsduur: Totaal 22 wkn of meer;Utrecht (PV);2015;14427;14359;69.0;27.0;96.0;4.7;1.9;6.6;14427;14359;69.0;35.0;104.0;4.7;2.5;7.2;14359;27.0;35.0;51.0;1.9;2.5;3.5
1164;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2004;31761;31577;184.0;74.0;258.0;5.8;2.3;8.1;31761;31577;184.0;102.0;287.0;5.8;3.2;9.0;31577;74.0;102.0;129.0;2.3;3.2;4.1
1165;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2005;31155;30965;190.0;93.0;283.0;6.1;3.0;9.1;31155;30965;190.0;115.0;305.0;6.1;3.7;9.8;30965;93.0;115.0;160.0;3.0;3.7;5.2
1166;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2006;30330;30133;197.0;88.0;285.0;6.5;2.9;9.4;30330;30133;197.0;109.0;306.0;6.5;3.6;10.1;30133;88.0;109.0;137.0;2.9;3.6;4.5
1167;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2007;29845;29674;171.0;86.0;257.0;5.7;2.9;8.6;29845;29674;171.0;107.0;278.0;5.7;3.6;9.3;29674;86.0;107.0;136.0;2.9;3.6;4.6
1168;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2008;30383;30169;213.0;70.0;284.0;7.0;2.3;9.3;30383;30169;213.0;90.0;303.0;7.0;3.0;10.0;30169;70.0;90.0;116.0;2.3;3.0;3.9
1169;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2009;31275;31093;183.0;108.0;290.0;5.8;3.5;9.3;31275;31093;183.0;125.0;308.0;5.8;4.0;9.9;31093;108.0;125.0;161.0;3.5;4.0;5.2
1170;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2010;31541;31364;176.0;75.0;251.0;5.6;2.4;8.0;31541;31364;176.0;98.0;274.0;5.6;3.1;8.7;31364;75.0;98.0;118.0;2.4;3.1;3.8
1171;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2011;30302;30142;159.0;74.0;233.0;5.3;2.5;7.7;30302;30142;159.0;99.0;258.0;5.3;3.3;8.5;30142;74.0;99.0;129.0;2.5;3.3;4.3
1172;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2012;29739;29569;170.0;78.0;247.0;5.7;2.6;8.3;29739;29569;170.0;97.0;267.0;5.7;3.3;9.0;29569;78.0;97.0;134.0;2.6;3.3;4.5
1173;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2013;29265;29122;143.0;77.0;219.0;4.9;2.6;7.5;29265;29122;143.0;93.0;235.0;4.9;3.2;8.0;29122;77.0;93.0;119.0;2.6;3.2;4.1
1174;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2014;29928;29783;145.0;74.0;219.0;4.8;2.5;7.3;29928;29783;145.0;106.0;251.0;4.8;3.6;8.4;29783;74.0;106.0;137.0;2.5;3.6;4.6
1175;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Holland (PV);2015;29596;29451;145.0;57.0;202.0;4.9;1.9;6.8;29596;29451;145.0;78.0;223.0;4.9;2.6;7.5;29451;57.0;78.0;93.0;1.9;2.6;3.2
1176;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2004;42234;41966;268.0;111.0;379.0;6.3;2.7;9.0;42234;41966;268.0;149.0;417.0;6.3;3.6;9.9;41966;111.0;149.0;199.0;2.7;3.6;4.7
1177;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2005;40818;40500;318.0;140.0;458.0;7.8;3.5;11.2;40818;40500;318.0;174.0;491.0;7.8;4.3;12.0;40500;140.0;174.0;208.0;3.5;4.3;5.1
1178;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2006;40385;40136;249.0;108.0;356.0;6.2;2.7;8.8;40385;40136;249.0;136.0;384.0;6.2;3.4;9.5;40136;108.0;136.0;180.0;2.7;3.4;4.5
1179;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2007;39434;39197;237.0;104.0;340.0;6.0;2.7;8.6;39434;39197;237.0;136.0;373.0;6.0;3.5;9.5;39197;104.0;136.0;175.0;2.7;3.5;4.5
1180;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2008;41004;40775;229.0;103.0;332.0;5.6;2.5;8.1;41004;40775;229.0;133.0;362.0;5.6;3.3;8.8;40775;103.0;133.0;168.0;2.5;3.3;4.1
1181;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2009;41003;40770;233.0;81.0;314.0;5.7;2.0;7.7;41003;40770;233.0;122.0;355.0;5.7;3.0;8.7;40770;81.0;122.0;170.0;2.0;3.0;4.2
1182;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2010;41278;41049;229.0;93.0;321.0;5.5;2.3;7.8;41278;41049;229.0;115.0;343.0;5.5;2.8;8.3;41049;93.0;115.0;164.0;2.3;2.8;4.0
1183;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2011;41313;41105;207.0;96.0;303.0;5.0;2.3;7.3;41313;41105;207.0;116.0;324.0;5.0;2.8;7.8;41105;96.0;116.0;152.0;2.3;2.8;3.7
1184;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2012;40775;40542;232.0;69.0;302.0;5.7;1.7;7.4;40775;40542;232.0;101.0;334.0;5.7;2.5;8.2;40542;69.0;101.0;153.0;1.7;2.5;3.8
1185;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2013;39249;39086;163.0;94.0;257.0;4.2;2.4;6.5;39249;39086;163.0;127.0;290.0;4.2;3.2;7.4;39086;94.0;127.0;154.0;2.4;3.2;3.9
1186;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2014;40638;40436;202.0;91.0;294.0;5.0;2.3;7.2;40638;40436;202.0;122.0;324.0;5.0;3.0;8.0;40436;91.0;122.0;150.0;2.3;3.0;3.7
1187;Zwangerschapsduur: Totaal 22 wkn of meer;Zuid-Holland (PV);2015;39377;39167;210.0;81.0;291.0;5.3;2.1;7.4;39377;39167;210.0;111.0;321.0;5.3;2.8;8.2;39167;81.0;111.0;141.0;2.1;2.8;3.6
1188;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2004;4120;4094;26.0;8.0;34.0;6.4;2.0;8.4;4120;4094;26.0;14.0;40.0;6.4;3.4;9.8;4094;8.0;14.0;19.0;2.0;3.4;4.7
1189;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2005;3936;3912;24.0;10.0;35.0;6.2;2.7;8.9;3936;3912;24.0;11.0;36.0;6.2;2.9;9.1;3912;10.0;11.0;13.0;2.7;2.9;3.4
1190;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2006;3828;3800;28.0;;32.0;7.4;;8.2;3828;3800;28.0;;33.0;7.4;;8.5;3800;;;5.0;;;1.3
1191;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2007;3768;3748;21.0;6.0;26.0;5.4;1.6;7.0;3768;3748;21.0;7.0;27.0;5.4;1.9;7.3;3748;6.0;7.0;7.0;1.6;1.9;1.9
1192;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2008;3904;3887;17.0;9.0;27.0;4.5;2.4;6.9;3904;3887;17.0;12.0;29.0;4.5;3.0;7.4;3887;9.0;12.0;14.0;2.4;3.0;3.5
1193;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2009;3730;3709;21.0;6.0;27.0;5.7;1.7;7.4;3730;3709;21.0;6.0;27.0;5.7;1.7;7.4;3709;6.0;6.0;9.0;1.7;1.7;2.5
1194;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2010;3702;3683;18.0;9.0;27.0;4.9;2.5;7.4;3702;3683;18.0;12.0;30.0;4.9;3.3;8.2;3683;9.0;12.0;12.0;2.5;3.3;3.3
1195;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2011;3764;3748;15.0;5.0;21.0;4.1;1.5;5.5;3764;3748;15.0;10.0;25.0;4.1;2.6;6.6;3748;5.0;10.0;13.0;1.5;2.6;3.5
1196;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2012;3634;3620;13.0;5.0;18.0;3.6;1.4;5.0;3634;3620;13.0;8.0;21.0;3.6;2.1;5.7;3620;5.0;8.0;11.0;1.4;2.1;2.9
1197;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2013;3511;3493;18.0;5.0;23.0;5.1;1.4;6.6;3511;3493;18.0;5.0;23.0;5.1;1.4;6.6;3493;5.0;5.0;10.0;1.4;1.4;2.9
1198;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2014;3656;3634;22.0;;25.0;6.1;;6.9;3656;3634;22.0;;26.0;6.1;;7.2;3634;;;8.0;;;2.3
1199;Zwangerschapsduur: Totaal 22 wkn of meer;Zeeland (PV);2015;3614;3602;12.0;;15.0;3.3;;4.1;3614;3602;12.0;;15.0;3.3;;4.1;3602;;;;;;
1200;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Brabant (PV);2004;27658;27484;174.0;70.0;244.0;6.3;2.5;8.8;27658;27484;174.0;88.0;262.0;6.3;3.2;9.5;27484;70.0;88.0;113.0;2.5;3.2;4.1
1201;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Brabant (PV);2005;26433;26276;157.0;79.0;237.0;5.9;3.0;9.0;26433;26276;157.0;94.0;251.0;5.9;3.6;9.5;26276;79.0;94.0;129.0;3.0;3.6;4.9
1202;Zwangerschapsduur: Totaal 22 wkn of meer;Noord-Brabant (PV);2006;26174;26016;158.0;57.0;216.0;6.1;2.2;8.2;26174;26016;158.0;80.0;239.0;6.1;3.1;9.1;26016;57.0;80.0;108.0;2.2;3.1;4.1
