ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
291;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2016/'17;1480;1380;93.0
292;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2017/'18;1600;1500;94.0
293;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2018/'19;1480;1420;95.0
294;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2019/'20;1400;1390;99.0
295;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2020/'21;1460;1410;97.0
296;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2021/'22;1330;1260;95.0
297;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2022/'23;1260;1100;87.0
298;Totaal mannen en vrouwen;Vmbo;Utrecht (gemeente);2023/'24;1340;1180;88.0
299;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2011/'12;9640;8600;89.0
300;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2012/'13;10210;9170;90.0
301;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2013/'14;10670;9750;91.0
302;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2014/'15;10940;10140;93.0
303;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2015/'16;11320;10580;94.0
304;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2016/'17;11200;10400;93.0
305;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2017/'18;11070;10200;92.0
306;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2018/'19;10720;9890;92.0
307;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2019/'20;10530;10440;99.0
308;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2020/'21;10380;9990;96.0
309;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2021/'22;9580;9160;96.0
310;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2022/'23;9270;8180;88.0
311;Totaal mannen en vrouwen;Vmbo;Vier grootste gemeenten (G4);2023/'24;9990;9000;90.0
312;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;16330;14950;92.0
313;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;17710;16240;92.0
314;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;19040;17680;93.0
315;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;21240;20060;94.0
316;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;22200;21010;95.0
317;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;22530;21180;94.0
318;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;22070;20560;93.0
319;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;21580;20270;94.0
320;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;21010;20840;99.0
321;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;20710;20140;97.0
322;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;19700;19070;97.0
323;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;19240;17740;92.0
324;Totaal mannen en vrouwen;Vmbo;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;20580;19170;93.0
325;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2011/'12;70650;65650;93.0
326;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2012/'13;71780;67170;94.0
327;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2013/'14;72050;68700;95.0
328;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2014/'15;73020;69890;96.0
329;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2015/'16;74350;71120;96.0
330;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2016/'17;75110;71420;95.0
331;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2017/'18;72790;69010;95.0
332;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2018/'19;70900;67410;95.0
333;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2019/'20;68350;67950;99.0
334;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2020/'21;62800;61560;98.0
335;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2021/'22;59540;58090;98.0
336;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2022/'23;58130;54560;94.0
337;Totaal mannen en vrouwen;Vmbo;Gemeenten < 100 000 inwoners;2023/'24;60980;57560;94.0
338;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2011/'12;200;190;94.0
339;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2012/'13;190;170;92.0
340;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2013/'14;220;210;95.0
341;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2014/'15;200;190;
342;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2015/'16;200;190;93.0
343;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2016/'17;210;200;93.0
344;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2017/'18;200;190;
345;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2018/'19;200;190;
346;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2019/'20;200;200;
347;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2020/'21;210;200;98.0
348;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2021/'22;190;180;95.0
349;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2022/'23;210;190;91.0
350;Totaal mannen en vrouwen;Vmbo;"Gemeenten; niet in te delen";2023/'24;220;210;93.0
351;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2011/'12;46520;43970;95.0
352;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2012/'13;46590;44070;95.0
353;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2013/'14;47560;45510;96.0
354;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2014/'15;49120;47210;96.0
355;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2015/'16;50340;48590;97.0
356;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2016/'17;50520;48890;97.0
357;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2017/'18;48890;47050;96.0
358;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2018/'19;46490;44900;97.0
359;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2019/'20;44400;44160;99.0
360;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2020/'21;42040;41690;99.0
361;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2021/'22;39540;39120;99.0
362;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2022/'23;37750;35810;95.0
363;Totaal mannen en vrouwen;Vmbo-b/k totaal;Nederland;2023/'24;40660;39160;96.0
364;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2011/'12;5280;5060;96.0
365;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2012/'13;5380;5110;95.0
366;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2013/'14;5480;5240;96.0
367;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2014/'15;5970;5760;96.0
368;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2015/'16;6000;5790;96.0
369;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2016/'17;5910;5710;97.0
370;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2017/'18;5600;5400;97.0
371;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2018/'19;5480;5290;97.0
372;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2019/'20;5160;5140;100.0
373;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2020/'21;4790;4760;99.0
374;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2021/'22;4360;4310;99.0
375;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2022/'23;4200;4040;96.0
376;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Nederland (LD);2023/'24;4790;4650;97.0
377;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2011/'12;11300;10630;94.0
378;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2012/'13;11330;10690;94.0
379;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2013/'14;11730;11210;96.0
380;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2014/'15;11980;11520;96.0
381;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2015/'16;12430;11990;96.0
382;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2016/'17;12870;12490;97.0
383;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2017/'18;12470;12050;97.0
384;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2018/'19;11970;11570;97.0
385;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2019/'20;11390;11320;99.0
386;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2020/'21;10740;10660;99.0
387;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2021/'22;10170;10070;99.0
388;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2022/'23;9880;9390;95.0
389;Totaal mannen en vrouwen;Vmbo-b/k totaal;Oost-Nederland (LD);2023/'24;10320;9900;96.0
390;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2011/'12;20350;19210;94.0
391;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2012/'13;20530;19370;94.0
392;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2013/'14;20840;19860;95.0
393;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2014/'15;21500;20550;96.0
394;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2015/'16;22010;21230;96.0
395;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2016/'17;21960;21200;97.0
396;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2017/'18;21460;20580;96.0
397;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2018/'19;20010;19270;96.0
398;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2019/'20;19000;18890;99.0
399;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2020/'21;18310;18150;99.0
400;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2021/'22;17180;16990;99.0
401;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2022/'23;16160;15230;94.0
402;Totaal mannen en vrouwen;Vmbo-b/k totaal;West-Nederland (LD);2023/'24;17340;16670;96.0
403;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2011/'12;9490;8980;95.0
404;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2012/'13;9250;8810;95.0
405;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2013/'14;9410;9110;97.0
406;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2014/'15;9580;9300;97.0
407;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2015/'16;9800;9490;97.0
408;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2016/'17;9680;9390;97.0
409;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2017/'18;9280;8940;96.0
410;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2018/'19;8960;8680;97.0
411;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2019/'20;8770;8730;100.0
412;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2020/'21;8090;8020;99.0
413;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2021/'22;7760;7680;99.0
414;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2022/'23;7420;7070;95.0
415;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Nederland (LD);2023/'24;8110;7850;97.0
416;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2011/'12;100;100;
417;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2012/'13;100;90;
418;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2013/'14;100;100;
419;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2014/'15;90;90;
420;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2015/'16;100;90;
421;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2016/'17;90;90;
422;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2017/'18;80;80;
423;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2018/'19;90;80;
424;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2019/'20;90;90;
425;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2020/'21;100;100;100.0
426;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2021/'22;70;70;96.0
427;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2022/'23;90;90;98.0
428;Totaal mannen en vrouwen;Vmbo-b/k totaal;Niet in te delen (LD);2023/'24;100;90;94.0
429;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2011/'12;1550;1470;95.0
430;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2012/'13;1590;1500;95.0
431;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2013/'14;1620;1550;96.0
432;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2014/'15;1760;1690;96.0
433;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2015/'16;1760;1690;96.0
434;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2016/'17;1780;1720;97.0
435;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2017/'18;1640;1580;96.0
436;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2018/'19;1620;1560;96.0
437;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2019/'20;1450;1450;
438;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2020/'21;1360;1360;100.0
439;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2021/'22;1230;1220;99.0
440;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2022/'23;1210;1170;96.0
441;Totaal mannen en vrouwen;Vmbo-b/k totaal;Groningen (PV);2023/'24;1320;1280;97.0
442;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2011/'12;2060;1980;96.0
443;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2012/'13;2120;2000;95.0
444;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2013/'14;2150;2060;96.0
445;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2014/'15;2260;2180;97.0
446;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2015/'16;2380;2290;96.0
447;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2016/'17;2260;2190;97.0
448;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2017/'18;2160;2080;96.0
449;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2018/'19;2120;2040;97.0
450;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2019/'20;2010;2010;
451;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2020/'21;1850;1830;99.0
452;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2021/'22;1680;1660;99.0
453;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2022/'23;1630;1550;95.0
454;Totaal mannen en vrouwen;Vmbo-b/k totaal;Fryslân (PV);2023/'24;1870;1810;97.0
455;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2011/'12;1670;1610;96.0
456;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2012/'13;1670;1610;96.0
457;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2013/'14;1710;1630;96.0
458;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2014/'15;1950;1890;97.0
459;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2015/'16;1860;1810;97.0
460;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2016/'17;1870;1810;96.0
461;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2017/'18;1790;1740;97.0
462;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2018/'19;1740;1690;97.0
463;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2019/'20;1690;1690;
464;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2020/'21;1590;1570;99.0
465;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2021/'22;1450;1440;99.0
466;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2022/'23;1350;1320;97.0
467;Totaal mannen en vrouwen;Vmbo-b/k totaal;Drenthe (PV);2023/'24;1610;1550;97.0
468;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2011/'12;3760;3520;94.0
469;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2012/'13;3810;3590;94.0
470;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2013/'14;4030;3870;96.0
471;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2014/'15;4140;3970;96.0
472;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2015/'16;4360;4180;96.0
473;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2016/'17;4420;4300;97.0
474;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2017/'18;4180;4040;96.0
475;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2018/'19;4050;3870;96.0
476;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2019/'20;3960;3920;99.0
477;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2020/'21;3730;3700;99.0
478;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2021/'22;3510;3470;99.0
479;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2022/'23;3350;3190;95.0
480;Totaal mannen en vrouwen;Vmbo-b/k totaal;Overijssel (PV);2023/'24;3530;3410;97.0
481;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2011/'12;1560;1500;96.0
482;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2012/'13;1540;1460;95.0
483;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2013/'14;1580;1490;94.0
484;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2014/'15;1530;1480;97.0
485;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2015/'16;1600;1550;97.0
486;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2016/'17;1690;1640;97.0
487;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2017/'18;1670;1620;97.0
488;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2018/'19;1500;1470;98.0
489;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2019/'20;1470;1470;
490;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2020/'21;1410;1400;100.0
491;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2021/'22;1360;1340;99.0
492;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2022/'23;1390;1330;96.0
493;Totaal mannen en vrouwen;Vmbo-b/k totaal;Flevoland (PV);2023/'24;1360;1280;94.0
494;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2011/'12;5980;5610;94.0
495;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2012/'13;5990;5640;94.0
496;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2013/'14;6110;5850;96.0
497;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2014/'15;6310;6060;96.0
498;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2015/'16;6480;6260;97.0
499;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2016/'17;6770;6550;97.0
500;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2017/'18;6620;6390;97.0
501;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2018/'19;6420;6230;97.0
502;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2019/'20;5960;5930;99.0
503;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2020/'21;5610;5560;99.0
504;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2021/'22;5310;5260;99.0
505;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2022/'23;5150;4870;94.0
506;Totaal mannen en vrouwen;Vmbo-b/k totaal;Gelderland (PV);2023/'24;5430;5210;96.0
507;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2011/'12;2910;2730;94.0
508;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2012/'13;2640;2500;95.0
509;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2013/'14;2910;2780;96.0
510;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2014/'15;3060;2930;96.0
511;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2015/'16;3260;3180;98.0
512;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2016/'17;3300;3180;96.0
513;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2017/'18;3410;3290;97.0
514;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2018/'19;3170;3080;97.0
515;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2019/'20;3160;3130;99.0
516;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2020/'21;2950;2930;99.0
517;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2021/'22;2710;2670;98.0
518;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2022/'23;2600;2430;93.0
519;Totaal mannen en vrouwen;Vmbo-b/k totaal;Utrecht (PV);2023/'24;2780;2630;95.0
520;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2011/'12;6690;6300;94.0
521;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2012/'13;6870;6490;94.0
522;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2013/'14;7030;6710;95.0
523;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2014/'15;7260;6900;95.0
524;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2015/'16;7530;7260;96.0
525;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2016/'17;7430;7160;96.0
526;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2017/'18;7130;6810;95.0
527;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2018/'19;6530;6210;95.0
528;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2019/'20;6180;6150;100.0
529;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2020/'21;5870;5800;99.0
530;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2021/'22;5460;5400;99.0
531;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2022/'23;4990;4650;93.0
532;Totaal mannen en vrouwen;Vmbo-b/k totaal;Noord-Holland (PV);2023/'24;5420;5180;95.0
533;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2011/'12;9420;8910;95.0
534;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2012/'13;9680;9110;94.0
535;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2013/'14;9560;9090;95.0
536;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2014/'15;9870;9470;96.0
537;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2015/'16;9830;9440;96.0
538;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2016/'17;10010;9660;97.0
539;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2017/'18;9890;9480;96.0
540;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2018/'19;9320;9010;97.0
541;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2019/'20;8730;8680;99.0
542;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2020/'21;8630;8560;99.0
543;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2021/'22;8150;8060;99.0
544;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2022/'23;7770;7380;95.0
545;Totaal mannen en vrouwen;Vmbo-b/k totaal;Zuid-Holland (PV);2023/'24;8280;8010;97.0
