ID;Regiokenmerken;Perioden;TotaalGemeentelijkeHeffingen_1;TotaalBelastingen_2;OnroerendeZaakbelastingGebruikers_3;OnroerendeZaakbelastingEigenaren_4;Hondenbelasting_5;Toeristenbelasting_6;Reclamebelasting_7;Baatbelasting_8;Forensenbelasting_9;Parkeerbelasting_10;Precariobelasting_11;RoerendeWoonEnBedrijfsrBelastingen_12;TotaalRetributies_13;RioolheffingGecombineerd_14;RioolheffingHuishoudelijkBedrijfafval_15;RioolheffingGrondEnHemelwater_16;ReinigingsrechtenEnAfvalstoffenheffing_17;Begraafplaatsrechten_18;Bouwvergunningen_19;SecretarielegesBurgerzaken_20;Marktgelden_21;TotaalGemeentelijkeHeffingen_22;TotaalBelastingen_23;OnroerendeZaakbelastingGebruikers_24;OnroerendeZaakbelastingEigenaren_25;Hondenbelasting_26;Toeristenbelasting_27;Reclamebelasting_28;Baatbelasting_29;Forensenbelasting_30;Parkeerbelasting_31;Precariobelasting_32;RoerendeWoonEnBedrijfsrBelastingen_33;TotaalRetributies_34;RioolheffingGecombineerd_35;RioolheffingHuishoudelijkBedrijfafval_36;RioolheffingGrondEnHemelwater_37;ReinigingsrechtenEnAfvalstoffenheffing_38;Begraafplaatsrechten_39;Bouwvergunningen_40;SecretarielegesBurgerzaken_41;Marktgelden_42
13;Noord-Nederland (LD);2004;685;375;147;189;3;11;0;0;3;21;1;0;310;86;;;179;;28;16;;404;221;87;111;2;6;0;0;2;12;1;0;182;51;;;106;;17;9;
14;Noord-Nederland (LD);2005;729;400;155;201;3;12;0;0;3;23;1;0;330;93;;;189;;30;17;;429;235;91;118;1;7;0;0;2;14;1;0;194;55;;;111;;18;10;
15;Noord-Nederland (LD);2006;660;312;53;207;3;12;0;0;4;31;1;0;349;105;;;191;;35;18;;388;183;31;121;2;7;0;0;2;18;1;0;205;62;;;112;;20;10;
16;Noord-Nederland (LD);2007;671;304;50;207;3;13;1;1;4;25;1;0;366;122;;;186;;38;21;;394;179;29;122;2;8;0;1;2;15;1;0;215;72;;;109;;22;12;
17;Noord-Nederland (LD);2008;708;320;51;220;3;14;0;1;4;26;1;0;388;128;0.0;0.0;183;10.0;42;23;2.0;415;187;30;129;2;8;0;1;2;15;1;0;228;75;0.0;0.0;107;6.0;25;13;1.0
18;Noord-Nederland (LD);2009;743;340;54;233;3;15;0;1;4;28;1;0;403;121;14.0;0.0;182;11.0;47;25;2.0;435;199;32;136;2;9;0;1;2;16;1;0;236;71;8.0;0.0;107;6.0;27;15;1.0
19;Noord-Nederland (LD);2010;761;353;56;242;3;16;0;0;4;30;1;0;408;121;20.0;2.0;183;11.0;43;26;2.0;444;206;33;141;2;10;0;0;3;17;1;0;238;70;11.0;1.0;107;7.0;25;15;1.0
20;Noord-Nederland (LD);2011;783;369;58;252;2;17;1;0;5;31;1;0;414;140;6.0;2.0;183;12.0;42;28;2.0;456;215;34;147;1;10;0;0;3;18;1;0;241;82;4.0;1.0;106;7.0;24;16;1.0
21;Noord-Nederland (LD);2012;820;398;64;270;3;18;1;0;5;32;5;0;421;154;3.0;2.0;179;12.0;41;28;2.0;477;232;37;157;1;11;1;0;3;19;3;0;245;90;2.0;1.0;104;7.0;24;16;1.0
22;Noord-Nederland (LD);2013;836;414;67;282;3;19;1;0;6;30;6;0;422;144;17.0;2.0;179;12.0;39;27;2.0;486;241;39;164;2;11;1;0;3;18;4;0;246;84;10.0;1.0;104;7.0;23;16;1.0
23;Noord-Nederland (LD);2014;848;432;70;293;3;20;1;0;6;31;8;0;416;160;3.0;2.0;174;13.0;36;27;2.0;494;252;41;170;1;12;1;0;3;18;5;0;242;93;2.0;1.0;101;7.0;21;16;1.0
24;Noord-Nederland (LD);2015;867;448;71;304;3;21;1;0;6;30;11;0;419;167;;;175;13.0;35;27;2.0;504;260;41;177;2;12;1;0;4;17;7;0;244;97;;;102;7.0;20;16;1.0
25;Noord-Nederland (LD);2016;879;465;73;314;3;22;1;0;6;30;15;0;415;167;;;171;13.0;34;28;2.0;512;270;43;183;2;13;1;0;4;17;9;0;241;97;;;100;7.0;20;16;1.0
26;Oost-Nederland (LD);2004;1327;772;302;382;12;12;0;1;5;57;2;0;556;157;;;291;;72;35;;387;225;88;111;3;3;0;0;1;17;1;0;162;46;;;85;;21;10;
27;Oost-Nederland (LD);2005;1400;805;314;397;13;12;0;1;5;60;2;0;596;180;;;298;;78;39;;407;234;91;115;4;4;0;0;1;17;1;0;173;52;;;87;;23;11;
28;Oost-Nederland (LD);2006;1254;613;100;418;13;13;0;1;5;60;3;0;641;208;;;306;;86;41;;363;177;29;121;4;4;0;0;1;17;1;0;185;60;;;89;;25;12;
29;Oost-Nederland (LD);2007;1301;636;101;439;14;13;1;1;5;60;3;0;665;222;;;307;;91;45;;375;183;29;127;4;4;0;0;2;17;1;0;192;64;;;88;;26;13;
30;Oost-Nederland (LD);2008;1392;668;105;465;14;14;0;0;5;60;3;0;724;239;0.0;0.0;307;22.0;102;49;5.0;400;192;30;134;4;4;0;0;2;17;1;0;208;69;0.0;0.0;88;6.0;29;14;1.0
31;Oost-Nederland (LD);2009;1461;710;111;493;15;15;1;0;6;66;4;0;751;251;0.0;0.0;312;22.0;107;54;5.0;418;203;32;141;4;4;0;0;2;19;1;0;215;72;0.0;0.0;89;6.0;31;15;2.0
32;Oost-Nederland (LD);2010;1510;745;115;515;15;16;4;0;6;69;4;0;766;260;4.0;0.0;313;23.0;104;57;6.0;429;212;33;146;4;4;1;0;2;20;1;0;218;74;1.0;0.0;89;7.0;29;16;2.0
33;Oost-Nederland (LD);2011;1546;773;121;533;15;17;4;0;6;71;4;0;773;266;4.0;0.0;316;24.0;99;59;6.0;438;219;34;151;4;5;1;0;2;20;1;0;219;75;1.0;0.0;89;7.0;28;17;2.0
34;Oost-Nederland (LD);2012;1599;816;127;561;15;19;5;0;7;77;6;0;783;278;4.0;0.0;314;25.0;97;58;5.0;451;230;36;158;4;5;1;0;2;22;2;0;221;78;1.0;0.0;89;7.0;27;16;2.0
35;Oost-Nederland (LD);2013;1636;859;132;593;16;20;4;0;7;79;8;0;777;288;5.0;0.0;306;25.0;90;58;5.0;460;242;37;167;4;6;1;0;2;22;2;0;219;81;1.0;0.0;86;7.0;25;16;2.0
36;Oost-Nederland (LD);2014;1658;886;136;614;16;20;5;0;7;77;11;0;772;297;5.0;0.0;302;25.0;80;58;5.0;466;249;38;172;4;6;1;0;2;22;3;0;217;83;1.0;0.0;85;7.0;22;16;2.0
37;Oost-Nederland (LD);2015;1705;928;137;644;16;21;5;0;7;75;21;0;777;312;;;300;26.0;76;58;5.0;478;260;38;181;4;6;1;0;2;21;6;0;218;87;;;84;7.0;21;16;1.0
38;Oost-Nederland (LD);2016;1753;969;132;674;15;22;6;0;7;75;37;0;785;319;;;297;26.0;77;61;5.0;489;270;37;188;4;6;2;0;2;21;10;0;219;89;;;83;7.0;21;17;1.0
39;West-Nederland (LD);2004;3476;2051;740;926;22;65;10;1;10;221;56;1;1425;397;;;764;;169;95;;459;271;98;122;3;9;1;0;1;29;7;0;188;52;;;101;;22;13;
40;West-Nederland (LD);2005;3641;2134;756;958;23;68;9;1;10;241;67;1;1507;424;;;785;;195;103;;479;281;100;126;3;9;1;0;1;32;9;0;198;56;;;103;;26;14;
41;West-Nederland (LD);2006;3256;1703;275;995;24;65;11;1;11;247;72;2;1553;458;;;792;;199;104;;427;223;36;131;3;9;1;0;1;32;9;0;204;60;;;104;;26;14;
42;West-Nederland (LD);2007;3419;1768;273;1035;24;67;11;1;12;273;73;2;1650;498;;;828;;214;110;;448;231;36;135;3;9;1;0;2;36;10;0;216;65;;;108;;28;15;
43;West-Nederland (LD);2008;3696;1854;279;1063;25;69;8;1;12;313;83;2;1842;537;0.0;0.0;861;57.0;242;125;19.0;482;242;36;139;3;9;1;0;2;41;11;0;240;70;0.0;0.0;112;7.0;32;16;2.0
44;West-Nederland (LD);2009;3898;1954;291;1106;25;77;10;0;13;341;89;2;1944;576;0.0;0.0;889;61.0;265;134;19.0;505;253;38;143;3;10;1;0;2;44;12;0;252;75;0.0;0.0;115;8.0;34;17;2.0
45;West-Nederland (LD);2010;3942;1982;293;1141;26;76;11;0;13;366;56;1;1960;606;1.0;0.0;892;61.0;242;141;18.0;507;255;38;147;3;10;1;0;2;47;7;0;252;78;0.0;0.0;115;8.0;31;18;2.0
46;West-Nederland (LD);2011;4053;2063;304;1171;25;78;11;0;13;373;83;2;1990;628;3.0;1.0;887;64.0;242;146;19.0;518;263;39;150;3;10;1;0;2;48;11;0;254;80;0.0;0.0;113;8.0;31;19;2.0
47;West-Nederland (LD);2012;4199;2174;320;1230;27;85;12;0;14;396;89;2;2025;657;4.0;1.0;904;65.0;228;146;19.0;533;276;41;156;3;11;1;0;2;50;11;0;257;83;1.0;0.0;115;8.0;29;18;2.0
48;West-Nederland (LD);2013;4364;2311;340;1296;29;94;12;0;15;426;96;2;2053;681;4.0;1.0;918;68.0;215;147;20.0;551;292;43;164;4;12;2;0;2;54;12;0;259;86;1.0;0.0;116;9.0;27;19;2.0
49;West-Nederland (LD);2014;4435;2396;348;1345;29;99;10;0;15;442;107;2;2039;694;4.0;1.0;919;69.0;190;143;20.0;558;301;44;169;4;12;1;0;2;56;13;0;257;87;1.0;0.0;116;9.0;24;18;2.0
50;West-Nederland (LD);2015;4506;2462;364;1377;29;100;12;0;16;449;114;1;2044;716;;;905;70.0;189;143;20.0;563;308;45;172;4;13;2;0;2;56;14;0;255;89;;;113;9.0;24;18;3.0
51;West-Nederland (LD);2016;4628;2560;373;1419;27;112;8;0;15;460;145;1;2068;734;;;901;73.0;191;148;21.0;574;318;46;176;3;14;1;0;2;57;18;0;257;91;;;112;9.0;24;18;3.0
52;Zuid-Nederland (LD);2004;1463;780;296;374;11;19;0;1;1;74;4;0;683;214;;;358;;73;38;;413;220;84;105;3;5;0;0;0;21;1;0;193;60;;;101;;21;11;
53;Zuid-Nederland (LD);2005;1525;824;314;393;12;20;0;1;1;78;5;0;701;226;;;361;;75;39;;430;232;88;111;3;6;0;0;0;22;1;0;198;64;;;102;;21;11;
54;Zuid-Nederland (LD);2006;1362;635;103;412;13;20;0;1;1;78;7;0;726;235;;;362;;86;43;;384;179;29;116;4;6;0;0;0;22;2;0;205;66;;;102;;24;12;
55;Zuid-Nederland (LD);2007;1420;661;101;430;13;21;0;1;1;87;8;0;759;251;;;364;;96;48;;400;186;28;121;4;6;0;0;0;25;2;0;214;71;;;103;;27;14;
56;Zuid-Nederland (LD);2008;1503;694;103;452;14;22;1;1;1;95;5;0;809;263;0.0;0.0;381;9.0;101;50;5.0;424;196;29;127;4;6;0;0;0;27;1;0;228;74;0.0;0.0;107;2.0;28;14;1.0
57;Zuid-Nederland (LD);2009;1571;724;108;472;14;23;1;1;1;98;5;0;846;280;1.0;1.0;384;9.0;111;55;5.0;442;204;30;133;4;6;0;0;0;28;2;0;238;79;0.0;0.0;108;3.0;31;16;1.0
58;Zuid-Nederland (LD);2010;1598;749;111;488;14;24;3;1;1;101;5;0;849;288;1.0;1.0;384;9.0;105;57;5.0;448;210;31;137;4;7;1;0;0;28;1;0;238;81;0.0;0.0;108;3.0;29;16;1.0
59;Zuid-Nederland (LD);2011;1639;783;118;508;15;26;3;0;1;106;5;0;856;299;1.0;1.0;380;9.0;102;59;5.0;458;219;33;142;4;7;1;0;0;30;2;0;239;84;0.0;0.0;106;3.0;29;16;1.0
60;Zuid-Nederland (LD);2012;1685;828;124;537;16;27;4;0;1;112;5;0;857;310;1.0;1.0;370;9.0;101;59;5.0;470;231;35;150;5;8;1;0;0;31;2;0;239;86;0.0;0.0;103;3.0;28;16;1.0
61;Zuid-Nederland (LD);2013;1717;864;131;567;17;29;4;0;1;109;6;0;853;320;1.0;1.0;363;9.0;93;60;5.0;478;240;36;158;5;8;1;0;0;30;2;0;237;89;0.0;0.0;101;3.0;26;17;1.0
62;Zuid-Nederland (LD);2014;1737;900;137;592;17;30;5;0;1;110;6;0;837;327;1.0;1.0;349;9.0;85;60;5.0;482;250;38;164;5;8;1;0;0;31;2;0;233;91;0.0;0.0;97;3.0;24;17;1.0
63;Zuid-Nederland (LD);2015;1765;929;141;614;17;32;5;0;1;112;7;0;836;335;;;343;9.0;82;61;5.0;489;258;39;170;5;9;1;0;0;31;2;0;232;93;;;95;3.0;23;17;1.0
64;Zuid-Nederland (LD);2016;1795;948;142;631;17;33;6;0;1;110;7;0;848;343;;;344;9.0;81;66;5.0;497;262;39;174;5;9;2;0;0;30;2;0;234;95;;;95;3.0;22;18;1.0
65;Groningen (PV);2004;239;131;53;68;1;1;0;0;0;7;0;0;108;32;;;61;;10;5;;417;228;93;118;2;1;0;0;0;13;1;0;189;55;;;107;;18;9;
66;Groningen (PV);2005;254;140;57;72;1;1;0;0;0;9;0;0;114;35;;;63;;10;6;;442;244;99;126;2;1;0;0;0;15;1;0;198;62;;;109;;18;10;
67;Groningen (PV);2006;235;114;21;75;1;1;0;0;0;16;0;0;120;40;;;62;;13;6;;409;199;36;130;2;1;0;0;1;27;1;0;209;70;;;107;;22;11;
68;Groningen (PV);2007;235;110;21;77;1;1;0;0;0;9;0;0;126;42;;;62;;14;8;;410;191;36;134;2;1;0;0;0;16;1;0;219;74;;;107;;24;13;
69;Groningen (PV);2008;251;115;22;81;1;1;0;0;0;9;0;0;136;45;0.0;0.0;63;4.0;16;8;1.0;437;200;38;141;2;2;0;0;0;15;1;0;238;78;0.0;0.0;110;6.0;28;14;1.0
70;Groningen (PV);2009;264;122;24;85;1;1;0;0;0;9;0;0;143;33;14.0;0.0;63;4.0;17;9;1.0;460;212;41;148;2;2;0;0;0;16;1;0;248;58;25.0;0.0;110;7.0;30;16;2.0
71;Groningen (PV);2010;270;126;25;89;1;1;0;0;0;9;0;0;144;36;14.0;0.0;63;4.0;16;9;1.0;468;219;43;154;2;2;0;0;0;16;1;0;249;63;24.0;0.0;110;7.0;28;16;2.0
72;Groningen (PV);2011;278;133;26;93;1;1;0;0;0;10;0;0;145;50;0.0;0.0;64;4.0;15;10;1.0;480;230;45;161;2;3;0;0;0;17;1;0;250;87;0.0;0.0;111;7.0;27;17;2.0
73;Groningen (PV);2012;292;146;30;102;1;2;0;0;0;10;1;0;147;53;0.0;0.0;64;4.0;15;10;1.0;504;251;51;175;2;3;0;0;0;16;2;0;253;91;0.0;0.0;110;7.0;26;17;2.0
74;Groningen (PV);2013;299;152;31;106;1;2;0;0;0;9;1;0;148;40;14.0;0.0;64;4.0;14;10;1.0;514;261;54;183;2;3;1;0;0;15;2;0;254;70;24.0;0.0;110;7.0;24;17;2.0
75;Groningen (PV);2014;302;157;33;110;1;2;0;0;0;9;1;0;145;56;0.0;0.0;61;4.0;14;10;1.0;519;270;57;188;2;4;1;0;0;15;2;0;250;95;0.0;0.0;105;7.0;24;17;1.0
76;Groningen (PV);2015;309;162;33;115;1;2;0;0;0;8;2;0;147;57;;;62;4.0;14;10;1.0;529;278;56;197;2;4;1;0;1;14;4;0;252;97;;;106;7.0;23;17;1.0
77;Groningen (PV);2016;313;168;34;119;1;2;1;0;0;9;2;0;145;56;;;61;4.0;13;10;1.0;536;288;58;204;2;4;1;0;1;15;4;0;248;96;;;105;7.0;22;17;1.0
78;Friesland (PV);2004;254;143;54;71;1;7;0;0;2;7;0;0;110;27;;;67;;10;6;;395;224;85;110;2;11;0;0;3;11;1;0;172;43;;;104;;15;9;
79;Friesland (PV);2005;268;153;57;76;1;8;0;0;2;8;1;0;116;30;;;69;;11;7;;418;238;89;118;2;12;0;0;3;13;1;0;180;46;;;107;;17;10;
80;Friesland (PV);2006;238;117;19;77;1;8;0;0;2;9;1;0;121;32;;;70;;11;7;;370;182;29;120;2;12;0;0;3;14;1;0;188;50;;;109;;18;11;
81;Friesland (PV);2007;248;113;17;74;1;8;0;1;2;9;1;0;135;45;;;71;;12;8;;386;176;26;116;2;13;0;1;4;14;1;0;210;70;;;110;;18;12;
82;Friesland (PV);2008;262;120;18;79;1;8;0;1;2;10;1;0;141;47;0.0;0.0;69;3.0;14;8;1.0;407;187;28;123;2;12;0;1;4;16;1;0;220;74;0.0;0.0;107;4.0;22;13;1.0
83;Friesland (PV);2009;273;128;19;84;1;9;0;1;3;11;1;0;146;50;0.0;0.0;68;3.0;16;9;1.0;424;198;29;130;2;14;0;1;4;17;1;0;226;77;0.0;0.0;105;5.0;24;14;1.0
84;Friesland (PV);2010;280;133;20;88;1;9;0;0;3;11;1;0;147;47;4.0;0.0;68;3.0;14;9;1.0;434;206;31;136;2;14;0;0;4;18;1;0;227;73;7.0;1.0;106;5.0;21;14;1.0
85;Friesland (PV);2011;288;138;20;91;1;9;0;0;3;12;1;0;150;51;4.0;1.0;67;3.0;13;10;1.0;444;213;31;141;2;14;0;0;5;18;1;0;231;79;7.0;1.0;103;5.0;21;16;1.0
86;Friesland (PV);2012;300;148;21;96;1;10;0;0;4;12;3;0;151;58;1.0;1.0;64;3.0;14;10;1.0;463;229;32;148;2;15;1;0;6;19;5;0;234;89;2.0;1.0;99;5.0;22;15;1.0
87;Friesland (PV);2013;305;153;21;100;1;10;0;0;4;12;5;0;152;59;1.0;1.0;63;3.0;13;10;1.0;472;237;33;154;2;16;1;0;6;18;7;0;235;92;2.0;1.0;98;5.0;21;15;1.0
88;Friesland (PV);2014;313;162;22;104;1;11;0;0;4;12;7;0;151;61;1.0;1.0;62;4.0;12;10;1.0;484;251;35;160;2;17;1;0;6;19;10;0;233;94;2.0;1.0;96;6.0;19;15;1.0
89;Friesland (PV);2015;322;169;23;107;1;11;1;0;4;12;9;0;153;64;;;63;4.0;12;9;1.0;498;262;36;166;2;18;1;0;7;18;14;0;236;99;;;97;6.0;19;15;1.0
90;Friesland (PV);2016;329;177;24;110;1;12;1;0;5;12;13;0;153;63;;;63;4.0;12;10;1.0;510;273;37;170;2;18;1;0;7;18;20;0;236;98;;;98;6.0;18;16;1.0
91;Drenthe (PV);2004;192;101;40;50;0;3;0;0;1;6;0;0;91;27;;;51;;8;5;;399;209;82;104;0;7;1;0;2;13;0;0;189;56;;;106;;18;9;
92;Drenthe (PV);2005;206;106;41;53;0;4;0;0;1;7;0;0;100;28;;;58;;9;5;;427;220;85;110;0;7;1;0;2;14;1;0;207;58;;;120;;19;10;
93;Drenthe (PV);2006;187;80;13;54;0;4;0;0;1;7;0;0;107;33;;;59;;11;4;;386;165;28;112;0;8;1;0;2;14;1;0;221;67;;;122;;22;9;
94;Drenthe (PV);2007;187;82;12;56;0;4;1;0;1;7;0;0;106;35;;;54;;12;6;;386;168;25;116;0;9;1;0;2;15;1;0;218;71;;;110;;24;12;
95;Drenthe (PV);2008;195;85;11;60;0;5;0;0;1;7;0;0;111;36;0.0;0.0;51;4.0;12;6;1.0;400;173;22;124;0;9;0;0;2;15;1;0;227;74;0.0;0.0;105;8.0;25;13;1.0
96;Drenthe (PV);2009;205;91;12;64;0;5;0;0;1;8;0;0;114;38;0.0;0.0;51;4.0;13;7;1.0;419;185;24;131;0;11;0;0;2;16;1;0;234;78;0.0;0.0;105;8.0;27;14;1.0
97;Drenthe (PV);2010;211;94;12;65;0;6;0;0;1;9;0;0;117;37;2.0;1.0;52;4.0;13;7;1.0;430;191;24;133;0;12;0;0;3;18;1;0;239;76;3.0;2.0;106;9.0;26;15;1.0
98;Drenthe (PV);2011;217;98;12;68;0;6;0;0;1;9;0;0;120;39;2.0;1.0;52;5.0;13;8;1.0;443;199;25;138;0;13;1;0;3;19;1;0;243;79;3.0;2.0;105;10.0;26;16;2.0
99;Drenthe (PV);2012;228;105;14;72;0;7;0;0;1;10;0;0;123;43;2.0;1.0;51;5.0;12;8;1.0;465;213;28;147;0;13;1;0;3;20;1;0;251;89;3.0;3.0;105;10.0;24;16;1.0
100;Drenthe (PV);2013;231;109;14;76;0;7;0;0;1;10;0;0;123;44;2.0;1.0;51;5.0;11;8;1.0;472;222;29;155;0;14;1;0;3;20;1;0;250;89;3.0;3.0;105;10.0;23;15;1.0
101;Drenthe (PV);2014;233;113;15;79;0;7;0;0;1;10;0;0;120;44;2.0;1.0;50;5.0;10;8;1.0;476;232;30;162;0;14;1;0;3;20;0;0;244;89;3.0;3.0;103;10.0;20;15;1.0
102;Drenthe (PV);2015;236;116;15;82;0;7;0;0;2;10;0;0;119;47;;;50;5.0;9;8;1.0;482;238;31;168;0;15;1;0;3;20;0;0;244;96;;;101;10.0;19;16;1.0
103;Drenthe (PV);2016;237;120;15;85;0;8;0;0;2;10;0;0;117;48;;;47;5.0;9;8;1.0;485;245;31;174;0;16;1;0;3;20;0;0;240;97;;;96;10.0;19;17;2.0
104;Overijssel (PV);2004;453;244;93;118;3;2;0;0;2;23;1;0;210;66;;;109;;23;12;;410;221;84;107;3;2;0;0;1;21;1;0;190;59;;;98;;21;11;
105;Overijssel (PV);2005;476;257;97;124;4;3;0;0;2;25;1;0;220;68;;;113;;26;13;;430;231;88;112;3;3;0;0;2;23;1;0;198;61;;;102;;23;12;
106;Overijssel (PV);2006;429;203;33;134;4;3;0;0;2;26;1;0;227;71;;;114;;28;13;;386;182;29;120;3;3;0;0;2;23;1;0;204;64;;;103;;25;12;
107;Overijssel (PV);2007;438;204;33;136;4;3;0;0;2;24;1;0;235;76;;;113;;31;15;;392;182;29;122;4;3;0;0;2;21;1;0;210;68;;;101;;28;14;
108;Overijssel (PV);2008;463;209;33;143;4;3;0;0;2;22;1;0;253;80;0.0;0.0;114;7.0;33;17;2.0;413;187;30;128;4;3;0;0;2;19;1;0;226;72;0.0;0.0;102;7.0;30;15;2.0
109;Overijssel (PV);2009;483;221;35;150;4;4;0;0;2;25;1;0;262;85;0.0;0.0;116;7.0;34;18;2.0;430;197;31;134;4;3;0;0;2;22;1;0;233;75;0.0;0.0;103;6.0;30;16;2.0
110;Overijssel (PV);2010;495;231;36;158;4;4;0;0;2;25;1;0;264;87;0.0;0.0;116;7.0;32;19;2.0;438;204;32;140;4;3;0;0;2;22;1;0;233;77;0.0;0.0;102;6.0;29;16;2.0
111;Overijssel (PV);2011;506;240;39;164;4;4;1;0;2;25;1;0;266;89;0.0;0.0;116;7.0;32;19;2.0;446;212;34;144;4;3;0;0;2;22;1;0;234;79;0.0;0.0;102;7.0;28;17;2.0
112;Overijssel (PV);2012;525;254;41;172;4;5;1;0;2;28;1;0;271;94;0.0;0.0;117;8.0;32;19;2.0;462;223;36;151;4;4;1;0;2;24;1;0;238;82;0.0;0.0;103;7.0;28;16;2.0
113;Overijssel (PV);2013;535;265;43;181;5;5;1;0;2;27;1;0;270;98;0.0;0.0;115;8.0;29;18;2.0;470;233;38;159;4;4;1;0;2;24;1;0;237;86;0.0;0.0;101;7.0;25;16;2.0
114;Overijssel (PV);2014;542;273;45;187;5;5;1;0;3;26;1;0;269;100;0.0;0.0;114;8.0;26;18;2.0;476;239;39;164;4;5;1;0;2;23;1;0;236;88;0.0;0.0;100;7.0;23;16;2.0
115;Overijssel (PV);2015;551;281;47;195;5;5;1;0;3;24;1;0;270;103;;;113;8.0;25;19;2.0;483;247;41;171;4;5;1;0;2;21;1;0;237;90;;;99;7.0;22;16;2.0
116;Overijssel (PV);2016;559;289;48;201;5;6;1;0;3;24;1;0;271;105;;;110;8.0;25;20;2.0;489;252;42;176;4;5;1;0;2;21;1;0;237;92;;;96;7.0;22;17;2.0
117;Flevoland (PV);2004;141;76;31;39;1;1;0;0;0;3;0;0;65;12;;;39;;11;4;;392;211;86;110;4;3;0;0;0;8;0;0;181;33;;;108;;31;10;
118;Flevoland (PV);2005;148;82;33;42;2;1;0;0;0;3;0;0;66;12;;;39;;11;4;;406;225;91;116;5;4;0;0;0;8;0;0;182;33;;;106;;31;12;
