ID;Populatie;Geslacht;Persoonskenmerken;Motieven;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
23;6000050;1100;4000000;2030160;Zuid-Nederland (LD);2013;2.73;31.25;60.25
24;6000050;1100;4000000;2030160;Zuid-Nederland (LD);2014;2.75;29.82;59.5
25;6000050;1100;4000000;2030160;Groningen (PV);2010;2.75;35.75;65.47
26;6000050;1100;4000000;2030160;Groningen (PV);2011;2.68;35.85;63.57
27;6000050;1100;4000000;2030160;Groningen (PV);2012;2.62;33.01;61.51
28;6000050;1100;4000000;2030160;Groningen (PV);2013;2.62;31.84;57.71
29;6000050;1100;4000000;2030160;Groningen (PV);2014;2.65;32.12;61.76
30;6000050;1100;4000000;2030160;Friesland (PV);2010;2.64;32.36;61.58
31;6000050;1100;4000000;2030160;Friesland (PV);2011;2.5;30.31;55.31
32;6000050;1100;4000000;2030160;Friesland (PV);2012;2.66;30.98;59.48
33;6000050;1100;4000000;2030160;Friesland (PV);2013;2.71;32.99;58.31
34;6000050;1100;4000000;2030160;Friesland (PV);2014;2.59;33.95;63.99
35;6000050;1100;4000000;2030160;Drenthe (PV);2010;2.76;35.66;61.49
36;6000050;1100;4000000;2030160;Drenthe (PV);2011;2.63;34.9;60.4
37;6000050;1100;4000000;2030160;Drenthe (PV);2012;2.63;32.65;58.56
38;6000050;1100;4000000;2030160;Drenthe (PV);2013;2.61;36.36;60.9
39;6000050;1100;4000000;2030160;Drenthe (PV);2014;2.63;35.77;62.45
40;6000050;1100;4000000;2030160;Overijssel (PV);2010;2.89;30.38;61.44
41;6000050;1100;4000000;2030160;Overijssel (PV);2011;2.8;31.25;59.53
42;6000050;1100;4000000;2030160;Overijssel (PV);2012;2.72;29.47;59.04
43;6000050;1100;4000000;2030160;Overijssel (PV);2013;2.71;29.98;58.78
44;6000050;1100;4000000;2030160;Overijssel (PV);2014;2.69;30.87;60.67
45;6000050;1100;4000000;2030160;Flevoland (PV);2010;2.77;38.05;66.52
46;6000050;1100;4000000;2030160;Flevoland (PV);2011;2.67;35.32;60.01
47;6000050;1100;4000000;2030160;Flevoland (PV);2012;2.67;35.92;62.43
48;6000050;1100;4000000;2030160;Flevoland (PV);2013;2.66;32.94;60.96
49;6000050;1100;4000000;2030160;Flevoland (PV);2014;2.68;35.75;63.63
50;6000050;1100;4000000;2030160;Gelderland (PV);2010;2.86;33.11;64.15
51;6000050;1100;4000000;2030160;Gelderland (PV);2011;2.68;31.69;59.81
52;6000050;1100;4000000;2030160;Gelderland (PV);2012;2.69;28.82;57.15
53;6000050;1100;4000000;2030160;Gelderland (PV);2013;2.74;31.12;59.28
54;6000050;1100;4000000;2030160;Gelderland (PV);2014;2.71;32.98;61.83
55;6000050;1100;4000000;2030160;Utrecht (PV);2010;2.82;30.6;61.69
56;6000050;1100;4000000;2030160;Utrecht (PV);2011;2.72;30.4;63.83
57;6000050;1100;4000000;2030160;Utrecht (PV);2012;2.82;32.8;65.9
58;6000050;1100;4000000;2030160;Utrecht (PV);2013;2.82;33.27;65.39
59;6000050;1100;4000000;2030160;Utrecht (PV);2014;2.82;34.31;68.93
60;6000050;1100;4000000;2030160;Noord-Holland (PV);2010;2.71;28.74;64.92
61;6000050;1100;4000000;2030160;Noord-Holland (PV);2011;2.69;30.63;65.84
62;6000050;1100;4000000;2030160;Noord-Holland (PV);2012;2.71;27.81;64.04
63;6000050;1100;4000000;2030160;Noord-Holland (PV);2013;2.66;28.91;63.85
64;6000050;1100;4000000;2030160;Noord-Holland (PV);2014;2.71;29.16;64.71
65;6000050;1100;4000000;2030160;Zuid-Holland (PV);2010;2.72;27.34;62.56
66;6000050;1100;4000000;2030160;Zuid-Holland (PV);2011;2.6;27.86;62.53
67;6000050;1100;4000000;2030160;Zuid-Holland (PV);2012;2.61;28.0;60.58
68;6000050;1100;4000000;2030160;Zuid-Holland (PV);2013;2.59;27.69;61.57
69;6000050;1100;4000000;2030160;Zuid-Holland (PV);2014;2.61;28.22;63.68
70;6000050;1100;4000000;2030160;Zeeland (PV);2010;2.7;32.72;58.54
71;6000050;1100;4000000;2030160;Zeeland (PV);2011;2.51;31.8;55.38
72;6000050;1100;4000000;2030160;Zeeland (PV);2012;2.59;32.88;58.38
73;6000050;1100;4000000;2030160;Zeeland (PV);2013;2.54;33.65;61.39
74;6000050;1100;4000000;2030160;Zeeland (PV);2014;2.64;30.87;59.7
75;6000050;1100;4000000;2030160;Noord-Brabant (PV);2010;2.81;30.28;60.33
76;6000050;1100;4000000;2030160;Noord-Brabant (PV);2011;2.76;32.01;60.36
77;6000050;1100;4000000;2030160;Noord-Brabant (PV);2012;2.72;30.23;59.99
78;6000050;1100;4000000;2030160;Noord-Brabant (PV);2013;2.77;32.33;61.54
79;6000050;1100;4000000;2030160;Noord-Brabant (PV);2014;2.78;31.38;61.0
80;6000050;1100;4000000;2030160;Limburg (PV);2010;2.76;28.18;60.2
81;6000050;1100;4000000;2030160;Limburg (PV);2011;2.58;28.54;55.8
82;6000050;1100;4000000;2030160;Limburg (PV);2012;2.63;25.17;54.53
83;6000050;1100;4000000;2030160;Limburg (PV);2013;2.63;28.87;57.41
84;6000050;1100;4000000;2030160;Limburg (PV);2014;2.69;26.34;56.16
85;6000050;1100;4000000;2030160;Zeer sterk stedelijk;2010;2.71;27.54;66.56
86;6000050;1100;4000000;2030160;Zeer sterk stedelijk;2011;2.66;29.4;67.28
87;6000050;1100;4000000;2030160;Zeer sterk stedelijk;2012;2.65;28.03;65.01
88;6000050;1100;4000000;2030160;Zeer sterk stedelijk;2013;2.6;28.84;66.05
89;6000050;1100;4000000;2030160;Zeer sterk stedelijk;2014;2.65;27.86;65.87
90;6000050;1100;4000000;2030160;Sterk stedelijk;2010;2.77;28.84;61.59
91;6000050;1100;4000000;2030160;Sterk stedelijk;2011;2.7;30.16;61.05
92;6000050;1100;4000000;2030160;Sterk stedelijk;2012;2.72;29.09;61.9
93;6000050;1100;4000000;2030160;Sterk stedelijk;2013;2.72;30.33;60.71
94;6000050;1100;4000000;2030160;Sterk stedelijk;2014;2.74;32.27;64.41
95;6000050;1100;4000000;2030160;Matig stedelijk;2010;2.87;30.96;61.28
96;6000050;1100;4000000;2030160;Matig stedelijk;2011;2.73;30.86;60.33
97;6000050;1100;4000000;2030160;Matig stedelijk;2012;2.77;29.4;59.18
98;6000050;1100;4000000;2030160;Matig stedelijk;2013;2.72;30.04;60.52
99;6000050;1100;4000000;2030160;Matig stedelijk;2014;2.73;31.21;61.8
100;6000050;1100;4000000;2030160;Weinig stedelijk;2010;2.77;32.21;61.38
101;6000050;1100;4000000;2030160;Weinig stedelijk;2011;2.64;30.37;58.39
102;6000050;1100;4000000;2030160;Weinig stedelijk;2012;2.66;30.14;57.58
103;6000050;1100;4000000;2030160;Weinig stedelijk;2013;2.7;31.38;58.84
104;6000050;1100;4000000;2030160;Weinig stedelijk;2014;2.68;30.33;59.67
105;6000050;1100;4000000;2030160;Niet stedelijk;2010;2.72;33.78;62.42
106;6000050;1100;4000000;2030160;Niet stedelijk;2011;2.56;34.74;59.14
107;6000050;1100;4000000;2030160;Niet stedelijk;2012;2.53;31.12;56.5
108;6000050;1100;4000000;2030160;Niet stedelijk;2013;2.63;33.08;59.42
109;6000050;1100;4000000;2030160;Niet stedelijk;2014;2.61;32.37;60.32
110;6000050;1100;4000000;2030170;Nederland;2010;0.48;8.67;13.72
111;6000050;1100;4000000;2030170;Nederland;2011;0.48;8.76;13.48
112;6000050;1100;4000000;2030170;Nederland;2012;0.47;8.42;12.94
113;6000050;1100;4000000;2030170;Nederland;2013;0.46;8.59;13.05
114;6000050;1100;4000000;2030170;Nederland;2014;0.47;8.7;13.16
115;6000050;1100;4000000;2030170;Noord-Nederland (LD);2010;0.45;8.57;11.72
116;6000050;1100;4000000;2030170;Noord-Nederland (LD);2011;0.47;9.05;11.86
117;6000050;1100;4000000;2030170;Noord-Nederland (LD);2012;0.46;9.09;12.2
118;6000050;1100;4000000;2030170;Noord-Nederland (LD);2013;0.45;8.62;11.31
119;6000050;1100;4000000;2030170;Noord-Nederland (LD);2014;0.42;8.79;11.21
120;6000050;1100;4000000;2030170;Oost-Nederland (LD);2010;0.48;9.35;13.33
121;6000050;1100;4000000;2030170;Oost-Nederland (LD);2011;0.5;9.76;13.7
122;6000050;1100;4000000;2030170;Oost-Nederland (LD);2012;0.45;8.35;11.81
123;6000050;1100;4000000;2030170;Oost-Nederland (LD);2013;0.46;9.05;12.23
124;6000050;1100;4000000;2030170;Oost-Nederland (LD);2014;0.45;8.84;12.39
125;6000050;1100;4000000;2030170;West-Nederland (LD);2010;0.49;8.47;14.78
126;6000050;1100;4000000;2030170;West-Nederland (LD);2011;0.48;8.31;14.4
127;6000050;1100;4000000;2030170;West-Nederland (LD);2012;0.48;8.54;14.18
128;6000050;1100;4000000;2030170;West-Nederland (LD);2013;0.46;8.47;14.25
129;6000050;1100;4000000;2030170;West-Nederland (LD);2014;0.47;8.6;14.22
130;6000050;1100;4000000;2030170;Zuid-Nederland (LD);2010;0.48;8.46;12.74
131;6000050;1100;4000000;2030170;Zuid-Nederland (LD);2011;0.48;8.63;12.0
132;6000050;1100;4000000;2030170;Zuid-Nederland (LD);2012;0.47;7.87;11.67
133;6000050;1100;4000000;2030170;Zuid-Nederland (LD);2013;0.48;8.4;12.04
134;6000050;1100;4000000;2030170;Zuid-Nederland (LD);2014;0.5;8.74;12.53
135;6000050;1100;4000000;2030170;Groningen (PV);2010;0.44;7.6;12.07
136;6000050;1100;4000000;2030170;Groningen (PV);2011;0.45;8.82;12.68
137;6000050;1100;4000000;2030170;Groningen (PV);2012;0.45;8.44;12.53
138;6000050;1100;4000000;2030170;Groningen (PV);2013;0.44;7.38;10.96
139;6000050;1100;4000000;2030170;Groningen (PV);2014;0.42;7.66;10.9
140;6000050;1100;4000000;2030170;Friesland (PV);2010;0.46;8.47;11.24
141;6000050;1100;4000000;2030170;Friesland (PV);2011;0.46;8.4;10.88
142;6000050;1100;4000000;2030170;Friesland (PV);2012;0.49;9.66;13.02
143;6000050;1100;4000000;2030170;Friesland (PV);2013;0.46;8.69;11.11
144;6000050;1100;4000000;2030170;Friesland (PV);2014;0.41;8.88;11.2
145;6000050;1100;4000000;2030170;Drenthe (PV);2010;0.45;9.8;11.95
146;6000050;1100;4000000;2030170;Drenthe (PV);2011;0.5;10.18;12.16
147;6000050;1100;4000000;2030170;Drenthe (PV);2012;0.43;9.11;10.71
148;6000050;1100;4000000;2030170;Drenthe (PV);2013;0.45;9.99;11.97
149;6000050;1100;4000000;2030170;Drenthe (PV);2014;0.42;10.01;11.6
150;6000050;1100;4000000;2030170;Overijssel (PV);2010;0.48;8.75;13.0
151;6000050;1100;4000000;2030170;Overijssel (PV);2011;0.49;9.32;12.53
152;6000050;1100;4000000;2030170;Overijssel (PV);2012;0.48;8.69;12.0
153;6000050;1100;4000000;2030170;Overijssel (PV);2013;0.46;7.83;11.13
154;6000050;1100;4000000;2030170;Overijssel (PV);2014;0.43;7.75;10.96
155;6000050;1100;4000000;2030170;Flevoland (PV);2010;0.52;12.11;16.16
156;6000050;1100;4000000;2030170;Flevoland (PV);2011;0.51;12.79;17.61
157;6000050;1100;4000000;2030170;Flevoland (PV);2012;0.44;11.25;14.88
158;6000050;1100;4000000;2030170;Flevoland (PV);2013;0.5;11.88;15.59
159;6000050;1100;4000000;2030170;Flevoland (PV);2014;0.46;10.97;15.41
160;6000050;1100;4000000;2030170;Gelderland (PV);2010;0.48;9.16;12.97
161;6000050;1100;4000000;2030170;Gelderland (PV);2011;0.5;9.4;13.59
162;6000050;1100;4000000;2030170;Gelderland (PV);2012;0.44;7.58;11.09
163;6000050;1100;4000000;2030170;Gelderland (PV);2013;0.45;9.18;12.18
164;6000050;1100;4000000;2030170;Gelderland (PV);2014;0.47;9.03;12.59
165;6000050;1100;4000000;2030170;Utrecht (PV);2010;0.51;9.53;15.5
166;6000050;1100;4000000;2030170;Utrecht (PV);2011;0.49;8.78;14.32
167;6000050;1100;4000000;2030170;Utrecht (PV);2012;0.49;9.69;14.6
168;6000050;1100;4000000;2030170;Utrecht (PV);2013;0.49;9.26;14.37
169;6000050;1100;4000000;2030170;Utrecht (PV);2014;0.47;10.08;14.69
170;6000050;1100;4000000;2030170;Noord-Holland (PV);2010;0.48;8.41;14.74
171;6000050;1100;4000000;2030170;Noord-Holland (PV);2011;0.5;8.69;15.34
172;6000050;1100;4000000;2030170;Noord-Holland (PV);2012;0.49;8.46;15.21
173;6000050;1100;4000000;2030170;Noord-Holland (PV);2013;0.44;8.36;14.4
174;6000050;1100;4000000;2030170;Noord-Holland (PV);2014;0.49;8.31;14.84
175;6000050;1100;4000000;2030170;Zuid-Holland (PV);2010;0.5;8.1;14.89
176;6000050;1100;4000000;2030170;Zuid-Holland (PV);2011;0.47;7.91;14.16
177;6000050;1100;4000000;2030170;Zuid-Holland (PV);2012;0.47;8.09;13.41
178;6000050;1100;4000000;2030170;Zuid-Holland (PV);2013;0.46;8.19;14.38
179;6000050;1100;4000000;2030170;Zuid-Holland (PV);2014;0.46;8.26;13.78
180;6000050;1100;4000000;2030170;Zeeland (PV);2010;0.47;8.91;11.68
181;6000050;1100;4000000;2030170;Zeeland (PV);2011;0.45;7.9;10.32
182;6000050;1100;4000000;2030170;Zeeland (PV);2012;0.46;9.62;12.64
183;6000050;1100;4000000;2030170;Zeeland (PV);2013;0.43;9.23;11.49
184;6000050;1100;4000000;2030170;Zeeland (PV);2014;0.48;9.02;12.27
185;6000050;1100;4000000;2030170;Noord-Brabant (PV);2010;0.48;8.69;13.35
186;6000050;1100;4000000;2030170;Noord-Brabant (PV);2011;0.48;8.78;12.21
187;6000050;1100;4000000;2030170;Noord-Brabant (PV);2012;0.48;8.57;12.05
188;6000050;1100;4000000;2030170;Noord-Brabant (PV);2013;0.48;8.72;12.64
189;6000050;1100;4000000;2030170;Noord-Brabant (PV);2014;0.5;9.09;12.93
190;6000050;1100;4000000;2030170;Limburg (PV);2010;0.47;7.97;11.4
191;6000050;1100;4000000;2030170;Limburg (PV);2011;0.47;8.31;11.55
192;6000050;1100;4000000;2030170;Limburg (PV);2012;0.45;6.33;10.82
193;6000050;1100;4000000;2030170;Limburg (PV);2013;0.47;7.68;10.73
194;6000050;1100;4000000;2030170;Limburg (PV);2014;0.48;7.96;11.63
195;6000050;1100;4000000;2030170;Zeer sterk stedelijk;2010;0.51;7.86;15.58
196;6000050;1100;4000000;2030170;Zeer sterk stedelijk;2011;0.49;8.25;15.7
197;6000050;1100;4000000;2030170;Zeer sterk stedelijk;2012;0.49;8.46;15.45
198;6000050;1100;4000000;2030170;Zeer sterk stedelijk;2013;0.46;8.39;15.44
199;6000050;1100;4000000;2030170;Zeer sterk stedelijk;2014;0.47;8.08;14.59
200;6000050;1100;4000000;2030170;Sterk stedelijk;2010;0.48;8.4;13.94
201;6000050;1100;4000000;2030170;Sterk stedelijk;2011;0.48;8.49;13.66
202;6000050;1100;4000000;2030170;Sterk stedelijk;2012;0.47;8.37;13.57
203;6000050;1100;4000000;2030170;Sterk stedelijk;2013;0.46;8.35;12.99
204;6000050;1100;4000000;2030170;Sterk stedelijk;2014;0.48;9.16;14.08
205;6000050;1100;4000000;2030170;Matig stedelijk;2010;0.48;8.6;12.98
206;6000050;1100;4000000;2030170;Matig stedelijk;2011;0.48;8.82;13.02
207;6000050;1100;4000000;2030170;Matig stedelijk;2012;0.45;7.97;11.82
208;6000050;1100;4000000;2030170;Matig stedelijk;2013;0.47;8.66;12.98
209;6000050;1100;4000000;2030170;Matig stedelijk;2014;0.46;8.86;12.52
210;6000050;1100;4000000;2030170;Weinig stedelijk;2010;0.47;9.01;12.5
211;6000050;1100;4000000;2030170;Weinig stedelijk;2011;0.47;9.03;12.35
212;6000050;1100;4000000;2030170;Weinig stedelijk;2012;0.46;8.3;11.32
213;6000050;1100;4000000;2030170;Weinig stedelijk;2013;0.46;8.88;11.67
214;6000050;1100;4000000;2030170;Weinig stedelijk;2014;0.47;8.56;11.86
215;6000050;1100;4000000;2030170;Niet stedelijk;2010;0.48;10.1;13.61
216;6000050;1100;4000000;2030170;Niet stedelijk;2011;0.49;9.71;12.16
217;6000050;1100;4000000;2030170;Niet stedelijk;2012;0.46;9.52;12.03
218;6000050;1100;4000000;2030170;Niet stedelijk;2013;0.45;8.88;11.67
219;6000050;1100;4000000;2030170;Niet stedelijk;2014;0.45;8.7;11.86
220;6000050;1100;4000000;2030180;Nederland;2010;0.05;1.64;2.11
221;6000050;1100;4000000;2030180;Nederland;2011;0.05;1.7;1.94
222;6000050;1100;4000000;2030180;Nederland;2012;0.04;1.45;1.63
223;6000050;1100;4000000;2030180;Nederland;2013;0.04;1.34;1.64
224;6000050;1100;4000000;2030180;Nederland;2014;0.04;1.35;1.59
225;6000050;1100;4000000;2030180;Noord-Nederland (LD);2010;0.05;2.23;2.29
226;6000050;1100;4000000;2030180;Noord-Nederland (LD);2011;0.04;1.45;1.97
227;6000050;1100;4000000;2030180;Noord-Nederland (LD);2012;0.04;1.73;1.81
228;6000050;1100;4000000;2030180;Noord-Nederland (LD);2013;0.04;1.73;1.68
229;6000050;1100;4000000;2030180;Noord-Nederland (LD);2014;0.04;1.56;1.51
230;6000050;1100;4000000;2030180;Oost-Nederland (LD);2010;0.04;1.69;2.34
231;6000050;1100;4000000;2030180;Oost-Nederland (LD);2011;0.05;1.79;1.94
232;6000050;1100;4000000;2030180;Oost-Nederland (LD);2012;0.04;1.52;1.73
233;6000050;1100;4000000;2030180;Oost-Nederland (LD);2013;0.03;1.32;1.52
234;6000050;1100;4000000;2030180;Oost-Nederland (LD);2014;0.04;1.67;1.9
235;6000050;1100;4000000;2030180;West-Nederland (LD);2010;0.05;1.38;1.99
236;6000050;1100;4000000;2030180;West-Nederland (LD);2011;0.05;1.77;2.09
237;6000050;1100;4000000;2030180;West-Nederland (LD);2012;0.04;1.44;1.67
238;6000050;1100;4000000;2030180;West-Nederland (LD);2013;0.04;1.33;1.67
239;6000050;1100;4000000;2030180;West-Nederland (LD);2014;0.04;1.23;1.62
240;6000050;1100;4000000;2030180;Zuid-Nederland (LD);2010;0.06;1.86;2.06
241;6000050;1100;4000000;2030180;Zuid-Nederland (LD);2011;0.04;1.57;1.63
242;6000050;1100;4000000;2030180;Zuid-Nederland (LD);2012;0.03;1.28;1.35
243;6000050;1100;4000000;2030180;Zuid-Nederland (LD);2013;0.04;1.19;1.7
244;6000050;1100;4000000;2030180;Zuid-Nederland (LD);2014;0.03;1.19;1.25
245;6000050;1100;4000000;2030180;Groningen (PV);2010;0.04;1.96;1.89
246;6000050;1100;4000000;2030180;Groningen (PV);2011;0.05;1.47;1.58
247;6000050;1100;4000000;2030180;Groningen (PV);2012;0.05;1.85;1.76
248;6000050;1100;4000000;2030180;Groningen (PV);2013;0.04;1.26;1.32
249;6000050;1100;4000000;2030180;Groningen (PV);2014;0.03;0.91;1.06
250;6000050;1100;4000000;2030180;Friesland (PV);2010;0.05;2.08;2.16
251;6000050;1100;4000000;2030180;Friesland (PV);2011;0.04;1.18;1.45
252;6000050;1100;4000000;2030180;Friesland (PV);2012;0.04;1.54;1.77
253;6000050;1100;4000000;2030180;Friesland (PV);2013;0.04;2.32;2.13
254;6000050;1100;4000000;2030180;Friesland (PV);2014;0.04;2.0;1.81
255;6000050;1100;4000000;2030180;Drenthe (PV);2010;0.06;2.74;2.94
256;6000050;1100;4000000;2030180;Drenthe (PV);2011;0.04;1.78;3.11
257;6000050;1100;4000000;2030180;Drenthe (PV);2012;0.04;1.84;1.93
258;6000050;1100;4000000;2030180;Drenthe (PV);2013;0.03;1.51;1.52
259;6000050;1100;4000000;2030180;Drenthe (PV);2014;0.04;1.76;1.66
260;6000050;1100;4000000;2030180;Overijssel (PV);2010;0.04;1.76;2.34
261;6000050;1100;4000000;2030180;Overijssel (PV);2011;0.04;1.66;1.99
262;6000050;1100;4000000;2030180;Overijssel (PV);2012;0.04;1.62;1.68
263;6000050;1100;4000000;2030180;Overijssel (PV);2013;0.03;1.75;1.79
264;6000050;1100;4000000;2030180;Overijssel (PV);2014;0.04;1.5;1.55
265;6000050;1100;4000000;2030180;Flevoland (PV);2010;0.04;1.46;1.77
266;6000050;1100;4000000;2030180;Flevoland (PV);2011;0.04;1.57;1.66
267;6000050;1100;4000000;2030180;Flevoland (PV);2012;0.04;1.58;1.65
268;6000050;1100;4000000;2030180;Flevoland (PV);2013;0.04;1.58;1.63
269;6000050;1100;4000000;2030180;Flevoland (PV);2014;0.05;2.04;2.02
270;6000050;1100;4000000;2030180;Gelderland (PV);2010;0.04;1.7;2.44
271;6000050;1100;4000000;2030180;Gelderland (PV);2011;0.05;1.9;1.96
272;6000050;1100;4000000;2030180;Gelderland (PV);2012;0.03;1.45;1.77
273;6000050;1100;4000000;2030180;Gelderland (PV);2013;0.03;1.02;1.34
274;6000050;1100;4000000;2030180;Gelderland (PV);2014;0.04;1.7;2.08
275;6000050;1100;4000000;2030180;Utrecht (PV);2010;0.05;1.68;1.97
276;6000050;1100;4000000;2030180;Utrecht (PV);2011;0.05;2.05;2.33
277;6000050;1100;4000000;2030180;Utrecht (PV);2012;0.04;1.8;1.79
278;6000050;1100;4000000;2030180;Utrecht (PV);2013;0.06;1.71;2.07
279;6000050;1100;4000000;2030180;Utrecht (PV);2014;0.04;1.41;1.64
280;6000050;1100;4000000;2030180;Noord-Holland (PV);2010;0.05;1.48;2.41
281;6000050;1100;4000000;2030180;Noord-Holland (PV);2011;0.05;1.95;2.15
282;6000050;1100;4000000;2030180;Noord-Holland (PV);2012;0.05;1.57;1.9
283;6000050;1100;4000000;2030180;Noord-Holland (PV);2013;0.05;1.22;1.62
284;6000050;1100;4000000;2030180;Noord-Holland (PV);2014;0.04;1.08;1.65
285;6000050;1100;4000000;2030180;Zuid-Holland (PV);2010;0.05;1.14;1.65
286;6000050;1100;4000000;2030180;Zuid-Holland (PV);2011;0.05;1.6;2.03
287;6000050;1100;4000000;2030180;Zuid-Holland (PV);2012;0.04;1.2;1.48
288;6000050;1100;4000000;2030180;Zuid-Holland (PV);2013;0.04;1.33;1.6
289;6000050;1100;4000000;2030180;Zuid-Holland (PV);2014;0.04;1.29;1.6
290;6000050;1100;4000000;2030180;Zeeland (PV);2010;0.06;1.93;2.29
291;6000050;1100;4000000;2030180;Zeeland (PV);2011;0.03;1.18;1.3
292;6000050;1100;4000000;2030180;Zeeland (PV);2012;0.04;1.61;1.49
293;6000050;1100;4000000;2030180;Zeeland (PV);2013;0.03;0.93;1.28
294;6000050;1100;4000000;2030180;Zeeland (PV);2014;0.04;1.18;1.41
295;6000050;1100;4000000;2030180;Noord-Brabant (PV);2010;0.06;2.14;2.25
296;6000050;1100;4000000;2030180;Noord-Brabant (PV);2011;0.04;1.73;1.72
297;6000050;1100;4000000;2030180;Noord-Brabant (PV);2012;0.03;1.36;1.43
298;6000050;1100;4000000;2030180;Noord-Brabant (PV);2013;0.04;1.25;1.91
299;6000050;1100;4000000;2030180;Noord-Brabant (PV);2014;0.03;1.43;1.42
300;6000050;1100;4000000;2030180;Limburg (PV);2010;0.05;1.24;1.65
301;6000050;1100;4000000;2030180;Limburg (PV);2011;0.04;1.22;1.44
302;6000050;1100;4000000;2030180;Limburg (PV);2012;0.03;1.09;1.16
303;6000050;1100;4000000;2030180;Limburg (PV);2013;0.04;1.06;1.25
304;6000050;1100;4000000;2030180;Limburg (PV);2014;0.03;0.65;0.87
305;6000050;1100;4000000;2030180;Zeer sterk stedelijk;2010;0.05;1.41;2.13
306;6000050;1100;4000000;2030180;Zeer sterk stedelijk;2011;0.06;2.12;2.47
307;6000050;1100;4000000;2030180;Zeer sterk stedelijk;2012;0.03;1.0;1.3
308;6000050;1100;4000000;2030180;Zeer sterk stedelijk;2013;0.04;1.38;1.92
309;6000050;1100;4000000;2030180;Zeer sterk stedelijk;2014;0.04;0.91;1.32
310;6000050;1100;4000000;2030180;Sterk stedelijk;2010;0.04;1.35;1.93
311;6000050;1100;4000000;2030180;Sterk stedelijk;2011;0.04;1.62;1.78
312;6000050;1100;4000000;2030180;Sterk stedelijk;2012;0.04;1.53;1.67
313;6000050;1100;4000000;2030180;Sterk stedelijk;2013;0.04;1.25;1.63
314;6000050;1100;4000000;2030180;Sterk stedelijk;2014;0.04;1.59;1.92
315;6000050;1100;4000000;2030180;Matig stedelijk;2010;0.05;1.64;2.11
316;6000050;1100;4000000;2030180;Matig stedelijk;2011;0.05;1.78;2.01
317;6000050;1100;4000000;2030180;Matig stedelijk;2012;0.04;1.54;1.68
318;6000050;1100;4000000;2030180;Matig stedelijk;2013;0.05;1.44;1.72
319;6000050;1100;4000000;2030180;Matig stedelijk;2014;0.04;1.39;1.58
320;6000050;1100;4000000;2030180;Weinig stedelijk;2010;0.05;2.08;2.39
321;6000050;1100;4000000;2030180;Weinig stedelijk;2011;0.04;1.42;1.76
322;6000050;1100;4000000;2030180;Weinig stedelijk;2012;0.04;1.65;1.88
323;6000050;1100;4000000;2030180;Weinig stedelijk;2013;0.03;1.22;1.29
324;6000050;1100;4000000;2030180;Weinig stedelijk;2014;0.03;1.41;1.47
325;6000050;1100;4000000;2030180;Niet stedelijk;2010;0.05;1.86;1.99
326;6000050;1100;4000000;2030180;Niet stedelijk;2011;0.05;1.55;1.68
327;6000050;1100;4000000;2030180;Niet stedelijk;2012;0.04;1.54;1.54
328;6000050;1100;4000000;2030180;Niet stedelijk;2013;0.05;1.55;1.75
329;6000050;1100;4000000;2030180;Niet stedelijk;2014;0.04;1.41;1.49
