ID;Bestedingscategorieen;Perioden;JaarmutatieCPI_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieCPI_3;ImpactOpDeJaarmutatieCPI_4
8593;063000 Diensten van ziekenhuizen;2021 september;;0;;
8594;063000 Diensten van ziekenhuizen;2021 oktober;;0;;
8595;063000 Diensten van ziekenhuizen;2021 november;;0;;
8596;063000 Diensten van ziekenhuizen;2021 december;;0;;
8597;063000 Diensten van ziekenhuizen;2021;;0;;
8598;063000 Diensten van ziekenhuizen;2022 januari;;0;;
8599;063000 Diensten van ziekenhuizen;2022 februari;;0;;
8600;063000 Diensten van ziekenhuizen;2022 maart;;0;;
8601;063000 Diensten van ziekenhuizen;2022 april;;0;;
8602;063000 Diensten van ziekenhuizen;2022 mei;;0;;
8603;063000 Diensten van ziekenhuizen;2022 juni;;0;;
8604;063000 Diensten van ziekenhuizen;2022 juli;;0;;
8605;063000 Diensten van ziekenhuizen;2022 augustus;;0;;
8606;063000 Diensten van ziekenhuizen;2022 september;;0;;
8607;063000 Diensten van ziekenhuizen;2022 oktober;;0;;
8608;063000 Diensten van ziekenhuizen;2022 november;;0;;
8609;063000 Diensten van ziekenhuizen;2022 december;;0;;
8610;063000 Diensten van ziekenhuizen;2022;;0;;
8611;063000 Diensten van ziekenhuizen;2023 januari;;0;;
8612;063000 Diensten van ziekenhuizen;2023 februari;;0;;
8613;063000 Diensten van ziekenhuizen;2023 maart;;0;;
8614;063000 Diensten van ziekenhuizen;2023 april;;0;;
8615;063000 Diensten van ziekenhuizen;2023 mei;;0;;
8616;063000 Diensten van ziekenhuizen;2023 juni;;0;;
8617;063000 Diensten van ziekenhuizen;2023 juli;;0;;
8618;063000 Diensten van ziekenhuizen;2023 augustus;;0;;
8619;063000 Diensten van ziekenhuizen;2023 september;;0;;
8620;063000 Diensten van ziekenhuizen;2023 oktober;;0;;
8621;063000 Diensten van ziekenhuizen;2023 november;;0;;
8622;063000 Diensten van ziekenhuizen;2023 december;;0;;
8623;063000 Diensten van ziekenhuizen;2023;;0;;
8624;063000 Diensten van ziekenhuizen;2024 januari;;226;;
8625;063000 Diensten van ziekenhuizen;2024 februari;;226;;
8626;063000 Diensten van ziekenhuizen;2024 maart;;226;;
8627;063000 Diensten van ziekenhuizen;2024 april;;226;;
8628;063000 Diensten van ziekenhuizen;2024 mei;;226;;
8629;063000 Diensten van ziekenhuizen;2024 juni;;226;;
8630;063000 Diensten van ziekenhuizen;2024 juli;;226;;
8631;063000 Diensten van ziekenhuizen;2024 augustus;;226;;
8632;063000 Diensten van ziekenhuizen;2024 september;;226;;
8633;063000 Diensten van ziekenhuizen;2024 oktober;;226;;
8634;063000 Diensten van ziekenhuizen;2024 november;;226;;
8635;063000 Diensten van ziekenhuizen;2024 december;9.9;226;0.02;0.01
8636;063000 Diensten van ziekenhuizen;2024;;226;;
8637;063000 Diensten van ziekenhuizen;2025 januari;8.7;73;0.01;0.0
8638;063000 Diensten van ziekenhuizen;2025 februari;8.7;73;0.01;0.0
8639;063000 Diensten van ziekenhuizen;2025 maart;8.7;73;0.01;0.0
8640;070000 Vervoer;2016 januari;-1.0;11043;-0.11;-0.2
8641;070000 Vervoer;2016 februari;-2.7;11043;-0.3;-0.41
8642;070000 Vervoer;2016 maart;-2.7;11043;-0.3;-0.41
8643;070000 Vervoer;2016 april;-2.5;11043;-0.28;-0.32
8644;070000 Vervoer;2016 mei;-2.3;11043;-0.26;-0.29
8645;070000 Vervoer;2016 juni;-1.9;11043;-0.21;-0.24
8646;070000 Vervoer;2016 juli;-2.9;11043;-0.34;-0.35
8647;070000 Vervoer;2016 augustus;-1.6;11043;-0.18;-0.23
8648;070000 Vervoer;2016 september;-0.1;11043;-0.01;-0.02
8649;070000 Vervoer;2016 oktober;1.3;11043;0.14;0.1
8650;070000 Vervoer;2016 november;1.0;11043;0.11;0.04
8651;070000 Vervoer;2016 december;3.1;11043;0.34;0.26
8652;070000 Vervoer;2016;-1.1;11043;-0.12;-0.17
8653;070000 Vervoer;2017 januari;5.6;11455;0.62;0.49
8654;070000 Vervoer;2017 februari;5.9;11455;0.64;0.5
8655;070000 Vervoer;2017 maart;4.3;11455;0.46;0.38
8656;070000 Vervoer;2017 april;5.2;11455;0.58;0.45
8657;070000 Vervoer;2017 mei;2.0;11455;0.22;0.11
8658;070000 Vervoer;2017 juni;0.5;11455;0.05;-0.08
8659;070000 Vervoer;2017 juli;1.6;11455;0.18;0.03
8660;070000 Vervoer;2017 augustus;1.9;11455;0.21;0.06
8661;070000 Vervoer;2017 september;2.6;11455;0.29;0.14
8662;070000 Vervoer;2017 oktober;1.3;11455;0.15;0.0
8663;070000 Vervoer;2017 november;3.1;11455;0.34;0.19
8664;070000 Vervoer;2017 december;1.0;11455;0.11;-0.03
8665;070000 Vervoer;2017;2.9;11455;0.32;0.19
8666;070000 Vervoer;2018 januari;1.2;11188;0.14;-0.04
8667;070000 Vervoer;2018 februari;0.4;11188;0.04;-0.11
8668;070000 Vervoer;2018 maart;1.2;11188;0.14;0.03
8669;070000 Vervoer;2018 april;0.8;11188;0.09;-0.04
8670;070000 Vervoer;2018 mei;4.7;11188;0.53;0.37
8671;070000 Vervoer;2018 juni;4.8;11188;0.54;0.39
8672;070000 Vervoer;2018 juli;5.0;11188;0.55;0.36
8673;070000 Vervoer;2018 augustus;5.3;11188;0.59;0.41
8674;070000 Vervoer;2018 september;4.1;11188;0.46;0.28
8675;070000 Vervoer;2018 oktober;4.7;11188;0.52;0.33
8676;070000 Vervoer;2018 november;2.8;11188;0.31;0.1
8677;070000 Vervoer;2018 december;0.6;11188;0.07;-0.17
8678;070000 Vervoer;2018;3.0;11188;0.33;0.16
8679;070000 Vervoer;2019 januari;0.0;10595;0.0;-0.27
8680;070000 Vervoer;2019 februari;2.9;10595;0.32;0.04
8681;070000 Vervoer;2019 maart;3.5;10595;0.38;0.08
8682;070000 Vervoer;2019 april;5.5;10595;0.58;0.3
8683;070000 Vervoer;2019 mei;2.2;10595;0.23;-0.05
8684;070000 Vervoer;2019 juni;2.5;10595;0.26;-0.04
8685;070000 Vervoer;2019 juli;2.5;10595;0.26;-0.02
8686;070000 Vervoer;2019 augustus;2.3;10595;0.23;-0.1
8687;070000 Vervoer;2019 september;2.2;10595;0.22;-0.07
8688;070000 Vervoer;2019 oktober;3.0;10595;0.31;0.01
8689;070000 Vervoer;2019 november;2.5;10595;0.27;-0.01
8690;070000 Vervoer;2019 december;4.6;10595;0.49;0.22
8691;070000 Vervoer;2019;2.8;10595;0.3;0.01
8692;070000 Vervoer;2020 januari;4.7;11152;0.5;0.34
8693;070000 Vervoer;2020 februari;3.0;11152;0.32;0.17
8694;070000 Vervoer;2020 maart;0.9;11152;0.1;-0.06
8695;070000 Vervoer;2020 april;-1.5;11152;-0.17;-0.34
8696;070000 Vervoer;2020 mei;-2.4;11152;-0.27;-0.45
8697;070000 Vervoer;2020 juni;-0.1;11152;-0.01;-0.2
8698;070000 Vervoer;2020 juli;0.1;11152;0.02;-0.19
8699;070000 Vervoer;2020 augustus;-2.2;11152;-0.24;-0.36
8700;070000 Vervoer;2020 september;-2.5;11152;-0.28;-0.45
8701;070000 Vervoer;2020 oktober;-2.9;11152;-0.32;-0.52
8702;070000 Vervoer;2020 november;-3.2;11152;-0.36;-0.51
8703;070000 Vervoer;2020 december;-2.3;11152;-0.26;-0.41
8704;070000 Vervoer;2020;-0.7;11152;-0.08;-0.25
8705;070000 Vervoer;2021 januari;-0.8;10247;-0.1;-0.31
8706;070000 Vervoer;2021 februari;0.1;10247;0.0;-0.22
8707;070000 Vervoer;2021 maart;2.5;10247;0.26;0.06
8708;070000 Vervoer;2021 april;2.3;10247;0.23;0.03
8709;070000 Vervoer;2021 mei;4.7;10247;0.49;0.29
8710;070000 Vervoer;2021 juni;3.7;10247;0.37;0.17
8711;070000 Vervoer;2021 juli;3.4;10247;0.33;0.21
8712;070000 Vervoer;2021 augustus;6.2;10247;0.63;0.43
8713;070000 Vervoer;2021 september;8.9;10247;0.91;0.71
8714;070000 Vervoer;2021 oktober;11.0;10247;1.12;0.86
8715;070000 Vervoer;2021 november;14.1;10247;1.43;1.01
8716;070000 Vervoer;2021 december;12.6;10247;1.29;0.79
8717;070000 Vervoer;2021;5.7;10247;0.58;0.34
8718;070000 Vervoer;2022 januari;12.1;10555;1.25;0.65
8719;070000 Vervoer;2022 februari;12.3;10555;1.28;0.71
8720;070000 Vervoer;2022 maart;16.6;10555;1.72;0.79
8721;070000 Vervoer;2022 april;13.6;10555;1.42;0.48
8722;070000 Vervoer;2022 mei;15.7;10555;1.64;0.81
8723;070000 Vervoer;2022 juni;18.3;10555;1.91;1.13
8724;070000 Vervoer;2022 juli;16.6;10555;1.75;0.74
8725;070000 Vervoer;2022 augustus;14.7;10555;1.55;0.32
8726;070000 Vervoer;2022 september;11.1;10555;1.17;-0.4
8727;070000 Vervoer;2022 oktober;9.0;10555;0.96;-0.64
8728;070000 Vervoer;2022 november;6.1;10555;0.65;-0.45
8729;070000 Vervoer;2022 december;4.0;10555;0.42;-0.66
8730;070000 Vervoer;2022;12.4;10555;1.31;0.29
8731;070000 Vervoer;2023 januari;5.3;10411;0.57;-0.25
8732;070000 Vervoer;2023 februari;3.6;10411;0.39;-0.51
8733;070000 Vervoer;2023 maart;-1.4;10411;-0.14;-0.69
8734;070000 Vervoer;2023 april;2.6;10411;0.3;-0.28
8735;070000 Vervoer;2023 mei;0.6;10411;0.08;-0.66
8736;070000 Vervoer;2023 juni;-3.0;10411;-0.32;-1.08
8737;070000 Vervoer;2023 juli;0.7;10411;0.12;-0.44
8738;070000 Vervoer;2023 augustus;2.1;10411;0.26;-0.07
8739;070000 Vervoer;2023 september;5.1;10411;0.55;0.58
8740;070000 Vervoer;2023 oktober;4.0;10411;0.44;0.53
8741;070000 Vervoer;2023 november;2.9;10411;0.32;0.16
8742;070000 Vervoer;2023 december;4.5;10411;0.47;0.38
8743;070000 Vervoer;2023;2.2;10411;0.25;-0.19
8744;070000 Vervoer;2024 januari;3.8;11226;0.41;0.08
8745;070000 Vervoer;2024 februari;4.1;11226;0.45;0.16
8746;070000 Vervoer;2024 maart;4.6;11226;0.5;0.19
8747;070000 Vervoer;2024 april;4.3;11226;0.49;0.21
8748;070000 Vervoer;2024 mei;4.5;11226;0.51;0.23
8749;070000 Vervoer;2024 juni;3.8;11226;0.42;0.07
8750;070000 Vervoer;2024 juli;1.4;11226;0.18;-0.28
8751;070000 Vervoer;2024 augustus;1.0;11226;0.13;-0.32
8752;070000 Vervoer;2024 september;-1.6;11226;-0.17;-0.65
8753;070000 Vervoer;2024 oktober;-0.9;11226;-0.08;-0.56
8754;070000 Vervoer;2024 november;1.5;11226;0.17;-0.32
8755;070000 Vervoer;2024 december;2.2;11226;0.25;-0.24
8756;070000 Vervoer;2024;2.3;11226;0.27;-0.12
8757;070000 Vervoer;2025 januari;1.2;11306;0.14;-0.27
8758;070000 Vervoer;2025 februari;1.2;11306;0.14;-0.33
8759;070000 Vervoer;2025 maart;1.0;11306;0.11;-0.35
8760;071000 Aankoop van voertuigen;2016 januari;2.0;3087;0.06;0.04
8761;071000 Aankoop van voertuigen;2016 februari;2.0;3087;0.06;0.04
8762;071000 Aankoop van voertuigen;2016 maart;1.9;3087;0.06;0.04
8763;071000 Aankoop van voertuigen;2016 april;2.3;3087;0.07;0.07
8764;071000 Aankoop van voertuigen;2016 mei;1.9;3087;0.06;0.06
8765;071000 Aankoop van voertuigen;2016 juni;1.6;3087;0.05;0.05
8766;071000 Aankoop van voertuigen;2016 juli;2.1;3087;0.06;0.07
8767;071000 Aankoop van voertuigen;2016 augustus;2.2;3087;0.07;0.06
8768;071000 Aankoop van voertuigen;2016 september;1.7;3087;0.05;0.05
8769;071000 Aankoop van voertuigen;2016 oktober;1.6;3087;0.05;0.04
8770;071000 Aankoop van voertuigen;2016 november;1.1;3087;0.03;0.01
8771;071000 Aankoop van voertuigen;2016 december;1.2;3087;0.04;0.01
8772;071000 Aankoop van voertuigen;2016;1.8;3087;0.05;0.05
8773;071000 Aankoop van voertuigen;2017 januari;2.0;3352;0.07;0.02
8774;071000 Aankoop van voertuigen;2017 februari;2.0;3352;0.07;0.01
8775;071000 Aankoop van voertuigen;2017 maart;1.8;3352;0.06;0.02
8776;071000 Aankoop van voertuigen;2017 april;1.8;3352;0.06;0.01
8777;071000 Aankoop van voertuigen;2017 mei;2.3;3352;0.08;0.04
8778;071000 Aankoop van voertuigen;2017 juni;2.2;3352;0.07;0.04
8779;071000 Aankoop van voertuigen;2017 juli;2.1;3352;0.07;0.03
8780;071000 Aankoop van voertuigen;2017 augustus;1.9;3352;0.07;0.02
8781;071000 Aankoop van voertuigen;2017 september;1.9;3352;0.06;0.02
8782;071000 Aankoop van voertuigen;2017 oktober;2.2;3352;0.07;0.03
8783;071000 Aankoop van voertuigen;2017 november;2.6;3352;0.09;0.04
8784;071000 Aankoop van voertuigen;2017 december;2.4;3352;0.08;0.04
8785;071000 Aankoop van voertuigen;2017;2.1;3352;0.07;0.03
8786;071000 Aankoop van voertuigen;2018 januari;1.9;3337;0.06;0.01
8787;071000 Aankoop van voertuigen;2018 februari;2.0;3337;0.07;0.03
8788;071000 Aankoop van voertuigen;2018 maart;2.3;3337;0.08;0.04
8789;071000 Aankoop van voertuigen;2018 april;2.4;3337;0.08;0.04
8790;071000 Aankoop van voertuigen;2018 mei;2.3;3337;0.08;0.02
8791;071000 Aankoop van voertuigen;2018 juni;2.3;3337;0.08;0.02
8792;071000 Aankoop van voertuigen;2018 juli;2.1;3337;0.07;0.0
8793;071000 Aankoop van voertuigen;2018 augustus;2.6;3337;0.09;0.02
8794;071000 Aankoop van voertuigen;2018 september;2.9;3337;0.1;0.03
8795;071000 Aankoop van voertuigen;2018 oktober;2.6;3337;0.09;0.02
8796;071000 Aankoop van voertuigen;2018 november;2.4;3337;0.08;0.01
8797;071000 Aankoop van voertuigen;2018 december;2.7;3337;0.09;0.03
8798;071000 Aankoop van voertuigen;2018;2.4;3337;0.08;0.02
8799;071000 Aankoop van voertuigen;2019 januari;1.5;2991;0.05;-0.02
8800;071000 Aankoop van voertuigen;2019 februari;1.4;2991;0.05;-0.03
8801;071000 Aankoop van voertuigen;2019 maart;1.2;2991;0.04;-0.05
8802;071000 Aankoop van voertuigen;2019 april;1.1;2991;0.04;-0.05
8803;071000 Aankoop van voertuigen;2019 mei;0.6;2991;0.02;-0.06
8804;071000 Aankoop van voertuigen;2019 juni;0.6;2991;0.02;-0.06
8805;071000 Aankoop van voertuigen;2019 juli;0.7;2991;0.03;-0.05
8806;071000 Aankoop van voertuigen;2019 augustus;0.4;2991;0.01;-0.07
8807;071000 Aankoop van voertuigen;2019 september;0.3;2991;0.01;-0.07
8808;071000 Aankoop van voertuigen;2019 oktober;0.2;2991;0.01;-0.07
8809;071000 Aankoop van voertuigen;2019 november;0.6;2991;0.02;-0.06
8810;071000 Aankoop van voertuigen;2019 december;0.3;2991;0.01;-0.07
8811;071000 Aankoop van voertuigen;2019;0.7;2991;0.03;-0.06
8812;071000 Aankoop van voertuigen;2020 januari;1.3;3098;0.04;-0.01
8813;071000 Aankoop van voertuigen;2020 februari;1.3;3098;0.04;-0.01
8814;071000 Aankoop van voertuigen;2020 maart;1.3;3098;0.04;0.0
8815;071000 Aankoop van voertuigen;2020 april;1.5;3098;0.04;0.01
8816;071000 Aankoop van voertuigen;2020 mei;0.9;3098;0.03;-0.01
8817;071000 Aankoop van voertuigen;2020 juni;0.6;3098;0.02;-0.03
8818;071000 Aankoop van voertuigen;2020 juli;0.4;3098;0.01;-0.04
8819;071000 Aankoop van voertuigen;2020 augustus;0.5;3098;0.01;-0.01
8820;071000 Aankoop van voertuigen;2020 september;0.7;3098;0.02;-0.01
8821;071000 Aankoop van voertuigen;2020 oktober;1.1;3098;0.03;0.0
8822;071000 Aankoop van voertuigen;2020 november;1.0;3098;0.03;0.01
8823;071000 Aankoop van voertuigen;2020 december;1.2;3098;0.04;0.01
8824;071000 Aankoop van voertuigen;2020;1.0;3098;0.03;-0.01
8825;071000 Aankoop van voertuigen;2021 januari;1.5;3264;0.05;0.0
8826;071000 Aankoop van voertuigen;2021 februari;1.5;3264;0.05;-0.01
8827;071000 Aankoop van voertuigen;2021 maart;1.5;3264;0.05;-0.01
8828;071000 Aankoop van voertuigen;2021 april;1.5;3264;0.05;-0.01
8829;071000 Aankoop van voertuigen;2021 mei;1.5;3264;0.05;-0.02
8830;071000 Aankoop van voertuigen;2021 juni;1.5;3264;0.05;-0.02
8831;071000 Aankoop van voertuigen;2021 juli;2.2;3264;0.07;0.02
8832;071000 Aankoop van voertuigen;2021 augustus;2.9;3264;0.09;0.02
8833;071000 Aankoop van voertuigen;2021 september;3.8;3264;0.12;0.03
8834;071000 Aankoop van voertuigen;2021 oktober;4.3;3264;0.14;0.03
8835;071000 Aankoop van voertuigen;2021 november;4.7;3264;0.15;-0.02
8836;071000 Aankoop van voertuigen;2021 december;5.0;3264;0.16;-0.02
8837;071000 Aankoop van voertuigen;2021;2.6;3264;0.08;0.0
8838;071000 Aankoop van voertuigen;2022 januari;5.8;3177;0.19;-0.02
8839;071000 Aankoop van voertuigen;2022 februari;6.3;3177;0.21;0.0
8840;071000 Aankoop van voertuigen;2022 maart;6.7;3177;0.22;-0.1
8841;071000 Aankoop van voertuigen;2022 april;7.0;3177;0.23;-0.08
8842;071000 Aankoop van voertuigen;2022 mei;9.6;3177;0.31;0.03
8843;071000 Aankoop van voertuigen;2022 juni;10.0;3177;0.32;0.05
8844;071000 Aankoop van voertuigen;2022 juli;9.9;3177;0.31;-0.01
8845;071000 Aankoop van voertuigen;2022 augustus;9.9;3177;0.32;-0.07
8846;071000 Aankoop van voertuigen;2022 september;8.9;3177;0.29;-0.19
8847;071000 Aankoop van voertuigen;2022 oktober;8.3;3177;0.27;-0.2
8848;071000 Aankoop van voertuigen;2022 november;7.8;3177;0.25;-0.07
8849;071000 Aankoop van voertuigen;2022 december;7.7;3177;0.24;-0.06
8850;071000 Aankoop van voertuigen;2022;8.2;3177;0.26;-0.06
8851;071000 Aankoop van voertuigen;2023 januari;7.8;3040;0.25;0.01
8852;071000 Aankoop van voertuigen;2023 februari;7.7;3040;0.25;-0.01
8853;071000 Aankoop van voertuigen;2023 maart;7.5;3040;0.23;0.1
8854;071000 Aankoop van voertuigen;2023 april;7.4;3040;0.23;0.07
8855;071000 Aankoop van voertuigen;2023 mei;5.9;3040;0.19;-0.01
8856;071000 Aankoop van voertuigen;2023 juni;5.5;3040;0.17;-0.01
8857;071000 Aankoop van voertuigen;2023 juli;5.2;3040;0.16;0.02
8858;071000 Aankoop van voertuigen;2023 augustus;3.7;3040;0.11;0.02
8859;071000 Aankoop van voertuigen;2023 september;3.5;3040;0.11;0.1
8860;071000 Aankoop van voertuigen;2023 oktober;2.9;3040;0.09;0.1
8861;071000 Aankoop van voertuigen;2023 november;2.3;3040;0.07;0.02
8862;071000 Aankoop van voertuigen;2023 december;1.8;3040;0.05;0.02
8863;071000 Aankoop van voertuigen;2023;5.1;3040;0.16;0.04
8864;071000 Aankoop van voertuigen;2024 januari;1.4;3267;0.05;-0.05
8865;071000 Aankoop van voertuigen;2024 februari;1.0;3267;0.03;-0.06
8866;071000 Aankoop van voertuigen;2024 maart;0.9;3267;0.03;-0.07
8867;071000 Aankoop van voertuigen;2024 april;0.5;3267;0.02;-0.07
8868;071000 Aankoop van voertuigen;2024 mei;0.1;3267;0.01;-0.09
8869;071000 Aankoop van voertuigen;2024 juni;0.1;3267;0.01;-0.1
8870;071000 Aankoop van voertuigen;2024 juli;0.0;3267;0.0;-0.12
8871;071000 Aankoop van voertuigen;2024 augustus;0.6;3267;0.02;-0.1
8872;071000 Aankoop van voertuigen;2024 september;0.7;3267;0.02;-0.09
8873;071000 Aankoop van voertuigen;2024 oktober;0.8;3267;0.03;-0.09
8874;071000 Aankoop van voertuigen;2024 november;1.3;3267;0.04;-0.09
8875;071000 Aankoop van voertuigen;2024 december;1.3;3267;0.04;-0.1
8876;071000 Aankoop van voertuigen;2024;0.7;3267;0.03;-0.09
8877;071000 Aankoop van voertuigen;2025 januari;1.0;3803;0.04;-0.07
8878;071000 Aankoop van voertuigen;2025 februari;1.4;3803;0.06;-0.08
8879;071000 Aankoop van voertuigen;2025 maart;2.1;3803;0.08;-0.05
8880;071100 Auto's;2016 januari;1.4;2610;0.04;0.02
8881;071100 Auto's;2016 februari;1.4;2610;0.04;0.02
8882;071100 Auto's;2016 maart;1.3;2610;0.03;0.02
8883;071100 Auto's;2016 april;1.8;2610;0.05;0.05
8884;071100 Auto's;2016 mei;1.9;2610;0.05;0.05
8885;071100 Auto's;2016 juni;1.6;2610;0.04;0.04
8886;071100 Auto's;2016 juli;2.2;2610;0.06;0.06
8887;071100 Auto's;2016 augustus;2.4;2610;0.06;0.06
8888;071100 Auto's;2016 september;1.9;2610;0.05;0.05
8889;071100 Auto's;2016 oktober;1.7;2610;0.04;0.03
8890;071100 Auto's;2016 november;1.2;2610;0.03;0.01
8891;071100 Auto's;2016 december;1.4;2610;0.04;0.01
8892;071100 Auto's;2016;1.7;2610;0.04;0.04
8893;071100 Auto's;2017 januari;2.1;2837;0.06;0.02
8894;071100 Auto's;2017 februari;2.1;2837;0.06;0.01
8895;071100 Auto's;2017 maart;1.9;2837;0.05;0.02
8896;071100 Auto's;2017 april;1.8;2837;0.05;0.01
8897;071100 Auto's;2017 mei;2.3;2837;0.06;0.03
8898;071100 Auto's;2017 juni;2.2;2837;0.06;0.03
8899;071100 Auto's;2017 juli;2.0;2837;0.06;0.02
8900;071100 Auto's;2017 augustus;1.8;2837;0.05;0.01
8901;071100 Auto's;2017 september;1.8;2837;0.05;0.01
8902;071100 Auto's;2017 oktober;2.2;2837;0.06;0.03
8903;071100 Auto's;2017 november;2.7;2837;0.08;0.04
8904;071100 Auto's;2017 december;2.5;2837;0.07;0.04
8905;071100 Auto's;2017;2.1;2837;0.06;0.02
8906;071100 Auto's;2018 januari;2.0;2756;0.06;0.02
8907;071100 Auto's;2018 februari;2.1;2756;0.06;0.02
8908;071100 Auto's;2018 maart;2.5;2756;0.07;0.04
8909;071100 Auto's;2018 april;2.6;2756;0.07;0.04
8910;071100 Auto's;2018 mei;2.5;2756;0.07;0.02
8911;071100 Auto's;2018 juni;2.6;2756;0.07;0.03
8912;071100 Auto's;2018 juli;2.4;2756;0.07;0.01
8913;071100 Auto's;2018 augustus;3.0;2756;0.08;0.03
8914;071100 Auto's;2018 september;3.1;2756;0.08;0.03
8915;071100 Auto's;2018 oktober;2.8;2756;0.08;0.02
8916;071100 Auto's;2018 november;2.5;2756;0.07;0.01
8917;071100 Auto's;2018 december;2.9;2756;0.08;0.03
8918;071100 Auto's;2018;2.6;2756;0.07;0.03
8919;071100 Auto's;2019 januari;1.5;2477;0.04;-0.02
8920;071100 Auto's;2019 februari;1.6;2477;0.04;-0.03
8921;071100 Auto's;2019 maart;1.2;2477;0.04;-0.04
8922;071100 Auto's;2019 april;1.1;2477;0.03;-0.04
8923;071100 Auto's;2019 mei;0.6;2477;0.02;-0.04
8924;071100 Auto's;2019 juni;0.6;2477;0.02;-0.05
8925;071100 Auto's;2019 juli;0.8;2477;0.02;-0.04
8926;071100 Auto's;2019 augustus;0.5;2477;0.01;-0.06
8927;071100 Auto's;2019 september;0.5;2477;0.01;-0.05
8928;071100 Auto's;2019 oktober;0.5;2477;0.01;-0.05
8929;071100 Auto's;2019 november;1.0;2477;0.02;-0.04
8930;071100 Auto's;2019 december;0.6;2477;0.01;-0.05
8931;071100 Auto's;2019;0.9;2477;0.02;-0.04
8932;071100 Auto's;2020 januari;1.7;2534;0.04;0.0
8933;071100 Auto's;2020 februari;1.7;2534;0.04;0.0
8934;071100 Auto's;2020 maart;1.6;2534;0.04;0.01
8935;071100 Auto's;2020 april;1.9;2534;0.05;0.02
8936;071100 Auto's;2020 mei;1.2;2534;0.03;0.0
8937;071100 Auto's;2020 juni;0.9;2534;0.02;-0.02
8938;071100 Auto's;2020 juli;0.7;2534;0.02;-0.03
8939;071100 Auto's;2020 augustus;0.7;2534;0.02;0.0
8940;071100 Auto's;2020 september;0.9;2534;0.02;-0.01
8941;071100 Auto's;2020 oktober;1.4;2534;0.04;0.0
8942;071100 Auto's;2020 november;1.2;2534;0.03;0.01
8943;071100 Auto's;2020 december;1.4;2534;0.04;0.01
8944;071100 Auto's;2020;1.3;2534;0.03;0.0
8945;071100 Auto's;2021 januari;1.9;2543;0.05;0.01
8946;071100 Auto's;2021 februari;1.8;2543;0.05;0.0
8947;071100 Auto's;2021 maart;1.8;2543;0.05;0.0
8948;071100 Auto's;2021 april;1.9;2543;0.05;0.0
8949;071100 Auto's;2021 mei;2.4;2543;0.06;0.01
8950;071100 Auto's;2021 juni;2.4;2543;0.06;0.01
8951;071100 Auto's;2021 juli;3.3;2543;0.08;0.05
8952;071100 Auto's;2021 augustus;4.3;2543;0.11;0.05
8953;071100 Auto's;2021 september;4.2;2543;0.11;0.04
8954;071100 Auto's;2021 oktober;4.9;2543;0.12;0.04
8955;071100 Auto's;2021 november;5.4;2543;0.14;0.01
8956;071100 Auto's;2021 december;5.8;2543;0.15;0.0
8957;071100 Auto's;2021;3.3;2543;0.08;0.02
8958;071100 Auto's;2022 januari;6.8;2533;0.17;0.01
8959;071100 Auto's;2022 februari;7.4;2533;0.19;0.03
8960;071100 Auto's;2022 maart;7.8;2533;0.2;-0.05
8961;071100 Auto's;2022 april;8.3;2533;0.21;-0.03
8962;071100 Auto's;2022 mei;9.6;2533;0.24;0.02
8963;071100 Auto's;2022 juni;10.1;2533;0.25;0.04
8964;071100 Auto's;2022 juli;9.8;2533;0.25;-0.01
8965;071100 Auto's;2022 augustus;9.7;2533;0.25;-0.06
8966;071100 Auto's;2022 september;10.0;2533;0.26;-0.12
8967;071100 Auto's;2022 oktober;9.2;2533;0.23;-0.13
8968;071100 Auto's;2022 november;8.3;2533;0.21;-0.04
8969;071100 Auto's;2022 december;8.1;2533;0.2;-0.04
8970;071100 Auto's;2022;8.8;2533;0.22;-0.03
8971;071100 Auto's;2023 januari;8.2;2425;0.21;0.01
8972;071100 Auto's;2023 februari;7.9;2425;0.2;0.0
8973;071100 Auto's;2023 maart;7.8;2425;0.19;0.08
8974;071100 Auto's;2023 april;7.5;2425;0.18;0.06
8975;071100 Auto's;2023 mei;6.7;2425;0.17;0.01
8976;071100 Auto's;2023 juni;6.3;2425;0.16;0.01
8977;071100 Auto's;2023 juli;6.1;2425;0.15;0.04
8978;071100 Auto's;2023 augustus;4.8;2425;0.12;0.04
8979;071100 Auto's;2023 september;4.3;2425;0.1;0.1
8980;071100 Auto's;2023 oktober;3.6;2425;0.08;0.1
8981;071100 Auto's;2023 november;3.2;2425;0.08;0.04
8982;071100 Auto's;2023 december;2.5;2425;0.06;0.03
8983;071100 Auto's;2023;5.7;2425;0.14;0.04
8984;071100 Auto's;2024 januari;2.1;2708;0.06;-0.02
8985;071100 Auto's;2024 februari;1.8;2708;0.05;-0.03
8986;071100 Auto's;2024 maart;1.4;2708;0.04;-0.04
8987;071100 Auto's;2024 april;1.1;2708;0.03;-0.04
8988;071100 Auto's;2024 mei;0.8;2708;0.02;-0.05
8989;071100 Auto's;2024 juni;0.7;2708;0.02;-0.07
8990;071100 Auto's;2024 juli;0.5;2708;0.02;-0.09
8991;071100 Auto's;2024 augustus;0.6;2708;0.02;-0.08
8992;071100 Auto's;2024 september;0.4;2708;0.02;-0.08
8993;071100 Auto's;2024 oktober;0.5;2708;0.02;-0.08
8994;071100 Auto's;2024 november;0.9;2708;0.03;-0.09
8995;071100 Auto's;2024 december;1.1;2708;0.03;-0.08
