ID;Perioden;OutputBasisprijzen_1;Totaal_2;Totaal_3;ZaaiEnPantgoedGeleverdDoorAnder_4;ZaaiEnPlantgoedGekochtBuitenDe_5;Totaal_6;Elektriciteit_7;Gas_8;AndereBrandstoffen_9;Andere_10;Totaal_11;MeststoffenGeleverdDoorAndereLand_12;MeststoffenGekochtBuitenDeBedrijf_13;FytosanitaireProductenEnPesticiden_14;UitgavenVoorVeeartsen_15;Totaal_16;VeevoederGeleverdDoorAndereLandbo_17;VeevoederGekochtBuitenDeBedrijfst_18;VeevoederGeproduceerdEnVerbruiktO_19;OnderhoudVanMateriaal_20;OnderhoudVanGebouwen_21;Landbouwdiensten_22;IndirectGemetenDienstenVanFinanci_23;AndereGoederenEnDiensten_24;BrutoToegevoegdeWaardeBasisprijzen_25;Totaal_26;Werktuigen_27;Bouwwerken_28;Aanplantingen_29;Andere_30;NettoToegevoegdeWaardeBasisprijzen_31;OutputBasisprijzen_32;Totaal_33;Totaal_34;ZaaiEnPantgoedGeleverdDoorAnder_35;ZaaiEnPlantgoedGekochtBuitenDe_36;Totaal_37;Elektriciteit_38;Gas_39;AndereBrandstoffen_40;Andere_41;Totaal_42;MeststoffenGeleverdDoorAndereLand_43;MeststoffenGekochtBuitenDeBedrijf_44;FytosanitaireProductenEnPesticiden_45;UitgavenVoorVeeartsen_46;Totaal_47;VeevoederGeleverdDoorAndereLandbo_48;VeevoederGekochtBuitenDeBedrijfst_49;VeevoederGeproduceerdEnVerbruiktO_50;OnderhoudVanMateriaal_51;OnderhoudVanGebouwen_52;Landbouwdiensten_53;IndirectGemetenDienstenVanFinanci_54;AndereGoederenEnDiensten_55;BrutoToegevoegdeWaardeBasisprijzen_56;Totaal_57;Werktuigen_58;Bouwwerken_59;Aanplantingen_60;Andere_61;NettoToegevoegdeWaardeBasisprijzen_62;OutputBasisprijzen_63;Totaal_64;Totaal_65;ZaaiEnPantgoedGeleverdDoorAnder_66;ZaaiEnPlantgoedGekochtBuitenDe_67;Totaal_68;Elektriciteit_69;Gas_70;AndereBrandstoffen_71;Andere_72;MeststoffenEnGrondverbeterendeMidd_73;MeststoffenGeleverdDoorAndereLand_74;MeststoffenGekochtBuitenDeBedrijf_75;FytosanitaireProductenEnPesticiden_76;UitgavenVoorVeeartsen_77;Totaal_78;VeevoederGeleverdDoorAndereLandbo_79;VeevoederGekochtBuitenDeBedrijfst_80;VeevoederGeproduceerdEnVerbruiktO_81;OnderhoudVanMateriaal_82;OnderhoudVanGebouwen_83;Landbouwdiensten_84;IndirectGemetenDienstenVanFinanci_85;AndereGoederenEnDiensten_86;BrutoToegevoegdeWaardeBasisprijzen_87;Totaal_88;Werktuigen_89;Bouwwerken_90;Aanplantingen_91;Andere_92;NettoToegevoegdeWaardeBasisprijzen_93;OutputBasisprijzen_94;Totaal_95;Totaal_96;ZaaiEnPantgoedGeleverdDoorAnder_97;ZaaiEnPlantgoedGekochtBuitenDe_98;Totaal_99;Elektriciteit_100;Gas_101;AndereBrandstoffen_102;Andere_103;Totaal_104;MeststoffenGeleverdDoorAndereLand_105;MeststoffenGekochtBuitenDeBedrijf_106;FytosanitaireProductenEnPesticiden_107;UitgavenVoorVeeartsen_108;Totaal_109;VeevoederGeleverdDoorAndereLandbo_110;VeevoederGekochtBuitenDeBedrijfst_111;VeevoederGeproduceerdEnVerbruiktO_112;OnderhoudVanMateriaal_113;OnderhoudVanGebouwen_114;Landbouwdiensten_115;IndirectGemetenDienstenVanFinanci_116;AndereGoederenEnDiensten_117;BrutoToegevoegdeWaardeBasisprijzen_118;Totaal_119;Werktuigen_120;Bouwwerken_121;Aanplantingen_122;Andere_123;NettoToegevoegdeWaardeBasisprijzen_124;NettoToegevoegdeWaardeBasisprijzen_125;NietProductgebondenBelastingen_126;NietProductgebondenSubsidies_127;Landbouwinkomen_128;BeloningVanWerknemers_129;ExploitatieoverschotGemengdInkomen_130;NettoToegevoegdeWaardeBasisprijzen_131;NietProductgebondenBelastingen_132;NietProductgebondenSubsidies_133;Landbouwinkomen_134;BeloningVanWerknemers_135;ExploitatieoverschotGemengdInkomen_136;NettoToegevoegdeWaardeBasisprijzen_137;NietProductgebondenBelastingen_138;NietProductgebondenSubsidies_139;Landbouwinkomen_140;BeloningVanWerknemers_141;ExploitatieoverschotGemengdInkomen_142;NettoToegevoegdeWaardeBasisprijzen_143;NietProductgebondenBelastingen_144;NietProductgebondenSubsidies_145;Landbouwinkomen_146;BeloningVanWerknemers_147;ExploitatieoverschotGemengdInkomen_148;ExploitatieoverschotGemengdInkomen_149;BetaaldePachtED_150;BetaaldeRente_151;OntvangenRente_152;InkomenUitBedrijfsuitoefening_153;Totaal_154;Werknemers_155;Zelfstandigen_156;Inkomensindex2010100_157;MutatieTOVVoorafgaandJaar_158
10;2005;21037;12323;1045;632.0;413.0;1416;342.0;975.0;57.0;42.0;282;;282;370;254;3313;85.0;2758.0;469.0;973;229;1819;112;2510;8714;2778;1142.0;1155.0;84.0;396.0;5937;22955;14063;1208;771.0;443.0;1777;434.0;1228.0;67.0;50.0;333;;333;401;283;4116;95.0;3461.0;558.0;1100;246;1879;106;2646;8872;3105;1228.0;1350.0;95.0;431.0;5793;-0.1;-0.1;1.0;4.0;-3.0;-2.0;-2.0;-2.0;-1.2;-2.0;1.2;;1.2;-1.3;-0.8;0.1;15.4;1.4;-8.9;1.5;1.0;-1.1;2.3;0.1;-0.1;0.0;-0.7;1.2;1.3;-1.5;-0.2;91.6;87.6;86.5;82.1;93.2;79.7;78.8;79.4;85.4;84.0;84.6;;84.6;92.3;89.7;80.5;89.3;79.7;84.0;88.5;92.7;96.8;106.0;94.9;98.2;89.5;93.0;85.6;88.7;91.9;102.5;5937;329;371;5979;1912;4068;5793;370.0;1052.0;6326.0;;;-0.2;9.9;-6.2;-1.1;;;102.5;88.9;35.3;94.5;;;4068;473;1000;105;2699;162;64;98;87.1;2.7
11;2006;22810;13019;1134;671.0;463.0;1602;386.0;1092.0;58.0;66.0;301;;301;364;262;3441;91.0;2944.0;406.0;991;234;1980;114;2598;9790;2845;1153.0;1203.0;87.0;403.0;6945;23143;14263;1281;774.0;507.0;1702;414.0;1158.0;65.0;65.0;340;;340;396;290;4101;89.0;3530.0;484.0;1090;249;2009;119;2694;8868;3115;1230.0;1362.0;96.0;427.0;5780;0.8;1.4;6.0;0.4;14.6;-4.3;-4.6;-5.7;-3.5;31.7;2.1;;2.1;-1.1;2.4;-0.4;-5.9;2.0;-13.3;-0.8;0.9;6.9;11.7;1.8;0.0;0.3;0.1;0.9;1.5;-1.0;-0.2;98.6;91.3;88.5;86.7;91.3;94.1;93.3;94.3;89.8;100.7;88.4;;88.4;91.9;90.4;83.9;102.1;83.4;83.8;90.9;93.9;98.6;95.8;96.4;110.4;91.3;93.7;88.3;90.6;94.4;120.2;6945;327;658;7275;1945;5331;5780;370.0;1865.0;6616.0;;;-0.2;0.2;77.3;4.6;;;120.2;88.4;35.3;110.0;;;5331;483;1092;123;3878;160;65;95;105.2;20.8
12;2007;23919;14340;1308;777.0;531.0;1626;406.0;1097.0;60.0;64.0;315;;315;399;271;4269;113.0;3671.0;486.0;1051;246;2005;117;2734;9579;2932;1194.0;1246.0;90.0;403.0;6646;23782;14741;1354;802.0;551.0;1742;425.0;1188.0;68.0;61.0;344;;344;416;294;4206;99.0;3608.0;500.0;1132;255;2081;133;2787;9044;3144;1255.0;1375.0;97.0;416.0;5920;2.8;3.3;5.7;3.7;8.6;2.4;2.8;2.6;4.1;-6.3;1.0;;1.0;4.9;1.5;2.6;11.0;2.2;3.3;3.9;2.6;3.6;11.9;3.5;2.0;0.9;2.1;1.0;0.5;-2.6;2.4;100.6;97.3;96.6;96.9;96.3;93.4;95.4;92.3;88.8;103.9;91.5;;91.5;95.8;92.1;101.5;113.5;101.7;97.1;92.8;96.3;96.3;88.2;98.1;105.9;93.3;95.2;90.6;92.6;96.8;112.3;6646;315;827;7158;2056;5102;5920;358.0;891.0;6467.0;;;2.4;-3.4;-52.2;-2.3;;;112.3;88.1;92.8;110.7;;;5102;592;1306;194;3397;158;66;92;102.6;-2.4
13;2008;24741;15824;1331;759.0;572.0;1953;398.0;1403.0;75.0;77.0;500;;500;424;285;4770;112.0;4150.0;508.0;1119;254;2161;132;2894;8917;3075;1276.0;1305.0;92.0;402.0;5841;24588;15274;1371;786.0;584.0;1756;374.0;1250.0;70.0;65.0;357;;357;432;298;4428;113.0;3772.0;543.0;1168;262;2168;135;2898;9320;3206;1312.0;1392.0;97.0;404.0;6129;3.4;3.6;1.2;-2.0;5.9;0.8;-12.1;5.2;3.8;5.9;3.9;;3.9;4.0;1.5;5.3;14.0;4.6;8.5;3.1;2.6;4.2;1.4;3.9;3.1;2.0;4.5;1.2;0.3;-2.9;3.5;100.6;103.6;97.1;96.6;98.0;111.2;106.4;112.2;106.8;119.2;139.9;;139.9;98.1;95.5;107.7;99.1;110.0;93.5;95.9;97.1;99.7;98.1;99.9;95.7;95.9;97.2;93.8;94.9;99.7;95.3;5841;337;942;6446;2145;4301;6129;370.0;1008.0;6767.0;;;3.5;3.4;13.1;4.6;;;95.3;91.2;93.5;95.3;;;4301;535;1500;211;2476;154;64;90;92.3;-10.0
14;2009;23122;15032;1401;831.0;569.0;1760;379.0;1252.0;64.0;65.0;385;;385;447;301;4096;95.0;3529.0;472.0;1172;269;2172;123;2907;8089;3211;1341.0;1387.0;94.0;388.0;4879;25031;15335;1454;865.0;589.0;1763;361.0;1269.0;70.0;65.0;351;;351;454;307;4330;111.0;3675.0;547.0;1195;272;2175;137;2911;9719;3266;1356.0;1424.0;96.0;389.0;6468;1.8;0.4;6.1;10.0;1.0;0.4;-3.5;1.5;0.2;-0.4;-1.6;;-1.6;4.9;2.8;-2.2;-1.8;-2.6;0.8;2.4;3.8;0.3;2.0;0.5;4.3;1.9;3.3;2.3;-0.6;-3.5;5.5;92.4;98.0;96.3;96.1;96.6;99.8;104.9;98.7;90.8;101.4;109.5;;109.5;98.5;98.1;94.6;85.4;96.0;86.2;98.0;98.9;99.9;89.8;99.8;83.2;98.3;98.9;97.4;97.8;99.7;75.4;4879;384;940;5435;2161;3274;6468;385.0;934.0;7019.0;;;5.5;4.1;-7.3;3.7;;;75.4;99.7;100.7;77.4;;;3274;596;1465;192;1404;153;64;89;78.0;-15.5
15;2010;25319;15646;1449;850.0;599.0;1972;421.0;1404.0;74.0;73.0;424;;424;405;314;4315;102.0;3689.0;524.0;1210;275;2220;133;2928;9673;3302;1386.0;1445.0;94.0;376.0;6371;25319;15646;1449;850.0;599.0;1972;421.0;1404.0;74.0;73.0;424;;424;405;314;4315;102.0;3689.0;524.0;1210;275;2220;133;2928;9673;3302;1386.0;1445.0;94.0;376.0;6371;1.2;2.0;-0.4;-1.7;1.6;11.9;16.7;10.7;5.5;12.4;20.8;;20.8;-10.6;2.3;-0.3;-8.2;0.4;-4.2;1.2;1.1;2.1;-3.2;0.6;-0.5;1.1;2.2;1.5;-2.7;-3.3;-1.5;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;6371;388;922;6906;2194;4711;6371;388.0;922.0;6906.0;;;-1.5;0.8;-1.2;-1.6;;;100.0;100.0;100.0;100.0;;;4711;546;1361;200;3004;150;63;88;100.0;28.1
16;2011;25858;17293;1538;880.0;658.0;2139;440.0;1540.0;84.0;74.0;530;;530;402;318;5375;122.0;4530.0;722.0;1252;281;2325;133;3001;8565;3325;1429.0;1457.0;91.0;348.0;5240;25260;15688;1442;868.0;573.0;1917;431.0;1346.0;74.0;66.0;425;;425;407;309;4297;105.0;3665.0;526.0;1238;276;2284;134;2960;9572;3362;1447.0;1458.0;89.0;368.0;6211;-0.2;0.3;-0.5;2.1;-4.2;-2.8;2.3;-4.1;0.3;-9.6;0.1;;0.1;0.5;-1.6;-0.4;3.1;-0.6;0.4;2.3;0.6;2.9;1.0;1.1;-1.0;1.8;4.4;0.9;-5.3;-2.3;-2.5;102.4;110.2;106.7;101.3;114.8;111.6;102.2;114.4;113.3;113.2;124.8;;124.8;98.8;102.9;125.1;116.5;123.6;137.3;101.1;101.8;101.8;98.8;101.4;89.5;98.9;98.7;99.9;102.9;94.7;84.4;5240;388;1110;5962;2262;3700;6211;377.0;1112.0;6945.0;;;-2.5;-2.7;20.5;0.6;;;84.4;102.9;99.9;85.8;;;3700;579;1434;184;1870;149;62;87;86.9;-13.1
17;2012;26811;17665;1457;805.0;652.0;2135;428.0;1549.0;86.0;71.0;528;;528;395;328;5767;136.0;4922.0;709.0;1265;283;2305;126;3077;9146;3448;1541.0;1508.0;72.0;327.0;5698;25187;15641;1409;848.0;561.0;1894;436.0;1326.0;72.0;62.0;417;;417;401;313;4367;106.0;3734.0;528.0;1230;271;2249;131;2942;9546;3480;1513.0;1517.0;84.0;366.0;6044;-0.3;-0.3;-2.3;-2.3;-2.2;-1.2;1.2;-1.5;-3.6;-6.1;-1.7;;-1.7;-1.5;1.3;1.6;0.6;1.9;0.4;-0.6;-1.7;-1.5;-2.6;-0.6;-0.3;3.5;4.6;4.0;-5.6;-0.4;-2.7;106.4;112.9;103.4;94.9;116.3;112.7;98.1;116.8;120.2;115.9;126.6;;126.6;98.3;104.8;132.1;128.6;131.8;134.4;102.8;104.4;102.5;96.2;104.6;95.8;99.1;101.8;99.4;86.1;89.2;94.3;5698;379;1103;6423;2335;4087;6044;372.0;1106.0;6782.0;;;-2.7;-1.5;-0.5;-2.4;;;94.3;101.8;99.7;94.7;;;4087;573;1325;182;2371;147;62;85;94.0;8.1
18;2013;28241;18047;1578;898.0;679.0;2140;418.0;1564.0;86.0;72.0;498;;498;437;344;5925;147.0;5149.0;630.0;1295;286;2347;123;3074;10194;3576;1583.0;1596.0;70.0;326.0;6618;25496;15840;1430;848.0;580.0;1903;437.0;1332.0;73.0;62.0;420;;420;444;322;4451;103.0;3830.0;519.0;1246;269;2248;121;2965;9654;3583;1552.0;1584.0;79.0;366.0;6046;1.2;1.3;1.5;0.0;3.4;0.5;0.4;0.5;1.6;0.1;0.5;;0.5;10.6;3.0;1.9;-2.3;2.6;-1.8;1.2;-0.8;0.0;-7.5;0.8;1.1;2.9;2.6;4.4;-5.5;-0.2;0.0;110.8;113.9;110.3;105.9;117.2;112.5;95.6;117.4;117.6;117.5;118.6;;118.6;98.5;106.7;133.1;142.2;134.4;121.5;103.9;106.2;104.4;101.7;103.7;105.6;99.8;102.0;100.8;88.4;89.3;109.5;6618;350;1144;7412;2392;5020;6046;367.0;1151.0;6836.0;;;0.0;-1.2;4.0;0.8;;;109.5;95.2;99.4;108.4;;;5020;641;1318;141;3202;148;62;86;105.8;12.6
19;2014;27086;17121;1450;852.0;598.0;1894;390.0;1348.0;90.0;66.0;512;;512;437;351;5241;136.0;4457.0;648.0;1330;290;2395;125;3095;9965;3640;1630.0;1615.0;67.0;329.0;6325;25751;15659;1396;842.0;553.0;1845;451.0;1257.0;79.0;63.0;429;;429;445;327;4330;109.0;3690.0;535.0;1239;271;2275;115;2989;10118;3633;1592.0;1597.0;75.0;366.0;6447;1.0;-1.1;-2.4;-0.8;-4.6;-3.1;3.1;-5.6;8.5;2.8;2.2;;2.2;0.2;1.5;-2.7;5.9;-3.7;3.1;-0.5;0.7;1.2;-4.6;0.8;4.8;1.4;2.5;0.8;-4.9;0.1;6.6;105.2;109.3;103.9;101.2;108.1;102.7;86.4;107.2;113.4;104.9;119.3;;119.3;98.3;107.3;121.0;124.7;120.8;121.1;107.4;107.0;105.3;108.4;103.5;98.5;100.2;102.4;101.1;89.2;89.9;98.1;6325;347;1031;7008;2381;4627;6447;365.0;1035.0;7136.0;;;6.6;-0.8;-10.1;4.4;;;98.1;95.2;99.6;98.2;;;4627;611;1257;125;2885;146;61;85;101.2;-4.4
20;2015;26759;16760;1523;875.0;647.0;1719;356.0;1231.0;73.0;59.0;509;;509;436;353;4983;104.0;4352.0;527.0;1397;301;2288;121;3131;9999;3706;1718.0;1592.0;65.0;331.0;6293;26006;15771;1466;839.0;623.0;1879;452.0;1291.0;80.0;60.0;418;;418;447;322;4343;87.0;3798.0;463.0;1276;280;2229;111;3008;10266;3671;1623.0;1607.0;72.0;363.0;6557;1.0;0.7;5.0;-0.3;12.7;1.9;0.1;2.7;1.8;-4.6;-2.6;;-2.6;0.5;-1.7;0.3;-20.8;2.9;-13.5;3.0;3.2;-2.0;-3.9;0.7;1.5;1.0;2.0;0.6;-4.4;-0.8;1.7;102.9;106.3;103.9;104.3;103.9;91.5;78.8;95.3;90.9;98.2;121.7;;121.7;97.6;109.8;114.7;120.0;114.6;114.0;109.5;107.5;102.7;108.8;104.1;97.4;101.0;105.8;99.1;90.1;91.3;96.0;6293;370;1056;6979;2368;4611;6557;374.0;1062.0;7265.0;;;1.7;2.6;2.7;1.8;;;96.0;99.0;99.4;96.1;;;4611;646;1147;157;2975;146;61;86;99.8;-1.4
21;2016;27020;16650;1631;954.0;677.0;1467;325.0;1029.0;68.0;46.0;437;;437;443;361;5007;112.0;4342.0;553.0;1426;304;2278;118;3177;10370;3792;1771.0;1620.0;62.0;339.0;6578;26434;16001;1482;866.0;612.0;1880;457.0;1288.0;81.0;59.0;426;;426;448;329;4499;89.0;3940.0;474.0;1283;282;2212;108;3045;10467;3739;1658.0;1640.0;69.0;365.0;6690;1.6;1.5;1.1;3.3;-1.9;0.1;1.3;-0.3;1.1;-1.8;2.0;;2.0;0.3;2.3;3.6;3.4;3.7;2.5;0.6;0.7;-0.7;-2.3;1.2;2.0;1.9;2.2;2.1;-3.8;0.4;2.0;102.2;104.1;110.1;110.2;110.7;78.0;71.1;79.9;83.3;77.4;102.5;;102.5;98.7;109.8;111.3;124.7;110.2;116.7;111.2;107.8;103.0;108.8;104.3;99.1;101.4;106.8;98.8;90.1;93.0;98.3;6578;369;887;7096;2468;4627;6690;374.0;888.0;7218.0;;;2.0;0.0;-16.4;-0.6;;;98.3;98.8;99.8;98.3;;;4627;684;1043;114;3015;146;62;84;100.9;1.1
22;2017;29098;17143;1762;;;1643;;;;;429;;429;446;360;5101;;;;1443;311;2338;124;3185;11955;3791;;;;;8164;26571;16148;1539;;;1897;;;;;434;;434;456;323;4516;;;;1308;287;2255;102;3024;10454;3701;;;;;6715;0.5;0.9;3.9;;;0.9;;;;;1.7;;1.7;1.7;-1.7;0.4;;;;2.0;2.0;1.9;-6.3;-0.7;-0.1;-1.0;;;;;0.4;109.5;106.2;114.5;;;86.6;;;;;99.0;;99.0;97.8;111.3;112.9;;;;110.3;108.4;103.7;122.4;105.3;114.4;102.4;;;;;121.6;8164;373;877;8668;2555;6113;6715;;;;;;0.4;;;;;;121.6;;;;;;6113;688;993;91;4523;144;62;83;124.0;22.9
