ID;KenmerkenInstallaties;Perioden;Productie_1;VerbruikGasmotorenWKKInstallatie_2;VerbruikGasmotorenDirecteAandrijving_3;VerbruikVoorOpwarmingSlibgistingstank_4;VerbruikVoorSlibontwatering_5;Afgefakkeld_6;Afgeblazen_7;VerbruikOfToepassingOnbekend_8;Aflevering_9;Aankoop_10;ProductieInWKKInstallaties_11;TotaalVerbruik_12;Warmteproductie_13;Aardgasverbruik_14;HuisbrandolieVerbruik_15;VerbruikPerKgVerwijdBZVGemiddelde_16;VerbruikPerKgVerwijdBZVLandelijk_17;AandeelBeluchtingInTotaalverbruik_18
449;Thermische slibstabilisatie;2006;962;0;0.0;0;865;97;0.0;0;0;16;0;16;0.0;9;134;6.7;8.3;50
450;Thermische slibstabilisatie;2007;997;0;0.0;0;793;146;0.0;59;0;16;0;16;0.0;10;145;7.4;9.0;46
451;Thermische slibstabilisatie;2008;1048;0;0.0;0;798;0;161.0;89;0;16;0;16;0.0;7;177;6.0;7.1;46
452;Thermische slibstabilisatie;2009;982;0;0.0;0;793;117;0.0;72;0;15;0;15;0.0;13;188;6.1;7.5;48
453;Thermische slibstabilisatie;2010;1047;0;0.0;0;883;102;0.0;61;0;16;0;16;0.0;18;201;6.5;8.1;48
454;Thermische slibstabilisatie;2011;924;0;0.0;0;840;84;0.0;0;0;16;0;16;0.0;11;182;5.6;7.1;43
455;Thermische slibstabilisatie;2012;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;15;0;2.9;2.9;44
456;Geen voorziening slibgisting/onbekend;1981;57;0;;0;0;18;;39;0;27;0;27;;136;213;3.5;3.0;56
457;Geen voorziening slibgisting/onbekend;1985;0;0;;0;0;0;;0;0;31;0;31;;618;228;3.0;3.5;69
458;Geen voorziening slibgisting/onbekend;1990;0;0;;0;0;0;;0;0;40;2;42;;633;51;5.3;5.1;69
459;Geen voorziening slibgisting/onbekend;1991;0;0;;0;0;0;;0;0;40;0;40;;649;60;5.0;4.3;67
460;Geen voorziening slibgisting/onbekend;1992;283;62;;182;0;39;;0;0;35;0;36;;254;0;5.9;4.4;70
461;Geen voorziening slibgisting/onbekend;1993;0;0;;0;0;0;;0;0;48;0;48;;256;3;5.3;4.4;66
462;Geen voorziening slibgisting/onbekend;1995;0;0;;0;0;0;;0;0;42;0;42;;92;0;4.7;4.6;62
463;Geen voorziening slibgisting/onbekend;1996;0;0;;0;0;0;;0;0;32;0;32;;23;0;4.4;5.1;70
464;Geen voorziening slibgisting/onbekend;1997;5;4;;0;0;0;;0;0;45;0;45;;98;0;3.6;4.5;68
465;Geen voorziening slibgisting/onbekend;1998;0;0;;0;0;0;;0;0;44;0;44;;68;0;4.6;4.6;70
466;Geen voorziening slibgisting/onbekend;1999;258;0;;167;0;87;;4;0;36;0;36;;387;0;3.7;3.4;82
467;Geen voorziening slibgisting/onbekend;2000;0;0;;0;7679;0;;0;0;51;37;68;;19825;0;5.0;7.7;61
468;Geen voorziening slibgisting/onbekend;2001;0;0;;0;7854;0;;0;0;50;30;67;;17201;0;5.3;8.3;62
469;Geen voorziening slibgisting/onbekend;2002;0;0;;0;7336;0;0.0;0;0;49;8;57;;13352;0;4.4;7.8;58
470;Geen voorziening slibgisting/onbekend;2003;0;0;;0;7923;0;0.0;0;0;43;14;39;;14803;0;4.7;5.4;67
471;Geen voorziening slibgisting/onbekend;2004;0;0;0.0;0;7838;0;0.0;0;0;43;25;68;286.0;16316;0;4.5;7.7;68
472;Geen voorziening slibgisting/onbekend;2005;674;639;0.0;35;5313;0;0.0;0;0;69;20;89;335.0;15492;0;5.8;7.3;59
473;Geen voorziening slibgisting/onbekend;2006;725;710;0.0;15;0;0;0.0;0;0;65;27;93;226.0;13751;0;6.0;8.1;58
474;Geen voorziening slibgisting/onbekend;2007;805;785;0.0;15;0;0;0.0;5;0;59;31;63;255.0;14610;0;5.8;5.7;56
475;Geen voorziening slibgisting/onbekend;2008;865;814;0.0;0;0;49;0.0;2;0;60;37;67;265.0;15949;3;5.5;5.4;57
476;Geen voorziening slibgisting/onbekend;2009;0;0;0.0;0;0;0;0.0;0;0;66;22;66;0.0;12869;0;5.3;4.9;56
477;Geen voorziening slibgisting/onbekend;2010;0;0;0.0;0;0;0;0.0;0;0;68;33;64;200.0;15276;0;5.2;4.6;52
478;Geen voorziening slibgisting/onbekend;2011;0;0;0.0;0;0;0;0.0;0;0;73;32;78;234.0;21285;0;4.9;5.2;56
479;Geen voorziening slibgisting/onbekend;2012;266;0;0.0;119;0;0;5.0;142;0;71;38;77;289.0;19980;0;4.9;5.1;50
480;Cap. klasse NL: 0 i.e.;1981;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
481;Cap. klasse NL: 0 i.e.;1985;0;0;;0;0;0;;0;0;0;0;0;;7;0;0.0;0.0;0
482;Cap. klasse NL: 0 i.e.;1990;0;0;;0;0;0;;0;0;0;0;0;;6;0;0.0;0.0;0
483;Cap. klasse NL: 0 i.e.;1991;0;0;;0;0;0;;0;0;2;0;2;;36;0;0.0;0.0;0
484;Cap. klasse NL: 0 i.e.;1992;0;0;;0;0;0;;0;0;2;0;2;;0;0;0.0;0.0;0
485;Cap. klasse NL: 0 i.e.;1993;0;0;;0;0;0;;0;0;3;0;3;;62;0;0.0;0.0;0
486;Cap. klasse NL: 0 i.e.;1995;0;0;;0;0;0;;0;0;2;0;2;;51;0;0.0;0.0;0
487;Cap. klasse NL: 0 i.e.;1996;0;0;;0;0;0;;0;0;2;0;2;;15;0;0.0;0.0;0
488;Cap. klasse NL: 0 i.e.;1997;0;0;;0;0;0;;0;0;2;0;2;;49;0;0.0;0.0;0
489;Cap. klasse NL: 0 i.e.;1998;0;0;;0;0;0;;0;0;2;0;2;;38;0;0.0;0.0;0
490;Cap. klasse NL: 0 i.e.;1999;0;0;;0;0;0;;0;0;1;0;1;;35;0;0.0;0.0;0
491;Cap. klasse NL: 0 i.e.;2000;0;0;;0;7679;0;;0;0;16;37;33;;19778;0;0.0;0.0;0
492;Cap. klasse NL: 0 i.e.;2001;0;0;;0;7854;0;;0;0;16;30;33;;17083;0;0.0;0.0;0
493;Cap. klasse NL: 0 i.e.;2002;0;0;;0;7336;0;0.0;0;0;14;8;23;;13236;0;0.0;0.0;0
494;Cap. klasse NL: 0 i.e.;2003;0;0;;0;7923;0;0.0;0;0;11;14;8;;14708;0;0.0;0.0;0
495;Cap. klasse NL: 0 i.e.;2004;0;0;0.0;0;7838;0;0.0;0;0;7;25;31;286.0;16243;0;0.0;0.0;0
496;Cap. klasse NL: 0 i.e.;2005;0;0;0.0;0;5313;0;0.0;0;0;9;19;28;335.0;15267;0;0.0;0.0;0
497;Cap. klasse NL: 0 i.e.;2006;0;0;0.0;0;0;0;0.0;0;0;4;26;31;226.0;13438;0;0.0;0.0;0
498;Cap. klasse NL: 0 i.e.;2007;0;0;0.0;0;0;0;0.0;0;0;5;30;9;255.0;14397;0;0.0;0.0;0
499;Cap. klasse NL: 0 i.e.;2008;0;0;0.0;0;0;0;0.0;0;0;4;36;10;265.0;15635;0;0.0;0.0;0
500;Cap. klasse NL: 0 i.e.;2009;0;0;0.0;0;0;0;0.0;0;0;9;22;9;0.0;12601;0;0.0;0.0;0
501;Cap. klasse NL: 0 i.e.;2010;0;0;0.0;0;0;0;0.0;0;0;9;33;4;200.0;14645;0;0.0;0.0;0
502;Cap. klasse NL: 0 i.e.;2011;0;0;0.0;0;0;0;0.0;0;0;5;32;11;234.0;14177;0;0.0;0.0;0
503;Cap. klasse NL: 0 i.e.;2012;0;0;0.0;0;0;0;0.0;0;0;6;38;12;289.0;19224;0;0.0;0.0;0
504;Cap. klasse NL: tot 5 000 i.e.;1981;0;0;;0;0;0;;0;0;8;0;8;;90;11;6.8;4.8;71
505;Cap. klasse NL: tot 5 000 i.e.;1985;0;0;;0;0;0;;0;0;8;0;8;;19;3;6.5;4.5;71
506;Cap. klasse NL: tot 5 000 i.e.;1990;0;0;;0;0;0;;0;0;7;0;7;;20;0;6.0;4.7;72
507;Cap. klasse NL: tot 5 000 i.e.;1991;0;0;;0;0;0;;0;0;7;0;7;;37;1;5.8;5.2;70
508;Cap. klasse NL: tot 5 000 i.e.;1992;0;0;;0;0;0;;0;0;5;0;5;;4;0;6.7;6.0;83
509;Cap. klasse NL: tot 5 000 i.e.;1993;0;0;;0;0;0;;0;0;6;0;6;;30;0;5.4;5.0;69
510;Cap. klasse NL: tot 5 000 i.e.;1995;0;0;;0;0;0;;0;0;5;0;5;;9;0;6.7;4.9;66
511;Cap. klasse NL: tot 5 000 i.e.;1996;0;0;;0;0;0;;0;0;4;0;4;;5;0;5.5;4.7;71
512;Cap. klasse NL: tot 5 000 i.e.;1997;0;0;;0;0;0;;0;0;5;0;5;;9;0;5.8;5.1;68
513;Cap. klasse NL: tot 5 000 i.e.;1998;0;0;;0;0;0;;0;0;5;0;5;;8;0;6.2;5.1;66
514;Cap. klasse NL: tot 5 000 i.e.;1999;0;0;;0;0;0;;0;0;4;0;4;;10;0;5.7;4.8;52
515;Cap. klasse NL: tot 5 000 i.e.;2000;0;0;;0;0;0;;0;0;4;0;4;;6;0;5.6;4.6;73
516;Cap. klasse NL: tot 5 000 i.e.;2001;0;0;;0;0;0;;0;0;4;0;4;;11;0;6.2;5.2;70
517;Cap. klasse NL: tot 5 000 i.e.;2002;0;0;;0;0;0;0.0;0;0;4;0;4;;13;0;6.6;5.9;56
518;Cap. klasse NL: tot 5 000 i.e.;2003;0;0;;0;0;0;0.0;0;0;4;0;4;;9;0;6.6;5.7;61
519;Cap. klasse NL: tot 5 000 i.e.;2004;0;0;0.0;0;0;0;0.0;0;0;4;0;4;0.0;10;0;6.8;5.6;62
520;Cap. klasse NL: tot 5 000 i.e.;2005;0;0;0.0;0;0;0;0.0;0;0;4;0;4;0.0;6;0;7.2;6.1;56
521;Cap. klasse NL: tot 5 000 i.e.;2006;0;0;0.0;0;0;0;0.0;0;0;4;0;4;0.0;9;0;7.6;6.3;55
522;Cap. klasse NL: tot 5 000 i.e.;2007;0;0;0.0;0;0;0;0.0;0;0;3;0;3;0.0;6;0;7.7;7.2;58
523;Cap. klasse NL: tot 5 000 i.e.;2008;0;0;0.0;0;0;0;0.0;0;0;3;0;3;0.0;164;0;7.4;6.7;60
524;Cap. klasse NL: tot 5 000 i.e.;2009;0;0;0.0;0;0;0;0.0;0;0;3;0;3;0.0;9;0;7.8;7.0;62
525;Cap. klasse NL: tot 5 000 i.e.;2010;0;0;0.0;0;0;0;0.0;0;0;3;0;3;0.0;16;0;7.8;6.8;61
526;Cap. klasse NL: tot 5 000 i.e.;2011;0;0;0.0;0;0;0;0.0;0;0;8;0;8;0.0;6863;0;7.4;17.3;62
527;Cap. klasse NL: tot 5 000 i.e.;2012;0;0;0.0;0;0;0;0.0;0;0;4;0;4;0.0;474;0;7.2;8.8;58
528;Cap. klasse NL: 5 000 tot 10 000 i.e.;1981;13;0;;11;0;2;;0;0;8;0;8;;87;16;5.1;3.5;67
529;Cap. klasse NL: 5 000 tot 10 000 i.e.;1985;0;0;;0;0;0;;0;0;9;0;9;;74;7;4.8;4.1;72
530;Cap. klasse NL: 5 000 tot 10 000 i.e.;1990;0;0;;0;0;0;;0;0;11;0;11;;43;6;5.2;4.4;77
531;Cap. klasse NL: 5 000 tot 10 000 i.e.;1991;0;0;;0;0;0;;0;0;12;0;12;;55;8;5.1;4.6;74
532;Cap. klasse NL: 5 000 tot 10 000 i.e.;1992;0;0;;0;0;0;;0;0;5;0;5;;2;3;5.9;5.7;74
533;Cap. klasse NL: 5 000 tot 10 000 i.e.;1993;0;0;;0;0;0;;0;0;12;0;12;;54;5;5.6;5.0;73
534;Cap. klasse NL: 5 000 tot 10 000 i.e.;1995;0;0;;0;0;0;;0;0;12;0;12;;31;2;5.9;5.2;71
535;Cap. klasse NL: 5 000 tot 10 000 i.e.;1996;0;0;;0;0;0;;0;0;11;0;11;;30;0;6.1;5.1;71
536;Cap. klasse NL: 5 000 tot 10 000 i.e.;1997;0;0;;0;0;0;;0;0;11;0;11;;37;3;6.0;5.0;68
537;Cap. klasse NL: 5 000 tot 10 000 i.e.;1998;0;0;;0;0;0;;0;0;12;0;12;;28;0;6.4;5.6;64
538;Cap. klasse NL: 5 000 tot 10 000 i.e.;1999;0;0;;0;0;0;;0;0;10;0;10;;28;0;5.8;5.0;61
539;Cap. klasse NL: 5 000 tot 10 000 i.e.;2000;0;0;;0;0;0;;0;0;10;0;10;;16;0;6.5;6.1;68
540;Cap. klasse NL: 5 000 tot 10 000 i.e.;2001;0;0;;0;0;0;;0;0;10;0;10;;21;4;7.1;6.6;62
541;Cap. klasse NL: 5 000 tot 10 000 i.e.;2002;0;0;;0;0;0;0.0;0;0;11;0;11;;217;3;6.8;5.3;59
542;Cap. klasse NL: 5 000 tot 10 000 i.e.;2003;0;0;;0;0;0;0.0;0;0;11;0;11;;21;0;6.9;5.8;65
543;Cap. klasse NL: 5 000 tot 10 000 i.e.;2004;0;0;0.0;0;0;0;0.0;0;0;13;0;13;0.0;22;0;7.6;7.2;62
544;Cap. klasse NL: 5 000 tot 10 000 i.e.;2005;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;21;5;7.1;6.7;63
545;Cap. klasse NL: 5 000 tot 10 000 i.e.;2006;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;18;4;6.8;6.2;63
546;Cap. klasse NL: 5 000 tot 10 000 i.e.;2007;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;10;2;7.5;7.0;64
547;Cap. klasse NL: 5 000 tot 10 000 i.e.;2008;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;16;1;7.5;7.1;63
548;Cap. klasse NL: 5 000 tot 10 000 i.e.;2009;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;16;2;7.0;6.5;64
549;Cap. klasse NL: 5 000 tot 10 000 i.e.;2010;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;18;2;6.5;6.1;64
550;Cap. klasse NL: 5 000 tot 10 000 i.e.;2011;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;17;5;6.4;5.9;64
551;Cap. klasse NL: 5 000 tot 10 000 i.e.;2012;0;0;0.0;0;0;0;0.0;0;0;10;0;10;0.0;19;3;6.5;6.2;64
552;Cap. klasse NL: 10 000 tot 25 000 i.e.;1981;1295;0;;291;0;342;;662;0;20;0;20;;377;4441;3.8;3.3;75
553;Cap. klasse NL: 10 000 tot 25 000 i.e.;1985;1340;153;;688;0;299;;199;0;26;0;26;;355;86;4.2;3.8;85
554;Cap. klasse NL: 10 000 tot 25 000 i.e.;1990;1236;382;;437;0;297;;121;0;33;0;33;;323;33;4.6;4.0;74
555;Cap. klasse NL: 10 000 tot 25 000 i.e.;1991;1451;372;;352;0;349;;378;0;34;0;34;;233;73;4.7;4.2;72
556;Cap. klasse NL: 10 000 tot 25 000 i.e.;1992;1065;240;;384;0;359;;82;0;14;0;14;;64;3836;3.8;3.7;78
557;Cap. klasse NL: 10 000 tot 25 000 i.e.;1993;1071;363;;210;0;259;;239;0;34;0;35;;226;35;4.9;4.4;72
558;Cap. klasse NL: 10 000 tot 25 000 i.e.;1995;724;192;;373;0;159;;0;0;33;0;34;;166;0;5.3;4.9;71
559;Cap. klasse NL: 10 000 tot 25 000 i.e.;1996;559;160;;286;0;112;;1;0;30;0;30;;433;0;4.8;4.5;72
560;Cap. klasse NL: 10 000 tot 25 000 i.e.;1997;515;132;;309;0;74;;0;0;33;0;33;;135;0;5.5;4.8;70
561;Cap. klasse NL: 10 000 tot 25 000 i.e.;1998;445;102;;243;0;98;;1;0;34;0;34;;101;0;5.6;4.9;67
562;Cap. klasse NL: 10 000 tot 25 000 i.e.;1999;274;37;;114;0;56;;67;0;32;0;32;;121;0;5.4;4.8;63
563;Cap. klasse NL: 10 000 tot 25 000 i.e.;2000;159;0;;118;0;41;;0;0;35;0;35;;103;0;5.5;5.0;73
564;Cap. klasse NL: 10 000 tot 25 000 i.e.;2001;185;0;;141;0;44;;0;0;35;0;35;;100;0;5.8;5.1;72
565;Cap. klasse NL: 10 000 tot 25 000 i.e.;2002;125;0;;85;0;26;0.0;14;0;35;0;35;;105;0;5.9;5.2;71
566;Cap. klasse NL: 10 000 tot 25 000 i.e.;2003;152;0;;107;0;42;2.0;0;0;37;0;37;;131;0;6.1;5.4;69
567;Cap. klasse NL: 10 000 tot 25 000 i.e.;2004;123;0;0.0;93;0;30;0.0;0;0;38;0;38;0.0;123;0;6.1;5.5;69
568;Cap. klasse NL: 10 000 tot 25 000 i.e.;2005;306;212;0.0;46;0;46;0.0;1;0;39;0;39;3.0;154;0;6.1;5.8;68
569;Cap. klasse NL: 10 000 tot 25 000 i.e.;2006;257;227;0.0;14;0;17;0.0;0;0;39;0;39;2.0;170;0;6.1;5.7;67
570;Cap. klasse NL: 10 000 tot 25 000 i.e.;2007;0;0;0.0;0;0;0;0.0;0;0;37;0;36;0.0;114;0;5.7;5.3;68
571;Cap. klasse NL: 10 000 tot 25 000 i.e.;2008;0;0;0.0;0;0;0;0.0;0;0;35;0;35;0.0;168;0;5.8;5.4;68
572;Cap. klasse NL: 10 000 tot 25 000 i.e.;2009;0;0;0.0;0;0;0;0.0;0;0;36;0;36;0.0;161;0;5.7;5.4;67
573;Cap. klasse NL: 10 000 tot 25 000 i.e.;2010;0;0;0.0;0;0;0;0.0;0;0;36;0;36;0.0;184;0;5.7;5.4;65
574;Cap. klasse NL: 10 000 tot 25 000 i.e.;2011;0;0;0.0;0;0;0;0.0;0;0;36;0;36;0.0;150;0;5.3;5.1;66
575;Cap. klasse NL: 10 000 tot 25 000 i.e.;2012;0;0;0.0;0;0;0;0.0;0;0;34;0;34;0.0;147;0;5.5;5.1;64
576;Cap. klasse NL: 25 000 tot 50 000 i.e.;1981;3700;236;;1123;0;1106;;1234;0;39;1;39;;1005;217;3.8;3.2;73
577;Cap. klasse NL: 25 000 tot 50 000 i.e.;1985;3662;948;;1467;0;745;;503;0;46;1;47;;780;161;4.0;3.8;74
578;Cap. klasse NL: 25 000 tot 50 000 i.e.;1990;4458;2682;;799;0;569;;408;0;57;3;61;;703;64;4.3;4.1;72
579;Cap. klasse NL: 25 000 tot 50 000 i.e.;1991;4563;2096;;987;0;671;;808;0;58;3;61;;763;271;4.4;4.3;71
580;Cap. klasse NL: 25 000 tot 50 000 i.e.;1992;4194;2230;;961;0;635;;368;0;30;3;33;;589;38;4.4;4.1;75
581;Cap. klasse NL: 25 000 tot 50 000 i.e.;1993;4567;2373;;1297;0;610;;287;0;59;3;62;;844;101;4.8;4.4;67
582;Cap. klasse NL: 25 000 tot 50 000 i.e.;1995;4110;1934;;1603;0;573;;0;0;56;3;59;;838;13;5.2;4.8;69
583;Cap. klasse NL: 25 000 tot 50 000 i.e.;1996;4118;2016;;1454;0;632;;16;0;60;3;63;;829;15;5.3;5.6;70
584;Cap. klasse NL: 25 000 tot 50 000 i.e.;1997;3838;1980;;1432;0;413;;12;0;61;3;64;;859;0;4.8;4.5;64
585;Cap. klasse NL: 25 000 tot 50 000 i.e.;1998;3021;1534;;1195;0;289;;3;0;67;2;69;;903;0;5.6;5.3;64
586;Cap. klasse NL: 25 000 tot 50 000 i.e.;1999;3452;1893;;1242;0;272;;45;0;65;3;68;;1074;0;5.7;5.4;58
587;Cap. klasse NL: 25 000 tot 50 000 i.e.;2000;3214;1557;;1152;0;381;;124;0;67;1;68;;706;0;5.5;5.1;65
588;Cap. klasse NL: 25 000 tot 50 000 i.e.;2001;3240;1663;;904;0;408;;265;0;72;2;74;;782;0;5.8;5.4;66
589;Cap. klasse NL: 25 000 tot 50 000 i.e.;2002;3638;1693;;1250;110;211;277.0;96;0;78;2;80;;593;0;6.0;5.5;62
590;Cap. klasse NL: 25 000 tot 50 000 i.e.;2003;3657;1809;;1169;0;678;0.0;0;0;76;2;78;;748;0;5.8;5.5;62
591;Cap. klasse NL: 25 000 tot 50 000 i.e.;2004;3730;1367;162.0;1432;0;739;1.0;29;0;81;2;83;11.0;725;0;6.2;6.0;62
592;Cap. klasse NL: 25 000 tot 50 000 i.e.;2005;3760;1013;236.0;1372;0;649;30.0;460;0;79;2;81;4.0;842;5;6.2;5.9;61
593;Cap. klasse NL: 25 000 tot 50 000 i.e.;2006;3422;1106;358.0;1071;0;565;14.0;309;0;78;3;81;8.0;850;2;6.0;5.7;63
594;Cap. klasse NL: 25 000 tot 50 000 i.e.;2007;3289;1548;237.0;806;0;614;0.0;85;0;81;3;84;14.0;765;2;6.0;5.6;61
595;Cap. klasse NL: 25 000 tot 50 000 i.e.;2008;2834;1105;355.0;789;0;480;0.0;58;46;81;2;84;12.0;697;1;5.8;5.6;61
596;Cap. klasse NL: 25 000 tot 50 000 i.e.;2009;2786;1152;367.0;644;0;392;4.0;141;86;84;2;86;12.0;791;0;5.6;5.3;61
597;Cap. klasse NL: 25 000 tot 50 000 i.e.;2010;3293;1546;340.0;668;0;327;0.0;120;292;83;3;86;16.0;826;0;5.5;5.3;60
598;Cap. klasse NL: 25 000 tot 50 000 i.e.;2011;3002;1313;0.0;547;0;350;0.0;452;68;78;2;81;8.0;539;0;5.2;4.9;61
599;Cap. klasse NL: 25 000 tot 50 000 i.e.;2012;3100;1459;0.0;346;0;371;0.0;836;89;79;3;81;22.0;609;0;5.2;4.9;57
600;Cap. klasse NL: 50 000 tot 100 000 i.e.;1981;8945;3202;;1209;0;1252;;3281;0;48;5;53;;2459;228;3.5;3.3;66
601;Cap. klasse NL: 50 000 tot 100 000 i.e.;1985;11931;6890;;2909;0;1797;;334;0;53;8;62;;3120;198;3.5;3.2;60
602;Cap. klasse NL: 50 000 tot 100 000 i.e.;1990;14738;10738;;1113;0;1921;;965;0;74;14;88;;3158;149;4.0;3.8;62
603;Cap. klasse NL: 50 000 tot 100 000 i.e.;1991;16005;10656;;1607;0;1293;;2449;0;78;15;94;;2908;140;4.3;4.0;60
604;Cap. klasse NL: 50 000 tot 100 000 i.e.;1992;14914;10213;;2567;0;1747;;387;0;56;15;70;;1892;50;4.6;4.0;78
605;Cap. klasse NL: 50 000 tot 100 000 i.e.;1993;15136;10031;;2094;0;1666;;1346;0;93;13;106;;2057;130;4.9;4.5;62
606;Cap. klasse NL: 50 000 tot 100 000 i.e.;1995;13755;10309;;1707;0;1695;;43;0;94;15;110;;2051;17;5.3;4.8;57
607;Cap. klasse NL: 50 000 tot 100 000 i.e.;1996;13568;9683;;2397;0;1457;;31;0;90;16;106;;1884;18;5.0;4.7;59
608;Cap. klasse NL: 50 000 tot 100 000 i.e.;1997;14196;9664;;2619;0;1911;;1;0;99;18;117;;4371;6;5.0;4.7;72
609;Cap. klasse NL: 50 000 tot 100 000 i.e.;1998;12868;9120;;2465;0;1223;;60;0;115;13;128;;2018;11;5.1;5.0;59
610;Cap. klasse NL: 50 000 tot 100 000 i.e.;1999;13429;9017;;2510;0;1528;;374;0;112;13;125;;2080;601;5.2;4.9;53
611;Cap. klasse NL: 50 000 tot 100 000 i.e.;2000;12498;9201;;2069;0;1163;;64;0;118;13;132;;2180;2;5.6;5.2;57
612;Cap. klasse NL: 50 000 tot 100 000 i.e.;2001;13930;10223;;1941;0;1619;;147;0;115;16;131;;2166;3;5.8;5.1;60
613;Cap. klasse NL: 50 000 tot 100 000 i.e.;2002;13137;9849;;1304;0;1768;216.0;0;0;115;17;133;;2152;40;5.8;5.3;55
614;Cap. klasse NL: 50 000 tot 100 000 i.e.;2003;13146;10228;;1285;0;1618;16.0;0;0;113;20;133;;2365;6;5.7;5.3;57
615;Cap. klasse NL: 50 000 tot 100 000 i.e.;2004;13271;8900;1281.0;1273;0;1686;10.0;120;0;119;18;138;96.0;2158;5;5.6;5.2;56
616;Cap. klasse NL: 50 000 tot 100 000 i.e.;2005;12608;8452;1289.0;1651;0;1033;71.0;112;0;118;16;134;85.0;1709;68;5.7;5.3;58
617;Cap. klasse NL: 50 000 tot 100 000 i.e.;2006;13149;7961;1270.0;1848;0;1803;151.0;116;0;119;15;134;77.0;1852;75;5.8;5.4;58
618;Cap. klasse NL: 50 000 tot 100 000 i.e.;2007;12517;7785;1374.0;1306;0;1849;9.0;194;0;116;14;130;66.0;1544;121;5.7;5.4;58
619;Cap. klasse NL: 50 000 tot 100 000 i.e.;2008;12122;7806;1050.0;1448;0;1490;17.0;311;0;119;15;133;69.0;1673;83;5.7;5.2;57
620;Cap. klasse NL: 50 000 tot 100 000 i.e.;2009;12798;8347;812.0;1418;0;1913;0.0;309;0;112;16;126;80.0;1556;102;5.6;5.2;57
621;Cap. klasse NL: 50 000 tot 100 000 i.e.;2010;10901;8004;167.0;1270;0;1112;24.0;324;0;114;16;127;78.0;1614;40;5.5;5.2;56
622;Cap. klasse NL: 50 000 tot 100 000 i.e.;2011;11451;8845;0.0;1125;0;1037;1.0;392;3;106;18;123;87.0;913;37;5.1;4.8;55
623;Cap. klasse NL: 50 000 tot 100 000 i.e.;2012;11802;9077;0.0;662;0;1263;49.0;585;166;105;18;123;113.0;1027;18;5.0;4.8;56
624;Cap. klasse NL: 100 000 tot 250 000 i.e.;1981;10337;638;;1501;0;4305;;3892;0;71;0;71;;498;320;3.3;3.3;66
625;Cap. klasse NL: 100 000 tot 250 000 i.e.;1985;13633;6240;;3615;0;2359;;1419;0;71;15;86;;1772;193;3.6;3.6;60
626;Cap. klasse NL: 100 000 tot 250 000 i.e.;1990;22518;15899;;3563;0;2939;;117;0;92;31;122;;2102;118;4.2;4.2;66
627;Cap. klasse NL: 100 000 tot 250 000 i.e.;1991;23556;15828;;1945;0;2227;;3556;0;92;31;123;;2480;174;4.2;4.0;65
628;Cap. klasse NL: 100 000 tot 250 000 i.e.;1992;20575;13984;;3185;0;2578;;829;0;74;27;100;;1766;10;4.2;4.0;74
629;Cap. klasse NL: 100 000 tot 250 000 i.e.;1993;23389;16610;;2396;0;2374;;2009;0;107;30;137;;2683;99;4.3;4.1;65
630;Cap. klasse NL: 100 000 tot 250 000 i.e.;1995;24738;19022;;3228;0;2474;;13;0;120;33;153;;2111;0;4.9;4.7;63
631;Cap. klasse NL: 100 000 tot 250 000 i.e.;1996;24151;18521;;3708;0;1747;;175;0;121;33;154;;2674;8;4.9;4.8;61
632;Cap. klasse NL: 100 000 tot 250 000 i.e.;1997;28304;19917;;5952;0;2431;;4;0;122;74;178;;18710;0;5.1;5.1;59
633;Cap. klasse NL: 100 000 tot 250 000 i.e.;1998;29727;22175;;5489;0;1980;;83;0;130;79;187;;20507;3;5.6;5.6;59
634;Cap. klasse NL: 100 000 tot 250 000 i.e.;1999;26792;20719;;3726;0;2254;;92;0;115;76;169;;21287;0;5.1;5.3;52
635;Cap. klasse NL: 100 000 tot 250 000 i.e.;2000;27809;22377;;2973;0;2423;;36;0;136;40;176;;5107;0;5.2;5.1;63
636;Cap. klasse NL: 100 000 tot 250 000 i.e.;2001;28829;23835;;2589;0;2287;;118;0;172;43;215;;5013;0;6.1;6.0;66
637;Cap. klasse NL: 100 000 tot 250 000 i.e.;2002;30184;25400;;1759;0;2706;319.0;0;0;158;43;201;;5726;0;5.4;5.4;57
638;Cap. klasse NL: 100 000 tot 250 000 i.e.;2003;29745;24407;;1698;0;3601;16.0;24;0;162;41;203;;8769;0;5.8;5.8;58
639;Cap. klasse NL: 100 000 tot 250 000 i.e.;2004;30256;23327;12.0;1742;0;4959;18.0;199;0;168;45;213;260.0;9393;0;5.7;5.7;57
640;Cap. klasse NL: 100 000 tot 250 000 i.e.;2005;27325;22064;2.0;1710;132;3182;30.0;204;0;163;42;203;254.0;9361;0;5.7;5.5;57
