ID;Huishoudkenmerken;Perioden;Koelkast_1;Diepvriezer_2;Magnetronoven_3;Vaatwasmachine_4;Wasmachine_5;Centrifuge_6;Wasdroger_7;ElektrischeNaaimachine_8;ZwartWitTelevisie_9;Kleurentelevisie_10;Breedbeeldtelevisie_11;Videorecorder_12;Videocamera_13;DiaprojectorFilmprojector_14;HomeEnOfPersonalComputer_15;TvSpelcomputer_16;RadioOfTuner_17;AparteVersterker_18;BandOfCassetterecorderOfDeck_19;Platenspeler_20;CompactDiscSpeler_21;DigitaleAudioTapeDATRecorder_22;DigitaleCompactCassette_23;MiniDiscSpeler_24;DVDSpeler_25;CDReWriter_26;MP3Speler_27;Piano_28;Orgel_29;Keyboard_30;MuziekinstrumentEUR115_31;Bromfiets_32;MotorScooter_33;Auto_34;Bungalowtent_35;TourcaravanVouwwagen_36;Stacaravan_37;TweedeWoningVakantiehuisjeOfBung_38;Surfplank_39;ZeilbootOfMotorboot_40;SolariumZonnebank_41
12;1;1984;98.0;47.0;;9.0;88.0;;12.0;64.0;33.0;83.0;;13.0;;29.0;;;96.0;30.0;67.0;79.0;;;;;;;;8.0;9.0;;;9.0;3.0;64.0;7.0;7.0;3.0;2.0;;;
13;1;1985;98.0;48.0;;8.0;88.0;;14.0;65.0;31.0;87.0;;20.0;;29.0;;;98.0;35.0;70.0;81.0;;;;;;;;8.0;9.0;;;7.0;2.0;65.0;8.0;8.0;2.0;2.0;;;
14;1;1986;98.0;47.0;;8.0;88.0;;14.0;64.0;30.0;88.0;;24.0;;29.0;;;97.0;36.0;72.0;81.0;;;;;;;;8.0;9.0;;;8.0;2.0;64.0;7.0;8.0;2.0;2.0;;;
15;1;1987;98.0;47.0;2.0;8.0;89.0;;16.0;66.0;29.0;89.0;;30.0;;30.0;11.0;;97.0;38.0;74.0;81.0;6.0;;;;;;;8.0;9.0;;;7.0;2.0;63.0;7.0;8.0;2.0;2.0;6.0;;
16;1;1988;97.0;47.0;5.0;9.0;88.0;;18.0;65.0;27.0;92.0;;36.0;3.0;28.0;14.0;;97.0;;75.0;81.0;15.0;;;;;;;7.0;9.0;;;7.0;3.0;63.0;;8.0;2.0;2.0;6.0;;
17;1;1989;97.0;49.0;9.0;9.0;89.0;;21.0;65.0;24.0;93.0;;41.0;3.0;27.0;18.0;;98.0;;78.0;82.0;25.0;;;;;;;7.0;9.0;;;7.0;3.0;65.0;;8.0;2.0;2.0;6.0;;4.0
18;1;1990;95.0;51.0;15.0;10.0;86.0;;24.0;63.0;23.0;92.0;;45.0;5.0;25.0;22.0;;96.0;;78.0;80.0;37.0;1.0;;;;;;8.0;9.0;;;7.0;2.0;64.0;;8.0;2.0;2.0;6.0;;3.0
19;1;1991;97.0;54.0;23.0;11.0;89.0;;28.0;63.0;22.0;95.0;;51.0;7.0;25.0;25.0;;99.0;;82.0;80.0;49.0;1.0;;;;;;7.0;7.0;;;7.0;4.0;66.0;;9.0;2.0;2.0;6.0;;4.0
20;1;1992;97.0;56.0;30.0;13.0;91.0;;31.0;64.0;19.0;96.0;;56.0;9.0;25.0;29.0;;98.0;;84.0;80.0;59.0;1.0;;;;;;7.0;6.0;6.0;;8.0;4.0;67.0;;9.0;2.0;2.0;6.0;;6.0
21;1;1993;97.0;58.0;38.0;14.0;91.0;;34.0;64.0;17.0;97.0;;60.0;12.0;25.0;31.0;9.0;98.0;;85.0;77.0;66.0;1.0;0.0;;;;;8.0;6.0;7.0;;7.0;4.0;66.0;;9.0;2.0;3.0;5.0;3.0;7.0
22;1;1994;;60.0;43.0;16.0;93.0;;37.0;64.0;;97.0;;65.0;14.0;25.0;34.0;12.0;;;87.0;77.0;71.0;1.0;1.0;3.0;;;;;;;23.0;8.0;4.0;66.0;;10.0;2.0;2.0;6.0;3.0;9.0
23;1;1995;;61.0;51.0;20.0;92.0;;41.0;63.0;;97.0;;68.0;16.0;25.0;39.0;13.0;;;86.0;73.0;75.0;1.0;1.0;5.0;;;;;;;22.0;7.0;6.0;68.0;;10.0;2.0;3.0;6.0;3.0;12.0
24;1;1996;;62.0;56.0;22.0;92.0;;43.0;62.0;;98.0;;70.0;16.0;24.0;43.0;13.0;;;86.0;71.0;78.0;1.0;1.0;5.0;;;;;;;23.0;7.0;6.0;68.0;;10.0;2.0;3.0;6.0;3.0;12.0
25;1;1997;;65.0;62.0;26.0;93.0;;46.0;63.0;;98.0;;72.0;18.0;24.0;47.0;14.0;;;87.0;69.0;82.0;1.0;2.0;5.0;;;;;;;22.0;7.0;7.0;69.0;;10.0;2.0;2.0;5.0;3.0;13.0
26;1;1998;;67.0;67.0;31.0;94.0;;49.0;59.0;;98.0;;74.0;20.0;23.0;51.0;13.0;;;87.0;65.0;85.0;1.0;2.0;6.0;;;;;;;23.0;6.0;7.0;70.0;;11.0;2.0;2.0;6.0;4.0;14.0
27;1;1999;;67.0;72.0;34.0;94.0;;51.0;58.0;;98.0;;76.0;21.0;22.0;56.0;14.0;;;86.0;62.0;87.0;2.0;2.0;7.0;;;;;;;22.0;7.0;8.0;71.0;;10.0;2.0;2.0;5.0;3.0;15.0
28;1;2000;;71.0;74.0;38.0;95.0;;53.0;58.0;;99.0;;79.0;23.0;23.0;60.0;15.0;;;85.0;60.0;88.0;2.0;2.0;9.0;;;;;;;23.0;6.0;8.0;72.0;;11.0;2.0;3.0;5.0;3.0;17.0
29;1;2001;;72.0;79.0;42.0;95.0;;55.0;59.0;;99.0;14.0;80.0;24.0;22.0;65.0;14.0;;;84.0;56.0;89.0;;;9.0;13.0;21.0;3.0;;;;23.0;6.0;9.0;73.0;;12.0;2.0;2.0;5.0;3.0;18.0
30;1;2002;;74.0;82.0;46.0;97.0;;58.0;57.0;;98.0;18.0;81.0;25.0;21.0;69.0;14.0;;;82.0;53.0;91.0;;;9.0;24.0;31.0;7.0;;;;24.0;6.0;9.0;74.0;;11.0;2.0;3.0;4.0;3.0;18.0
31;1;2003;;78.0;80.0;43.0;96.0;;60.0;57.0;;98.0;;82.0;23.0;22.0;71.0;15.0;;;82.0;49.0;92.0;;;;27.0;29.0;;;;;26.0;5.0;8.0;75.0;;9.0;1.0;3.0;3.0;;16.0
32;1;2004;;79.0;84.0;47.0;96.0;;59.0;56.0;;98.0;23.0;79.0;25.0;20.0;74.0;17.0;;;78.0;48.0;91.0;;;;48.0;35.0;16.0;;;;22.0;3.0;9.0;75.0;;9.0;2.0;3.0;3.0;3.0;17.0
33;2;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;2;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;2;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;2;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;2;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;2;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;2;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;2;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;2;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;2;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;2;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;2;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;2;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;2;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;2;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;2;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;2;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;2;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;2;1990;94.0;29.0;10.0;3.0;71.0;;8.0;33.0;14.0;88.0;;24.0;1.0;12.0;11.0;;98.0;;70.0;71.0;28.0;1.0;;;;;;6.0;5.0;;;3.0;2.0;35.0;;1.0;0.0;1.0;2.0;;1.0
52;2;1991;93.0;28.0;13.0;3.0;72.0;;8.0;33.0;14.0;89.0;;27.0;2.0;11.0;13.0;;98.0;;70.0;69.0;35.0;0.0;;;;;;5.0;3.0;;;3.0;3.0;35.0;;1.0;1.0;1.0;2.0;;2.0
53;2;1992;93.0;32.0;17.0;3.0;74.0;;9.0;34.0;9.0;92.0;;31.0;3.0;11.0;15.0;;97.0;;72.0;69.0;41.0;0.0;;;;;;5.0;3.0;3.0;;3.0;3.0;35.0;;0.0;0.0;1.0;3.0;;1.0
54;2;1993;93.0;35.0;21.0;4.0;76.0;;11.0;35.0;9.0;93.0;;34.0;3.0;13.0;16.0;2.0;97.0;;73.0;66.0;46.0;1.0;0.0;;;;;5.0;3.0;2.0;;4.0;3.0;35.0;;1.0;1.0;1.0;2.0;2.0;2.0
55;2;1994;;37.0;25.0;5.0;79.0;;12.0;36.0;;93.0;;39.0;3.0;12.0;18.0;2.0;;;77.0;66.0;52.0;1.0;0.0;2.0;;;;;;;15.0;3.0;3.0;36.0;;1.0;1.0;1.0;3.0;2.0;3.0
56;2;1995;;37.0;31.0;6.0;79.0;;15.0;32.0;;93.0;;41.0;4.0;12.0;22.0;3.0;;;77.0;62.0;58.0;1.0;1.0;3.0;;;;;;;15.0;3.0;4.0;38.0;;1.0;1.0;2.0;3.0;2.0;4.0
57;2;1996;;38.0;35.0;7.0;77.0;;15.0;33.0;;94.0;;43.0;4.0;12.0;27.0;3.0;;;76.0;61.0;62.0;1.0;1.0;3.0;;;;;;;17.0;3.0;4.0;37.0;;1.0;1.0;1.0;3.0;2.0;4.0
58;2;1997;;43.0;43.0;9.0;80.0;;19.0;36.0;;96.0;;48.0;5.0;13.0;31.0;4.0;;;78.0;58.0;68.0;1.0;2.0;3.0;;;;;;;14.0;3.0;4.0;40.0;;2.0;1.0;1.0;3.0;2.0;5.0
59;2;1998;;46.0;49.0;12.0;83.0;;21.0;31.0;;96.0;;50.0;5.0;13.0;37.0;4.0;;;78.0;56.0;71.0;1.0;2.0;5.0;;;;;;;17.0;2.0;4.0;40.0;;2.0;1.0;1.0;4.0;2.0;5.0
60;2;1999;;46.0;55.0;15.0;84.0;;24.0;33.0;;97.0;;52.0;5.0;13.0;37.0;4.0;;;76.0;54.0;73.0;1.0;1.0;4.0;;;;;;;15.0;3.0;4.0;44.0;;1.0;1.0;1.0;2.0;1.0;7.0
61;2;2000;;50.0;58.0;14.0;85.0;;25.0;34.0;;98.0;;56.0;6.0;13.0;41.0;5.0;;;75.0;50.0;73.0;1.0;1.0;6.0;;;;;;;14.0;2.0;5.0;44.0;;1.0;0.0;2.0;2.0;1.0;7.0
62;2;2001;;52.0;63.0;15.0;87.0;;26.0;36.0;;98.0;9.0;58.0;7.0;13.0;43.0;4.0;;;75.0;48.0;77.0;;;5.0;6.0;10.0;2.0;;;;16.0;4.0;5.0;46.0;;2.0;1.0;2.0;2.0;2.0;6.0
63;2;2002;;55.0;69.0;20.0;90.0;;29.0;35.0;;98.0;11.0;59.0;8.0;14.0;48.0;4.0;;;74.0;46.0;80.0;;;5.0;13.0;16.0;4.0;;;;15.0;3.0;5.0;48.0;;2.0;1.0;2.0;2.0;1.0;6.0
64;2;2003;;60.0;67.0;16.0;90.0;;37.0;34.0;;95.0;;65.0;9.0;14.0;57.0;5.0;;;75.0;44.0;85.0;;;;15.0;17.0;;;;;21.0;3.0;4.0;49.0;;1.0;1.0;1.0;2.0;;8.0
65;2;2004;;63.0;77.0;20.0;90.0;;32.0;34.0;;99.0;14.0;64.0;7.0;11.0;61.0;7.0;;;78.0;45.0;85.0;;;;34.0;22.0;11.0;;;;17.0;1.0;5.0;46.0;;1.0;1.0;1.0;2.0;1.0;8.0
66;3;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;3;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;3;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;3;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;3;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;3;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;3;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;3;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;3;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;3;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;3;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;3;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;3;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;3;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;3;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;3;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;3;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;3;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;3;1990;96.0;63.0;20.0;16.0;95.0;;39.0;83.0;35.0;94.0;;63.0;9.0;33.0;35.0;;96.0;;88.0;89.0;44.0;1.0;;;;;;9.0;11.0;;;11.0;2.0;78.0;;16.0;3.0;2.0;9.0;;5.0
85;3;1991;100.0;68.0;31.0;19.0;99.0;;46.0;84.0;33.0;98.0;;71.0;12.0;35.0;42.0;;99.0;;93.0;91.0;59.0;1.0;;;;;;10.0;9.0;;;13.0;3.0;81.0;;18.0;3.0;2.0;9.0;;6.0
86;3;1992;99.0;69.0;39.0;20.0;99.0;;51.0;84.0;29.0;98.0;;77.0;16.0;32.0;47.0;;99.0;;94.0;88.0;73.0;1.0;;;;;;10.0;7.0;12.0;;12.0;4.0;82.0;;18.0;3.0;2.0;8.0;;7.0
87;3;1993;99.0;70.0;50.0;22.0;99.0;;55.0;83.0;26.0;98.0;;80.0;21.0;32.0;49.0;23.0;99.0;;94.0;86.0;81.0;0.0;1.0;;;;;11.0;7.0;13.0;;12.0;5.0;79.0;;18.0;2.0;3.0;8.0;4.0;9.0
88;3;1994;;71.0;55.0;26.0;99.0;;59.0;83.0;;98.0;;84.0;22.0;33.0;53.0;31.0;;;95.0;85.0;85.0;1.0;1.0;4.0;;;;;;;32.0;13.0;5.0;79.0;;19.0;2.0;2.0;8.0;4.0;11.0
89;3;1995;;75.0;66.0;32.0;99.0;;62.0;83.0;;98.0;;88.0;27.0;32.0;58.0;34.0;;;94.0;81.0;91.0;1.0;2.0;8.0;;;;;;;30.0;13.0;7.0;81.0;;20.0;2.0;4.0;9.0;4.0;14.0
90;3;1996;;76.0;72.0;37.0;100.0;;68.0;82.0;;98.0;;90.0;29.0;32.0;64.0;36.0;;;95.0;78.0;92.0;1.0;2.0;8.0;;;;;;;29.0;13.0;8.0;82.0;;21.0;2.0;3.0;8.0;4.0;15.0
91;3;1997;;76.0;78.0;43.0;100.0;;72.0;81.0;;98.0;;90.0;32.0;28.0;67.0;32.0;;;95.0;75.0;95.0;2.0;2.0;8.0;;;;;;;30.0;12.0;9.0;85.0;;19.0;3.0;3.0;8.0;5.0;17.0
92;3;1998;;80.0;83.0;50.0;100.0;;75.0;79.0;;98.0;;92.0;36.0;27.0;76.0;30.0;;;95.0;73.0;96.0;2.0;2.0;8.0;;;;;;;28.0;9.0;12.0;84.0;;19.0;2.0;2.0;8.0;5.0;19.0
93;3;1999;;78.0;84.0;52.0;100.0;;75.0;75.0;;98.0;;93.0;36.0;23.0;80.0;29.0;;;93.0;67.0;97.0;1.0;2.0;10.0;;;;;;;28.0;9.0;11.0;84.0;;17.0;1.0;3.0;7.0;3.0;20.0
94;3;2000;;82.0;87.0;60.0;100.0;;78.0;74.0;;98.0;;93.0;39.0;24.0;86.0;33.0;;;93.0;65.0;97.0;1.0;1.0;12.0;;;;;;;28.0;9.0;13.0;87.0;;19.0;2.0;3.0;8.0;4.0;23.0
95;3;2001;;83.0;90.0;64.0;99.0;;77.0;73.0;;98.0;14.0;94.0;40.0;21.0;91.0;31.0;;;91.0;61.0;97.0;;;13.0;18.0;31.0;4.0;;;;29.0;6.0;14.0;87.0;;18.0;1.0;2.0;7.0;4.0;24.0
96;3;2002;;84.0;92.0;68.0;100.0;;80.0;71.0;;97.0;18.0;94.0;42.0;19.0;93.0;30.0;;;88.0;56.0;98.0;;;13.0;34.0;48.0;9.0;;;;31.0;7.0;12.0;88.0;;18.0;2.0;3.0;6.0;4.0;25.0
97;3;2003;;89.0;89.0;67.0;100.0;;81.0;69.0;;99.0;;93.0;39.0;19.0;91.0;33.0;;;85.0;50.0;95.0;;;;38.0;43.0;;;;;33.0;9.0;15.0;87.0;;16.0;1.0;3.0;5.0;;20.0
98;3;2004;;88.0;90.0;72.0;100.0;;79.0;66.0;;98.0;27.0;91.0;45.0;21.0;92.0;36.0;;;78.0;48.0;95.0;;;;63.0;49.0;23.0;;;;31.0;5.0;14.0;90.0;;15.0;3.0;4.0;4.0;4.0;21.0
99;4;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;4;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;4;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;4;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;4;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;4;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;4;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;4;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;4;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;4;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;4;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;4;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;4;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;4;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;4;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;4;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;4;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;4;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;4;1990;98.0;49.0;11.0;9.0;95.0;;24.0;69.0;27.0;91.0;;47.0;2.0;19.0;13.0;;95.0;;83.0;86.0;30.0;;;;;;;13.0;8.0;;;10.0;;38.0;;3.0;1.0;1.0;3.0;;2.0
118;4;1991;99.0;53.0;13.0;9.0;99.0;;29.0;67.0;25.0;96.0;;53.0;3.0;13.0;22.0;;98.0;;90.0;82.0;30.0;2.0;;;;;;10.0;10.0;;;11.0;2.0;36.0;;3.0;1.0;;4.0;;4.0
119;4;1992;99.0;48.0;20.0;11.0;97.0;;31.0;68.0;19.0;98.0;;59.0;4.0;16.0;24.0;;93.0;;85.0;79.0;52.0;1.0;;;;;;10.0;7.0;11.0;;13.0;3.0;31.0;;3.0;2.0;;2.0;;4.0
120;4;1993;99.0;47.0;32.0;13.0;97.0;;26.0;63.0;17.0;96.0;;66.0;6.0;12.0;20.0;23.0;95.0;;87.0;75.0;67.0;;;;;;;9.0;7.0;9.0;;13.0;2.0;31.0;;4.0;1.0;;2.0;1.0;5.0
121;4;1994;;57.0;40.0;10.0;97.0;;33.0;66.0;;98.0;;64.0;8.0;16.0;19.0;30.0;;;90.0;76.0;73.0;2.0;;4.0;;;;;;;28.0;10.0;1.0;24.0;;5.0;2.0;;1.0;2.0;4.0
122;4;1995;;49.0;41.0;12.0;95.0;;29.0;66.0;;100.0;;76.0;13.0;15.0;31.0;37.0;;;95.0;65.0;82.0;1.0;1.0;8.0;;;;;;;24.0;11.0;3.0;34.0;;5.0;;;1.0;;5.0
123;4;1996;;51.0;49.0;16.0;99.0;;41.0;71.0;;99.0;;82.0;8.0;13.0;35.0;39.0;;;91.0;66.0;82.0;2.0;;8.0;;;;;;;17.0;10.0;4.0;35.0;;3.0;1.0;;1.0;;5.0
124;4;1997;;63.0;57.0;18.0;100.0;;47.0;69.0;;99.0;;82.0;11.0;11.0;38.0;39.0;;;92.0;58.0;91.0;;;12.0;;;;;;;19.0;12.0;3.0;40.0;;2.0;;;1.0;1.0;11.0
125;4;1998;;63.0;72.0;25.0;100.0;;54.0;66.0;;99.0;;87.0;16.0;9.0;44.0;42.0;;;95.0;55.0;95.0;0.0;;9.0;;;;;;;18.0;16.0;8.0;41.0;;4.0;0.0;1.0;1.0;1.0;10.0
126;4;1999;;73.0;79.0;26.0;97.0;;54.0;55.0;;93.0;;88.0;13.0;6.0;51.0;34.0;;;89.0;52.0;96.0;1.0;;10.0;;;;;;;19.0;10.0;4.0;46.0;;8.0;0.0;0.0;1.0;0.0;17.0
127;4;2000;;77.0;82.0;30.0;100.0;;57.0;60.0;;99.0;;88.0;15.0;8.0;67.0;51.0;;;90.0;45.0;95.0;1.0;1.0;14.0;;;;;;;16.0;3.0;5.0;58.0;;12.0;1.0;1.0;1.0;1.0;19.0
128;4;2001;;70.0;86.0;35.0;97.0;;57.0;59.0;;99.0;8.0;89.0;18.0;8.0;74.0;45.0;;;85.0;44.0;96.0;;;8.0;9.0;17.0;1.0;;;;22.0;4.0;8.0;59.0;;4.0;1.0;0.0;2.0;1.0;17.0
129;4;2002;;73.0;91.0;40.0;98.0;;65.0;56.0;;99.0;10.0;85.0;26.0;6.0;78.0;44.0;;;84.0;32.0;94.0;;;11.0;15.0;21.0;2.0;;;;24.0;6.0;5.0;56.0;;2.0;0.0;;3.0;;18.0
130;4;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;4;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;5;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;5;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;5;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;5;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;5;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;5;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;5;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;5;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;5;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;5;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;5;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;5;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;5;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;5;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;5;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
