ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenSBI2008;Perioden;VoertuigenInGebruik_1
61;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2010;3415
62;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2011;3419
63;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2012;3332
64;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2013;3308
65;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2014;3288
66;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2015;3247
67;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2016;3194
68;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2017;3248
69;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2018;3305
70;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2019;3292
71;Vrachtauto's en trekkers voor oplegger;Totaal;R-U Cultuur, recreatie, overige diensten;2020;3371
72;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2009;5475
73;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2010;5542
74;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2011;5528
75;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2012;5638
76;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2013;5574
77;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2014;5562
78;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2015;5617
79;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2016;5891
80;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2017;6143
81;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2018;6483
82;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2019;6729
83;Vrachtauto's en trekkers voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2020;6760
84;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2009;163
85;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2010;138
86;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2011;146
87;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2012;129
88;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2013;172
89;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2014;181
90;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2015;177
91;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2016;178
92;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2017;229
93;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2018;259
94;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2019;263
95;Vrachtauto's en trekkers voor oplegger;Totaal;B Delfstoffenwinning;2020;268
96;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2009;8776
97;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2010;8370
98;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2011;8938
99;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2012;8155
100;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2013;8035
101;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2014;7873
102;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2015;7515
103;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2016;7699
104;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2017;7752
105;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2018;7522
106;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2019;7903
107;Vrachtauto's en trekkers voor oplegger;Totaal;C Industrie;2020;7681
108;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2009;68
109;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2010;97
110;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2011;112
111;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2012;80
112;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2013;74
113;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2014;80
114;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2015;72
115;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2016;78
116;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2017;68
117;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2018;59
118;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2019;56
119;Vrachtauto's en trekkers voor oplegger;Totaal;D Energievoorziening;2020;74
120;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2009;4244
121;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2010;4150
122;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2011;3721
123;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2012;4232
124;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2013;4065
125;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2014;4095
126;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2015;4064
127;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2016;4124
128;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2017;4370
129;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2018;4538
130;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2019;4739
131;Vrachtauto's en trekkers voor oplegger;Totaal;E Waterbedrijven en afvalbeheer;2020;4610
132;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2009;10399
133;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2010;10356
134;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2011;10196
135;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2012;9935
136;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2013;9682
137;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2014;9521
138;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2015;9626
139;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2016;9582
140;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2017;9836
141;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2018;10188
142;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2019;10604
143;Vrachtauto's en trekkers voor oplegger;Totaal;F Bouwnijverheid;2020;10879
144;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2009;39304
145;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2010;38579
146;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2011;37363
147;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2012;38273
148;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2013;37870
149;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2014;36231
150;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2015;36661
151;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2016;37600
152;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2017;38382
153;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2018;38498
154;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2019;38517
155;Vrachtauto's en trekkers voor oplegger;Totaal;G Handel;2020;38131
156;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2009;79407
157;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2010;76291
158;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2011;75903
159;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2012;73423
160;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2013;72760
161;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2014;70695
162;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2015;71146
163;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2016;71752
164;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2017;72363
165;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2018;75175
166;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2019;77693
167;Vrachtauto's en trekkers voor oplegger;Totaal;H Vervoer en opslag;2020;75460
168;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2009;677
169;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2010;715
170;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2011;656
171;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2012;659
172;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2013;654
173;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2014;657
174;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2015;663
175;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2016;690
176;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2017;700
177;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2018;728
178;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2019;748
179;Vrachtauto's en trekkers voor oplegger;Totaal;I Horeca;2020;749
180;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2009;259
181;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2010;270
182;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2011;248
183;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2012;283
184;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2013;270
185;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2014;264
186;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2015;321
187;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2016;265
188;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2017;266
189;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2018;253
190;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2019;270
191;Vrachtauto's en trekkers voor oplegger;Totaal;J Informatie en communicatie;2020;297
192;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2009;1799
193;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2010;1629
194;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2011;1758
195;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2012;1506
196;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2013;1450
197;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2014;1678
198;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2015;1550
199;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2016;1664
200;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2017;1818
201;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2018;2052
202;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2019;1793
203;Vrachtauto's en trekkers voor oplegger;Totaal;K Financiële dienstverlening;2020;1867
204;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2009;573
205;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2010;547
206;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2011;571
207;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2012;430
208;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2013;505
209;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2014;559
210;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2015;510
211;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2016;423
212;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2017;423
213;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2018;417
214;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2019;476
215;Vrachtauto's en trekkers voor oplegger;Totaal;L Verhuur en handel van onroerend goed;2020;446
216;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2009;2624
217;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2010;2377
218;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2011;2244
219;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2012;2321
220;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2013;2610
221;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2014;2367
222;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2015;2422
223;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2016;2541
224;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2017;2533
225;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2018;2477
226;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2019;2352
227;Vrachtauto's en trekkers voor oplegger;Totaal;M Specialistische zakelijke diensten;2020;2218
228;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2009;6911
229;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2010;6703
230;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2011;6580
231;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2012;6668
232;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2013;6531
233;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2014;6246
234;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2015;6456
235;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2016;6657
236;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2017;6815
237;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2018;7368
238;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2019;7810
239;Vrachtauto's en trekkers voor oplegger;Totaal;N Verhuur en overige zakelijke diensten;2020;7888
240;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2009;1358
241;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2010;1446
242;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2011;1576
243;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2012;1603
244;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2013;1625
245;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2014;1436
246;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2015;1515
247;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2016;1554
248;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2017;1588
249;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2018;1633
250;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2019;1711
251;Vrachtauto's en trekkers voor oplegger;Totaal;O Openbaar bestuur en overheidsdiensten;2020;1827
252;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2009;758
253;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2010;728
254;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2011;719
255;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2012;654
256;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2013;696
257;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2014;701
258;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2015;712
259;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2016;736
260;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2017;780
261;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2018;822
262;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2019;821
263;Vrachtauto's en trekkers voor oplegger;Totaal;P Onderwijs;2020;863
264;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2009;375
265;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2010;320
266;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2011;302
267;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2012;309
268;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2013;275
269;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2014;289
270;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2015;268
271;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2016;272
272;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2017;234
273;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2018;251
274;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2019;236
275;Vrachtauto's en trekkers voor oplegger;Totaal;Q Gezondheids- en welzijnszorg;2020;239
276;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2009;2257
277;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2010;2282
278;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2011;2264
279;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2012;2259
280;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2013;2204
281;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2014;2161
282;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2015;2141
283;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2016;2131
284;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2017;2167
285;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2018;2209
286;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2019;2250
287;Vrachtauto's en trekkers voor oplegger;Totaal;R Cultuur, sport en recreatie;2020;2375
288;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2009;1099
289;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2010;1133
290;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2011;1155
291;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2012;1073
292;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2013;1104
293;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2014;1127
294;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2015;1106
295;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2016;1063
296;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2017;1081
297;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2018;1096
298;Vrachtauto's en trekkers voor oplegger;Totaal;S Overige dienstverlening;2019;1042
