ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenBijstandsuitkering_1
923;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;630
924;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;590
925;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;450
926;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;400
927;Mannen;35 tot 45 jaar;Westerse allochtoon;7;2005 september;400
928;Mannen;35 tot 45 jaar;Westerse allochtoon;7;2006 september;380
929;Mannen;35 tot 45 jaar;Westerse allochtoon;7;2007 september;310
930;Mannen;35 tot 45 jaar;Westerse allochtoon;9;2005 september;290
931;Mannen;35 tot 45 jaar;Westerse allochtoon;9;2006 september;280
932;Mannen;35 tot 45 jaar;Westerse allochtoon;9;2007 september;240
933;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;1240
934;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;1220
935;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;1170
936;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;21750
937;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;20540
938;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;17930
939;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;2930
940;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;3240
941;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;2680
942;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;2910
943;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;2520
944;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;2020
945;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;3860
946;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;3600
947;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;3160
948;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;3050
949;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;2500
950;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;2280
951;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;7;2005 september;2050
952;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;7;2006 september;2030
953;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;7;2007 september;1610
954;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;9;2005 september;1540
955;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;9;2006 september;1480
956;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;9;2007 september;1350
957;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;5410
958;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;5170
959;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;4830
960;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;37240
961;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;36760
962;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;35800
963;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;3490
964;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;3970
965;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;3890
966;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;3430
967;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;2940
968;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;2910
969;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;4980
970;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;4660
971;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;4460
972;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;3850
973;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;3630
974;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;3330
975;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;7;2005 september;2730
976;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;7;2006 september;3030
977;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;7;2007 september;2810
978;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;9;2005 september;2330
979;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;9;2006 september;2190
980;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;9;2007 september;2430
981;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;16430
982;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;16350
983;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;15970
984;Mannen;45 tot 55 jaar;Autochtoon;0;2005 september;18130
985;Mannen;45 tot 55 jaar;Autochtoon;0;2006 september;17610
986;Mannen;45 tot 55 jaar;Autochtoon;0;2007 september;16870
987;Mannen;45 tot 55 jaar;Autochtoon;1;2005 september;1690
988;Mannen;45 tot 55 jaar;Autochtoon;1;2006 september;1900
989;Mannen;45 tot 55 jaar;Autochtoon;1;2007 september;1830
990;Mannen;45 tot 55 jaar;Autochtoon;2;2005 september;1520
991;Mannen;45 tot 55 jaar;Autochtoon;2;2006 september;1300
992;Mannen;45 tot 55 jaar;Autochtoon;2;2007 september;1340
993;Mannen;45 tot 55 jaar;Autochtoon;5;2005 september;2210
994;Mannen;45 tot 55 jaar;Autochtoon;5;2006 september;2040
995;Mannen;45 tot 55 jaar;Autochtoon;5;2007 september;1940
996;Mannen;45 tot 55 jaar;Autochtoon;6;2005 september;1630
997;Mannen;45 tot 55 jaar;Autochtoon;6;2006 september;1540
998;Mannen;45 tot 55 jaar;Autochtoon;6;2007 september;1380
999;Mannen;45 tot 55 jaar;Autochtoon;7;2005 september;1140
1000;Mannen;45 tot 55 jaar;Autochtoon;7;2006 september;1250
1001;Mannen;45 tot 55 jaar;Autochtoon;7;2007 september;1170
1002;Mannen;45 tot 55 jaar;Autochtoon;9;2005 september;1040
1003;Mannen;45 tot 55 jaar;Autochtoon;9;2006 september;900
1004;Mannen;45 tot 55 jaar;Autochtoon;9;2007 september;980
1005;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;8920
1006;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;8690
1007;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;8230
1008;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;4360
1009;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;4140
1010;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;3990
1011;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;430
1012;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;450
1013;Mannen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;470
1014;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;430
1015;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;350
1016;Mannen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;320
1017;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;620
1018;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;560
1019;Mannen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;530
1020;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;470
1021;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;450
1022;Mannen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;400
1023;Mannen;45 tot 55 jaar;Westerse allochtoon;7;2005 september;350
1024;Mannen;45 tot 55 jaar;Westerse allochtoon;7;2006 september;350
1025;Mannen;45 tot 55 jaar;Westerse allochtoon;7;2007 september;350
1026;Mannen;45 tot 55 jaar;Westerse allochtoon;9;2005 september;280
1027;Mannen;45 tot 55 jaar;Westerse allochtoon;9;2006 september;290
1028;Mannen;45 tot 55 jaar;Westerse allochtoon;9;2007 september;280
1029;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;1780
1030;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;1690
1031;Mannen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;1660
1032;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;14750
1033;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;15010
1034;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;14940
1035;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;1380
1036;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;1630
1037;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;1600
1038;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;1490
1039;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;1280
1040;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;1260
1041;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;2150
1042;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;2070
1043;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;1990
1044;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;1750
1045;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;1640
1046;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;1560
1047;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;7;2005 september;1240
1048;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;7;2006 september;1430
1049;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;7;2007 september;1290
1050;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;9;2005 september;1020
1051;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;9;2006 september;1000
1052;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;9;2007 september;1170
1053;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;5730
1054;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;5970
1055;Mannen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;6070
1056;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;29790
1057;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;29290
1058;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;28950
1059;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;1360
1060;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;1640
1061;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;1460
1062;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;1530
1063;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;1290
1064;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;1220
1065;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;2370
1066;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;2350
1067;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;2210
1068;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;1990
1069;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;1970
1070;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;2020
1071;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;7;2005 september;1580
1072;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;7;2006 september;1790
1073;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;7;2007 september;1790
1074;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;9;2005 september;1640
1075;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;9;2006 september;1400
1076;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;9;2007 september;1640
1077;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;19320
1078;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;18860
1079;Mannen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;18610
1080;Mannen;55 tot 65 jaar;Autochtoon;0;2005 september;16250
1081;Mannen;55 tot 65 jaar;Autochtoon;0;2006 september;15930
1082;Mannen;55 tot 65 jaar;Autochtoon;0;2007 september;15690
1083;Mannen;55 tot 65 jaar;Autochtoon;1;2005 september;790
1084;Mannen;55 tot 65 jaar;Autochtoon;1;2006 september;930
1085;Mannen;55 tot 65 jaar;Autochtoon;1;2007 september;820
1086;Mannen;55 tot 65 jaar;Autochtoon;2;2005 september;870
1087;Mannen;55 tot 65 jaar;Autochtoon;2;2006 september;720
1088;Mannen;55 tot 65 jaar;Autochtoon;2;2007 september;690
1089;Mannen;55 tot 65 jaar;Autochtoon;5;2005 september;1310
1090;Mannen;55 tot 65 jaar;Autochtoon;5;2006 september;1270
1091;Mannen;55 tot 65 jaar;Autochtoon;5;2007 september;1180
1092;Mannen;55 tot 65 jaar;Autochtoon;6;2005 september;1030
1093;Mannen;55 tot 65 jaar;Autochtoon;6;2006 september;1060
1094;Mannen;55 tot 65 jaar;Autochtoon;6;2007 september;1070
1095;Mannen;55 tot 65 jaar;Autochtoon;7;2005 september;740
1096;Mannen;55 tot 65 jaar;Autochtoon;7;2006 september;900
1097;Mannen;55 tot 65 jaar;Autochtoon;7;2007 september;930
1098;Mannen;55 tot 65 jaar;Autochtoon;9;2005 september;810
1099;Mannen;55 tot 65 jaar;Autochtoon;9;2006 september;660
1100;Mannen;55 tot 65 jaar;Autochtoon;9;2007 september;800
1101;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;10690
1102;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;10380
1103;Mannen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;10200
1104;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;3900
1105;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;3930
1106;Mannen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;3840
1107;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;190
1108;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;250
1109;Mannen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;220
1110;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;200
1111;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;180
1112;Mannen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;180
1113;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;320
1114;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;320
1115;Mannen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;310
1116;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;260
1117;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;270
1118;Mannen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;280
1119;Mannen;55 tot 65 jaar;Westerse allochtoon;7;2005 september;240
1120;Mannen;55 tot 65 jaar;Westerse allochtoon;7;2006 september;240
1121;Mannen;55 tot 65 jaar;Westerse allochtoon;7;2007 september;250
1122;Mannen;55 tot 65 jaar;Westerse allochtoon;9;2005 september;240
1123;Mannen;55 tot 65 jaar;Westerse allochtoon;9;2006 september;210
1124;Mannen;55 tot 65 jaar;Westerse allochtoon;9;2007 september;220
1125;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;2450
1126;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;2460
1127;Mannen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;2390
1128;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;9630
1129;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;9440
1130;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;9420
1131;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;380
1132;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;460
1133;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;420
1134;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;460
1135;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;400
1136;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;360
1137;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;730
1138;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;750
1139;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;730
1140;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;700
1141;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;640
1142;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;680
1143;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;7;2005 september;590
1144;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;7;2006 september;650
1145;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;7;2007 september;600
1146;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;9;2005 september;590
1147;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;9;2006 september;530
1148;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;9;2007 september;620
1149;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;6180
1150;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;6020
1151;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;6010
1152;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2005 september;240420
1153;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2006 september;227710
1154;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;0;2007 september;208840
1155;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2005 september;24500
1156;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2006 september;25670
1157;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;1;2007 september;20850
1158;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2005 september;23150
1159;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2006 september;19030
1160;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2;2007 september;16250
1161;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2005 september;31570
1162;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2006 september;29070
1163;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5;2007 september;26180
1164;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2005 september;24270
1165;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2006 september;21660
1166;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;6;2007 september;19660
1167;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;7;2005 september;17720
1168;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;7;2006 september;17780
1169;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;7;2007 september;15670
1170;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;9;2005 september;15730
1171;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;9;2006 september;13520
1172;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;9;2007 september;13460
1173;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2005 september;103490
1174;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2006 september;100990
1175;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2007 september;96770
1176;Vrouwen;Totaal leeftijd;Autochtoon;0;2005 september;121130
1177;Vrouwen;Totaal leeftijd;Autochtoon;0;2006 september;112760
1178;Vrouwen;Totaal leeftijd;Autochtoon;0;2007 september;102150
1179;Vrouwen;Totaal leeftijd;Autochtoon;1;2005 september;12540
1180;Vrouwen;Totaal leeftijd;Autochtoon;1;2006 september;12500
1181;Vrouwen;Totaal leeftijd;Autochtoon;1;2007 september;10040
1182;Vrouwen;Totaal leeftijd;Autochtoon;2;2005 september;11120
1183;Vrouwen;Totaal leeftijd;Autochtoon;2;2006 september;8970
1184;Vrouwen;Totaal leeftijd;Autochtoon;2;2007 september;7620
1185;Vrouwen;Totaal leeftijd;Autochtoon;5;2005 september;14890
1186;Vrouwen;Totaal leeftijd;Autochtoon;5;2006 september;13380
1187;Vrouwen;Totaal leeftijd;Autochtoon;5;2007 september;11750
1188;Vrouwen;Totaal leeftijd;Autochtoon;6;2005 september;10930
1189;Vrouwen;Totaal leeftijd;Autochtoon;6;2006 september;9950
1190;Vrouwen;Totaal leeftijd;Autochtoon;6;2007 september;8760
1191;Vrouwen;Totaal leeftijd;Autochtoon;7;2005 september;7810
1192;Vrouwen;Totaal leeftijd;Autochtoon;7;2006 september;7950
1193;Vrouwen;Totaal leeftijd;Autochtoon;7;2007 september;7120
1194;Vrouwen;Totaal leeftijd;Autochtoon;9;2005 september;7180
1195;Vrouwen;Totaal leeftijd;Autochtoon;9;2006 september;5890
1196;Vrouwen;Totaal leeftijd;Autochtoon;9;2007 september;5990
1197;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;56670
1198;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;54120
1199;Vrouwen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;50870
1200;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2005 september;26760
1201;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2006 september;25340
1202;Vrouwen;Totaal leeftijd;Westerse allochtoon;0;2007 september;23410
1203;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2005 september;2590
1204;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2006 september;2900
1205;Vrouwen;Totaal leeftijd;Westerse allochtoon;1;2007 september;2500
1206;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2005 september;2640
1207;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2006 september;2110
1208;Vrouwen;Totaal leeftijd;Westerse allochtoon;2;2007 september;1880
1209;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2005 september;3600
1210;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2006 september;3270
1211;Vrouwen;Totaal leeftijd;Westerse allochtoon;5;2007 september;2940
1212;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2005 september;2740
1213;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2006 september;2480
1214;Vrouwen;Totaal leeftijd;Westerse allochtoon;6;2007 september;2220
1215;Vrouwen;Totaal leeftijd;Westerse allochtoon;7;2005 september;1990
1216;Vrouwen;Totaal leeftijd;Westerse allochtoon;7;2006 september;2000
1217;Vrouwen;Totaal leeftijd;Westerse allochtoon;7;2007 september;1820
1218;Vrouwen;Totaal leeftijd;Westerse allochtoon;9;2005 september;1850
1219;Vrouwen;Totaal leeftijd;Westerse allochtoon;9;2006 september;1470
1220;Vrouwen;Totaal leeftijd;Westerse allochtoon;9;2007 september;1480
1221;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;11350
1222;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;11120
1223;Vrouwen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;10570
1224;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;92530
1225;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;89610
1226;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;83280
1227;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;9370
1228;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;10270
1229;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;8300
1230;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;9390
1231;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;7960
1232;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;6750
1233;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2005 september;13080
1234;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2006 september;12420
1235;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5;2007 september;11490
1236;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;10600
1237;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;9220
1238;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;8680
1239;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;7;2005 september;7920
1240;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;7;2006 september;7830
1241;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;7;2007 september;6730
1242;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;9;2005 september;6710
1243;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;9;2006 september;6160
1244;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;9;2007 september;6000
1245;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;35470
1246;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;35750
1247;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;35330
1248;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;20540
1249;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;16340
1250;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;12340
1251;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;5690
1252;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;4970
1253;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;3790
1254;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;4740
1255;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;3190
1256;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;2380
1257;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2005 september;4830
1258;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2006 september;3870
1259;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2007 september;2940
1260;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;2640
1261;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;2050
1262;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;1520
1263;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2005 september;1460
