ID;Geslacht;Leeftijden;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
157;Totaal mannen en vrouwen;71400;2013;6200;0.6
158;Totaal mannen en vrouwen;71400;2014;7160;0.7
159;Totaal mannen en vrouwen;71400;2015;7170;0.7
160;Totaal mannen en vrouwen;71400;2016;6230;0.6
161;Totaal mannen en vrouwen;71400;2017;5790;0.6
162;Totaal mannen en vrouwen;71400;2018;5130;0.5
163;Totaal mannen en vrouwen;71400;2019;4860;0.5
164;Totaal mannen en vrouwen;71400;2020;4440;0.4
165;Totaal mannen en vrouwen;71400;2021;4080;0.4
166;Totaal mannen en vrouwen;71400;2022;4110;0.4
167;Totaal mannen en vrouwen;71400;2023;4150;0.4
168;Totaal mannen en vrouwen;71500;2010;1650;0.3
169;Totaal mannen en vrouwen;71500;2011;2010;0.3
170;Totaal mannen en vrouwen;71500;2012;2280;0.3
171;Totaal mannen en vrouwen;71500;2013;2470;0.4
172;Totaal mannen en vrouwen;71500;2014;2830;0.4
173;Totaal mannen en vrouwen;71500;2015;2910;0.4
174;Totaal mannen en vrouwen;71500;2016;2960;0.4
175;Totaal mannen en vrouwen;71500;2017;3090;0.4
176;Totaal mannen en vrouwen;71500;2018;2930;0.3
177;Totaal mannen en vrouwen;71500;2019;2780;0.3
178;Totaal mannen en vrouwen;71500;2020;2650;0.3
179;Totaal mannen en vrouwen;71500;2021;2420;0.3
180;Totaal mannen en vrouwen;71500;2022;2250;0.2
181;Totaal mannen en vrouwen;71500;2023;2300;0.2
182;Totaal mannen en vrouwen;71600;2010;700;0.1
183;Totaal mannen en vrouwen;71600;2011;860;0.2
184;Totaal mannen en vrouwen;71600;2012;930;0.2
185;Totaal mannen en vrouwen;71600;2013;1040;0.2
186;Totaal mannen en vrouwen;71600;2014;1240;0.2
187;Totaal mannen en vrouwen;71600;2015;1240;0.2
188;Totaal mannen en vrouwen;71600;2016;1140;0.2
189;Totaal mannen en vrouwen;71600;2017;1170;0.2
190;Totaal mannen en vrouwen;71600;2018;1090;0.2
191;Totaal mannen en vrouwen;71600;2019;1070;0.2
192;Totaal mannen en vrouwen;71600;2020;1000;0.2
193;Totaal mannen en vrouwen;71600;2021;1010;0.1
194;Totaal mannen en vrouwen;71600;2022;1130;0.1
195;Totaal mannen en vrouwen;71600;2023;1190;0.1
196;Totaal mannen en vrouwen;21700;2010;530;0.1
197;Totaal mannen en vrouwen;21700;2011;620;0.1
198;Totaal mannen en vrouwen;21700;2012;640;0.1
199;Totaal mannen en vrouwen;21700;2013;710;0.1
200;Totaal mannen en vrouwen;21700;2014;790;0.1
201;Totaal mannen en vrouwen;21700;2015;860;0.1
202;Totaal mannen en vrouwen;21700;2016;790;0.1
203;Totaal mannen en vrouwen;21700;2017;770;0.1
204;Totaal mannen en vrouwen;21700;2018;720;0.1
205;Totaal mannen en vrouwen;21700;2019;690;0.1
206;Totaal mannen en vrouwen;21700;2020;660;0.1
207;Totaal mannen en vrouwen;21700;2021;650;0.1
208;Totaal mannen en vrouwen;21700;2022;630;0.1
209;Totaal mannen en vrouwen;21700;2023;680;0.1
210;Mannen;20300;2010;149190;2.3
211;Mannen;20300;2011;164830;2.5
212;Mannen;20300;2012;165370;2.5
213;Mannen;20300;2013;172340;2.6
214;Mannen;20300;2014;181570;2.7
215;Mannen;20300;2015;172040;2.6
216;Mannen;20300;2016;153340;2.3
217;Mannen;20300;2017;140840;2.1
218;Mannen;20300;2018;126980;1.9
219;Mannen;20300;2019;117520;1.7
220;Mannen;20300;2020;109250;1.6
221;Mannen;20300;2021;101220;1.4
222;Mannen;20300;2022;100130;1.4
223;Mannen;20300;2023;104600;1.4
224;Mannen;52100;2010;2750;1.3
225;Mannen;52100;2011;2960;1.4
226;Mannen;52100;2012;2680;1.3
227;Mannen;52100;2013;1850;0.9
228;Mannen;52100;2014;1860;0.9
229;Mannen;52100;2015;1720;0.8
230;Mannen;52100;2016;1580;0.7
231;Mannen;52100;2017;1500;0.7
232;Mannen;52100;2018;1500;0.7
233;Mannen;52100;2019;1440;0.6
234;Mannen;52100;2020;1230;0.6
235;Mannen;52100;2021;980;0.4
236;Mannen;52100;2022;1060;0.5
237;Mannen;52100;2023;1070;0.5
238;Mannen;70500;2010;19760;3.8
239;Mannen;70500;2011;21550;4.1
240;Mannen;70500;2012;20550;3.8
241;Mannen;70500;2013;19080;3.5
242;Mannen;70500;2014;19240;3.5
243;Mannen;70500;2015;17090;3.2
244;Mannen;70500;2016;14510;2.7
245;Mannen;70500;2017;13300;2.4
246;Mannen;70500;2018;12420;2.3
247;Mannen;70500;2019;11950;2.2
248;Mannen;70500;2020;11630;2.1
249;Mannen;70500;2021;10950;1.9
250;Mannen;70500;2022;11190;1.9
251;Mannen;70500;2023;12130;2.0
252;Mannen;70600;2010;22500;4.5
253;Mannen;70600;2011;24420;4.8
254;Mannen;70600;2012;23570;4.6
255;Mannen;70600;2013;24660;4.7
256;Mannen;70600;2014;25260;4.8
257;Mannen;70600;2015;23710;4.4
258;Mannen;70600;2016;20660;3.7
259;Mannen;70600;2017;18420;3.3
260;Mannen;70600;2018;16600;2.9
261;Mannen;70600;2019;15190;2.6
262;Mannen;70600;2020;14050;2.4
263;Mannen;70600;2021;13350;2.3
264;Mannen;70600;2022;13630;2.3
265;Mannen;70600;2023;14770;2.5
266;Mannen;70700;2010;19760;3.9
267;Mannen;70700;2011;21870;4.3
268;Mannen;70700;2012;22060;4.4
269;Mannen;70700;2013;23420;4.6
270;Mannen;70700;2014;24690;4.8
271;Mannen;70700;2015;23440;4.6
272;Mannen;70700;2016;21110;4.1
273;Mannen;70700;2017;19110;3.6
274;Mannen;70700;2018;17150;3.2
275;Mannen;70700;2019;15940;2.9
276;Mannen;70700;2020;14850;2.6
277;Mannen;70700;2021;14100;2.4
278;Mannen;70700;2022;14180;2.4
279;Mannen;70700;2023;14840;2.4
280;Mannen;70800;2010;19010;3.4
281;Mannen;70800;2011;19690;3.7
282;Mannen;70800;2012;19060;3.7
283;Mannen;70800;2013;20270;4.0
284;Mannen;70800;2014;21250;4.2
285;Mannen;70800;2015;20310;4.0
286;Mannen;70800;2016;18490;3.6
287;Mannen;70800;2017;17360;3.4
288;Mannen;70800;2018;15790;3.1
289;Mannen;70800;2019;14730;2.8
290;Mannen;70800;2020;13890;2.6
291;Mannen;70800;2021;13080;2.4
292;Mannen;70800;2022;12990;2.3
293;Mannen;70800;2023;13910;2.4
294;Mannen;70900;2010;18730;2.9
295;Mannen;70900;2011;20830;3.2
296;Mannen;70900;2012;21150;3.3
297;Mannen;70900;2013;21960;3.6
298;Mannen;70900;2014;22260;3.8
299;Mannen;70900;2015;20460;3.7
300;Mannen;70900;2016;17540;3.3
301;Mannen;70900;2017;15570;3.0
302;Mannen;70900;2018;13770;2.7
303;Mannen;70900;2019;12630;2.5
304;Mannen;70900;2020;11980;2.3
305;Mannen;70900;2021;11170;2.1
306;Mannen;70900;2022;11130;2.1
307;Mannen;70900;2023;11840;2.2
308;Mannen;71000;2010;16560;2.5
309;Mannen;71000;2011;18340;2.8
310;Mannen;71000;2012;18690;2.9
311;Mannen;71000;2013;19930;3.1
312;Mannen;71000;2014;21140;3.3
313;Mannen;71000;2015;20250;3.1
314;Mannen;71000;2016;18250;2.8
315;Mannen;71000;2017;16880;2.7
316;Mannen;71000;2018;14720;2.4
317;Mannen;71000;2019;12970;2.2
318;Mannen;71000;2020;11370;2.0
319;Mannen;71000;2021;9860;1.8
320;Mannen;71000;2022;9340;1.8
321;Mannen;71000;2023;9550;1.8
322;Mannen;71100;2010;12530;2.1
323;Mannen;71100;2011;14380;2.4
324;Mannen;71100;2012;15130;2.4
325;Mannen;71100;2013;16380;2.6
326;Mannen;71100;2014;17900;2.8
327;Mannen;71100;2015;17360;2.7
328;Mannen;71100;2016;15630;2.4
329;Mannen;71100;2017;14290;2.2
330;Mannen;71100;2018;12740;2.0
331;Mannen;71100;2019;11770;1.8
332;Mannen;71100;2020;10830;1.7
333;Mannen;71100;2021;9910;1.5
334;Mannen;71100;2022;9350;1.5
335;Mannen;71100;2023;9180;1.5
336;Mannen;71200;2010;8210;1.5
337;Mannen;71200;2011;9610;1.7
338;Mannen;71200;2012;10240;1.8
339;Mannen;71200;2013;11210;2.0
340;Mannen;71200;2014;12500;2.2
341;Mannen;71200;2015;12300;2.1
342;Mannen;71200;2016;11380;1.9
343;Mannen;71200;2017;10710;1.8
344;Mannen;71200;2018;9810;1.6
345;Mannen;71200;2019;9000;1.4
346;Mannen;71200;2020;8320;1.3
347;Mannen;71200;2021;7570;1.2
348;Mannen;71200;2022;7140;1.1
349;Mannen;71200;2023;7190;1.1
350;Mannen;71300;2010;5400;1.0
351;Mannen;71300;2011;6010;1.1
352;Mannen;71300;2012;6350;1.2
353;Mannen;71300;2013;6960;1.3
354;Mannen;71300;2014;7800;1.5
355;Mannen;71300;2015;7550;1.4
356;Mannen;71300;2016;6980;1.3
357;Mannen;71300;2017;6720;1.3
358;Mannen;71300;2018;6120;1.1
359;Mannen;71300;2019;5830;1.0
360;Mannen;71300;2020;5480;1.0
361;Mannen;71300;2021;5050;0.9
362;Mannen;71300;2022;4930;0.8
363;Mannen;71300;2023;4870;0.8
364;Mannen;71400;2010;2360;0.6
365;Mannen;71400;2011;3180;0.7
366;Mannen;71400;2012;3650;0.8
367;Mannen;71400;2013;4120;0.8
368;Mannen;71400;2014;4770;0.9
369;Mannen;71400;2015;4840;0.9
370;Mannen;71400;2016;4170;0.8
371;Mannen;71400;2017;3850;0.8
372;Mannen;71400;2018;3400;0.7
373;Mannen;71400;2019;3220;0.7
374;Mannen;71400;2020;2930;0.6
375;Mannen;71400;2021;2690;0.5
376;Mannen;71400;2022;2720;0.5
377;Mannen;71400;2023;2710;0.5
378;Mannen;71500;2010;1060;0.4
379;Mannen;71500;2011;1270;0.4
380;Mannen;71500;2012;1450;0.5
381;Mannen;71500;2013;1610;0.5
382;Mannen;71500;2014;1860;0.5
383;Mannen;71500;2015;1920;0.5
384;Mannen;71500;2016;1990;0.5
385;Mannen;71500;2017;2050;0.5
386;Mannen;71500;2018;1960;0.4
387;Mannen;71500;2019;1860;0.4
388;Mannen;71500;2020;1760;0.4
389;Mannen;71500;2021;1560;0.3
390;Mannen;71500;2022;1440;0.3
391;Mannen;71500;2023;1440;0.3
392;Mannen;71600;2010;380;0.2
393;Mannen;71600;2011;500;0.2
394;Mannen;71600;2012;550;0.2
395;Mannen;71600;2013;620;0.3
396;Mannen;71600;2014;740;0.3
397;Mannen;71600;2015;740;0.3
398;Mannen;71600;2016;720;0.3
399;Mannen;71600;2017;750;0.3
400;Mannen;71600;2018;680;0.2
401;Mannen;71600;2019;670;0.2
402;Mannen;71600;2020;620;0.2
403;Mannen;71600;2021;650;0.2
404;Mannen;71600;2022;730;0.2
405;Mannen;71600;2023;770;0.2
406;Mannen;21700;2010;180;0.1
407;Mannen;21700;2011;230;0.1
408;Mannen;21700;2012;240;0.1
409;Mannen;21700;2013;270;0.1
410;Mannen;21700;2014;310;0.1
411;Mannen;21700;2015;350;0.1
412;Mannen;21700;2016;340;0.1
413;Mannen;21700;2017;340;0.1
414;Mannen;21700;2018;310;0.1
415;Mannen;21700;2019;320;0.1
416;Mannen;21700;2020;320;0.1
417;Mannen;21700;2021;310;0.1
418;Mannen;21700;2022;310;0.1
419;Mannen;21700;2023;340;0.1
420;Vrouwen;20300;2010;95020;1.4
421;Vrouwen;20300;2011;109920;1.6
422;Vrouwen;20300;2012;113300;1.7
423;Vrouwen;20300;2013;110100;1.6
424;Vrouwen;20300;2014;116670;1.7
425;Vrouwen;20300;2015;110150;1.6
426;Vrouwen;20300;2016;96590;1.4
427;Vrouwen;20300;2017;89030;1.3
428;Vrouwen;20300;2018;79120;1.1
429;Vrouwen;20300;2019;72730;1.0
430;Vrouwen;20300;2020;65470;0.9
431;Vrouwen;20300;2021;60680;0.8
432;Vrouwen;20300;2022;58850;0.8
433;Vrouwen;20300;2023;61470;0.8
434;Vrouwen;52100;2010;2160;1.1
435;Vrouwen;52100;2011;2420;1.2
436;Vrouwen;52100;2012;2110;1.1
437;Vrouwen;52100;2013;1420;0.7
438;Vrouwen;52100;2014;1440;0.7
439;Vrouwen;52100;2015;1120;0.6
440;Vrouwen;52100;2016;1020;0.5
441;Vrouwen;52100;2017;930;0.5
442;Vrouwen;52100;2018;810;0.4
443;Vrouwen;52100;2019;860;0.4
444;Vrouwen;52100;2020;710;0.3
445;Vrouwen;52100;2021;520;0.2
446;Vrouwen;52100;2022;630;0.3
447;Vrouwen;52100;2023;610;0.3
448;Vrouwen;70500;2010;14900;2.9
449;Vrouwen;70500;2011;16480;3.2
450;Vrouwen;70500;2012;16080;3.1
451;Vrouwen;70500;2013;15040;2.9
452;Vrouwen;70500;2014;15060;2.9
453;Vrouwen;70500;2015;13430;2.6
454;Vrouwen;70500;2016;10950;2.1
455;Vrouwen;70500;2017;9650;1.8
456;Vrouwen;70500;2018;8500;1.6
457;Vrouwen;70500;2019;7790;1.4
458;Vrouwen;70500;2020;7090;1.3
459;Vrouwen;70500;2021;6770;1.2
460;Vrouwen;70500;2022;6810;1.2
461;Vrouwen;70500;2023;7270;1.2
462;Vrouwen;70600;2010;14960;3.0
463;Vrouwen;70600;2011;16990;3.4
464;Vrouwen;70600;2012;17460;3.4
465;Vrouwen;70600;2013;18100;3.5
466;Vrouwen;70600;2014;18880;3.6
467;Vrouwen;70600;2015;17830;3.4
468;Vrouwen;70600;2016;15370;2.9
469;Vrouwen;70600;2017;13790;2.5
470;Vrouwen;70600;2018;11970;2.2
471;Vrouwen;70600;2019;10640;1.9
472;Vrouwen;70600;2020;9320;1.7
473;Vrouwen;70600;2021;8640;1.5
474;Vrouwen;70600;2022;8200;1.4
475;Vrouwen;70600;2023;8850;1.5
476;Vrouwen;70700;2010;11730;2.3
477;Vrouwen;70700;2011;13670;2.7
478;Vrouwen;70700;2012;14580;2.9
479;Vrouwen;70700;2013;15080;3.0
480;Vrouwen;70700;2014;16310;3.2
481;Vrouwen;70700;2015;15580;3.1
482;Vrouwen;70700;2016;14150;2.8
483;Vrouwen;70700;2017;13240;2.5
484;Vrouwen;70700;2018;11840;2.2
485;Vrouwen;70700;2019;10960;2.0
486;Vrouwen;70700;2020;9760;1.8
487;Vrouwen;70700;2021;9070;1.6
488;Vrouwen;70700;2022;8810;1.5
489;Vrouwen;70700;2023;9160;1.5
490;Vrouwen;70800;2010;10940;1.9
491;Vrouwen;70800;2011;12150;2.3
492;Vrouwen;70800;2012;12300;2.4
493;Vrouwen;70800;2013;11850;2.3
494;Vrouwen;70800;2014;12720;2.5
495;Vrouwen;70800;2015;12490;2.5
496;Vrouwen;70800;2016;11310;2.2
497;Vrouwen;70800;2017;10710;2.1
498;Vrouwen;70800;2018;9810;1.9
499;Vrouwen;70800;2019;9340;1.8
500;Vrouwen;70800;2020;8540;1.6
501;Vrouwen;70800;2021;8050;1.5
502;Vrouwen;70800;2022;7790;1.4
503;Vrouwen;70800;2023;8280;1.5
504;Vrouwen;70900;2010;11410;1.8
505;Vrouwen;70900;2011;13380;2.1
506;Vrouwen;70900;2012;13680;2.2
507;Vrouwen;70900;2013;12850;2.1
508;Vrouwen;70900;2014;13210;2.2
509;Vrouwen;70900;2015;11990;2.1
510;Vrouwen;70900;2016;10140;1.9
511;Vrouwen;70900;2017;9100;1.7
512;Vrouwen;70900;2018;8100;1.6
513;Vrouwen;70900;2019;7470;1.5
514;Vrouwen;70900;2020;6980;1.3
515;Vrouwen;70900;2021;6540;1.3
516;Vrouwen;70900;2022;6450;1.2
517;Vrouwen;70900;2023;6830;1.3
518;Vrouwen;71000;2010;10930;1.7
519;Vrouwen;71000;2011;12560;2.0
520;Vrouwen;71000;2012;12860;2.0
521;Vrouwen;71000;2013;11970;1.9
522;Vrouwen;71000;2014;12650;2.0
523;Vrouwen;71000;2015;11950;1.9
524;Vrouwen;71000;2016;10690;1.7
525;Vrouwen;71000;2017;9960;1.6
526;Vrouwen;71000;2018;8630;1.4
527;Vrouwen;71000;2019;7670;1.3
528;Vrouwen;71000;2020;6680;1.2
529;Vrouwen;71000;2021;5860;1.1
530;Vrouwen;71000;2022;5400;1.0
531;Vrouwen;71000;2023;5420;1.0
532;Vrouwen;71100;2010;7930;1.3
533;Vrouwen;71100;2011;9840;1.6
534;Vrouwen;71100;2012;10550;1.7
535;Vrouwen;71100;2013;10200;1.6
536;Vrouwen;71100;2014;11090;1.8
537;Vrouwen;71100;2015;10510;1.7
538;Vrouwen;71100;2016;9090;1.4
539;Vrouwen;71100;2017;8240;1.3
540;Vrouwen;71100;2018;7210;1.1
541;Vrouwen;71100;2019;6580;1.0
542;Vrouwen;71100;2020;5900;0.9
543;Vrouwen;71100;2021;5510;0.9
544;Vrouwen;71100;2022;5300;0.8
545;Vrouwen;71100;2023;5360;0.9
546;Vrouwen;71200;2010;4640;0.9
547;Vrouwen;71200;2011;5790;1.1
548;Vrouwen;71200;2012;6350;1.1
549;Vrouwen;71200;2013;6270;1.1
550;Vrouwen;71200;2014;7030;1.2
551;Vrouwen;71200;2015;7050;1.2
552;Vrouwen;71200;2016;6440;1.1
553;Vrouwen;71200;2017;6070;1.0
554;Vrouwen;71200;2018;5550;0.9
555;Vrouwen;71200;2019;5100;0.8
556;Vrouwen;71200;2020;4500;0.7
557;Vrouwen;71200;2021;4100;0.6
558;Vrouwen;71200;2022;3930;0.6
559;Vrouwen;71200;2023;3890;0.6
560;Vrouwen;71300;2010;2890;0.5
561;Vrouwen;71300;2011;3470;0.7
562;Vrouwen;71300;2012;3690;0.7
563;Vrouwen;71300;2013;3540;0.7
564;Vrouwen;71300;2014;3930;0.8
565;Vrouwen;71300;2015;3880;0.7
566;Vrouwen;71300;2016;3540;0.7
567;Vrouwen;71300;2017;3490;0.6
568;Vrouwen;71300;2018;3190;0.6
569;Vrouwen;71300;2019;2990;0.5
570;Vrouwen;71300;2020;2900;0.5
571;Vrouwen;71300;2021;2700;0.5
572;Vrouwen;71300;2022;2630;0.4
573;Vrouwen;71300;2023;2760;0.5
574;Vrouwen;71400;2010;1260;0.3
575;Vrouwen;71400;2011;1680;0.4
576;Vrouwen;71400;2012;2050;0.4
577;Vrouwen;71400;2013;2070;0.4
578;Vrouwen;71400;2014;2390;0.5
579;Vrouwen;71400;2015;2340;0.4
580;Vrouwen;71400;2016;2060;0.4
581;Vrouwen;71400;2017;1950;0.4
582;Vrouwen;71400;2018;1730;0.3
583;Vrouwen;71400;2019;1650;0.3
584;Vrouwen;71400;2020;1510;0.3
