ID;RegioS;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
819;Gelderland;2013;-31.0;-64.0;-23.0;-32.0;-16.0;-18.0;-44.0;-64.0;-23.0;-22.0;-32.0;-16.0;-18.0;100.0;1.0;3.0;26.0;23.0;45.0;2.0;100.0;3.0;15.0;38.0;20.0;21.0;5.0;100.0;5.0;5.0;47.0;22.0;20.0;1.0;100.0;4.0;8.0;57.0;17.0;10.0;5.0;100.0;20.0;33.0;38.0;8.0;100.0;18.0;36.0;6.0;34.0;3.0;5.0;100.0;16.0;28.0;7.0;39.0;4.0;5.0;100.0;50.0;27.0;12.0;6.0;2.0;3.0;100.0;3.0;5.0;46.0;36.0;10.0;2.0;100.0;47.0;16.0;12.0;22.0;3.0;100.0;69.0;6.0;5.0;16.0;4.0;100.0;3.0;5.0;63.0;12.0;15.0;3.0;100.0;10.0;10.0;14.0;65.0;1.0;100.0;3.0;5.0;4.0;89.0;0.0;100.0;21.0;5.0;6.0;68.0;1.0;;;;;;;;;100.0;10.0;10.0;12.0;15.0;13.0;16.0;11.0;13.0
820;Gelderland;2014 1e kwartaal;-6.0;-24.0;20.0;-16.0;-4.0;-7.0;-2.0;-24.0;20.0;-9.0;-16.0;-4.0;-7.0;100.0;3.0;13.0;40.0;18.0;21.0;5.0;100.0;4.0;32.0;39.0;10.0;7.0;8.0;100.0;5.0;8.0;57.0;13.0;16.0;1.0;100.0;5.0;9.0;63.0;11.0;6.0;7.0;100.0;23.0;34.0;30.0;13.0;100.0;11.0;38.0;8.0;34.0;5.0;4.0;100.0;16.0;29.0;5.0;40.0;4.0;5.0;100.0;34.0;30.0;18.0;11.0;1.0;6.0;100.0;1.0;5.0;47.0;34.0;11.0;2.0;100.0;44.0;15.0;11.0;25.0;5.0;100.0;61.0;5.0;10.0;21.0;3.0;100.0;4.0;5.0;62.0;13.0;13.0;3.0;100.0;11.0;7.0;16.0;65.0;2.0;100.0;4.0;3.0;3.0;89.0;1.0;100.0;22.0;8.0;4.0;65.0;1.0;;;;;;;;;100.0;11.0;8.0;12.0;14.0;12.0;14.0;13.0;16.0
821;Gelderland;2014 2e kwartaal;-1.0;-1.0;26.0;-20.0;1.0;-11.0;13.0;-1.0;26.0;-10.0;-20.0;1.0;-11.0;100.0;4.0;24.0;39.0;12.0;17.0;4.0;100.0;11.0;28.0;41.0;7.0;5.0;7.0;100.0;3.0;8.0;56.0;17.0;14.0;2.0;100.0;8.0;8.0;62.0;9.0;6.0;7.0;100.0;22.0;37.0;33.0;8.0;100.0;12.0;34.0;7.0;39.0;3.0;5.0;100.0;15.0;27.0;6.0;44.0;3.0;5.0;100.0;25.0;29.0;26.0;16.0;3.0;3.0;100.0;2.0;6.0;44.0;31.0;14.0;3.0;100.0;49.0;15.0;8.0;23.0;5.0;100.0;66.0;6.0;5.0;20.0;3.0;100.0;3.0;5.0;62.0;11.0;15.0;4.0;100.0;12.0;7.0;19.0;60.0;2.0;100.0;3.0;4.0;3.0;89.0;1.0;100.0;22.0;4.0;4.0;68.0;2.0;;;;;;;;;100.0;11.0;6.0;12.0;17.0;12.0;15.0;11.0;15.0
822;Gelderland;2014 3e kwartaal;-5.0;0.0;10.0;-21.0;-8.0;-8.0;5.0;0.0;10.0;-12.0;-21.0;-8.0;-8.0;100.0;3.0;23.0;44.0;11.0;14.0;4.0;100.0;4.0;29.0;41.0;13.0;9.0;4.0;100.0;5.0;7.0;56.0;15.0;17.0;0.0;100.0;4.0;9.0;63.0;14.0;7.0;2.0;100.0;24.0;35.0;32.0;9.0;100.0;11.0;33.0;7.0;41.0;2.0;6.0;100.0;22.0;24.0;3.0;40.0;4.0;7.0;100.0;18.0;25.0;27.0;24.0;2.0;4.0;100.0;2.0;5.0;43.0;39.0;10.0;2.0;100.0;48.0;13.0;9.0;27.0;4.0;100.0;59.0;9.0;6.0;23.0;3.0;100.0;4.0;5.0;61.0;12.0;16.0;2.0;100.0;12.0;7.0;14.0;65.0;1.0;100.0;4.0;3.0;5.0;86.0;1.0;100.0;21.0;5.0;4.0;69.0;1.0;;;;;;;;;100.0;10.0;8.0;11.0;15.0;15.0;15.0;13.0;13.0
823;Gelderland;2014 4e kwartaal;-10.0;-11.0;3.0;-18.0;-11.0;-14.0;-4.0;-11.0;3.0;-14.0;-18.0;-11.0;-14.0;100.0;2.0;18.0;45.0;15.0;16.0;3.0;100.0;3.0;24.0;42.0;11.0;13.0;6.0;100.0;4.0;7.0;58.0;14.0;15.0;1.0;100.0;2.0;10.0;57.0;10.0;13.0;6.0;100.0;21.0;34.0;36.0;9.0;100.0;9.0;29.0;10.0;42.0;5.0;5.0;100.0;20.0;26.0;3.0;39.0;4.0;7.0;100.0;18.0;26.0;26.0;22.0;4.0;3.0;100.0;2.0;6.0;43.0;35.0;12.0;2.0;100.0;48.0;13.0;10.0;24.0;5.0;100.0;64.0;6.0;7.0;21.0;2.0;100.0;3.0;4.0;61.0;12.0;15.0;3.0;100.0;11.0;6.0;15.0;66.0;2.0;100.0;2.0;3.0;4.0;90.0;1.0;100.0;18.0;5.0;5.0;71.0;1.0;;;;;;;;;100.0;9.0;8.0;14.0;15.0;12.0;18.0;14.0;11.0
824;Gelderland;2014;-6.0;-9.0;15.0;-19.0;-5.0;-10.0;3.0;-9.0;15.0;-11.0;-19.0;-5.0;-10.0;100.0;3.0;20.0;42.0;14.0;17.0;4.0;100.0;6.0;28.0;41.0;11.0;9.0;6.0;100.0;5.0;7.0;57.0;15.0;16.0;1.0;100.0;5.0;9.0;61.0;11.0;8.0;6.0;100.0;23.0;35.0;33.0;10.0;100.0;11.0;33.0;8.0;39.0;4.0;5.0;100.0;19.0;27.0;5.0;41.0;4.0;6.0;100.0;24.0;27.0;24.0;18.0;2.0;4.0;100.0;2.0;5.0;44.0;35.0;12.0;2.0;100.0;47.0;14.0;9.0;25.0;5.0;100.0;62.0;7.0;7.0;21.0;3.0;100.0;3.0;5.0;62.0;12.0;15.0;3.0;100.0;11.0;7.0;16.0;64.0;2.0;100.0;3.0;3.0;4.0;89.0;1.0;100.0;21.0;5.0;5.0;68.0;1.0;;;;;;;;;100.0;10.0;8.0;12.0;15.0;13.0;16.0;13.0;14.0
825;Gelderland;2015 1e kwartaal;0.0;-4.0;20.0;-12.0;-5.0;3.0;8.0;-4.0;20.0;-5.0;-12.0;-5.0;3.0;100.0;2.0;25.0;39.0;16.0;16.0;2.0;100.0;5.0;32.0;40.0;6.0;10.0;6.0;100.0;6.0;8.0;59.0;13.0;13.0;1.0;100.0;3.0;11.0;62.0;14.0;6.0;4.0;100.0;28.0;39.0;25.0;7.0;100.0;7.0;28.0;7.0;46.0;7.0;5.0;100.0;24.0;21.0;5.0;38.0;6.0;6.0;100.0;18.0;22.0;26.0;25.0;5.0;4.0;100.0;1.0;5.0;38.0;41.0;12.0;3.0;100.0;53.0;11.0;7.0;23.0;6.0;100.0;57.0;9.0;8.0;24.0;3.0;100.0;5.0;7.0;62.0;10.0;14.0;2.0;100.0;10.0;8.0;14.0;66.0;1.0;100.0;2.0;3.0;5.0;90.0;1.0;100.0;25.0;5.0;6.0;63.0;1.0;;;;;;;;;100.0;11.0;7.0;12.0;17.0;13.0;17.0;14.0;10.0
826;Gelderland;2015 2e kwartaal;5.0;21.0;30.0;-18.0;-8.0;1.0;25.0;21.0;30.0;-8.0;-18.0;-8.0;1.0;100.0;4.0;34.0;40.0;10.0;7.0;4.0;100.0;6.0;35.0;40.0;6.0;5.0;8.0;100.0;5.0;8.0;55.0;19.0;12.0;1.0;100.0;3.0;8.0;64.0;12.0;8.0;5.0;100.0;25.0;40.0;24.0;11.0;100.0;7.0;26.0;7.0;50.0;5.0;5.0;100.0;26.0;22.0;4.0;39.0;2.0;7.0;100.0;11.0;17.0;30.0;31.0;5.0;5.0;100.0;2.0;3.0;46.0;34.0;12.0;3.0;100.0;46.0;15.0;10.0;25.0;4.0;100.0;53.0;8.0;9.0;27.0;4.0;100.0;3.0;6.0;62.0;10.0;16.0;3.0;100.0;11.0;8.0;15.0;64.0;2.0;100.0;2.0;4.0;3.0;90.0;1.0;100.0;22.0;4.0;7.0;66.0;1.0;;;;;;;;;100.0;9.0;7.0;10.0;16.0;16.0;13.0;12.0;16.0
827;Gelderland;2015 3e kwartaal;9.0;22.0;24.0;-15.0;-2.0;15.0;23.0;22.0;24.0;-1.0;-15.0;-2.0;15.0;100.0;10.0;30.0;37.0;7.0;11.0;4.0;100.0;6.0;31.0;42.0;8.0;5.0;8.0;100.0;5.0;9.0;56.0;14.0;15.0;1.0;100.0;4.0;11.0;64.0;11.0;6.0;4.0;100.0;32.0;41.0;17.0;10.0;100.0;8.0;21.0;7.0;53.0;5.0;6.0;100.0;29.0;18.0;4.0;39.0;3.0;7.0;100.0;11.0;17.0;28.0;32.0;7.0;4.0;100.0;1.0;4.0;40.0;38.0;14.0;2.0;100.0;50.0;16.0;8.0;23.0;3.0;100.0;57.0;7.0;8.0;25.0;4.0;100.0;3.0;7.0;64.0;10.0;14.0;3.0;100.0;10.0;8.0;15.0;64.0;2.0;100.0;3.0;4.0;5.0;88.0;1.0;100.0;21.0;5.0;7.0;65.0;1.0;;;;;;;;;100.0;13.0;7.0;11.0;13.0;15.0;14.0;11.0;15.0
828;Gelderland;2015 4e kwartaal;4.0;21.0;10.0;-14.0;-3.0;8.0;16.0;21.0;10.0;-3.0;-14.0;-3.0;8.0;100.0;7.0;33.0;37.0;8.0;10.0;5.0;100.0;6.0;25.0;41.0;11.0;10.0;8.0;100.0;6.0;6.0;61.0;12.0;14.0;1.0;100.0;3.0;11.0;63.0;12.0;5.0;6.0;100.0;27.0;42.0;18.0;13.0;100.0;4.0;26.0;9.0;48.0;5.0;9.0;100.0;25.0;22.0;2.0;37.0;3.0;11.0;100.0;19.0;15.0;32.0;25.0;4.0;6.0;100.0;1.0;5.0;44.0;38.0;11.0;2.0;100.0;47.0;15.0;11.0;22.0;5.0;100.0;52.0;7.0;8.0;28.0;5.0;100.0;3.0;5.0;68.0;9.0;11.0;3.0;100.0;11.0;8.0;18.0;61.0;1.0;100.0;3.0;4.0;4.0;88.0;0.0;100.0;22.0;8.0;6.0;64.0;1.0;;;;;;;;;100.0;13.0;6.0;11.0;15.0;14.0;13.0;9.0;18.0
829;Gelderland;2015;5.0;15.0;21.0;-15.0;-5.0;7.0;18.0;15.0;21.0;-4.0;-15.0;-5.0;7.0;100.0;6.0;31.0;38.0;11.0;11.0;4.0;100.0;6.0;30.0;41.0;8.0;7.0;8.0;100.0;6.0;8.0;58.0;15.0;14.0;1.0;100.0;3.0;10.0;63.0;12.0;6.0;5.0;100.0;28.0;41.0;21.0;10.0;100.0;7.0;25.0;7.0;49.0;6.0;6.0;100.0;26.0;21.0;4.0;38.0;3.0;8.0;100.0;15.0;18.0;29.0;28.0;5.0;5.0;100.0;1.0;4.0;42.0;38.0;12.0;3.0;100.0;49.0;14.0;9.0;23.0;5.0;100.0;55.0;8.0;8.0;26.0;4.0;100.0;3.0;6.0;64.0;10.0;14.0;3.0;100.0;11.0;8.0;16.0;64.0;2.0;100.0;2.0;4.0;4.0;89.0;1.0;100.0;23.0;6.0;7.0;65.0;1.0;;;;;;;;;100.0;12.0;7.0;11.0;15.0;15.0;14.0;12.0;15.0
830;Gelderland;2016 1e kwartaal;3.0;10.0;2.0;-5.0;-5.0;13.0;6.0;10.0;2.0;1.0;-5.0;-5.0;13.0;100.0;7.0;32.0;29.0;13.0;16.0;3.0;100.0;3.0;22.0;47.0;12.0;11.0;5.0;100.0;6.0;13.0;54.0;13.0;12.0;1.0;100.0;4.0;10.0;61.0;13.0;6.0;6.0;100.0;28.0;44.0;15.0;13.0;100.0;4.0;23.0;6.0;55.0;7.0;6.0;100.0;23.0;18.0;3.0;47.0;2.0;6.0;100.0;26.0;20.0;21.0;25.0;4.0;4.0;100.0;0.0;4.0;40.0;40.0;14.0;3.0;100.0;53.0;17.0;12.0;14.0;5.0;100.0;52.0;6.0;10.0;29.0;3.0;100.0;2.0;8.0;65.0;7.0;14.0;3.0;100.0;13.0;10.0;15.0;59.0;2.0;100.0;2.0;4.0;7.0;86.0;1.0;100.0;23.0;7.0;7.0;62.0;1.0;;;;;;;;;100.0;11.0;5.0;10.0;18.0;15.0;13.0;14.0;14.0
831;Gelderland;2016 2e kwartaal;6.0;13.0;8.0;-3.0;-5.0;14.0;11.0;13.0;8.0;2.0;-3.0;-5.0;14.0;100.0;6.0;29.0;39.0;11.0;12.0;4.0;100.0;4.0;24.0;44.0;11.0;9.0;8.0;100.0;8.0;12.0;56.0;11.0;11.0;1.0;100.0;3.0;11.0;62.0;14.0;6.0;4.0;100.0;33.0;37.0;19.0;11.0;100.0;7.0;27.0;10.0;48.0;3.0;5.0;100.0;28.0;26.0;5.0;33.0;2.0;7.0;100.0;18.0;17.0;31.0;24.0;5.0;5.0;100.0;1.0;2.0;41.0;39.0;14.0;3.0;100.0;54.0;13.0;9.0;20.0;5.0;100.0;49.0;8.0;9.0;31.0;4.0;100.0;3.0;6.0;66.0;11.0;12.0;3.0;100.0;13.0;7.0;18.0;62.0;1.0;100.0;3.0;4.0;6.0;86.0;1.0;100.0;27.0;8.0;6.0;57.0;2.0;;;;;;;;;100.0;13.0;7.0;12.0;15.0;14.0;14.0;12.0;13.0
832;Gelderland;2016 3e kwartaal;4.0;9.0;8.0;-13.0;-4.0;17.0;9.0;9.0;8.0;0.0;-13.0;-4.0;17.0;100.0;6.0;27.0;37.0;13.0;11.0;5.0;100.0;3.0;23.0;46.0;9.0;9.0;10.0;100.0;4.0;9.0;60.0;16.0;9.0;1.0;100.0;3.0;9.0;66.0;11.0;6.0;4.0;100.0;33.0;37.0;15.0;15.0;100.0;5.0;25.0;8.0;54.0;4.0;5.0;100.0;22.0;20.0;4.0;44.0;2.0;7.0;100.0;15.0;16.0;29.0;26.0;7.0;7.0;100.0;0.0;3.0;46.0;33.0;15.0;3.0;100.0;50.0;16.0;10.0;21.0;3.0;100.0;51.0;4.0;10.0;30.0;5.0;100.0;4.0;8.0;58.0;11.0;15.0;4.0;100.0;9.0;10.0;16.0;64.0;2.0;100.0;4.0;4.0;4.0;85.0;2.0;100.0;23.0;8.0;5.0;63.0;1.0;;;;;;;;;100.0;10.0;9.0;12.0;15.0;15.0;10.0;16.0;12.0
833;Gelderland;2016 4e kwartaal;12.0;20.0;16.0;-5.0;0.0;12.0;23.0;20.0;16.0;5.0;-5.0;0.0;12.0;100.0;12.0;34.0;32.0;8.0;7.0;6.0;100.0;6.0;30.0;39.0;8.0;4.0;13.0;100.0;7.0;10.0;57.0;15.0;10.0;1.0;100.0;5.0;10.0;65.0;10.0;6.0;5.0;100.0;32.0;42.0;13.0;12.0;100.0;5.0;25.0;13.0;48.0;3.0;6.0;100.0;31.0;24.0;4.0;35.0;1.0;5.0;100.0;7.0;13.0;30.0;34.0;9.0;6.0;100.0;1.0;4.0;33.0;42.0;14.0;5.0;100.0;54.0;14.0;10.0;17.0;5.0;100.0;52.0;9.0;11.0;26.0;2.0;100.0;2.0;9.0;64.0;9.0;12.0;4.0;100.0;13.0;8.0;17.0;61.0;1.0;100.0;3.0;7.0;7.0;83.0;0.0;100.0;23.0;8.0;6.0;61.0;1.0;;;;;;;;;100.0;12.0;7.0;12.0;12.0;16.0;13.0;12.0;15.0
834;Gelderland;2016;6.0;13.0;8.0;-6.0;-4.0;14.0;12.0;13.0;8.0;2.0;-6.0;-4.0;14.0;100.0;7.0;30.0;35.0;12.0;12.0;5.0;100.0;4.0;24.0;45.0;10.0;8.0;9.0;100.0;6.0;11.0;57.0;14.0;11.0;1.0;100.0;4.0;10.0;63.0;12.0;6.0;5.0;100.0;32.0;40.0;16.0;13.0;100.0;5.0;25.0;9.0;52.0;4.0;5.0;100.0;26.0;22.0;4.0;40.0;2.0;7.0;100.0;18.0;17.0;28.0;27.0;6.0;6.0;100.0;1.0;3.0;41.0;38.0;14.0;3.0;100.0;53.0;15.0;10.0;18.0;4.0;100.0;51.0;7.0;10.0;29.0;4.0;100.0;3.0;8.0;63.0;10.0;13.0;4.0;100.0;12.0;9.0;17.0;61.0;2.0;100.0;3.0;5.0;6.0;85.0;1.0;100.0;24.0;8.0;6.0;61.0;1.0;;;;;;;;;100.0;11.0;7.0;11.0;15.0;15.0;13.0;14.0;14.0
835;Gelderland;2017 1e kwartaal;20.0;37.0;31.0;1.0;10.0;22.0;34.0;37.0;31.0;11.0;1.0;10.0;22.0;100.0;16.0;32.0;37.0;5.0;5.0;4.0;100.0;7.0;32.0;40.0;6.0;2.0;13.0;100.0;7.0;11.0;65.0;8.0;8.0;1.0;100.0;6.0;12.0;69.0;6.0;3.0;5.0;100.0;32.0;43.0;11.0;14.0;100.0;8.0;26.0;10.0;48.0;1.0;8.0;100.0;27.0;25.0;3.0;34.0;1.0;10.0;100.0;3.0;9.0;26.0;42.0;14.0;6.0;100.0;1.0;2.0;42.0;38.0;16.0;2.0;100.0;51.0;17.0;9.0;18.0;5.0;100.0;52.0;9.0;8.0;28.0;3.0;100.0;5.0;8.0;63.0;9.0;12.0;3.0;100.0;9.0;12.0;16.0;61.0;1.0;100.0;4.0;4.0;5.0;84.0;2.0;100.0;22.0;7.0;5.0;66.0;1.0;;;;;;;;;100.0;11.0;7.0;12.0;15.0;16.0;11.0;16.0;12.0
836;Utrecht;2002 1e kwartaal;-7.0;-40.0;-3.0;9.0;4.0;-5.0;-22.0;-40.0;-3.0;3.0;9.0;4.0;-5.0;100.0;3.0;7.0;36.0;32.0;18.0;4.0;100.0;4.0;18.0;44.0;19.0;6.0;9.0;100.0;14.0;13.0;56.0;8.0;9.0;1.0;100.0;8.0;11.0;61.0;12.0;4.0;4.0;100.0;19.0;45.0;23.0;13.0;100.0;36.0;40.0;10.0;12.0;0.0;2.0;100.0;19.0;23.0;15.0;37.0;1.0;5.0;100.0;16.0;32.0;34.0;6.0;2.0;9.0;100.0;1.0;5.0;36.0;39.0;15.0;4.0;100.0;62.0;12.0;6.0;16.0;5.0;100.0;76.0;5.0;6.0;12.0;1.0;100.0;4.0;8.0;58.0;11.0;15.0;5.0;100.0;14.0;9.0;12.0;62.0;3.0;100.0;4.0;7.0;8.0;80.0;2.0;100.0;27.0;7.0;9.0;56.0;0.0;100.0;7.0;8.0;8.0;22.0;23.0;20.0;12.0;;;;;;;;;
837;Utrecht;2002 2e kwartaal;-12.0;-48.0;-8.0;6.0;7.0;-18.0;-28.0;-48.0;-8.0;-2.0;6.0;7.0;-18.0;100.0;1.0;6.0;36.0;31.0;23.0;2.0;100.0;3.0;17.0;45.0;20.0;8.0;8.0;100.0;10.0;18.0;49.0;13.0;9.0;1.0;100.0;6.0;15.0;64.0;11.0;2.0;3.0;100.0;11.0;52.0;29.0;7.0;100.0;61.0;31.0;4.0;4.0;0.0;0.0;100.0;9.0;21.0;14.0;49.0;2.0;5.0;100.0;14.0;34.0;36.0;7.0;1.0;7.0;100.0;1.0;3.0;42.0;32.0;20.0;1.0;100.0;62.0;12.0;5.0;18.0;2.0;100.0;74.0;6.0;4.0;13.0;3.0;100.0;6.0;11.0;47.0;14.0;17.0;4.0;100.0;16.0;7.0;14.0;61.0;1.0;100.0;4.0;6.0;6.0;81.0;1.0;100.0;25.0;6.0;5.0;63.0;0.0;100.0;10.0;9.0;9.0;18.0;16.0;32.0;6.0;;;;;;;;;
838;Utrecht;2002 3e kwartaal;-28.0;-69.0;-33.0;-4.0;0.0;-32.0;-51.0;-69.0;-33.0;-12.0;-4.0;0.0;-32.0;100.0;0.0;1.0;24.0;35.0;36.0;3.0;100.0;1.0;9.0;40.0;31.0;13.0;5.0;100.0;11.0;11.0;52.0;16.0;10.0;0.0;100.0;9.0;10.0;60.0;13.0;6.0;2.0;100.0;7.0;42.0;39.0;12.0;100.0;72.0;24.0;1.0;2.0;0.0;1.0;100.0;5.0;13.0;18.0;54.0;6.0;4.0;100.0;26.0;38.0;22.0;2.0;1.0;10.0;100.0;1.0;4.0;37.0;37.0;21.0;0.0;100.0;60.0;12.0;8.0;17.0;3.0;100.0;76.0;6.0;7.0;9.0;2.0;100.0;6.0;6.0;47.0;17.0;21.0;3.0;100.0;18.0;11.0;14.0;56.0;0.0;100.0;6.0;10.0;7.0;76.0;1.0;100.0;18.0;5.0;7.0;68.0;2.0;100.0;8.0;7.0;7.0;22.0;26.0;21.0;8.0;;;;;;;;;
839;Utrecht;2002 4e kwartaal;-29.0;-74.0;-23.0;-16.0;-1.0;-31.0;-49.0;-74.0;-23.0;-16.0;-16.0;-1.0;-31.0;100.0;0.0;2.0;20.0;33.0;44.0;0.0;100.0;3.0;12.0;43.0;22.0;16.0;3.0;100.0;6.0;10.0;53.0;19.0;13.0;1.0;100.0;6.0;9.0;67.0;10.0;5.0;4.0;100.0;9.0;45.0;40.0;5.0;100.0;69.0;25.0;1.0;4.0;0.0;1.0;100.0;9.0;20.0;22.0;46.0;2.0;2.0;100.0;36.0;40.0;19.0;2.0;0.0;3.0;100.0;3.0;6.0;39.0;34.0;18.0;1.0;100.0;59.0;14.0;10.0;15.0;3.0;100.0;71.0;7.0;8.0;12.0;2.0;100.0;5.0;4.0;57.0;12.0;21.0;2.0;100.0;20.0;13.0;13.0;53.0;2.0;100.0;5.0;9.0;7.0;77.0;1.0;100.0;22.0;5.0;10.0;64.0;0.0;100.0;6.0;9.0;8.0;24.0;26.0;16.0;11.0;;;;;;;;;
840;Utrecht;2002;-19.0;-58.0;-17.0;-1.0;2.0;-22.0;-38.0;-58.0;-17.0;-7.0;-1.0;2.0;-22.0;100.0;1.0;4.0;29.0;33.0;30.0;3.0;100.0;3.0;14.0;43.0;23.0;11.0;6.0;100.0;10.0;13.0;52.0;14.0;10.0;1.0;100.0;7.0;11.0;63.0;12.0;4.0;3.0;100.0;11.0;46.0;33.0;9.0;100.0;60.0;30.0;4.0;6.0;0.0;1.0;100.0;11.0;19.0;17.0;46.0;3.0;4.0;100.0;23.0;36.0;28.0;4.0;1.0;7.0;100.0;2.0;4.0;38.0;35.0;19.0;1.0;100.0;61.0;12.0;7.0;17.0;3.0;100.0;74.0;6.0;6.0;11.0;2.0;100.0;5.0;7.0;52.0;13.0;19.0;3.0;100.0;17.0;10.0;13.0;58.0;2.0;100.0;5.0;8.0;7.0;79.0;1.0;100.0;23.0;6.0;8.0;63.0;1.0;100.0;8.0;8.0;8.0;21.0;23.0;22.0;10.0;;;;;;;;;
841;Utrecht;2003 1e kwartaal;-33.0;-83.0;-34.0;-16.0;-3.0;-27.0;-58.0;-83.0;-34.0;-15.0;-16.0;-3.0;-27.0;100.0;0.0;0.0;14.0;33.0;50.0;3.0;100.0;1.0;8.0;37.0;24.0;18.0;11.0;100.0;8.0;10.0;47.0;19.0;15.0;0.0;100.0;7.0;9.0;62.0;15.0;4.0;3.0;100.0;8.0;48.0;36.0;8.0;100.0;66.0;27.0;3.0;4.0;0.0;0.0;100.0;9.0;17.0;16.0;49.0;3.0;6.0;100.0;46.0;37.0;10.0;3.0;0.0;3.0;100.0;1.0;6.0;35.0;43.0;14.0;1.0;100.0;54.0;14.0;9.0;21.0;2.0;100.0;80.0;4.0;5.0;8.0;2.0;100.0;4.0;6.0;56.0;12.0;20.0;2.0;100.0;16.0;5.0;15.0;62.0;1.0;100.0;5.0;8.0;7.0;79.0;2.0;100.0;24.0;4.0;5.0;67.0;0.0;100.0;7.0;6.0;8.0;28.0;25.0;16.0;10.0;;;;;;;;;
