ID;EnergySourcesAndTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2
4546;Liquid biofuels for transport, total;Electricity;2014;;
4547;Liquid biofuels for transport, total;Electricity;2015;;
4548;Liquid biofuels for transport, total;Electricity;2016;;
4549;Liquid biofuels for transport, total;Electricity;2017;;
4550;Liquid biofuels for transport, total;Electricity;2018;;
4551;Liquid biofuels for transport, total;Electricity;2019;;
4552;Liquid biofuels for transport, total;Electricity;2020;;
4553;Liquid biofuels for transport, total;Electricity;2021;;
4554;Liquid biofuels for transport, total;Electricity;2022;;
4555;Liquid biofuels for transport, total;Electricity;2023;;
4556;Liquid biofuels for transport, total;Heating and cooling;1990;;
4557;Liquid biofuels for transport, total;Heating and cooling;1991;;
4558;Liquid biofuels for transport, total;Heating and cooling;1992;;
4559;Liquid biofuels for transport, total;Heating and cooling;1993;;
4560;Liquid biofuels for transport, total;Heating and cooling;1994;;
4561;Liquid biofuels for transport, total;Heating and cooling;1995;;
4562;Liquid biofuels for transport, total;Heating and cooling;1996;;
4563;Liquid biofuels for transport, total;Heating and cooling;1997;;
4564;Liquid biofuels for transport, total;Heating and cooling;1998;;
4565;Liquid biofuels for transport, total;Heating and cooling;1999;;
4566;Liquid biofuels for transport, total;Heating and cooling;2000;;
4567;Liquid biofuels for transport, total;Heating and cooling;2001;;
4568;Liquid biofuels for transport, total;Heating and cooling;2002;;
4569;Liquid biofuels for transport, total;Heating and cooling;2003;0.0;0.0
4570;Liquid biofuels for transport, total;Heating and cooling;2004;0.0;0.0
4571;Liquid biofuels for transport, total;Heating and cooling;2005;0.0;0.0
4572;Liquid biofuels for transport, total;Heating and cooling;2006;0.0;0.0
4573;Liquid biofuels for transport, total;Heating and cooling;2007;0.0;0.0
4574;Liquid biofuels for transport, total;Heating and cooling;2008;0.0;0.0
4575;Liquid biofuels for transport, total;Heating and cooling;2009;0.0;0.0
4576;Liquid biofuels for transport, total;Heating and cooling;2010;0.0;0.0
4577;Liquid biofuels for transport, total;Heating and cooling;2011;0.0;0.0
4578;Liquid biofuels for transport, total;Heating and cooling;2012;826.0;0.04
4579;Liquid biofuels for transport, total;Heating and cooling;2013;802.0;0.04
4580;Liquid biofuels for transport, total;Heating and cooling;2014;1011.0;0.05
4581;Liquid biofuels for transport, total;Heating and cooling;2015;923.0;0.05
4582;Liquid biofuels for transport, total;Heating and cooling;2016;718.0;0.03
4583;Liquid biofuels for transport, total;Heating and cooling;2017;1022.0;0.05
4584;Liquid biofuels for transport, total;Heating and cooling;2018;1933.0;0.09
4585;Liquid biofuels for transport, total;Heating and cooling;2019;2608.0;0.13
4586;Liquid biofuels for transport, total;Heating and cooling;2020;2211.0;0.11
4587;Liquid biofuels for transport, total;Heating and cooling;2021;2958.0;0.15
4588;Liquid biofuels for transport, total;Heating and cooling;2022;2651.0;0.14
4589;Liquid biofuels for transport, total;Heating and cooling;2023;2633.0;0.15
4590;Liquid biofuels for transport, total;Transport;1990;;
4591;Liquid biofuels for transport, total;Transport;1991;;
4592;Liquid biofuels for transport, total;Transport;1992;;
4593;Liquid biofuels for transport, total;Transport;1993;;
4594;Liquid biofuels for transport, total;Transport;1994;;
4595;Liquid biofuels for transport, total;Transport;1995;;
4596;Liquid biofuels for transport, total;Transport;1996;;
4597;Liquid biofuels for transport, total;Transport;1997;;
4598;Liquid biofuels for transport, total;Transport;1998;;
4599;Liquid biofuels for transport, total;Transport;1999;;
4600;Liquid biofuels for transport, total;Transport;2000;;
4601;Liquid biofuels for transport, total;Transport;2001;;
4602;Liquid biofuels for transport, total;Transport;2002;;
4603;Liquid biofuels for transport, total;Transport;2003;134.0;0.01
4604;Liquid biofuels for transport, total;Transport;2004;134.0;0.01
4605;Liquid biofuels for transport, total;Transport;2005;101.0;0.0
4606;Liquid biofuels for transport, total;Transport;2006;1766.0;0.08
4607;Liquid biofuels for transport, total;Transport;2007;13031.0;0.58
4608;Liquid biofuels for transport, total;Transport;2008;12048.0;0.53
4609;Liquid biofuels for transport, total;Transport;2009;15606.0;0.71
4610;Liquid biofuels for transport, total;Transport;2010;9577.0;0.41
4611;Liquid biofuels for transport, total;Transport;2011;13438.0;0.61
4612;Liquid biofuels for transport, total;Transport;2012;12527.0;0.57
4613;Liquid biofuels for transport, total;Transport;2013;12122.0;0.55
4614;Liquid biofuels for transport, total;Transport;2014;14091.0;0.7
4615;Liquid biofuels for transport, total;Transport;2015;12392.0;0.61
4616;Liquid biofuels for transport, total;Transport;2016;9718.0;0.46
4617;Liquid biofuels for transport, total;Transport;2017;12461.0;0.59
4618;Liquid biofuels for transport, total;Transport;2018;20935.0;0.99
4619;Liquid biofuels for transport, total;Transport;2019;25828.0;1.24
4620;Liquid biofuels for transport, total;Transport;2020;22117.0;1.14
4621;Liquid biofuels for transport, total;Transport;2021;24780.0;1.23
4622;Liquid biofuels for transport, total;Transport;2022;23906.0;1.29
4623;Liquid biofuels for transport, total;Transport;2023;25524.0;1.43
4624;Biogasoline;Total energy applications;1990;;
4625;Biogasoline;Total energy applications;1991;;
4626;Biogasoline;Total energy applications;1992;;
4627;Biogasoline;Total energy applications;1993;;
4628;Biogasoline;Total energy applications;1994;;
4629;Biogasoline;Total energy applications;1995;;
4630;Biogasoline;Total energy applications;1996;;
4631;Biogasoline;Total energy applications;1997;;
4632;Biogasoline;Total energy applications;1998;;
4633;Biogasoline;Total energy applications;1999;;
4634;Biogasoline;Total energy applications;2000;;
4635;Biogasoline;Total energy applications;2001;;
4636;Biogasoline;Total energy applications;2002;;
4637;Biogasoline;Total energy applications;2003;;
4638;Biogasoline;Total energy applications;2004;;
4639;Biogasoline;Total energy applications;2005;;
4640;Biogasoline;Total energy applications;2006;798.0;0.03
4641;Biogasoline;Total energy applications;2007;3687.0;0.16
4642;Biogasoline;Total energy applications;2008;4524.0;0.2
4643;Biogasoline;Total energy applications;2009;5771.0;0.26
4644;Biogasoline;Total energy applications;2010;5614.0;0.24
4645;Biogasoline;Total energy applications;2011;6231.0;0.28
4646;Biogasoline;Total energy applications;2012;5211.0;0.24
4647;Biogasoline;Total energy applications;2013;5210.0;0.24
4648;Biogasoline;Total energy applications;2014;5379.0;0.27
4649;Biogasoline;Total energy applications;2015;5950.0;0.29
4650;Biogasoline;Total energy applications;2016;4752.0;0.23
4651;Biogasoline;Total energy applications;2017;5399.0;0.26
4652;Biogasoline;Total energy applications;2018;7146.0;0.34
4653;Biogasoline;Total energy applications;2019;8320.0;0.4
4654;Biogasoline;Total energy applications;2020;9480.0;0.49
4655;Biogasoline;Total energy applications;2021;9766.0;0.49
4656;Biogasoline;Total energy applications;2022;10512.0;0.57
4657;Biogasoline;Total energy applications;2023;10781.0;0.6
4658;Biogasoline;Electricity;1990;;
4659;Biogasoline;Electricity;1991;;
4660;Biogasoline;Electricity;1992;;
4661;Biogasoline;Electricity;1993;;
4662;Biogasoline;Electricity;1994;;
4663;Biogasoline;Electricity;1995;;
4664;Biogasoline;Electricity;1996;;
4665;Biogasoline;Electricity;1997;;
4666;Biogasoline;Electricity;1998;;
4667;Biogasoline;Electricity;1999;;
4668;Biogasoline;Electricity;2000;;
4669;Biogasoline;Electricity;2001;;
4670;Biogasoline;Electricity;2002;;
4671;Biogasoline;Electricity;2003;;
4672;Biogasoline;Electricity;2004;;
4673;Biogasoline;Electricity;2005;;
4674;Biogasoline;Electricity;2006;;
4675;Biogasoline;Electricity;2007;;
4676;Biogasoline;Electricity;2008;;
4677;Biogasoline;Electricity;2009;;
4678;Biogasoline;Electricity;2010;;
4679;Biogasoline;Electricity;2011;;
4680;Biogasoline;Electricity;2012;;
4681;Biogasoline;Electricity;2013;;
4682;Biogasoline;Electricity;2014;;
4683;Biogasoline;Electricity;2015;;
4684;Biogasoline;Electricity;2016;;
4685;Biogasoline;Electricity;2017;;
4686;Biogasoline;Electricity;2018;;
4687;Biogasoline;Electricity;2019;;
4688;Biogasoline;Electricity;2020;;
4689;Biogasoline;Electricity;2021;;
4690;Biogasoline;Electricity;2022;;
4691;Biogasoline;Electricity;2023;;
4692;Biogasoline;Heating and cooling;1990;;
4693;Biogasoline;Heating and cooling;1991;;
4694;Biogasoline;Heating and cooling;1992;;
4695;Biogasoline;Heating and cooling;1993;;
4696;Biogasoline;Heating and cooling;1994;;
4697;Biogasoline;Heating and cooling;1995;;
4698;Biogasoline;Heating and cooling;1996;;
4699;Biogasoline;Heating and cooling;1997;;
4700;Biogasoline;Heating and cooling;1998;;
4701;Biogasoline;Heating and cooling;1999;;
4702;Biogasoline;Heating and cooling;2000;;
4703;Biogasoline;Heating and cooling;2001;;
4704;Biogasoline;Heating and cooling;2002;;
4705;Biogasoline;Heating and cooling;2003;;
4706;Biogasoline;Heating and cooling;2004;;
4707;Biogasoline;Heating and cooling;2005;;
4708;Biogasoline;Heating and cooling;2006;;
4709;Biogasoline;Heating and cooling;2007;;
4710;Biogasoline;Heating and cooling;2008;;
4711;Biogasoline;Heating and cooling;2009;;
4712;Biogasoline;Heating and cooling;2010;;
4713;Biogasoline;Heating and cooling;2011;;
4714;Biogasoline;Heating and cooling;2012;;
4715;Biogasoline;Heating and cooling;2013;;
4716;Biogasoline;Heating and cooling;2014;;
4717;Biogasoline;Heating and cooling;2015;;
4718;Biogasoline;Heating and cooling;2016;;
4719;Biogasoline;Heating and cooling;2017;;
4720;Biogasoline;Heating and cooling;2018;;
4721;Biogasoline;Heating and cooling;2019;;
4722;Biogasoline;Heating and cooling;2020;;
4723;Biogasoline;Heating and cooling;2021;;
4724;Biogasoline;Heating and cooling;2022;;
4725;Biogasoline;Heating and cooling;2023;;
4726;Biogasoline;Transport;1990;;
4727;Biogasoline;Transport;1991;;
4728;Biogasoline;Transport;1992;;
4729;Biogasoline;Transport;1993;;
4730;Biogasoline;Transport;1994;;
4731;Biogasoline;Transport;1995;;
4732;Biogasoline;Transport;1996;;
4733;Biogasoline;Transport;1997;;
4734;Biogasoline;Transport;1998;;
4735;Biogasoline;Transport;1999;;
4736;Biogasoline;Transport;2000;;
4737;Biogasoline;Transport;2001;;
4738;Biogasoline;Transport;2002;;
4739;Biogasoline;Transport;2003;;
4740;Biogasoline;Transport;2004;;
4741;Biogasoline;Transport;2005;;
4742;Biogasoline;Transport;2006;798.0;0.03
4743;Biogasoline;Transport;2007;3687.0;0.16
4744;Biogasoline;Transport;2008;4524.0;0.2
4745;Biogasoline;Transport;2009;5771.0;0.26
4746;Biogasoline;Transport;2010;5614.0;0.24
4747;Biogasoline;Transport;2011;6231.0;0.28
4748;Biogasoline;Transport;2012;5211.0;0.24
4749;Biogasoline;Transport;2013;5210.0;0.24
4750;Biogasoline;Transport;2014;5379.0;0.27
4751;Biogasoline;Transport;2015;5950.0;0.29
4752;Biogasoline;Transport;2016;4752.0;0.23
4753;Biogasoline;Transport;2017;5399.0;0.26
4754;Biogasoline;Transport;2018;7146.0;0.34
4755;Biogasoline;Transport;2019;8320.0;0.4
4756;Biogasoline;Transport;2020;9480.0;0.49
4757;Biogasoline;Transport;2021;9766.0;0.49
4758;Biogasoline;Transport;2022;10512.0;0.57
4759;Biogasoline;Transport;2023;10781.0;0.6
4760;Biodiesel;Total energy applications;1990;;
4761;Biodiesel;Total energy applications;1991;;
4762;Biodiesel;Total energy applications;1992;;
4763;Biodiesel;Total energy applications;1993;;
4764;Biodiesel;Total energy applications;1994;;
4765;Biodiesel;Total energy applications;1995;;
4766;Biodiesel;Total energy applications;1996;;
4767;Biodiesel;Total energy applications;1997;;
4768;Biodiesel;Total energy applications;1998;;
4769;Biodiesel;Total energy applications;1999;;
4770;Biodiesel;Total energy applications;2000;;
4771;Biodiesel;Total energy applications;2001;;
4772;Biodiesel;Total energy applications;2002;;
4773;Biodiesel;Total energy applications;2003;134.0;0.01
4774;Biodiesel;Total energy applications;2004;134.0;0.01
4775;Biodiesel;Total energy applications;2005;101.0;0.0
4776;Biodiesel;Total energy applications;2006;968.0;0.04
4777;Biodiesel;Total energy applications;2007;9344.0;0.42
4778;Biodiesel;Total energy applications;2008;7524.0;0.33
4779;Biodiesel;Total energy applications;2009;9835.0;0.45
4780;Biodiesel;Total energy applications;2010;3963.0;0.17
4781;Biodiesel;Total energy applications;2011;7207.0;0.33
4782;Biodiesel;Total energy applications;2012;8142.0;0.37
4783;Biodiesel;Total energy applications;2013;7714.0;0.35
4784;Biodiesel;Total energy applications;2014;9723.0;0.48
4785;Biodiesel;Total energy applications;2015;7365.0;0.36
4786;Biodiesel;Total energy applications;2016;5683.0;0.27
4787;Biodiesel;Total energy applications;2017;8084.0;0.38
4788;Biodiesel;Total energy applications;2018;15722.0;0.74
4789;Biodiesel;Total energy applications;2019;20116.0;0.97
4790;Biodiesel;Total energy applications;2020;14847.0;0.76
4791;Biodiesel;Total energy applications;2021;17973.0;0.9
4792;Biodiesel;Total energy applications;2022;15167.0;0.82
4793;Biodiesel;Total energy applications;2023;14730.0;0.82
4794;Biodiesel;Electricity;1990;;
4795;Biodiesel;Electricity;1991;;
4796;Biodiesel;Electricity;1992;;
4797;Biodiesel;Electricity;1993;;
4798;Biodiesel;Electricity;1994;;
4799;Biodiesel;Electricity;1995;;
4800;Biodiesel;Electricity;1996;;
4801;Biodiesel;Electricity;1997;;
4802;Biodiesel;Electricity;1998;;
4803;Biodiesel;Electricity;1999;;
4804;Biodiesel;Electricity;2000;;
4805;Biodiesel;Electricity;2001;;
4806;Biodiesel;Electricity;2002;;
4807;Biodiesel;Electricity;2003;;
4808;Biodiesel;Electricity;2004;;
4809;Biodiesel;Electricity;2005;;
4810;Biodiesel;Electricity;2006;;
4811;Biodiesel;Electricity;2007;;
4812;Biodiesel;Electricity;2008;;
4813;Biodiesel;Electricity;2009;;
4814;Biodiesel;Electricity;2010;;
4815;Biodiesel;Electricity;2011;;
4816;Biodiesel;Electricity;2012;;
4817;Biodiesel;Electricity;2013;;
4818;Biodiesel;Electricity;2014;;
4819;Biodiesel;Electricity;2015;;
4820;Biodiesel;Electricity;2016;;
4821;Biodiesel;Electricity;2017;;
4822;Biodiesel;Electricity;2018;;
4823;Biodiesel;Electricity;2019;;
4824;Biodiesel;Electricity;2020;;
4825;Biodiesel;Electricity;2021;;
4826;Biodiesel;Electricity;2022;;
4827;Biodiesel;Electricity;2023;;
4828;Biodiesel;Heating and cooling;1990;;
4829;Biodiesel;Heating and cooling;1991;;
4830;Biodiesel;Heating and cooling;1992;;
4831;Biodiesel;Heating and cooling;1993;;
4832;Biodiesel;Heating and cooling;1994;;
4833;Biodiesel;Heating and cooling;1995;;
4834;Biodiesel;Heating and cooling;1996;;
4835;Biodiesel;Heating and cooling;1997;;
4836;Biodiesel;Heating and cooling;1998;;
4837;Biodiesel;Heating and cooling;1999;;
4838;Biodiesel;Heating and cooling;2000;;
4839;Biodiesel;Heating and cooling;2001;;
4840;Biodiesel;Heating and cooling;2002;;
4841;Biodiesel;Heating and cooling;2003;0.0;0.0
