ID;VerdachtenNaarSoortMisdrijf;Regio;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
8315;Vermogensmisdrijven;Hoevelaken;2004;;
8316;Vermogensmisdrijven;Hoevelaken;2005;;
8317;Vermogensmisdrijven;Hoevelaken;2006;;
8318;Vermogensmisdrijven;Hoevelaken;2007;;
8319;Vermogensmisdrijven;Hoevelaken;2008;;
8320;Vermogensmisdrijven;Hof van Twente;1999;;
8321;Vermogensmisdrijven;Hof van Twente;2000;;
8322;Vermogensmisdrijven;Hof van Twente;2001;30.0;1.0
8323;Vermogensmisdrijven;Hof van Twente;2002;20.0;1.0
8324;Vermogensmisdrijven;Hof van Twente;2003;20.0;1.0
8325;Vermogensmisdrijven;Hof van Twente;2004;30.0;1.0
8326;Vermogensmisdrijven;Hof van Twente;2005;30.0;1.0
8327;Vermogensmisdrijven;Hof van Twente;2006;30.0;1.0
8328;Vermogensmisdrijven;Hof van Twente;2007;30.0;1.0
8329;Vermogensmisdrijven;Hof van Twente;2008;30.0;1.0
8330;Vermogensmisdrijven;Holten;1999;10.0;1.0
8331;Vermogensmisdrijven;Holten;2000;10.0;1.0
8332;Vermogensmisdrijven;Holten;2001;;
8333;Vermogensmisdrijven;Holten;2002;;
8334;Vermogensmisdrijven;Holten;2003;;
8335;Vermogensmisdrijven;Holten;2004;;
8336;Vermogensmisdrijven;Holten;2005;;
8337;Vermogensmisdrijven;Holten;2006;;
8338;Vermogensmisdrijven;Holten;2007;;
8339;Vermogensmisdrijven;Holten;2008;;
8340;Vermogensmisdrijven;Hontenisse;1999;10.0;1.0
8341;Vermogensmisdrijven;Hontenisse;2000;10.0;1.0
8342;Vermogensmisdrijven;Hontenisse;2001;10.0;2.0
8343;Vermogensmisdrijven;Hontenisse;2002;10.0;1.0
8344;Vermogensmisdrijven;Hontenisse;2003;;
8345;Vermogensmisdrijven;Hontenisse;2004;;
8346;Vermogensmisdrijven;Hontenisse;2005;;
8347;Vermogensmisdrijven;Hontenisse;2006;;
8348;Vermogensmisdrijven;Hontenisse;2007;;
8349;Vermogensmisdrijven;Hontenisse;2008;;
8350;Vermogensmisdrijven;Hoogeveen;1999;30.0;1.0
8351;Vermogensmisdrijven;Hoogeveen;2000;40.0;1.0
8352;Vermogensmisdrijven;Hoogeveen;2001;90.0;2.0
8353;Vermogensmisdrijven;Hoogeveen;2002;100.0;2.0
8354;Vermogensmisdrijven;Hoogeveen;2003;110.0;2.0
8355;Vermogensmisdrijven;Hoogeveen;2004;120.0;3.0
8356;Vermogensmisdrijven;Hoogeveen;2005;110.0;2.0
8357;Vermogensmisdrijven;Hoogeveen;2006;150.0;3.0
8358;Vermogensmisdrijven;Hoogeveen;2007;110.0;2.0
8359;Vermogensmisdrijven;Hoogeveen;2008;110.0;2.0
8360;Vermogensmisdrijven;Hoogezand-Sappemeer;1999;100.0;3.0
8361;Vermogensmisdrijven;Hoogezand-Sappemeer;2000;90.0;3.0
8362;Vermogensmisdrijven;Hoogezand-Sappemeer;2001;70.0;2.0
8363;Vermogensmisdrijven;Hoogezand-Sappemeer;2002;70.0;2.0
8364;Vermogensmisdrijven;Hoogezand-Sappemeer;2003;90.0;3.0
8365;Vermogensmisdrijven;Hoogezand-Sappemeer;2004;100.0;3.0
8366;Vermogensmisdrijven;Hoogezand-Sappemeer;2005;110.0;4.0
8367;Vermogensmisdrijven;Hoogezand-Sappemeer;2006;150.0;5.0
8368;Vermogensmisdrijven;Hoogezand-Sappemeer;2007;130.0;4.0
8369;Vermogensmisdrijven;Hoogezand-Sappemeer;2008;140.0;5.0
8370;Vermogensmisdrijven;Hoorn;1999;160.0;3.0
8371;Vermogensmisdrijven;Hoorn;2000;170.0;3.0
8372;Vermogensmisdrijven;Hoorn;2001;170.0;3.0
8373;Vermogensmisdrijven;Hoorn;2002;200.0;4.0
8374;Vermogensmisdrijven;Hoorn;2003;210.0;4.0
8375;Vermogensmisdrijven;Hoorn;2004;200.0;3.0
8376;Vermogensmisdrijven;Hoorn;2005;200.0;3.0
8377;Vermogensmisdrijven;Hoorn;2006;230.0;4.0
8378;Vermogensmisdrijven;Hoorn;2007;220.0;4.0
8379;Vermogensmisdrijven;Hoorn;2008;210.0;4.0
8380;Vermogensmisdrijven;Horst;1999;10.0;1.0
8381;Vermogensmisdrijven;Horst;2000;10.0;1.0
8382;Vermogensmisdrijven;Horst;2001;;
8383;Vermogensmisdrijven;Horst;2002;;
8384;Vermogensmisdrijven;Horst;2003;;
8385;Vermogensmisdrijven;Horst;2004;;
8386;Vermogensmisdrijven;Horst;2005;;
8387;Vermogensmisdrijven;Horst;2006;;
8388;Vermogensmisdrijven;Horst;2007;;
8389;Vermogensmisdrijven;Horst;2008;;
8390;Vermogensmisdrijven;Horst aan de Maas;1999;;
8391;Vermogensmisdrijven;Horst aan de Maas;2000;;
8392;Vermogensmisdrijven;Horst aan de Maas;2001;20.0;1.0
8393;Vermogensmisdrijven;Horst aan de Maas;2002;20.0;1.0
8394;Vermogensmisdrijven;Horst aan de Maas;2003;20.0;1.0
8395;Vermogensmisdrijven;Horst aan de Maas;2004;10.0;1.0
8396;Vermogensmisdrijven;Horst aan de Maas;2005;20.0;1.0
8397;Vermogensmisdrijven;Horst aan de Maas;2006;30.0;1.0
8398;Vermogensmisdrijven;Horst aan de Maas;2007;30.0;1.0
8399;Vermogensmisdrijven;Horst aan de Maas;2008;40.0;1.0
8400;Vermogensmisdrijven;Houten;1999;40.0;2.0
8401;Vermogensmisdrijven;Houten;2000;40.0;1.0
8402;Vermogensmisdrijven;Houten;2001;60.0;2.0
8403;Vermogensmisdrijven;Houten;2002;60.0;2.0
8404;Vermogensmisdrijven;Houten;2003;90.0;2.0
8405;Vermogensmisdrijven;Houten;2004;110.0;3.0
8406;Vermogensmisdrijven;Houten;2005;90.0;2.0
8407;Vermogensmisdrijven;Houten;2006;90.0;2.0
8408;Vermogensmisdrijven;Houten;2007;60.0;2.0
8409;Vermogensmisdrijven;Houten;2008;80.0;2.0
8410;Vermogensmisdrijven;Huissen;1999;30.0;2.0
8411;Vermogensmisdrijven;Huissen;2000;20.0;1.0
8412;Vermogensmisdrijven;Huissen;2001;;
8413;Vermogensmisdrijven;Huissen;2002;;
8414;Vermogensmisdrijven;Huissen;2003;;
8415;Vermogensmisdrijven;Huissen;2004;;
8416;Vermogensmisdrijven;Huissen;2005;;
8417;Vermogensmisdrijven;Huissen;2006;;
8418;Vermogensmisdrijven;Huissen;2007;;
8419;Vermogensmisdrijven;Huissen;2008;;
8420;Vermogensmisdrijven;Huizen;1999;90.0;2.0
8421;Vermogensmisdrijven;Huizen;2000;70.0;2.0
8422;Vermogensmisdrijven;Huizen;2001;70.0;2.0
8423;Vermogensmisdrijven;Huizen;2002;60.0;2.0
8424;Vermogensmisdrijven;Huizen;2003;70.0;2.0
8425;Vermogensmisdrijven;Huizen;2004;80.0;2.0
8426;Vermogensmisdrijven;Huizen;2005;120.0;3.0
8427;Vermogensmisdrijven;Huizen;2006;90.0;3.0
8428;Vermogensmisdrijven;Huizen;2007;90.0;3.0
8429;Vermogensmisdrijven;Huizen;2008;100.0;3.0
8430;Vermogensmisdrijven;Hulst;1999;30.0;2.0
8431;Vermogensmisdrijven;Hulst;2000;30.0;2.0
8432;Vermogensmisdrijven;Hulst;2001;30.0;2.0
8433;Vermogensmisdrijven;Hulst;2002;30.0;2.0
8434;Vermogensmisdrijven;Hulst;2003;60.0;2.0
8435;Vermogensmisdrijven;Hulst;2004;50.0;2.0
8436;Vermogensmisdrijven;Hulst;2005;30.0;1.0
8437;Vermogensmisdrijven;Hulst;2006;40.0;2.0
8438;Vermogensmisdrijven;Hulst;2007;40.0;2.0
8439;Vermogensmisdrijven;Hulst;2008;30.0;1.0
8440;Vermogensmisdrijven;Hummelo en Keppel;1999;10.0;1.0
8441;Vermogensmisdrijven;Hummelo en Keppel;2000;0.0;0.0
8442;Vermogensmisdrijven;Hummelo en Keppel;2001;0.0;0.0
8443;Vermogensmisdrijven;Hummelo en Keppel;2002;0.0;0.0
8444;Vermogensmisdrijven;Hummelo en Keppel;2003;0.0;0.0
8445;Vermogensmisdrijven;Hummelo en Keppel;2004;0.0;0.0
8446;Vermogensmisdrijven;Hummelo en Keppel;2005;;
8447;Vermogensmisdrijven;Hummelo en Keppel;2006;;
8448;Vermogensmisdrijven;Hummelo en Keppel;2007;;
8449;Vermogensmisdrijven;Hummelo en Keppel;2008;;
8450;Vermogensmisdrijven;Hunsel;1999;0.0;0.0
8451;Vermogensmisdrijven;Hunsel;2000;0.0;0.0
8452;Vermogensmisdrijven;Hunsel;2001;0.0;0.0
8453;Vermogensmisdrijven;Hunsel;2002;0.0;0.0
8454;Vermogensmisdrijven;Hunsel;2003;0.0;0.0
8455;Vermogensmisdrijven;Hunsel;2004;10.0;1.0
8456;Vermogensmisdrijven;Hunsel;2005;0.0;0.0
8457;Vermogensmisdrijven;Hunsel;2006;10.0;1.0
8458;Vermogensmisdrijven;Hunsel;2007;;
8459;Vermogensmisdrijven;Hunsel;2008;;
8460;Vermogensmisdrijven;IJsselham;1999;0.0;0.0
8461;Vermogensmisdrijven;IJsselham;2000;0.0;0.0
8462;Vermogensmisdrijven;IJsselham;2001;;
8463;Vermogensmisdrijven;IJsselham;2002;;
8464;Vermogensmisdrijven;IJsselham;2003;;
8465;Vermogensmisdrijven;IJsselham;2004;;
8466;Vermogensmisdrijven;IJsselham;2005;;
8467;Vermogensmisdrijven;IJsselham;2006;;
8468;Vermogensmisdrijven;IJsselham;2007;;
8469;Vermogensmisdrijven;IJsselham;2008;;
8470;Vermogensmisdrijven;IJsselmuiden;1999;10.0;1.0
8471;Vermogensmisdrijven;IJsselmuiden;2000;10.0;1.0
8472;Vermogensmisdrijven;IJsselmuiden;2001;;
8473;Vermogensmisdrijven;IJsselmuiden;2002;;
8474;Vermogensmisdrijven;IJsselmuiden;2003;;
8475;Vermogensmisdrijven;IJsselmuiden;2004;;
8476;Vermogensmisdrijven;IJsselmuiden;2005;;
8477;Vermogensmisdrijven;IJsselmuiden;2006;;
8478;Vermogensmisdrijven;IJsselmuiden;2007;;
8479;Vermogensmisdrijven;IJsselmuiden;2008;;
8480;Vermogensmisdrijven;IJsselstein;1999;100.0;4.0
8481;Vermogensmisdrijven;IJsselstein;2000;70.0;3.0
8482;Vermogensmisdrijven;IJsselstein;2001;60.0;2.0
8483;Vermogensmisdrijven;IJsselstein;2002;90.0;3.0
8484;Vermogensmisdrijven;IJsselstein;2003;90.0;3.0
8485;Vermogensmisdrijven;IJsselstein;2004;110.0;4.0
8486;Vermogensmisdrijven;IJsselstein;2005;90.0;3.0
8487;Vermogensmisdrijven;IJsselstein;2006;80.0;3.0
8488;Vermogensmisdrijven;IJsselstein;2007;90.0;3.0
8489;Vermogensmisdrijven;IJsselstein;2008;90.0;3.0
8490;Vermogensmisdrijven;Jacobswoude;1999;10.0;1.0
8491;Vermogensmisdrijven;Jacobswoude;2000;10.0;1.0
8492;Vermogensmisdrijven;Jacobswoude;2001;10.0;1.0
8493;Vermogensmisdrijven;Jacobswoude;2002;10.0;1.0
8494;Vermogensmisdrijven;Jacobswoude;2003;10.0;1.0
8495;Vermogensmisdrijven;Jacobswoude;2004;10.0;1.0
8496;Vermogensmisdrijven;Jacobswoude;2005;10.0;1.0
8497;Vermogensmisdrijven;Jacobswoude;2006;10.0;1.0
8498;Vermogensmisdrijven;Jacobswoude;2007;0.0;0.0
8499;Vermogensmisdrijven;Jacobswoude;2008;10.0;1.0
8500;Vermogensmisdrijven;Kampen;1999;60.0;2.0
8501;Vermogensmisdrijven;Kampen;2000;50.0;2.0
8502;Vermogensmisdrijven;Kampen;2001;60.0;2.0
8503;Vermogensmisdrijven;Kampen;2002;80.0;2.0
8504;Vermogensmisdrijven;Kampen;2003;80.0;2.0
8505;Vermogensmisdrijven;Kampen;2004;90.0;2.0
8506;Vermogensmisdrijven;Kampen;2005;70.0;2.0
8507;Vermogensmisdrijven;Kampen;2006;100.0;2.0
8508;Vermogensmisdrijven;Kampen;2007;110.0;3.0
8509;Vermogensmisdrijven;Kampen;2008;70.0;2.0
8510;Vermogensmisdrijven;Kapelle;1999;10.0;1.0
8511;Vermogensmisdrijven;Kapelle;2000;10.0;1.0
8512;Vermogensmisdrijven;Kapelle;2001;10.0;1.0
8513;Vermogensmisdrijven;Kapelle;2002;10.0;1.0
8514;Vermogensmisdrijven;Kapelle;2003;20.0;2.0
8515;Vermogensmisdrijven;Kapelle;2004;10.0;1.0
8516;Vermogensmisdrijven;Kapelle;2005;20.0;2.0
8517;Vermogensmisdrijven;Kapelle;2006;10.0;1.0
8518;Vermogensmisdrijven;Kapelle;2007;10.0;1.0
8519;Vermogensmisdrijven;Kapelle;2008;10.0;1.0
8520;Vermogensmisdrijven;Katwijk;1999;50.0;1.0
8521;Vermogensmisdrijven;Katwijk;2000;60.0;2.0
8522;Vermogensmisdrijven;Katwijk;2001;50.0;1.0
8523;Vermogensmisdrijven;Katwijk;2002;70.0;2.0
8524;Vermogensmisdrijven;Katwijk;2003;40.0;1.0
8525;Vermogensmisdrijven;Katwijk;2004;60.0;2.0
8526;Vermogensmisdrijven;Katwijk;2005;60.0;2.0
8527;Vermogensmisdrijven;Katwijk;2006;110.0;2.0
8528;Vermogensmisdrijven;Katwijk;2007;60.0;1.0
8529;Vermogensmisdrijven;Katwijk;2008;60.0;1.0
8530;Vermogensmisdrijven;Kerkrade;1999;150.0;3.0
8531;Vermogensmisdrijven;Kerkrade;2000;130.0;3.0
8532;Vermogensmisdrijven;Kerkrade;2001;140.0;3.0
8533;Vermogensmisdrijven;Kerkrade;2002;140.0;3.0
8534;Vermogensmisdrijven;Kerkrade;2003;160.0;4.0
8535;Vermogensmisdrijven;Kerkrade;2004;150.0;3.0
8536;Vermogensmisdrijven;Kerkrade;2005;150.0;3.0
8537;Vermogensmisdrijven;Kerkrade;2006;140.0;3.0
8538;Vermogensmisdrijven;Kerkrade;2007;140.0;3.0
8539;Vermogensmisdrijven;Kerkrade;2008;140.0;3.0
8540;Vermogensmisdrijven;Kessel;1999;0.0;0.0
8541;Vermogensmisdrijven;Kessel;2000;0.0;0.0
8542;Vermogensmisdrijven;Kessel;2001;0.0;0.0
8543;Vermogensmisdrijven;Kessel;2002;0.0;0.0
8544;Vermogensmisdrijven;Kessel;2003;0.0;0.0
8545;Vermogensmisdrijven;Kessel;2004;10.0;2.0
8546;Vermogensmisdrijven;Kessel;2005;0.0;0.0
8547;Vermogensmisdrijven;Kessel;2006;0.0;0.0
8548;Vermogensmisdrijven;Kessel;2007;10.0;2.0
8549;Vermogensmisdrijven;Kessel;2008;0.0;0.0
8550;Vermogensmisdrijven;Kesteren;1999;10.0;2.0
8551;Vermogensmisdrijven;Kesteren;2000;20.0;2.0
8552;Vermogensmisdrijven;Kesteren;2001;10.0;1.0
8553;Vermogensmisdrijven;Kesteren;2002;30.0;2.0
8554;Vermogensmisdrijven;Kesteren;2003;20.0;1.0
8555;Vermogensmisdrijven;Kesteren;2004;;
8556;Vermogensmisdrijven;Kesteren;2005;;
8557;Vermogensmisdrijven;Kesteren;2006;;
8558;Vermogensmisdrijven;Kesteren;2007;;
8559;Vermogensmisdrijven;Kesteren;2008;;
8560;Vermogensmisdrijven;Koggenland;1999;;
8561;Vermogensmisdrijven;Koggenland;2000;;
8562;Vermogensmisdrijven;Koggenland;2001;;
8563;Vermogensmisdrijven;Koggenland;2002;;
8564;Vermogensmisdrijven;Koggenland;2003;;
8565;Vermogensmisdrijven;Koggenland;2004;;
8566;Vermogensmisdrijven;Koggenland;2005;;
8567;Vermogensmisdrijven;Koggenland;2006;;
8568;Vermogensmisdrijven;Koggenland;2007;30.0;1.0
8569;Vermogensmisdrijven;Koggenland;2008;10.0;1.0
8570;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;1999;10.0;0.0
8571;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2000;10.0;1.0
8572;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2001;20.0;1.0
8573;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2002;30.0;2.0
8574;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2003;20.0;2.0
8575;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2004;10.0;1.0
8576;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2005;20.0;2.0
8577;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2006;20.0;2.0
8578;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2007;10.0;1.0
8579;Vermogensmisdrijven;Kollumerland en Nieuwkruisland;2008;20.0;2.0
8580;Vermogensmisdrijven;Korendijk;1999;10.0;1.0
8581;Vermogensmisdrijven;Korendijk;2000;10.0;1.0
8582;Vermogensmisdrijven;Korendijk;2001;10.0;1.0
8583;Vermogensmisdrijven;Korendijk;2002;10.0;1.0
8584;Vermogensmisdrijven;Korendijk;2003;10.0;1.0
8585;Vermogensmisdrijven;Korendijk;2004;10.0;1.0
8586;Vermogensmisdrijven;Korendijk;2005;10.0;1.0
8587;Vermogensmisdrijven;Korendijk;2006;10.0;1.0
8588;Vermogensmisdrijven;Korendijk;2007;10.0;1.0
8589;Vermogensmisdrijven;Korendijk;2008;10.0;1.0
8590;Vermogensmisdrijven;Krimpen aan den IJssel;1999;40.0;2.0
8591;Vermogensmisdrijven;Krimpen aan den IJssel;2000;40.0;2.0
8592;Vermogensmisdrijven;Krimpen aan den IJssel;2001;30.0;1.0
8593;Vermogensmisdrijven;Krimpen aan den IJssel;2002;30.0;1.0
8594;Vermogensmisdrijven;Krimpen aan den IJssel;2003;40.0;2.0
8595;Vermogensmisdrijven;Krimpen aan den IJssel;2004;50.0;2.0
8596;Vermogensmisdrijven;Krimpen aan den IJssel;2005;60.0;2.0
8597;Vermogensmisdrijven;Krimpen aan den IJssel;2006;40.0;2.0
8598;Vermogensmisdrijven;Krimpen aan den IJssel;2007;60.0;2.0
8599;Vermogensmisdrijven;Krimpen aan den IJssel;2008;50.0;2.0
8600;Vermogensmisdrijven;Laarbeek;1999;10.0;1.0
8601;Vermogensmisdrijven;Laarbeek;2000;10.0;1.0
8602;Vermogensmisdrijven;Laarbeek;2001;10.0;1.0
8603;Vermogensmisdrijven;Laarbeek;2002;10.0;1.0
8604;Vermogensmisdrijven;Laarbeek;2003;10.0;1.0
8605;Vermogensmisdrijven;Laarbeek;2004;20.0;1.0
8606;Vermogensmisdrijven;Laarbeek;2005;20.0;1.0
8607;Vermogensmisdrijven;Laarbeek;2006;20.0;1.0
8608;Vermogensmisdrijven;Laarbeek;2007;20.0;1.0
8609;Vermogensmisdrijven;Laarbeek;2008;20.0;1.0
8610;Vermogensmisdrijven;Landerd;1999;10.0;1.0
8611;Vermogensmisdrijven;Landerd;2000;20.0;1.0
8612;Vermogensmisdrijven;Landerd;2001;10.0;1.0
8613;Vermogensmisdrijven;Landerd;2002;10.0;1.0
8614;Vermogensmisdrijven;Landerd;2003;10.0;1.0
8615;Vermogensmisdrijven;Landerd;2004;10.0;1.0
8616;Vermogensmisdrijven;Landerd;2005;20.0;1.0
8617;Vermogensmisdrijven;Landerd;2006;20.0;1.0
8618;Vermogensmisdrijven;Landerd;2007;10.0;1.0
8619;Vermogensmisdrijven;Landerd;2008;20.0;1.0
8620;Vermogensmisdrijven;Landgraaf;1999;70.0;2.0
8621;Vermogensmisdrijven;Landgraaf;2000;90.0;2.0
8622;Vermogensmisdrijven;Landgraaf;2001;70.0;2.0
8623;Vermogensmisdrijven;Landgraaf;2002;80.0;2.0
8624;Vermogensmisdrijven;Landgraaf;2003;70.0;2.0
8625;Vermogensmisdrijven;Landgraaf;2004;80.0;2.0
8626;Vermogensmisdrijven;Landgraaf;2005;80.0;2.0
8627;Vermogensmisdrijven;Landgraaf;2006;80.0;2.0
8628;Vermogensmisdrijven;Landgraaf;2007;90.0;3.0
8629;Vermogensmisdrijven;Landgraaf;2008;80.0;2.0
8630;Vermogensmisdrijven;Landsmeer;1999;10.0;1.0
8631;Vermogensmisdrijven;Landsmeer;2000;20.0;2.0
8632;Vermogensmisdrijven;Landsmeer;2001;10.0;1.0
8633;Vermogensmisdrijven;Landsmeer;2002;20.0;2.0
8634;Vermogensmisdrijven;Landsmeer;2003;20.0;2.0
8635;Vermogensmisdrijven;Landsmeer;2004;20.0;2.0
8636;Vermogensmisdrijven;Landsmeer;2005;20.0;2.0
8637;Vermogensmisdrijven;Landsmeer;2006;10.0;1.0
8638;Vermogensmisdrijven;Landsmeer;2007;20.0;2.0
8639;Vermogensmisdrijven;Landsmeer;2008;10.0;1.0
8640;Vermogensmisdrijven;Langedijk;1999;10.0;1.0
8641;Vermogensmisdrijven;Langedijk;2000;30.0;2.0
8642;Vermogensmisdrijven;Langedijk;2001;30.0;2.0
8643;Vermogensmisdrijven;Langedijk;2002;30.0;1.0
8644;Vermogensmisdrijven;Langedijk;2003;50.0;2.0
8645;Vermogensmisdrijven;Langedijk;2004;30.0;1.0
8646;Vermogensmisdrijven;Langedijk;2005;50.0;2.0
8647;Vermogensmisdrijven;Langedijk;2006;30.0;1.0
8648;Vermogensmisdrijven;Langedijk;2007;40.0;2.0
8649;Vermogensmisdrijven;Langedijk;2008;30.0;1.0
8650;Vermogensmisdrijven;Lansingerland;1999;;
8651;Vermogensmisdrijven;Lansingerland;2000;;
8652;Vermogensmisdrijven;Lansingerland;2001;;
8653;Vermogensmisdrijven;Lansingerland;2002;;
8654;Vermogensmisdrijven;Lansingerland;2003;;
8655;Vermogensmisdrijven;Lansingerland;2004;;
8656;Vermogensmisdrijven;Lansingerland;2005;;
8657;Vermogensmisdrijven;Lansingerland;2006;;
8658;Vermogensmisdrijven;Lansingerland;2007;60.0;2.0
8659;Vermogensmisdrijven;Lansingerland;2008;60.0;1.0
8660;Vermogensmisdrijven;Laren (NH.);1999;20.0;2.0
8661;Vermogensmisdrijven;Laren (NH.);2000;20.0;2.0
8662;Vermogensmisdrijven;Laren (NH.);2001;20.0;2.0
8663;Vermogensmisdrijven;Laren (NH.);2002;30.0;3.0
8664;Vermogensmisdrijven;Laren (NH.);2003;20.0;2.0
8665;Vermogensmisdrijven;Laren (NH.);2004;20.0;2.0
8666;Vermogensmisdrijven;Laren (NH.);2005;10.0;1.0
8667;Vermogensmisdrijven;Laren (NH.);2006;10.0;1.0
8668;Vermogensmisdrijven;Laren (NH.);2007;10.0;1.0
8669;Vermogensmisdrijven;Laren (NH.);2008;10.0;1.0
8670;Vermogensmisdrijven;Leek;1999;30.0;2.0
8671;Vermogensmisdrijven;Leek;2000;40.0;3.0
8672;Vermogensmisdrijven;Leek;2001;30.0;2.0
8673;Vermogensmisdrijven;Leek;2002;30.0;2.0
8674;Vermogensmisdrijven;Leek;2003;40.0;3.0
8675;Vermogensmisdrijven;Leek;2004;30.0;2.0
8676;Vermogensmisdrijven;Leek;2005;50.0;3.0
8677;Vermogensmisdrijven;Leek;2006;40.0;3.0
8678;Vermogensmisdrijven;Leek;2007;30.0;2.0
8679;Vermogensmisdrijven;Leek;2008;50.0;3.0
8680;Vermogensmisdrijven;Leerdam;1999;30.0;2.0
8681;Vermogensmisdrijven;Leerdam;2000;20.0;1.0
8682;Vermogensmisdrijven;Leerdam;2001;40.0;2.0
8683;Vermogensmisdrijven;Leerdam;2002;30.0;2.0
8684;Vermogensmisdrijven;Leerdam;2003;30.0;2.0
8685;Vermogensmisdrijven;Leerdam;2004;50.0;3.0
8686;Vermogensmisdrijven;Leerdam;2005;30.0;2.0
8687;Vermogensmisdrijven;Leerdam;2006;30.0;2.0
8688;Vermogensmisdrijven;Leerdam;2007;40.0;2.0
8689;Vermogensmisdrijven;Leerdam;2008;20.0;1.0
8690;Vermogensmisdrijven;Leersum;1999;20.0;3.0
8691;Vermogensmisdrijven;Leersum;2000;20.0;2.0
8692;Vermogensmisdrijven;Leersum;2001;20.0;4.0
8693;Vermogensmisdrijven;Leersum;2002;20.0;2.0
8694;Vermogensmisdrijven;Leersum;2003;20.0;2.0
8695;Vermogensmisdrijven;Leersum;2004;10.0;2.0
8696;Vermogensmisdrijven;Leersum;2005;10.0;2.0
8697;Vermogensmisdrijven;Leersum;2006;;
8698;Vermogensmisdrijven;Leersum;2007;;
8699;Vermogensmisdrijven;Leersum;2008;;
8700;Vermogensmisdrijven;Leeuwarden;1999;360.0;5.0
8701;Vermogensmisdrijven;Leeuwarden;2000;320.0;4.0
8702;Vermogensmisdrijven;Leeuwarden;2001;360.0;5.0
8703;Vermogensmisdrijven;Leeuwarden;2002;360.0;4.0
8704;Vermogensmisdrijven;Leeuwarden;2003;320.0;4.0
8705;Vermogensmisdrijven;Leeuwarden;2004;380.0;5.0
8706;Vermogensmisdrijven;Leeuwarden;2005;380.0;5.0
8707;Vermogensmisdrijven;Leeuwarden;2006;390.0;5.0
8708;Vermogensmisdrijven;Leeuwarden;2007;390.0;5.0
8709;Vermogensmisdrijven;Leeuwarden;2008;400.0;5.0
8710;Vermogensmisdrijven;Leeuwarderadeel;1999;10.0;1.0
8711;Vermogensmisdrijven;Leeuwarderadeel;2000;10.0;1.0
8712;Vermogensmisdrijven;Leeuwarderadeel;2001;10.0;1.0
8713;Vermogensmisdrijven;Leeuwarderadeel;2002;10.0;1.0
8714;Vermogensmisdrijven;Leeuwarderadeel;2003;10.0;1.0
8715;Vermogensmisdrijven;Leeuwarderadeel;2004;10.0;1.0
8716;Vermogensmisdrijven;Leeuwarderadeel;2005;10.0;1.0
8717;Vermogensmisdrijven;Leeuwarderadeel;2006;10.0;1.0
8718;Vermogensmisdrijven;Leeuwarderadeel;2007;10.0;1.0
8719;Vermogensmisdrijven;Leeuwarderadeel;2008;10.0;1.0
8720;Vermogensmisdrijven;Leiden;1999;420.0;4.0
8721;Vermogensmisdrijven;Leiden;2000;350.0;3.0
8722;Vermogensmisdrijven;Leiden;2001;380.0;4.0
8723;Vermogensmisdrijven;Leiden;2002;400.0;4.0
8724;Vermogensmisdrijven;Leiden;2003;470.0;5.0
8725;Vermogensmisdrijven;Leiden;2004;440.0;4.0
8726;Vermogensmisdrijven;Leiden;2005;410.0;4.0
8727;Vermogensmisdrijven;Leiden;2006;340.0;3.0
8728;Vermogensmisdrijven;Leiden;2007;400.0;4.0
8729;Vermogensmisdrijven;Leiden;2008;410.0;4.0
8730;Vermogensmisdrijven;Leiderdorp;1999;40.0;2.0
8731;Vermogensmisdrijven;Leiderdorp;2000;30.0;1.0
8732;Vermogensmisdrijven;Leiderdorp;2001;40.0;2.0
8733;Vermogensmisdrijven;Leiderdorp;2002;50.0;2.0
8734;Vermogensmisdrijven;Leiderdorp;2003;20.0;1.0
8735;Vermogensmisdrijven;Leiderdorp;2004;40.0;2.0
8736;Vermogensmisdrijven;Leiderdorp;2005;50.0;2.0
8737;Vermogensmisdrijven;Leiderdorp;2006;40.0;2.0
8738;Vermogensmisdrijven;Leiderdorp;2007;40.0;2.0
8739;Vermogensmisdrijven;Leiderdorp;2008;50.0;2.0
8740;Vermogensmisdrijven;Leidschendam;1999;70.0;2.0
8741;Vermogensmisdrijven;Leidschendam;2000;100.0;3.0
8742;Vermogensmisdrijven;Leidschendam;2001;100.0;3.0
8743;Vermogensmisdrijven;Leidschendam;2002;;
8744;Vermogensmisdrijven;Leidschendam;2003;;
8745;Vermogensmisdrijven;Leidschendam;2004;;
8746;Vermogensmisdrijven;Leidschendam;2005;;
8747;Vermogensmisdrijven;Leidschendam;2006;;
8748;Vermogensmisdrijven;Leidschendam;2007;;
8749;Vermogensmisdrijven;Leidschendam;2008;;
8750;Vermogensmisdrijven;Leidschendam-Voorburg;1999;;
8751;Vermogensmisdrijven;Leidschendam-Voorburg;2000;;
