ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalOpnamen_1;Dagopnamen_2;KlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemVerpleegduurPerKlinischeOpname_5;GemiddeldeBevolking_6
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1983;;;1095.2;13296.8;12.1;12409757
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1984;;;1059.1;12642.2;11.9;12484588
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1985;;;1043.3;12290.0;11.8;12554219
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1986;;;1027.5;11911.7;11.6;12631188
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1987;;;1003.5;11341.9;11.3;12713950
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1988;;;997.5;11108.6;11.1;12799833
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1989;;;1008.0;10914.4;10.8;12887281
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1990;;;1000.9;10578.0;10.6;12985585
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1991;;;1000.5;10392.5;10.4;13082358
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1992;;;1005.4;10165.6;10.1;13178375
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1993;1362.1;355.6;1006.4;9945.4;9.9;13274439
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1994;1411.4;392.1;1019.3;9764.3;9.6;13365408
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1995;1429.8;422.8;1007.0;9493.8;9.4;13447051
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1996;1459.2;453.0;1006.2;9293.4;9.2;13527813
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1997;1472.4;477.6;994.9;9000.4;9.0;13609758
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1998;1479.4;506.5;972.9;8666.4;8.9;13702033
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;1999;1477.5;528.4;949.1;8152.2;8.6;13796303
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2000;1476.3;554.8;921.6;7685.1;8.3;13903461
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2001;1517.6;608.7;908.9;7387.0;8.1;14003085
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2002;1611.4;678.8;932.6;7235.1;7.8;14088828
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2003;1712.2;746.3;965.9;7163.1;7.4;14152676
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2004;1837.2;824.0;1013.3;7098.0;7.0;14196107
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2005;1916.5;877.5;1039.0;7043.8;6.8;14229305
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2006;2025.4;961.4;1064.0;6956.0;6.5;14255941
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2007;2125.1;1038.6;1086.5;6825.6;6.3;14284841
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2008;2222.2;1104.5;1117.7;6773.4;6.1;14334256
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2009;2334.1;1185.4;1148.7;6662.3;5.8;14389553
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2010;2444.9;1262.0;1182.9;6593.1;5.6;14438250
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2011;2560.1;1349.7;1210.5;6407.1;5.3;14480214
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Overige gemeenten;2012;2585.5;1405.5;1180.0;6136.7;5.2;14518842
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1981;;;933.3;11520.3;12.3;557954
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1982;;;963.2;11787.7;12.2;559899
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1983;;;969.4;11534.3;11.9;561064
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1984;;;967.0;11280.5;11.7;561329
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1985;;;966.6;10998.2;11.4;560685
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1986;;;981.0;11001.7;11.2;559258
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1987;;;965.8;10555.9;10.9;557590
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1988;;;971.4;10449.7;10.8;555913
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1989;;;982.6;10435.9;10.6;554573
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1990;;;1001.0;10166.0;10.2;554456
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1991;;;992.8;10803.7;10.9;554911
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1992;;;996.7;10558.7;10.6;555165
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1993;1299.1;302.9;996.2;10258.2;10.3;556045
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1994;1348.9;327.2;1021.7;10151.2;9.9;557429
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1995;1389.8;371.6;1018.1;9989.9;9.8;558003
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1996;1426.4;411.4;1015.0;9829.3;9.7;558032
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1997;1409.7;417.3;992.4;9377.2;9.4;558158
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1998;1423.1;448.7;974.4;9031.5;9.3;559083
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);1999;1444.9;483.4;961.5;8129.5;8.5;561333
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2000;1458.7;514.5;944.2;7748.2;8.2;564531
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2001;1468.4;558.1;910.3;7527.0;8.3;568511
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2002;1536.7;601.9;934.9;7484.8;8.0;571661
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2003;1620.3;662.9;957.4;7384.1;7.7;573619
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2004;1743.7;747.2;996.5;7244.2;7.3;574578
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2005;1842.2;787.8;1054.4;7401.5;7.0;574464
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2006;1964.7;874.5;1090.1;7400.7;6.8;573791
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2007;2038.8;946.1;1092.7;7268.7;6.7;573483
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2008;2165.2;986.5;1178.7;7262.2;6.2;573902
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2009;2231.1;1013.4;1217.7;7178.9;5.9;575395
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2010;2279.4;1055.0;1224.3;7024.9;5.7;577777
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2011;2422.7;1163.5;1259.2;6930.5;5.5;580032
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2012;2525.8;1324.0;1201.8;6719.0;5.6;581194
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1981;;;1049.6;13454.0;12.8;590746
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1982;;;1052.4;13167.8;12.5;593654
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1983;;;1068.1;12821.4;12.0;596202
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1984;;;1035.9;12371.2;11.9;597377
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1985;;;1034.8;11883.5;11.5;597905
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1986;;;1025.0;11654.8;11.4;598638
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1987;;;996.3;11363.2;11.4;599018
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1988;;;1012.0;11507.8;11.4;599025
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1989;;;1031.6;11308.4;11.0;599253
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1990;;;1040.5;10986.7;10.6;599557
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1991;;;1042.6;10912.3;10.5;601108
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1992;;;1058.2;10742.3;10.2;602808
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1993;1414.3;347.0;1067.3;10499.3;9.8;605517
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1994;1439.6;366.4;1073.1;10198.4;9.5;608225
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1995;1466.4;395.6;1070.8;10106.6;9.4;610842
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1996;1499.5;430.0;1069.5;9973.4;9.3;613475
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1997;1483.6;429.3;1054.3;9575.7;9.1;616604
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1998;1530.5;487.4;1043.1;9222.8;8.8;619739
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);1999;1506.4;485.4;1021.0;8664.3;8.5;622867
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2000;1523.6;512.8;1010.8;8512.9;8.4;627568
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2001;1549.3;540.5;1008.8;8441.2;8.4;633269
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2002;1597.7;575.0;1022.8;8277.2;8.1;637979
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2003;1655.3;612.8;1042.5;7959.8;7.6;640881
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2004;1781.2;705.6;1075.6;7981.1;7.4;642324
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2005;1867.7;759.1;1108.6;7941.6;7.2;642518
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2006;1974.6;847.9;1126.7;7552.1;6.7;642155
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2007;2067.1;922.3;1144.7;7319.6;6.4;642614
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2008;2141.9;988.0;1153.9;7167.7;6.2;643986
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2009;2220.6;1047.0;1173.7;7065.0;6.0;645607
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2010;2351.8;1142.6;1209.2;6966.7;5.8;646749
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2011;2435.3;1228.9;1206.4;6682.6;5.5;647095
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2012;2429.5;1225.0;1204.6;6399.3;5.3;646977
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1981;;;963.0;12244.6;12.7;422481
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1982;;;977.2;12385.1;12.7;424053
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1983;;;994.9;12044.9;12.1;426012
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1984;;;985.5;11475.9;11.6;428464
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1985;;;996.3;11501.6;11.5;430827
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1986;;;1015.7;11302.7;11.1;433043
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1987;;;1015.5;11096.6;10.9;435278
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1988;;;1013.5;10905.9;10.8;437819
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1989;;;1035.0;10854.7;10.5;439974
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1990;;;1049.1;10843.7;10.3;442422
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1991;;;1069.9;11095.2;10.4;444521
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1992;;;1074.0;10917.3;10.2;446878
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1993;1388.8;302.0;1086.8;10806.9;9.9;449920
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1994;1455.4;366.6;1088.8;10291.2;9.5;453065
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1995;1503.4;415.7;1087.7;9916.4;9.1;456097
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1996;1551.8;466.2;1085.6;9788.9;9.0;459069
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1997;1554.3;484.1;1070.3;9441.7;8.8;462729
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1998;1537.2;495.4;1041.8;9099.4;8.7;465982
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);1999;1568.0;544.7;1023.3;8552.1;8.4;468485
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2000;1603.7;576.9;1026.8;8185.7;8.0;472128
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2001;1615.9;596.0;1019.9;7905.0;7.8;476598
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2002;1703.1;650.7;1052.4;8031.7;7.6;479945
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2003;1816.0;726.8;1089.2;7721.6;7.1;481681
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2004;1987.5;856.7;1130.8;7629.8;6.7;482780
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2005;2074.5;895.9;1178.6;7623.9;6.5;483802
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2006;2152.4;966.2;1186.2;7349.1;6.2;485288
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2007;2261.2;1068.4;1192.7;7196.3;6.0;487074
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2008;2358.8;1116.1;1242.7;7176.7;5.8;489047
188;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2009;2469.9;1187.2;1282.7;7111.5;5.5;490489
189;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2010;2598.0;1281.5;1316.5;7174.2;5.4;491046
190;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2011;2780.4;1441.5;1339.0;6926.2;5.2;491040
191;Totaal mannen en vrouwen;Totaal alle leeftijden;Drenthe (PV);2012;2773.4;1479.5;1293.9;6585.4;5.1;490251
192;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1981;;;1056.2;13638.1;12.9;982640
193;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1982;;;1081.1;13411.1;12.4;987357
194;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1983;;;1072.0;12837.7;12.0;991279
195;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1984;;;1032.4;12078.1;11.7;994455
196;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1985;;;1026.7;11801.3;11.5;997442
197;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1986;;;1006.5;11475.2;11.4;1001532
198;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1987;;;989.9;10894.7;11.0;1007052
199;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1988;;;988.4;10697.6;10.8;1012347
200;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1989;;;1002.1;10594.2;10.6;1017838
201;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1990;;;997.7;10389.1;10.4;1023628
202;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1991;;;980.4;10269.6;10.5;1029283
203;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1992;;;977.3;9933.9;10.2;1035885
204;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1993;1342.9;342.5;1000.4;9973.8;10.0;1041883
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1994;1415.1;393.4;1021.8;9785.8;9.6;1047548
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1995;1433.4;426.1;1007.3;9397.7;9.3;1051891
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1996;1460.1;447.6;1012.4;9246.3;9.1;1055995
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1997;1507.8;491.2;1016.6;9135.7;9.0;1060807
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1998;1494.3;502.8;991.5;8807.7;8.9;1067267
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);1999;1471.4;512.7;958.7;8343.0;8.7;1074110
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2000;1457.2;510.7;946.4;7997.4;8.5;1082221
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2001;1507.3;562.0;945.4;7668.2;8.1;1089933
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2002;1585.2;621.1;964.1;7553.0;7.8;1097340
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2003;1694.2;679.4;1014.8;7548.7;7.4;1103165
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2004;1799.9;738.6;1061.2;7363.5;6.9;1107060
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2005;1877.9;801.0;1076.9;7144.0;6.6;1111395
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Overijssel (PV);2006;2006.1;882.9;1123.2;7171.9;6.4;1114825
