ID;LeeftijdVanDeMoeder;BurgerlijkeStaatMoeder;VolgordeGeboorteUitDeMoeder;Perioden;LevendgebLeeftijdMoederOp3112_1;LevendgebLftMoederOp3112Rel_2;LevendgebLftMoederLaatsteVerjDag_3
309;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1963;57620;20.28;57620
310;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1964;54497;18.94;54497
311;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1965;48335;16.58;48335
312;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1966;41538;14.07;41538
313;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1967;36761;12.29;36761
314;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1968;33114;10.92;33114
315;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1969;32467;10.57;32467
316;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1970;28775;9.27;28775
317;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1971;24135;7.68;24135
318;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1972;18702;5.87;18702
319;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1973;14366;4.46;14366
320;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1974;11323;3.46;11323
321;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1975;10013;3.02;10013
322;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1976;9700;2.87;9700
323;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1977;9506;2.78;9506
324;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1978;9434;2.71;9434
325;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1979;9822;2.78;9822
326;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1980;10978;3.06;10978
327;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1981;11535;3.17;11535
328;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1982;11750;3.19;11750
329;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1983;11580;3.11;11580
330;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1984;11767;3.12;11767
331;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1985;12053;3.15;12053
332;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1986;12355;3.2;12355
333;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1987;12636;3.24;12636
334;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1988;12621;3.21;12621
335;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1989;12756;3.23;12756
336;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1990;13061;3.29;13061
337;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1991;12797;3.21;12797
338;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1992;12884;3.21;12884
339;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1993;12227;3.04;12227
340;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1994;12162;3.02;12162
341;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1995;11011;2.74;11011
342;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1996;10764;2.69;10764
343;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1997;10710;2.7;10710
344;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1998;10685;2.7;10685
345;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;1999;10501;2.66;10501
346;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2000;10948;2.78;10948
347;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2001;10479;2.65;10479
348;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2002;10169;2.58;10169
349;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2003;9926;2.52;9926
350;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2004;9595;2.44;9595
351;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2005;9334;2.38;9334
352;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2006;9373;2.41;9373
353;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2007;9133;2.36;9133
354;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2008;9134;2.36;9134
355;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2009;9044;2.35;9044
356;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2010;8915;2.32;8915
357;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2011;8663;2.27;8663
358;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2012;8383;2.2;8383
359;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2013;8046;2.13;8046
360;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2014;8670;2.3;8670
361;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2015;8445;2.25;8445
362;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2016;8796;2.34;8796
363;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2017;8850;2.36;8850
364;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2018;9008;2.39;9008
365;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2019;8982;2.39;8982
366;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2020;8966;2.38;8966
367;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2021;9347;2.48;9347
368;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2022;8920;2.35;8920
369;Totaal leeftijd;Totaal burgerlijke staat;Vierde of volgende kind;2023;8683;2.25;8683
370;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1950;226289;89.18;226289
371;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1951;225174;88.14;225174
372;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1952;228709;89.35;228709
373;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1953;224998;87.71;224998
374;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1954;225232;87.49;225232
375;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1955;226451;87.47;226451
376;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1956;228621;87.89;228621
377;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1957;230975;88.33;230975
378;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1958;233926;88.62;233926
379;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1959;239185;89.66;239185
380;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1960;235899;87.81;235899
381;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1961;243874;88.83;243874
382;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1962;242440;86.64;242440
383;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1963;245888;86.54;245888
384;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1964;246553;85.69;246553
385;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1965;240705;82.54;240705
386;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1966;234915;79.55;234915
387;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1967;233725;78.11;233725
388;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1968;232293;76.62;232293
389;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1969;242210;78.83;242210
390;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1970;233944;75.36;233944
391;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1971;222708;70.87;222708
392;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1972;210056;65.97;210056
393;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1973;191304;59.34;191304
394;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1974;182296;55.77;182296
395;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1975;174056;52.42;174056
396;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1976;172735;51.18;172735
397;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1977;168549;49.21;168549
398;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1978;170191;48.95;170191
399;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1979;168976;47.82;168976
400;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1980;173840;48.45;173840
401;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1981;169910;46.69;169910
402;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1982;161924;43.99;161924
403;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1983;158389;42.5;158389
404;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1984;161082;42.66;161082
405;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1985;163370;42.73;163370
406;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1986;168293;43.52;168293
407;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1987;169282;43.33;169282
408;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1988;167696;42.63;167696
409;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1989;168802;42.68;168802
410;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1990;175440;44.19;175440
411;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1991;174839;43.8;174839
412;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1992;172251;42.96;172251
413;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1993;170100;42.3;170100
414;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1994;167712;41.69;167712
415;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1995;160952;39.98;160952
416;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1996;157329;39.37;157329
417;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1997;155580;39.19;155580
418;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1998;157969;39.95;157969
419;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;1999;154853;39.24;154853
420;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2000;155080;39.31;155080
421;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2001;147495;37.33;147495
422;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2002;143558;36.35;143558
423;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2003;138858;35.21;138858
424;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2004;130978;33.31;130978
425;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2005;122347;31.23;122347
426;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2006;116482;29.89;116482
427;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2007;109777;28.31;109777
428;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2008;108497;28.08;108497
429;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2009;104879;27.22;104879
430;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2010;108645;28.29;108645
431;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2011;104864;27.42;104864
432;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2012;100929;26.53;100929
433;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2013;97342;25.73;97342
434;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2014;97933;26.02;97933
435;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2015;95219;25.35;95219
436;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2016;96688;25.76;96688
437;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2017;96213;25.6;96213
438;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2018;96257;25.58;96257
439;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2019;97958;26.01;97958
440;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2020;97745;25.99;97745
441;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2021;103800;27.59;103800
442;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2022;96952;25.51;96952
443;Totaal leeftijd;Wettig gehuwd plus partnerschap;Totaal;2023;95172;24.7;95172
444;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1950;59974;23.64;59974
445;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1951;62070;24.3;62070
446;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1952;65785;25.7;65785
447;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1953;63831;24.88;63831
448;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1954;64413;25.02;64413
449;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1955;66529;25.7;66529
450;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1956;68136;26.19;68136
451;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1957;70484;26.96;70484
452;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1958;72775;27.57;72775
453;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1959;74104;27.78;74104
454;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1960;72184;26.87;72184
455;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1961;75083;27.35;75083
456;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1962;76511;27.34;76511
457;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1963;77937;27.43;77937
458;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1964;80306;27.91;80306
459;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1965;83316;28.57;83316
460;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1966;85915;29.09;85915
461;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1967;89691;29.98;89691
462;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1968;90625;29.89;90625
463;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1969;92713;30.17;92713
464;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1970;89511;28.83;89511
465;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1971;88582;28.19;88582
466;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1972;87371;27.44;87371
467;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1973;81763;25.36;81763
468;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1974;78531;24.02;78531
469;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1975;75460;22.73;75460
470;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1976;73615;21.81;73615
471;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1977;70807;20.67;70807
472;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1978;71391;20.53;71391
473;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1979;71886;20.34;71886
474;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1980;73140;20.38;73140
475;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1981;70565;19.39;70565
476;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1982;66589;18.09;66589
477;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1983;66546;17.86;66546
478;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1984;69194;18.32;69194
479;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1985;68763;17.99;68763
480;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1986;69994;18.1;69994
481;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1987;70599;18.07;70599
482;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1988;71060;18.06;71060
483;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1989;71017;17.96;71017
484;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1990;74614;18.79;74614
485;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1991;74902;18.76;74902
486;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1992;71963;17.95;71963
487;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1993;70948;17.64;70948
488;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1994;69591;17.3;69591
489;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1995;67236;16.7;67236
490;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1996;65300;16.34;65300
491;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1997;65912;16.6;65912
492;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1998;67185;16.99;67185
493;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;1999;64650;16.38;64650
494;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2000;63607;16.12;63607
495;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2001;59510;15.06;59510
496;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2002;56741;14.37;56741
497;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2003;54522;13.83;54522
498;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2004;51304;13.05;51304
499;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2005;46965;11.99;46965
500;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2006;43958;11.28;43958
501;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2007;41299;10.65;41299
502;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2008;40497;10.48;40497
503;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2009;40310;10.46;40310
504;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2010;42921;11.17;42921
505;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2011;41524;10.86;41524
506;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2012;39902;10.49;39902
507;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2013;38458;10.17;38458
508;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2014;38542;10.24;38542
509;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2015;37504;9.99;37504
510;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2016;38164;10.17;38164
511;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2017;38235;10.17;38235
512;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2018;38585;10.25;38585
513;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2019;40045;10.63;40045
514;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2020;39928;10.62;39928
515;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2021;42513;11.3;42513
516;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2022;40470;10.65;40470
517;Totaal leeftijd;Wettig gehuwd plus partnerschap;Eerste kind;2023;38572;10.01;38572
518;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1950;55980;22.06;55980
519;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1951;54475;21.32;54475
520;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1952;54541;21.31;54541
521;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1953;55260;21.54;55260
522;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1954;56330;21.88;56330
523;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1955;56301;21.75;56301
524;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1956;57697;22.18;57697
525;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1957;59111;22.61;59111
526;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1958;60540;22.93;60540
527;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1959;63994;23.99;63994
528;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1960;64389;23.97;64389
529;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1961;66746;24.31;66746
530;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1962;66508;23.77;66508
531;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1963;68772;24.2;68772
532;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1964;69656;24.21;69656
533;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1965;69277;23.76;69277
534;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1966;69909;23.67;69909
535;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1967;71500;23.9;71500
536;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1968;73729;24.32;73729
537;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1969;79707;25.94;79707
538;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1970;79537;25.62;79537
539;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1971;77273;24.59;77273
540;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1972;76108;23.9;76108
541;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1973;72462;22.48;72462
542;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1974;72029;22.03;72029
543;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1975;69743;21.01;69743
544;Totaal leeftijd;Wettig gehuwd plus partnerschap;Tweede kind;1976;70022;20.75;70022
