ID;LeeftijdReferentiepersoon;Perioden;TotaalReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
943;9;2025;252466;;;782.0;35276.0;216407.0
944;9;2026;255954;;;779.0;35734.0;219440.0
945;9;2027;256109;;;757.0;35547.0;219805.0
946;9;2028;253241;;;724.0;34877.0;217640.0
947;9;2029;245315;;;684.0;33470.0;211161.0
948;9;2030;235069;;;645.0;32065.0;202359.0
949;9;2031;224481;;;619.0;30890.0;192972.0
950;9;2032;215881;;;605.0;30150.0;185125.0
951;9;2033;209756;;;601.0;29808.0;179347.0
952;9;2034;207343;;;609.0;29871.0;176863.0
953;9;2035;206508;;;609.0;30030.0;175869.0
954;9;2036;208420;;;614.0;30494.0;177313.0
955;9;2037;209848;;;611.0;30732.0;178505.0
956;9;2038;209611;;;602.0;30579.0;178430.0
957;9;2039;208803;;;596.0;30426.0;177780.0
958;9;2040;209024;;;600.0;30573.0;177852.0
959;9;2041;209616;;;601.0;30924.0;178091.0
960;9;2042;211911;;;610.0;31535.0;179766.0
961;9;2043;214666;;;614.0;31994.0;182058.0
962;9;2044;217199;;;615.0;32322.0;184262.0
963;9;2045;219513;;;621.0;32652.0;186240.0
964;9;2046;222654;;;630.0;33230.0;188794.0
965;9;2047;224933;;;635.0;33658.0;190641.0
966;9;2048;226246;;;628.0;33805.0;191812.0
967;9;2049;227153;;;621.0;33854.0;192678.0
968;9;2050;227805;;;616.0;33916.0;193273.0
969;10;2000;39056;;;8.0;397.0;38650.0
970;10;2001;37891;;;11.0;381.0;37498.0
971;10;2002;36474;;;10.0;365.0;36099.0
972;10;2003;35677;;;7.0;393.0;35276.0
973;10;2004;35668;;;8.0;429.0;35231.0
974;10;2005;36177;;;10.0;433.0;35733.0
975;10;2006;36058;;;6.0;456.0;35597.0
976;10;2007;40354;;;7.0;563.0;39783.0
977;10;2008;43453;;;9.0;578.0;42866.0
978;10;2009;45653;;;7.0;684.0;44962.0
979;10;2010;47258;;;10.0;736.0;46512.0
980;10;2011;49450;;;5.0;732.0;48713.0
981;10;2012;49970;;;6.0;718.0;49246.0
982;10;2013;51594;;;6.0;756.0;50832.0
983;10;2014;53879;;;6.0;817.0;53056.0
984;10;2015;56690;;;6.0;822.0;55862.0
985;10;2016;59598;;;6.0;866.0;58726.0
986;10;2017;63018;;;6.0;1010.0;62001.0
987;10;2018;66572;;;6.0;1222.0;65344.0
988;10;2019;70120;;;6.0;1331.0;68783.0
989;10;2020;73882;;;8.0;1439.0;72435.0
990;10;2021;77434;;;8.0;1516.0;75909.0
991;10;2022;81266;;;9.0;1607.0;79649.0
992;10;2023;84920;;;9.0;1658.0;83253.0
993;10;2024;88721;;;9.0;1718.0;86994.0
994;10;2025;92530;;;9.0;1770.0;90751.0
995;10;2026;95492;;;9.0;1782.0;93701.0
996;10;2027;97243;;;9.0;1767.0;95467.0
997;10;2028;98620;;;9.0;1768.0;96842.0
998;10;2029;99952;;;9.0;1786.0;98156.0
999;10;2030;102034;;;9.0;1842.0;100183.0
1000;10;2031;103201;;;9.0;1839.0;101353.0
1001;10;2032;103015;;;8.0;1796.0;101211.0
1002;10;2033;101644;;;6.0;1727.0;99911.0
1003;10;2034;98276;;;5.0;1634.0;96637.0
1004;10;2035;94152;;;5.0;1551.0;92596.0
1005;10;2036;90054;;;5.0;1492.0;88557.0
1006;10;2037;86889;;;5.0;1461.0;85423.0
1007;10;2038;84722;;;5.0;1448.0;83268.0
1008;10;2039;83996;;;5.0;1456.0;82535.0
1009;10;2040;83804;;;5.0;1462.0;82337.0
1010;10;2041;84670;;;5.0;1480.0;83185.0
1011;10;2042;85263;;;5.0;1476.0;83782.0
1012;10;2043;85102;;;5.0;1453.0;83645.0
1013;10;2044;84763;;;5.0;1432.0;83325.0
1014;10;2045;84931;;;4.0;1445.0;83481.0
1015;10;2046;85320;;;4.0;1458.0;83858.0
1016;10;2047;86405;;;4.0;1483.0;84918.0
1017;10;2048;87554;;;4.0;1491.0;86059.0
1018;10;2049;88560;;;4.0;1496.0;87060.0
1019;10;2050;89503;;;4.0;1504.0;87995.0
1020;11;2000;18638;;;;14.0;18625.0
1021;11;2001;18638;;;;14.0;18625.0
1022;11;2002;18438;;;;13.0;18425.0
1023;11;2003;18113;;;;20.0;18093.0
1024;11;2004;17826;;;;19.0;17807.0
1025;11;2005;17547;;;;21.0;17526.0
1026;11;2006;17240;;;;20.0;17219.0
1027;11;2007;16791;;;;22.0;16769.0
1028;11;2008;16528;;;;22.0;16507.0
1029;11;2009;16557;;;;17.0;16540.0
1030;11;2010;16776;;;;20.0;16756.0
1031;11;2011;16713;;;;20.0;16693.0
1032;11;2012;18454;;;;19.0;18436.0
1033;11;2013;19731;;;;16.0;19715.0
1034;11;2014;20576;;;;19.0;20557.0
1035;11;2015;21116;;;;22.0;21094.0
1036;11;2016;21863;;;;22.0;21841.0
1037;11;2017;21752;;;;17.0;21735.0
1038;11;2018;22072;;;;14.0;22058.0
1039;11;2019;22638;;;;14.0;22623.0
1040;11;2020;23449;;;;14.0;23434.0
1041;11;2021;24333;;;;14.0;24318.0
1042;11;2022;25495;;;;14.0;25481.0
1043;11;2023;26714;;;;14.0;26700.0
1044;11;2024;27964;;;;14.0;27949.0
1045;11;2025;29286;;;;16.0;29269.0
1046;11;2026;30511;;;;18.0;30492.0
1047;11;2027;31782;;;;22.0;31760.0
1048;11;2028;32915;;;;23.0;32892.0
1049;11;2029;34049;;;;23.0;34026.0
1050;11;2030;35147;;;;23.0;35124.0
1051;11;2031;35948;;;;23.0;35925.0
1052;11;2032;36363;;;;23.0;36340.0
1053;11;2033;36691;;;;23.0;36669.0
1054;11;2034;37038;;;;23.0;37016.0
1055;11;2035;37676;;;;23.0;37653.0
1056;11;2036;38021;;;;23.0;37998.0
1057;11;2037;37906;;;;19.0;37886.0
1058;11;2038;37384;;;;16.0;37368.0
1059;11;2039;36162;;;;13.0;36149.0
1060;11;2040;34621;;;;12.0;34609.0
1061;11;2041;33086;;;;12.0;33073.0
1062;11;2042;31884;;;;12.0;31871.0
1063;11;2043;31037;;;;12.0;31025.0
1064;11;2044;30736;;;;13.0;30722.0
1065;11;2045;30630;;;;13.0;30616.0
1066;11;2046;30927;;;;13.0;30914.0
1067;11;2047;31141;;;;13.0;31127.0
1068;11;2048;31094;;;;12.0;31081.0
1069;11;2049;30976;;;;12.0;30964.0
1070;11;2050;31040;;;;11.0;31029.0
1071;12;2000;9913;;;;;9913.0
1072;12;2001;9913;;;;;9913.0
1073;12;2002;9913;;;;;9913.0
1074;12;2003;9913;;;;;9913.0
1075;12;2004;9913;;;;;9913.0
1076;12;2005;9913;;;;;9913.0
1077;12;2006;9913;;;;;9913.0
1078;12;2007;9843;;;;;9843.0
1079;12;2008;9721;;;;;9721.0
1080;12;2009;9612;;;;;9612.0
1081;12;2010;9486;;;;;9486.0
1082;12;2011;9333;;;;;9333.0
1083;12;2012;9096;;;;;9096.0
1084;12;2013;8930;;;;;8930.0
1085;12;2014;8906;;;;;8906.0
1086;12;2015;8971;;;;;8971.0
1087;12;2016;8875;;;;;8875.0
1088;12;2017;9696;;;;;9696.0
1089;12;2018;10301;;;;;10301.0
1090;12;2019;10666;;;;;10666.0
1091;12;2020;10881;;;;;10881.0
1092;12;2021;11192;;;;;11192.0
1093;12;2022;11060;;;;;11060.0
1094;12;2023;11153;;;;;11153.0
1095;12;2024;11371;;;;;11371.0
1096;12;2025;11718;;;;;11718.0
1097;12;2026;12118;;;;;12118.0
1098;12;2027;12639;;;;;12639.0
1099;12;2028;13174;;;;;13174.0
1100;12;2029;13728;;;;;13728.0
1101;12;2030;14314;;;;;14314.0
1102;12;2031;14849;;;;;14849.0
1103;12;2032;15386;;;;;15386.0
1104;12;2033;15857;;;;;15857.0
1105;12;2034;16319;;;;;16319.0
1106;12;2035;16759;;;;;16759.0
1107;12;2036;17082;;;;;17082.0
1108;12;2037;17249;;;;;17249.0
1109;12;2038;17375;;;;;17375.0
1110;12;2039;17509;;;;;17509.0
1111;12;2040;17769;;;;;17769.0
1112;12;2041;17927;;;;;17927.0
1113;12;2042;17894;;;;;17894.0
1114;12;2043;17680;;;;;17680.0
1115;12;2044;17135;;;;;17135.0
1116;12;2045;16408;;;;;16408.0
1117;12;2046;15659;;;;;15659.0
1118;12;2047;15055;;;;;15055.0
1119;12;2048;14615;;;;;14615.0
1120;12;2049;14443;;;;;14443.0
1121;12;2050;14371;;;;;14371.0
1122;13;2000;5015;;;;;5015.0
1123;13;2001;5015;;;;;5015.0
1124;13;2002;5015;;;;;5015.0
1125;13;2003;5015;;;;;5015.0
1126;13;2004;5015;;;;;5015.0
1127;13;2005;5015;;;;;5015.0
1128;13;2006;5015;;;;;5015.0
1129;13;2007;5015;;;;;5015.0
1130;13;2008;5015;;;;;5015.0
1131;13;2009;5015;;;;;5015.0
1132;13;2010;5015;;;;;5015.0
1133;13;2011;5015;;;;;5015.0
1134;13;2012;4975;;;;;4975.0
1135;13;2013;4897;;;;;4897.0
1136;13;2014;4820;;;;;4820.0
1137;13;2015;4721;;;;;4721.0
1138;13;2016;4595;;;;;4595.0
1139;13;2017;4420;;;;;4420.0
1140;13;2018;4281;;;;;4281.0
1141;13;2019;4224;;;;;4224.0
1142;13;2020;4220;;;;;4220.0
1143;13;2021;4146;;;;;4146.0
1144;13;2022;4550;;;;;4550.0
1145;13;2023;4851;;;;;4851.0
1146;13;2024;5038;;;;;5038.0
1147;13;2025;5163;;;;;5163.0
1148;13;2026;5333;;;;;5333.0
1149;13;2027;5322;;;;;5322.0
1150;13;2028;5429;;;;;5429.0
1151;13;2029;5598;;;;;5598.0
1152;13;2030;5831;;;;;5831.0
1153;13;2031;6094;;;;;6094.0
1154;13;2032;6420;;;;;6420.0
1155;13;2033;6755;;;;;6755.0
1156;13;2034;7093;;;;;7093.0
1157;13;2035;7444;;;;;7444.0
1158;13;2036;7760;;;;;7760.0
1159;13;2037;8071;;;;;8071.0
1160;13;2038;8346;;;;;8346.0
1161;13;2039;8618;;;;;8618.0
1162;13;2040;8881;;;;;8881.0
1163;13;2041;9090;;;;;9090.0
1164;13;2042;9226;;;;;9226.0
1165;13;2043;9342;;;;;9342.0
1166;13;2044;9460;;;;;9460.0
1167;13;2045;9643;;;;;9643.0
1168;13;2046;9762;;;;;9762.0
1169;13;2047;9767;;;;;9767.0
1170;13;2048;9661;;;;;9661.0
1171;13;2049;9368;;;;;9368.0
1172;13;2050;8974;;;;;8974.0
1173;14;2000;1923;;;;;1923.0
1174;14;2001;1923;;;;;1923.0
1175;14;2002;1923;;;;;1923.0
1176;14;2003;1923;;;;;1923.0
1177;14;2004;1923;;;;;1923.0
1178;14;2005;1923;;;;;1923.0
1179;14;2006;1923;;;;;1923.0
1180;14;2007;1923;;;;;1923.0
1181;14;2008;1923;;;;;1923.0
1182;14;2009;1923;;;;;1923.0
1183;14;2010;1923;;;;;1923.0
1184;14;2011;1923;;;;;1923.0
1185;14;2012;1923;;;;;1923.0
1186;14;2013;1923;;;;;1923.0
1187;14;2014;1923;;;;;1923.0
1188;14;2015;1923;;;;;1923.0
1189;14;2016;1923;;;;;1923.0
1190;14;2017;1896;;;;;1896.0
1191;14;2018;1845;;;;;1845.0
1192;14;2019;1788;;;;;1788.0
1193;14;2020;1720;;;;;1720.0
1194;14;2021;1640;;;;;1640.0
1195;14;2022;1544;;;;;1544.0
1196;14;2023;1472;;;;;1472.0
1197;14;2024;1440;;;;;1440.0
1198;14;2025;1436;;;;;1436.0
1199;14;2026;1410;;;;;1410.0
1200;14;2027;1581;;;;;1581.0
1201;14;2028;1710;;;;;1710.0
1202;14;2029;1803;;;;;1803.0
1203;14;2030;1875;;;;;1875.0
1204;14;2031;1967;;;;;1967.0
1205;14;2032;2009;;;;;2009.0
1206;14;2033;2101;;;;;2101.0
1207;14;2034;2216;;;;;2216.0
1208;14;2035;2356;;;;;2356.0
1209;14;2036;2506;;;;;2506.0
1210;14;2037;2686;;;;;2686.0
1211;14;2038;2869;;;;;2869.0
1212;14;2039;3050;;;;;3050.0
1213;14;2040;3234;;;;;3234.0
1214;14;2041;3401;;;;;3401.0
1215;14;2042;3569;;;;;3569.0
1216;14;2043;3724;;;;;3724.0
1217;14;2044;3886;;;;;3886.0
1218;14;2045;4051;;;;;4051.0
1219;14;2046;4189;;;;;4189.0
1220;14;2047;4288;;;;;4288.0
1221;14;2048;4374;;;;;4374.0
1222;14;2049;4457;;;;;4457.0
1223;14;2050;4569;;;;;4569.0
1224;15;2000;488;;;;;488.0
1225;15;2001;488;;;;;488.0
1226;15;2002;488;;;;;488.0
1227;15;2003;488;;;;;488.0
1228;15;2004;488;;;;;488.0
1229;15;2005;488;;;;;488.0
1230;15;2006;488;;;;;488.0
1231;15;2007;488;;;;;488.0
1232;15;2008;488;;;;;488.0
1233;15;2009;488;;;;;488.0
1234;15;2010;488;;;;;488.0
1235;15;2011;488;;;;;488.0
1236;15;2012;488;;;;;488.0
1237;15;2013;488;;;;;488.0
1238;15;2014;488;;;;;488.0
1239;15;2015;488;;;;;488.0
1240;15;2016;488;;;;;488.0
1241;15;2017;488;;;;;488.0
1242;15;2018;488;;;;;488.0
1243;15;2019;488;;;;;488.0
1244;15;2020;488;;;;;488.0
1245;15;2021;488;;;;;488.0
1246;15;2022;475;;;;;475.0
1247;15;2023;453;;;;;453.0
1248;15;2024;429;;;;;429.0
1249;15;2025;402;;;;;402.0
1250;15;2026;374;;;;;374.0
1251;15;2027;345;;;;;345.0
1252;15;2028;329;;;;;329.0
1253;15;2029;325;;;;;325.0
1254;15;2030;331;;;;;331.0
1255;15;2031;333;;;;;333.0
1256;15;2032;390;;;;;390.0
1257;15;2033;430;;;;;430.0
1258;15;2034;462;;;;;462.0
1259;15;2035;489;;;;;489.0
1260;15;2036;523;;;;;523.0
1261;15;2037;548;;;;;548.0
1262;15;2038;589;;;;;589.0
1263;15;2039;638;;;;;638.0
1264;15;2040;693;;;;;693.0
1265;15;2041;749;;;;;749.0
1266;15;2042;813;;;;;813.0
1267;15;2043;880;;;;;880.0
1268;15;2044;943;;;;;943.0
1269;15;2045;1008;;;;;1008.0
1270;15;2046;1070;;;;;1070.0
1271;15;2047;1135;;;;;1135.0
1272;15;2048;1198;;;;;1198.0
1273;15;2049;1266;;;;;1266.0
1274;15;2050;1336;;;;;1336.0
1275;16;2000;74;;;;;74.0
1276;16;2001;74;;;;;74.0
1277;16;2002;74;;;;;74.0
1278;16;2003;74;;;;;74.0
1279;16;2004;74;;;;;74.0
1280;16;2005;74;;;;;74.0
1281;16;2006;74;;;;;74.0
1282;16;2007;74;;;;;74.0
1283;16;2008;74;;;;;74.0
1284;16;2009;74;;;;;74.0
1285;16;2010;74;;;;;74.0
1286;16;2011;74;;;;;74.0
1287;16;2012;74;;;;;74.0
1288;16;2013;74;;;;;74.0
1289;16;2014;74;;;;;74.0
1290;16;2015;74;;;;;74.0
1291;16;2016;74;;;;;74.0
1292;16;2017;74;;;;;74.0
1293;16;2018;74;;;;;74.0
1294;16;2019;74;;;;;74.0
1295;16;2020;74;;;;;74.0
1296;16;2021;74;;;;;74.0
1297;16;2022;74;;;;;74.0
1298;16;2023;74;;;;;74.0
1299;16;2024;74;;;;;74.0
1300;16;2025;74;;;;;74.0
1301;16;2026;74;;;;;74.0
1302;16;2027;70;;;;;70.0
1303;16;2028;65;;;;;65.0
1304;16;2029;60;;;;;60.0
1305;16;2030;56;;;;;56.0
1306;16;2031;54;;;;;54.0
1307;16;2032;51;;;;;51.0
1308;16;2033;51;;;;;51.0
1309;16;2034;52;;;;;52.0
1310;16;2035;54;;;;;54.0
1311;16;2036;56;;;;;56.0
1312;16;2037;67;;;;;67.0
1313;16;2038;75;;;;;75.0
1314;16;2039;81;;;;;81.0
1315;16;2040;88;;;;;88.0
1316;16;2041;96;;;;;96.0
1317;16;2042;103;;;;;103.0
1318;16;2043;113;;;;;113.0
1319;16;2044;123;;;;;123.0
1320;16;2045;135;;;;;135.0
1321;16;2046;145;;;;;145.0
1322;16;2047;157;;;;;157.0
1323;16;2048;171;;;;;171.0
1324;16;2049;184;;;;;184.0
1325;16;2050;198;;;;;198.0
1326;17;2000;6;;;;;6.0
1327;17;2001;6;;;;;6.0
1328;17;2002;6;;;;;6.0
1329;17;2003;6;;;;;6.0
1330;17;2004;6;;;;;6.0
1331;17;2005;6;;;;;6.0
1332;17;2006;6;;;;;6.0
1333;17;2007;6;;;;;6.0
1334;17;2008;6;;;;;6.0
1335;17;2009;6;;;;;6.0
1336;17;2010;6;;;;;6.0
1337;17;2011;6;;;;;6.0
1338;17;2012;6;;;;;6.0
1339;17;2013;6;;;;;6.0
1340;17;2014;6;;;;;6.0
1341;17;2015;6;;;;;6.0
1342;17;2016;6;;;;;6.0
1343;17;2017;6;;;;;6.0
1344;17;2018;6;;;;;6.0
1345;17;2019;6;;;;;6.0
1346;17;2020;6;;;;;6.0
1347;17;2021;6;;;;;6.0
1348;17;2022;6;;;;;6.0
1349;17;2023;6;;;;;6.0
1350;17;2024;6;;;;;6.0
1351;17;2025;6;;;;;6.0
1352;17;2026;6;;;;;6.0
1353;17;2027;6;;;;;6.0
1354;17;2028;6;;;;;6.0
1355;17;2029;6;;;;;6.0
1356;17;2030;6;;;;;6.0
1357;17;2031;6;;;;;6.0
1358;17;2032;5;;;;;5.0
1359;17;2033;5;;;;;5.0
1360;17;2034;5;;;;;5.0
1361;17;2035;5;;;;;5.0
1362;17;2036;5;;;;;5.0
1363;17;2037;5;;;;;5.0
1364;17;2038;5;;;;;5.0
1365;17;2039;5;;;;;5.0
1366;17;2040;5;;;;;5.0
1367;17;2041;5;;;;;5.0
1368;17;2042;7;;;;;7.0
1369;17;2043;7;;;;;7.0
1370;17;2044;8;;;;;8.0
1371;17;2045;9;;;;;9.0
1372;17;2046;10;;;;;10.0
1373;17;2047;11;;;;;11.0
1374;17;2048;11;;;;;11.0
1375;17;2049;12;;;;;12.0
1376;17;2050;13;;;;;13.0
