ID;LeeftijdReferentiepersoon;Perioden;TotaalReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
257;104;2002;136861;;2.0;305.0;7797.0;128757.0
258;104;2003;143868;;1.0;312.0;8670.0;134884.0
259;104;2004;149136;;;382.0;9488.0;139266.0
260;104;2005;153289;;;361.0;10226.0;142701.0
261;104;2006;157917;;;330.0;11231.0;146357.0
262;104;2007;162882;;;334.0;12389.0;150158.0
263;104;2008;169721;;;384.0;13482.0;155855.0
264;104;2009;177310;;;352.0;15051.0;161907.0
265;104;2010;185940;;;386.0;16318.0;169235.0
266;104;2011;195904;;;402.0;17249.0;178253.0
267;104;2012;205577;;;484.0;18088.0;187005.0
268;104;2013;216253;;;530.0;19553.0;196170.0
269;104;2014;227453;;;572.0;20948.0;205933.0
270;104;2015;239413;;;616.0;22824.0;215973.0
271;104;2016;250396;;;648.0;24742.0;225006.0
272;104;2017;261927;;;687.0;27356.0;233883.0
273;104;2018;273091;;;710.0;30218.0;242162.0
274;104;2019;285012;;;737.0;31974.0;252301.0
275;104;2020;297515;;;763.0;33655.0;263098.0
276;104;2021;308841;;;767.0;34737.0;273336.0
277;104;2022;318458;;;758.0;35146.0;282553.0
278;104;2023;327095;;;758.0;35487.0;290850.0
279;104;2024;335512;;;767.0;35997.0;298749.0
280;104;2025;344996;;;791.0;37046.0;307158.0
281;104;2026;351446;;;788.0;37516.0;313141.0
282;104;2027;353352;;;766.0;37314.0;315272.0
283;104;2028;351861;;;733.0;36645.0;314482.0
284;104;2029;345267;;;693.0;35256.0;309317.0
285;104;2030;337103;;;654.0;33907.0;302542.0
286;104;2031;327682;;;628.0;32729.0;294325.0
287;104;2032;318896;;;613.0;31946.0;286336.0
288;104;2033;311400;;;607.0;31535.0;279258.0
289;104;2034;305619;;;614.0;31505.0;273500.0
290;104;2035;300660;;;614.0;31581.0;268465.0
291;104;2036;298474;;;619.0;31986.0;265870.0
292;104;2037;296737;;;616.0;32193.0;263928.0
293;104;2038;294333;;;607.0;32027.0;261698.0
294;104;2039;292799;;;601.0;31882.0;260315.0
295;104;2040;292828;;;605.0;32035.0;260189.0
296;104;2041;294286;;;606.0;32404.0;261276.0
297;104;2042;297174;;;615.0;33011.0;263548.0
298;104;2043;299768;;;619.0;33447.0;265703.0
299;104;2044;301962;;;620.0;33754.0;267587.0
300;104;2045;304444;;;625.0;34097.0;269721.0
301;104;2046;307974;;;634.0;34688.0;272652.0
302;104;2047;311338;;;639.0;35141.0;275559.0
303;104;2048;313800;;;632.0;35296.0;277871.0
304;104;2049;315713;;;625.0;35350.0;279738.0
305;104;2050;317308;;;620.0;35420.0;281268.0
306;105;2000;28551;;;;14.0;28538.0
307;105;2001;28551;;;;14.0;28538.0
308;105;2002;28351;;;;13.0;28338.0
309;105;2003;28026;;;;20.0;28006.0
310;105;2004;27739;;;;19.0;27720.0
311;105;2005;27460;;;;21.0;27439.0
312;105;2006;27153;;;;20.0;27132.0
313;105;2007;26634;;;;22.0;26612.0
314;105;2008;26249;;;;22.0;26228.0
315;105;2009;26169;;;;17.0;26152.0
316;105;2010;26262;;;;20.0;26242.0
317;105;2011;26046;;;;20.0;26026.0
318;105;2012;27550;;;;19.0;27532.0
319;105;2013;28661;;;;16.0;28645.0
320;105;2014;29482;;;;19.0;29463.0
321;105;2015;30087;;;;22.0;30065.0
322;105;2016;30738;;;;22.0;30716.0
323;105;2017;31448;;;;17.0;31431.0
324;105;2018;32373;;;;14.0;32359.0
325;105;2019;33304;;;;14.0;33289.0
326;105;2020;34330;;;;14.0;34315.0
327;105;2021;35525;;;;14.0;35510.0
328;105;2022;36555;;;;14.0;36541.0
329;105;2023;37867;;;;14.0;37853.0
330;105;2024;39335;;;;14.0;39320.0
331;105;2025;41004;;;;16.0;40987.0
332;105;2026;42629;;;;18.0;42610.0
333;105;2027;44421;;;;22.0;44399.0
334;105;2028;46089;;;;23.0;46066.0
335;105;2029;47777;;;;23.0;47754.0
336;105;2030;49461;;;;23.0;49438.0
337;105;2031;50797;;;;23.0;50774.0
338;105;2032;51749;;;;23.0;51726.0
339;105;2033;52548;;;;23.0;52526.0
340;105;2034;53357;;;;23.0;53335.0
341;105;2035;54435;;;;23.0;54412.0
342;105;2036;55103;;;;23.0;55080.0
343;105;2037;55155;;;;19.0;55135.0
344;105;2038;54759;;;;16.0;54743.0
345;105;2039;53671;;;;13.0;53658.0
346;105;2040;52390;;;;12.0;52378.0
347;105;2041;51013;;;;12.0;51000.0
348;105;2042;49778;;;;12.0;49765.0
349;105;2043;48717;;;;12.0;48705.0
350;105;2044;47871;;;;13.0;47857.0
351;105;2045;47038;;;;13.0;47024.0
352;105;2046;46586;;;;13.0;46573.0
353;105;2047;46196;;;;13.0;46182.0
354;105;2048;45709;;;;12.0;45696.0
355;105;2049;45419;;;;12.0;45407.0
356;105;2050;45411;;;;11.0;45400.0
357;106;2000;6938;;;;;6938.0
358;106;2001;6938;;;;;6938.0
359;106;2002;6938;;;;;6938.0
360;106;2003;6938;;;;;6938.0
361;106;2004;6938;;;;;6938.0
362;106;2005;6938;;;;;6938.0
363;106;2006;6938;;;;;6938.0
364;106;2007;6938;;;;;6938.0
365;106;2008;6938;;;;;6938.0
366;106;2009;6938;;;;;6938.0
367;106;2010;6938;;;;;6938.0
368;106;2011;6938;;;;;6938.0
369;106;2012;6898;;;;;6898.0
370;106;2013;6820;;;;;6820.0
371;106;2014;6743;;;;;6743.0
372;106;2015;6644;;;;;6644.0
373;106;2016;6518;;;;;6518.0
374;106;2017;6316;;;;;6316.0
375;106;2018;6126;;;;;6126.0
376;106;2019;6012;;;;;6012.0
377;106;2020;5940;;;;;5940.0
378;106;2021;5786;;;;;5786.0
379;106;2022;6094;;;;;6094.0
380;106;2023;6323;;;;;6323.0
381;106;2024;6478;;;;;6478.0
382;106;2025;6599;;;;;6599.0
383;106;2026;6743;;;;;6743.0
384;106;2027;6903;;;;;6903.0
385;106;2028;7139;;;;;7139.0
386;106;2029;7401;;;;;7401.0
387;106;2030;7706;;;;;7706.0
388;106;2031;8061;;;;;8061.0
389;106;2032;8429;;;;;8429.0
390;106;2033;8856;;;;;8856.0
391;106;2034;9309;;;;;9309.0
392;106;2035;9800;;;;;9800.0
393;106;2036;10266;;;;;10266.0
394;106;2037;10757;;;;;10757.0
395;106;2038;11215;;;;;11215.0
396;106;2039;11668;;;;;11668.0
397;106;2040;12115;;;;;12115.0
398;106;2041;12491;;;;;12491.0
399;106;2042;12795;;;;;12795.0
400;106;2043;13066;;;;;13066.0
401;106;2044;13346;;;;;13346.0
402;106;2045;13694;;;;;13694.0
403;106;2046;13951;;;;;13951.0
404;106;2047;14055;;;;;14055.0
405;106;2048;14035;;;;;14035.0
406;106;2049;13825;;;;;13825.0
407;106;2050;13543;;;;;13543.0
408;107;2000;562;;;;;562.0
409;107;2001;562;;;;;562.0
410;107;2002;562;;;;;562.0
411;107;2003;562;;;;;562.0
412;107;2004;562;;;;;562.0
413;107;2005;562;;;;;562.0
414;107;2006;562;;;;;562.0
415;107;2007;562;;;;;562.0
416;107;2008;562;;;;;562.0
417;107;2009;562;;;;;562.0
418;107;2010;562;;;;;562.0
419;107;2011;562;;;;;562.0
420;107;2012;562;;;;;562.0
421;107;2013;562;;;;;562.0
422;107;2014;562;;;;;562.0
423;107;2015;562;;;;;562.0
424;107;2016;562;;;;;562.0
425;107;2017;562;;;;;562.0
426;107;2018;562;;;;;562.0
427;107;2019;562;;;;;562.0
428;107;2020;562;;;;;562.0
429;107;2021;562;;;;;562.0
430;107;2022;549;;;;;549.0
431;107;2023;527;;;;;527.0
432;107;2024;503;;;;;503.0
433;107;2025;476;;;;;476.0
434;107;2026;448;;;;;448.0
435;107;2027;415;;;;;415.0
436;107;2028;394;;;;;394.0
437;107;2029;385;;;;;385.0
438;107;2030;387;;;;;387.0
439;107;2031;387;;;;;387.0
440;107;2032;441;;;;;441.0
441;107;2033;481;;;;;481.0
442;107;2034;514;;;;;514.0
443;107;2035;543;;;;;543.0
444;107;2036;579;;;;;579.0
445;107;2037;615;;;;;615.0
446;107;2038;664;;;;;664.0
447;107;2039;719;;;;;719.0
448;107;2040;781;;;;;781.0
449;107;2041;845;;;;;845.0
450;107;2042;916;;;;;916.0
451;107;2043;993;;;;;993.0
452;107;2044;1066;;;;;1066.0
453;107;2045;1143;;;;;1143.0
454;107;2046;1215;;;;;1215.0
455;107;2047;1292;;;;;1292.0
456;107;2048;1369;;;;;1369.0
457;107;2049;1450;;;;;1450.0
458;107;2050;1534;;;;;1534.0
459;108;2000;6;;;;;6.0
460;108;2001;6;;;;;6.0
461;108;2002;6;;;;;6.0
462;108;2003;6;;;;;6.0
463;108;2004;6;;;;;6.0
464;108;2005;6;;;;;6.0
465;108;2006;6;;;;;6.0
466;108;2007;6;;;;;6.0
467;108;2008;6;;;;;6.0
468;108;2009;6;;;;;6.0
469;108;2010;6;;;;;6.0
470;108;2011;6;;;;;6.0
471;108;2012;6;;;;;6.0
472;108;2013;6;;;;;6.0
473;108;2014;6;;;;;6.0
474;108;2015;6;;;;;6.0
475;108;2016;6;;;;;6.0
476;108;2017;6;;;;;6.0
477;108;2018;6;;;;;6.0
478;108;2019;6;;;;;6.0
479;108;2020;6;;;;;6.0
480;108;2021;6;;;;;6.0
481;108;2022;6;;;;;6.0
482;108;2023;6;;;;;6.0
