ID;SBI93;Perioden;Waarde_1;VoortschrijdendeWaarde_2;Prijs_3;Volume_4;Waarde_5;CumulatieveWaarde_6;Prijs_7;CumulatievePrijs_8;Volume_9;CumulatieveVolume_10
81;55 Horeca;1997 november;;;;;;;;;;
82;55 Horeca;1997 december;;;;;;;;;;
83;55 Horeca;1997 4e kwartaal;80.0;81.0;;;6.0;6.7;;;;
84;55 Horeca;1997;81.0;81.0;;;6.7;6.7;;;;
85;55 Horeca;1998 januari;;;;;;;;;;
86;55 Horeca;1998 februari;;;;;;;;;;
87;55 Horeca;1998 maart;;;;;;;;;;
88;55 Horeca;1998 1e kwartaal;75.0;83.0;;;7.0;7.0;;;;
89;55 Horeca;1998 april;;;;;;;;;;
90;55 Horeca;1998 mei;;;;;;;;;;
91;55 Horeca;1998 juni;;;;;;;;;;
92;55 Horeca;1998 2e kwartaal;93.0;84.0;;;7.2;7.1;;;;
93;55 Horeca;1998 juli;;;;;;;;;;
94;55 Horeca;1998 augustus;;;;;;;;;;
95;55 Horeca;1998 september;;;;;;;;;;
96;55 Horeca;1998 3e kwartaal;94.0;85.0;;;4.9;6.3;;;;
97;55 Horeca;1998 oktober;;;;;;;;;;
98;55 Horeca;1998 november;;;;;;;;;;
99;55 Horeca;1998 december;;;;;;;;;;
100;55 Horeca;1998 4e kwartaal;85.0;87.0;;;6.6;6.4;;;;
101;55 Horeca;1998;87.0;87.0;;;6.4;6.4;;;;
102;55 Horeca;1999 januari;;;;;;;;;;
103;55 Horeca;1999 februari;;;;;;;;;;
104;55 Horeca;1999 maart;;;;;;;;;;
105;55 Horeca;1999 1e kwartaal;80.0;88.0;;;7.9;7.9;;;;
106;55 Horeca;1999 april;;;;;;;;;;
107;55 Horeca;1999 mei;;;;;;;;;;
108;55 Horeca;1999 juni;;;;;;;;;;
109;55 Horeca;1999 2e kwartaal;100.0;90.0;;;7.5;7.7;;;;
110;55 Horeca;1999 juli;;;;;;;;;;
111;55 Horeca;1999 augustus;;;;;;;;;;
112;55 Horeca;1999 september;;;;;;;;;;
113;55 Horeca;1999 3e kwartaal;102.0;92.0;;;8.5;8.0;;;;
114;55 Horeca;1999 oktober;;;;;;;;;;
115;55 Horeca;1999 november;;;;;;;;;;
116;55 Horeca;1999 december;;;;;;;;;;
117;55 Horeca;1999 4e kwartaal;92.0;93.0;;;7.7;7.9;;;;
118;55 Horeca;1999;93.0;93.0;;;7.9;7.9;;;;
119;55 Horeca;2000 januari;;;;;;;;;;
120;55 Horeca;2000 februari;;;;;;;;;;
121;55 Horeca;2000 maart;;;;;;;;;;
122;55 Horeca;2000 1e kwartaal;87.0;95.0;;;7.7;7.7;;;;
123;55 Horeca;2000 april;;;;;;;;;;
124;55 Horeca;2000 mei;;;;;;;;;;
125;55 Horeca;2000 juni;;;;;;;;;;
126;55 Horeca;2000 2e kwartaal;107.0;97.0;;;7.0;7.3;;;;
127;55 Horeca;2000 juli;;;;;;;;;;
128;55 Horeca;2000 augustus;;;;;;;;;;
129;55 Horeca;2000 september;;;;;;;;;;
130;55 Horeca;2000 3e kwartaal;108.0;98.0;;;6.1;6.9;;;;
131;55 Horeca;2000 oktober;;;;;;;;;;
132;55 Horeca;2000 november;;;;;;;;;;
133;55 Horeca;2000 december;;;;;;;;;;
134;55 Horeca;2000 4e kwartaal;98.0;100.0;;;7.2;7.0;;;;
135;55 Horeca;2000;100.0;100.0;;;7.0;7.0;;;;
136;55 Horeca;2001 januari;;;;;;;;;;
137;55 Horeca;2001 februari;;;;;;;;;;
138;55 Horeca;2001 maart;;;;;;;;;;
139;55 Horeca;2001 1e kwartaal;91.0;101.0;;;5.5;5.5;;;;
140;55 Horeca;2001 april;;;;;;;;;;
141;55 Horeca;2001 mei;;;;;;;;;;
142;55 Horeca;2001 juni;;;;;;;;;;
143;55 Horeca;2001 2e kwartaal;112.0;103.0;;;5.0;5.2;;;;
144;55 Horeca;2001 juli;;;;;;;;;;
145;55 Horeca;2001 augustus;;;;;;;;;;
146;55 Horeca;2001 september;;;;;;;;;;
147;55 Horeca;2001 3e kwartaal;111.0;103.0;;;2.7;4.3;;;;
148;55 Horeca;2001 oktober;;;;;;;;;;
149;55 Horeca;2001 november;;;;;;;;;;
150;55 Horeca;2001 december;;;;;;;;;;
151;55 Horeca;2001 4e kwartaal;104.0;105.0;;;5.5;4.6;;;;
152;55 Horeca;2001;105.0;105.0;;;4.6;4.6;;;;
153;55 Horeca;2002 januari;;;;;;;;;;
154;55 Horeca;2002 februari;;;;;;;;;;
155;55 Horeca;2002 maart;;;;;;;;;;
156;55 Horeca;2002 1e kwartaal;96.0;106.0;;;5.2;5.2;;;;
157;55 Horeca;2002 april;;;;;;;;;;
158;55 Horeca;2002 mei;;;;;;;;;;
159;55 Horeca;2002 juni;;;;;;;;;;
160;55 Horeca;2002 2e kwartaal;117.0;107.0;;;4.4;4.8;;;;
161;55 Horeca;2002 juli;;;;;;;;;;
162;55 Horeca;2002 augustus;;;;;;;;;;
163;55 Horeca;2002 september;;;;;;;;;;
164;55 Horeca;2002 3e kwartaal;115.0;108.0;;;3.9;4.5;;;;
165;55 Horeca;2002 oktober;;;;;;;;;;
166;55 Horeca;2002 november;;;;;;;;;;
167;55 Horeca;2002 december;;;;;;;;;;
168;55 Horeca;2002 4e kwartaal;103.0;108.0;;;-1.2;3.1;;;;
169;55 Horeca;2002;108.0;108.0;;;3.1;3.1;;;;
170;55 Horeca;2003 januari;;;;;;;;;;
171;55 Horeca;2003 februari;;;;;;;;;;
172;55 Horeca;2003 maart;;;;;;;;;;
173;55 Horeca;2003 1e kwartaal;94.0;107.0;;;-2.7;-2.7;;;;
174;55 Horeca;2003 april;;;;;;;;;;
175;55 Horeca;2003 mei;;;;;;;;;;
176;55 Horeca;2003 juni;;;;;;;;;;
177;55 Horeca;2003 2e kwartaal;115.0;107.0;;;-2.1;-2.3;;;;
178;55 Horeca;2003 juli;;;;;;;;;;
179;55 Horeca;2003 augustus;;;;;;;;;;
180;55 Horeca;2003 september;;;;;;;;;;
181;55 Horeca;2003 3e kwartaal;113.0;106.0;;;-2.5;-2.4;;;;
182;55 Horeca;2003 oktober;;;;;;;;;;
183;55 Horeca;2003 november;;;;;;;;;;
184;55 Horeca;2003 december;;;;;;;;;;
185;55 Horeca;2003 4e kwartaal;103.0;106.0;;;0.4;-1.7;;;;
186;55 Horeca;2003;106.0;106.0;;;-1.7;-1.7;;;;
187;55 Horeca;2004 januari;;;;;;;;;;
188;55 Horeca;2004 februari;;;;;;;;;;
189;55 Horeca;2004 maart;;;;;;;;;;
190;55 Horeca;2004 1e kwartaal;93.0;106.0;;;-0.9;-0.9;;;;
191;55 Horeca;2004 april;;;;;;;;;;
192;55 Horeca;2004 mei;;;;;;;;;;
193;55 Horeca;2004 juni;;;;;;;;;;
194;55 Horeca;2004 2e kwartaal;113.0;105.0;;;-1.8;-1.4;;;;
195;55 Horeca;2004 juli;;;;;;;;;;
196;55 Horeca;2004 augustus;;;;;;;;;;
197;55 Horeca;2004 september;;;;;;;;;;
198;55 Horeca;2004 3e kwartaal;112.0;105.0;;;-0.6;-1.1;;;;
199;55 Horeca;2004 oktober;;;;;;;;;;
200;55 Horeca;2004 november;;;;;;;;;;
201;55 Horeca;2004 december;;;;;;;;;;
202;55 Horeca;2004 4e kwartaal;104.0;105.0;;;0.6;-0.7;;;;
203;55 Horeca;2004;105.0;105.0;;;-0.7;-0.7;;;;
204;55 Horeca;2005 januari;;;;;;;;;;
205;55 Horeca;2005 februari;;;;;;;;;;
206;55 Horeca;2005 maart;;;;;;;;;;
207;55 Horeca;2005 1e kwartaal;93.0;105.0;;;0.5;0.5;;;;
208;55 Horeca;2005 april;;;;;;;;;;
209;55 Horeca;2005 mei;;;;;;;;;;
210;55 Horeca;2005 juni;;;;;;;;;;
211;55 Horeca;2005 2e kwartaal;113.0;105.0;;;0.5;0.5;;;;
212;55 Horeca;2005 juli;;;;;;;;;;
213;55 Horeca;2005 augustus;;;;;;;;;;
214;55 Horeca;2005 september;;;;;;;;;;
215;55 Horeca;2005 3e kwartaal;114.0;106.0;;;2.1;1.1;;;;
216;55 Horeca;2005 oktober;;;;;;;;;;
217;55 Horeca;2005 november;;;;;;;;;;
218;55 Horeca;2005 december;;;;;;;;;;
219;55 Horeca;2005 4e kwartaal;108.0;107.0;;;3.9;1.8;;;;
220;55 Horeca;2005;107.0;107.0;;;1.8;1.8;;;;
221;55 Horeca;2006 januari;;;;;;;;;;
222;55 Horeca;2006 februari;;;;;;;;;;
223;55 Horeca;2006 maart;;;;;;;;;;
224;55 Horeca;2006 1e kwartaal;97.0;108.0;;;3.6;3.6;;;;
225;55 Horeca;2006 april;;;;;;;;;;
226;55 Horeca;2006 mei;;;;;;;;;;
227;55 Horeca;2006 juni;;;;;;;;;;
228;55 Horeca;2006 2e kwartaal;119.0;109.0;;;5.3;4.5;;;;
229;55 Horeca;2006 juli;;;;;;;;;;
230;55 Horeca;2006 augustus;;;;;;;;;;
231;55 Horeca;2006 september;;;;;;;;;;
232;55 Horeca;2006 3e kwartaal;120.0;111.0;;;5.0;4.7;;;;
233;55 Horeca;2006 oktober;;;;;;;;;;
234;55 Horeca;2006 november;;;;;;;;;;
235;55 Horeca;2006 december;;;;;;;;;;
236;55 Horeca;2006 4e kwartaal;113.0;112.0;;;5.2;4.8;;;;
237;55 Horeca;2006;112.0;112.0;;;4.8;4.8;;;;
238;55 Horeca;2007 januari;;;;;;;;;;
239;55 Horeca;2007 februari;;;;;;;;;;
240;55 Horeca;2007 maart;;;;;;;;;;
241;55 Horeca;2007 1e kwartaal;104.0;114.0;;;7.5;7.5;;;;
242;55 Horeca;2007 april;;;;;;;;;;
243;55 Horeca;2007 mei;;;;;;;;;;
244;55 Horeca;2007 juni;;;;;;;;;;
245;55 Horeca;2007 2e kwartaal;128.0;116.0;;;7.2;7.3;;;;
246;55 Horeca;2007 juli;;;;;;;;;;
247;55 Horeca;2007 augustus;;;;;;;;;;
248;55 Horeca;2007 september;;;;;;;;;;
249;55 Horeca;2007 3e kwartaal;124.0;117.0;;;3.3;5.9;;;;
250;55 Horeca;2007 oktober;;;;;;;;;;
251;55 Horeca;2007 november;;;;;;;;;;
252;55 Horeca;2007 december;;;;;;;;;;
253;55 Horeca;2007 4e kwartaal;118.0;119.0;;;4.5;5.5;;;;
254;55 Horeca;2007;119.0;119.0;;;5.5;5.5;;;;
255;55 Horeca;2008 januari;;;;;;;;;;
256;55 Horeca;2008 februari;;;;;;;;;;
257;55 Horeca;2008 maart;;;;;;;;;;
258;55 Horeca;2008 1e kwartaal;108.0;120.0;;;3.9;3.9;;;;
259;55 Horeca;2008 april;;;;;;;;;;
260;55 Horeca;2008 mei;;;;;;;;;;
261;55 Horeca;2008 juni;;;;;;;;;;
262;55 Horeca;2008 2e kwartaal;129.0;120.0;;;0.9;2.2;;;;
263;55 Horeca;2008 juli;;;;;;;;;;
264;55 Horeca;2008 augustus;;;;;;;;;;
265;55 Horeca;2008 september;;;;;;;;;;
266;55 Horeca;2008 3e kwartaal;123.0;120.0;;;-0.8;1.2;;;;
267;55 Horeca;2008 oktober;;;;;;;;;;
268;55 Horeca;2008 november;;;;;;;;;;
269;55 Horeca;2008 december;;;;;;;;;;
270;55 Horeca;2008 4e kwartaal;115.0;119.0;;;-2.8;0.2;;;;
271;55 Horeca;2008;119.0;119.0;;;0.2;0.2;;;;
272;5510b Hotels, eetgelegenheden, cafés;1993 januari;56.0;;;;;;;;;
273;5510b Hotels, eetgelegenheden, cafés;1993 februari;56.0;;;;;;;;;
274;5510b Hotels, eetgelegenheden, cafés;1993 maart;63.0;;;;;;;;;
275;5510b Hotels, eetgelegenheden, cafés;1993 1e kwartaal;58.0;;;;;;;;;
276;5510b Hotels, eetgelegenheden, cafés;1993 april;72.0;;;;;;;;;
277;5510b Hotels, eetgelegenheden, cafés;1993 mei;79.0;;;;;;;;;
278;5510b Hotels, eetgelegenheden, cafés;1993 juni;77.0;;;;;;;;;
279;5510b Hotels, eetgelegenheden, cafés;1993 2e kwartaal;76.0;;;;;;;;;
280;5510b Hotels, eetgelegenheden, cafés;1993 juli;77.0;;;;;;;;;
281;5510b Hotels, eetgelegenheden, cafés;1993 augustus;75.0;;;;;;;;;
282;5510b Hotels, eetgelegenheden, cafés;1993 september;72.0;;;;;;;;;
283;5510b Hotels, eetgelegenheden, cafés;1993 3e kwartaal;75.0;;;;;;;;;
284;5510b Hotels, eetgelegenheden, cafés;1993 oktober;70.0;;;;;;;;;
285;5510b Hotels, eetgelegenheden, cafés;1993 november;63.0;;;;;;;;;
286;5510b Hotels, eetgelegenheden, cafés;1993 december;66.0;69.0;;;;;;;;
287;5510b Hotels, eetgelegenheden, cafés;1993 4e kwartaal;66.0;69.0;;;;;;;;
288;5510b Hotels, eetgelegenheden, cafés;1993;69.0;69.0;;;;;;;;
289;5510b Hotels, eetgelegenheden, cafés;1994 januari;60.0;69.0;;;5.5;5.5;;;;
290;5510b Hotels, eetgelegenheden, cafés;1994 februari;59.0;69.0;;;5.5;5.5;;;;
291;5510b Hotels, eetgelegenheden, cafés;1994 maart;66.0;70.0;;;6.1;5.7;;;;
292;5510b Hotels, eetgelegenheden, cafés;1994 1e kwartaal;62.0;70.0;;;5.7;5.7;;;;
293;5510b Hotels, eetgelegenheden, cafés;1994 april;75.0;70.0;;;4.4;5.3;;;;
294;5510b Hotels, eetgelegenheden, cafés;1994 mei;81.0;70.0;;;2.3;4.6;;;;
295;5510b Hotels, eetgelegenheden, cafés;1994 juni;78.0;70.0;;;2.1;4.1;;;;
296;5510b Hotels, eetgelegenheden, cafés;1994 2e kwartaal;78.0;70.0;;;2.9;4.1;;;;
297;5510b Hotels, eetgelegenheden, cafés;1994 juli;80.0;70.0;;;4.6;4.2;;;;
298;5510b Hotels, eetgelegenheden, cafés;1994 augustus;78.0;71.0;;;4.6;4.3;;;;
299;5510b Hotels, eetgelegenheden, cafés;1994 september;76.0;71.0;;;5.0;4.4;;;;
300;5510b Hotels, eetgelegenheden, cafés;1994 3e kwartaal;78.0;71.0;;;4.7;4.4;;;;
301;5510b Hotels, eetgelegenheden, cafés;1994 oktober;72.0;71.0;;;3.4;4.3;;;;
302;5510b Hotels, eetgelegenheden, cafés;1994 november;68.0;72.0;;;7.2;4.5;;;;
303;5510b Hotels, eetgelegenheden, cafés;1994 december;70.0;72.0;;;6.4;4.7;;;;
304;5510b Hotels, eetgelegenheden, cafés;1994 4e kwartaal;70.0;72.0;;;5.6;4.7;;;;
305;5510b Hotels, eetgelegenheden, cafés;1994;72.0;72.0;;;4.7;4.7;;;;
306;5510b Hotels, eetgelegenheden, cafés;1995 januari;60.0;72.0;;;0.4;0.4;;;;
307;5510b Hotels, eetgelegenheden, cafés;1995 februari;61.0;72.0;;;3.5;2.0;;;;
308;5510b Hotels, eetgelegenheden, cafés;1995 maart;67.0;72.0;;;1.0;1.6;;;;
309;5510b Hotels, eetgelegenheden, cafés;1995 1e kwartaal;63.0;72.0;;;1.6;1.6;;;;
310;5510b Hotels, eetgelegenheden, cafés;1995 april;75.0;72.0;;;0.9;1.4;;;;
311;5510b Hotels, eetgelegenheden, cafés;1995 mei;82.0;72.0;;;1.2;1.4;;;;
312;5510b Hotels, eetgelegenheden, cafés;1995 juni;83.0;73.0;;;6.3;2.3;;;;
313;5510b Hotels, eetgelegenheden, cafés;1995 2e kwartaal;80.0;73.0;;;2.8;2.3;;;;
314;5510b Hotels, eetgelegenheden, cafés;1995 juli;82.0;73.0;;;2.4;2.3;;;;
315;5510b Hotels, eetgelegenheden, cafés;1995 augustus;83.0;73.0;;;5.3;2.7;;;;
316;5510b Hotels, eetgelegenheden, cafés;1995 september;78.0;73.0;;;2.4;2.7;;;;
317;5510b Hotels, eetgelegenheden, cafés;1995 3e kwartaal;81.0;73.0;;;3.4;2.7;;;;
318;5510b Hotels, eetgelegenheden, cafés;1995 oktober;74.0;74.0;;;2.7;2.7;;;;
319;5510b Hotels, eetgelegenheden, cafés;1995 november;69.0;74.0;;;2.1;2.6;;;;
320;5510b Hotels, eetgelegenheden, cafés;1995 december;71.0;74.0;;;1.2;2.5;;;;
321;5510b Hotels, eetgelegenheden, cafés;1995 4e kwartaal;71.0;74.0;;;2.0;2.5;;;;
322;5510b Hotels, eetgelegenheden, cafés;1995;74.0;74.0;;;2.5;2.5;;;;
323;5510b Hotels, eetgelegenheden, cafés;1996 januari;60.0;74.0;;;0.6;0.6;;;;
324;5510b Hotels, eetgelegenheden, cafés;1996 februari;63.0;74.0;;;2.9;1.7;;;;
325;5510b Hotels, eetgelegenheden, cafés;1996 maart;70.0;74.0;;;4.6;2.8;;;;
326;5510b Hotels, eetgelegenheden, cafés;1996 1e kwartaal;65.0;74.0;;;2.8;2.8;;;;
327;5510b Hotels, eetgelegenheden, cafés;1996 april;78.0;74.0;;;3.4;3.0;;;;
328;5510b Hotels, eetgelegenheden, cafés;1996 mei;85.0;75.0;;;4.3;3.3;;;;
329;5510b Hotels, eetgelegenheden, cafés;1996 juni;86.0;75.0;;;3.5;3.3;;;;
330;5510b Hotels, eetgelegenheden, cafés;1996 2e kwartaal;83.0;75.0;;;3.7;3.3;;;;
331;5510b Hotels, eetgelegenheden, cafés;1996 juli;82.0;75.0;;;0.1;2.8;;;;
332;5510b Hotels, eetgelegenheden, cafés;1996 augustus;86.0;75.0;;;3.5;2.9;;;;
333;5510b Hotels, eetgelegenheden, cafés;1996 september;82.0;76.0;;;6.2;3.3;;;;
334;5510b Hotels, eetgelegenheden, cafés;1996 3e kwartaal;83.0;76.0;;;3.2;3.3;;;;
335;5510b Hotels, eetgelegenheden, cafés;1996 oktober;79.0;76.0;;;7.1;3.7;;;;
336;5510b Hotels, eetgelegenheden, cafés;1996 november;74.0;77.0;;;7.7;4.0;;;;
337;5510b Hotels, eetgelegenheden, cafés;1996 december;76.0;77.0;;;6.7;4.2;;;;
338;5510b Hotels, eetgelegenheden, cafés;1996 4e kwartaal;77.0;77.0;;;7.1;4.2;;;;
339;5510b Hotels, eetgelegenheden, cafés;1996;77.0;77.0;;;4.2;4.2;;;;
340;5510b Hotels, eetgelegenheden, cafés;1997 januari;64.0;77.0;;;5.9;5.9;;;;
341;5510b Hotels, eetgelegenheden, cafés;1997 februari;67.0;78.0;;;6.1;6.0;;;;
342;5510b Hotels, eetgelegenheden, cafés;1997 maart;76.0;78.0;;;8.5;6.9;;;;
343;5510b Hotels, eetgelegenheden, cafés;1997 1e kwartaal;69.0;78.0;;;6.9;6.9;;;;
344;5510b Hotels, eetgelegenheden, cafés;1997 april;81.0;78.0;;;3.9;6.0;;;;
345;5510b Hotels, eetgelegenheden, cafés;1997 mei;93.0;79.0;;;8.8;6.7;;;;
346;5510b Hotels, eetgelegenheden, cafés;1997 juni;90.0;79.0;;;4.4;6.3;;;;
347;5510b Hotels, eetgelegenheden, cafés;1997 2e kwartaal;88.0;79.0;;;5.8;6.3;;;;
348;5510b Hotels, eetgelegenheden, cafés;1997 juli;90.0;80.0;;;10.1;6.9;;;;
349;5510b Hotels, eetgelegenheden, cafés;1997 augustus;96.0;81.0;;;11.8;7.5;;;;
350;5510b Hotels, eetgelegenheden, cafés;1997 september;86.0;81.0;;;4.0;7.1;;;;
351;5510b Hotels, eetgelegenheden, cafés;1997 3e kwartaal;91.0;81.0;;;8.7;7.1;;;;
352;5510b Hotels, eetgelegenheden, cafés;1997 oktober;85.0;81.0;;;6.6;7.1;;;;
353;5510b Hotels, eetgelegenheden, cafés;1997 november;80.0;82.0;;;6.9;7.1;;;;
354;5510b Hotels, eetgelegenheden, cafés;1997 december;80.0;82.0;;;6.0;7.0;;;;
355;5510b Hotels, eetgelegenheden, cafés;1997 4e kwartaal;81.0;82.0;;;6.5;7.0;;;;
356;5510b Hotels, eetgelegenheden, cafés;1997;82.0;82.0;;;7.0;7.0;;;;
357;5510b Hotels, eetgelegenheden, cafés;1998 januari;72.0;83.0;;;12.6;12.6;;;;
358;5510b Hotels, eetgelegenheden, cafés;1998 februari;74.0;84.0;;;9.8;11.2;;;;
359;5510b Hotels, eetgelegenheden, cafés;1998 maart;78.0;84.0;;;2.5;8.0;;;;
360;5510b Hotels, eetgelegenheden, cafés;1998 1e kwartaal;75.0;84.0;;;8.0;8.0;;;;
361;5510b Hotels, eetgelegenheden, cafés;1998 april;89.0;84.0;;;9.4;8.4;;;;
362;5510b Hotels, eetgelegenheden, cafés;1998 mei;99.0;85.0;;;6.6;7.9;;;;
363;5510b Hotels, eetgelegenheden, cafés;1998 juni;95.0;85.0;;;5.7;7.5;;;;
364;5510b Hotels, eetgelegenheden, cafés;1998 2e kwartaal;94.0;85.0;;;7.1;7.5;;;;
365;5510b Hotels, eetgelegenheden, cafés;1998 juli;93.0;85.0;;;3.2;6.8;;;;
366;5510b Hotels, eetgelegenheden, cafés;1998 augustus;99.0;86.0;;;3.9;6.4;;;;
367;5510b Hotels, eetgelegenheden, cafés;1998 september;91.0;86.0;;;6.0;6.3;;;;
368;5510b Hotels, eetgelegenheden, cafés;1998 3e kwartaal;95.0;86.0;;;4.3;6.3;;;;
369;5510b Hotels, eetgelegenheden, cafés;1998 oktober;91.0;87.0;;;7.2;6.4;;;;
370;5510b Hotels, eetgelegenheden, cafés;1998 november;82.0;87.0;;;3.4;6.2;;;;
371;5510b Hotels, eetgelegenheden, cafés;1998 december;86.0;87.0;;;6.3;6.2;;;;
372;5510b Hotels, eetgelegenheden, cafés;1998 4e kwartaal;86.0;87.0;;;5.7;6.2;;;;
373;5510b Hotels, eetgelegenheden, cafés;1998;87.0;87.0;;;6.2;6.2;;;;
374;5510b Hotels, eetgelegenheden, cafés;1999 januari;77.0;88.0;;;6.7;6.7;;;;
375;5510b Hotels, eetgelegenheden, cafés;1999 februari;78.0;88.0;;;5.5;6.1;;;;
376;5510b Hotels, eetgelegenheden, cafés;1999 maart;85.0;89.0;;;8.7;7.0;;;;
377;5510b Hotels, eetgelegenheden, cafés;1999 1e kwartaal;80.0;89.0;;;7.0;7.0;;;;
378;5510b Hotels, eetgelegenheden, cafés;1999 april;96.0;89.0;;;8.1;7.3;;;;
379;5510b Hotels, eetgelegenheden, cafés;1999 mei;104.0;90.0;;;5.3;6.8;;;;
380;5510b Hotels, eetgelegenheden, cafés;1999 juni;104.0;90.0;;;9.0;7.2;;;;
381;5510b Hotels, eetgelegenheden, cafés;1999 2e kwartaal;101.0;90.0;;;7.4;7.2;;;;
382;5510b Hotels, eetgelegenheden, cafés;1999 juli;103.0;91.0;;;10.3;7.7;;;;
383;5510b Hotels, eetgelegenheden, cafés;1999 augustus;102.0;91.0;;;2.3;7.0;;;;
384;5510b Hotels, eetgelegenheden, cafés;1999 september;100.0;92.0;;;10.3;7.3;;;;
385;5510b Hotels, eetgelegenheden, cafés;1999 3e kwartaal;102.0;92.0;;;7.5;7.3;;;;
386;5510b Hotels, eetgelegenheden, cafés;1999 oktober;97.0;93.0;;;7.3;7.3;;;;
