ID;SBI93;Perioden;Waarde_1;VoortschrijdendeWaarde_2;Prijs_3;Volume_4;Waarde_5;CumulatieveWaarde_6;Prijs_7;CumulatievePrijs_8;Volume_9;CumulatieveVolume_10
1472;5530b Cafetaria's e.d., ijssalons;1999 september;98.0;94.0;97.0;100.0;11.3;9.5;2.8;3.4;8.2;5.8
1473;5530b Cafetaria's e.d., ijssalons;1999 3e kwartaal;105.0;94.0;97.0;107.0;10.2;9.5;3.5;3.4;6.5;5.8
1474;5530b Cafetaria's e.d., ijssalons;1999 oktober;95.0;94.0;98.0;97.0;10.0;9.6;3.8;3.4;6.0;5.9
1475;5530b Cafetaria's e.d., ijssalons;1999 november;88.0;95.0;98.0;89.0;9.4;9.6;3.8;3.5;5.4;5.8
1476;5530b Cafetaria's e.d., ijssalons;1999 december;90.0;95.0;98.0;91.0;4.4;9.1;2.8;3.4;1.6;5.5
1477;5530b Cafetaria's e.d., ijssalons;1999 4e kwartaal;91.0;95.0;98.0;92.0;7.9;9.1;3.4;3.4;4.3;5.5
1478;5530b Cafetaria's e.d., ijssalons;1999;95.0;95.0;97.0;98.0;9.1;9.1;3.4;3.4;5.5;5.5
1479;5530b Cafetaria's e.d., ijssalons;2000 januari;85.0;96.0;98.0;87.0;6.0;6.0;1.8;1.8;4.2;4.2
1480;5530b Cafetaria's e.d., ijssalons;2000 februari;84.0;96.0;99.0;86.0;4.9;5.5;2.0;1.9;2.9;3.5
1481;5530b Cafetaria's e.d., ijssalons;2000 maart;98.0;97.0;99.0;100.0;11.3;7.6;2.4;2.1;8.7;5.4
1482;5530b Cafetaria's e.d., ijssalons;2000 1e kwartaal;89.0;97.0;99.0;91.0;7.6;7.6;2.1;2.1;5.4;5.4
1483;5530b Cafetaria's e.d., ijssalons;2000 april;104.0;97.0;99.0;105.0;6.0;7.1;1.5;1.9;4.4;5.1
1484;5530b Cafetaria's e.d., ijssalons;2000 mei;105.0;97.0;99.0;106.0;0.6;5.6;1.6;1.8;-1.0;3.7
1485;5530b Cafetaria's e.d., ijssalons;2000 juni;113.0;98.0;99.0;114.0;7.1;5.9;1.7;1.8;5.4;4.0
1486;5530b Cafetaria's e.d., ijssalons;2000 2e kwartaal;107.0;98.0;99.0;108.0;4.5;5.9;1.6;1.8;2.9;4.0
1487;5530b Cafetaria's e.d., ijssalons;2000 juli;112.0;98.0;101.0;111.0;1.6;5.2;3.5;2.1;-1.8;3.1
1488;5530b Cafetaria's e.d., ijssalons;2000 augustus;111.0;99.0;101.0;110.0;4.7;5.1;3.7;2.3;1.0;2.8
1489;5530b Cafetaria's e.d., ijssalons;2000 september;103.0;99.0;101.0;102.0;5.8;5.2;3.7;2.4;2.0;2.7
1490;5530b Cafetaria's e.d., ijssalons;2000 3e kwartaal;109.0;99.0;101.0;108.0;4.0;5.2;3.7;2.4;0.3;2.7
1491;5530b Cafetaria's e.d., ijssalons;2000 oktober;98.0;99.0;101.0;97.0;2.9;5.0;2.9;2.5;0.1;2.4
1492;5530b Cafetaria's e.d., ijssalons;2000 november;92.0;100.0;101.0;90.0;4.5;4.9;3.0;2.5;1.5;2.3
1493;5530b Cafetaria's e.d., ijssalons;2000 december;94.0;100.0;102.0;93.0;5.0;4.9;3.2;2.6;1.7;2.3
1494;5530b Cafetaria's e.d., ijssalons;2000 4e kwartaal;95.0;100.0;101.0;93.0;4.1;4.9;3.0;2.6;1.1;2.3
1495;5530b Cafetaria's e.d., ijssalons;2000;100.0;100.0;100.0;100.0;4.9;4.9;2.6;2.6;2.3;2.3
1496;5530b Cafetaria's e.d., ijssalons;2001 januari;88.0;100.0;103.0;86.0;3.5;3.5;4.6;4.6;-1.0;-1.0
1497;5530b Cafetaria's e.d., ijssalons;2001 februari;88.0;101.0;103.0;85.0;3.9;3.7;4.8;4.7;-0.9;-1.0
1498;5530b Cafetaria's e.d., ijssalons;2001 maart;97.0;100.0;104.0;94.0;-1.1;1.9;4.8;4.7;-5.6;-2.7
1499;5530b Cafetaria's e.d., ijssalons;2001 1e kwartaal;91.0;100.0;103.0;88.0;1.9;1.9;4.7;4.7;-2.7;-2.7
1500;5530b Cafetaria's e.d., ijssalons;2001 april;100.0;100.0;105.0;95.0;-3.8;0.3;6.2;5.1;-9.4;-4.5
1501;5530b Cafetaria's e.d., ijssalons;2001 mei;110.0;100.0;106.0;104.0;4.3;1.2;6.7;5.4;-2.2;-4.0
1502;5530b Cafetaria's e.d., ijssalons;2001 juni;116.0;101.0;106.0;109.0;2.5;1.4;6.9;5.6;-4.0;-4.0
1503;5530b Cafetaria's e.d., ijssalons;2001 2e kwartaal;108.0;101.0;106.0;103.0;1.1;1.4;6.6;5.6;-5.2;-4.0
1504;5530b Cafetaria's e.d., ijssalons;2001 juli;116.0;101.0;106.0;110.0;4.1;1.9;5.0;5.5;-0.8;-3.5
1505;5530b Cafetaria's e.d., ijssalons;2001 augustus;118.0;102.0;106.0;111.0;6.1;2.5;4.8;5.4;1.2;-2.9
1506;5530b Cafetaria's e.d., ijssalons;2001 september;104.0;102.0;106.0;97.0;0.1;2.2;5.2;5.4;-4.9;-3.1
1507;5530b Cafetaria's e.d., ijssalons;2001 3e kwartaal;113.0;102.0;106.0;106.0;3.5;2.2;5.0;5.4;-1.4;-3.1
1508;5530b Cafetaria's e.d., ijssalons;2001 oktober;105.0;102.0;107.0;98.0;6.9;2.6;5.5;5.4;1.3;-2.7
1509;5530b Cafetaria's e.d., ijssalons;2001 november;99.0;103.0;107.0;93.0;8.7;3.1;5.5;5.4;3.0;-2.2
1510;5530b Cafetaria's e.d., ijssalons;2001 december;102.0;104.0;107.0;95.0;8.1;3.5;5.6;5.5;2.3;-1.9
1511;5530b Cafetaria's e.d., ijssalons;2001 4e kwartaal;102.0;104.0;107.0;95.0;7.9;3.5;5.6;5.5;2.2;-1.9
1512;5530b Cafetaria's e.d., ijssalons;2001;104.0;104.0;105.0;98.0;3.5;3.5;5.5;5.5;-1.9;-1.9
1513;5530b Cafetaria's e.d., ijssalons;2002 januari;94.0;104.0;110.0;85.0;6.2;6.2;7.1;7.1;-0.8;-0.8
1514;5530b Cafetaria's e.d., ijssalons;2002 februari;91.0;104.0;112.0;82.0;4.0;5.1;8.0;7.6;-3.7;-2.3
1515;5530b Cafetaria's e.d., ijssalons;2002 maart;106.0;105.0;112.0;94.0;8.5;6.3;7.9;7.7;0.6;-1.3
1516;5530b Cafetaria's e.d., ijssalons;2002 1e kwartaal;97.0;105.0;111.0;87.0;6.3;6.3;7.7;7.7;-1.3;-1.3
1517;5530b Cafetaria's e.d., ijssalons;2002 april;111.0;106.0;112.0;99.0;11.2;7.6;6.7;7.4;4.3;0.2
1518;5530b Cafetaria's e.d., ijssalons;2002 mei;118.0;107.0;113.0;104.0;7.3;7.6;7.2;7.4;0.1;0.2
1519;5530b Cafetaria's e.d., ijssalons;2002 juni;118.0;107.0;113.0;104.0;1.6;6.4;6.9;7.3;-4.9;-0.8
1520;5530b Cafetaria's e.d., ijssalons;2002 2e kwartaal;116.0;107.0;113.0;102.0;6.5;6.4;6.9;7.3;-0.4;-0.8
1521;5530b Cafetaria's e.d., ijssalons;2002 juli;117.0;107.0;114.0;103.0;1.0;5.6;7.3;7.3;-5.8;-1.6
1522;5530b Cafetaria's e.d., ijssalons;2002 augustus;122.0;107.0;114.0;107.0;3.0;5.2;7.3;7.3;-4.0;-1.9
1523;5530b Cafetaria's e.d., ijssalons;2002 september;109.0;108.0;114.0;96.0;5.4;5.2;7.0;7.3;-1.6;-1.9
1524;5530b Cafetaria's e.d., ijssalons;2002 3e kwartaal;116.0;108.0;114.0;102.0;3.1;5.2;7.2;7.3;-3.9;-1.9
1525;5530b Cafetaria's e.d., ijssalons;2002 oktober;102.0;107.0;114.0;90.0;-2.6;4.4;6.6;7.2;-8.6;-2.6
1526;5530b Cafetaria's e.d., ijssalons;2002 november;101.0;107.0;114.0;89.0;1.5;4.2;6.7;7.1;-4.9;-2.8
1527;5530b Cafetaria's e.d., ijssalons;2002 december;97.0;107.0;114.0;85.0;-4.2;3.5;6.4;7.1;-10.0;-3.3
1528;5530b Cafetaria's e.d., ijssalons;2002 4e kwartaal;100.0;107.0;114.0;88.0;-1.8;3.5;6.6;7.1;-7.8;-3.3
1529;5530b Cafetaria's e.d., ijssalons;2002;107.0;107.0;113.0;95.0;3.5;3.5;7.1;7.1;-3.3;-3.3
1530;5530b Cafetaria's e.d., ijssalons;2003 januari;95.0;107.0;115.0;83.0;1.6;1.6;4.6;4.6;-2.9;-2.9
1531;5530b Cafetaria's e.d., ijssalons;2003 februari;84.0;107.0;115.0;73.0;-8.1;-3.2;3.4;4.0;-11.1;-6.9
1532;5530b Cafetaria's e.d., ijssalons;2003 maart;105.0;107.0;116.0;91.0;-0.8;-2.3;3.3;3.8;-3.9;-5.8
1533;5530b Cafetaria's e.d., ijssalons;2003 1e kwartaal;95.0;107.0;115.0;82.0;-2.3;-2.3;3.8;3.8;-5.8;-5.8
1534;5530b Cafetaria's e.d., ijssalons;2003 april;110.0;107.0;116.0;95.0;-0.8;-1.9;3.1;3.6;-3.8;-5.3
1535;5530b Cafetaria's e.d., ijssalons;2003 mei;117.0;106.0;115.0;101.0;-0.9;-1.7;1.9;3.3;-2.8;-4.7
1536;5530b Cafetaria's e.d., ijssalons;2003 juni;119.0;107.0;115.0;103.0;1.0;-1.2;1.9;3.1;-0.9;-4.0
1537;5530b Cafetaria's e.d., ijssalons;2003 2e kwartaal;115.0;107.0;115.0;100.0;-0.2;-1.2;2.3;3.1;-2.5;-4.0
1538;5530b Cafetaria's e.d., ijssalons;2003 juli;120.0;107.0;116.0;104.0;2.1;-0.7;1.8;2.9;0.4;-3.4
1539;5530b Cafetaria's e.d., ijssalons;2003 augustus;119.0;107.0;116.0;103.0;-2.1;-0.9;1.7;2.7;-3.8;-3.4
1540;5530b Cafetaria's e.d., ijssalons;2003 september;106.0;106.0;116.0;92.0;-2.6;-1.1;1.5;2.6;-4.1;-3.5
1541;5530b Cafetaria's e.d., ijssalons;2003 3e kwartaal;115.0;106.0;116.0;99.0;-0.9;-1.1;1.6;2.6;-2.5;-3.5
1542;5530b Cafetaria's e.d., ijssalons;2003 oktober;101.0;106.0;116.0;87.0;-1.2;-1.1;1.6;2.5;-2.7;-3.4
1543;5530b Cafetaria's e.d., ijssalons;2003 november;96.0;106.0;116.0;83.0;-5.4;-1.4;1.4;2.4;-6.8;-3.7
1544;5530b Cafetaria's e.d., ijssalons;2003 december;96.0;106.0;116.0;82.0;-1.7;-1.5;1.6;2.3;-3.3;-3.7
1545;5530b Cafetaria's e.d., ijssalons;2003 4e kwartaal;97.0;106.0;116.0;84.0;-2.8;-1.5;1.5;2.3;-4.2;-3.7
1546;5530b Cafetaria's e.d., ijssalons;2003;106.0;106.0;116.0;91.0;-1.5;-1.5;2.3;2.3;-3.7;-3.7
1547;5530b Cafetaria's e.d., ijssalons;2004 januari;89.0;105.0;117.0;76.0;-6.7;-6.7;1.2;1.2;-7.8;-7.8
1548;5530b Cafetaria's e.d., ijssalons;2004 februari;88.0;105.0;117.0;76.0;5.2;-1.1;1.3;1.3;3.8;-2.4
1549;5530b Cafetaria's e.d., ijssalons;2004 maart;96.0;105.0;117.0;82.0;-8.4;-3.8;1.2;1.2;-9.5;-5.0
1550;5530b Cafetaria's e.d., ijssalons;2004 1e kwartaal;91.0;105.0;117.0;78.0;-3.8;-3.8;1.2;1.2;-5.0;-5.0
1551;5530b Cafetaria's e.d., ijssalons;2004 april;111.0;105.0;117.0;95.0;0.4;-2.6;1.4;1.3;-0.9;-3.9
1552;5530b Cafetaria's e.d., ijssalons;2004 mei;121.0;105.0;118.0;102.0;3.4;-1.3;2.5;1.5;0.9;-2.8
1553;5530b Cafetaria's e.d., ijssalons;2004 juni;115.0;105.0;118.0;97.0;-3.0;-1.6;2.5;1.7;-5.4;-3.3
1554;5530b Cafetaria's e.d., ijssalons;2004 2e kwartaal;116.0;105.0;118.0;98.0;0.2;-1.6;2.1;1.7;-1.9;-3.3
1555;5530b Cafetaria's e.d., ijssalons;2004 juli;123.0;105.0;118.0;104.0;2.8;-0.9;2.3;1.8;0.5;-2.7
1556;5530b Cafetaria's e.d., ijssalons;2004 augustus;122.0;105.0;118.0;103.0;2.4;-0.4;2.4;1.9;-0.1;-2.3
1557;5530b Cafetaria's e.d., ijssalons;2004 september;105.0;105.0;118.0;89.0;-1.0;-0.5;2.3;1.9;-3.3;-2.4
1558;5530b Cafetaria's e.d., ijssalons;2004 3e kwartaal;117.0;105.0;118.0;99.0;1.5;-0.5;2.4;1.9;-0.9;-2.4
1559;5530b Cafetaria's e.d., ijssalons;2004 oktober;103.0;105.0;118.0;87.0;1.6;-0.3;2.4;2.0;-0.8;-2.3
1560;5530b Cafetaria's e.d., ijssalons;2004 november;91.0;105.0;119.0;76.0;-5.0;-0.7;2.5;2.0;-7.3;-2.7
1561;5530b Cafetaria's e.d., ijssalons;2004 december;96.0;105.0;119.0;80.0;-0.1;-0.7;2.7;2.1;-2.7;-2.7
1562;5530b Cafetaria's e.d., ijssalons;2004 4e kwartaal;96.0;105.0;119.0;81.0;-1.1;-0.7;2.5;2.1;-3.6;-2.7
1563;5530b Cafetaria's e.d., ijssalons;2004;105.0;105.0;118.0;89.0;-0.7;-0.7;2.1;2.1;-2.7;-2.7
1564;5530b Cafetaria's e.d., ijssalons;2005 januari;91.0;105.0;119.0;77.0;2.9;2.9;2.3;2.3;0.6;0.6
1565;5530b Cafetaria's e.d., ijssalons;2005 februari;85.0;105.0;119.0;72.0;-3.2;-0.1;2.2;2.3;-5.3;-2.3
1566;5530b Cafetaria's e.d., ijssalons;2005 maart;95.0;105.0;119.0;79.0;-1.3;-0.5;2.1;2.2;-3.3;-2.7
1567;5530b Cafetaria's e.d., ijssalons;2005 1e kwartaal;91.0;105.0;119.0;76.0;-0.5;-0.5;2.2;2.2;-2.7;-2.7
1568;5530b Cafetaria's e.d., ijssalons;2005 april;108.0;105.0;120.0;90.0;-2.3;-1.0;2.2;2.2;-4.4;-3.2
1569;5530b Cafetaria's e.d., ijssalons;2005 mei;118.0;104.0;120.0;99.0;-2.1;-1.3;1.1;2.0;-3.1;-3.2
1570;5530b Cafetaria's e.d., ijssalons;2005 juni;119.0;105.0;121.0;99.0;3.6;-0.4;1.9;2.0;1.6;-2.3
1571;5530b Cafetaria's e.d., ijssalons;2005 2e kwartaal;115.0;105.0;120.0;96.0;-0.3;-0.4;1.8;2.0;-2.0;-2.3
1572;5530b Cafetaria's e.d., ijssalons;2005 juli;125.0;105.0;121.0;104.0;1.2;-0.1;1.9;2.0;-0.6;-2.0
1573;5530b Cafetaria's e.d., ijssalons;2005 augustus;122.0;105.0;121.0;101.0;0.4;0.0;1.8;1.9;-1.3;-1.9
1574;5530b Cafetaria's e.d., ijssalons;2005 september;110.0;105.0;121.0;91.0;4.7;0.5;1.9;1.9;2.8;-1.4
1575;5530b Cafetaria's e.d., ijssalons;2005 3e kwartaal;119.0;105.0;121.0;99.0;2.0;0.5;1.8;1.9;0.1;-1.4
1576;5530b Cafetaria's e.d., ijssalons;2005 oktober;107.0;106.0;121.0;89.0;4.2;0.8;1.8;1.9;2.4;-1.1
1577;5530b Cafetaria's e.d., ijssalons;2005 november;95.0;106.0;121.0;79.0;4.7;1.1;1.8;1.9;2.9;-0.7
1578;5530b Cafetaria's e.d., ijssalons;2005 december;99.0;106.0;121.0;82.0;3.4;1.3;1.4;1.9;1.9;-0.5
1579;5530b Cafetaria's e.d., ijssalons;2005 4e kwartaal;100.0;106.0;121.0;83.0;4.1;1.3;1.7;1.9;2.4;-0.6
1580;5530b Cafetaria's e.d., ijssalons;2005;106.0;106.0;120.0;88.0;1.3;1.3;1.9;1.9;-0.5;-0.5
1581;5530b Cafetaria's e.d., ijssalons;2006 januari;92.0;106.0;121.0;76.0;0.3;0.3;1.5;1.5;-1.2;-1.2
1582;5530b Cafetaria's e.d., ijssalons;2006 februari;88.0;106.0;121.0;72.0;2.5;1.4;1.7;1.6;0.8;-0.2
1583;5530b Cafetaria's e.d., ijssalons;2006 maart;99.0;107.0;122.0;81.0;4.4;2.4;2.0;1.7;2.4;0.7
1584;5530b Cafetaria's e.d., ijssalons;2006 1e kwartaal;93.0;107.0;121.0;76.0;2.4;2.4;1.7;1.7;0.7;0.7
1585;5530b Cafetaria's e.d., ijssalons;2006 april;110.0;107.0;122.0;90.0;1.8;2.3;1.9;1.8;-0.1;0.5
1586;5530b Cafetaria's e.d., ijssalons;2006 mei;117.0;107.0;122.0;96.0;-1.3;1.4;1.9;1.8;-3.1;-0.4
1587;5530b Cafetaria's e.d., ijssalons;2006 juni;122.0;107.0;122.0;100.0;2.3;1.6;1.3;1.7;0.9;-0.1
1588;5530b Cafetaria's e.d., ijssalons;2006 2e kwartaal;116.0;107.0;122.0;95.0;0.9;1.6;1.7;1.7;-0.8;-0.1
1589;5530b Cafetaria's e.d., ijssalons;2006 juli;128.0;107.0;122.0;105.0;2.5;1.5;1.7;1.7;0.9;0.0
1590;5530b Cafetaria's e.d., ijssalons;2006 augustus;127.0;108.0;123.0;103.0;3.7;1.6;1.8;1.7;1.8;0.3
1591;5530b Cafetaria's e.d., ijssalons;2006 september;118.0;108.0;123.0;96.0;7.2;1.9;2.0;1.8;5.1;0.8
1592;5530b Cafetaria's e.d., ijssalons;2006 3e kwartaal;124.0;108.0;123.0;101.0;4.4;2.6;1.8;1.8;2.5;0.8
1593;5530b Cafetaria's e.d., ijssalons;2006 oktober;113.0;109.0;123.0;92.0;5.3;2.0;2.2;1.8;3.0;1.0
1594;5530b Cafetaria's e.d., ijssalons;2006 november;103.0;110.0;123.0;84.0;8.6;2.3;2.2;1.8;6.3;1.5
1595;5530b Cafetaria's e.d., ijssalons;2006 december;106.0;110.0;123.0;86.0;7.9;2.5;2.2;1.9;5.5;1.8
1596;5530b Cafetaria's e.d., ijssalons;2006 4e kwartaal;107.0;110.0;123.0;87.0;7.2;3.7;2.2;1.9;4.9;1.8
1597;5530b Cafetaria's e.d., ijssalons;2006;110.0;110.0;122.0;90.0;3.7;3.7;1.9;1.9;1.8;1.8
1598;5530b Cafetaria's e.d., ijssalons;2007 januari;100.0;111.0;125.0;80.0;8.8;8.8;3.2;3.2;5.4;5.4
1599;5530b Cafetaria's e.d., ijssalons;2007 februari;99.0;112.0;126.0;78.0;13.0;10.8;4.0;3.6;8.7;7.0
1600;5530b Cafetaria's e.d., ijssalons;2007 maart;112.0;113.0;127.0;88.0;13.1;11.7;4.0;3.7;8.8;7.7
1601;5530b Cafetaria's e.d., ijssalons;2007 1e kwartaal;104.0;113.0;126.0;82.0;11.7;11.7;3.7;3.7;7.6;7.6
1602;5530b Cafetaria's e.d., ijssalons;2007 april;124.0;114.0;126.0;98.0;12.5;11.9;3.6;3.7;8.6;7.9
1603;5530b Cafetaria's e.d., ijssalons;2007 mei;129.0;115.0;127.0;102.0;10.4;11.6;4.1;3.8;6.0;7.5
1604;5530b Cafetaria's e.d., ijssalons;2007 juni;131.0;116.0;127.0;103.0;7.4;10.8;4.3;3.9;3.0;6.6
1605;5530b Cafetaria's e.d., ijssalons;2007 2e kwartaal;128.0;116.0;127.0;101.0;10.0;10.8;4.0;3.9;5.8;6.6
1606;5530b Cafetaria's e.d., ijssalons;2007 juli;128.0;116.0;127.0;101.0;0.3;9.0;3.8;3.9;-3.3;4.9
1607;5530b Cafetaria's e.d., ijssalons;2007 augustus;129.0;116.0;127.0;101.0;1.6;7.9;3.9;3.9;-2.2;3.9
1608;5530b Cafetaria's e.d., ijssalons;2007 september;117.0;116.0;128.0;92.0;-0.7;6.9;4.0;3.9;-4.5;2.9
1609;5530b Cafetaria's e.d., ijssalons;2007 3e kwartaal;125.0;116.0;127.0;98.0;0.4;6.9;3.9;3.9;-3.3;2.9
1610;5530b Cafetaria's e.d., ijssalons;2007 oktober;114.0;116.0;128.0;90.0;1.6;6.4;4.0;3.9;-2.3;2.4
1611;5530b Cafetaria's e.d., ijssalons;2007 november;106.0;116.0;128.0;82.0;2.4;6.0;4.1;3.9;-1.6;2.1
1612;5530b Cafetaria's e.d., ijssalons;2007 december;110.0;117.0;129.0;85.0;3.3;5.8;4.4;3.9;-1.0;1.8
1613;5530b Cafetaria's e.d., ijssalons;2007 4e kwartaal;110.0;117.0;128.0;86.0;2.4;5.8;4.1;3.9;-1.6;1.8
1614;5530b Cafetaria's e.d., ijssalons;2007;117.0;117.0;127.0;92.0;5.8;5.8;3.9;3.9;1.8;1.8
1615;5530b Cafetaria's e.d., ijssalons;2008 januari;103.0;117.0;130.0;79.0;3.1;3.1;4.2;4.2;-1.1;-1.1
1616;5530b Cafetaria's e.d., ijssalons;2008 februari;105.0;117.0;131.0;80.0;6.0;4.6;3.5;3.8;2.5;0.7
1617;5530b Cafetaria's e.d., ijssalons;2008 maart;109.0;117.0;131.0;84.0;-2.4;2.1;3.2;3.6;-5.4;-1.5
1618;5530b Cafetaria's e.d., ijssalons;2008 1e kwartaal;106.0;117.0;131.0;81.0;2.1;2.1;3.6;3.6;-1.5;-1.5
1619;5530b Cafetaria's e.d., ijssalons;2008 april;121.0;117.0;131.0;92.0;-2.5;0.8;3.7;3.6;-6.0;-2.8
1620;5530b Cafetaria's e.d., ijssalons;2008 mei;131.0;117.0;131.0;100.0;1.7;1.0;3.7;3.7;-2.0;-2.6
1621;5530b Cafetaria's e.d., ijssalons;2008 juni;127.0;117.0;131.0;96.0;-3.5;0.1;3.3;3.6;-6.6;-3.3
1622;5530b Cafetaria's e.d., ijssalons;2008 2e kwartaal;126.0;117.0;131.0;96.0;-1.5;0.1;3.6;3.6;-4.9;-3.3
1623;5530b Cafetaria's e.d., ijssalons;2008 juli;128.0;117.0;132.0;97.0;-0.6;0.0;3.6;3.6;-4.0;-3.4
1624;5530b Cafetaria's e.d., ijssalons;2008 augustus;129.0;117.0;132.0;98.0;0.1;0.0;3.4;3.6;-3.2;-3.4
1625;5530b Cafetaria's e.d., ijssalons;2008 september;114.0;116.0;132.0;87.0;-2.3;-0.2;3.3;3.5;-5.4;-3.6
1626;5530b Cafetaria's e.d., ijssalons;2008 3e kwartaal;124.0;116.0;132.0;94.0;-0.9;-0.2;3.4;3.5;-4.2;-3.6
1627;5530b Cafetaria's e.d., ijssalons;2008 oktober;118.0;117.0;132.0;89.0;2.9;0.1;3.4;3.5;-0.5;-3.3
1628;5530b Cafetaria's e.d., ijssalons;2008 november;108.0;117.0;132.0;82.0;2.1;0.2;3.2;3.5;-1.1;-3.1
1629;5530b Cafetaria's e.d., ijssalons;2008 december;113.0;117.0;133.0;85.0;2.2;0.4;2.9;3.4;-0.7;-2.9
1630;5530b Cafetaria's e.d., ijssalons;2008 4e kwartaal;113.0;117.0;132.0;85.0;2.4;0.4;3.2;3.4;-0.7;-2.9
1631;5530b Cafetaria's e.d., ijssalons;2008;117.0;117.0;131.0;89.0;0.4;0.4;3.4;3.4;-2.9;-2.9
1632;554 Cafés en dergelijke;1993 januari;70.0;;;;;;;;;
1633;554 Cafés en dergelijke;1993 februari;73.0;;;;;;;;;
1634;554 Cafés en dergelijke;1993 maart;71.0;;;;;;;;;
1635;554 Cafés en dergelijke;1993 1e kwartaal;71.0;;;;;;;;;
1636;554 Cafés en dergelijke;1993 april;79.0;;;;;;;;;
1637;554 Cafés en dergelijke;1993 mei;87.0;;;;;;;;;
1638;554 Cafés en dergelijke;1993 juni;84.0;;;;;;;;;
1639;554 Cafés en dergelijke;1993 2e kwartaal;83.0;;;;;;;;;
1640;554 Cafés en dergelijke;1993 juli;84.0;;;;;;;;;
1641;554 Cafés en dergelijke;1993 augustus;79.0;;;;;;;;;
1642;554 Cafés en dergelijke;1993 september;78.0;;;;;;;;;
1643;554 Cafés en dergelijke;1993 3e kwartaal;80.0;;;;;;;;;
1644;554 Cafés en dergelijke;1993 oktober;75.0;;;;;;;;;
1645;554 Cafés en dergelijke;1993 november;72.0;;;;;;;;;
1646;554 Cafés en dergelijke;1993 december;77.0;77.0;;;;;;;;
1647;554 Cafés en dergelijke;1993 4e kwartaal;75.0;77.0;;;;;;;;
1648;554 Cafés en dergelijke;1993;77.0;77.0;;;;;;;;
1649;554 Cafés en dergelijke;1994 januari;71.0;77.0;;;1.8;1.8;;;;
1650;554 Cafés en dergelijke;1994 februari;77.0;78.0;;;5.1;3.5;;;;
1651;554 Cafés en dergelijke;1994 maart;74.0;78.0;;;5.4;4.1;;;;
1652;554 Cafés en dergelijke;1994 1e kwartaal;74.0;78.0;;;4.1;4.1;;;;
1653;554 Cafés en dergelijke;1994 april;81.0;78.0;;;2.6;3.7;;;;
1654;554 Cafés en dergelijke;1994 mei;89.0;78.0;;;1.7;3.2;;;;
1655;554 Cafés en dergelijke;1994 juni;83.0;78.0;;;-0.9;2.5;;;;
1656;554 Cafés en dergelijke;1994 2e kwartaal;84.0;78.0;;;1.1;2.5;;;;
1657;554 Cafés en dergelijke;1994 juli;86.0;79.0;;;2.5;2.5;;;;
1658;554 Cafés en dergelijke;1994 augustus;80.0;79.0;;;1.5;2.4;;;;
1659;554 Cafés en dergelijke;1994 september;75.0;78.0;;;-2.8;1.8;;;;
1660;554 Cafés en dergelijke;1994 3e kwartaal;81.0;78.0;;;0.5;1.8;;;;
1661;554 Cafés en dergelijke;1994 oktober;74.0;78.0;;;-0.9;1.5;;;;
1662;554 Cafés en dergelijke;1994 november;72.0;78.0;;;-1.0;1.3;;;;
1663;554 Cafés en dergelijke;1994 december;77.0;78.0;;;0.9;1.3;;;;
1664;554 Cafés en dergelijke;1994 4e kwartaal;75.0;78.0;;;-0.3;1.3;;;;
1665;554 Cafés en dergelijke;1994;78.0;78.0;;;1.3;1.3;;;;
1666;554 Cafés en dergelijke;1995 januari;68.0;78.0;;;-4.8;-4.8;;;;
1667;554 Cafés en dergelijke;1995 februari;76.0;78.0;;;-0.5;-2.6;;;;
1668;554 Cafés en dergelijke;1995 maart;71.0;78.0;;;-4.3;-3.1;;;;
1669;554 Cafés en dergelijke;1995 1e kwartaal;72.0;78.0;;;-3.1;-3.1;;;;
1670;554 Cafés en dergelijke;1995 april;80.0;78.0;;;-1.0;-2.6;;;;
1671;554 Cafés en dergelijke;1995 mei;85.0;77.0;;;-4.5;-3.0;;;;
1672;554 Cafés en dergelijke;1995 juni;89.0;78.0;;;7.0;-1.3;;;;
1673;554 Cafés en dergelijke;1995 2e kwartaal;85.0;78.0;;;0.4;-1.3;;;;
1674;554 Cafés en dergelijke;1995 juli;93.0;78.0;;;8.3;0.2;;;;
1675;554 Cafés en dergelijke;1995 augustus;91.0;79.0;;;13.9;1.9;;;;
1676;554 Cafés en dergelijke;1995 september;78.0;80.0;;;3.9;2.1;;;;
1677;554 Cafés en dergelijke;1995 3e kwartaal;88.0;80.0;;;8.8;2.1;;;;
1678;554 Cafés en dergelijke;1995 oktober;73.0;80.0;;;-1.3;1.8;;;;
1679;554 Cafés en dergelijke;1995 november;72.0;80.0;;;1.0;1.7;;;;
1680;554 Cafés en dergelijke;1995 december;80.0;80.0;;;2.9;1.8;;;;
1681;554 Cafés en dergelijke;1995 4e kwartaal;75.0;80.0;;;0.9;1.8;;;;
1682;554 Cafés en dergelijke;1995;80.0;80.0;;;1.8;1.8;;;;
1683;554 Cafés en dergelijke;1996 januari;67.0;80.0;;;-1.0;-1.0;;;;
1684;554 Cafés en dergelijke;1996 februari;76.0;80.0;;;-0.7;-0.8;;;;
1685;554 Cafés en dergelijke;1996 maart;72.0;80.0;;;1.4;-0.1;;;;
1686;554 Cafés en dergelijke;1996 1e kwartaal;72.0;80.0;;;-0.1;-0.1;;;;
1687;554 Cafés en dergelijke;1996 april;80.0;80.0;;;0.5;0.1;;;;
