ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBedrijven_1;k_1WerkzaamPersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100Tot150WerkzamePersonen_9;k_150Tot200WerkzamePersonen_10;k_200Tot250WerkzamePersonen_11;k_250Tot500WerkzamePersonen_12;k_500Tot1000WerkzamePersonen_13;k_1000Tot2000WerkzamePersonen_14;k_2000WerkzamePersonenOfMeer_15;k_0Tot50WerkzamePersonen_16;k_0Tot250WerkzamePersonen_17;k_2Tot10WerkzamePersonen_18;k_10Tot50WerkzamePersonen_19;k_50Tot250WerkzamePersonen_20;TotaalNatuurlijkePersonen_21;Eenmanszaak_22;MaatschapSamenwerking_23;VennootschapOnderFirmaVOF_24;CommanditaireVennootschapCV_25;TotaalRechtspersonen_26;BeslotenVennootschapBV_27;NaamlozeVennootschapNV_28;CooperatieveVereniging_29;VerenigingOfStichting_30;Overheid_31;OverigOfOnbekend_32
32;A-U Alle economische activiteiten;2015 1e kwartaal;1468250.0;1084065.0;172055.0;88135.0;61940.0;30345.0;18235.0;6380.0;2265.0;1270.0;710.0;1425.0;750.0;415.0;255.0;1454775.0;1465405.0;322130.0;48580.0;10630.0;1108455.0;912960.0;33345.0;155540.0;6610.0;359795.0;316570.0;1060.0;2005.0;36270.0;890.0;3000.0
33;A-U Alle economische activiteiten;2015 2e kwartaal;1480090.0;1094155.0;172140.0;88455.0;62500.0;30595.0;18405.0;6590.0;2335.0;1240.0;765.0;1475.0;760.0;420.0;255.0;1466245.0;1477180.0;323090.0;49000.0;10935.0;1114645.0;919365.0;33300.0;155395.0;6590.0;365445.0;321595.0;1085.0;2120.0;36765.0;880.0;3000.0
34;A-U Alle economische activiteiten;2015 3e kwartaal;1506225.0;1121640.0;173160.0;88570.0;61460.0;29795.0;18045.0;6410.0;2320.0;1215.0;745.0;1445.0;745.0;400.0;270.0;1492675.0;1503365.0;323195.0;47840.0;10690.0;1133230.0;936665.0;33530.0;156470.0;6565.0;372995.0;328950.0;1090.0;2195.0;36900.0;885.0;2980.0
35;A-U Alle economische activiteiten;2015 4e kwartaal;1523635.0;1136220.0;173595.0;88855.0;62240.0;30555.0;18440.0;6540.0;2335.0;1245.0;740.0;1465.0;740.0;405.0;265.0;1509905.0;1520760.0;324690.0;48995.0;10855.0;1153875.0;955770.0;33740.0;157765.0;6600.0;369760.0;326260.0;1075.0;2170.0;36475.0;875.0;2905.0
36;A-U Alle economische activiteiten;2016 1e kwartaal;1536050.0;1148860.0;173520.0;88905.0;62125.0;30540.0;18370.0;6495.0;2365.0;1240.0;740.0;1475.0;730.0;425.0;260.0;1522325.0;1533160.0;324555.0;48910.0;10835.0;1165870.0;967235.0;33830.0;158185.0;6620.0;370175.0;326740.0;1065.0;2220.0;36400.0;870.0;2885.0
37;A-U Alle economische activiteiten;2016 2e kwartaal;1549680.0;1162250.0;173790.0;88935.0;62180.0;30370.0;18405.0;6535.0;2340.0;1240.0;750.0;1465.0;740.0;420.0;260.0;1535925.0;1546790.0;324900.0;48770.0;10865.0;1173915.0;975485.0;33845.0;157980.0;6605.0;375765.0;331855.0;1070.0;2320.0;36815.0;870.0;2835.0
38;A-U Alle economische activiteiten;2016 3e kwartaal;1575635.0;1184635.0;176915.0;89390.0;62295.0;30335.0;18365.0;6500.0;2325.0;1230.0;750.0;1475.0;735.0;415.0;260.0;1561935.0;1572745.0;328600.0;48700.0;10810.0;1193050.0;993430.0;34025.0;159060.0;6535.0;382585.0;338335.0;1070.0;2420.0;37030.0;880.0;2850.0
39;A-U Alle economische activiteiten;2016 4e kwartaal;1581740.0;1186460.0;177905.0;90185.0;62985.0;31205.0;18975.0;6635.0;2400.0;1230.0;785.0;1520.0;760.0;415.0;270.0;1567715.0;1578770.0;331075.0;50180.0;11055.0;1203760.0;1002815.0;34115.0;160245.0;6580.0;377980.0;334315.0;1055.0;2410.0;36545.0;875.0;2780.0
40;A-U Alle economische activiteiten;2017 1e kwartaal;1587250.0;1195400.0;175640.0;89160.0;62830.0;31330.0;18880.0;6625.0;2415.0;1220.0;790.0;1515.0;770.0;420.0;265.0;1573235.0;1584285.0;327625.0;50210.0;11050.0;1209275.0;1010590.0;34135.0;158095.0;6450.0;377975.0;333815.0;1095.0;2405.0;36915.0;945.0;2805.0
41;A-U Alle economische activiteiten;2017 2e kwartaal;1606645.0;1213055.0;176905.0;89490.0;62940.0;31280.0;18865.0;6695.0;2415.0;1220.0;770.0;1560.0;765.0;410.0;275.0;1592535.0;1603635.0;329335.0;50145.0;11100.0;1219080.0;1019755.0;34180.0;158455.0;6690.0;387560.0;342320.0;1145.0;2490.0;37820.0;945.0;2845.0
42;A-U Alle economische activiteiten;2017 3e kwartaal;1629995.0;1234215.0;178860.0;89810.0;62720.0;31230.0;18980.0;6705.0;2450.0;1215.0;765.0;1580.0;775.0;415.0;265.0;1615820.0;1626955.0;331395.0;50210.0;11130.0;1236600.0;1035870.0;34290.0;159845.0;6595.0;393395.0;347915.0;1155.0;2550.0;37965.0;950.0;2860.0
43;A-U Alle economische activiteiten;2017 4e kwartaal;1648230.0;1249350.0;179270.0;90155.0;63400.0;32070.0;19550.0;6840.0;2455.0;1270.0;755.0;1625.0;785.0;425.0;275.0;1633795.0;1645120.0;332830.0;51620.0;11325.0;1258210.0;1056165.0;34370.0;161055.0;6620.0;390020.0;344985.0;1135.0;2520.0;37610.0;950.0;2825.0
44;A-U Alle economische activiteiten;2018 1e kwartaal;1665795.0;1269775.0;178490.0;86895.0;64420.0;32210.0;19465.0;6880.0;2485.0;1280.0;765.0;1625.0;800.0;420.0;280.0;1651255.0;1662670.0;329805.0;51670.0;11415.0;1273340.0;1070500.0;34455.0;161725.0;6660.0;392455.0;347240.0;1125.0;2520.0;37840.0;945.0;2790.0
45;A-U Alle economische activiteiten;2018 2e kwartaal;1676935.0;1279700.0;179375.0;87360.0;64525.0;31875.0;19500.0;6890.0;2505.0;1270.0;815.0;1625.0;790.0;430.0;275.0;1662335.0;1673815.0;331260.0;51375.0;11480.0;1279110.0;1077290.0;34260.0;160965.0;6590.0;397825.0;352485.0;1120.0;2600.0;37965.0;885.0;2770.0
46;A-U Alle economische activiteiten;2018 3e kwartaal;1703400.0;1303660.0;181130.0;87640.0;64475.0;32215.0;19570.0;6940.0;2535.0;1250.0;825.0;1645.0;805.0;425.0;285.0;1688695.0;1700240.0;333245.0;51785.0;11545.0;1300075.0;1097120.0;34380.0;162100.0;6475.0;403325.0;357880.0;1080.0;2620.0;38070.0;880.0;2790.0
47;A-U Alle economische activiteiten;2018 4e kwartaal;1726190.0;1323000.0;182555.0;87985.0;64575.0;33020.0;20085.0;7095.0;2565.0;1250.0;840.0;1665.0;840.0;430.0;290.0;1711220.0;1722970.0;335115.0;53105.0;11745.0;1324705.0;1120550.0;34410.0;163155.0;6595.0;401485.0;355740.0;1115.0;2640.0;38245.0;950.0;2795.0
48;A-U Alle economische activiteiten;2019 1e kwartaal;1754580.0;1349770.0;183300.0;88690.0;64990.0;32760.0;20155.0;7060.0;2560.0;1265.0;845.0;1635.0;840.0;430.0;285.0;1739665.0;1751390.0;336980.0;52915.0;11725.0;1344815.0;1139455.0;34700.0;164040.0;6620.0;409765.0;358090.0;1100.0;2685.0;39910.0;985.0;6995.0
49;A-U Alle economische activiteiten;2019 2e kwartaal;1772960.0;1367715.0;183455.0;89265.0;64965.0;32615.0;20030.0;7055.0;2495.0;1325.0;835.0;1650.0;830.0;440.0;285.0;1758050.0;1769755.0;337685.0;52650.0;11700.0;1357860.0;1153020.0;34510.0;163715.0;6615.0;415100.0;363125.0;1105.0;2760.0;40110.0;935.0;7065.0
50;A-U Alle economische activiteiten;2019 3e kwartaal;1792145.0;1386375.0;184110.0;89180.0;64935.0;32510.0;20045.0;7070.0;2520.0;1330.0;835.0;1655.0;845.0;445.0;285.0;1777160.0;1788910.0;338225.0;52555.0;11755.0;1375270.0;1170280.0;34460.0;163965.0;6570.0;416870.0;365315.0;1095.0;2775.0;39790.0;920.0;6975.0
51;A-U Alle economische activiteiten;2019 4e kwartaal;1828160.0;1417495.0;186805.0;89765.0;65150.0;33250.0;20535.0;7120.0;2565.0;1330.0;855.0;1695.0;860.0;450.0;290.0;1813000.0;1824870.0;341720.0;53785.0;11875.0;1411285.0;1203550.0;34635.0;166440.0;6660.0;416875.0;365670.0;1085.0;2775.0;39280.0;915.0;7145.0
52;A-U Alle economische activiteiten;2020 1e kwartaal;1851165.0;1440295.0;181805.0;93400.0;66165.0;33760.0;20545.0;7145.0;2580.0;1320.0;870.0;1685.0;845.0;445.0;300.0;1835970.0;1847885.0;341370.0;54305.0;11915.0;1431250.0;1222460.0;34615.0;167030.0;7140.0;419915.0;368590.0;1085.0;2795.0;39335.0;935.0;7175.0
53;A-U Alle economische activiteiten;2020 2e kwartaal;1871415.0;1458825.0;183760.0;93645.0;65990.0;33615.0;20395.0;7170.0;2510.0;1365.0;855.0;1690.0;855.0;445.0;295.0;1856230.0;1868130.0;343390.0;54010.0;11900.0;1446010.0;1237280.0;34455.0;167200.0;7080.0;425400.0;373645.0;1100.0;2845.0;39745.0;935.0;7135.0
54;A-U Alle economische activiteiten;2020 3e kwartaal;1896405.0;1484495.0;184240.0;93570.0;65505.0;33130.0;20305.0;7135.0;2510.0;1360.0;850.0;1700.0;855.0;455.0;295.0;1881245.0;1893105.0;343315.0;53435.0;11860.0;1466230.0;1257300.0;34415.0;167410.0;7105.0;430175.0;379505.0;1085.0;2915.0;38600.0;935.0;7135.0
55;A-U Alle economische activiteiten;2020 4e kwartaal;1899940.0;1487100.0;184850.0;93735.0;65950.0;33245.0;20085.0;7065.0;2505.0;1305.0;835.0;1675.0;845.0;450.0;290.0;1884965.0;1896675.0;344535.0;53330.0;11715.0;1477215.0;1267025.0;34360.0;168695.0;7135.0;422725.0;374335.0;1050.0;2825.0;36535.0;930.0;7050.0
56;A-U Alle economische activiteiten;2021 1e kwartaal;1918945.0;1502995.0;186830.0;93820.0;66200.0;33725.0;20305.0;7125.0;2505.0;1290.0;875.0;1665.0;875.0;440.0;295.0;1903875.0;1915675.0;346855.0;54030.0;11800.0;1492585.0;1281040.0;34330.0;170085.0;7130.0;426365.0;377660.0;1055.0;2855.0;36760.0;930.0;7110.0
57;A-U Alle economische activiteiten;2021 2e kwartaal;1955515.0;1538595.0;189150.0;94835.0;65795.0;32495.0;19685.0;7005.0;2535.0;1295.0;840.0;1680.0;865.0;450.0;290.0;1940555.0;1952230.0;349780.0;52180.0;11675.0;1512875.0;1301055.0;34180.0;170445.0;7200.0;442640.0;390900.0;1075.0;3070.0;39455.0;930.0;7210.0
58;A-U Alle economische activiteiten;2021 3e kwartaal;2001120.0;1580595.0;192535.0;95480.0;65460.0;32470.0;19705.0;6945.0;2525.0;1315.0;800.0;1705.0;850.0;445.0;290.0;1986235.0;1997820.0;353470.0;52170.0;11585.0;1543250.0;1328970.0;34235.0;172630.0;7420.0;457870.0;404510.0;1070.0;3200.0;40760.0;920.0;7405.0
59;A-U Alle economische activiteiten;2021 4e kwartaal;2046055.0;1618825.0;193735.0;96025.0;67305.0;34290.0;20695.0;7110.0;2565.0;1320.0;825.0;1720.0;890.0;445.0;300.0;2030880.0;2042705.0;357070.0;54985.0;11825.0;1577655.0;1360965.0;34255.0;174875.0;7565.0;468400.0;413775.0;1085.0;3285.0;41725.0;920.0;7610.0
60;A-U Alle economische activiteiten;2022 1e kwartaal;2082615.0;1652175.0;195515.0;95585.0;67750.0;35040.0;21195.0;7230.0;2545.0;1360.0;830.0;1735.0;905.0;435.0;310.0;2067260.0;2079230.0;358845.0;56240.0;11965.0;1603950.0;1386995.0;34125.0;175220.0;7610.0;478660.0;422725.0;1090.0;3375.0;42765.0;915.0;7790.0
61;A-U Alle economische activiteiten;2022 2e kwartaal;2086670.0;1658245.0;194685.0;95760.0;67605.0;34185.0;20845.0;7215.0;2535.0;1365.0;810.0;1755.0;895.0;450.0;315.0;2071330.0;2083255.0;358050.0;55030.0;11925.0;1616230.0;1402565.0;33705.0;172630.0;7330.0;470440.0;416405.0;1055.0;3185.0;41285.0;890.0;7615.0
62;A-U Alle economische activiteiten;2022 3e kwartaal;2118140.0;1689170.0;194015.0;95765.0;67495.0;34970.0;21170.0;7290.0;2575.0;1370.0;860.0;1770.0;920.0;440.0;325.0;2102590.0;2114685.0;357280.0;56140.0;12095.0;1637865.0;1426125.0;33395.0;170995.0;7350.0;480275.0;425680.0;1055.0;3215.0;41725.0;900.0;7695.0
63;A-U Alle economische activiteiten;2022 4e kwartaal;2151195.0;1720095.0;193905.0;95750.0;68300.0;35535.0;21740.0;7490.0;2620.0;1375.0;875.0;1795.0;940.0;450.0;325.0;2135330.0;2147685.0;357955.0;57275.0;12355.0;1671785.0;1459660.0;33365.0;171265.0;7490.0;479410.0;424955.0;1040.0;3170.0;41675.0;895.0;7675.0
64;A-U Alle economische activiteiten;2023 1e kwartaal;2162100.0;1735350.0;191760.0;95170.0;67520.0;35110.0;21520.0;7295.0;2615.0;1390.0;870.0;1770.0;950.0;450.0;325.0;2146430.0;2158600.0;354450.0;56630.0;12170.0;1693880.0;1483240.0;33265.0;170085.0;7295.0;468215.0;414565.0;960.0;3005.0;41435.0;860.0;7395.0
65;A-U Alle economische activiteiten;2023 2e kwartaal;2202600.0;1776315.0;192315.0;94885.0;67180.0;34835.0;21395.0;7290.0;2640.0;1375.0;860.0;1795.0;950.0;445.0;325.0;2186920.0;2199080.0;354380.0;56230.0;12160.0;1721795.0;1511585.0;33185.0;169585.0;7435.0;480805.0;425705.0;1000.0;3135.0;42605.0;895.0;7460.0
66;A-U Alle economische activiteiten;2023 3e kwartaal;2241350.0;1814620.0;192930.0;94710.0;67060.0;34905.0;21385.0;7340.0;2620.0;1355.0;875.0;1820.0;955.0;455.0;325.0;2225610.0;2237795.0;354700.0;56290.0;12185.0;1750450.0;1540005.0;33065.0;169905.0;7470.0;490900.0;435215.0;1010.0;3190.0;43080.0;895.0;7515.0
67;A-U Alle economische activiteiten;2023 4e kwartaal;2274495.0;1845670.0;193735.0;94485.0;67495.0;35440.0;21825.0;7360.0;2605.0;1390.0;875.0;1855.0;960.0;475.0;330.0;2258645.0;2270880.0;355715.0;57260.0;12230.0;1783845.0;1572025.0;33050.0;171240.0;7525.0;490650.0;435470.0;995.0;3130.0;42770.0;885.0;7400.0
