ID;RegioS;Perioden;PaardenEnPonySTotaal_1;k_1Tot20Stuks_2;k_20Tot50Stuks_3;k_50Tot100Stuks_4;k_100Tot200Stuks_5;k_200StuksOfMeer_6;RundveeTotaal_7;k_1Tot20Stuks_8;k_20Tot50Stuks_9;k_50Tot100Stuks_10;k_100Tot200Stuks_11;k_200StuksOfMeer_12;MelkEnFokveeTotaal_13;k_1Tot20Stuks_14;k_20Tot50Stuks_15;k_50Tot100Stuks_16;k_100Tot200Stuks_17;k_200StuksOfMeer_18;VleesEnWeideveeTotaal_19;k_1Tot20Stuks_20;k_20Tot50Stuks_21;k_50Tot100Stuks_22;k_100Tot200Stuks_23;k_200StuksOfMeer_24;SchapenTotaal_25;k_1Tot20Stuks_26;k_20Tot50Stuks_27;k_50Tot100Stuks_28;k_100Tot200Stuks_29;k_200StuksOfMeer_30;GeitenTotaal_31;k_1Tot20Stuks_32;k_20Tot50Stuks_33;k_50Tot100Stuks_34;k_100Tot200Stuks_35;k_200StuksOfMeer_36;VarkensTotaal_37;k_1Tot200Stuks_38;k_200Tot500Stuks_39;k_500Tot1000Stuks_40;k_1000Tot2000Stuks_41;k_2000StuksOfMeer_42;BiggenTotaal_43;k_1Tot200Stuks_44;k_200Tot500Stuks_45;k_500Tot1000Stuks_46;k_1000Tot2000Stuks_47;k_2000StuksOfMeer_48;VleesvarkensTotaal_49;k_1Tot200Stuks_50;k_200Tot500Stuks_51;k_500Tot1000Stuks_52;k_1000Tot2000Stuks_53;k_2000StuksOfMeer_54;FokvarkensTotaal_55;k_1Tot200Stuks_56;k_200Tot500Stuks_57;k_500Tot1000Stuks_58;k_1000Tot2000Stuks_59;k_2000StuksOfMeer_60;KippenTotaal_61;k_1Tot5000Stuks_62;k_5000Tot10000Stuks_63;k_10000Tot25000Stuks_64;k_25000Tot50000Stuks_65;k_50000StuksOfMeer_66;VleeskuikensTotaal_67;k_1Tot5000Stuks_68;k_5000Tot10000Stuks_69;k_10000Tot25000Stuks_70;k_25000Tot50000Stuks_71;k_50000StuksOfMeer_72;OuderdierenVanVleesrassenTotaal_73;k_1Tot5000Stuks_74;k_5000Tot10000Stuks_75;k_10000Tot25000Stuks_76;k_25000Tot50000Stuks_77;k_50000StuksOfMeer_78;LeghennenTotaal_79;k_1Tot5000Stuks_80;k_5000Tot10000Stuks_81;k_10000Tot25000Stuks_82;k_25000Tot50000Stuks_83;k_50000StuksOfMeer_84;OuderdierenVanLeghennenTotaal_85;k_1Tot5000Stuks_86;k_5000Tot10000Stuks_87;k_10000Tot25000Stuks_88;k_25000Tot50000Stuks_89;k_50000StuksOfMeer_90;PaardenEnPonySTotaal_91;k_1Tot20Stuks_92;k_20Tot50Stuks_93;k_50Tot100Stuks_94;k_100Tot200Stuks_95;k_200StuksOfMeer_96;RundveeTotaal_97;k_1Tot20Stuks_98;k_20Tot50Stuks_99;k_50Tot100Stuks_100;k_100Tot200Stuks_101;k_200StuksOfMeer_102;MelkEnFokveeTotaal_103;k_1Tot20Stuks_104;k_20Tot50Stuks_105;k_50Tot100Stuks_106;k_100Tot200Stuks_107;k_200StuksOfMeer_108;VleesEnWeideveeTotaal_109;k_1Tot20Stuks_110;k_20Tot50Stuks_111;k_50Tot100Stuks_112;k_100Tot200Stuks_113;k_200StuksOfMeer_114;SchapenTotaal_115;k_1Tot20Stuks_116;k_20Tot50Stuks_117;k_50Tot100Stuks_118;k_100Tot200Stuks_119;k_200StuksOfMeer_120;GeitenTotaal_121;k_1Tot20Stuks_122;k_20Tot50Stuks_123;k_50Tot100Stuks_124;k_100Tot200Stuks_125;k_200StuksOfMeer_126;VarkensTotaal_127;k_1Tot200Stuks_128;k_200Tot500Stuks_129;k_500Tot1000Stuks_130;k_1000Tot2000Stuks_131;k_2000StuksOfMeer_132;BiggenTotaal_133;k_1Tot200Stuks_134;k_200Tot500Stuks_135;k_500Tot1000Stuks_136;k_1000Tot2000Stuks_137;k_2000StuksOfMeer_138;VleesvarkensTotaal_139;k_1Tot200Stuks_140;k_200Tot500Stuks_141;k_500Tot1000Stuks_142;k_1000Tot2000Stuks_143;k_2000StuksOfMeer_144;FokvarkensTotaal_145;k_1Tot200Stuks_146;k_200Tot500Stuks_147;k_500Tot1000Stuks_148;k_1000Tot2000Stuks_149;k_2000StuksOfMeer_150;KippenTotaal_151;k_1Tot5000Stuks_152;k_5000Tot10000Stuks_153;k_10000Tot25000Stuks_154;k_25000Tot50000Stuks_155;k_50000StuksOfMeer_156;VleeskuikensTotaal_157;k_1Tot5000Stuks_158;k_5000Tot10000Stuks_159;k_10000Tot25000Stuks_160;k_25000Tot50000Stuks_161;k_50000StuksOfMeer_162;OuderdierenVanVleesrassenTotaal_163;k_1Tot5000Stuks_164;k_5000Tot10000Stuks_165;k_10000Tot25000Stuks_166;k_25000Tot50000Stuks_167;k_50000StuksOfMeer_168;LeghennenTotaal_169;k_1Tot5000Stuks_170;k_5000Tot10000Stuks_171;k_10000Tot25000Stuks_172;k_25000Tot50000Stuks_173;k_50000StuksOfMeer_174;OuderdierenVanLeghennenTotaal_175;k_1Tot5000Stuks_176;k_5000Tot10000Stuks_177;k_10000Tot25000Stuks_178;k_25000Tot50000Stuks_179;k_50000StuksOfMeer_180
163;Limburg (PV);2003;1217;1097;86;29;5;0;1635;363;341;355;451;125;1140;267;141;283;379;70;979;513;255;117;52;42;463;178;102;104;48;31;124;103;6;1;1;13;951;73;152;188;276;262;516;17;73;154;187;85;812;207;157;187;193;68;527;192;240;62;25;8;282;54;32;50;57;89;43;1;2;6;14;20;25;2;5;11;4;3;217;52;25;34;39;67;;;;;;;9829;4753;2582;1900;594;0;144277;3409;11165;26350;60805;42548;97823;1909;4834;21397;50540;19143;46454;4018;7924;7747;6951;19814;35329;1417;3251;7312;6215;17134;12833;426;143;76;153;12035;1579518;6511;52510;140799;393560;986138;686039;1680;27656;114977;252247;289479;699278;10350;53870;136521;266798;231739;194201;23246;73308;40167;34150;23330;13186563;55117;239770;817210;2045848;10028618;2808463;767;19320;86060;524298;2178018;682350;5800;42250;185150;129550;319600;9695750;48800;177950;556200;1392000;7520800;;;;;;
164;Limburg (PV);2004;1189;1065;88;29;7;0;1587;359;303;352;461;112;1084;242;129;271;378;64;932;475;243;116;61;37;441;161;106;99;42;33;123;104;1;2;2;14;901;60;148;176;245;272;473;9;59;129;190;86;773;176;154;182;184;77;492;159;248;54;26;5;282;52;25;50;60;95;49;2;1;7;11;28;19;3;5;5;4;2;217;48;20;38;46;65;;;;;;;10103;4759;2619;1863;862;0;142178;3439;9816;26112;63011;39800;95859;1514;4356;20604;51221;18164;46319;3733;7646;7862;8459;18619;36459;1312;3386;7241;5649;18871;17117;419;27;170;298;16203;1580012;6445;51793;130358;357940;1033476;676890;898;21442;94598;261588;298364;718061;10892;53650;132628;257310;263581;185061;18938;77976;35799;35531;16817;12758570;53353;195550;836627;2112514;9560526;3425770;2053;6300;125627;377614;2914176;418850;7100;41400;74700;143650;152000;8913950;44200;154150;636300;1634900;6444400;;;;;;
165;Limburg (PV);2005;1208;1070;96;35;7;0;1544;330;302;342;445;125;1035;216;129;264;355;71;913;427;255;123;65;43;438;152;105;88;52;41;127;107;1;3;1;15;846;64;118;158;226;280;450;11;46;119;182;92;714;159;128;153;191;83;469;141;236;60;25;7;297;53;24;54;60;106;49;2;3;5;13;26;14;3;3;5;2;1;229;48;19;41;46;75;8.0;1.0;0.0;3.0;1.0;3.0;10931;4870;2810;2307;944;0;144736;3083;9731;25389;61150;45383;93497;1364;4325;20074;48062;19672;51239;3254;7733;8363;9338;22551;40390;1168;3419;6123;6647;23033;17423;491;25;232;112;16563;1579285;6234;41124;118439;330520;1082968;679166;785;16909;89338;252085;320049;712095;9426;44268;111113;270359;276929;188024;18031;75198;40347;34016;20432;14373953;64062;185689;864569;2051895;11207738;2917253;2012;24039;77369;411445;2402388;251100;10050;27000;83850;70900;59300;10825650;51950;141050;652250;1610550;8369850;379950.0;50.0;0.0;51100.0;27500.0;301300.0
166;Limburg (PV);2006;1113;995;82;29;7;0;1480;303;299;342;421;115;1013;221;126;257;350;59;847;394;237;113;59;44;423;144;99;83;57;40;117;97;2;3;1;14;777;46;102;138;195;296;433;10;46;101;177;99;652;134;111;138;175;94;447;115;231;71;23;7;283;46;28;42;66;101;40;2;1;4;12;21;20;2;6;6;5;1;216;41;20;32;47;76;8.0;1.0;1.0;0.0;3.0;3.0;9668;4421;2430;2026;791;0;138890;3029;9891;25895;58392;41683;90799;1443;4317;19502;48484;17053;48091;3064;7514;7862;8303;21348;41270;1157;3391;5895;7557;23270;22308;429;47;230;103;21499;1606120;4094;35238;103246;282374;1181168;705888;765;17594;75120;249867;362542;712867;7336;38072;101553;248106;317800;187365;13960;72425;46520;31621;22839;14254420;48721;215491;681359;2314085;10994764;2848130;6031;8441;63259;409885;2360514;379750;8100;48500;96750;174200;52200;10590340;33090;153450;521350;1670500;8211950;436200.0;1500.0;5100.0;0.0;95900.0;333700.0
167;Limburg (PV);2007;1060;921;101;32;6;0;1451;298;281;328;416;128;1012;248;115;238;345;66;833;379;223;122;58;51;436;156;86;103;47;44;130;107;4;1;1;17;758;49;96;134;184;295;413;12;33;96;170;102;637;122;110;137;168;100;425;108;216;67;29;5;289;45;20;53;68;103;45;2;0;5;13;25;23;3;4;11;5;0;216;39;16;35;50;76;8.0;2.0;0.0;3.0;1.0;2.0;10098;4300;2978;2173;647;0;140945;2793;9249;24625;57912;46366;89580;1572;3752;18170;47425;18661;51365;2844;7058;8517;8519;24427;42905;1426;2863;7420;6183;25013;27637;466;124;68;107;26872;1616293;4434;34262;99188;266488;1211921;706959;920;12784;71834;244431;376990;725306;6493;38592;100711;239456;340054;184028;13176;67789;45821;38263;18979;13958245;41456;150886;877570;2422530;10465803;3033039;4800;0;69510;439065;2519664;450067;6513;34589;204950;204015;0;10268212;29845;116297;576110;1765150;7780810;206927.0;298.0;0.0;41300.0;35250.0;130079.0
168;Limburg (PV);2008;1021;873;103;38;7;0;1394;272;283;295;395;149;911;188;99;194;344;86;772;328;215;124;50;55;427;166;100;89;34;38;128;105;2;3;0;18;728;47;81;126;172;302;399;4;31;87;169;108;611;105;100;128;165;113;404;96;203;70;26;9;279;39;21;55;53;111;49;3;1;4;10;31;21;2;4;8;5;2;207;33;16;41;39;78;4.0;1.0;0.0;2.0;1.0;0.0;10642;4158;3092;2565;827;0;143250;2479;9294;22347;55632;53498;91205;1037;3420;14899;47612;24237;52045;2616;6670;8778;7343;26638;36841;1328;3355;6669;5014;20475;30652;465;49;213;0;29925;1703377;3784;28038;94206;249027;1328322;745012;411;11577;64694;245068;423262;766555;6137;34774;95396;236676;393572;191810;12110;65304;46873;36545;30978;15130350;36709;170620;889497;1877523;12156001;3520455;5908;9800;74132;358740;3071875;478196;7140;33292;120911;193987;122866;11049286;23161;127528;653116;1357118;8888363;82413.0;500.0;0.0;41338.0;40575.0;0.0
169;Limburg (PV);2009;1009;852;114;33;10;0;1356;278;250;261;409;158;902;191;89;171;353;98;752;344;195;106;53;54;390;149;86;80;35;40;121;98;3;2;0;18;691;42;70;114;155;310;380;8;28;71;144;129;572;90;82;120;151;129;387;86;186;76;25;14;266;36;19;45;58;108;36;2;0;3;8;23;18;2;3;8;3;2;211;30;16;36;47;82;4.0;2.0;0.0;1.0;1.0;0.0;11045;4151;3485;2209;1200;0;143666;2577;8163;19045;58169;55712;94974;1079;2962;12904;49809;28220;48692;2763;6113;7223;7729;24864;36356;1149;2818;5747;4940;21702;31766;454;71;168;0;31073;1762125;3285;24283;85063;222314;1427180;776608;724;10364;52953;212489;500078;787552;4999;28406;89285;215148;449714;197965;10399;59674;50130;33398;44364;15817287;27944;150078;760428;2114321;12764516;2927172;7191;0;55700;283780;2580501;393815;7349;26709;121604;118619;119534;12438229;12348;123369;614652;1713279;9974581;58071.0;1056.0;0.0;21815.0;35200.0;0.0
170;Bouwhoek en Hogeland (LG);2000;449;434;14;1;0;0;1008;142;115;275;393;83;940;119;96;266;384;75;184;128;36;10;4;6;861;108;207;226;192;128;111;102;1;0;1;7;27;6;5;5;9;2;12;2;1;8;1;0;26;13;5;2;6;0;14;9;4;0;1;0;61;5;1;8;32;15;44;0;1;1;31;11;4;0;0;3;1;0;14;5;1;4;1;3;;;;;;;2031;1607;374;50;0;0;102971;1215;3924;20688;53748;23396;97604;945;3369;20242;52587;20461;5367;779;1181;683;581;2143;101369;1123;6651;16052;27225;50318;3927;293;22;0;188;3424;23127;246;1963;3852;11654;5412;7312;192;218;5778;1124;0;12156;476;1877;1850;7953;0;3659;828;970;0;1861;0;2505548;840;7922;142100;1144130;1210556;2123808;0;7922;22300;1133530;960056;89000;0;0;59400;29600;0;292740;840;8000;60400;30000;193500;;;;;;
171;Bouwhoek en Hogeland (LG);2001;442;428;13;1;0;0;965;138;93;226;400;108;900;113;80;216;393;98;221;159;34;16;5;7;820;115;196;204;173;132;146;134;2;0;0;10;22;4;5;4;8;1;10;0;2;5;3;0;20;10;3;3;4;0;11;7;3;1;0;0;57;2;1;9;28;17;42;0;1;0;27;14;5;0;0;5;0;0;11;3;0;4;1;3;;;;;;;2072;1670;341;61;0;0;108353;1145;3136;17528;56073;30471;101990;798;2605;16818;54806;26963;6363;985;1087;1168;559;2564;99184;1225;6656;14474;24313;52516;5337;478;40;0;0;4819;20365;189;2250;3504;11549;2873;7931;0;588;3830;3513;0;10363;513;1283;2756;5811;0;2071;799;726;546;0;0;2571534;620;7922;160850;955142;1447000;2184814;0;7922;0;926642;1250250;90950;0;0;90950;0;0;295770;4220;0;69900;28500;193150;;;;;;
172;Bouwhoek en Hogeland (LG);2002;387;376;10;1;0;0;947;120;103;221;402;101;875;93;83;213;392;94;209;151;32;17;4;5;735;111;169;176;169;110;155;143;0;1;3;8;23;2;7;4;9;1;9;0;2;5;2;0;23;9;6;3;5;0;9;4;4;1;0;0;57;2;1;8;28;18;44;0;1;1;25;17;5;0;0;3;2;0;9;2;1;4;1;1;;;;;;;2040;1659;328;53;0;0;107096;1032;3461;16969;56720;28914;101702;775;2827;16437;55327;26336;5394;843;1002;1164;459;1926;88822;1100;5746;12033;23587;46356;5664;516;0;97;499;4552;21040;17;2613;3174;12357;2879;6727;0;710;3948;2069;0;12181;129;2252;2730;7070;0;2132;556;929;647;0;0;2785717;660;7922;141228;994468;1641439;2499907;0;7922;21978;901568;1568439;116100;0;0;53100;63000;0;169710;660;7000;66150;29900;66000;;;;;;
173;Bouwhoek en Hogeland (LG);2003;386;368;15;2;1;0;909;122;90;202;389;106;834;98;65;191;381;99;180;122;31;14;6;7;703;109;159;157;155;123;153;142;0;2;1;8;22;4;5;6;6;1;9;0;1;7;1;0;22;11;4;3;4;0;9;6;2;1;0;0;54;4;1;8;25;16;40;1;1;0;24;14;4;0;0;4;0;0;10;3;0;4;1;2;;;;;;;2290;1638;390;112;150;0;105730;1056;3020;15522;55446;30686;99814;813;2180;14811;54218;27792;5916;669;937;935;803;2572;88846;1149;5373;11098;21354;49872;4747;398;0;111;164;4074;17611;148;1859;4751;8283;2570;6188;0;300;4888;1000;0;9395;309;1436;2330;5320;0;2028;881;496;651;0;0;2480148;4290;7922;144500;902460;1420976;2175908;3800;7922;0;877460;1286726;74900;0;0;74900;0;0;229340;490;0;69600;25000;134250;;;;;;
174;Bouwhoek en Hogeland (LG);2004;393;377;14;1;1;0;899;129;85;185;387;113;819;98;56;178;383;104;173;120;33;7;4;9;692;101;147;171;144;129;155;147;0;0;2;6;24;5;6;5;7;1;9;1;1;6;1;0;21;8;6;3;4;0;11;7;2;2;0;0;57;5;1;12;24;15;39;1;1;1;23;13;4;0;0;4;0;0;14;4;0;7;1;2;;;;;;;2289;1696;375;58;160;0;105554;1021;2908;14162;54594;32869;99602;701;1962;13651;54045;29243;5952;676;1119;515;481;3161;90334;953;4939;12357;20194;51891;4186;432;0;0;357;3397;19427;25;2094;4002;10431;2875;5783;1;310;4469;1003;0;10915;241;2094;2796;5784;0;2729;822;470;1437;0;0;2553118;4730;7922;223550;880069;1436847;2179138;3800;7922;22000;840069;1305347;78000;0;0;78000;0;0;295980;930;0;123550;40000;131500;;;;;;
175;Bouwhoek en Hogeland (LG);2005;411;398;11;1;1;0;877;111;79;201;367;119;807;87;57;191;361;111;180;125;30;11;5;9;672;101;128;148;146;149;147;139;1;0;1;6;23;6;6;4;6;1;9;1;1;5;1;1;22;11;5;2;4;0;9;5;1;3;0;0;51;5;0;11;16;19;34;1;0;0;15;18;4;0;0;4;0;0;13;4;0;7;1;1;0.0;0.0;0.0;0.0;0.0;0.0;2202;1720;312;60;110;0;105408;925;2599;15472;51989;34423;98860;645;1904;14760;51060;30491;6548;689;941;803;667;3448;105462;1008;4437;10832;20543;68642;3498;373;20;0;139;2966;19207;150;2148;3294;9328;4287;6623;2;200;3347;1000;2074;9440;294;1857;1788;5501;0;3144;695;201;2248;0;0;2503206;4660;0;203700;571894;1722952;2185646;3800;0;0;526894;1654952;79000;0;0;79000;0;0;238560;860;0;124700;45000;68000;0.0;0.0;0.0;0.0;0.0;0.0
176;Bouwhoek en Hogeland (LG);2006;430;409;16;3;2;0;852;112;74;186;358;122;782;90;54;176;347;115;182;122;32;10;12;6;659;94;115;158;153;139;140;131;2;0;1;6;18;2;4;5;6;1;8;0;1;6;0;1;18;7;4;3;4;0;8;5;1;2;0;0;50;5;0;10;17;18;31;0;0;1;14;16;5;0;0;4;1;0;13;5;0;5;2;1;1.0;0.0;0.0;0.0;0.0;1.0;2600;1701;453;191;255;0;103769;927;2466;14389;50608;35379;97146;619;1880;13727;49030;31890;6623;604;945;692;1650;2732;104462;864;3969;11135;20741;67753;3505;384;66;0;143;2912;18933;4;1450;3840;8225;5414;7670;0;250;4220;0;3200;8982;155;1341;2203;5283;0;2281;650;273;1358;0;0;2497022;680;0;195000;602892;1698450;2096842;0;0;22000;507392;1567450;102750;0;0;77050;25700;0;230430;680;0;95950;69800;64000;67000.0;0.0;0.0;0.0;0.0;67000.0
177;Bouwhoek en Hogeland (LG);2007;425;393;26;4;1;1;849;106;84;168;366;125;784;90;61;160;356;117;197;140;30;9;10;8;642;88;107;167;149;131;125;117;1;0;1;6;22;6;6;3;6;1;7;0;1;5;0;1;20;10;5;2;3;0;9;5;1;2;1;0;50;3;0;8;21;18;35;0;0;0;19;16;4;0;0;4;0;0;11;3;0;4;2;2;0.0;0.0;0.0;0.0;0.0;0.0;3031;1656;792;267;101;215;105989;857;2752;12998;52349;37033;99242;572;2037;12465;50899;33269;6747;699;943;613;1358;3134;104821;877;3829;11922;20625;67568;4859;364;25;0;142;4328;18172;27;2259;2483;8433;4970;6689;0;250;3699;0;2740;8120;143;1934;1805;4238;0;3363;497;309;1371;1186;0;2635116;715;0;156326;762586;1715489;2276265;0;0;0;690026;1586239;75030;0;0;75030;0;0;283821;715;0;81296;72560;129250;0.0;0.0;0.0;0.0;0.0;0.0
178;Bouwhoek en Hogeland (LG);2008;412;379;29;2;1;1;817;95;68;152;347;155;737;64;45;144;337;147;162;105;31;9;9;8;633;94;115;175;126;123;109;102;1;0;1;5;16;3;5;3;4;1;6;0;1;3;1;1;15;6;4;2;3;0;7;4;1;2;0;0;50;3;0;10;22;15;33;0;0;1;19;13;5;0;0;5;0;0;12;3;0;4;3;2;0.0;0.0;0.0;0.0;0.0;0.0;3181;1708;951;130;110;282;112835;855;2227;11727;50633;47393;105350;479;1524;11205;49186;42956;7485;666;1020;588;1286;3925;92545;937;3813;12732;17441;57622;3109;328;23;0;168;2590;16069;4;1929;2546;6222;5368;6455;0;250;2100;1015;3090;7545;128;1624;1600;4193;0;2069;335;285;1449;0;0;2746703;716;0;198368;823179;1724440;2293650;0;0;23230;693980;1576440;98637;0;0;98637;0;0;354416;716;0;76501;129199;148000;0.0;0.0;0.0;0.0;0.0;0.0
179;Bouwhoek en Hogeland (LG);2009;416;384;29;1;1;1;815;97;62;149;333;174;737;65;42;138;325;167;167;114;26;12;8;7;600;93;137;146;114;110;122;115;0;0;1;6;16;3;5;3;3;2;6;1;0;4;0;1;15;6;4;2;3;0;7;4;1;2;0;0;52;3;0;4;22;23;38;0;0;0;18;20;2;0;0;1;0;1;11;3;0;2;4;2;1.0;0.0;0.0;1.0;0.0;0.0;3085;1744;851;66;110;314;115584;841;2133;11351;48596;52663;108339;515;1439;10511;47394;48480;7245;712;843;856;1127;3707;83663;801;4415;10710;15543;52194;4980;369;0;0;174;4437;15614;7;1829;2610;4256;6912;6246;190;0;3086;0;2970;7398;144;1596;1805;3853;0;1970;323;279;1368;0;0;3508618;706;0;67332;815364;2625216;3080785;0;0;0;673764;2407021;81554;0;0;12359;0;69195;326279;706;0;34973;141600;149000;20000.0;0.0;0.0;20000.0;0.0;0.0
180;Veenkoloniën en Oldambt (LG);2000;916;867;39;9;1;0;1478;305;210;354;490;119;1271;260;155;316;461;79;489;287;92;47;34;29;581;151;155;136;71;68;134;123;4;3;3;1;229;44;34;53;65;33;103;14;15;37;31;6;192;69;37;44;29;13;112;54;40;15;2;1;207;19;10;37;82;59;134;0;1;10;69;54;11;0;0;8;2;1;63;19;9;19;12;4;;;;;;;5351;3567;1087;574;123;0;144682;2559;7123;26811;67496;40693;116236;1795;5340;24269;63427;21405;28446;1965;2848;3184;4716;15733;55154;1231;5086;9409;9291;30137;2261;461;138;257;546;859;254844;3076;10922;38929;90342;111575;92725;802;5522;27194;39472;19735;129758;4247;12280;32442;38395;42394;32361;5122;11289;10847;2803;2300;8122981;32740;76950;592556;2862618;4558117;6573691;0;7200;165006;2367368;4034117;258500;0;0;127000;70500;61000;1290790;32740;69750;300550;457250;430500;;;;;;
181;Veenkoloniën en Oldambt (LG);2001;895;849;37;8;1;0;1398;269;201;285;500;143;1202;224;141;263;468;106;488;295;99;33;34;27;556;151;151;126;61;67;157;147;3;0;1;6;205;38;33;43;52;39;95;8;14;29;37;7;168;54;40;35;26;13;101;47;38;15;1;0;199;15;10;39;70;65;131;1;0;9;62;59;8;0;0;6;2;0;61;14;10;24;7;6;;;;;;;5375;3705;1076;488;106;0;144298;2313;7001;21741;69569;43674;120564;1584;4947;20237;65115;28681;23734;2062;3140;2277;4727;11528;57738;1288;5094;8911;8383;34062;3599;561;81;0;187;2770;252549;2473;11350;31304;78872;128550;103711;201;4997;22401;51797;24315;120934;3329;13517;25762;36309;42017;27904;4464;10851;10659;1930;0;7940027;14330;77950;633860;2402975;4810912;6543297;400;0;150310;2121175;4271412;161650;0;0;93650;68000;0;1235080;13930;77950;389900;245800;507500;;;;;;
182;Veenkoloniën en Oldambt (LG);2002;834;784;40;10;0;0;1338;244;185;273;485;151;1126;178;124;260;449;115;498;305;103;32;32;26;503;146;134;104;63;56;165;153;2;0;1;9;204;29;30;54;58;33;95;6;18;34;30;7;180;61;38;39;30;12;97;41;39;15;2;0;210;13;7;42;78;70;148;1;1;10;70;66;8;0;0;7;1;0;55;12;6;26;8;3;;;;;;;5266;3506;1144;616;0;0;143102;1994;6248;21029;67292;46539;119182;1117;4177;20192;62495;31201;23920;1893;3177;2348;4504;11998;47619;1285;4375;7077;8720;26162;6110;637;85;0;163;5225;249522;2269;10088;38564;82848;115753;95277;398;6475;25660;38091;24653;124579;3343;12747;28285;40488;39716;29666;4522;11342;10746;3056;0;8663136;13440;51300;696244;2670966;5231186;7465696;300;9200;188244;2390316;4877636;151700;0;0;115700;36000;0;1045740;13140;42100;414850;286650;289000;;;;;;
183;Veenkoloniën en Oldambt (LG);2003;820;770;37;13;0;0;1250;214;169;243;483;141;1052;163;105;225;449;110;430;260;83;32;28;27;455;123;124;88;65;55;155;136;2;2;4;11;190;19;33;45;60;33;86;3;13;29;34;7;168;51;35;42;26;14;88;35;39;9;5;0;175;10;7;43;57;58;117;1;0;9;54;53;6;0;0;5;1;0;53;9;7;29;3;5;;;;;;;5280;3465;1035;780;0;0;139334;1781;5553;18411;67956;45633;115873;1029;3530;17291;63244;30779;23461;1640;2508;2241;4002;13070;46326;1044;4064;6022;8837;26359;7854;525;70;171;569;6519;249812;1219;10984;32006;85745;119858;94302;249;4145;21586;43698;24624;126722;3097;11341;30320;34988;46976;28788;3672;11804;6887;6425;0;7262003;10980;49200;716755;1972642;4512426;6054673;200;0;157605;1887392;4009476;105700;0;0;80200;25500;0;1101630;10780;49200;478950;85250;477450;;;;;;
184;Veenkoloniën en Oldambt (LG);2004;799;746;44;9;0;0;1220;215;151;242;449;163;1003;139;92;219;424;129;388;230;67;37;27;27;436;106;121;94;53;62;144;125;4;2;2;11;181;24;24;46;53;34;78;2;16;19;33;8;158;46;29;40;30;13;82;30;36;10;6;0;179;11;9;41;60;58;112;1;0;7;50;54;7;0;0;5;2;0;61;10;9;29;9;4;;;;;;;5337;3479;1247;611;0;0;138346;1656;4980;18450;63181;50079;116321;775;3121;16810;59872;35743;22025;1451;2120;2665;3701;12088;47963;836;4003;6867;7167;29090;9277;464;141;177;336;8159;255324;1302;7708;33397;77586;135331;93056;102;5907;13694;42947;30406;132352;2547;9014;29404;40899;50488;29916;3134;10963;7705;8114;0;7397261;6060;64700;682645;2075850;4568006;6021101;200;0;137495;1766700;4116706;134150;0;0;81150;53000;0;1242010;5860;64700;464000;283150;424300;;;;;;
185;Veenkoloniën en Oldambt (LG);2005;825;772;43;10;0;0;1187;200;143;235;441;168;966;125;90;206;411;134;396;232;62;41;35;26;428;102;101;92;70;63;145;126;5;1;3;10;169;24;23;39;45;38;76;5;11;22;32;6;152;45;28;41;24;14;75;25;37;8;5;0;184;13;8;35;66;62;113;1;1;4;52;55;3;0;0;1;2;0;66;12;7;28;12;7;3.0;0.0;0.0;2.0;1.0;0.0;5540;3559;1277;704;0;0;138519;1670;4646;17866;62226;52111;115080;811;3132;15858;58052;37227;23439;1572;1816;2889;4783;12379;51419;825;3384;6431;9584;31195;8384;470;143;97;455;7219;248313;1414;8061;28393;66190;144255;91121;370;3658;16573;44275;26245;131804;2524;9328;30735;35322;53895;25388;2739;11090;5352;6207;0;8115661;19890;63950;601950;2278751;5151120;6464321;200;8500;82850;1817201;4555570;71000;0;0;17000;54000;0;1505490;19690;55450;460850;401950;567550;74850.0;0.0;0.0;41250.0;33600.0;0.0
186;Veenkoloniën en Oldambt (LG);2006;775;723;39;12;1;0;1172;220;124;217;438;173;961;148;83;188;403;139;414;251;58;44;33;28;438;111;91;98;71;67;134;121;2;0;1;10;161;21;23;34;39;44;75;2;10;21;31;11;142;41;28;35;22;16;76;25;38;8;4;1;176;10;7;38;62;59;110;1;1;5;51;52;5;0;0;3;2;0;63;9;6;31;11;6;0.0;0.0;0.0;0.0;0.0;0.0;5382;3318;1142;803;119;0;137326;1957;4078;16234;61348;53709;113376;1037;2915;14261;56492;38671;23950;1600;1697;3132;4496;13025;53657;836;3157;6942;9875;32847;8863;460;50;0;166;8187;258010;1227;7535;24868;55987;168393;98188;182;3605;15915;42127;36359;133643;2030;8829;26844;29913;66027;26179;2495;11751;5394;4375;2164;7680188;13890;52550;726800;2226191;4660757;5990948;400;8500;108100;1833041;4040907;136450;0;0;59450;77000;0;1552790;13490;44050;582750;393150;519350;0.0;0.0;0.0;0.0;0.0;0.0
