ID;Geslacht;Leeftijd;Recidive;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenPer10000Inwoners_2;TotaalVerdachtenVanMisdrijven_3;VerdachtenPer10000Inwoners_4
39;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2008;207390.0;125.0;135510.0;87.0
40;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2009;194270.0;120.0;129060.0;82.0
41;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2010;;;122650.0;77.0
42;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2011;;;124660.0;78.0
43;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2012;;;122450.0;76.0
44;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2013;;;114570.0;70.0
45;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2014;;;103780.0;63.0
46;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2015;;;;
47;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2016;;;;
48;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2017;;;;
49;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2018;;;;
50;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2019;;;;
51;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2020;;;;
52;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2021;;;;
53;Totaal mannen en vrouwen;10000;Meer- of veelpleger;2022;;;;
54;Totaal mannen en vrouwen;11200;Totaal verdachten;2005;2410.0;116.0;850.0;41.0
55;Totaal mannen en vrouwen;11200;Totaal verdachten;2006;2460.0;119.0;930.0;46.0
56;Totaal mannen en vrouwen;11200;Totaal verdachten;2007;2410.0;120.0;980.0;48.0
57;Totaal mannen en vrouwen;11200;Totaal verdachten;2008;2000.0;100.0;800.0;41.0
58;Totaal mannen en vrouwen;11200;Totaal verdachten;2009;1750.0;86.0;550.0;26.0
59;Totaal mannen en vrouwen;11200;Totaal verdachten;2010;1320.0;65.0;450.0;22.0
60;Totaal mannen en vrouwen;11200;Totaal verdachten;2011;1360.0;66.0;390.0;19.0
61;Totaal mannen en vrouwen;11200;Totaal verdachten;2012;1170.0;56.0;340.0;17.0
62;Totaal mannen en vrouwen;11200;Totaal verdachten;2013;1010.0;48.0;250.0;12.0
63;Totaal mannen en vrouwen;11200;Totaal verdachten;2014;790.0;38.0;180.0;9.0
64;Totaal mannen en vrouwen;11200;Totaal verdachten;2015;730.0;35.0;;
65;Totaal mannen en vrouwen;11200;Totaal verdachten;2016;720.0;36.0;;
66;Totaal mannen en vrouwen;11200;Totaal verdachten;2017;590.0;30.0;;
67;Totaal mannen en vrouwen;11200;Totaal verdachten;2018;450.0;24.0;;
68;Totaal mannen en vrouwen;11200;Totaal verdachten;2019;540.0;28.0;;
69;Totaal mannen en vrouwen;11200;Totaal verdachten;2020;470.0;24.0;;
70;Totaal mannen en vrouwen;11200;Totaal verdachten;2021;600.0;31.0;;
71;Totaal mannen en vrouwen;11200;Totaal verdachten;2022;660.0;34.0;;
72;Totaal mannen en vrouwen;11200;First offender;2005;750.0;34.0;720.0;35.0
73;Totaal mannen en vrouwen;11200;First offender;2006;880.0;41.0;770.0;38.0
74;Totaal mannen en vrouwen;11200;First offender;2007;970.0;47.0;790.0;39.0
75;Totaal mannen en vrouwen;11200;First offender;2008;950.0;47.0;630.0;32.0
76;Totaal mannen en vrouwen;11200;First offender;2009;980.0;47.0;410.0;20.0
77;Totaal mannen en vrouwen;11200;First offender;2010;;;350.0;17.0
78;Totaal mannen en vrouwen;11200;First offender;2011;;;300.0;15.0
79;Totaal mannen en vrouwen;11200;First offender;2012;;;300.0;14.0
80;Totaal mannen en vrouwen;11200;First offender;2013;;;220.0;10.0
81;Totaal mannen en vrouwen;11200;First offender;2014;;;160.0;7.0
82;Totaal mannen en vrouwen;11200;First offender;2015;;;;
83;Totaal mannen en vrouwen;11200;First offender;2016;;;;
84;Totaal mannen en vrouwen;11200;First offender;2017;;;;
85;Totaal mannen en vrouwen;11200;First offender;2018;;;;
86;Totaal mannen en vrouwen;11200;First offender;2019;;;;
87;Totaal mannen en vrouwen;11200;First offender;2020;;;;
88;Totaal mannen en vrouwen;11200;First offender;2021;;;;
89;Totaal mannen en vrouwen;11200;First offender;2022;;;;
90;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2005;1660.0;82.0;130.0;6.0
91;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2006;1580.0;78.0;170.0;8.0
92;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2007;1440.0;73.0;190.0;10.0
93;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2008;1050.0;53.0;170.0;9.0
94;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2009;770.0;38.0;140.0;7.0
95;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2010;;;100.0;5.0
96;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2011;;;90.0;4.0
97;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2012;;;40.0;2.0
98;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2013;;;40.0;2.0
99;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2014;;;30.0;1.0
100;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2015;;;;
101;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2016;;;;
102;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2017;;;;
103;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2018;;;;
104;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2019;;;;
105;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2020;;;;
106;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2021;;;;
107;Totaal mannen en vrouwen;11200;Meer- of veelpleger;2022;;;;
108;Totaal mannen en vrouwen;11300;Totaal verdachten;2005;5560.0;264.0;2370.0;114.0
109;Totaal mannen en vrouwen;11300;Totaal verdachten;2006;5180.0;252.0;2470.0;121.0
110;Totaal mannen en vrouwen;11300;Totaal verdachten;2007;5330.0;261.0;2620.0;129.0
111;Totaal mannen en vrouwen;11300;Totaal verdachten;2008;4540.0;225.0;2190.0;109.0
112;Totaal mannen en vrouwen;11300;Totaal verdachten;2009;4030.0;203.0;1720.0;87.0
113;Totaal mannen en vrouwen;11300;Totaal verdachten;2010;3330.0;166.0;1530.0;76.0
114;Totaal mannen en vrouwen;11300;Totaal verdachten;2011;3070.0;152.0;1350.0;67.0
115;Totaal mannen en vrouwen;11300;Totaal verdachten;2012;2740.0;133.0;1160.0;55.0
116;Totaal mannen en vrouwen;11300;Totaal verdachten;2013;2460.0;117.0;900.0;43.0
117;Totaal mannen en vrouwen;11300;Totaal verdachten;2014;2140.0;102.0;620.0;29.0
118;Totaal mannen en vrouwen;11300;Totaal verdachten;2015;1990.0;96.0;;
119;Totaal mannen en vrouwen;11300;Totaal verdachten;2016;1840.0;89.0;;
120;Totaal mannen en vrouwen;11300;Totaal verdachten;2017;1670.0;83.0;;
121;Totaal mannen en vrouwen;11300;Totaal verdachten;2018;1380.0;70.0;;
122;Totaal mannen en vrouwen;11300;Totaal verdachten;2019;1410.0;72.0;;
123;Totaal mannen en vrouwen;11300;Totaal verdachten;2020;1290.0;67.0;;
124;Totaal mannen en vrouwen;11300;Totaal verdachten;2021;1490.0;77.0;;
125;Totaal mannen en vrouwen;11300;Totaal verdachten;2022;1800.0;91.0;;
126;Totaal mannen en vrouwen;11300;First offender;2005;1620.0;74.0;1820.0;87.0
127;Totaal mannen en vrouwen;11300;First offender;2006;1670.0;79.0;1850.0;90.0
128;Totaal mannen en vrouwen;11300;First offender;2007;1820.0;87.0;1960.0;96.0
129;Totaal mannen en vrouwen;11300;First offender;2008;1940.0;94.0;1600.0;79.0
130;Totaal mannen en vrouwen;11300;First offender;2009;1980.0;99.0;1270.0;64.0
131;Totaal mannen en vrouwen;11300;First offender;2010;;;1160.0;57.0
132;Totaal mannen en vrouwen;11300;First offender;2011;;;1060.0;53.0
133;Totaal mannen en vrouwen;11300;First offender;2012;;;910.0;44.0
134;Totaal mannen en vrouwen;11300;First offender;2013;;;720.0;34.0
135;Totaal mannen en vrouwen;11300;First offender;2014;;;510.0;24.0
136;Totaal mannen en vrouwen;11300;First offender;2015;;;;
137;Totaal mannen en vrouwen;11300;First offender;2016;;;;
138;Totaal mannen en vrouwen;11300;First offender;2017;;;;
139;Totaal mannen en vrouwen;11300;First offender;2018;;;;
140;Totaal mannen en vrouwen;11300;First offender;2019;;;;
141;Totaal mannen en vrouwen;11300;First offender;2020;;;;
142;Totaal mannen en vrouwen;11300;First offender;2021;;;;
143;Totaal mannen en vrouwen;11300;First offender;2022;;;;
144;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2005;3940.0;190.0;550.0;27.0
145;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2006;3520.0;173.0;620.0;30.0
146;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2007;3510.0;174.0;660.0;33.0
147;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2008;2600.0;131.0;600.0;30.0
148;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2009;2050.0;104.0;450.0;23.0
149;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2010;;;370.0;19.0
150;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2011;;;290.0;14.0
151;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2012;;;240.0;12.0
152;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2013;;;180.0;9.0
153;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2014;;;110.0;5.0
154;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2015;;;;
155;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2016;;;;
156;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2017;;;;
157;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2018;;;;
158;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2019;;;;
159;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2020;;;;
160;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2021;;;;
161;Totaal mannen en vrouwen;11300;Meer- of veelpleger;2022;;;;
162;Totaal mannen en vrouwen;11400;Totaal verdachten;2005;9280.0;437.0;4720.0;225.0
163;Totaal mannen en vrouwen;11400;Totaal verdachten;2006;8880.0;425.0;4640.0;224.0
164;Totaal mannen en vrouwen;11400;Totaal verdachten;2007;8690.0;426.0;4740.0;232.0
165;Totaal mannen en vrouwen;11400;Totaal verdachten;2008;7920.0;388.0;4250.0;210.0
166;Totaal mannen en vrouwen;11400;Totaal verdachten;2009;7130.0;354.0;3480.0;173.0
167;Totaal mannen en vrouwen;11400;Totaal verdachten;2010;5800.0;295.0;3000.0;152.0
168;Totaal mannen en vrouwen;11400;Totaal verdachten;2011;5430.0;271.0;2720.0;135.0
169;Totaal mannen en vrouwen;11400;Totaal verdachten;2012;4640.0;229.0;2420.0;119.0
170;Totaal mannen en vrouwen;11400;Totaal verdachten;2013;4010.0;194.0;1870.0;89.0
171;Totaal mannen en vrouwen;11400;Totaal verdachten;2014;4010.0;191.0;1610.0;76.0
172;Totaal mannen en vrouwen;11400;Totaal verdachten;2015;3600.0;172.0;;
173;Totaal mannen en vrouwen;11400;Totaal verdachten;2016;3380.0;163.0;;
174;Totaal mannen en vrouwen;11400;Totaal verdachten;2017;3030.0;145.0;;
175;Totaal mannen en vrouwen;11400;Totaal verdachten;2018;2400.0;118.0;;
176;Totaal mannen en vrouwen;11400;Totaal verdachten;2019;2890.0;146.0;;
177;Totaal mannen en vrouwen;11400;Totaal verdachten;2020;2400.0;124.0;;
178;Totaal mannen en vrouwen;11400;Totaal verdachten;2021;2520.0;131.0;;
179;Totaal mannen en vrouwen;11400;Totaal verdachten;2022;3030.0;153.0;;
180;Totaal mannen en vrouwen;11400;First offender;2005;2560.0;117.0;3230.0;153.0
181;Totaal mannen en vrouwen;11400;First offender;2006;2680.0;124.0;3140.0;151.0
182;Totaal mannen en vrouwen;11400;First offender;2007;2810.0;134.0;3160.0;154.0
183;Totaal mannen en vrouwen;11400;First offender;2008;2940.0;140.0;2810.0;138.0
184;Totaal mannen en vrouwen;11400;First offender;2009;3120.0;153.0;2370.0;117.0
185;Totaal mannen en vrouwen;11400;First offender;2010;;;2090.0;105.0
186;Totaal mannen en vrouwen;11400;First offender;2011;;;1910.0;94.0
187;Totaal mannen en vrouwen;11400;First offender;2012;;;1680.0;82.0
188;Totaal mannen en vrouwen;11400;First offender;2013;;;1350.0;64.0
189;Totaal mannen en vrouwen;11400;First offender;2014;;;1200.0;57.0
190;Totaal mannen en vrouwen;11400;First offender;2015;;;;
191;Totaal mannen en vrouwen;11400;First offender;2016;;;;
192;Totaal mannen en vrouwen;11400;First offender;2017;;;;
193;Totaal mannen en vrouwen;11400;First offender;2018;;;;
194;Totaal mannen en vrouwen;11400;First offender;2019;;;;
195;Totaal mannen en vrouwen;11400;First offender;2020;;;;
196;Totaal mannen en vrouwen;11400;First offender;2021;;;;
197;Totaal mannen en vrouwen;11400;First offender;2022;;;;
198;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2005;6720.0;320.0;1490.0;72.0
199;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2006;6200.0;301.0;1500.0;73.0
200;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2007;5880.0;292.0;1580.0;78.0
201;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2008;4990.0;247.0;1440.0;72.0
202;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2009;4010.0;201.0;1100.0;56.0
203;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2010;;;920.0;47.0
204;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2011;;;810.0;41.0
205;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2012;;;740.0;37.0
206;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2013;;;520.0;25.0
207;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2014;;;410.0;19.0
208;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2015;;;;
209;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2016;;;;
210;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2017;;;;
211;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2018;;;;
212;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2019;;;;
213;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2020;;;;
214;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2021;;;;
215;Totaal mannen en vrouwen;11400;Meer- of veelpleger;2022;;;;
216;Totaal mannen en vrouwen;11500;Totaal verdachten;2005;11300.0;536.0;6390.0;307.0
217;Totaal mannen en vrouwen;11500;Totaal verdachten;2006;11330.0;537.0;6760.0;323.0
218;Totaal mannen en vrouwen;11500;Totaal verdachten;2007;11140.0;534.0;6970.0;337.0
219;Totaal mannen en vrouwen;11500;Totaal verdachten;2008;10100.0;491.0;6110.0;299.0
220;Totaal mannen en vrouwen;11500;Totaal verdachten;2009;9350.0;458.0;5140.0;252.0
221;Totaal mannen en vrouwen;11500;Totaal verdachten;2010;7910.0;396.0;4570.0;227.0
222;Totaal mannen en vrouwen;11500;Totaal verdachten;2011;6930.0;351.0;4050.0;204.0
223;Totaal mannen en vrouwen;11500;Totaal verdachten;2012;6360.0;316.0;3750.0;185.0
224;Totaal mannen en vrouwen;11500;Totaal verdachten;2013;5320.0;262.0;2940.0;143.0
225;Totaal mannen en vrouwen;11500;Totaal verdachten;2014;4940.0;238.0;2570.0;122.0
226;Totaal mannen en vrouwen;11500;Totaal verdachten;2015;4890.0;230.0;;
227;Totaal mannen en vrouwen;11500;Totaal verdachten;2016;4500.0;213.0;;
228;Totaal mannen en vrouwen;11500;Totaal verdachten;2017;3970.0;190.0;;
229;Totaal mannen en vrouwen;11500;Totaal verdachten;2018;3540.0;167.0;;
230;Totaal mannen en vrouwen;11500;Totaal verdachten;2019;3950.0;192.0;;
231;Totaal mannen en vrouwen;11500;Totaal verdachten;2020;3540.0;177.0;;
232;Totaal mannen en vrouwen;11500;Totaal verdachten;2021;3260.0;165.0;;
233;Totaal mannen en vrouwen;11500;Totaal verdachten;2022;3680.0;184.0;;
234;Totaal mannen en vrouwen;11500;First offender;2005;2930.0;132.0;3960.0;189.0
235;Totaal mannen en vrouwen;11500;First offender;2006;3040.0;139.0;4000.0;190.0
236;Totaal mannen en vrouwen;11500;First offender;2007;3210.0;149.0;4100.0;196.0
237;Totaal mannen en vrouwen;11500;First offender;2008;3270.0;155.0;3540.0;172.0
238;Totaal mannen en vrouwen;11500;First offender;2009;3460.0;166.0;2960.0;143.0
239;Totaal mannen en vrouwen;11500;First offender;2010;;;2770.0;137.0
240;Totaal mannen en vrouwen;11500;First offender;2011;;;2480.0;124.0
241;Totaal mannen en vrouwen;11500;First offender;2012;;;2280.0;111.0
242;Totaal mannen en vrouwen;11500;First offender;2013;;;1780.0;86.0
243;Totaal mannen en vrouwen;11500;First offender;2014;;;1610.0;75.0
244;Totaal mannen en vrouwen;11500;First offender;2015;;;;
245;Totaal mannen en vrouwen;11500;First offender;2016;;;;
246;Totaal mannen en vrouwen;11500;First offender;2017;;;;
247;Totaal mannen en vrouwen;11500;First offender;2018;;;;
248;Totaal mannen en vrouwen;11500;First offender;2019;;;;
249;Totaal mannen en vrouwen;11500;First offender;2020;;;;
250;Totaal mannen en vrouwen;11500;First offender;2021;;;;
251;Totaal mannen en vrouwen;11500;First offender;2022;;;;
252;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2005;8360.0;404.0;2430.0;118.0
253;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2006;8290.0;399.0;2770.0;133.0
254;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2007;7930.0;385.0;2870.0;140.0
255;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2008;6820.0;336.0;2570.0;127.0
256;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2009;5880.0;291.0;2180.0;108.0
257;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2010;;;1800.0;90.0
258;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2011;;;1570.0;80.0
259;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2012;;;1470.0;74.0
260;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2013;;;1160.0;57.0
261;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2014;;;960.0;47.0
262;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2015;;;;
263;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2016;;;;
264;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2017;;;;
265;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2018;;;;
266;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2019;;;;
267;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2020;;;;
268;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2021;;;;
269;Totaal mannen en vrouwen;11500;Meer- of veelpleger;2022;;;;
270;Totaal mannen en vrouwen;11600;Totaal verdachten;2005;12310.0;605.0;7730.0;384.0
271;Totaal mannen en vrouwen;11600;Totaal verdachten;2006;12470.0;593.0;8080.0;387.0
272;Totaal mannen en vrouwen;11600;Totaal verdachten;2007;12490.0;592.0;8610.0;410.0
273;Totaal mannen en vrouwen;11600;Totaal verdachten;2008;11190.0;534.0;7400.0;355.0
274;Totaal mannen en vrouwen;11600;Totaal verdachten;2009;10550.0;513.0;6580.0;319.0
275;Totaal mannen en vrouwen;11600;Totaal verdachten;2010;9170.0;449.0;5900.0;287.0
276;Totaal mannen en vrouwen;11600;Totaal verdachten;2011;8480.0;421.0;5530.0;273.0
277;Totaal mannen en vrouwen;11600;Totaal verdachten;2012;7370.0;370.0;4870.0;243.0
278;Totaal mannen en vrouwen;11600;Totaal verdachten;2013;6280.0;308.0;3990.0;193.0
279;Totaal mannen en vrouwen;11600;Totaal verdachten;2014;5700.0;279.0;3220.0;155.0
280;Totaal mannen en vrouwen;11600;Totaal verdachten;2015;5670.0;268.0;;
281;Totaal mannen en vrouwen;11600;Totaal verdachten;2016;5290.0;245.0;;
282;Totaal mannen en vrouwen;11600;Totaal verdachten;2017;4780.0;223.0;;
283;Totaal mannen en vrouwen;11600;Totaal verdachten;2018;4360.0;204.0;;
284;Totaal mannen en vrouwen;11600;Totaal verdachten;2019;4830.0;226.0;;
285;Totaal mannen en vrouwen;11600;Totaal verdachten;2020;4120.0;198.0;;
286;Totaal mannen en vrouwen;11600;Totaal verdachten;2021;3660.0;179.0;;
287;Totaal mannen en vrouwen;11600;Totaal verdachten;2022;4070.0;199.0;;
288;Totaal mannen en vrouwen;11600;First offender;2005;2950.0;138.0;4210.0;207.0
289;Totaal mannen en vrouwen;11600;First offender;2006;3030.0;138.0;4340.0;206.0
290;Totaal mannen en vrouwen;11600;First offender;2007;3210.0;147.0;4560.0;215.0
291;Totaal mannen en vrouwen;11600;First offender;2008;3190.0;148.0;3880.0;183.0
292;Totaal mannen en vrouwen;11600;First offender;2009;3360.0;158.0;3530.0;169.0
293;Totaal mannen en vrouwen;11600;First offender;2010;;;3110.0;149.0
294;Totaal mannen en vrouwen;11600;First offender;2011;;;3060.0;149.0
295;Totaal mannen en vrouwen;11600;First offender;2012;;;2610.0;128.0
296;Totaal mannen en vrouwen;11600;First offender;2013;;;2180.0;104.0
297;Totaal mannen en vrouwen;11600;First offender;2014;;;1740.0;82.0
298;Totaal mannen en vrouwen;11600;First offender;2015;;;;
299;Totaal mannen en vrouwen;11600;First offender;2016;;;;
300;Totaal mannen en vrouwen;11600;First offender;2017;;;;
301;Totaal mannen en vrouwen;11600;First offender;2018;;;;
302;Totaal mannen en vrouwen;11600;First offender;2019;;;;
303;Totaal mannen en vrouwen;11600;First offender;2020;;;;
304;Totaal mannen en vrouwen;11600;First offender;2021;;;;
305;Totaal mannen en vrouwen;11600;First offender;2022;;;;
306;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2005;9360.0;468.0;3520.0;178.0
307;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2006;9440.0;455.0;3740.0;181.0
308;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2007;9270.0;445.0;4050.0;195.0
309;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2008;7990.0;386.0;3530.0;172.0
310;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2009;7190.0;354.0;3050.0;150.0
311;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2010;;;2790.0;137.0
312;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2011;;;2470.0;124.0
313;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2012;;;2270.0;115.0
314;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2013;;;1810.0;89.0
315;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2014;;;1480.0;73.0
316;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2015;;;;
317;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2016;;;;
318;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2017;;;;
319;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2018;;;;
320;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2019;;;;
321;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2020;;;;
322;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2021;;;;
323;Totaal mannen en vrouwen;11600;Meer- of veelpleger;2022;;;;
324;Totaal mannen en vrouwen;11700;Totaal verdachten;2005;12010.0;585.0;8230.0;405.0
325;Totaal mannen en vrouwen;11700;Totaal verdachten;2006;12340.0;603.0;8560.0;424.0
326;Totaal mannen en vrouwen;11700;Totaal verdachten;2007;12600.0;595.0;9180.0;437.0
327;Totaal mannen en vrouwen;11700;Totaal verdachten;2008;11970.0;561.0;8600.0;405.0
328;Totaal mannen en vrouwen;11700;Totaal verdachten;2009;11450.0;541.0;7700.0;366.0
329;Totaal mannen en vrouwen;11700;Totaal verdachten;2010;10270.0;497.0;7130.0;343.0
330;Totaal mannen en vrouwen;11700;Totaal verdachten;2011;9220.0;445.0;6620.0;317.0
331;Totaal mannen en vrouwen;11700;Totaal verdachten;2012;8170.0;399.0;5930.0;288.0
