ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
913;G Handel;2010 januari - 2010 december;83.2;0.4;79.4;2.2;1.7
914;G Handel;2010 april - 2011 maart;83.3;0.3;79.7;1.6;1.3
915;G Handel;2010 juli - 2011 juni;83.5;0.1;80.0;1.2;1.0
916;G Handel;2010 oktober - 2011 september;83.8;0.9;80.3;1.6;0.7
917;G Handel;2011 januari - 2011 december;84.8;2.0;81.3;2.5;0.5
918;G Handel;2011 april - 2012 maart;84.9;1.9;81.6;2.4;0.5
919;G Handel;2011 juli - 2012 juni;85.3;2.1;82.1;2.7;0.6
920;G Handel;2011 oktober - 2012 september;86.2;2.9;83.2;3.6;0.7
921;G Handel;2012 januari - 2012 december;87.0;2.6;84.2;3.5;0.9
922;G Handel;2012 april - 2013 maart;88.0;3.6;85.3;4.6;0.9
923;G Handel;2012 juli - 2013 juni;88.0;3.2;85.5;4.2;1.0
924;G Handel;2012 oktober - 2013 september;87.9;1.9;85.7;3.0;1.1
925;G Handel;2013 januari - 2013 december;87.5;0.5;85.5;1.5;1.0
926;G Handel;2013 april - 2014 maart;87.4;-0.6;85.6;0.3;0.9
927;G Handel;2013 juli - 2014 juni;87.6;-0.4;85.8;0.3;0.8
928;G Handel;2013 oktober - 2014 september;87.5;-0.4;85.8;0.2;0.6
929;G Handel;2014 januari - 2014 december;88.0;0.6;86.4;1.1;0.5
930;G Handel;2014 april - 2015 maart;88.6;1.4;87.1;1.7;0.4
931;G Handel;2014 juli - 2015 juni;89.2;1.8;87.7;2.2;0.4
932;G Handel;2014 oktober - 2015 september;89.8;2.6;88.3;2.9;0.3
933;G Handel;2015 januari - 2015 december;89.4;1.5;87.9;1.7;0.1
934;G Handel;2015 april - 2016 maart;89.4;0.9;87.9;1.0;0.1
935;G Handel;2015 juli - 2016 juni;88.8;-0.5;87.3;-0.4;0.0
936;G Handel;2015 oktober - 2016 september;88.9;-1.1;87.4;-1.0;0.1
937;G Handel;2016 januari - 2016 december ;89.4;0.0;88.0;0.2;0.2
938;G Handel;2016 april - 2017 maart;88.8;-0.7;87.5;-0.5;0.2
939;G Handel;2016 juli - 2017 juni;89.5;0.8;88.2;1.1;0.3
940;G Handel;2016 oktober - 2017 september;89.9;1.1;88.6;1.3;0.2
941;G Handel;2017 januari - 2017 december;90.6;1.3;89.2;1.4;0.1
942;G Handel;2017 april - 2018 maart;91.4;3.0;90.0;2.9;0.0
943;G Handel;2017 juli - 2018 juni;92.2;3.0;90.8;2.9;-0.1
944;G Handel;2017 oktober - 2018 september;92.7;3.2;91.4;3.1;-0.1
945;G Handel;2018 januari - 2018 december;92.8;2.5;91.5;2.5;0.0
946;G Handel;2018 april - 2019 maart;93.7;2.5;92.4;2.6;0.1
947;G Handel;2018 juli - 2019 juni;94.2;2.2;93.0;2.4;0.2
948;G Handel;2018 oktober - 2019 september;94.4;1.7;93.2;2.0;0.3
949;G Handel;2019 januari - 2019 december;95.2;2.5;94.1;2.9;0.4
950;G Handel;2019 april - 2020 maart;97.0;3.5;96.0;4.0;0.5
951;G Handel;2019 juli - 2020 juni;96.3;2.2;95.4;2.6;0.4
952;G Handel;2019 oktober - 2020 september;98.1;3.9;97.2;4.3;0.3
953;G Handel;2020 januari - 2020 december;97.8;2.8;97.1;3.2;0.4
954;G Handel;2020 april - 2021 maart;97.1;0.2;96.8;0.8;0.6
955;G Handel;2020 juli - 2021 juni;98.9;2.7;98.8;3.6;0.9
956;G Handel;2020 oktober - 2021 september;99.6;1.6;99.6;2.5;0.9
957;G Handel;2021 januari - 2021 december;100.0;2.2;100.0;3.0;0.7
958;G Handel;2021 april - 2022 maart;100.9;3.8;100.6;3.9;0.1
959;G Handel;2021 juli - 2022 juni;102.7;3.8;102.3;3.5;-0.3
960;G Handel;2021 oktober - 2022 september;102.9;3.3;102.6;3.0;-0.3
961;G Handel;2022 januari - 2022 december;105.0;5.0;104.7;4.7;-0.3
962;G Handel;2022 april - 2023 maart;106.1;5.2;105.8;5.2;0.0
963;G Handel;2022 juli - 2023 juni;108.1;5.2;107.9;5.5;0.2
964;G Handel;2022 oktober - 2023 september;109.9;6.8;109.8;7.0;0.2
965;G Handel;2023 januari - 2023 december;111.9;6.5;111.8;6.8;0.2
966;G Handel;2023 april - 2024 maart;113.9;7.4;113.8;7.6;0.2
967;G Handel;2023 juli - 2024 juni;115.2;6.6;115.1;6.7;0.1
968;G Handel;2023 oktober - 2024 september;116.3;5.8;116.4;6.0;0.2
969;G Handel;2024 januari - 2024 december;117.7;5.2;117.8;5.4;0.2
970;H Vervoer en opslag;2001;73.3;;67.5;;
971;H Vervoer en opslag;2002;76.2;3.9;70.6;4.7;0.8
972;H Vervoer en opslag;2003;78.1;2.6;73.0;3.4;0.8
973;H Vervoer en opslag;2004;77.5;-0.8;73.1;0.0;0.8
974;H Vervoer en opslag;2005;78.0;0.7;74.3;1.8;1.1
975;H Vervoer en opslag;2006;79.1;1.3;75.6;1.7;0.4
976;H Vervoer en opslag;2007;81.5;3.1;78.2;3.4;0.3
977;H Vervoer en opslag;2008;83.9;2.9;80.7;3.1;0.2
978;H Vervoer en opslag;2009;85.3;1.6;82.6;2.4;0.8
979;H Vervoer en opslag;2010;85.7;0.5;83.4;0.9;0.4
980;H Vervoer en opslag;2011;87.4;1.9;85.4;2.5;0.5
981;H Vervoer en opslag;2012;89.2;2.1;88.1;3.1;0.9
982;H Vervoer en opslag;2013;90.5;1.5;90.4;2.6;1.2
983;H Vervoer en opslag;2014;90.1;-0.5;90.5;0.1;0.6
984;H Vervoer en opslag;2015;91.8;2.0;92.3;2.0;0.1
985;H Vervoer en opslag;2016;93.2;1.5;93.5;1.3;-0.2
986;H Vervoer en opslag;2017;94.1;1.0;94.1;0.6;-0.4
987;H Vervoer en opslag;2018;97.6;3.7;97.4;3.5;-0.2
988;H Vervoer en opslag;2019;100.1;2.6;100.0;2.7;0.1
989;H Vervoer en opslag;2020;101.0;0.9;101.1;1.1;0.2
990;H Vervoer en opslag;2021;100.0;-1.0;100.0;-1.1;-0.1
991;H Vervoer en opslag;2022;108.0;8.0;108.3;8.3;0.3
992;H Vervoer en opslag;2023;118.2;9.5;118.4;9.3;-0.2
993;H Vervoer en opslag;2024;123.1;4.1;123.5;4.4;0.3
994;H Vervoer en opslag;2006 januari - 2006 december;79.1;1.3;75.6;1.7;0.4
995;H Vervoer en opslag;2006 april - 2007 maart;79.8;;76.4;;
996;H Vervoer en opslag;2006 juli - 2007 juni;80.5;;77.2;;
997;H Vervoer en opslag;2006 oktober - 2007 september;81.0;;77.7;;
998;H Vervoer en opslag;2007 januari - 2007 december;81.5;3.1;78.2;3.4;0.3
999;H Vervoer en opslag;2007 april - 2008 maart;82.6;3.6;79.3;3.8;0.3
1000;H Vervoer en opslag;2007 juli - 2008 juni;83.0;3.1;79.7;3.2;0.1
1001;H Vervoer en opslag;2007 oktober - 2008 september;83.7;3.4;80.4;3.5;0.1
1002;H Vervoer en opslag;2008 januari - 2008 december;83.9;2.9;80.7;3.1;0.2
1003;H Vervoer en opslag;2008 april - 2009 maart;84.5;2.2;81.3;2.5;0.3
1004;H Vervoer en opslag;2008 juli - 2009 juni;85.4;2.9;82.3;3.4;0.5
1005;H Vervoer en opslag;2008 oktober - 2009 september;85.3;1.9;82.5;2.6;0.7
1006;H Vervoer en opslag;2009 januari - 2009 december;85.3;1.6;82.6;2.4;0.8
1007;H Vervoer en opslag;2009 april - 2010 maart;85.7;1.4;83.2;2.3;0.9
1008;H Vervoer en opslag;2009 juli - 2010 juni;85.8;0.5;83.4;1.3;0.8
1009;H Vervoer en opslag;2009 oktober - 2010 september;85.6;0.3;83.3;0.9;0.6
1010;H Vervoer en opslag;2010 januari - 2010 december;85.7;0.5;83.4;0.9;0.4
1011;H Vervoer en opslag;2010 april - 2011 maart;85.7;0.1;83.5;0.4;0.3
1012;H Vervoer en opslag;2010 juli - 2011 juni;85.8;0.0;83.7;0.3;0.3
1013;H Vervoer en opslag;2010 oktober - 2011 september;86.3;0.8;84.3;1.3;0.4
1014;H Vervoer en opslag;2011 januari - 2011 december;87.4;1.9;85.4;2.5;0.5
1015;H Vervoer en opslag;2011 april - 2012 maart;87.6;2.1;85.8;2.7;0.6
1016;H Vervoer en opslag;2011 juli - 2012 juni;88.0;2.6;86.4;3.2;0.7
1017;H Vervoer en opslag;2011 oktober - 2012 september;88.5;2.5;87.1;3.3;0.8
1018;H Vervoer en opslag;2012 januari - 2012 december;89.2;2.1;88.1;3.1;0.9
1019;H Vervoer en opslag;2012 april - 2013 maart;90.2;3.0;89.3;4.1;1.1
1020;H Vervoer en opslag;2012 juli - 2013 juni;90.4;2.7;89.8;4.0;1.2
1021;H Vervoer en opslag;2012 oktober - 2013 september;90.6;2.4;90.3;3.7;1.2
1022;H Vervoer en opslag;2013 januari - 2013 december;90.5;1.5;90.4;2.6;1.2
1023;H Vervoer en opslag;2013 april - 2014 maart;90.2;-0.1;90.2;1.0;1.1
1024;H Vervoer en opslag;2013 juli - 2014 juni;90.0;-0.4;90.2;0.4;0.9
1025;H Vervoer en opslag;2013 oktober - 2014 september;89.8;-1.0;90.1;-0.2;0.7
1026;H Vervoer en opslag;2014 januari - 2014 december;90.1;-0.5;90.5;0.1;0.6
1027;H Vervoer en opslag;2014 april - 2015 maart;90.5;0.4;90.9;0.8;0.4
1028;H Vervoer en opslag;2014 juli - 2015 juni;91.2;1.3;91.7;1.6;0.3
1029;H Vervoer en opslag;2014 oktober - 2015 september;91.9;2.4;92.4;2.6;0.2
1030;H Vervoer en opslag;2015 januari - 2015 december;91.8;2.0;92.3;2.0;0.1
1031;H Vervoer en opslag;2015 april - 2016 maart;92.3;2.0;92.7;2.0;0.0
1032;H Vervoer en opslag;2015 juli - 2016 juni;91.9;0.8;92.4;0.7;0.0
1033;H Vervoer en opslag;2015 oktober - 2016 september;92.4;0.6;92.8;0.5;-0.1
1034;H Vervoer en opslag;2016 januari - 2016 december ;93.2;1.5;93.5;1.3;-0.2
1035;H Vervoer en opslag;2016 april - 2017 maart;92.6;0.4;92.9;0.1;-0.2
1036;H Vervoer en opslag;2016 juli - 2017 juni;92.6;0.8;93.1;0.8;0.1
1037;H Vervoer en opslag;2016 oktober - 2017 september;93.1;0.7;93.4;0.7;-0.1
1038;H Vervoer en opslag;2017 januari - 2017 december;94.1;1.0;94.1;0.6;-0.4
1039;H Vervoer en opslag;2017 april - 2018 maart;95.2;2.8;95.0;2.3;-0.4
1040;H Vervoer en opslag;2017 juli - 2018 juni;96.6;4.2;96.4;3.5;-0.7
1041;H Vervoer en opslag;2017 oktober - 2018 september;97.2;4.4;97.0;3.8;-0.6
1042;H Vervoer en opslag;2018 januari - 2018 december;97.6;3.7;97.4;3.5;-0.2
1043;H Vervoer en opslag;2018 april - 2019 maart;98.4;3.4;98.2;3.3;-0.1
1044;H Vervoer en opslag;2018 juli - 2019 juni;99.1;2.6;98.8;2.6;-0.1
1045;H Vervoer en opslag;2018 oktober - 2019 september;99.3;2.2;99.1;2.2;0.0
1046;H Vervoer en opslag;2019 januari - 2019 december;100.1;2.6;100.0;2.7;0.1
1047;H Vervoer en opslag;2019 april - 2020 maart;102.4;4.0;102.1;4.0;0.0
1048;H Vervoer en opslag;2019 juli - 2020 juni;102.4;3.3;102.2;3.4;0.1
1049;H Vervoer en opslag;2019 oktober - 2020 september;103.1;3.8;103.0;3.9;0.1
1050;H Vervoer en opslag;2020 januari - 2020 december;101.0;0.9;101.1;1.1;0.2
1051;H Vervoer en opslag;2020 april - 2021 maart;97.3;-4.9;97.5;-4.5;0.4
1052;H Vervoer en opslag;2020 juli - 2021 juni;98.0;-4.3;98.1;-4.0;0.3
1053;H Vervoer en opslag;2020 oktober - 2021 september;98.8;-4.2;98.8;-4.0;0.1
1054;H Vervoer en opslag;2021 januari - 2021 december;100.0;-1.0;100.0;-1.1;-0.1
1055;H Vervoer en opslag;2021 april - 2022 maart;102.6;5.4;102.7;5.4;0.0
1056;H Vervoer en opslag;2021 juli - 2022 juni;104.4;6.6;104.6;6.6;0.0
1057;H Vervoer en opslag;2021 oktober - 2022 september;105.2;6.5;105.4;6.7;0.1
1058;H Vervoer en opslag;2022 januari - 2022 december;108.0;8.0;108.3;8.3;0.3
1059;H Vervoer en opslag;2022 april - 2023 maart;110.1;7.3;110.5;7.6;0.3
1060;H Vervoer en opslag;2022 juli - 2023 juni;112.7;8.0;113.6;8.6;0.6
1061;H Vervoer en opslag;2022 oktober - 2023 september;115.1;9.4;116.0;10.0;0.6
1062;H Vervoer en opslag;2023 januari - 2023 december;118.2;9.5;118.4;9.3;-0.2
1063;H Vervoer en opslag;2023 april - 2024 maart;119.9;8.9;120.1;8.7;-0.2
1064;H Vervoer en opslag;2023 juli - 2024 juni;120.7;7.1;121.0;6.5;-0.5
1065;H Vervoer en opslag;2023 oktober - 2024 september;121.8;5.8;122.2;5.3;-0.5
1066;H Vervoer en opslag;2024 januari - 2024 december;123.1;4.1;123.5;4.4;0.3
1067;I Horeca;2001;90.2;;87.0;;
1068;I Horeca;2002;92.7;2.8;89.9;3.3;0.4
1069;I Horeca;2003;94.0;1.4;91.6;1.9;0.5
1070;I Horeca;2004;92.6;-1.5;90.7;-1.0;0.6
1071;I Horeca;2005;94.5;2.1;93.3;2.9;0.7
1072;I Horeca;2006;96.0;1.5;94.3;1.1;-0.5
1073;I Horeca;2007;97.5;1.5;95.6;1.4;-0.2
1074;I Horeca;2008;99.6;2.2;97.7;2.2;0.0
1075;I Horeca;2009;99.8;0.2;98.5;0.8;0.6
1076;I Horeca;2010;99.8;0.0;99.3;0.9;0.8
1077;I Horeca;2011;100.3;0.4;99.6;0.3;-0.1
1078;I Horeca;2012;102.5;2.2;102.2;2.6;0.4
1079;I Horeca;2013;103.2;0.7;103.3;1.1;0.4
1080;I Horeca;2014;105.3;2.1;105.6;2.3;0.2
1081;I Horeca;2015;104.9;-0.4;104.8;-0.7;-0.3
1082;I Horeca;2016;106.4;1.4;105.9;1.0;-0.4
1083;I Horeca;2017;106.2;-0.1;105.2;-0.6;-0.5
1084;I Horeca;2018;109.1;2.7;108.0;2.6;0.0
1085;I Horeca;2019;112.0;2.7;111.2;3.0;0.3
1086;I Horeca;2020;112.2;0.2;113.0;1.6;1.5
1087;I Horeca;2021;100.0;-10.9;100.0;-11.5;-0.7
1088;I Horeca;2022;121.0;21.0;118.9;18.9;-1.7
1089;I Horeca;2023;133.6;10.5;131.0;10.1;-0.3
1090;I Horeca;2024;142.4;6.6;139.9;6.8;0.2
1091;I Horeca;2006 januari - 2006 december;96.0;1.5;94.3;1.1;-0.5
1092;I Horeca;2006 april - 2007 maart;96.4;;94.6;;
1093;I Horeca;2006 juli - 2007 juni;96.9;;95.0;;
1094;I Horeca;2006 oktober - 2007 september;97.3;;95.4;;
1095;I Horeca;2007 januari - 2007 december;97.5;1.5;95.6;1.4;-0.2
1096;I Horeca;2007 april - 2008 maart;98.4;2.1;96.5;2.0;-0.1
1097;I Horeca;2007 juli - 2008 juni;98.9;2.1;97.0;2.1;0.0
1098;I Horeca;2007 oktober - 2008 september;99.2;1.9;97.3;1.9;0.1
1099;I Horeca;2008 januari - 2008 december;99.6;2.2;97.7;2.2;0.0
1100;I Horeca;2008 april - 2009 maart;99.2;0.8;97.4;1.0;0.2
1101;I Horeca;2008 juli - 2009 juni;99.6;0.7;98.0;1.0;0.3
1102;I Horeca;2008 oktober - 2009 september;99.6;0.4;98.1;0.8;0.4
1103;I Horeca;2009 januari - 2009 december;99.8;0.2;98.5;0.8;0.6
1104;I Horeca;2009 april - 2010 maart;101.5;2.3;100.4;3.0;0.7
1105;I Horeca;2009 juli - 2010 juni;102.0;2.4;101.2;3.3;0.8
1106;I Horeca;2009 oktober - 2010 september;99.9;0.4;99.2;1.2;0.8
1107;I Horeca;2010 januari - 2010 december;99.8;0.0;99.3;0.9;0.8
1108;I Horeca;2010 april - 2011 maart;99.6;-1.9;99.0;-1.4;0.6
1109;I Horeca;2010 juli - 2011 juni;99.4;-2.6;98.8;-2.4;0.2
1110;I Horeca;2010 oktober - 2011 september;99.5;-0.4;98.9;-0.4;0.0
1111;I Horeca;2011 januari - 2011 december;100.3;0.4;99.6;0.3;-0.1
1112;I Horeca;2011 april - 2012 maart;100.3;0.7;99.7;0.6;-0.1
1113;I Horeca;2011 juli - 2012 juni;100.7;1.3;100.3;1.5;0.2
1114;I Horeca;2011 oktober - 2012 september;101.6;2.1;101.2;2.3;0.3
1115;I Horeca;2012 januari - 2012 december;102.5;2.2;102.2;2.6;0.4
1116;I Horeca;2012 april - 2013 maart;103.4;3.1;103.2;3.6;0.5
1117;I Horeca;2012 juli - 2013 juni;103.4;2.7;103.3;3.1;0.4
1118;I Horeca;2012 oktober - 2013 september;103.8;2.2;103.8;2.6;0.4
1119;I Horeca;2013 januari - 2013 december;103.2;0.7;103.3;1.1;0.4
1120;I Horeca;2013 april - 2014 maart;103.5;0.1;103.7;0.4;0.3
1121;I Horeca;2013 juli - 2014 juni;104.3;0.8;104.5;1.1;0.3
1122;I Horeca;2013 oktober - 2014 september;104.4;0.6;104.7;0.8;0.2
1123;I Horeca;2014 januari - 2014 december;105.3;2.1;105.6;2.3;0.2
1124;I Horeca;2014 april - 2015 maart;105.2;1.6;105.5;1.7;0.1
1125;I Horeca;2014 juli - 2015 juni;105.3;1.0;105.5;1.0;0.0
1126;I Horeca;2014 oktober - 2015 september;105.6;1.1;105.6;0.9;-0.2
1127;I Horeca;2015 januari - 2015 december;104.9;-0.4;104.8;-0.7;-0.3
1128;I Horeca;2015 april - 2016 maart;105.6;0.4;105.4;0.0;-0.4
1129;I Horeca;2015 juli - 2016 juni;104.9;-0.4;104.7;-0.7;-0.3
1130;I Horeca;2015 oktober - 2016 september;105.6;0.0;105.2;-0.4;-0.4
1131;I Horeca;2016 januari - 2016 december ;106.4;1.4;105.9;1.0;-0.4
1132;I Horeca;2016 april - 2017 maart;105.4;-0.1;104.9;-0.5;-0.4
1133;I Horeca;2016 juli - 2017 juni;105.7;0.8;105.0;0.2;-0.6
1134;I Horeca;2016 oktober - 2017 september;105.7;0.1;104.8;-0.4;-0.5
1135;I Horeca;2017 januari - 2017 december;106.2;-0.1;105.2;-0.6;-0.5
1136;I Horeca;2017 april - 2018 maart;107.1;1.6;106.0;1.0;-0.6
1137;I Horeca;2017 juli - 2018 juni;108.4;2.5;107.1;2.0;-0.4
1138;I Horeca;2017 oktober - 2018 september;109.0;3.1;107.8;2.8;-0.2
1139;I Horeca;2018 januari - 2018 december;109.1;2.7;108.0;2.6;0.0
1140;I Horeca;2018 april - 2019 maart;109.9;2.6;108.9;2.8;0.2
1141;I Horeca;2018 juli - 2019 juni;110.4;1.9;109.5;2.2;0.4
1142;I Horeca;2018 oktober - 2019 september;110.8;1.7;110.0;2.0;0.3
1143;I Horeca;2019 januari - 2019 december;112.0;2.7;111.2;3.0;0.3
1144;I Horeca;2019 april - 2020 maart;114.8;4.5;114.2;4.9;0.3
1145;I Horeca;2019 juli - 2020 juni;113.9;3.2;114.0;4.1;0.9
1146;I Horeca;2019 oktober - 2020 september;115.6;4.4;115.7;5.2;0.8
1147;I Horeca;2020 januari - 2020 december;112.2;0.2;113.0;1.6;1.5
1148;I Horeca;2020 april - 2021 maart;102.5;-10.7;103.9;-9.0;2.0
1149;I Horeca;2020 juli - 2021 juni;100.6;-11.6;101.7;-10.8;1.0
1150;I Horeca;2020 oktober - 2021 september;99.7;-13.8;100.3;-13.3;0.6
1151;I Horeca;2021 januari - 2021 december;100.0;-10.9;100.0;-11.5;-0.7
1152;I Horeca;2021 april - 2022 maart;104.2;1.6;103.4;-0.5;-2.0
1153;I Horeca;2021 juli - 2022 juni;111.5;10.8;109.9;8.0;-2.5
1154;I Horeca;2021 oktober - 2022 september;114.8;15.2;113.2;12.9;-2.0
1155;I Horeca;2022 januari - 2022 december;121.0;21.0;118.9;18.9;-1.7
1156;I Horeca;2022 april - 2023 maart;125.5;20.5;123.1;19.1;-1.2
1157;I Horeca;2022 juli - 2023 juni;128.6;15.3;126.1;14.8;-0.5
1158;I Horeca;2022 oktober - 2023 september;131.2;14.2;128.7;13.6;-0.5
1159;I Horeca;2023 januari - 2023 december;133.6;10.5;131.0;10.1;-0.3
1160;I Horeca;2023 april - 2024 maart;136.4;8.7;133.7;8.6;-0.1
1161;I Horeca;2023 juli - 2024 juni;138.4;7.6;135.8;7.7;0.1
1162;I Horeca;2023 oktober - 2024 september;140.6;7.2;138.1;7.3;0.1
1163;I Horeca;2024 januari - 2024 december;142.4;6.6;139.9;6.8;0.2
1164;J Informatie en communicatie;2001;65.8;;59.0;;
1165;J Informatie en communicatie;2002;68.7;4.4;62.6;6.3;1.8
1166;J Informatie en communicatie;2003;71.8;4.6;66.6;6.3;1.6
1167;J Informatie en communicatie;2004;72.1;0.3;68.0;2.1;1.7
1168;J Informatie en communicatie;2005;73.5;2.0;70.2;3.2;1.2
1169;J Informatie en communicatie;2006;74.5;1.3;71.8;2.3;1.0
1170;J Informatie en communicatie;2007;76.9;3.3;74.5;3.8;0.5
1171;J Informatie en communicatie;2008;80.3;4.4;77.9;4.5;0.2
1172;J Informatie en communicatie;2009;82.9;3.3;81.0;4.0;0.7
1173;J Informatie en communicatie;2010;80.8;-2.5;80.4;-0.7;1.8
1174;J Informatie en communicatie;2011;81.5;0.8;81.6;1.4;0.6
1175;J Informatie en communicatie;2012;83.0;1.8;83.6;2.5;0.7
1176;J Informatie en communicatie;2013;83.0;0.0;84.0;0.5;0.5
1177;J Informatie en communicatie;2014;81.5;-1.8;82.6;-1.6;0.2
1178;J Informatie en communicatie;2015;83.5;2.4;84.5;2.2;-0.2
1179;J Informatie en communicatie;2016;85.4;2.4;86.0;1.8;-0.6
1180;J Informatie en communicatie;2017;86.9;1.8;87.4;1.7;-0.1
1181;J Informatie en communicatie;2018;89.7;3.2;90.0;2.9;-0.2
1182;J Informatie en communicatie;2019;93.7;4.4;93.6;4.0;-0.4
1183;J Informatie en communicatie;2020;93.6;-0.1;93.5;0.0;0.0
1184;J Informatie en communicatie;2021;100.0;6.8;100.0;6.9;0.1
1185;J Informatie en communicatie;2022;105.1;5.1;104.9;4.9;-0.2
1186;J Informatie en communicatie;2023;111.0;5.7;111.0;5.8;0.1
1187;J Informatie en communicatie;2024;115.8;4.3;116.4;4.9;0.6
1188;J Informatie en communicatie;2006 januari - 2006 december;74.5;1.3;71.8;2.3;1.0
1189;J Informatie en communicatie;2006 april - 2007 maart;75.4;;72.8;;
1190;J Informatie en communicatie;2006 juli - 2007 juni;76.3;;73.7;;
1191;J Informatie en communicatie;2006 oktober - 2007 september;76.7;;74.2;;
1192;J Informatie en communicatie;2007 januari - 2007 december;76.9;3.3;74.5;3.8;0.5
1193;J Informatie en communicatie;2007 april - 2008 maart;77.7;3.0;75.3;3.5;0.4
1194;J Informatie en communicatie;2007 juli - 2008 juni;78.8;3.3;76.4;3.7;0.4
1195;J Informatie en communicatie;2007 oktober - 2008 september;79.3;3.4;77.0;3.7;0.3
1196;J Informatie en communicatie;2008 januari - 2008 december;80.3;4.4;77.9;4.5;0.2
1197;J Informatie en communicatie;2008 april - 2009 maart;81.1;4.4;78.8;4.6;0.2
1198;J Informatie en communicatie;2008 juli - 2009 juni;82.4;4.6;80.1;4.9;0.3
1199;J Informatie en communicatie;2008 oktober - 2009 september;82.8;4.4;80.7;4.8;0.4
1200;J Informatie en communicatie;2009 januari - 2009 december;82.9;3.3;81.0;4.0;0.7
1201;J Informatie en communicatie;2009 april - 2010 maart;82.7;1.9;81.2;3.1;1.2
1202;J Informatie en communicatie;2009 juli - 2010 juni;82.0;-0.5;80.9;1.0;1.5
1203;J Informatie en communicatie;2009 oktober - 2010 september;81.3;-1.8;80.6;-0.1;1.8
1204;J Informatie en communicatie;2010 januari - 2010 december;80.8;-2.5;80.4;-0.7;1.8
1205;J Informatie en communicatie;2010 april - 2011 maart;80.8;-2.3;80.6;-0.8;1.5
1206;J Informatie en communicatie;2010 juli - 2011 juni;80.7;-1.6;80.6;-0.4;1.1
1207;J Informatie en communicatie;2010 oktober - 2011 september;80.8;-0.6;80.8;0.2;0.8
1208;J Informatie en communicatie;2011 januari - 2011 december;81.5;0.8;81.6;1.4;0.6
1209;J Informatie en communicatie;2011 april - 2012 maart;81.5;0.9;81.6;1.4;0.4
1210;J Informatie en communicatie;2011 juli - 2012 juni;81.6;1.1;81.8;1.6;0.5
1211;J Informatie en communicatie;2011 oktober - 2012 september;82.4;1.9;82.8;2.5;0.6
1212;J Informatie en communicatie;2012 januari - 2012 december;83.0;1.8;83.6;2.5;0.7
1213;J Informatie en communicatie;2012 april - 2013 maart;83.8;2.7;84.5;3.5;0.8
1214;J Informatie en communicatie;2012 juli - 2013 juni;83.4;2.2;84.3;3.0;0.7
1215;J Informatie en communicatie;2012 oktober - 2013 september;83.4;1.2;84.3;1.8;0.6
1216;J Informatie en communicatie;2013 januari - 2013 december;83.0;0.0;84.0;0.5;0.5
1217;J Informatie en communicatie;2013 april - 2014 maart;82.3;-1.7;83.4;-1.3;0.4
1218;J Informatie en communicatie;2013 juli - 2014 juni;82.1;-1.6;83.2;-1.3;0.3
1219;J Informatie en communicatie;2013 oktober - 2014 september;81.4;-2.3;82.6;-2.1;0.3
1220;J Informatie en communicatie;2014 januari - 2014 december;81.5;-1.8;82.6;-1.6;0.2
1221;J Informatie en communicatie;2014 april - 2015 maart;82.1;-0.3;83.3;-0.1;0.1
1222;J Informatie en communicatie;2014 juli - 2015 juni;83.1;1.2;84.3;1.3;0.1
1223;J Informatie en communicatie;2014 oktober - 2015 september;83.6;2.7;84.8;2.7;0.0
1224;J Informatie en communicatie;2015 januari - 2015 december;83.5;2.4;84.5;2.2;-0.2
1225;J Informatie en communicatie;2015 april - 2016 maart;84.1;2.5;85.0;2.1;-0.4
1226;J Informatie en communicatie;2015 juli - 2016 juni;83.5;0.6;84.3;0.1;-0.5
1227;J Informatie en communicatie;2015 oktober - 2016 september;84.3;0.8;85.0;0.3;-0.6
1228;J Informatie en communicatie;2016 januari - 2016 december ;85.4;2.4;86.0;1.8;-0.6
1229;J Informatie en communicatie;2016 april - 2017 maart;84.9;0.9;85.3;0.4;-0.5
1230;J Informatie en communicatie;2016 juli - 2017 juni;85.6;2.5;86.0;2.1;-0.4
1231;J Informatie en communicatie;2016 oktober - 2017 september;86.1;2.1;86.6;1.8;-0.3
1232;J Informatie en communicatie;2017 januari - 2017 december;86.9;1.8;87.4;1.7;-0.1
1233;J Informatie en communicatie;2017 april - 2018 maart;87.8;3.5;88.3;3.5;0.0
1234;J Informatie en communicatie;2017 juli - 2018 juni;88.8;3.7;89.3;3.7;0.0
1235;J Informatie en communicatie;2017 oktober - 2018 september;89.7;4.2;90.1;4.1;-0.1
1236;J Informatie en communicatie;2018 januari - 2018 december;89.7;3.2;90.0;2.9;-0.2
1237;J Informatie en communicatie;2018 april - 2019 maart;91.1;3.7;91.2;3.3;-0.4
1238;J Informatie en communicatie;2018 juli - 2019 juni;92.2;3.9;92.4;3.5;-0.4
1239;J Informatie en communicatie;2018 oktober - 2019 september;92.5;3.1;92.5;2.7;-0.4
1240;J Informatie en communicatie;2019 januari - 2019 december;93.7;4.4;93.6;4.0;-0.4
1241;J Informatie en communicatie;2019 april - 2020 maart;94.8;4.1;94.6;3.7;-0.4
1242;J Informatie en communicatie;2019 juli - 2020 juni;93.6;1.5;93.4;1.1;-0.4
1243;J Informatie en communicatie;2019 oktober - 2020 september;94.5;2.1;94.3;1.9;-0.2
