ID;Geslacht;Herkomstgroepering;Generatie;Onderwijssoort;Woongemeente;Perioden;PercentageGeslaagdeExamenkandidaten_1
23;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2003/'04;93.0
24;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2004/'05;93.0
25;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2005/'06;96.0
26;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almelo;2006/'07*;91.0
27;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;1998/'99;96.0
28;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;1999/'00;95.0
29;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2000/'01;95.0
30;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2001/'02;96.0
31;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2002/'03;94.0
32;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2003/'04;95.0
33;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2004/'05;95.0
34;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2005/'06;98.0
35;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Almere;2006/'07*;97.0
36;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;1998/'99;92.0
37;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;1999/'00;94.0
38;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2000/'01;97.0
39;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2001/'02;95.0
40;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2002/'03;95.0
41;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2003/'04;98.0
42;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2004/'05;97.0
43;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2005/'06;93.0
44;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Alphen aan den Rijn;2006/'07*;96.0
45;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;1998/'99;94.0
46;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;1999/'00;91.0
47;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2000/'01;97.0
48;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2001/'02;94.0
49;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2002/'03;93.0
50;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2003/'04;96.0
51;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2004/'05;81.0
52;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2005/'06;97.0
53;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amersfoort;2006/'07*;93.0
54;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;1998/'99;
55;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;1999/'00;96.0
56;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2000/'01;96.0
57;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2001/'02;96.0
58;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2002/'03;91.0
59;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2003/'04;100.0
60;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2004/'05;99.0
61;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2005/'06;98.0
62;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amstelveen;2006/'07*;96.0
63;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;1998/'99;92.0
64;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;1999/'00;91.0
65;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2000/'01;93.0
66;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2001/'02;94.0
67;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2002/'03;88.0
68;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2003/'04;91.0
69;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2004/'05;90.0
70;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2005/'06;92.0
71;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Amsterdam;2006/'07*;90.0
72;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;1998/'99;92.0
73;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;1999/'00;95.0
74;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2000/'01;96.0
75;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2001/'02;97.0
76;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2002/'03;95.0
77;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2003/'04;96.0
78;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2004/'05;94.0
79;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2005/'06;96.0
80;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Apeldoorn;2006/'07*;94.0
81;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;1998/'99;89.0
82;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;1999/'00;88.0
83;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2000/'01;86.0
84;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2001/'02;90.0
85;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2002/'03;92.0
86;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2003/'04;88.0
87;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2004/'05;88.0
88;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2005/'06;90.0
89;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Arnhem;2006/'07*;95.0
90;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;1998/'99;93.0
91;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;1999/'00;93.0
92;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2000/'01;97.0
93;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2001/'02;99.0
94;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2002/'03;95.0
95;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2003/'04;94.0
96;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2004/'05;95.0
97;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2005/'06;98.0
98;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Assen;2006/'07*;98.0
99;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;1998/'99;97.0
100;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;1999/'00;97.0
101;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2000/'01;98.0
102;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2001/'02;96.0
103;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2002/'03;97.0
104;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2003/'04;98.0
105;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2004/'05;97.0
106;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2005/'06;98.0
107;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Barneveld;2006/'07*;97.0
108;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;1998/'99;95.0
109;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;1999/'00;95.0
110;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2000/'01;98.0
111;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2001/'02;97.0
112;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2002/'03;93.0
113;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2003/'04;96.0
114;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2004/'05;88.0
115;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2005/'06;90.0
116;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Bergen op Zoom;2006/'07*;95.0
117;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;1998/'99;96.0
118;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;1999/'00;88.0
119;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2000/'01;93.0
120;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2001/'02;93.0
121;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2002/'03;96.0
122;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2003/'04;98.0
123;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2004/'05;98.0
124;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2005/'06;98.0
125;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Breda;2006/'07*;97.0
126;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;1998/'99;89.0
127;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;1999/'00;89.0
128;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2000/'01;94.0
129;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2001/'02;91.0
130;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2002/'03;93.0
131;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2003/'04;96.0
132;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2004/'05;98.0
133;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2005/'06;93.0
134;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Capelle aan den IJssel;2006/'07*;95.0
135;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;1998/'99;96.0
136;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;1999/'00;96.0
137;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2000/'01;96.0
138;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2001/'02;98.0
139;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2002/'03;93.0
140;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2003/'04;96.0
141;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2004/'05;92.0
142;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2005/'06;90.0
143;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Delft;2006/'07*;96.0
144;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;1998/'99;98.0
145;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;1999/'00;94.0
146;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2000/'01;92.0
147;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2001/'02;94.0
148;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2002/'03;99.0
149;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2003/'04;92.0
150;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2004/'05;94.0
151;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2005/'06;97.0
152;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Deventer;2006/'07*;95.0
153;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;1998/'99;94.0
154;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;1999/'00;91.0
155;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2000/'01;88.0
156;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2001/'02;94.0
157;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2002/'03;90.0
158;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2003/'04;91.0
159;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2004/'05;83.0
160;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2005/'06;96.0
161;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Doetinchem;2006/'07*;92.0
162;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;1998/'99;88.0
163;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;1999/'00;89.0
164;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2000/'01;94.0
165;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2001/'02;91.0
166;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2002/'03;95.0
167;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2003/'04;92.0
168;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2004/'05;94.0
169;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2005/'06;91.0
170;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Dordrecht;2006/'07*;90.0
171;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;1998/'99;97.0
172;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;1999/'00;95.0
173;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2000/'01;96.0
174;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2001/'02;98.0
175;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2002/'03;96.0
176;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2003/'04;98.0
177;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2004/'05;98.0
178;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2005/'06;97.0
179;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Ede;2006/'07*;94.0
180;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;1998/'99;90.0
181;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;1999/'00;91.0
182;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2000/'01;91.0
183;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2001/'02;93.0
184;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2002/'03;87.0
185;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2003/'04;95.0
186;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2004/'05;95.0
187;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2005/'06;95.0
188;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Eindhoven;2006/'07*;94.0
189;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;1998/'99;94.0
190;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;1999/'00;97.0
191;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2000/'01;96.0
192;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2001/'02;94.0
193;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2002/'03;95.0
194;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2003/'04;98.0
195;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2004/'05;98.0
196;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2005/'06;96.0
197;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Emmen;2006/'07*;96.0
198;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;1998/'99;93.0
199;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;1999/'00;93.0
200;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2000/'01;96.0
201;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2001/'02;95.0
202;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2002/'03;93.0
203;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2003/'04;95.0
204;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2004/'05;97.0
205;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2005/'06;88.0
206;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Enschede;2006/'07*;92.0
207;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;1998/'99;94.0
208;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;1999/'00;91.0
209;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2000/'01;96.0
210;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2001/'02;96.0
211;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2002/'03;95.0
212;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2003/'04;95.0
213;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2004/'05;97.0
214;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2005/'06;97.0
215;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;Gouda;2006/'07*;92.0
216;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;'s-Gravenhage (gemeente);1998/'99;88.0
217;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;'s-Gravenhage (gemeente);1999/'00;91.0
218;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;'s-Gravenhage (gemeente);2000/'01;91.0
219;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;'s-Gravenhage (gemeente);2001/'02;91.0
220;Totaal mannen en vrouwen;0;0;Vbo/vmbo-kaderberoeps en -basisberoeps;'s-Gravenhage (gemeente);2002/'03;87.0
