ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
6227;39 jaar;Gescheiden;2048;11571;3978;7593;2530;5018;45
6228;39 jaar;Gescheiden;2049;11574;3975;7599;2526;5027;46
6229;39 jaar;Gescheiden;2050;11532;3954;7578;2510;5023;45
6230;39 jaar;Gescheiden;2051;11298;3867;7431;2461;4926;44
6231;39 jaar;Gescheiden;2052;11110;3787;7323;2410;4870;43
6232;39 jaar;Gescheiden;2053;11137;3796;7341;2418;4880;43
6233;39 jaar;Gescheiden;2054;11195;3817;7378;2433;4901;44
6234;39 jaar;Gescheiden;2055;11298;3856;7442;2462;4936;44
6235;39 jaar;Gescheiden;2056;11385;3888;7497;2485;4968;44
6236;39 jaar;Gescheiden;2057;11499;3932;7567;2515;5008;44
6237;39 jaar;Gescheiden;2058;11576;3960;7616;2536;5036;44
6238;39 jaar;Gescheiden;2059;11656;3990;7666;2557;5064;45
6239;39 jaar;Gescheiden;2060;11727;4016;7711;2577;5089;45
6240;40 jaar;Totaal burgerlijke staat;2013;137203;34715;102488;86507;15601;380
6241;40 jaar;Totaal burgerlijke staat;2014;126740;32641;94099;79360;14364;375
6242;40 jaar;Totaal burgerlijke staat;2015;122293;32015;90278;76082;13840;356
6243;40 jaar;Totaal burgerlijke staat;2016;117199;31120;86079;72521;13213;345
6244;40 jaar;Totaal burgerlijke staat;2017;116333;31090;85243;72068;12826;349
6245;40 jaar;Totaal burgerlijke staat;2018;114887;30622;84265;71096;12822;347
6246;40 jaar;Totaal burgerlijke staat;2019;116250;31138;85112;71951;12809;352
6247;40 jaar;Totaal burgerlijke staat;2020;115938;30976;84962;71916;12696;350
6248;40 jaar;Totaal burgerlijke staat;2021;119666;32108;87558;74123;13074;361
6249;40 jaar;Totaal burgerlijke staat;2022;117692;31482;86210;72969;12887;354
6250;40 jaar;Totaal burgerlijke staat;2023;114978;30529;84449;71574;12532;343
6251;40 jaar;Totaal burgerlijke staat;2024;114413;30187;84226;71386;12501;339
6252;40 jaar;Totaal burgerlijke staat;2025;117225;30750;86475;73316;12814;345
6253;40 jaar;Totaal burgerlijke staat;2026;118794;31157;87637;74254;13033;350
6254;40 jaar;Totaal burgerlijke staat;2027;121580;31893;89687;75909;13420;358
6255;40 jaar;Totaal burgerlijke staat;2028;122943;32106;90837;77035;13441;361
6256;40 jaar;Totaal burgerlijke staat;2029;122463;31802;90661;76870;13433;358
6257;40 jaar;Totaal burgerlijke staat;2030;123627;32059;91568;77623;13584;361
6258;40 jaar;Totaal burgerlijke staat;2031;128363;33518;94845;80511;13956;378
6259;40 jaar;Totaal burgerlijke staat;2032;128435;33573;94862;80505;13978;379
6260;40 jaar;Totaal burgerlijke staat;2033;127588;33263;94325;80129;13821;375
6261;40 jaar;Totaal burgerlijke staat;2034;126790;33038;93752;79610;13769;373
6262;40 jaar;Totaal burgerlijke staat;2035;127314;33206;94108;79942;13791;375
6263;40 jaar;Totaal burgerlijke staat;2036;124801;32433;92368;78476;13526;366
6264;40 jaar;Totaal burgerlijke staat;2037;125093;32480;92613;78796;13451;366
6265;40 jaar;Totaal burgerlijke staat;2038;125558;32696;92862;78863;13630;369
6266;40 jaar;Totaal burgerlijke staat;2039;129230;33876;95354;81023;13949;382
6267;40 jaar;Totaal burgerlijke staat;2040;130280;34270;96010;81600;14024;386
6268;40 jaar;Totaal burgerlijke staat;2041;132504;35070;97434;82706;14333;395
6269;40 jaar;Totaal burgerlijke staat;2042;131064;34680;96384;81847;14146;391
6270;40 jaar;Totaal burgerlijke staat;2043;130253;34485;95768;81342;14037;389
6271;40 jaar;Totaal burgerlijke staat;2044;129805;34410;95395;81020;13987;388
6272;40 jaar;Totaal burgerlijke staat;2045;126170;33311;92859;78829;13655;375
6273;40 jaar;Totaal burgerlijke staat;2046;123349;32414;90935;77250;13319;366
6274;40 jaar;Totaal burgerlijke staat;2047;122406;32104;90302;76750;13190;362
6275;40 jaar;Totaal burgerlijke staat;2048;120365;31492;88873;75462;13056;355
6276;40 jaar;Totaal burgerlijke staat;2049;122449;32124;90325;76772;13191;362
6277;40 jaar;Totaal burgerlijke staat;2050;122206;32085;90121;76547;13212;362
6278;40 jaar;Totaal burgerlijke staat;2051;121585;31897;89688;76128;13201;359
6279;40 jaar;Totaal burgerlijke staat;2052;119763;31272;88491;75201;12939;351
6280;40 jaar;Totaal burgerlijke staat;2053;118173;30732;87441;74313;12782;346
6281;40 jaar;Totaal burgerlijke staat;2054;118434;30762;87672;74515;12812;345
6282;40 jaar;Totaal burgerlijke staat;2055;118927;30868;88059;74848;12863;348
6283;40 jaar;Totaal burgerlijke staat;2056;119835;31097;88738;75432;12957;349
6284;40 jaar;Totaal burgerlijke staat;2057;120606;31288;89318;75925;13042;351
6285;40 jaar;Totaal burgerlijke staat;2058;121598;31556;90042;76546;13142;354
6286;40 jaar;Totaal burgerlijke staat;2059;122283;31722;90561;76989;13216;356
6287;40 jaar;Totaal burgerlijke staat;2060;122991;31902;91089;77441;13290;358
6288;40 jaar;Ongehuwd;2013;55035;27399;27636;21637;5702;297
6289;40 jaar;Ongehuwd;2014;52411;26063;26348;20588;5460;300
6290;40 jaar;Ongehuwd;2015;52124;25970;26154;20481;5382;291
6291;40 jaar;Ongehuwd;2016;51590;25579;26011;20314;5412;285
6292;40 jaar;Ongehuwd;2017;52665;25747;26918;21167;5460;291
6293;40 jaar;Ongehuwd;2018;52495;25407;27088;21289;5508;291
6294;40 jaar;Ongehuwd;2019;53754;25940;27814;21841;5677;296
6295;40 jaar;Ongehuwd;2020;53973;25885;28088;22049;5744;295
6296;40 jaar;Ongehuwd;2021;56363;26907;29456;23107;6044;305
6297;40 jaar;Ongehuwd;2022;55897;26446;29451;23143;6008;300
6298;40 jaar;Ongehuwd;2023;54823;25710;29113;22911;5911;291
6299;40 jaar;Ongehuwd;2024;54651;25438;29213;22962;5963;288
6300;40 jaar;Ongehuwd;2025;55845;25830;30015;23477;6246;292
6301;40 jaar;Ongehuwd;2026;56778;26201;30577;23843;6437;297
6302;40 jaar;Ongehuwd;2027;58289;26816;31473;24394;6775;304
6303;40 jaar;Ongehuwd;2028;58651;26947;31704;24576;6822;306
6304;40 jaar;Ongehuwd;2029;58080;26659;31421;24330;6788;303
6305;40 jaar;Ongehuwd;2030;58330;26821;31509;24363;6841;305
6306;40 jaar;Ongehuwd;2031;60291;27932;32359;25028;7012;319
6307;40 jaar;Ongehuwd;2032;60212;27964;32248;24915;7014;319
6308;40 jaar;Ongehuwd;2033;59617;27687;31930;24728;6886;316
6309;40 jaar;Ongehuwd;2034;59195;27500;31695;24559;6822;314
6310;40 jaar;Ongehuwd;2035;59410;27627;31783;24656;6812;315
6311;40 jaar;Ongehuwd;2036;58318;27043;31275;24301;6666;308
6312;40 jaar;Ongehuwd;2037;58462;27085;31377;24445;6624;308
6313;40 jaar;Ongehuwd;2038;58834;27292;31542;24512;6719;311
6314;40 jaar;Ongehuwd;2039;60572;28226;32346;25141;6883;322
6315;40 jaar;Ongehuwd;2040;61105;28550;32555;25309;6922;324
6316;40 jaar;Ongehuwd;2041;62213;29185;33028;25612;7084;332
6317;40 jaar;Ongehuwd;2042;61558;28876;32682;25364;6989;329
6318;40 jaar;Ongehuwd;2043;61178;28709;32469;25207;6935;327
6319;40 jaar;Ongehuwd;2044;60960;28633;32327;25091;6910;326
6320;40 jaar;Ongehuwd;2045;59286;27764;31522;24463;6743;316
6321;40 jaar;Ongehuwd;2046;57932;27042;30890;24010;6571;309
6322;40 jaar;Ongehuwd;2047;57441;26781;30660;23850;6505;305
6323;40 jaar;Ongehuwd;2048;56507;26301;30206;23468;6439;299
6324;40 jaar;Ongehuwd;2049;57379;26772;30607;23795;6507;305
6325;40 jaar;Ongehuwd;2050;57247;26734;30513;23690;6518;305
6326;40 jaar;Ongehuwd;2051;56936;26576;30360;23543;6515;302
6327;40 jaar;Ongehuwd;2052;56014;26069;29945;23269;6380;296
6328;40 jaar;Ongehuwd;2053;55244;25640;29604;23013;6300;291
6329;40 jaar;Ongehuwd;2054;55323;25655;29668;23062;6315;291
6330;40 jaar;Ongehuwd;2055;55513;25736;29777;23145;6340;292
6331;40 jaar;Ongehuwd;2056;55896;25913;29983;23300;6389;294
6332;40 jaar;Ongehuwd;2057;56223;26062;30161;23433;6432;296
6333;40 jaar;Ongehuwd;2058;56651;26270;30381;23601;6482;298
6334;40 jaar;Ongehuwd;2059;56946;26401;30545;23723;6522;300
6335;40 jaar;Ongehuwd;2060;57249;26542;30707;23847;6559;301
6336;40 jaar;Wettig gehuwd plus partnerschap;2013;64192;1402;62790;61491;1275;24
6337;40 jaar;Wettig gehuwd plus partnerschap;2014;58153;1256;56897;55701;1173;23
6338;40 jaar;Wettig gehuwd plus partnerschap;2015;55028;1137;53891;52770;1101;20
6339;40 jaar;Wettig gehuwd plus partnerschap;2016;51588;1028;50560;49526;1015;19
6340;40 jaar;Wettig gehuwd plus partnerschap;2017;50254;981;49273;48292;963;18
6341;40 jaar;Wettig gehuwd plus partnerschap;2018;49129;950;48179;47230;932;17
6342;40 jaar;Wettig gehuwd plus partnerschap;2019;49397;949;48448;47513;918;17
6343;40 jaar;Wettig gehuwd plus partnerschap;2020;49188;941;48247;47327;903;17
6344;40 jaar;Wettig gehuwd plus partnerschap;2021;50299;968;49331;48403;911;17
6345;40 jaar;Wettig gehuwd plus partnerschap;2022;49161;937;48224;47309;898;17
6346;40 jaar;Wettig gehuwd plus partnerschap;2023;48024;899;47125;46241;868;16
6347;40 jaar;Wettig gehuwd plus partnerschap;2024;47794;888;46906;46031;859;16
6348;40 jaar;Wettig gehuwd plus partnerschap;2025;49147;923;48224;47335;873;16
6349;40 jaar;Wettig gehuwd plus partnerschap;2026;49721;935;48786;47885;885;16
6350;40 jaar;Wettig gehuwd plus partnerschap;2027;50796;961;49835;48921;897;17
6351;40 jaar;Wettig gehuwd plus partnerschap;2028;51691;977;50714;49801;896;17
6352;40 jaar;Wettig gehuwd plus partnerschap;2029;51785;972;50813;49894;902;17
6353;40 jaar;Wettig gehuwd plus partnerschap;2030;52492;989;51503;50569;917;17
6354;40 jaar;Wettig gehuwd plus partnerschap;2031;54621;1053;53568;52607;943;18
6355;40 jaar;Wettig gehuwd plus partnerschap;2032;54723;1054;53669;52705;946;18
6356;40 jaar;Wettig gehuwd plus partnerschap;2033;54532;1046;53486;52528;940;18
6357;40 jaar;Wettig gehuwd plus partnerschap;2034;54200;1037;53163;52204;941;18
6358;40 jaar;Wettig gehuwd plus partnerschap;2035;54422;1043;53379;52417;944;18
6359;40 jaar;Wettig gehuwd plus partnerschap;2036;53365;1007;52358;51411;929;18
6360;40 jaar;Wettig gehuwd plus partnerschap;2037;53534;1009;52525;51582;925;18
6361;40 jaar;Wettig gehuwd plus partnerschap;2038;53557;1010;52547;51592;937;18
6362;40 jaar;Wettig gehuwd plus partnerschap;2039;55024;1056;53968;52993;957;18
6363;40 jaar;Wettig gehuwd plus partnerschap;2040;55417;1071;54346;53364;963;19
6364;40 jaar;Wettig gehuwd plus partnerschap;2041;56191;1102;55089;54088;982;19
6365;40 jaar;Wettig gehuwd plus partnerschap;2042;55594;1089;54505;53515;971;19
6366;40 jaar;Wettig gehuwd plus partnerschap;2043;55248;1085;54163;53180;964;19
6367;40 jaar;Wettig gehuwd plus partnerschap;2044;55042;1087;53955;52974;962;19
6368;40 jaar;Wettig gehuwd plus partnerschap;2045;53538;1045;52493;51534;941;18
6369;40 jaar;Wettig gehuwd plus partnerschap;2046;52448;1014;51434;50496;921;17
6370;40 jaar;Wettig gehuwd plus partnerschap;2047;52115;1006;51109;50179;913;17
6371;40 jaar;Wettig gehuwd plus partnerschap;2048;51252;982;50270;49349;904;17
6372;40 jaar;Wettig gehuwd plus partnerschap;2049;52183;1013;51170;50239;914;17
6373;40 jaar;Wettig gehuwd plus partnerschap;2050;52068;1014;51054;50122;915;17
6374;40 jaar;Wettig gehuwd plus partnerschap;2051;51807;1008;50799;49868;914;17
6375;40 jaar;Wettig gehuwd plus partnerschap;2052;51171;987;50184;49269;898;17
6376;40 jaar;Wettig gehuwd plus partnerschap;2053;50565;966;49599;48694;888;17
6377;40 jaar;Wettig gehuwd plus partnerschap;2054;50714;969;49745;48838;891;16
6378;40 jaar;Wettig gehuwd plus partnerschap;2055;50956;973;49983;49072;894;17
6379;40 jaar;Wettig gehuwd plus partnerschap;2056;51369;982;50387;49470;900;17
6380;40 jaar;Wettig gehuwd plus partnerschap;2057;51719;990;50729;49806;906;17
6381;40 jaar;Wettig gehuwd plus partnerschap;2058;52156;1001;51155;50225;913;17
6382;40 jaar;Wettig gehuwd plus partnerschap;2059;52466;1007;51459;50525;917;17
6383;40 jaar;Wettig gehuwd plus partnerschap;2060;52782;1014;51768;50829;922;17
6384;40 jaar;Verweduwd;2013;622;129;493;42;451;0
6385;40 jaar;Verweduwd;2014;536;109;427;32;395;0
6386;40 jaar;Verweduwd;2015;532;104;428;34;394;0
6387;40 jaar;Verweduwd;2016;493;93;400;29;371;0
6388;40 jaar;Verweduwd;2017;433;79;354;25;329;0
6389;40 jaar;Verweduwd;2018;388;73;315;25;290;0
6390;40 jaar;Verweduwd;2019;398;77;321;24;297;0
6391;40 jaar;Verweduwd;2020;372;75;297;22;275;0
6392;40 jaar;Verweduwd;2021;361;71;290;22;268;0
6393;40 jaar;Verweduwd;2022;353;70;283;23;260;0
6394;40 jaar;Verweduwd;2023;331;65;266;20;246;0
6395;40 jaar;Verweduwd;2024;325;65;260;20;240;0
6396;40 jaar;Verweduwd;2025;322;66;256;19;237;0
6397;40 jaar;Verweduwd;2026;323;66;257;19;238;0
6398;40 jaar;Verweduwd;2027;325;67;258;20;238;0
6399;40 jaar;Verweduwd;2028;316;66;250;20;230;0
6400;40 jaar;Verweduwd;2029;314;65;249;20;229;0
6401;40 jaar;Verweduwd;2030;316;65;251;20;231;0
6402;40 jaar;Verweduwd;2031;324;69;255;20;235;0
6403;40 jaar;Verweduwd;2032;320;69;251;20;231;0
6404;40 jaar;Verweduwd;2033;316;67;249;20;229;0
6405;40 jaar;Verweduwd;2034;312;66;246;19;227;0
6406;40 jaar;Verweduwd;2035;308;65;243;19;224;0
6407;40 jaar;Verweduwd;2036;300;62;238;18;220;0
6408;40 jaar;Verweduwd;2037;295;61;234;17;217;0
6409;40 jaar;Verweduwd;2038;296;61;235;17;218;0
6410;40 jaar;Verweduwd;2039;302;64;238;18;220;0
6411;40 jaar;Verweduwd;2040;300;64;236;18;218;0
6412;40 jaar;Verweduwd;2041;303;65;238;18;220;0
6413;40 jaar;Verweduwd;2042;297;63;234;18;216;0
6414;40 jaar;Verweduwd;2043;294;63;231;18;213;0
6415;40 jaar;Verweduwd;2044;288;62;226;17;209;0
6416;40 jaar;Verweduwd;2045;279;59;220;16;204;0
6417;40 jaar;Verweduwd;2046;269;56;213;15;198;0
6418;40 jaar;Verweduwd;2047;266;56;210;15;195;0
6419;40 jaar;Verweduwd;2048;259;54;205;14;191;0
6420;40 jaar;Verweduwd;2049;260;55;205;14;191;0
6421;40 jaar;Verweduwd;2050;259;55;204;14;190;0
6422;40 jaar;Verweduwd;2051;256;54;202;13;189;0
6423;40 jaar;Verweduwd;2052;249;52;197;13;184;0
6424;40 jaar;Verweduwd;2053;243;50;193;13;180;0
6425;40 jaar;Verweduwd;2054;242;50;192;12;180;0
6426;40 jaar;Verweduwd;2055;241;50;191;12;179;0
6427;40 jaar;Verweduwd;2056;241;50;191;12;179;0
6428;40 jaar;Verweduwd;2057;241;50;191;12;179;0
6429;40 jaar;Verweduwd;2058;242;51;191;12;179;0
6430;40 jaar;Verweduwd;2059;241;51;190;12;178;0
6431;40 jaar;Verweduwd;2060;240;50;190;12;178;0
6432;40 jaar;Gescheiden;2013;17354;5785;11569;3337;8173;59
6433;40 jaar;Gescheiden;2014;15640;5213;10427;3039;7336;52
6434;40 jaar;Gescheiden;2015;14609;4804;9805;2797;6963;45
6435;40 jaar;Gescheiden;2016;13528;4420;9108;2652;6415;41
6436;40 jaar;Gescheiden;2017;12981;4283;8698;2584;6074;40
6437;40 jaar;Gescheiden;2018;12875;4192;8683;2552;6092;39
6438;40 jaar;Gescheiden;2019;12701;4172;8529;2573;5917;39
6439;40 jaar;Gescheiden;2020;12405;4075;8330;2518;5774;38
6440;40 jaar;Gescheiden;2021;12643;4162;8481;2591;5851;39
6441;40 jaar;Gescheiden;2022;12281;4029;8252;2494;5721;37
6442;40 jaar;Gescheiden;2023;11800;3855;7945;2402;5507;36
6443;40 jaar;Gescheiden;2024;11643;3796;7847;2373;5439;35
6444;40 jaar;Gescheiden;2025;11911;3931;7980;2485;5458;37
6445;40 jaar;Gescheiden;2026;11972;3955;8017;2507;5473;37
6446;40 jaar;Gescheiden;2027;12170;4049;8121;2574;5510;37
6447;40 jaar;Gescheiden;2028;12285;4116;8169;2638;5493;38
6448;40 jaar;Gescheiden;2029;12284;4106;8178;2626;5514;38
6449;40 jaar;Gescheiden;2030;12489;4184;8305;2671;5595;39
6450;40 jaar;Gescheiden;2031;13127;4464;8663;2856;5766;41
6451;40 jaar;Gescheiden;2032;13180;4486;8694;2865;5787;42
6452;40 jaar;Gescheiden;2033;13123;4463;8660;2853;5766;41
6453;40 jaar;Gescheiden;2034;13083;4435;8648;2828;5779;41
6454;40 jaar;Gescheiden;2035;13174;4471;8703;2850;5811;42
6455;40 jaar;Gescheiden;2036;12818;4321;8497;2746;5711;40
6456;40 jaar;Gescheiden;2037;12802;4325;8477;2752;5685;40
6457;40 jaar;Gescheiden;2038;12871;4333;8538;2742;5756;40
6458;40 jaar;Gescheiden;2039;13332;4530;8802;2871;5889;42
6459;40 jaar;Gescheiden;2040;13458;4585;8873;2909;5921;43
6460;40 jaar;Gescheiden;2041;13797;4718;9079;2988;6047;44
6461;40 jaar;Gescheiden;2042;13615;4652;8963;2950;5970;43
6462;40 jaar;Gescheiden;2043;13533;4628;8905;2937;5925;43
6463;40 jaar;Gescheiden;2044;13515;4628;8887;2938;5906;43
6464;40 jaar;Gescheiden;2045;13067;4443;8624;2816;5767;41
6465;40 jaar;Gescheiden;2046;12700;4302;8398;2729;5629;40
6466;40 jaar;Gescheiden;2047;12584;4261;8323;2706;5577;40
6467;40 jaar;Gescheiden;2048;12347;4155;8192;2631;5522;39
6468;40 jaar;Gescheiden;2049;12627;4284;8343;2724;5579;40
6469;40 jaar;Gescheiden;2050;12632;4282;8350;2721;5589;40
6470;40 jaar;Gescheiden;2051;12586;4259;8327;2704;5583;40
6471;40 jaar;Gescheiden;2052;12329;4164;8165;2650;5477;38
6472;40 jaar;Gescheiden;2053;12121;4076;8045;2593;5414;38
6473;40 jaar;Gescheiden;2054;12155;4088;8067;2603;5426;38
6474;40 jaar;Gescheiden;2055;12217;4109;8108;2619;5450;39
6475;40 jaar;Gescheiden;2056;12329;4152;8177;2650;5489;38
6476;40 jaar;Gescheiden;2057;12423;4186;8237;2674;5525;38
6477;40 jaar;Gescheiden;2058;12549;4234;8315;2708;5568;39
6478;40 jaar;Gescheiden;2059;12630;4263;8367;2729;5599;39
6479;40 jaar;Gescheiden;2060;12720;4296;8424;2753;5631;40
6480;41 jaar;Totaal burgerlijke staat;2013;145159;35448;109711;92198;17148;365
6481;41 jaar;Totaal burgerlijke staat;2014;137824;34528;103296;86347;16600;349
6482;41 jaar;Totaal burgerlijke staat;2015;127316;32336;94980;79405;15236;339
6483;41 jaar;Totaal burgerlijke staat;2016;122835;31608;91227;76303;14600;324
6484;41 jaar;Totaal burgerlijke staat;2017;117747;30694;87053;72793;13948;312
6485;41 jaar;Totaal burgerlijke staat;2018;116938;30675;86263;72372;13576;315
6486;41 jaar;Totaal burgerlijke staat;2019;115474;30228;85246;71383;13551;312
6487;41 jaar;Totaal burgerlijke staat;2020;116819;30719;86100;72228;13556;316
6488;41 jaar;Totaal burgerlijke staat;2021;116487;30558;85929;72183;13433;313
6489;41 jaar;Totaal burgerlijke staat;2022;120182;31659;88523;74366;13833;324
6490;41 jaar;Totaal burgerlijke staat;2023;118199;31037;87162;73209;13636;317
6491;41 jaar;Totaal burgerlijke staat;2024;115464;30083;85381;71811;13262;308
6492;41 jaar;Totaal burgerlijke staat;2025;114880;29739;85141;71617;13220;304
6493;41 jaar;Totaal burgerlijke staat;2026;117691;30304;87387;73521;13555;311
6494;41 jaar;Totaal burgerlijke staat;2027;119259;30704;88555;74451;13789;315
6495;41 jaar;Totaal burgerlijke staat;2028;122059;31437;90622;76098;14201;323
6496;41 jaar;Totaal burgerlijke staat;2029;123422;31648;91774;77214;14234;326
6497;41 jaar;Totaal burgerlijke staat;2030;122939;31342;91597;77046;14229;322
6498;41 jaar;Totaal burgerlijke staat;2031;124108;31598;92510;77794;14390;326
6499;41 jaar;Totaal burgerlijke staat;2032;128842;33048;95794;80663;14790;341
6500;41 jaar;Totaal burgerlijke staat;2033;128911;33100;95811;80657;14812;342
6501;41 jaar;Totaal burgerlijke staat;2034;128069;32793;95276;80287;14650;339
6502;41 jaar;Totaal burgerlijke staat;2035;127276;32564;94712;79779;14596;337
6503;41 jaar;Totaal burgerlijke staat;2036;127801;32725;95076;80116;14622;338
6504;41 jaar;Totaal burgerlijke staat;2037;125294;31954;93340;78669;14341;330
6505;41 jaar;Totaal burgerlijke staat;2038;125585;31993;93592;78997;14265;330
6506;41 jaar;Totaal burgerlijke staat;2039;126052;32198;93854;79069;14453;332
6507;41 jaar;Totaal burgerlijke staat;2040;129725;33368;96357;81220;14793;344
6508;41 jaar;Totaal burgerlijke staat;2041;130775;33759;97016;81794;14874;348
6509;41 jaar;Totaal burgerlijke staat;2042;133007;34557;98450;82895;15199;356
6510;41 jaar;Totaal burgerlijke staat;2043;131567;34175;97392;82040;14999;353
6511;41 jaar;Totaal burgerlijke staat;2044;130758;33985;96773;81536;14886;351
6512;41 jaar;Totaal burgerlijke staat;2045;130310;33913;96397;81212;14835;350
6513;41 jaar;Totaal burgerlijke staat;2046;126679;32824;93855;79032;14485;338
6514;41 jaar;Totaal burgerlijke staat;2047;123852;31935;91917;77460;14128;329
6515;41 jaar;Totaal burgerlijke staat;2048;122915;31633;91282;76964;13992;326
6516;41 jaar;Totaal burgerlijke staat;2049;120875;31027;89848;75680;13849;319
6517;41 jaar;Totaal burgerlijke staat;2050;122959;31660;91299;76981;13992;326
6518;41 jaar;Totaal burgerlijke staat;2051;122711;31619;91092;76754;14013;325
6519;41 jaar;Totaal burgerlijke staat;2052;122092;31435;90657;76335;13999;323
6520;41 jaar;Totaal burgerlijke staat;2053;120274;30819;89455;75413;13725;317
6521;41 jaar;Totaal burgerlijke staat;2054;118683;30284;88399;74529;13559;311
6522;41 jaar;Totaal burgerlijke staat;2055;118942;30311;88631;74731;13589;311
6523;41 jaar;Totaal burgerlijke staat;2056;119439;30419;89020;75064;13644;312
6524;41 jaar;Totaal burgerlijke staat;2057;120347;30646;89701;75643;13744;314
6525;41 jaar;Totaal burgerlijke staat;2058;121116;30835;90281;76132;13833;316
6526;41 jaar;Totaal burgerlijke staat;2059;122104;31099;91005;76749;13937;319
6527;41 jaar;Totaal burgerlijke staat;2060;122794;31266;91528;77189;14018;321
6528;41 jaar;Ongehuwd;2013;54533;27239;27294;21191;5825;278
6529;41 jaar;Ongehuwd;2014;54015;26865;27150;20983;5897;270
6530;41 jaar;Ongehuwd;2015;51438;25461;25977;20076;5633;268
6531;41 jaar;Ongehuwd;2016;51162;25276;25886;20088;5537;261
6532;41 jaar;Ongehuwd;2017;50632;24863;25769;19958;5557;254
6533;41 jaar;Ongehuwd;2018;51674;25034;26640;20769;5612;259
6534;41 jaar;Ongehuwd;2019;51461;24708;26753;20836;5660;257
6535;41 jaar;Ongehuwd;2020;52639;25209;27430;21327;5841;262
6536;41 jaar;Ongehuwd;2021;52800;25147;27653;21491;5902;260
6537;41 jaar;Ongehuwd;2022;55069;26123;28946;22466;6210;270
6538;41 jaar;Ongehuwd;2023;54607;25674;28933;22497;6171;265
6539;41 jaar;Ongehuwd;2024;53546;24952;28594;22263;6074;257
6540;41 jaar;Ongehuwd;2025;53356;24683;28673;22296;6123;254
6541;41 jaar;Ongehuwd;2026;54498;25061;29437;22768;6410;259
6542;41 jaar;Ongehuwd;2027;55403;25421;29982;23109;6610;263
6543;41 jaar;Ongehuwd;2028;56882;26024;30858;23632;6957;269
6544;41 jaar;Ongehuwd;2029;57230;26150;31080;23795;7013;272
6545;41 jaar;Ongehuwd;2030;56662;25864;30798;23553;6977;268
6546;41 jaar;Ongehuwd;2031;56899;26020;30879;23578;7031;270
6547;41 jaar;Ongehuwd;2032;58795;27097;31698;24209;7208;281
6548;41 jaar;Ongehuwd;2033;58723;27130;31593;24100;7211;282
6549;41 jaar;Ongehuwd;2034;58145;26859;31286;23926;7081;279
6550;41 jaar;Ongehuwd;2035;57735;26674;31061;23767;7017;277
6551;41 jaar;Ongehuwd;2036;57941;26792;31149;23864;7007;278
6552;41 jaar;Ongehuwd;2037;56885;26224;30661;23530;6858;273
6553;41 jaar;Ongehuwd;2038;57022;26260;30762;23673;6816;273
6554;41 jaar;Ongehuwd;2039;57385;26458;30927;23738;6914;275
