ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalSnelgroeiendeBedrijven_1;k_10Tot50WerkzamePersonen_2;k_50Tot250WerkzamePersonen_3;k_250WerkzamePersonenOfMeer_4;NatuurlijkePersonen_5;Rechtspersonen_6
843;45 Autohandel en -reparatie;2013;135;90;30;5;5;130
844;45 Autohandel en -reparatie;2014;110;85;20;0;0;110
845;45 Autohandel en -reparatie;2015;125;85;35;0;5;125
846;45 Autohandel en -reparatie;2016;150;105;40;5;5;145
847;45 Autohandel en -reparatie;2017;205;145;45;10;5;200
848;45 Autohandel en -reparatie;2018;270;195;55;15;10;260
849;45 Autohandel en -reparatie;2019;245;175;60;10;10;235
850;45 Autohandel en -reparatie;2020;185;125;45;10;5;180
851;45 Autohandel en -reparatie;2021;140;95;35;10;5;135
852;45 Autohandel en -reparatie;2022;145;100;30;5;5;140
853;45 Autohandel en -reparatie;2023;170;110;40;10;5;160
854;46 Groothandel en handelsbemiddeling;2010;880;655;165;25;25;855
855;46 Groothandel en handelsbemiddeling;2011;830;615;175;20;25;805
856;46 Groothandel en handelsbemiddeling;2012;880;660;180;20;20;860
857;46 Groothandel en handelsbemiddeling;2013;905;670;195;20;25;880
858;46 Groothandel en handelsbemiddeling;2014;840;630;165;30;20;815
859;46 Groothandel en handelsbemiddeling;2015;925;690;185;25;20;905
860;46 Groothandel en handelsbemiddeling;2016;1065;805;220;20;25;1040
861;46 Groothandel en handelsbemiddeling;2017;1175;895;230;25;30;1145
862;46 Groothandel en handelsbemiddeling;2018;1360;1030;260;35;40;1320
863;46 Groothandel en handelsbemiddeling;2019;1335;985;290;35;30;1305
864;46 Groothandel en handelsbemiddeling;2020;1200;865;280;35;25;1175
865;46 Groothandel en handelsbemiddeling;2021;1135;830;250;30;25;1110
866;46 Groothandel en handelsbemiddeling;2022;1155;825;275;35;25;1130
867;46 Groothandel en handelsbemiddeling;2023;1155;810;300;35;25;1135
868;47 Detailhandel (niet in auto's);2010;675;460;125;20;165;510
869;47 Detailhandel (niet in auto's);2011;640;460;105;20;180;460
870;47 Detailhandel (niet in auto's);2012;580;410;100;25;165;415
871;47 Detailhandel (niet in auto's);2013;525;370;100;20;155;375
872;47 Detailhandel (niet in auto's);2014;480;325;85;25;130;350
873;47 Detailhandel (niet in auto's);2015;500;350;80;20;130;370
874;47 Detailhandel (niet in auto's);2016;595;405;110;30;150;445
875;47 Detailhandel (niet in auto's);2017;695;475;120;40;145;550
876;47 Detailhandel (niet in auto's);2018;845;585;155;45;175;665
877;47 Detailhandel (niet in auto's);2019;740;490;150;40;140;600
878;47 Detailhandel (niet in auto's);2020;690;460;135;40;135;555
879;47 Detailhandel (niet in auto's);2021;660;455;120;30;145;520
880;47 Detailhandel (niet in auto's);2022;720;515;110;30;170;550
881;47 Detailhandel (niet in auto's);2023;670;460;105;35;120;550
882;H Vervoer en opslag;2010;415;270;100;20;40;375
883;H Vervoer en opslag;2011;355;235;90;20;30;325
884;H Vervoer en opslag;2012;370;235;100;20;40;330
885;H Vervoer en opslag;2013;380;265;90;20;35;345
886;H Vervoer en opslag;2014;375;255;90;20;35;340
887;H Vervoer en opslag;2015;405;260;110;15;35;365
888;H Vervoer en opslag;2016;450;290;125;20;45;405
889;H Vervoer en opslag;2017;525;350;140;20;55;470
890;H Vervoer en opslag;2018;660;440;170;30;60;600
891;H Vervoer en opslag;2019;595;380;170;30;60;535
892;H Vervoer en opslag;2020;475;305;135;30;40;435
893;H Vervoer en opslag;2021;425;290;90;35;45;380
894;H Vervoer en opslag;2022;465;300;120;35;25;440
895;H Vervoer en opslag;2023;500;310;135;35;30;465
896;49 Vervoer over land;2010;265;170;65;10;30;235
897;49 Vervoer over land;2011;220;145;55;10;25;195
898;49 Vervoer over land;2012;215;135;65;15;30;190
899;49 Vervoer over land;2013;200;135;50;10;25;180
900;49 Vervoer over land;2014;190;125;50;10;25;165
901;49 Vervoer over land;2015;205;140;55;10;25;180
902;49 Vervoer over land;2016;245;160;60;10;30;215
903;49 Vervoer over land;2017;295;215;65;10;40;255
904;49 Vervoer over land;2018;380;265;95;15;45;335
905;49 Vervoer over land;2019;340;220;90;20;45;295
906;49 Vervoer over land;2020;250;155;75;20;25;225
907;49 Vervoer over land;2021;200;130;45;20;25;180
908;49 Vervoer over land;2022;230;145;60;20;15;215
909;49 Vervoer over land;2023;235;160;55;15;15;220
910;50 Vervoer over water;2010;20;10;5;0;0;20
911;50 Vervoer over water;2011;20;10;10;0;0;20
912;50 Vervoer over water;2012;25;15;5;0;0;20
913;50 Vervoer over water;2013;25;15;5;0;0;25
914;50 Vervoer over water;2014;25;15;10;0;0;25
915;50 Vervoer over water;2015;25;15;10;0;0;25
916;50 Vervoer over water;2016;25;15;10;0;0;25
917;50 Vervoer over water;2017;25;15;10;0;0;25
918;50 Vervoer over water;2018;30;20;5;0;5;25
919;50 Vervoer over water;2019;30;20;10;0;0;30
920;50 Vervoer over water;2020;20;15;5;0;0;20
921;50 Vervoer over water;2021;15;15;0;0;0;15
922;50 Vervoer over water;2022;10;5;5;0;0;10
923;50 Vervoer over water;2023;20;15;5;0;5;15
924;51 Vervoer door de lucht;2010;0;0;0;0;0;0
925;51 Vervoer door de lucht;2011;0;0;0;0;0;0
926;51 Vervoer door de lucht;2012;0;0;0;0;0;0
927;51 Vervoer door de lucht;2013;5;0;0;0;0;5
928;51 Vervoer door de lucht;2014;5;5;0;0;0;5
929;51 Vervoer door de lucht;2015;5;0;0;0;0;5
930;51 Vervoer door de lucht;2016;5;0;0;0;0;5
931;51 Vervoer door de lucht;2017;0;0;0;0;0;0
932;51 Vervoer door de lucht;2018;0;0;0;0;0;0
933;51 Vervoer door de lucht;2019;5;0;0;0;0;5
934;51 Vervoer door de lucht;2020;5;5;0;0;0;5
935;51 Vervoer door de lucht;2021;5;5;0;0;0;5
936;51 Vervoer door de lucht;2022;5;5;0;0;0;5
937;51 Vervoer door de lucht;2023;5;5;0;0;0;5
938;52 Opslag, dienstverlening voor vervoer;2010;105;70;25;10;0;105
939;52 Opslag, dienstverlening voor vervoer;2011;100;70;20;5;0;100
940;52 Opslag, dienstverlening voor vervoer;2012;105;70;30;5;0;100
941;52 Opslag, dienstverlening voor vervoer;2013;130;90;25;5;5;120
942;52 Opslag, dienstverlening voor vervoer;2014;130;95;25;5;5;125
943;52 Opslag, dienstverlening voor vervoer;2015;135;80;40;5;5;130
944;52 Opslag, dienstverlening voor vervoer;2016;140;85;45;10;5;140
945;52 Opslag, dienstverlening voor vervoer;2017;170;100;60;5;5;165
946;52 Opslag, dienstverlening voor vervoer;2018;205;120;65;10;5;200
947;52 Opslag, dienstverlening voor vervoer;2019;180;105;65;10;0;180
948;52 Opslag, dienstverlening voor vervoer;2020;155;90;50;10;0;150
949;52 Opslag, dienstverlening voor vervoer;2021;145;95;40;10;5;140
950;52 Opslag, dienstverlening voor vervoer;2022;175;105;55;10;5;170
951;52 Opslag, dienstverlening voor vervoer;2023;190;100;70;15;5;185
952;53 Post en koeriers;2010;20;10;5;0;5;15
953;53 Post en koeriers;2011;15;10;5;0;5;10
954;53 Post en koeriers;2012;25;20;5;0;5;20
955;53 Post en koeriers;2013;25;20;5;0;5;20
956;53 Post en koeriers;2014;25;15;5;0;5;20
957;53 Post en koeriers;2015;35;25;10;0;5;30
958;53 Post en koeriers;2016;35;25;10;0;10;25
959;53 Post en koeriers;2017;35;20;5;0;10;25
960;53 Post en koeriers;2018;45;30;5;0;10;35
961;53 Post en koeriers;2019;40;35;5;0;10;30
962;53 Post en koeriers;2020;50;40;5;0;15;30
963;53 Post en koeriers;2021;55;45;5;5;15;40
964;53 Post en koeriers;2022;50;40;5;5;5;40
965;53 Post en koeriers;2023;50;35;10;5;10;40
966;I Horeca;2010;600;360;45;10;280;320
967;I Horeca;2011;615;400;30;5;280;335
968;I Horeca;2012;640;420;50;10;265;375
969;I Horeca;2013;645;425;45;10;270;375
970;I Horeca;2014;660;430;35;10;270;390
971;I Horeca;2015;755;515;45;5;340;410
972;I Horeca;2016;945;640;55;10;460;490
973;I Horeca;2017;1045;705;85;10;480;570
974;I Horeca;2018;1400;925;100;10;675;725
975;I Horeca;2019;1120;740;105;15;500;620
976;I Horeca;2020;660;460;60;10;285;375
977;I Horeca;2021;530;365;50;5;235;295
978;I Horeca;2022;1050;755;80;5;450;600
979;I Horeca;2023;2195;1665;150;10;875;1320
980;55 Logiesverstrekking;2010;105;75;10;5;20;85
981;55 Logiesverstrekking;2011;100;75;10;5;20;80
982;55 Logiesverstrekking;2012;110;80;15;5;30;85
983;55 Logiesverstrekking;2013;100;70;10;0;15;80
984;55 Logiesverstrekking;2014;80;60;5;5;10;70
985;55 Logiesverstrekking;2015;90;60;20;0;20;75
986;55 Logiesverstrekking;2016;135;90;25;5;30;105
987;55 Logiesverstrekking;2017;135;95;25;5;25;110
988;55 Logiesverstrekking;2018;170;115;30;5;45;125
989;55 Logiesverstrekking;2019;160;110;30;5;30;125
990;55 Logiesverstrekking;2020;95;60;20;5;15;80
991;55 Logiesverstrekking;2021;85;60;15;5;20;70
992;55 Logiesverstrekking;2022;125;90;20;0;20;100
993;55 Logiesverstrekking;2023;275;215;40;5;50;225
994;56 Eet- en drinkgelegenheden;2010;495;280;35;5;260;235
995;56 Eet- en drinkgelegenheden;2011;515;325;20;0;260;255
996;56 Eet- en drinkgelegenheden;2012;530;340;35;5;240;290
997;56 Eet- en drinkgelegenheden;2013;545;355;35;5;255;295
998;56 Eet- en drinkgelegenheden;2014;580;370;25;5;260;320
999;56 Eet- en drinkgelegenheden;2015;660;455;25;5;325;340
1000;56 Eet- en drinkgelegenheden;2016;815;550;30;5;430;385
1001;56 Eet- en drinkgelegenheden;2017;910;610;60;5;450;460
1002;56 Eet- en drinkgelegenheden;2018;1230;810;75;5;630;600
1003;56 Eet- en drinkgelegenheden;2019;965;630;80;10;470;495
1004;56 Eet- en drinkgelegenheden;2020;565;400;45;5;270;295
1005;56 Eet- en drinkgelegenheden;2021;445;300;35;0;220;225
1006;56 Eet- en drinkgelegenheden;2022;925;660;55;5;430;495
1007;56 Eet- en drinkgelegenheden;2023;1920;1450;110;5;820;1095
1008;J Informatie en communicatie;2010;460;340;100;15;5;455
1009;J Informatie en communicatie;2011;435;320;95;10;5;430
1010;J Informatie en communicatie;2012;470;355;95;15;5;465
1011;J Informatie en communicatie;2013;480;360;100;15;5;475
1012;J Informatie en communicatie;2014;500;380;95;20;0;500
1013;J Informatie en communicatie;2015;525;385;110;20;0;520
1014;J Informatie en communicatie;2016;615;455;140;15;0;610
1015;J Informatie en communicatie;2017;695;510;160;20;0;695
1016;J Informatie en communicatie;2018;750;530;185;30;5;750
1017;J Informatie en communicatie;2019;780;530;205;35;5;775
1018;J Informatie en communicatie;2020;795;545;210;35;5;790
1019;J Informatie en communicatie;2021;825;595;200;25;5;820
1020;J Informatie en communicatie;2022;865;595;220;40;0;865
1021;J Informatie en communicatie;2023;880;580;240;45;0;880
1022;58-60 Uitgeverijen, film,radio en t.v.;2010;70;45;10;5;5;65
1023;58-60 Uitgeverijen, film,radio en t.v.;2011;70;45;20;0;0;70
1024;58-60 Uitgeverijen, film,radio en t.v.;2012;60;40;15;5;0;60
1025;58-60 Uitgeverijen, film,radio en t.v.;2013;45;30;10;5;0;45
1026;58-60 Uitgeverijen, film,radio en t.v.;2014;50;35;5;5;0;50
1027;58-60 Uitgeverijen, film,radio en t.v.;2015;50;40;5;0;0;45
1028;58-60 Uitgeverijen, film,radio en t.v.;2016;55;45;10;0;0;55
1029;58-60 Uitgeverijen, film,radio en t.v.;2017;55;40;10;5;0;55
1030;58-60 Uitgeverijen, film,radio en t.v.;2018;65;40;15;5;0;65
1031;58-60 Uitgeverijen, film,radio en t.v.;2019;55;35;15;5;0;55
1032;58-60 Uitgeverijen, film,radio en t.v.;2020;50;40;5;5;0;50
1033;58-60 Uitgeverijen, film,radio en t.v.;2021;50;40;10;0;0;50
1034;58-60 Uitgeverijen, film,radio en t.v.;2022;65;45;15;0;0;65
1035;58-60 Uitgeverijen, film,radio en t.v.;2023;60;40;20;0;0;60
1036;58 Uitgeverijen;2010;35;20;5;5;0;30
1037;58 Uitgeverijen;2011;30;20;10;0;0;30
1038;58 Uitgeverijen;2012;25;15;10;0;0;25
1039;58 Uitgeverijen;2013;25;15;5;0;0;20
1040;58 Uitgeverijen;2014;25;20;5;0;0;25
1041;58 Uitgeverijen;2015;20;15;5;0;0;20
1042;58 Uitgeverijen;2016;30;20;5;0;0;30
1043;58 Uitgeverijen;2017;30;20;5;0;0;30
1044;58 Uitgeverijen;2018;30;20;5;0;0;30
1045;58 Uitgeverijen;2019;25;20;5;0;0;25
1046;58 Uitgeverijen;2020;20;20;5;0;0;20
1047;58 Uitgeverijen;2021;25;20;5;0;0;25
1048;58 Uitgeverijen;2022;30;15;10;0;0;30
1049;58 Uitgeverijen;2023;30;20;10;0;0;30
1050;"59 Film- en tv-productie; geluidsopname";2010;30;25;5;0;0;30
1051;"59 Film- en tv-productie; geluidsopname";2011;35;20;5;0;0;35
1052;"59 Film- en tv-productie; geluidsopname";2012;25;20;5;0;0;25
1053;"59 Film- en tv-productie; geluidsopname";2013;15;15;5;0;0;15
1054;"59 Film- en tv-productie; geluidsopname";2014;20;15;5;5;0;20
1055;"59 Film- en tv-productie; geluidsopname";2015;20;20;0;0;0;20
1056;"59 Film- en tv-productie; geluidsopname";2016;25;20;5;0;0;25
1057;"59 Film- en tv-productie; geluidsopname";2017;20;20;5;0;0;20
1058;"59 Film- en tv-productie; geluidsopname";2018;30;15;10;5;0;30
1059;"59 Film- en tv-productie; geluidsopname";2019;25;15;5;5;0;25
1060;"59 Film- en tv-productie; geluidsopname";2020;25;20;0;0;0;20
1061;"59 Film- en tv-productie; geluidsopname";2021;20;20;5;0;0;20
1062;"59 Film- en tv-productie; geluidsopname";2022;30;25;5;0;0;30
1063;"59 Film- en tv-productie; geluidsopname";2023;30;20;5;0;0;30
1064;60 Radio- en televisieomroepen;2010;5;0;0;0;0;5
1065;60 Radio- en televisieomroepen;2011;5;5;0;0;0;5
1066;60 Radio- en televisieomroepen;2012;10;5;0;0;0;10
1067;60 Radio- en televisieomroepen;2013;5;0;5;0;0;5
1068;60 Radio- en televisieomroepen;2014;5;0;0;0;0;5
1069;60 Radio- en televisieomroepen;2015;5;0;0;0;0;5
1070;60 Radio- en televisieomroepen;2016;5;5;0;0;0;5
1071;60 Radio- en televisieomroepen;2017;5;5;0;5;0;5
1072;60 Radio- en televisieomroepen;2018;5;0;0;0;0;5
1073;60 Radio- en televisieomroepen;2019;5;0;5;0;0;5
1074;60 Radio- en televisieomroepen;2020;5;0;0;0;0;5
1075;60 Radio- en televisieomroepen;2021;0;0;0;0;0;0
1076;60 Radio- en televisieomroepen;2022;5;5;0;0;0;5
1077;60 Radio- en televisieomroepen;2023;5;0;5;0;0;5
1078;61 Telecommunicatie;2010;35;20;10;0;0;35
1079;61 Telecommunicatie;2011;35;20;10;5;0;35
1080;61 Telecommunicatie;2012;20;10;10;0;0;20
1081;61 Telecommunicatie;2013;25;20;5;0;0;25
1082;61 Telecommunicatie;2014;30;20;5;0;0;30
1083;61 Telecommunicatie;2015;25;15;10;0;0;25
1084;61 Telecommunicatie;2016;25;15;10;0;0;25
1085;61 Telecommunicatie;2017;25;10;10;0;0;25
1086;61 Telecommunicatie;2018;25;15;10;0;0;25
1087;61 Telecommunicatie;2019;20;15;5;0;0;20
1088;61 Telecommunicatie;2020;25;10;10;0;0;25
1089;61 Telecommunicatie;2021;20;15;5;0;0;20
1090;61 Telecommunicatie;2022;20;10;5;5;0;20
1091;61 Telecommunicatie;2023;10;5;5;0;0;10
1092;62-63 IT- en informatiedienstverlening;2010;355;270;75;5;0;355
1093;62-63 IT- en informatiedienstverlening;2011;330;255;70;5;5;325
1094;62-63 IT- en informatiedienstverlening;2012;390;305;75;10;0;385
1095;62-63 IT- en informatiedienstverlening;2013;405;305;85;10;5;405
1096;62-63 IT- en informatiedienstverlening;2014;425;325;85;10;0;420
1097;62-63 IT- en informatiedienstverlening;2015;450;335;95;15;0;450
1098;62-63 IT- en informatiedienstverlening;2016;530;395;120;15;0;530
1099;62-63 IT- en informatiedienstverlening;2017;615;455;135;15;0;610
1100;62-63 IT- en informatiedienstverlening;2018;660;475;160;25;0;660
1101;62-63 IT- en informatiedienstverlening;2019;705;485;185;30;5;705
1102;62-63 IT- en informatiedienstverlening;2020;720;495;195;25;0;720
1103;62-63 IT- en informatiedienstverlening;2021;755;540;185;25;5;750
1104;62-63 IT- en informatiedienstverlening;2022;780;545;195;35;0;780
1105;62-63 IT- en informatiedienstverlening;2023;805;535;220;40;0;805
1106;62 IT-dienstverlening;2010;335;250;75;5;0;330
1107;62 IT-dienstverlening;2011;295;225;65;5;5;295
1108;62 IT-dienstverlening;2012;355;275;65;10;0;350
1109;62 IT-dienstverlening;2013;365;280;75;10;5;365
1110;62 IT-dienstverlening;2014;370;280;75;10;0;370
1111;62 IT-dienstverlening;2015;400;290;90;15;0;400
1112;62 IT-dienstverlening;2016;470;345;110;15;0;465
1113;62 IT-dienstverlening;2017;545;410;120;15;0;545
1114;62 IT-dienstverlening;2018;590;420;145;25;0;590
1115;62 IT-dienstverlening;2019;630;425;170;25;5;625
1116;62 IT-dienstverlening;2020;645;445;175;25;0;645
1117;62 IT-dienstverlening;2021;690;500;165;20;5;685
1118;62 IT-dienstverlening;2022;700;485;180;30;0;700
1119;62 IT-dienstverlening;2023;715;475;195;35;0;715
1120;63 Diensten op het gebied van informatie;2010;25;20;5;0;0;25
1121;63 Diensten op het gebied van informatie;2011;35;25;5;0;0;35
1122;63 Diensten op het gebied van informatie;2012;35;25;10;0;0;35
1123;63 Diensten op het gebied van informatie;2013;40;30;10;0;0;40
1124;63 Diensten op het gebied van informatie;2014;55;40;10;0;0;50
1125;63 Diensten op het gebied van informatie;2015;50;45;10;0;0;50
1126;63 Diensten op het gebied van informatie;2016;65;50;10;0;0;65
1127;63 Diensten op het gebied van informatie;2017;70;45;20;0;0;70
1128;63 Diensten op het gebied van informatie;2018;70;55;15;0;0;70
1129;63 Diensten op het gebied van informatie;2019;75;60;15;0;0;75
1130;63 Diensten op het gebied van informatie;2020;75;50;20;0;0;75
1131;63 Diensten op het gebied van informatie;2021;65;40;20;5;0;65
1132;63 Diensten op het gebied van informatie;2022;80;55;20;5;0;80
1133;63 Diensten op het gebied van informatie;2023;90;60;25;5;0;90
1134;K Financiële dienstverlening;2010;145;90;35;15;5;140
1135;K Financiële dienstverlening;2011;135;90;35;10;0;135
1136;K Financiële dienstverlening;2012;130;90;35;5;5;125
1137;K Financiële dienstverlening;2013;125;85;30;5;0;125
1138;K Financiële dienstverlening;2014;125;95;20;10;0;125
1139;K Financiële dienstverlening;2015;140;100;25;10;0;140
1140;K Financiële dienstverlening;2016;145;100;30;10;0;140
1141;K Financiële dienstverlening;2017;165;115;35;15;5;165
1142;K Financiële dienstverlening;2018;175;125;30;10;5;170
1143;K Financiële dienstverlening;2019;190;130;40;15;5;185
1144;K Financiële dienstverlening;2020;195;135;45;10;0;195
1145;K Financiële dienstverlening;2021;170;110;40;15;5;170
1146;K Financiële dienstverlening;2022;205;125;55;20;5;200
1147;K Financiële dienstverlening;2023;210;130;60;15;5;210
1148;64 Bankwezen;2010;50;35;10;5;0;50
1149;64 Bankwezen;2011;45;30;10;5;0;45
1150;64 Bankwezen;2012;50;40;15;0;0;50
1151;64 Bankwezen;2013;45;35;10;0;0;45
1152;64 Bankwezen;2014;45;40;5;0;0;45
1153;64 Bankwezen;2015;50;40;5;0;0;50
1154;64 Bankwezen;2016;50;35;10;0;0;50
1155;64 Bankwezen;2017;60;40;15;5;0;60
1156;64 Bankwezen;2018;65;50;10;5;0;65
1157;64 Bankwezen;2019;75;55;10;5;0;75
1158;64 Bankwezen;2020;85;65;15;5;0;85
1159;64 Bankwezen;2021;65;50;10;0;0;65
1160;64 Bankwezen;2022;70;45;15;5;0;70
1161;64 Bankwezen;2023;85;60;20;5;0;85
1162;65 Verzekeraars en pensioenfondsen;2010;25;10;10;5;0;25
1163;65 Verzekeraars en pensioenfondsen;2011;25;10;10;5;0;25
1164;65 Verzekeraars en pensioenfondsen;2012;15;5;10;5;0;15
1165;65 Verzekeraars en pensioenfondsen;2013;15;5;5;5;0;15
1166;65 Verzekeraars en pensioenfondsen;2014;15;10;0;5;0;15
1167;65 Verzekeraars en pensioenfondsen;2015;20;10;5;5;0;20
1168;65 Verzekeraars en pensioenfondsen;2016;15;10;5;0;0;15
1169;65 Verzekeraars en pensioenfondsen;2017;15;5;5;5;0;15
1170;65 Verzekeraars en pensioenfondsen;2018;15;10;5;0;0;15
1171;65 Verzekeraars en pensioenfondsen;2019;10;5;5;0;0;10
1172;65 Verzekeraars en pensioenfondsen;2020;15;5;5;0;0;15
1173;65 Verzekeraars en pensioenfondsen;2021;15;5;5;0;0;15
1174;65 Verzekeraars en pensioenfondsen;2022;15;0;5;5;0;15
1175;65 Verzekeraars en pensioenfondsen;2023;20;10;5;0;0;20
1176;66 Overige financiële dienstverlening;2010;70;50;15;0;5;65
1177;66 Overige financiële dienstverlening;2011;65;45;15;0;0;65
1178;66 Overige financiële dienstverlening;2012;60;45;10;0;0;60
1179;66 Overige financiële dienstverlening;2013;65;45;15;0;0;65
1180;66 Overige financiële dienstverlening;2014;65;45;15;0;0;65
1181;66 Overige financiële dienstverlening;2015;70;45;15;5;0;70
1182;66 Overige financiële dienstverlening;2016;80;55;15;5;0;75
1183;66 Overige financiële dienstverlening;2017;90;65;15;10;5;90
1184;66 Overige financiële dienstverlening;2018;95;70;20;5;5;90
1185;66 Overige financiële dienstverlening;2019;105;70;25;10;5;100
1186;66 Overige financiële dienstverlening;2020;95;65;25;5;0;95
1187;66 Overige financiële dienstverlening;2021;95;55;25;10;5;90
1188;66 Overige financiële dienstverlening;2022;120;80;35;10;5;115
1189;66 Overige financiële dienstverlening;2023;110;65;35;10;5;105
1190;L Verhuur en handel van onroerend goed;2010;90;45;35;10;0;90
1191;L Verhuur en handel van onroerend goed;2011;65;45;15;5;0;65
1192;L Verhuur en handel van onroerend goed;2012;55;35;15;0;0;55
1193;L Verhuur en handel van onroerend goed;2013;50;20;20;5;5;45
1194;L Verhuur en handel van onroerend goed;2014;45;25;15;0;0;45
1195;L Verhuur en handel van onroerend goed;2015;60;40;15;0;0;60
1196;L Verhuur en handel van onroerend goed;2016;95;75;10;0;5;90
1197;L Verhuur en handel van onroerend goed;2017;95;80;5;0;5;90
1198;L Verhuur en handel van onroerend goed;2018;90;75;10;0;5;85
1199;L Verhuur en handel van onroerend goed;2019;95;80;10;5;10;90
1200;L Verhuur en handel van onroerend goed;2020;85;65;15;5;5;80
1201;L Verhuur en handel van onroerend goed;2021;90;65;20;0;0;90
1202;L Verhuur en handel van onroerend goed;2022;90;70;20;0;0;90
1203;L Verhuur en handel van onroerend goed;2023;90;65;20;0;5;90
1204;68 Verhuur en handel van onroerend goed;2010;90;45;35;10;0;90
1205;68 Verhuur en handel van onroerend goed;2011;65;45;15;5;0;65
1206;68 Verhuur en handel van onroerend goed;2012;55;35;15;0;0;55
1207;68 Verhuur en handel van onroerend goed;2013;50;20;20;5;5;45
1208;68 Verhuur en handel van onroerend goed;2014;45;25;15;0;0;45
1209;68 Verhuur en handel van onroerend goed;2015;60;40;15;0;0;60
1210;68 Verhuur en handel van onroerend goed;2016;95;75;10;0;5;90
1211;68 Verhuur en handel van onroerend goed;2017;95;80;5;0;5;90
1212;68 Verhuur en handel van onroerend goed;2018;90;75;10;0;5;85
1213;68 Verhuur en handel van onroerend goed;2019;95;80;10;5;10;90
1214;68 Verhuur en handel van onroerend goed;2020;85;65;15;5;5;80
1215;68 Verhuur en handel van onroerend goed;2021;90;65;20;0;0;90
1216;68 Verhuur en handel van onroerend goed;2022;90;70;20;0;0;90
1217;68 Verhuur en handel van onroerend goed;2023;90;65;20;0;5;90
1218;M-N Zakelijke dienstverlening;2010;1540;960;395;85;150;1390
1219;M-N Zakelijke dienstverlening;2011;1380;875;350;85;120;1260
1220;M-N Zakelijke dienstverlening;2012;1505;945;400;105;110;1395
1221;M-N Zakelijke dienstverlening;2013;1525;955;395;115;125;1400
1222;M-N Zakelijke dienstverlening;2014;1480;915;385;105;95;1385
1223;M-N Zakelijke dienstverlening;2015;1750;1035;515;135;115;1635
1224;M-N Zakelijke dienstverlening;2016;2025;1190;580;170;140;1885
1225;M-N Zakelijke dienstverlening;2017;2350;1440;635;195;165;2190
1226;M-N Zakelijke dienstverlening;2018;2710;1615;740;255;185;2525
1227;M-N Zakelijke dienstverlening;2019;2350;1485;625;170;165;2185
1228;M-N Zakelijke dienstverlening;2020;1930;1310;470;110;130;1800
1229;M-N Zakelijke dienstverlening;2021;1810;1275;415;85;95;1720
1230;M-N Zakelijke dienstverlening;2022;2055;1405;480;120;95;1960
1231;M-N Zakelijke dienstverlening;2023;2235;1430;610;150;90;2145
1232;M Specialistische zakelijke diensten;2010;820;580;170;25;60;760
1233;M Specialistische zakelijke diensten;2011;680;505;125;20;45;630
1234;M Specialistische zakelijke diensten;2012;680;510;120;30;35;645
1235;M Specialistische zakelijke diensten;2013;730;550;125;35;45;685
1236;M Specialistische zakelijke diensten;2014;710;535;125;25;30;680
1237;M Specialistische zakelijke diensten;2015;750;560;150;20;30;720
1238;M Specialistische zakelijke diensten;2016;885;660;175;15;45;840
1239;M Specialistische zakelijke diensten;2017;1080;830;200;15;70;1015
1240;M Specialistische zakelijke diensten;2018;1150;855;230;30;70;1080
1241;M Specialistische zakelijke diensten;2019;1185;890;245;30;55;1130
1242;M Specialistische zakelijke diensten;2020;1050;810;190;30;50;1000
1243;M Specialistische zakelijke diensten;2021;1110;860;205;30;45;1060
1244;M Specialistische zakelijke diensten;2022;1165;895;220;30;40;1120
1245;M Specialistische zakelijke diensten;2023;1220;905;260;35;40;1180
1246;69-71 Management- en technisch advies;2010;590;420;125;20;40;550
1247;69-71 Management- en technisch advies;2011;455;345;85;15;25;430
1248;69-71 Management- en technisch advies;2012;470;345;90;20;15;455
1249;69-71 Management- en technisch advies;2013;530;390;100;25;25;505
1250;69-71 Management- en technisch advies;2014;510;370;100;25;20;495
1251;69-71 Management- en technisch advies;2015;525;390;105;20;20;505
1252;69-71 Management- en technisch advies;2016;625;470;120;15;30;595
1253;69-71 Management- en technisch advies;2017;740;570;135;15;55;690
1254;69-71 Management- en technisch advies;2018;815;620;145;20;55;760
1255;69-71 Management- en technisch advies;2019;855;665;160;20;45;805
1256;69-71 Management- en technisch advies;2020;745;590;125;20;30;710
1257;69-71 Management- en technisch advies;2021;765;605;130;20;25;740
1258;69-71 Management- en technisch advies;2022;775;600;145;20;25;750
1259;69-71 Management- en technisch advies;2023;830;625;175;20;25;810
1260;69 Juridische diensten en administratie;2010;150;105;30;10;35;120
1261;69 Juridische diensten en administratie;2011;130;100;25;5;20;110
1262;69 Juridische diensten en administratie;2012;110;85;20;5;10;100
1263;69 Juridische diensten en administratie;2013;105;80;15;0;20;85
1264;69 Juridische diensten en administratie;2014;95;70;15;5;10;85
1265;69 Juridische diensten en administratie;2015;110;90;15;0;15;95
1266;69 Juridische diensten en administratie;2016;140;110;20;0;25;115
1267;69 Juridische diensten en administratie;2017;195;165;15;0;45;150
1268;69 Juridische diensten en administratie;2018;200;160;20;5;45;155
1269;69 Juridische diensten en administratie;2019;180;155;15;5;40;140
1270;69 Juridische diensten en administratie;2020;150;125;15;5;25;120
1271;69 Juridische diensten en administratie;2021;165;140;15;5;25;140
1272;69 Juridische diensten en administratie;2022;165;135;20;5;15;150
1273;69 Juridische diensten en administratie;2023;180;150;25;5;15;165
