ID;Geslacht;Geboorteland;Leeftijd;Perioden;TotaalNietNederlandseImmigranten_1;MotiefArbeid_2;MotiefAsiel_3;MotiefGezinsmigratie_4;MotiefStudie_5;MotiefAuPairStage_6;OverigeMotieven_7
52;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;1996;5158.0;320.0;1017.0;2755.0;649.0;241.0;177.0
53;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;1997;5357.0;336.0;845.0;2614.0;815.0;494.0;252.0
54;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;1998;5386.0;426.0;710.0;2698.0;794.0;527.0;231.0
55;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;1999;5144.0;408.0;1022.0;2400.0;734.0;339.0;240.0
56;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2000;6287.0;541.0;1723.0;2543.0;871.0;335.0;273.0
57;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2001;7437.0;706.0;2275.0;2606.0;1305.0;288.0;257.0
58;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2002;7443.0;735.0;2168.0;2628.0;1388.0;263.0;261.0
59;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2003;6024.0;448.0;1124.0;2496.0;1474.0;239.0;243.0
60;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2004;4670.0;390.0;387.0;1787.0;1553.0;184.0;370.0
61;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2005;3807.0;365.0;258.0;976.0;1674.0;168.0;366.0
62;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2006;3907.0;429.0;181.0;900.0;1895.0;191.0;310.0
63;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2007;4988.0;883.0;176.0;1012.0;2227.0;269.0;421.0
64;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2008;6777.0;1447.0;231.0;1513.0;2862.0;331.0;392.0
65;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2009;7352.0;1378.0;633.0;2051.0;2564.0;298.0;429.0
66;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2010;8162.0;1451.0;622.0;2619.0;2483.0;273.0;714.0
67;Mannen en vrouwen;Totaal alle geboortelanden;18 tot 21 jaar;2011;8857.0;1833.0;460.0;2788.0;2652.0;259.0;864.0
68;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;1995;20797.0;3956.0;5950.0;8800.0;1137.0;94.0;861.0
69;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;1996;24915.0;4983.0;4920.0;11442.0;2513.0;234.0;824.0
70;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;1997;25495.0;5289.0;4079.0;10927.0;3777.0;675.0;748.0
71;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;1998;27510.0;6477.0;4154.0;11533.0;3841.0;745.0;760.0
72;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;1999;25480.0;6926.0;3997.0;9051.0;4068.0;715.0;722.0
73;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2000;29986.0;8137.0;6176.0;10046.0;4083.0;751.0;793.0
74;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2001;32158.0;8172.0;6067.0;11141.0;5028.0;765.0;986.0
75;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2002;31098.0;7593.0;4733.0;11070.0;6023.0;840.0;838.0
76;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2003;27855.0;6840.0;2365.0;10925.0;5985.0;764.0;977.0
77;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2004;26390.0;6796.0;900.0;8760.0;6789.0;881.0;2264.0
78;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2005;26350.0;7566.0;704.0;7607.0;7371.0;837.0;2265.0
79;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2006;28756.0;10058.0;831.0;8112.0;7250.0;776.0;1729.0
80;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2007;33497.0;14292.0;1399.0;7112.0;7384.0;1242.0;2068.0
81;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2008;44487.0;19537.0;2424.0;9296.0;9364.0;1608.0;2258.0
82;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2009;45074.0;18092.0;3757.0;9723.0;9051.0;1636.0;2815.0
83;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2010;48111.0;20535.0;2706.0;10046.0;10840.0;1475.0;2509.0
84;Mannen en vrouwen;Totaal alle geboortelanden;21 tot 30 jaar;2011;52420.0;23681.0;1723.0;10632.0;11982.0;1575.0;2828.0
85;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;1995;15602.0;3560.0;5172.0;5681.0;253.0;10.0;927.0
86;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;1996;17988.0;4443.0;4443.0;7474.0;768.0;24.0;836.0
87;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;1997;17677.0;4681.0;3566.0;7459.0;1155.0;44.0;771.0
88;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;1998;19503.0;5344.0;3839.0;8332.0;1261.0;50.0;677.0
89;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;1999;17639.0;5760.0;3780.0;6344.0;1191.0;41.0;523.0
90;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2000;21263.0;6603.0;5859.0;7012.0;1182.0;53.0;554.0
91;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2001;21383.0;6820.0;4909.0;7702.0;1257.0;41.0;654.0
92;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2002;19054.0;6229.0;2961.0;7668.0;1593.0;35.0;568.0
93;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2003;17349.0;5704.0;1697.0;7917.0;1337.0;29.0;664.0
94;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2004;15539.0;5484.0;645.0;6464.0;1420.0;68.0;1459.0
95;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2005;15330.0;5824.0;588.0;6126.0;1456.0;61.0;1275.0
96;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2006;16450.0;7415.0;742.0;5907.0;1379.0;62.0;946.0
97;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2007;19876.0;10381.0;1147.0;5517.0;1562.0;127.0;1141.0
98;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2008;24803.0;12851.0;1802.0;6774.0;1937.0;156.0;1283.0
99;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2009;23971.0;10846.0;2283.0;7251.0;1930.0;88.0;1573.0
100;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2010;24535.0;11650.0;1810.0;7283.0;2113.0;195.0;1483.0
101;Mannen en vrouwen;Totaal alle geboortelanden;30 tot 40 jaar;2011;26636.0;13392.0;1325.0;7691.0;2365.0;231.0;1632.0
102;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;1995;9238.0;2250.0;3075.0;2643.0;148.0;2.0;1120.0
103;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;1996;10323.0;2848.0;2740.0;3490.0;149.0;12.0;1084.0
104;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;1997;10236.0;2995.0;2280.0;3691.0;211.0;11.0;1049.0
105;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;1998;10491.0;3127.0;2318.0;3861.0;292.0;13.0;880.0
106;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;1999;9819.0;3137.0;2540.0;3042.0;242.0;12.0;846.0
107;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2000;11689.0;3625.0;3657.0;3376.0;234.0;25.0;772.0
108;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2001;12087.0;4068.0;3210.0;3682.0;196.0;9.0;922.0
109;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2002;10762.0;3844.0;1942.0;3907.0;246.0;18.0;804.0
110;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2003;9394.0;3481.0;941.0;3916.0;190.0;10.0;856.0
111;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2004;8423.0;3250.0;370.0;3151.0;250.0;18.0;1384.0
112;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2005;8566.0;3655.0;366.0;3097.0;254.0;7.0;1188.0
113;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2006;9517.0;4423.0;508.0;3308.0;195.0;15.0;1068.0
114;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2007;11428.0;6182.0;793.0;2939.0;289.0;36.0;1189.0
115;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2008;14692.0;7643.0;1278.0;3984.0;452.0;15.0;1320.0
116;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2009;14575.0;7184.0;1513.0;3913.0;400.0;9.0;1556.0
117;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2010;15016.0;7540.0;1291.0;4234.0;380.0;20.0;1552.0
118;Mannen en vrouwen;Totaal alle geboortelanden;40 jaar en ouder;2011;16406.0;8404.0;1155.0;4651.0;382.0;21.0;1792.0
119;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;1995;12077.0;471.0;5823.0;5376.0;181.0;54.0;173.0
120;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;1996;14516.0;626.0;5559.0;7311.0;553.0;219.0;248.0
121;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;1997;13718.0;754.0;3888.0;7545.0;904.0;417.0;211.0
122;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;1998;14834.0;1014.0;3781.0;8379.0;1080.0;389.0;190.0
123;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;1999;13711.0;879.0;4773.0;6596.0;972.0;319.0;172.0
124;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2000;16511.0;1040.0;7614.0;6417.0;918.0;275.0;247.0
125;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2001;19414.0;1154.0;9212.0;7533.0;979.0;244.0;291.0
126;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2002;20106.0;1238.0;9753.0;7512.0;1058.0;226.0;319.0
127;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2003;13669.0;1019.0;4058.0;7121.0;857.0;205.0;409.0
128;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2004;9564.0;844.0;1314.0;5456.0;937.0;210.0;802.0
129;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2005;8264.0;622.0;1011.0;4969.0;947.0;202.0;512.0
130;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2006;7513.0;657.0;1063.0;4407.0;904.0;185.0;297.0
131;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2007;7585.0;747.0;1352.0;3827.0;1040.0;275.0;344.0
132;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2008;10368.0;976.0;2046.0;5303.0;1246.0;350.0;448.0
133;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2009;13932.0;718.0;4683.0;6209.0;1254.0;344.0;724.0
134;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2010;12314.0;546.0;3337.0;6325.0;1284.0;346.0;475.0
135;Mannen en vrouwen;Totaal Afrika;Totaal alle leeftijden;2011;10631.0;665.0;1992.0;5728.0;1246.0;390.0;609.0
136;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;1995;1905.0;;945.0;935.0;;;25.0
137;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;1996;2270.0;;1121.0;1056.0;;;93.0
138;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;1997;1828.0;;571.0;1181.0;;;75.0
139;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;1998;1685.0;;478.0;1150.0;;;57.0
140;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;1999;1779.0;;631.0;1083.0;;;64.0
141;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2000;1996.0;;960.0;947.0;;;89.0
142;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2001;2143.0;;1071.0;979.0;;;93.0
143;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2002;2179.0;;1067.0;986.0;;;126.0
144;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2003;1256.0;;410.0;736.0;;;111.0
145;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2004;845.0;;108.0;610.0;;;127.0
146;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2005;907.0;;55.0;716.0;;;136.0
147;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2006;823.0;;41.0;695.0;;;87.0
148;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2007;904.0;;25.0;762.0;;;117.0
149;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2008;1199.0;;40.0;1037.0;;;122.0
150;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2009;1627.0;;260.0;1254.0;;;113.0
151;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2010;1825.0;;197.0;1550.0;;;78.0
152;Mannen en vrouwen;Totaal Afrika;Jonger dan 13 jaar;2011;1370.0;;50.0;1190.0;;;130.0
153;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;1995;1324.0;;940.0;376.0;1.0;0.0;7.0
154;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;1996;1515.0;;967.0;531.0;4.0;0.0;13.0
155;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;1997;1479.0;;938.0;532.0;2.0;0.0;5.0
156;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;1998;1956.0;;1287.0;662.0;4.0;0.0;3.0
157;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;1999;2495.0;;1883.0;602.0;4.0;0.0;6.0
158;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2000;2666.0;;2100.0;552.0;2.0;0.0;11.0
159;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2001;2928.0;;2267.0;641.0;1.0;0.0;19.0
160;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2002;3346.0;;2605.0;716.0;7.0;0.0;19.0
161;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2003;1110.0;;582.0;515.0;4.0;0.0;8.0
162;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2004;520.0;;92.0;391.0;7.0;0.0;30.0
163;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2005;481.0;;59.0;391.0;0.0;0.0;31.0
164;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2006;411.0;;36.0;364.0;0.0;0.0;11.0
165;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2007;469.0;;23.0;431.0;2.0;0.0;14.0
166;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2008;512.0;;20.0;479.0;0.0;0.0;13.0
167;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2009;981.0;;275.0;696.0;2.0;0.0;8.0
168;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2010;946.0;;216.0;721.0;3.0;0.0;6.0
169;Mannen en vrouwen;Totaal Afrika;13 tot 18 jaar;2011;613.0;;83.0;512.0;7.0;0.0;11.0
170;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;1995;1055.0;14.0;531.0;462.0;8.0;32.0;8.0
171;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;1996;1255.0;21.0;416.0;598.0;27.0;182.0;12.0
172;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;1997;1306.0;34.0;312.0;629.0;33.0;287.0;11.0
173;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;1998;1259.0;30.0;241.0;678.0;39.0;267.0;4.0
174;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;1999;1221.0;24.0;343.0;626.0;23.0;201.0;3.0
175;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2000;1627.0;19.0;762.0;627.0;39.0;169.0;11.0
176;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2001;2453.0;95.0;1395.0;743.0;32.0;169.0;19.0
177;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2002;2801.0;198.0;1647.0;778.0;26.0;136.0;17.0
178;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2003;1726.0;79.0;813.0;658.0;46.0;105.0;25.0
179;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2004;903.0;43.0;285.0;412.0;40.0;90.0;35.0
180;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2005;554.0;11.0;172.0;228.0;49.0;77.0;17.0
181;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2006;424.0;14.0;105.0;162.0;46.0;91.0;7.0
182;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2007;500.0;10.0;82.0;228.0;44.0;104.0;32.0
183;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2008;645.0;6.0;89.0;318.0;51.0;153.0;27.0
184;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2009;830.0;11.0;341.0;303.0;35.0;130.0;10.0
185;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2010;844.0;7.0;310.0;319.0;47.0;134.0;27.0
186;Mannen en vrouwen;Totaal Afrika;18 tot 21 jaar;2011;685.0;5.0;225.0;224.0;45.0;151.0;36.0
187;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;1995;4298.0;141.0;1894.0;2080.0;107.0;21.0;54.0
188;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;1996;5034.0;216.0;1641.0;2803.0;290.0;35.0;51.0
189;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;1997;4669.0;225.0;1077.0;2773.0;440.0;125.0;29.0
190;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;1998;5070.0;350.0;894.0;3154.0;516.0;118.0;38.0
191;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;1999;4239.0;311.0;932.0;2353.0;496.0;117.0;30.0
192;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2000;5208.0;369.0;1882.0;2375.0;437.0;104.0;41.0
193;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2001;6455.0;380.0;2592.0;2897.0;452.0;74.0;60.0
194;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2002;6461.0;312.0;2866.0;2664.0;482.0;89.0;47.0
195;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2003;4938.0;310.0;1380.0;2679.0;378.0;96.0;96.0
196;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2004;3548.0;255.0;495.0;2007.0;400.0;106.0;286.0
197;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2005;2812.0;183.0;388.0;1614.0;396.0;115.0;115.0
198;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2006;2665.0;199.0;432.0;1415.0;453.0;90.0;76.0
199;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2007;2688.0;209.0;633.0;1167.0;459.0;163.0;58.0
200;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2008;3818.0;284.0;935.0;1750.0;569.0;188.0;92.0
201;Mannen en vrouwen;Totaal Afrika;21 tot 30 jaar;2009;5102.0;153.0;2275.0;1745.0;578.0;208.0;144.0
