ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
1706;L Verhuur en handel van onroerend goed;2007;131;0;131;130.0;;130.0;1.5;;1.5;100.8;;100.8
1707;L Verhuur en handel van onroerend goed;2008;132;0;132;132.0;;132.0;1.5;;1.5;100.0;;100.0
1708;L Verhuur en handel van onroerend goed;2009;136;0;136;136.0;;136.0;3.0;;3.0;100.0;;100.0
1709;L Verhuur en handel van onroerend goed;2010;137;0;137;137.0;0.0;137.0;0.7;;0.7;100.0;;100.0
1710;L Verhuur en handel van onroerend goed;2011;141;0;141;141.0;;141.0;2.9;;2.9;100.0;;100.0
1711;L Verhuur en handel van onroerend goed;2012;142;0;142;146.0;;146.0;3.5;;3.5;97.3;;97.3
1712;L Verhuur en handel van onroerend goed;2013;143;0;143;147.0;;147.0;0.7;;0.7;97.3;;97.3
1713;L Verhuur en handel van onroerend goed;2014;145;0;145;149.0;;149.0;1.4;;1.4;97.3;;97.3
1714;L Verhuur en handel van onroerend goed;2015;152;0;152;155.0;;155.0;4.1;;4.1;97.9;;97.9
1715;L Verhuur en handel van onroerend goed;2016;153;0;153;156.0;;156.0;0.7;;0.7;97.9;;97.9
1716;68 Verhuur en handel van onroerend goed;1995;73;0;73;75.0;;75.0;;;;96.9;;96.9
1717;68 Verhuur en handel van onroerend goed;1996;84;0;84;85.0;;85.0;12.3;;12.3;99.3;;99.3
1718;68 Verhuur en handel van onroerend goed;1997;96;0;96;97.0;;97.0;14.3;;14.3;99.3;;99.3
1719;68 Verhuur en handel van onroerend goed;1998;99;0;99;101.0;;101.0;4.2;;4.2;98.3;;98.3
1720;68 Verhuur en handel van onroerend goed;1999;106;0;106;108.0;;108.0;7.1;;7.1;98.3;;98.3
1721;68 Verhuur en handel van onroerend goed;2000;115;0;115;116.0;;116.0;7.5;;7.5;99.1;;99.1
1722;68 Verhuur en handel van onroerend goed;2001;125;0;125;126.0;;126.0;8.7;;8.7;99.1;;99.1
1723;68 Verhuur en handel van onroerend goed;2002;124;0;124;125.0;;125.0;-0.8;;-0.8;99.1;;99.1
1724;68 Verhuur en handel van onroerend goed;2003;126;0;126;126.0;;126.0;0.8;;0.8;99.9;;99.9
1725;68 Verhuur en handel van onroerend goed;2004;126;0;126;125.0;;125.0;-0.8;;-0.8;100.7;;100.7
1726;68 Verhuur en handel van onroerend goed;2005;129;0;129;127.0;;127.0;1.6;;1.6;101.5;;101.5
1727;68 Verhuur en handel van onroerend goed;2006;130;0;130;128.0;;128.0;0.8;;0.8;101.5;;101.5
1728;68 Verhuur en handel van onroerend goed;2007;131;0;131;130.0;;130.0;1.5;;1.5;100.8;;100.8
1729;68 Verhuur en handel van onroerend goed;2008;132;0;132;132.0;;132.0;1.5;;1.5;100.0;;100.0
1730;68 Verhuur en handel van onroerend goed;2009;136;0;136;136.0;;136.0;3.0;;3.0;100.0;;100.0
1731;68 Verhuur en handel van onroerend goed;2010;137;0;137;137.0;0.0;137.0;0.7;;0.7;100.0;;100.0
1732;68 Verhuur en handel van onroerend goed;2011;141;0;141;141.0;;141.0;2.9;;2.9;100.0;;100.0
1733;68 Verhuur en handel van onroerend goed;2012;142;0;142;146.0;;146.0;3.5;;3.5;97.3;;97.3
1734;68 Verhuur en handel van onroerend goed;2013;143;0;143;147.0;;147.0;0.7;;0.7;97.3;;97.3
1735;68 Verhuur en handel van onroerend goed;2014;145;0;145;149.0;;149.0;1.4;;1.4;97.3;;97.3
1736;68 Verhuur en handel van onroerend goed;2015;152;0;152;155.0;;155.0;4.1;;4.1;97.9;;97.9
1737;68 Verhuur en handel van onroerend goed;2016;153;0;153;156.0;;156.0;0.7;;0.7;97.9;;97.9
1738;M-N Zakelijke dienstverlening;1995;4408;122;4286;7046.0;120.0;6913.0;;;;62.6;101.7;62.0
1739;M-N Zakelijke dienstverlening;1996;5072;129;4943;7929.0;128.0;7790.0;12.5;6.6;12.7;64.0;100.9;63.5
1740;M-N Zakelijke dienstverlening;1997;5803;140;5663;8882.0;139.0;8734.0;12.0;8.5;12.1;65.3;100.9;64.8
1741;M-N Zakelijke dienstverlening;1998;6147;154;5993;9116.0;151.0;8952.0;2.6;8.6;2.5;67.4;102.3;66.9
1742;M-N Zakelijke dienstverlening;1999;6778;167;6611;9757.0;160.0;9582.0;7.0;6.5;7.0;69.5;104.1;69.0
1743;M-N Zakelijke dienstverlening;2000;8198;175;8023;11418.0;166.0;11246.0;17.0;3.6;17.4;71.8;105.3;71.3
1744;M-N Zakelijke dienstverlening;2001;9949;179;9770;13227.0;166.0;13067.0;15.8;0.0;16.2;75.2;107.8;74.8
1745;M-N Zakelijke dienstverlening;2002;10408;187;10221;13129.0;175.0;12954.0;-0.7;5.6;-0.9;79.3;106.6;78.9
1746;M-N Zakelijke dienstverlening;2003;11018;195;10823;13481.0;184.0;13296.0;2.7;4.8;2.6;81.7;106.1;81.4
1747;M-N Zakelijke dienstverlening;2004;11538;197;11341;13595.0;186.0;13408.0;0.8;1.0;0.8;84.9;106.1;84.6
1748;M-N Zakelijke dienstverlening;2005;12048;203;11845;13715.0;189.0;13524.0;0.9;2.0;0.9;87.8;107.1;87.6
1749;M-N Zakelijke dienstverlening;2006;13013;208;12805;14446.0;195.0;14250.0;5.3;3.0;5.4;90.1;106.6;89.9
1750;M-N Zakelijke dienstverlening;2007;13469;208;13261;14256.0;201.0;14053.0;-1.3;2.9;-1.4;94.5;103.6;94.4
1751;M-N Zakelijke dienstverlening;2008;14914;192;14722;15215.0;190.0;15025.0;6.7;-5.3;6.9;98.0;101.0;98.0
1752;M-N Zakelijke dienstverlening;2009;14956;196;14760;15144.0;194.0;14950.0;-0.5;2.1;-0.5;98.8;101.0;98.7
1753;M-N Zakelijke dienstverlening;2010;15507;201;15306;15507.0;201.0;15306.0;2.4;3.6;2.4;100.0;100.0;100.0
1754;M-N Zakelijke dienstverlening;2011;17114;185;16929;16963.0;182.0;16781.0;9.4;-9.5;9.6;100.9;101.6;100.9
1755;M-N Zakelijke dienstverlening;2012;18332;279;18053;18130.0;270.0;17859.0;6.9;48.1;6.4;101.1;103.5;101.1
1756;M-N Zakelijke dienstverlening;2013;19476;188;19288;19154.0;179.0;18977.0;5.7;-33.7;6.3;101.7;105.2;101.6
1757;M-N Zakelijke dienstverlening;2014;21004;217;20787;20610.0;203.0;20409.0;7.6;13.3;7.5;101.9;107.2;101.9
1758;M-N Zakelijke dienstverlening;2015;24536;215;24321;23884.0;200.0;23688.0;15.9;-1.4;16.1;102.7;107.7;102.7
1759;M-N Zakelijke dienstverlening;2016;25948;244;25704;25136.0;222.0;24917.0;5.2;11.2;5.2;103.2;109.9;103.2
1760;M Specialistische zakelijke diensten;1995;3556;112;3444;5770.0;107.0;5648.0;;;;61.6;104.6;61.0
1761;M Specialistische zakelijke diensten;1996;4096;117;3979;6479.0;114.0;6354.0;12.3;6.3;12.5;63.2;102.9;62.6
1762;M Specialistische zakelijke diensten;1997;4751;126;4625;7371.0;124.0;7237.0;13.8;9.4;13.9;64.5;101.3;63.9
1763;M Specialistische zakelijke diensten;1998;4910;138;4772;7381.0;135.0;7230.0;0.1;8.7;-0.1;66.5;102.0;66.0
1764;M Specialistische zakelijke diensten;1999;5401;150;5251;7863.0;145.0;7700.0;6.5;7.2;6.5;68.7;103.4;68.2
1765;M Specialistische zakelijke diensten;2000;6653;156;6497;9384.0;151.0;9224.0;19.3;4.0;19.8;70.9;103.4;70.4
1766;M Specialistische zakelijke diensten;2001;8321;157;8164;11191.0;150.0;11044.0;19.3;-0.6;19.7;74.4;104.7;73.9
1767;M Specialistische zakelijke diensten;2002;8775;165;8610;11153.0;159.0;10994.0;-0.3;5.7;-0.5;78.7;104.1;78.3
1768;M Specialistische zakelijke diensten;2003;9424;171;9253;11612.0;164.0;11447.0;4.1;3.6;4.1;81.2;104.1;80.8
1769;M Specialistische zakelijke diensten;2004;9824;172;9652;11657.0;164.0;11493.0;0.4;0.0;0.4;84.3;104.7;84.0
1770;M Specialistische zakelijke diensten;2005;10128;178;9950;11576.0;167.0;11407.0;-0.7;1.7;-0.7;87.5;106.5;87.2
1771;M Specialistische zakelijke diensten;2006;10971;182;10789;12220.0;171.0;12049.0;5.6;2.2;5.6;89.8;106.5;89.5
1772;M Specialistische zakelijke diensten;2007;11295;181;11114;11926.0;175.0;11750.0;-2.4;2.2;-2.5;94.7;103.6;94.6
1773;M Specialistische zakelijke diensten;2008;12359;165;12194;12538.0;163.0;12376.0;5.1;-6.6;5.3;98.6;101.2;98.5
1774;M Specialistische zakelijke diensten;2009;12521;167;12354;12626.0;166.0;12460.0;0.7;1.8;0.7;99.2;100.6;99.2
1775;M Specialistische zakelijke diensten;2010;12417;171;12246;12417.0;171.0;12246.0;-1.7;3.0;-1.7;100.0;100.0;100.0
1776;M Specialistische zakelijke diensten;2011;13687;161;13526;13585.0;158.0;13427.0;9.4;-7.6;9.6;100.8;101.9;100.7
1777;M Specialistische zakelijke diensten;2012;14013;245;13768;13947.0;237.0;13710.0;2.7;49.7;2.1;100.5;103.6;100.4
1778;M Specialistische zakelijke diensten;2013;14555;156;14399;14450.0;148.0;14304.0;3.6;-37.6;4.3;100.7;105.6;100.7
1779;M Specialistische zakelijke diensten;2014;14966;183;14783;14866.0;170.0;14697.0;2.9;15.4;2.7;100.7;107.4;100.6
1780;M Specialistische zakelijke diensten;2015;16672;176;16496;16419.0;165.0;16258.0;10.5;-3.3;10.6;101.5;106.8;101.5
1781;M Specialistische zakelijke diensten;2016;17081;202;16879;16704.0;185.0;16522.0;1.7;11.9;1.6;102.3;109.5;102.2
1782;69-71 Management- en technisch advies;1995;2826;47;2779;4668.0;48.0;4613.0;;;;60.5;97.9;60.2
1783;69-71 Management- en technisch advies;1996;3181;47;3134;5125.0;49.0;5071.0;9.8;2.1;9.9;62.1;95.9;61.8
1784;69-71 Management- en technisch advies;1997;3659;48;3611;5809.0;51.0;5754.0;13.3;4.3;13.5;63.0;93.9;62.8
1785;69-71 Management- en technisch advies;1998;3792;51;3741;5850.0;54.0;5790.0;0.7;6.3;0.6;64.8;93.9;64.6
1786;69-71 Management- en technisch advies;1999;4183;56;4127;6250.0;59.0;6185.0;6.8;7.8;6.8;66.9;95.6;66.7
1787;69-71 Management- en technisch advies;2000;5215;57;5158;7561.0;61.0;7498.0;21.0;3.6;21.2;69.0;94.0;68.8
1788;69-71 Management- en technisch advies;2001;6697;61;6636;9294.0;65.0;9229.0;22.9;7.0;23.1;72.1;94.0;71.9
1789;69-71 Management- en technisch advies;2002;6957;64;6893;9066.0;68.0;8997.0;-2.4;4.9;-2.5;76.7;94.0;76.6
1790;69-71 Management- en technisch advies;2003;7548;65;7483;9529.0;69.0;9459.0;5.1;1.6;5.1;79.2;94.0;79.1
1791;69-71 Management- en technisch advies;2004;7913;66;7847;9578.0;68.0;9510.0;0.5;-1.5;0.5;82.6;96.9;82.5
1792;69-71 Management- en technisch advies;2005;8101;67;8034;9404.0;67.0;9336.0;-1.8;-1.5;-1.8;86.1;99.9;86.1
1793;69-71 Management- en technisch advies;2006;8824;68;8756;9972.0;66.0;9906.0;6.0;-1.5;6.1;88.5;102.9;88.4
1794;69-71 Management- en technisch advies;2007;9055;69;8986;9620.0;67.0;9553.0;-3.5;1.5;-3.6;94.1;102.9;94.1
1795;69-71 Management- en technisch advies;2008;10105;70;10035;10278.0;68.0;10210.0;6.8;1.4;6.9;98.3;102.9;98.3
1796;69-71 Management- en technisch advies;2009;10538;71;10467;10656.0;69.0;10587.0;3.7;1.4;3.7;98.9;102.9;98.9
1797;69-71 Management- en technisch advies;2010;10378;69;10309;10378.0;69.0;10309.0;-2.6;0.0;-2.6;100.0;100.0;100.0
1798;69-71 Management- en technisch advies;2011;11559;51;11508;11476.0;51.0;11425.0;10.6;-26.1;10.8;100.7;100.0;100.7
1799;69-71 Management- en technisch advies;2012;11815;125;11690;11782.0;122.0;11660.0;2.7;139.2;2.1;100.3;102.5;100.3
1800;69-71 Management- en technisch advies;2013;12348;56;12292;12289.0;55.0;12237.0;4.3;-55.2;4.9;100.5;102.5;100.5
1801;69-71 Management- en technisch advies;2014;12788;94;12694;12746.0;90.0;12658.0;3.7;64.3;3.4;100.3;104.7;100.3
1802;69-71 Management- en technisch advies;2015;14137;95;14042;13980.0;91.0;13891.0;9.7;1.1;9.7;101.1;104.7;101.1
1803;69-71 Management- en technisch advies;2016;14424;101;14323;14168.0;96.0;14074.0;1.3;5.3;1.3;101.8;105.7;101.8
1804;69-70 Juridisch en managementadvies;1995;2017;19;1998;3446.0;20.0;3423.0;;;;58.5;96.9;58.4
1805;69-70 Juridisch en managementadvies;1996;2291;20;2271;3815.0;21.0;3791.0;10.7;5.3;10.8;60.1;96.9;59.9
1806;69-70 Juridisch en managementadvies;1997;2696;20;2676;4409.0;21.0;4387.0;15.6;0.0;15.7;61.1;96.9;61.0
1807;69-70 Juridisch en managementadvies;1998;2716;22;2694;4300.0;23.0;4274.0;-2.5;10.0;-2.6;63.2;96.9;63.0
1808;69-70 Juridisch en managementadvies;1999;3072;24;3048;4684.0;25.0;4656.0;8.9;9.1;8.9;65.6;96.9;65.5
1809;69-70 Juridisch en managementadvies;2000;4054;26;4028;6022.0;27.0;5993.0;28.5;8.3;28.7;67.3;96.9;67.2
1810;69-70 Juridisch en managementadvies;2001;5481;28;5453;7791.0;29.0;7762.0;29.4;7.7;29.5;70.4;96.9;70.2
1811;69-70 Juridisch en managementadvies;2002;5733;29;5704;7616.0;30.0;7586.0;-2.2;3.6;-2.3;75.3;96.9;75.2
1812;69-70 Juridisch en managementadvies;2003;6332;30;6302;8134.0;31.0;8103.0;6.8;3.4;6.8;77.8;96.9;77.8
1813;69-70 Juridisch en managementadvies;2004;6663;31;6632;8168.0;32.0;8137.0;0.4;3.3;0.4;81.6;96.9;81.5
1814;69-70 Juridisch en managementadvies;2005;6763;32;6731;7916.0;32.0;7884.0;-3.1;0.0;-3.1;85.4;100.0;85.4
1815;69-70 Juridisch en managementadvies;2006;7403;32;7371;8446.0;32.0;8414.0;6.7;0.0;6.7;87.6;100.0;87.6
1816;69-70 Juridisch en managementadvies;2007;7534;33;7501;8046.0;33.0;8013.0;-4.7;3.1;-4.8;93.6;100.0;93.6
1817;69-70 Juridisch en managementadvies;2008;8431;34;8397;8604.0;34.0;8570.0;6.9;3.0;7.0;98.0;100.0;98.0
1818;69-70 Juridisch en managementadvies;2009;8888;35;8853;9008.0;35.0;8973.0;4.7;2.9;4.7;98.7;100.0;98.7
1819;69-70 Juridisch en managementadvies;2010;8682;36;8646;8682.0;36.0;8646.0;-3.6;2.9;-3.6;100.0;100.0;100.0
1820;69-70 Juridisch en managementadvies;2011;9708;22;9686;9636.0;21.0;9615.0;11.0;-41.7;11.2;100.7;104.8;100.7
1821;69-70 Juridisch en managementadvies;2012;9927;95;9832;9902.0;89.0;9811.0;2.8;322.7;2.0;100.3;107.0;100.2
1822;69-70 Juridisch en managementadvies;2013;10239;24;10215;10186.0;22.0;10166.0;2.9;-74.7;3.6;100.5;107.0;100.5
1823;69-70 Juridisch en managementadvies;2014;10601;58;10543;10573.0;52.0;10521.0;3.8;133.3;3.5;100.3;110.8;100.2
1824;69-70 Juridisch en managementadvies;2015;11899;59;11840;11759.0;52.0;11708.0;11.2;0.0;11.3;101.2;112.7;101.1
1825;69-70 Juridisch en managementadvies;2016;12162;62;12100;11940.0;55.0;11886.0;1.5;5.1;1.5;101.9;112.7;101.8
1826;69 Juridische diensten en administratie;1995;279;0;279;410.0;;410.0;;;;68.0;;68.0
1827;69 Juridische diensten en administratie;1996;305;0;305;438.0;;438.0;6.8;;6.8;69.6;;69.6
1828;69 Juridische diensten en administratie;1997;370;0;370;525.0;;525.0;19.7;;19.7;70.5;;70.5
1829;69 Juridische diensten en administratie;1998;379;0;379;527.0;;527.0;0.5;;0.5;71.9;;71.9
1830;69 Juridische diensten en administratie;1999;448;0;448;610.0;;610.0;15.6;;15.6;73.5;;73.5
1831;69 Juridische diensten en administratie;2000;495;0;495;678.0;;678.0;11.2;;11.2;73.1;;73.1
1832;69 Juridische diensten en administratie;2001;561;0;561;749.0;;749.0;10.5;;10.5;74.9;;74.9
1833;69 Juridische diensten en administratie;2002;565;0;565;690.0;;690.0;-7.8;;-7.8;81.9;;81.9
1834;69 Juridische diensten en administratie;2003;648;0;648;782.0;;782.0;13.3;;13.3;82.9;;82.9
1835;69 Juridische diensten en administratie;2004;627;0;627;732.0;;732.0;-6.3;;-6.3;85.6;;85.6
1836;69 Juridische diensten en administratie;2005;593;0;593;655.0;;655.0;-10.5;;-10.5;90.5;;90.5
1837;69 Juridische diensten en administratie;2006;590;0;590;634.0;;634.0;-3.2;;-3.2;93.0;;93.0
1838;69 Juridische diensten en administratie;2007;609;0;609;622.0;;622.0;-1.9;;-1.9;97.9;;97.9
1839;69 Juridische diensten en administratie;2008;635;0;635;641.0;;641.0;3.0;;3.0;99.1;;99.1
1840;69 Juridische diensten en administratie;2009;570;0;570;579.0;;579.0;-9.6;;-9.6;98.4;;98.4
1841;69 Juridische diensten en administratie;2010;633;0;633;633.0;0.0;633.0;9.3;;9.3;100.0;;100.0
1842;69 Juridische diensten en administratie;2011;636;0;636;624.0;;624.0;-1.4;;-1.4;101.9;;101.9
1843;69 Juridische diensten en administratie;2012;649;0;649;636.0;;636.0;1.9;;1.9;102.1;;102.1
1844;69 Juridische diensten en administratie;2013;674;0;674;660.0;;660.0;3.9;;3.9;102.1;;102.1
1845;69 Juridische diensten en administratie;2014;661;0;661;652.0;;652.0;-1.2;;-1.2;101.3;;101.3
1846;69 Juridische diensten en administratie;2015;708;0;708;694.0;;694.0;6.4;;6.4;102.0;;102.0
1847;69 Juridische diensten en administratie;2016;757;0;757;741.0;;741.0;6.8;;6.8;102.2;;102.2
1848;70 Holdings en managementadviesbureaus;1995;1738;19;1719;3023.0;20.0;3000.0;;;;57.5;96.9;57.3
1849;70 Holdings en managementadviesbureaus;1996;1986;20;1966;3366.0;21.0;3342.0;11.3;5.3;11.4;59.0;96.9;58.8
1850;70 Holdings en managementadviesbureaus;1997;2326;20;2306;3869.0;21.0;3847.0;15.0;0.0;15.1;60.1;96.9;59.9
1851;70 Holdings en managementadviesbureaus;1998;2337;22;2315;3755.0;23.0;3729.0;-3.0;10.0;-3.1;62.2;96.9;62.1
1852;70 Holdings en managementadviesbureaus;1999;2624;24;2600;4050.0;25.0;4022.0;7.9;9.1;7.9;64.8;96.9;64.6
1853;70 Holdings en managementadviesbureaus;2000;3559;26;3533;5327.0;27.0;5298.0;31.5;8.3;31.7;66.8;96.9;66.7
1854;70 Holdings en managementadviesbureaus;2001;4920;28;4892;7031.0;29.0;7003.0;32.0;7.7;32.2;70.0;96.9;69.9
1855;70 Holdings en managementadviesbureaus;2002;5168;29;5139;6919.0;30.0;6889.0;-1.6;3.6;-1.6;74.7;96.9;74.6
1856;70 Holdings en managementadviesbureaus;2003;5684;30;5654;7340.0;31.0;7310.0;6.1;3.4;6.1;77.4;96.9;77.4
1857;70 Holdings en managementadviesbureaus;2004;6036;31;6005;7428.0;32.0;7396.0;1.2;3.3;1.2;81.3;96.9;81.2
1858;70 Holdings en managementadviesbureaus;2005;6170;32;6138;7256.0;32.0;7224.0;-2.3;0.0;-2.3;85.0;100.0;85.0
1859;70 Holdings en managementadviesbureaus;2006;6813;32;6781;7811.0;32.0;7779.0;7.6;0.0;7.7;87.2;100.0;87.2
1860;70 Holdings en managementadviesbureaus;2007;6925;33;6892;7421.0;33.0;7388.0;-5.0;3.1;-5.0;93.3;100.0;93.3
1861;70 Holdings en managementadviesbureaus;2008;7796;34;7762;7962.0;34.0;7928.0;7.3;3.0;7.3;97.9;100.0;97.9
1862;70 Holdings en managementadviesbureaus;2009;8318;35;8283;8429.0;35.0;8394.0;5.9;2.9;5.9;98.7;100.0;98.7
1863;70 Holdings en managementadviesbureaus;2010;8049;36;8013;8049.0;36.0;8013.0;-4.5;2.9;-4.5;100.0;100.0;100.0
1864;70 Holdings en managementadviesbureaus;2011;9072;22;9050;9012.0;21.0;8991.0;12.0;-41.7;12.2;100.7;104.8;100.7
1865;70 Holdings en managementadviesbureaus;2012;9278;95;9183;9266.0;89.0;9175.0;2.8;322.7;2.0;100.1;107.0;100.1
1866;70 Holdings en managementadviesbureaus;2013;9565;24;9541;9526.0;22.0;9505.0;2.8;-74.7;3.6;100.4;107.0;100.4
1867;70 Holdings en managementadviesbureaus;2014;9940;58;9882;9921.0;52.0;9869.0;4.2;133.3;3.8;100.2;110.8;100.1
1868;70 Holdings en managementadviesbureaus;2015;11191;59;11132;11066.0;52.0;11015.0;11.5;0.0;11.6;101.1;112.7;101.1
1869;70 Holdings en managementadviesbureaus;2016;11405;62;11343;11200.0;55.0;11145.0;1.2;5.1;1.2;101.8;112.7;101.8
1870;71 Architecten-, ingenieursbureaus e.d.;1995;809;28;781;1159.0;28.0;1130.0;;;;69.8;98.5;69.1
1871;71 Architecten-, ingenieursbureaus e.d.;1996;890;27;863;1246.0;28.0;1218.0;7.5;0.0;7.8;71.4;95.0;70.9
1872;71 Architecten-, ingenieursbureaus e.d.;1997;963;28;935;1340.0;31.0;1310.0;7.5;7.4;7.5;71.8;91.7;71.4
1873;71 Architecten-, ingenieursbureaus e.d.;1998;1076;29;1047;1470.0;32.0;1438.0;9.7;3.6;9.8;73.2;91.7;72.8
1874;71 Architecten-, ingenieursbureaus e.d.;1999;1111;32;1079;1492.0;34.0;1458.0;1.5;6.9;1.3;74.5;94.7;74.0
1875;71 Architecten-, ingenieursbureaus e.d.;2000;1161;31;1130;1493.0;34.0;1459.0;0.1;0.0;0.1;77.8;91.7;77.4
1876;71 Architecten-, ingenieursbureaus e.d.;2001;1216;33;1183;1498.0;36.0;1462.0;0.3;6.5;0.2;81.2;91.7;80.9
1877;71 Architecten-, ingenieursbureaus e.d.;2002;1224;35;1189;1448.0;38.0;1408.0;-3.4;6.1;-3.6;84.6;91.7;84.4
1878;71 Architecten-, ingenieursbureaus e.d.;2003;1216;35;1181;1406.0;38.0;1367.0;-2.9;0.0;-2.9;86.5;91.7;86.4
1879;71 Architecten-, ingenieursbureaus e.d.;2004;1250;35;1215;1420.0;36.0;1383.0;1.0;-5.7;1.2;88.0;97.3;87.8
1880;71 Architecten-, ingenieursbureaus e.d.;2005;1338;35;1303;1490.0;35.0;1455.0;5.0;-2.9;5.2;89.8;100.2;89.6
1881;71 Architecten-, ingenieursbureaus e.d.;2006;1421;36;1385;1531.0;34.0;1496.0;2.7;-2.9;2.8;92.8;106.1;92.6
1882;71 Architecten-, ingenieursbureaus e.d.;2007;1521;36;1485;1574.0;34.0;1539.0;2.8;0.0;2.9;96.7;106.1;96.5
1883;71 Architecten-, ingenieursbureaus e.d.;2008;1674;36;1638;1673.0;34.0;1639.0;6.3;0.0;6.5;100.1;106.1;99.9
1884;71 Architecten-, ingenieursbureaus e.d.;2009;1650;36;1614;1649.0;34.0;1615.0;-1.4;0.0;-1.5;100.1;106.1;99.9
1885;71 Architecten-, ingenieursbureaus e.d.;2010;1696;33;1663;1696.0;33.0;1663.0;2.8;-2.8;3.0;100.0;100.0;100.0
1886;71 Architecten-, ingenieursbureaus e.d.;2011;1851;29;1822;1840.0;30.0;1810.0;8.5;-9.1;8.8;100.6;96.7;100.7
1887;71 Architecten-, ingenieursbureaus e.d.;2012;1888;30;1858;1880.0;30.0;1850.0;2.2;0.0;2.2;100.4;100.0;100.4
1888;71 Architecten-, ingenieursbureaus e.d.;2013;2109;32;2077;2103.0;32.0;2071.0;11.9;6.7;11.9;100.3;100.0;100.3
1889;71 Architecten-, ingenieursbureaus e.d.;2014;2187;36;2151;2173.0;36.0;2137.0;3.3;12.5;3.2;100.7;100.0;100.7
1890;71 Architecten-, ingenieursbureaus e.d.;2015;2238;36;2202;2221.0;37.0;2184.0;2.2;2.8;2.2;100.8;97.3;100.8
1891;71 Architecten-, ingenieursbureaus e.d.;2016;2262;39;2223;2228.0;39.0;2189.0;0.3;5.6;0.2;101.5;99.9;101.5
1892;72 Research;1995;341;0;341;569.0;;569.0;;;;59.9;;59.9
1893;72 Research;1996;383;0;383;614.0;;614.0;7.9;;7.9;62.4;;62.4
1894;72 Research;1997;443;0;443;681.0;;681.0;11.0;;11.0;65.0;;65.0
1895;72 Research;1998;455;0;455;661.0;;661.0;-2.9;;-2.9;68.8;;68.8
1896;72 Research;1999;481;0;481;673.0;;673.0;1.8;;1.8;71.5;;71.5
1897;72 Research;2000;550;0;550;729.0;;729.0;8.3;;8.3;75.4;;75.4
1898;72 Research;2001;625;0;625;769.0;;769.0;5.5;;5.5;81.3;;81.3
1899;72 Research;2002;737;0;737;872.0;;872.0;13.4;;13.4;84.5;;84.5
1900;72 Research;2003;793;0;793;912.0;;912.0;4.6;;4.6;86.9;;86.9
1901;72 Research;2004;837;0;837;949.0;;949.0;4.0;;4.0;88.2;;88.2
1902;72 Research;2005;881;0;881;982.0;;982.0;3.5;;3.5;89.7;;89.7
1903;72 Research;2006;943;0;943;1022.0;;1022.0;4.1;;4.1;92.3;;92.3
1904;72 Research;2007;988;0;988;1054.0;;1054.0;3.1;;3.1;93.8;;93.8
1905;72 Research;2008;998;0;998;1032.0;;1032.0;-2.0;;-2.0;96.7;;96.7
1906;72 Research;2009;878;0;878;890.0;;890.0;-13.8;;-13.8;98.7;;98.7
1907;72 Research;2010;927;0;927;927.0;0.0;927.0;4.2;;4.2;100.0;;100.0
1908;72 Research;2011;1009;0;1009;994.0;;994.0;7.2;;7.2;101.5;;101.5
1909;72 Research;2012;1077;0;1077;1051.0;;1051.0;5.7;;5.7;102.5;;102.5
1910;72 Research;2013;1086;0;1086;1052.0;;1052.0;0.1;;0.1;103.2;;103.2
1911;72 Research;2014;1087;0;1087;1049.0;;1049.0;-0.3;;-0.3;103.6;;103.6
1912;72 Research;2015;1320;0;1320;1260.0;;1260.0;20.1;;20.1;104.8;;104.8
1913;72 Research;2016;1351;0;1351;1280.0;;1280.0;1.6;;1.6;105.6;;105.6
1914;73-75 Reclame, design, overige diensten;1995;389;65;324;541.0;60.0;473.0;;;;71.9;109.0;68.5
1915;73-75 Reclame, design, overige diensten;1996;532;70;462;726.0;65.0;658.0;34.2;9.2;39.2;73.3;107.5;70.2
1916;73-75 Reclame, design, overige diensten;1997;649;78;571;859.0;73.0;785.0;18.4;12.9;19.3;75.5;106.1;72.8
1917;73-75 Reclame, design, overige diensten;1998;663;87;576;852.0;81.0;765.0;-0.9;10.3;-2.5;77.9;107.4;75.2
1918;73-75 Reclame, design, overige diensten;1999;737;94;643;920.0;87.0;828.0;8.0;6.9;8.2;80.1;108.5;77.7
1919;73-75 Reclame, design, overige diensten;2000;888;99;789;1078.0;90.0;986.0;17.2;4.3;19.1;82.4;109.6;80.0
1920;73-75 Reclame, design, overige diensten;2001;999;96;903;1146.0;86.0;1063.0;6.3;-5.1;7.7;87.2;112.0;85.0
1921;73-75 Reclame, design, overige diensten;2002;1081;101;980;1206.0;91.0;1117.0;5.2;6.3;5.1;89.7;110.9;87.8
1922;73-75 Reclame, design, overige diensten;2003;1083;106;977;1174.0;96.0;1079.0;-2.6;5.0;-3.4;92.2;110.9;90.5
1923;73-75 Reclame, design, overige diensten;2004;1074;106;968;1138.0;97.0;1040.0;-3.1;0.9;-3.6;94.4;109.8;93.0
