ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
3802;7420AB Utiliteitsbouw;2008;108.2;;4.6
3803;7420AB Utiliteitsbouw;2009 1e kwartaal;108.4;-0.4;1.2
3804;7420AB Utiliteitsbouw;2009 2e kwartaal;106.2;-2.1;-1.7
3805;7420AB Utiliteitsbouw;2009 3e kwartaal;106.3;0.1;-2.3
3806;7420AB Utiliteitsbouw;2009 4e kwartaal;105.3;-1.0;-3.3
3807;7420AB Utiliteitsbouw;2009;106.5;;-1.5
3808;7420AB Utiliteitsbouw;2010 1e kwartaal;105.4;0.1;-2.8
3809;7420AB Utiliteitsbouw;2010 2e kwartaal;104.2;-1.1;-1.8
3810;7420AB Utiliteitsbouw;2010 3e kwartaal;103.7;-0.5;-2.5
3811;7420AB Utiliteitsbouw;2010 4e kwartaal;102.9;-0.7;-2.2
3812;7420AB Utiliteitsbouw;2010;104.1;;-2.3
3813;7420AB Utiliteitsbouw;2011 1e kwartaal;101.9;-1.0;-3.3
3814;7420AB Utiliteitsbouw;2011 2e kwartaal;102.3;0.4;-1.9
3815;7420AB Utiliteitsbouw;2011 3e kwartaal;102.1;-0.1;-1.5
3816;7420AB Utiliteitsbouw;2011 4e kwartaal;101.9;-0.2;-1.0
3817;7420AB Utiliteitsbouw;2011;102.1;;-1.9
3818;7420AC Overige vakgebieden;2002 4e kwartaal;;;
3819;7420AC Overige vakgebieden;2003 1e kwartaal;;;
3820;7420AC Overige vakgebieden;2003 2e kwartaal;;;
3821;7420AC Overige vakgebieden;2003 3e kwartaal;;;
3822;7420AC Overige vakgebieden;2003 4e kwartaal;;;
3823;7420AC Overige vakgebieden;2003;;;
3824;7420AC Overige vakgebieden;2004 1e kwartaal;;;
3825;7420AC Overige vakgebieden;2004 2e kwartaal;;;
3826;7420AC Overige vakgebieden;2004 3e kwartaal;;;
3827;7420AC Overige vakgebieden;2004 4e kwartaal;;;
3828;7420AC Overige vakgebieden;2004;;;
3829;7420AC Overige vakgebieden;2005 1e kwartaal;;;
3830;7420AC Overige vakgebieden;2005 2e kwartaal;;;
3831;7420AC Overige vakgebieden;2005 3e kwartaal;;;
3832;7420AC Overige vakgebieden;2005 4e kwartaal;;;
3833;7420AC Overige vakgebieden;2005;;;
3834;7420AC Overige vakgebieden;2006 1e kwartaal;98.9;;
3835;7420AC Overige vakgebieden;2006 2e kwartaal;99.9;1.1;
3836;7420AC Overige vakgebieden;2006 3e kwartaal;100.2;0.3;
3837;7420AC Overige vakgebieden;2006 4e kwartaal;100.9;0.7;
3838;7420AC Overige vakgebieden;2006;100.0;;
3839;7420AC Overige vakgebieden;2007 1e kwartaal;102.4;1.4;3.5
3840;7420AC Overige vakgebieden;2007 2e kwartaal;103.2;0.8;3.2
3841;7420AC Overige vakgebieden;2007 3e kwartaal;104.4;1.2;4.2
3842;7420AC Overige vakgebieden;2007 4e kwartaal;103.6;-0.8;2.7
3843;7420AC Overige vakgebieden;2007;103.4;;3.4
3844;7420AC Overige vakgebieden;2008 1e kwartaal;107.1;3.4;4.6
3845;7420AC Overige vakgebieden;2008 2e kwartaal;108.0;0.9;4.7
3846;7420AC Overige vakgebieden;2008 3e kwartaal;108.8;0.7;4.1
3847;7420AC Overige vakgebieden;2008 4e kwartaal;108.8;0.1;5.1
3848;7420AC Overige vakgebieden;2008;108.2;;4.6
3849;7420AC Overige vakgebieden;2009 1e kwartaal;109.5;0.6;2.3
3850;7420AC Overige vakgebieden;2009 2e kwartaal;109.2;-0.3;1.1
3851;7420AC Overige vakgebieden;2009 3e kwartaal;109.2;0.0;0.4
3852;7420AC Overige vakgebieden;2009 4e kwartaal;109.0;-0.2;0.1
3853;7420AC Overige vakgebieden;2009;109.2;;1.0
3854;7420AC Overige vakgebieden;2010 1e kwartaal;109.7;0.7;0.1
3855;7420AC Overige vakgebieden;2010 2e kwartaal;109.5;-0.2;0.2
3856;7420AC Overige vakgebieden;2010 3e kwartaal;108.9;-0.5;-0.3
3857;7420AC Overige vakgebieden;2010 4e kwartaal;109.2;0.2;0.2
3858;7420AC Overige vakgebieden;2010;109.3;;0.1
3859;7420AC Overige vakgebieden;2011 1e kwartaal;108.1;-1.0;-1.5
3860;7420AC Overige vakgebieden;2011 2e kwartaal;108.5;0.4;-0.9
3861;7420AC Overige vakgebieden;2011 3e kwartaal;109.0;0.5;0.0
3862;7420AC Overige vakgebieden;2011 4e kwartaal;107.6;-1.3;-1.5
3863;7420AC Overige vakgebieden;2011;108.3;;-1.0
3864;7420B Totaal ingenieurs;2002 4e kwartaal;91.2;;
3865;7420B Totaal ingenieurs;2003 1e kwartaal;92.5;1.4;
3866;7420B Totaal ingenieurs;2003 2e kwartaal;94.5;2.2;
3867;7420B Totaal ingenieurs;2003 3e kwartaal;94.8;0.3;
3868;7420B Totaal ingenieurs;2003 4e kwartaal;93.3;-1.5;2.3
3869;7420B Totaal ingenieurs;2003;93.8;;
3870;7420B Totaal ingenieurs;2004 1e kwartaal;95.9;2.7;3.6
3871;7420B Totaal ingenieurs;2004 2e kwartaal;96.4;0.5;2.0
3872;7420B Totaal ingenieurs;2004 3e kwartaal;97.5;1.2;2.9
3873;7420B Totaal ingenieurs;2004 4e kwartaal;98.6;1.1;5.7
3874;7420B Totaal ingenieurs;2004;97.1;;3.5
3875;7420B Totaal ingenieurs;2005 1e kwartaal;98.1;-0.6;2.3
3876;7420B Totaal ingenieurs;2005 2e kwartaal;99.2;1.2;2.9
3877;7420B Totaal ingenieurs;2005 3e kwartaal;98.0;-1.2;0.5
3878;7420B Totaal ingenieurs;2005 4e kwartaal;98.3;0.3;-0.3
3879;7420B Totaal ingenieurs;2005;98.4;;1.3
3880;7420B Totaal ingenieurs;2006 1e kwartaal;98.9;0.6;0.9
3881;7420B Totaal ingenieurs;2006 2e kwartaal;99.9;1.1;0.7
3882;7420B Totaal ingenieurs;2006 3e kwartaal;100.2;0.3;2.2
3883;7420B Totaal ingenieurs;2006 4e kwartaal;100.9;0.7;2.7
3884;7420B Totaal ingenieurs;2006;100.0;;1.6
3885;7420B Totaal ingenieurs;2007 1e kwartaal;102.4;1.4;3.5
3886;7420B Totaal ingenieurs;2007 2e kwartaal;103.2;0.8;3.2
3887;7420B Totaal ingenieurs;2007 3e kwartaal;104.4;1.2;4.2
3888;7420B Totaal ingenieurs;2007 4e kwartaal;103.6;-0.8;2.7
3889;7420B Totaal ingenieurs;2007;103.4;;3.4
3890;7420B Totaal ingenieurs;2008 1e kwartaal;107.1;3.4;4.6
3891;7420B Totaal ingenieurs;2008 2e kwartaal;108.0;0.9;4.7
3892;7420B Totaal ingenieurs;2008 3e kwartaal;108.8;0.7;4.1
3893;7420B Totaal ingenieurs;2008 4e kwartaal;108.8;0.1;5.1
3894;7420B Totaal ingenieurs;2008;108.2;;4.6
3895;7420B Totaal ingenieurs;2009 1e kwartaal;110.4;1.4;3.1
3896;7420B Totaal ingenieurs;2009 2e kwartaal;110.9;0.5;2.7
3897;7420B Totaal ingenieurs;2009 3e kwartaal;110.3;-0.6;1.4
3898;7420B Totaal ingenieurs;2009 4e kwartaal;110.5;0.2;1.5
3899;7420B Totaal ingenieurs;2009;110.5;;2.1
3900;7420B Totaal ingenieurs;2010 1e kwartaal;112.0;1.4;1.5
3901;7420B Totaal ingenieurs;2010 2e kwartaal;110.7;-1.2;-0.2
3902;7420B Totaal ingenieurs;2010 3e kwartaal;110.7;0.0;0.4
3903;7420B Totaal ingenieurs;2010 4e kwartaal;110.4;-0.3;-0.1
3904;7420B Totaal ingenieurs;2010;110.9;;0.4
3905;7420B Totaal ingenieurs;2011 1e kwartaal;112.3;1.7;0.2
3906;7420B Totaal ingenieurs;2011 2e kwartaal;112.9;0.5;2.0
3907;7420B Totaal ingenieurs;2011 3e kwartaal;112.9;0.0;2.0
3908;7420B Totaal ingenieurs;2011 4e kwartaal;114.0;1.0;3.3
3909;7420B Totaal ingenieurs;2011;113.0;;1.9
3910;7420BA Constructie en bouwkunde, akoes..;2002 4e kwartaal;91.9;;
3911;7420BA Constructie en bouwkunde, akoes..;2003 1e kwartaal;91.7;-0.2;
3912;7420BA Constructie en bouwkunde, akoes..;2003 2e kwartaal;95.0;3.6;
3913;7420BA Constructie en bouwkunde, akoes..;2003 3e kwartaal;97.0;2.1;
3914;7420BA Constructie en bouwkunde, akoes..;2003 4e kwartaal;94.9;-2.2;3.2
3915;7420BA Constructie en bouwkunde, akoes..;2003;94.6;;
3916;7420BA Constructie en bouwkunde, akoes..;2004 1e kwartaal;94.7;-0.1;3.3
3917;7420BA Constructie en bouwkunde, akoes..;2004 2e kwartaal;92.6;-2.3;-2.6
3918;7420BA Constructie en bouwkunde, akoes..;2004 3e kwartaal;96.3;4.1;-0.6
3919;7420BA Constructie en bouwkunde, akoes..;2004 4e kwartaal;97.2;0.9;2.4
3920;7420BA Constructie en bouwkunde, akoes..;2004;95.2;;0.6
3921;7420BA Constructie en bouwkunde, akoes..;2005 1e kwartaal;97.6;0.4;3.0
3922;7420BA Constructie en bouwkunde, akoes..;2005 2e kwartaal;97.6;0.1;5.5
3923;7420BA Constructie en bouwkunde, akoes..;2005 3e kwartaal;99.0;1.4;2.8
3924;7420BA Constructie en bouwkunde, akoes..;2005 4e kwartaal;98.7;-0.3;1.6
3925;7420BA Constructie en bouwkunde, akoes..;2005;98.2;;3.2
3926;7420BA Constructie en bouwkunde, akoes..;2006 1e kwartaal;97.1;-1.6;-0.5
3927;7420BA Constructie en bouwkunde, akoes..;2006 2e kwartaal;99.9;2.9;2.3
3928;7420BA Constructie en bouwkunde, akoes..;2006 3e kwartaal;100.8;0.9;1.8
3929;7420BA Constructie en bouwkunde, akoes..;2006 4e kwartaal;102.1;1.3;3.5
3930;7420BA Constructie en bouwkunde, akoes..;2006;100.0;;1.8
3931;7420BA Constructie en bouwkunde, akoes..;2007 1e kwartaal;103.4;1.2;6.5
3932;7420BA Constructie en bouwkunde, akoes..;2007 2e kwartaal;104.4;1.0;4.5
3933;7420BA Constructie en bouwkunde, akoes..;2007 3e kwartaal;106.6;2.1;5.7
3934;7420BA Constructie en bouwkunde, akoes..;2007 4e kwartaal;106.1;-0.5;3.9
3935;7420BA Constructie en bouwkunde, akoes..;2007;105.1;;5.1
3936;7420BA Constructie en bouwkunde, akoes..;2008 1e kwartaal;106.5;0.4;3.0
3937;7420BA Constructie en bouwkunde, akoes..;2008 2e kwartaal;109.9;3.2;5.2
3938;7420BA Constructie en bouwkunde, akoes..;2008 3e kwartaal;111.5;1.4;4.5
3939;7420BA Constructie en bouwkunde, akoes..;2008 4e kwartaal;110.9;-0.5;4.6
3940;7420BA Constructie en bouwkunde, akoes..;2008;109.7;;4.3
3941;7420BA Constructie en bouwkunde, akoes..;2009 1e kwartaal;111.0;0.1;4.3
3942;7420BA Constructie en bouwkunde, akoes..;2009 2e kwartaal;111.1;0.0;1.1
3943;7420BA Constructie en bouwkunde, akoes..;2009 3e kwartaal;110.7;-0.4;-0.7
3944;7420BA Constructie en bouwkunde, akoes..;2009 4e kwartaal;108.5;-2.0;-2.2
3945;7420BA Constructie en bouwkunde, akoes..;2009;110.3;;0.6
3946;7420BA Constructie en bouwkunde, akoes..;2010 1e kwartaal;110.7;2.0;-0.3
3947;7420BA Constructie en bouwkunde, akoes..;2010 2e kwartaal;110.5;-0.1;-0.5
3948;7420BA Constructie en bouwkunde, akoes..;2010 3e kwartaal;110.6;0.1;0.0
3949;7420BA Constructie en bouwkunde, akoes..;2010 4e kwartaal;111.5;0.8;2.8
3950;7420BA Constructie en bouwkunde, akoes..;2010;110.9;;0.5
3951;7420BA Constructie en bouwkunde, akoes..;2011 1e kwartaal;108.7;-2.5;-1.8
3952;7420BA Constructie en bouwkunde, akoes..;2011 2e kwartaal;109.5;0.7;-0.9
3953;7420BA Constructie en bouwkunde, akoes..;2011 3e kwartaal;113.3;3.5;2.4
3954;7420BA Constructie en bouwkunde, akoes..;2011 4e kwartaal;113.2;-0.1;1.5
3955;7420BA Constructie en bouwkunde, akoes..;2011;111.2;;0.3
3956;7420BB Technische installaties en tele..;2002 4e kwartaal;90.4;;
3957;7420BB Technische installaties en tele..;2003 1e kwartaal;93.1;3.0;
3958;7420BB Technische installaties en tele..;2003 2e kwartaal;93.6;0.5;
3959;7420BB Technische installaties en tele..;2003 3e kwartaal;92.9;-0.7;
3960;7420BB Technische installaties en tele..;2003 4e kwartaal;91.1;-2.0;0.8
3961;7420BB Technische installaties en tele..;2003;92.7;;
3962;7420BB Technische installaties en tele..;2004 1e kwartaal;95.2;4.5;2.2
3963;7420BB Technische installaties en tele..;2004 2e kwartaal;95.2;0.0;1.7
3964;7420BB Technische installaties en tele..;2004 3e kwartaal;97.6;2.5;5.0
3965;7420BB Technische installaties en tele..;2004 4e kwartaal;97.7;0.1;7.2
3966;7420BB Technische installaties en tele..;2004;96.4;;4.0
3967;7420BB Technische installaties en tele..;2005 1e kwartaal;96.9;-0.9;1.8
3968;7420BB Technische installaties en tele..;2005 2e kwartaal;98.7;1.9;3.6
3969;7420BB Technische installaties en tele..;2005 3e kwartaal;97.2;-1.5;-0.5
3970;7420BB Technische installaties en tele..;2005 4e kwartaal;97.4;0.2;-0.3
3971;7420BB Technische installaties en tele..;2005;97.5;;1.1
3972;7420BB Technische installaties en tele..;2006 1e kwartaal;98.8;1.4;2.0
3973;7420BB Technische installaties en tele..;2006 2e kwartaal;100.6;1.9;2.0
3974;7420BB Technische installaties en tele..;2006 3e kwartaal;100.0;-0.6;3.0
3975;7420BB Technische installaties en tele..;2006 4e kwartaal;100.5;0.5;3.2
3976;7420BB Technische installaties en tele..;2006;100.0;;2.5
3977;7420BB Technische installaties en tele..;2007 1e kwartaal;102.1;1.6;3.3
3978;7420BB Technische installaties en tele..;2007 2e kwartaal;102.4;0.3;1.8
3979;7420BB Technische installaties en tele..;2007 3e kwartaal;104.8;2.3;4.7
3980;7420BB Technische installaties en tele..;2007 4e kwartaal;103.9;-0.8;3.4
3981;7420BB Technische installaties en tele..;2007;103.3;;3.3
3982;7420BB Technische installaties en tele..;2008 1e kwartaal;107.6;3.6;5.4
3983;7420BB Technische installaties en tele..;2008 2e kwartaal;108.4;0.7;5.8
3984;7420BB Technische installaties en tele..;2008 3e kwartaal;108.3;-0.1;3.4
3985;7420BB Technische installaties en tele..;2008 4e kwartaal;108.3;0.0;4.2
3986;7420BB Technische installaties en tele..;2008;108.1;;4.7
3987;7420BB Technische installaties en tele..;2009 1e kwartaal;108.5;0.2;0.9
3988;7420BB Technische installaties en tele..;2009 2e kwartaal;108.9;0.3;0.5
3989;7420BB Technische installaties en tele..;2009 3e kwartaal;108.2;-0.7;-0.1
3990;7420BB Technische installaties en tele..;2009 4e kwartaal;108.9;0.6;0.5
3991;7420BB Technische installaties en tele..;2009;108.6;;0.4
3992;7420BB Technische installaties en tele..;2010 1e kwartaal;111.0;2.0;2.3
3993;7420BB Technische installaties en tele..;2010 2e kwartaal;109.3;-1.5;0.4
3994;7420BB Technische installaties en tele..;2010 3e kwartaal;108.7;-0.6;0.5
3995;7420BB Technische installaties en tele..;2010 4e kwartaal;108.6;-0.1;-0.2
3996;7420BB Technische installaties en tele..;2010;109.4;;0.7
3997;7420BB Technische installaties en tele..;2011 1e kwartaal;111.6;2.8;0.6
3998;7420BB Technische installaties en tele..;2011 2e kwartaal;112.2;0.5;2.6
3999;7420BB Technische installaties en tele..;2011 3e kwartaal;111.3;-0.7;2.4
4000;7420BB Technische installaties en tele..;2011 4e kwartaal;112.4;1.0;3.5
4001;7420BB Technische installaties en tele..;2011;111.9;;2.3
4002;7420BC Overige diensten;2002 4e kwartaal;92.2;;
4003;7420BC Overige diensten;2003 1e kwartaal;91.9;-0.3;
4004;7420BC Overige diensten;2003 2e kwartaal;95.7;4.1;
4005;7420BC Overige diensten;2003 3e kwartaal;96.8;1.1;
4006;7420BC Overige diensten;2003 4e kwartaal;96.1;-0.7;4.2
4007;7420BC Overige diensten;2003;95.1;;
4008;7420BC Overige diensten;2004 1e kwartaal;97.3;1.3;5.9
4009;7420BC Overige diensten;2004 2e kwartaal;99.5;2.3;3.9
4010;7420BC Overige diensten;2004 3e kwartaal;97.9;-1.6;1.1
4011;7420BC Overige diensten;2004 4e kwartaal;100.5;2.7;4.6
4012;7420BC Overige diensten;2004;98.8;;3.9
4013;7420BC Overige diensten;2005 1e kwartaal;100.0;-0.5;2.8
4014;7420BC Overige diensten;2005 2e kwartaal;100.6;0.6;1.1
4015;7420BC Overige diensten;2005 3e kwartaal;99.0;-1.6;1.1
4016;7420BC Overige diensten;2005 4e kwartaal;99.5;0.5;-1.0
4017;7420BC Overige diensten;2005;99.8;;1.0
4018;7420BC Overige diensten;2006 1e kwartaal;99.7;0.2;-0.3
4019;7420BC Overige diensten;2006 2e kwartaal;99.0;-0.7;-1.6
4020;7420BC Overige diensten;2006 3e kwartaal;100.3;1.4;1.4
4021;7420BC Overige diensten;2006 4e kwartaal;101.0;0.7;1.5
4022;7420BC Overige diensten;2006;100.0;;0.2
4023;7420BC Overige diensten;2007 1e kwartaal;102.4;1.4;2.7
4024;7420BC Overige diensten;2007 2e kwartaal;103.8;1.4;4.9
4025;7420BC Overige diensten;2007 3e kwartaal;103.2;-0.6;2.9
4026;7420BC Overige diensten;2007 4e kwartaal;102.2;-0.9;1.2
4027;7420BC Overige diensten;2007;102.9;;2.9
4028;7420BC Overige diensten;2008 1e kwartaal;106.6;4.3;4.1
4029;7420BC Overige diensten;2008 2e kwartaal;106.9;0.2;2.9
4030;7420BC Overige diensten;2008 3e kwartaal;108.5;1.5;5.2
4031;7420BC Overige diensten;2008 4e kwartaal;108.9;0.3;6.5
4032;7420BC Overige diensten;2008;107.7;;4.7
4033;7420BC Overige diensten;2009 1e kwartaal;112.9;3.7;5.9
4034;7420BC Overige diensten;2009 2e kwartaal;113.8;0.9;6.5
4035;7420BC Overige diensten;2009 3e kwartaal;113.2;-0.5;4.3
4036;7420BC Overige diensten;2009 4e kwartaal;113.6;0.3;4.3
4037;7420BC Overige diensten;2009;113.4;;5.3
4038;7420BC Overige diensten;2010 1e kwartaal;114.0;0.3;1.0
4039;7420BC Overige diensten;2010 2e kwartaal;112.7;-1.1;-1.0
4040;7420BC Overige diensten;2010 3e kwartaal;113.5;0.7;0.3
4041;7420BC Overige diensten;2010 4e kwartaal;112.5;-0.9;-0.9
4042;7420BC Overige diensten;2010;113.2;;-0.2
4043;7420BC Overige diensten;2011 1e kwartaal;114.5;1.7;0.4
4044;7420BC Overige diensten;2011 2e kwartaal;115.1;0.6;2.2
4045;7420BC Overige diensten;2011 3e kwartaal;115.0;-0.1;1.3
4046;7420BC Overige diensten;2011 4e kwartaal;116.7;1.4;3.7
4047;7420BC Overige diensten;2011;115.3;;1.9
4048;7430 Totaal keuring en controle;2002 4e kwartaal;;;
4049;7430 Totaal keuring en controle;2003 1e kwartaal;;;
4050;7430 Totaal keuring en controle;2003 2e kwartaal;;;
4051;7430 Totaal keuring en controle;2003 3e kwartaal;;;
4052;7430 Totaal keuring en controle;2003 4e kwartaal;;;
4053;7430 Totaal keuring en controle;2003;;;
4054;7430 Totaal keuring en controle;2004 1e kwartaal;;;
4055;7430 Totaal keuring en controle;2004 2e kwartaal;;;
4056;7430 Totaal keuring en controle;2004 3e kwartaal;;;
4057;7430 Totaal keuring en controle;2004 4e kwartaal;;;
4058;7430 Totaal keuring en controle;2004;;;
4059;7430 Totaal keuring en controle;2005 1e kwartaal;;;
4060;7430 Totaal keuring en controle;2005 2e kwartaal;;;
4061;7430 Totaal keuring en controle;2005 3e kwartaal;;;
4062;7430 Totaal keuring en controle;2005 4e kwartaal;;;
4063;7430 Totaal keuring en controle;2005;;;
4064;7430 Totaal keuring en controle;2006 1e kwartaal;100.1;;
4065;7430 Totaal keuring en controle;2006 2e kwartaal;99.7;-0.4;
4066;7430 Totaal keuring en controle;2006 3e kwartaal;99.7;0.0;
4067;7430 Totaal keuring en controle;2006 4e kwartaal;100.5;0.7;
4068;7430 Totaal keuring en controle;2006;100.0;;
4069;7430 Totaal keuring en controle;2007 1e kwartaal;100.9;0.4;0.8
4070;7430 Totaal keuring en controle;2007 2e kwartaal;100.9;0.0;1.2
4071;7430 Totaal keuring en controle;2007 3e kwartaal;100.8;0.0;1.1
4072;7430 Totaal keuring en controle;2007 4e kwartaal;100.1;-0.7;-0.4
4073;7430 Totaal keuring en controle;2007;100.7;;0.7
4074;7430 Totaal keuring en controle;2008 1e kwartaal;100.3;0.3;-0.5
4075;7430 Totaal keuring en controle;2008 2e kwartaal;100.7;0.3;-0.2
4076;7430 Totaal keuring en controle;2008 3e kwartaal;100.6;-0.1;-0.2
4077;7430 Totaal keuring en controle;2008 4e kwartaal;100.7;0.1;0.6
4078;7430 Totaal keuring en controle;2008;100.6;;-0.1
4079;7430 Totaal keuring en controle;2009 1e kwartaal;103.2;2.5;2.9
4080;7430 Totaal keuring en controle;2009 2e kwartaal;102.6;-0.6;1.9
4081;7430 Totaal keuring en controle;2009 3e kwartaal;102.2;-0.4;1.5
4082;7430 Totaal keuring en controle;2009 4e kwartaal;101.5;-0.6;0.8
4083;7430 Totaal keuring en controle;2009;102.4;;1.8
4084;7430 Totaal keuring en controle;2010 1e kwartaal;101.7;0.2;-1.4
4085;7430 Totaal keuring en controle;2010 2e kwartaal;101.3;-0.4;-1.3
4086;7430 Totaal keuring en controle;2010 3e kwartaal;100.9;-0.4;-1.3
4087;7430 Totaal keuring en controle;2010 4e kwartaal;101.2;0.3;-0.3
4088;7430 Totaal keuring en controle;2010;101.3;;-1.1
4089;7430 Totaal keuring en controle;2011 1e kwartaal;100.0;-1.2;-1.7
4090;7430 Totaal keuring en controle;2011 2e kwartaal;99.3;-0.7;-2.0
4091;7430 Totaal keuring en controle;2011 3e kwartaal;98.6;-0.6;-2.2
4092;7430 Totaal keuring en controle;2011 4e kwartaal;97.7;-0.9;-3.5
4093;7430 Totaal keuring en controle;2011;98.9;;-2.4
4094;7430A Technische milieucontrole en adv..;2002 4e kwartaal;;;
4095;7430A Technische milieucontrole en adv..;2003 1e kwartaal;;;
4096;7430A Technische milieucontrole en adv..;2003 2e kwartaal;;;
4097;7430A Technische milieucontrole en adv..;2003 3e kwartaal;;;
4098;7430A Technische milieucontrole en adv..;2003 4e kwartaal;;;
4099;7430A Technische milieucontrole en adv..;2003;;;
4100;7430A Technische milieucontrole en adv..;2004 1e kwartaal;;;
4101;7430A Technische milieucontrole en adv..;2004 2e kwartaal;;;
4102;7430A Technische milieucontrole en adv..;2004 3e kwartaal;;;
4103;7430A Technische milieucontrole en adv..;2004 4e kwartaal;;;
4104;7430A Technische milieucontrole en adv..;2004;;;
4105;7430A Technische milieucontrole en adv..;2005 1e kwartaal;;;
4106;7430A Technische milieucontrole en adv..;2005 2e kwartaal;;;
4107;7430A Technische milieucontrole en adv..;2005 3e kwartaal;;;
4108;7430A Technische milieucontrole en adv..;2005 4e kwartaal;;;
4109;7430A Technische milieucontrole en adv..;2005;;;
4110;7430A Technische milieucontrole en adv..;2006 1e kwartaal;98.9;;
4111;7430A Technische milieucontrole en adv..;2006 2e kwartaal;99.9;1.1;
4112;7430A Technische milieucontrole en adv..;2006 3e kwartaal;100.2;0.3;
4113;7430A Technische milieucontrole en adv..;2006 4e kwartaal;100.9;0.7;
4114;7430A Technische milieucontrole en adv..;2006;100.0;;
4115;7430A Technische milieucontrole en adv..;2007 1e kwartaal;102.4;1.4;3.5
4116;7430A Technische milieucontrole en adv..;2007 2e kwartaal;103.2;0.8;3.2
4117;7430A Technische milieucontrole en adv..;2007 3e kwartaal;104.4;1.2;4.2
4118;7430A Technische milieucontrole en adv..;2007 4e kwartaal;104.5;0.0;3.5
4119;7430A Technische milieucontrole en adv..;2007;103.6;;3.6
4120;7430A Technische milieucontrole en adv..;2008 1e kwartaal;104.5;0.0;2.1
4121;7430A Technische milieucontrole en adv..;2008 2e kwartaal;105.1;0.6;1.9
4122;7430A Technische milieucontrole en adv..;2008 3e kwartaal;105.1;0.0;0.7
4123;7430A Technische milieucontrole en adv..;2008 4e kwartaal;105.3;0.1;0.8
4124;7430A Technische milieucontrole en adv..;2008;105.0;;1.4
4125;7430A Technische milieucontrole en adv..;2009 1e kwartaal;106.3;1.0;1.7
4126;7430A Technische milieucontrole en adv..;2009 2e kwartaal;106.5;0.2;1.3
4127;7430A Technische milieucontrole en adv..;2009 3e kwartaal;106.7;0.1;1.5
4128;7430A Technische milieucontrole en adv..;2009 4e kwartaal;105.3;-1.3;0.0
4129;7430A Technische milieucontrole en adv..;2009;106.2;;1.1
4130;7430A Technische milieucontrole en adv..;2010 1e kwartaal;101.5;-3.6;-4.5
4131;7430A Technische milieucontrole en adv..;2010 2e kwartaal;100.7;-0.8;-5.5
4132;7430A Technische milieucontrole en adv..;2010 3e kwartaal;100.3;-0.4;-6.0
4133;7430A Technische milieucontrole en adv..;2010 4e kwartaal;100.4;0.1;-4.6
4134;7430A Technische milieucontrole en adv..;2010;100.7;;-5.2
4135;7430A Technische milieucontrole en adv..;2011 1e kwartaal;100.4;0.0;-1.1
4136;7430A Technische milieucontrole en adv..;2011 2e kwartaal;100.4;0.0;-0.3
4137;7430A Technische milieucontrole en adv..;2011 3e kwartaal;97.8;-2.6;-2.5
4138;7430A Technische milieucontrole en adv..;2011 4e kwartaal;97.9;0.2;-2.4
4139;7430A Technische milieucontrole en adv..;2011;99.1;;-1.6
4140;7430B Keuring en controle van apparaten;2002 4e kwartaal;;;
4141;7430B Keuring en controle van apparaten;2003 1e kwartaal;;;
4142;7430B Keuring en controle van apparaten;2003 2e kwartaal;;;
4143;7430B Keuring en controle van apparaten;2003 3e kwartaal;;;
4144;7430B Keuring en controle van apparaten;2003 4e kwartaal;;;
4145;7430B Keuring en controle van apparaten;2003;;;
4146;7430B Keuring en controle van apparaten;2004 1e kwartaal;;;
4147;7430B Keuring en controle van apparaten;2004 2e kwartaal;;;
4148;7430B Keuring en controle van apparaten;2004 3e kwartaal;;;
