ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldeElektriciteitslevering_5;GemiddeldeNettoElektriciteitslevering_6;Stadsverwarming_7;IndelingswijzigingWijkenEnBuurten_8
17;Totaal woningen;Wijk 05 Schipborg;Aa en Hunze                             ;Wijk      ;WK168005  ;1330.0;3050.0;1570.0;;1.0
18;Totaal woningen;Schipborg;Aa en Hunze                             ;Buurt     ;BU16800500;1350.0;3040.0;1500.0;;1.0
19;Totaal woningen;Verspreide huizen Schipborg;Aa en Hunze                             ;Buurt     ;BU16800509;1120.0;3250.0;2530.0;;1.0
20;Totaal woningen;Wijk 06 Eexterveen;Aa en Hunze                             ;Wijk      ;WK168006  ;1070.0;3260.0;1350.0;;1.0
21;Totaal woningen;Eexterveen;Aa en Hunze                             ;Buurt     ;BU16800600;1080.0;3240.0;1340.0;;1.0
22;Totaal woningen;Verspreide huizen Eexterveen;Aa en Hunze                             ;Buurt     ;BU16800609;;;;;1.0
23;Totaal woningen;Wijk 07 Spijkerboor;Aa en Hunze                             ;Wijk      ;WK168007  ;1190.0;2890.0;1370.0;;1.0
24;Totaal woningen;Spijkerboor;Aa en Hunze                             ;Buurt     ;BU16800700;1190.0;2890.0;1370.0;;1.0
25;Totaal woningen;Verspreide huizen Spijkerboor;Aa en Hunze                             ;Buurt     ;BU16800709;;;;;1.0
26;Totaal woningen;Wijk 08 Nieuw-Annerveen;Aa en Hunze                             ;Wijk      ;WK168008  ;1440.0;3240.0;1420.0;;1.0
27;Totaal woningen;Nieuw-Annerveen;Aa en Hunze                             ;Buurt     ;BU16800800;1440.0;3240.0;1420.0;;1.0
28;Totaal woningen;Verspreide huizen Nieuw-Annerveen;Aa en Hunze                             ;Buurt     ;BU16800809;;;;;1.0
29;Totaal woningen;Wijk 09 Oud-Annerveen;Aa en Hunze                             ;Wijk      ;WK168009  ;1360.0;3130.0;1350.0;;1.0
30;Totaal woningen;Oud-Annerveen;Aa en Hunze                             ;Buurt     ;BU16800900;1360.0;3130.0;1350.0;;1.0
31;Totaal woningen;Verspreide huizen Oud-Annerveen;Aa en Hunze                             ;Buurt     ;BU16800909;;;;;1.0
32;Totaal woningen;Wijk 11 Annerveenschekanaal;Aa en Hunze                             ;Wijk      ;WK168011  ;1180.0;2760.0;1750.0;;1.0
33;Totaal woningen;Annerveenschekanaal;Aa en Hunze                             ;Buurt     ;BU16801100;1180.0;2760.0;1750.0;;1.0
34;Totaal woningen;Verspreide huizen Annerveenschekanaal;Aa en Hunze                             ;Buurt     ;BU16801109;;;;;1.0
35;Totaal woningen;Wijk 12 Eexterveenschekanaal;Aa en Hunze                             ;Wijk      ;WK168012  ;1150.0;2740.0;1700.0;;1.0
36;Totaal woningen;Eexterveenschekanaal;Aa en Hunze                             ;Buurt     ;BU16801200;1150.0;2740.0;1700.0;;1.0
37;Totaal woningen;Verspreide huizen Eexterveenschekanaal;Aa en Hunze                             ;Buurt     ;BU16801209;;;;;1.0
38;Totaal woningen;Wijk 13 Eexterzandvoort;Aa en Hunze                             ;Wijk      ;WK168013  ;1320.0;3300.0;1940.0;;1.0
39;Totaal woningen;Eexterzandvoort;Aa en Hunze                             ;Buurt     ;BU16801300;1290.0;3290.0;2010.0;;1.0
40;Totaal woningen;Verspreide huizen Eexterzandvoort;Aa en Hunze                             ;Buurt     ;BU16801309;1520.0;3420.0;1360.0;;1.0
41;Totaal woningen;Wijk 14 Gasselte;Aa en Hunze                             ;Wijk      ;WK168014  ;1170.0;2960.0;1870.0;;1.0
42;Totaal woningen;Gasselte;Aa en Hunze                             ;Buurt     ;BU16801400;1150.0;2890.0;1860.0;;1.0
43;Totaal woningen;Kostvlies;Aa en Hunze                             ;Buurt     ;BU16801401;1310.0;3290.0;1780.0;;1.0
44;Totaal woningen;Verspreide huizen Gasselte;Aa en Hunze                             ;Buurt     ;BU16801409;1300.0;3940.0;2200.0;;1.0
45;Totaal woningen;Wijk 15 Gasselternijveen;Aa en Hunze                             ;Wijk      ;WK168015  ;1120.0;2820.0;1950.0;;1.0
46;Totaal woningen;Gasselternijveen;Aa en Hunze                             ;Buurt     ;BU16801500;1110.0;2790.0;1920.0;;1.0
47;Totaal woningen;Gasselterboerveen;Aa en Hunze                             ;Buurt     ;BU16801501;1490.0;4530.0;3170.0;;1.0
48;Totaal woningen;Verspreide huizen Gasselternijveen;Aa en Hunze                             ;Buurt     ;BU16801509;;;;;1.0
49;Totaal woningen;Wijk 16 Gasselternijveenschemond;Aa en Hunze                             ;Wijk      ;WK168016  ;1220.0;3140.0;2020.0;;1.0
50;Totaal woningen;Gasselternijveenschemond;Aa en Hunze                             ;Buurt     ;BU16801600;1200.0;3070.0;1960.0;;1.0
51;Totaal woningen;Gasselterboerveenschemond;Aa en Hunze                             ;Buurt     ;BU16801601;1700.0;4480.0;2930.0;;1.0
52;Totaal woningen;Verspr.h. Gasselternijveenschemond;Aa en Hunze                             ;Buurt     ;BU16801609;;;;;1.0
53;Totaal woningen;Wijk 17 Gieten;Aa en Hunze                             ;Wijk      ;WK168017  ;1120.0;2710.0;1790.0;;1.0
54;Totaal woningen;Gieten;Aa en Hunze                             ;Buurt     ;BU16801700;1110.0;2670.0;1770.0;;1.0
55;Totaal woningen;Verspreide huizen Gieten;Aa en Hunze                             ;Buurt     ;BU16801709;1490.0;3780.0;2250.0;;1.0
56;Totaal woningen;Wijk 18 Gieterveen;Aa en Hunze                             ;Wijk      ;WK168018  ;1250.0;3290.0;2080.0;;1.0
57;Totaal woningen;Gieterveen;Aa en Hunze                             ;Buurt     ;BU16801800;1150.0;3010.0;2000.0;;1.0
58;Totaal woningen;Bonnerveen;Aa en Hunze                             ;Buurt     ;BU16801801;1520.0;3820.0;2570.0;;1.0
59;Totaal woningen;Nieuwediep;Aa en Hunze                             ;Buurt     ;BU16801802;1250.0;3610.0;2230.0;;1.0
60;Totaal woningen;Verspreide huizen Gieterveen;Aa en Hunze                             ;Buurt     ;BU16801809;1480.0;3660.0;1980.0;;1.0
61;Totaal woningen;Wijk 19 Rolde;Aa en Hunze                             ;Wijk      ;WK168019  ;1070.0;2760.0;1620.0;;1.0
62;Totaal woningen;Rolde;Aa en Hunze                             ;Buurt     ;BU16801900;1090.0;2480.0;1560.0;;1.0
63;Totaal woningen;Ballo;Aa en Hunze                             ;Buurt     ;BU16801901;1580.0;3710.0;1950.0;;1.0
64;Totaal woningen;Nijlande;Aa en Hunze                             ;Buurt     ;BU16801902;1330.0;3650.0;1800.0;;1.0
65;Totaal woningen;Deurze;Aa en Hunze                             ;Buurt     ;BU16801903;1390.0;4630.0;2790.0;;1.0
66;Totaal woningen;Verspreide huizen Nooitgedacht;Aa en Hunze                             ;Buurt     ;BU16801908;660.0;4010.0;1690.0;;1.0
67;Totaal woningen;Verspreide huizen Rolde;Aa en Hunze                             ;Buurt     ;BU16801909;1620.0;4120.0;2160.0;;1.0
68;Totaal woningen;Wijk 20 Grolloo;Aa en Hunze                             ;Wijk      ;WK168020  ;1340.0;3500.0;2240.0;;1.0
69;Totaal woningen;Grolloo;Aa en Hunze                             ;Buurt     ;BU16802000;1260.0;3150.0;2060.0;;1.0
70;Totaal woningen;Schoonloo;Aa en Hunze                             ;Buurt     ;BU16802001;1360.0;3460.0;2190.0;;1.0
71;Totaal woningen;Verspreide huizen Papenvoort;Aa en Hunze                             ;Buurt     ;BU16802008;1510.0;4460.0;2730.0;;1.0
72;Totaal woningen;Verspreide huizen Grolloo;Aa en Hunze                             ;Buurt     ;BU16802009;1540.0;4390.0;2740.0;;1.0
73;Totaal woningen;Wijk 21 Ekehaar;Aa en Hunze                             ;Wijk      ;WK168021  ;1390.0;3930.0;2210.0;;1.0
74;Totaal woningen;Ekehaar;Aa en Hunze                             ;Buurt     ;BU16802100;1240.0;3410.0;1640.0;;1.0
75;Totaal woningen;Amen;Aa en Hunze                             ;Buurt     ;BU16802101;1440.0;4420.0;3140.0;;1.0
76;Totaal woningen;Verspreide huizen Ekehaar;Aa en Hunze                             ;Buurt     ;BU16802109;1700.0;4730.0;2810.0;;1.0
77;Totaal woningen;Aalsmeer;Aalsmeer                                ;Gemeente  ;GM0358    ;940.0;2780.0;2130.0;;1.0
78;Totaal woningen;Wijk 00 Aalsmeer;Aalsmeer                                ;Wijk      ;WK035800  ;950.0;2580.0;2070.0;;1.0
79;Totaal woningen;Centrum;Aalsmeer                                ;Buurt     ;BU03580000;840.0;2520.0;2080.0;;1.0
80;Totaal woningen;Stommeer;Aalsmeer                                ;Buurt     ;BU03580001;900.0;2540.0;2070.0;;1.0
81;Totaal woningen;Hornmeer;Aalsmeer                                ;Buurt     ;BU03580004;1030.0;2480.0;1870.0;;1.0
82;Totaal woningen;Uiterweg;Aalsmeer                                ;Buurt     ;BU03580005;1590.0;3710.0;2860.0;;1.0
83;Totaal woningen;Wijk 01 Kudelstraat en Kalslagen;Aalsmeer                                ;Wijk      ;WK035801  ;830.0;2670.0;1990.0;;1.0
84;Totaal woningen;Kudelstaart;Aalsmeer                                ;Buurt     ;BU03580100;830.0;2670.0;1990.0;;1.0
85;Totaal woningen;Wijk 02 Oosteinde;Aalsmeer                                ;Wijk      ;WK035802  ;1040.0;3210.0;2380.0;;1.0
86;Totaal woningen;Bovenlanden;Aalsmeer                                ;Buurt     ;BU03580200;1450.0;3760.0;2790.0;;1.0
87;Totaal woningen;Greenpark;Aalsmeer                                ;Buurt     ;BU03580201;1380.0;3640.0;2760.0;;1.0
88;Totaal woningen;Oosteinde;Aalsmeer                                ;Buurt     ;BU03580205;930.0;3040.0;2260.0;;1.0
89;Totaal woningen;Schinkelpolder;Aalsmeer                                ;Buurt     ;BU03580206;1370.0;4050.0;2870.0;;1.0
90;Totaal woningen;Aalten;Aalten                                  ;Gemeente  ;GM0197    ;950.0;2710.0;1880.0;;1.0
91;Totaal woningen;Wijk 01 Buitengebied Aalten;Aalten                                  ;Wijk      ;WK019701  ;1270.0;3730.0;2290.0;;1.0
92;Totaal woningen;Barlo-Kern;Aalten                                  ;Buurt     ;BU01970101;1060.0;3480.0;2080.0;;1.0
93;Totaal woningen;Verspreide huizen Barlo;Aalten                                  ;Buurt     ;BU01970102;1390.0;3940.0;2400.0;;1.0
94;Totaal woningen;Verspreide huizen Heurne;Aalten                                  ;Buurt     ;BU01970103;1260.0;3890.0;2650.0;;1.0
95;Totaal woningen;Verspreide huizen IJzerlo;Aalten                                  ;Buurt     ;BU01970104;1280.0;3830.0;1880.0;;1.0
96;Totaal woningen;IJzerlo-kern;Aalten                                  ;Buurt     ;BU01970105;1040.0;2940.0;1740.0;;1.0
97;Totaal woningen;Lintelo-kern;Aalten                                  ;Buurt     ;BU01970106;900.0;3160.0;1450.0;;1.0
98;Totaal woningen;Verspreide huizen ten westen van Aalten;Aalten                                  ;Buurt     ;BU01970107;1360.0;4040.0;2480.0;;1.0
99;Totaal woningen;Verspreide huizen Lintelo;Aalten                                  ;Buurt     ;BU01970108;1480.0;3900.0;2440.0;;1.0
100;Totaal woningen;Verspreide huizen Dalese Veld;Aalten                                  ;Buurt     ;BU01970109;1150.0;4170.0;2410.0;;1.0
101;Totaal woningen;Verspreide huizen Dale;Aalten                                  ;Buurt     ;BU01970110;1230.0;3590.0;2290.0;;1.0
102;Totaal woningen;Verspreide huizen Haart;Aalten                                  ;Buurt     ;BU01970111;1300.0;3830.0;2750.0;;1.0
103;Totaal woningen;Haart-kern;Aalten                                  ;Buurt     ;BU01970112;940.0;3360.0;2120.0;;1.0
104;Totaal woningen;Wijk 02 Bredevoort;Aalten                                  ;Wijk      ;WK019702  ;970.0;2800.0;2050.0;;1.0
105;Totaal woningen;Verspreide huizen Bredevoort;Aalten                                  ;Buurt     ;BU01970201;1180.0;3920.0;3000.0;;1.0
106;Totaal woningen;Verspreide huizen Hollenberg;Aalten                                  ;Buurt     ;BU01970202;1070.0;3290.0;2030.0;;1.0
107;Totaal woningen;Verspreide huizen Het Zwanenbroek;Aalten                                  ;Buurt     ;BU01970203;1340.0;3250.0;1950.0;;1.0
108;Totaal woningen;Bredevoort;Aalten                                  ;Buurt     ;BU01970204;910.0;2570.0;1930.0;;1.0
109;Totaal woningen;Wijk 03 Aalten Kern;Aalten                                  ;Wijk      ;WK019703  ;890.0;2490.0;1770.0;;1.0
110;Totaal woningen;Aalten-kern West;Aalten                                  ;Buurt     ;BU01970301;890.0;2330.0;1590.0;;1.0
111;Totaal woningen;Aalten-kern Zuid 1;Aalten                                  ;Buurt     ;BU01970302;940.0;2640.0;1870.0;;1.0
112;Totaal woningen;Aalten-kern Zuid 2;Aalten                                  ;Buurt     ;BU01970303;870.0;2770.0;1830.0;;1.0
113;Totaal woningen;Aalten-kern Noord/Noordoost;Aalten                                  ;Buurt     ;BU01970304;930.0;2440.0;1780.0;;1.0
114;Totaal woningen;Aalten Kern 't Kobus;Aalten                                  ;Buurt     ;BU01970305;780.0;3480.0;1930.0;;1.0
115;Totaal woningen;Aalten-kern Oost;Aalten                                  ;Buurt     ;BU01970306;910.0;2370.0;1770.0;;1.0
116;Totaal woningen;Aalten-kern Centrum;Aalten                                  ;Buurt     ;BU01970307;850.0;2180.0;1740.0;;1.0
117;Totaal woningen;Wijk 04 Dinxperlo;Aalten                                  ;Wijk      ;WK019704  ;930.0;2650.0;1850.0;;1.0
118;Totaal woningen;Dinxperlo Centrum/Oost;Aalten                                  ;Buurt     ;BU01970400;840.0;2400.0;1890.0;;1.0
119;Totaal woningen;Dinxperlo Noord;Aalten                                  ;Buurt     ;BU01970401;960.0;2600.0;1820.0;;1.0
120;Totaal woningen;Dinxperlo West;Aalten                                  ;Buurt     ;BU01970402;920.0;2620.0;1750.0;;1.0
121;Totaal woningen;De Heurne-kern;Aalten                                  ;Buurt     ;BU01970403;950.0;3130.0;1590.0;;1.0
122;Totaal woningen;Verspreide huizen Dinxperlo;Aalten                                  ;Buurt     ;BU01970408;1270.0;4090.0;2170.0;;1.0
123;Totaal woningen;Verspreide huizen De Heurne;Aalten                                  ;Buurt     ;BU01970409;1260.0;3640.0;2170.0;;1.0
124;Totaal woningen;Achtkarspelen;Achtkarspelen                           ;Gemeente  ;GM0059    ;1040.0;2600.0;1820.0;;1.0
125;Totaal woningen;Wijk 00 Noord;Achtkarspelen                           ;Wijk      ;WK005900  ;1030.0;2550.0;1770.0;;1.0
126;Totaal woningen;Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590000;970.0;2290.0;1530.0;;1.0
127;Totaal woningen;Twijzel;Achtkarspelen                           ;Buurt     ;BU00590001;1160.0;2940.0;2180.0;;1.0
128;Totaal woningen;Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590002;1000.0;2540.0;1820.0;;1.0
129;Totaal woningen;Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590003;1020.0;2590.0;1960.0;;1.0
130;Totaal woningen;Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590004;1060.0;2420.0;1630.0;;1.0
131;Totaal woningen;Verspreide huizen Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590005;1140.0;3450.0;2090.0;;1.0
132;Totaal woningen;Verspreide huizen Twijzel;Achtkarspelen                           ;Buurt     ;BU00590006;1040.0;3720.0;2050.0;;1.0
133;Totaal woningen;Verspreide huizen Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590007;1260.0;3560.0;2630.0;;1.0
134;Totaal woningen;Verspreide huizen Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590008;1280.0;3220.0;2160.0;;1.0
135;Totaal woningen;Verspreide huizen Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590009;1530.0;3460.0;1800.0;;1.0
136;Totaal woningen;Wijk 01 Centrum;Achtkarspelen                           ;Wijk      ;WK005901  ;1110.0;2850.0;1980.0;;1.0
137;Totaal woningen;Stroobos;Achtkarspelen                           ;Buurt     ;BU00590100;1330.0;2910.0;2200.0;;1.0
138;Totaal woningen;Drogeham;Achtkarspelen                           ;Buurt     ;BU00590102;1060.0;2680.0;1760.0;;1.0
139;Totaal woningen;Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590103;1080.0;2700.0;2090.0;;1.0
140;Totaal woningen;Verspreide huizen Stroobos;Achtkarspelen                           ;Buurt     ;BU00590107;1250.0;3820.0;2180.0;;1.0
141;Totaal woningen;Verspreide huizen Drogeham;Achtkarspelen                           ;Buurt     ;BU00590108;1250.0;3820.0;2550.0;;1.0
142;Totaal woningen;Verspreide huizen Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590109;1290.0;3900.0;2370.0;;1.0
143;Totaal woningen;Wijk 02 Zuid;Achtkarspelen                           ;Wijk      ;WK005902  ;1030.0;2590.0;1840.0;;1.0
144;Totaal woningen;Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590200;980.0;2290.0;1700.0;;1.0
145;Totaal woningen;Harkema;Achtkarspelen                           ;Buurt     ;BU00590201;1030.0;2710.0;1880.0;;1.0
146;Totaal woningen;Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590202;1080.0;2620.0;1720.0;;1.0
147;Totaal woningen;Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590203;1050.0;2630.0;1970.0;;1.0
148;Totaal woningen;Verspreide huizen Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590206;1080.0;3550.0;2750.0;;1.0
149;Totaal woningen;Verspreide huizen Harkema;Achtkarspelen                           ;Buurt     ;BU00590207;1230.0;4050.0;2350.0;;1.0
150;Totaal woningen;Verspreide huizen Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590208;1360.0;3710.0;2460.0;;1.0
151;Totaal woningen;Verspreide huizen Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590209;1140.0;3490.0;1950.0;;1.0
152;Totaal woningen;Alblasserdam;Alblasserdam                            ;Gemeente  ;GM0482    ;760.0;2520.0;2050.0;;1.0
153;Totaal woningen;Wijk 01 Centrum;Alblasserdam                            ;Wijk      ;WK048201  ;720.0;2590.0;2140.0;6.4;1.0
154;Totaal woningen;Cortgene;Alblasserdam                            ;Buurt     ;BU04820101;860.0;2700.0;2020.0;;1.0
155;Totaal woningen;Redersbuurt;Alblasserdam                            ;Buurt     ;BU04820102;690.0;2140.0;2000.0;;1.0
156;Totaal woningen;kerkbuurt;Alblasserdam                            ;Buurt     ;BU04820103;810.0;2320.0;1970.0;;1.0
157;Totaal woningen;Polderbuurt;Alblasserdam                            ;Buurt     ;BU04820104;990.0;3340.0;2490.0;;1.0
158;Totaal woningen;De Werven;Alblasserdam                            ;Buurt     ;BU04820105;390.0;2830.0;2430.0;28.0;1.0
159;Totaal woningen;Wijk 02 Kinderdijk;Alblasserdam                            ;Wijk      ;WK048202  ;760.0;2410.0;1990.0;;1.0
160;Totaal woningen;Dijk;Alblasserdam                            ;Buurt     ;BU04820201;1060.0;2920.0;2430.0;;1.0
161;Totaal woningen;Vogelbuurt;Alblasserdam                            ;Buurt     ;BU04820202;650.0;2180.0;1750.0;;1.0
162;Totaal woningen;Waterland;Alblasserdam                            ;Buurt     ;BU04820203;750.0;2780.0;2110.0;;1.0
163;Totaal woningen;Groene Long;Alblasserdam                            ;Buurt     ;BU04820204;;;;;1.0
164;Totaal woningen;Rivierenbuurt;Alblasserdam                            ;Buurt     ;BU04820205;730.0;2180.0;1910.0;;1.0
165;Totaal woningen;Nieuw Kinderdijk;Alblasserdam                            ;Buurt     ;BU04820206;820.0;2650.0;2160.0;;1.0
166;Totaal woningen;Wijk 03 Blokweer;Alblasserdam                            ;Wijk      ;WK048203  ;740.0;2480.0;2000.0;;1.0
167;Totaal woningen;Zeelt;Alblasserdam                            ;Buurt     ;BU04820301;780.0;2860.0;2100.0;;1.0
168;Totaal woningen;Middelland;Alblasserdam                            ;Buurt     ;BU04820302;890.0;2810.0;1800.0;;1.0
169;Totaal woningen;Blokweer Noord;Alblasserdam                            ;Buurt     ;BU04820303;690.0;2520.0;1860.0;;1.0
170;Totaal woningen;Blokweer Zuid;Alblasserdam                            ;Buurt     ;BU04820304;710.0;2400.0;1630.0;;1.0
171;Totaal woningen;Drentsebuurt;Alblasserdam                            ;Buurt     ;BU04820305;690.0;2330.0;2090.0;;1.0
172;Totaal woningen;Florabuurt;Alblasserdam                            ;Buurt     ;BU04820306;790.0;2330.0;2000.0;;1.0
173;Totaal woningen;Staatsliedenbuurt;Alblasserdam                            ;Buurt     ;BU04820307;720.0;2440.0;2170.0;;1.0
174;Totaal woningen;Wijk 04 Souburgh;Alblasserdam                            ;Wijk      ;WK048204  ;800.0;2520.0;2020.0;;1.0
175;Totaal woningen;Schildersbuurt;Alblasserdam                            ;Buurt     ;BU04820401;860.0;2270.0;1870.0;;1.0
176;Totaal woningen;Schrijversbuurt;Alblasserdam                            ;Buurt     ;BU04820402;830.0;2450.0;1990.0;;1.0
177;Totaal woningen;Klein Alblas;Alblasserdam                            ;Buurt     ;BU04820403;840.0;5260.0;3110.0;;1.0
178;Totaal woningen;Oranjebuurt;Alblasserdam                            ;Buurt     ;BU04820404;630.0;1990.0;1970.0;;1.0
179;Totaal woningen;Wijk 05 Bedrijventerrein;Alblasserdam                            ;Wijk      ;WK048205  ;1240.0;3880.0;3360.0;;1.0
180;Totaal woningen;Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820501;1680.0;4970.0;4680.0;;1.0
181;Totaal woningen;Hoogendijk;Alblasserdam                            ;Buurt     ;BU04820502;;;;;1.0
182;Totaal woningen;Nieuwland;Alblasserdam                            ;Buurt     ;BU04820503;1050.0;3400.0;2780.0;;1.0
183;Totaal woningen;Wijk 06 Landelijk gebied;Alblasserdam                            ;Wijk      ;WK048206  ;1370.0;5390.0;3860.0;;1.0
184;Totaal woningen;Polder Blokweer;Alblasserdam                            ;Buurt     ;BU04820601;;;;;1.0
185;Totaal woningen;Polder Kortland;Alblasserdam                            ;Buurt     ;BU04820602;1640.0;5980.0;4310.0;;1.0
186;Totaal woningen;Polder Souburgh;Alblasserdam                            ;Buurt     ;BU04820603;1330.0;4490.0;2700.0;;1.0
187;Totaal woningen;Polder Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820604;970.0;6380.0;5850.0;;1.0
188;Totaal woningen;Albrandswaard;Albrandswaard                           ;Gemeente  ;GM0613    ;840.0;2760.0;2040.0;;1.0
189;Totaal woningen;Wijk 01 Poortugaal-Noord;Albrandswaard                           ;Wijk      ;WK061301  ;850.0;2970.0;2050.0;;1.0
190;Totaal woningen;Valckesteyn;Albrandswaard                           ;Buurt     ;BU06130101;820.0;2960.0;2000.0;;1.0
191;Totaal woningen;Zwaardijk-Kruisdijk;Albrandswaard                           ;Buurt     ;BU06130102;930.0;2760.0;2530.0;;1.0
192;Totaal woningen;Poortugaal;Albrandswaard                           ;Buurt     ;BU06130103;1100.0;3000.0;2210.0;;1.0
193;Totaal woningen;Buitengebied Poortugaal;Albrandswaard                           ;Buurt     ;BU06130104;1090.0;3300.0;2530.0;;1.0
194;Totaal woningen;Wijk 02 Rhoon-Noord;Albrandswaard                           ;Wijk      ;WK061302  ;830.0;2720.0;2120.0;;1.0
195;Totaal woningen;Rhoon Noord;Albrandswaard                           ;Buurt     ;BU06130205;820.0;2700.0;2110.0;;1.0
196;Totaal woningen;Buitengebied Rhoon-Noord;Albrandswaard                           ;Buurt     ;BU06130207;1210.0;3580.0;2740.0;;1.0
197;Totaal woningen;Wijk 03 Poortugaal-Zuid;Albrandswaard                           ;Wijk      ;WK061303  ;860.0;2570.0;1880.0;;1.0
198;Totaal woningen;Beatrixstraat;Albrandswaard                           ;Buurt     ;BU06130308;980.0;2500.0;2170.0;;1.0
199;Totaal woningen;Landweg;Albrandswaard                           ;Buurt     ;BU06130309;880.0;2750.0;1930.0;;1.0
200;Totaal woningen;Poortugaal-Centrum;Albrandswaard                           ;Buurt     ;BU06130310;770.0;2150.0;1620.0;;1.0
201;Totaal woningen;Poortugaal Zuid;Albrandswaard                           ;Buurt     ;BU06130311;810.0;2570.0;1770.0;;1.0
202;Totaal woningen;Polder Albrandswaard;Albrandswaard                           ;Buurt     ;BU06130312;1190.0;3460.0;2480.0;;1.0
203;Totaal woningen;Kijvelanden;Albrandswaard                           ;Buurt     ;BU06130313;1020.0;4560.0;3010.0;;1.0
204;Totaal woningen;Wijk 04 Rhoon-Zuid;Albrandswaard                           ;Wijk      ;WK061304  ;900.0;2670.0;1980.0;;1.0
205;Totaal woningen;Rhoon-Centrum;Albrandswaard                           ;Buurt     ;BU06130414;940.0;2670.0;2080.0;;1.0
206;Totaal woningen;Ghijseland;Albrandswaard                           ;Buurt     ;BU06130415;1080.0;2740.0;1970.0;;1.0
207;Totaal woningen;Overhoeken;Albrandswaard                           ;Buurt     ;BU06130416;1200.0;5270.0;3170.0;;1.0
208;Totaal woningen;Park Rhoon;Albrandswaard                           ;Buurt     ;BU06130417;840.0;2190.0;1670.0;;1.0
209;Totaal woningen;Rhoon-Zuidoost;Albrandswaard                           ;Buurt     ;BU06130418;630.0;2790.0;1910.0;;1.0
210;Totaal woningen;Tijsjesdijk;Albrandswaard                           ;Buurt     ;BU06130419;900.0;2420.0;1950.0;;1.0
211;Totaal woningen;Buitengebied Rhoon-Zuid;Albrandswaard                           ;Buurt     ;BU06130420;1410.0;3900.0;2700.0;;1.0
