ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldeElektriciteitslevering_5;GemiddeldeNettoElektriciteitslevering_6;Stadsverwarming_7;IndelingswijzigingWijkenEnBuurten_8
3838;Totaal woningen;Dantumadiel;Dantumadiel                             ;Gemeente  ;GM1891    ;1020.0;2470.0;1520.0;;1.0
3839;Totaal woningen;Wijk 00 Centrum;Dantumadiel                             ;Wijk      ;WK189100  ;1020.0;2480.0;1480.0;;1.0
3840;Totaal woningen;Damwâld;Dantumadiel                             ;Buurt     ;BU18910000;1010.0;2360.0;1400.0;;1.0
3841;Totaal woningen;Broeksterwâld;Dantumadiel                             ;Buurt     ;BU18910001;1040.0;2750.0;1720.0;;1.0
3842;Totaal woningen;De Falom;Dantumadiel                             ;Buurt     ;BU18910002;1100.0;3680.0;2030.0;;1.0
3843;Totaal woningen;Verspreide huizen Damwâld;Dantumadiel                             ;Buurt     ;BU18910008;1600.0;4840.0;2820.0;;1.0
3844;Totaal woningen;Verspreide huizen Broeksterwâld;Dantumadiel                             ;Buurt     ;BU18910009;1240.0;3050.0;2000.0;;1.0
3845;Totaal woningen;Wijk 01 Oost;Dantumadiel                             ;Wijk      ;WK189101  ;1110.0;3000.0;1940.0;;1.0
3846;Totaal woningen;Driezum;Dantumadiel                             ;Buurt     ;BU18910100;1080.0;3050.0;2160.0;;1.0
3847;Totaal woningen;Wâlterswâld;Dantumadiel                             ;Buurt     ;BU18910101;1090.0;2830.0;1640.0;;1.0
3848;Totaal woningen;Verspreide huizen Driezum;Dantumadiel                             ;Buurt     ;BU18910108;1420.0;3770.0;2650.0;;1.0
3849;Totaal woningen;Verspreide huizen Wâlterswâld;Dantumadiel                             ;Buurt     ;BU18910109;1220.0;3460.0;2440.0;;1.0
3850;Totaal woningen;Wijk 02 Zuid;Dantumadiel                             ;Wijk      ;WK189102  ;990.0;2340.0;1460.0;;1.0
3851;Totaal woningen;De Westereen;Dantumadiel                             ;Buurt     ;BU18910200;970.0;2340.0;1550.0;;1.0
3852;Totaal woningen;Feanwâlden;Dantumadiel                             ;Buurt     ;BU18910201;980.0;2250.0;1250.0;4.0;1.0
3853;Totaal woningen;Readtsjerk;Dantumadiel                             ;Buurt     ;BU18910202;1340.0;3460.0;2320.0;;1.0
3854;Totaal woningen;Verspreide huizen De Westereen;Dantumadiel                             ;Buurt     ;BU18910208;1300.0;3560.0;2530.0;;1.0
3855;Totaal woningen;Verspreide huizen Feanwâlden;Dantumadiel                             ;Buurt     ;BU18910209;1480.0;4340.0;2720.0;;1.0
3856;Totaal woningen;Wijk 03 West;Dantumadiel                             ;Wijk      ;WK189103  ;1150.0;2780.0;1640.0;;1.0
3857;Totaal woningen;Rinsumageast;Dantumadiel                             ;Buurt     ;BU18910300;1090.0;2600.0;1490.0;;1.0
3858;Totaal woningen;Sibrandahûs;Dantumadiel                             ;Buurt     ;BU18910301;1720.0;3860.0;2670.0;;1.0
3859;Totaal woningen;Verspreide huizen Rinsumageast;Dantumadiel                             ;Buurt     ;BU18910309;1360.0;3670.0;2300.0;;1.0
3860;Totaal woningen;Delft;Delft                                   ;Gemeente  ;GM0503    ;640.0;2140.0;1920.0;8.8;1.0
3861;Totaal woningen;Wijk 11 Binnenstad;Delft                                   ;Wijk      ;WK050311  ;790.0;2160.0;2070.0;;1.0
3862;Totaal woningen;Bedrijventerrein Wateringseweg;Delft                                   ;Buurt     ;BU05031100;;;;;1.0
3863;Totaal woningen;Centrum-Noord;Delft                                   ;Buurt     ;BU05031101;860.0;2280.0;2090.0;;1.0
3864;Totaal woningen;Centrum-West;Delft                                   ;Buurt     ;BU05031102;940.0;2250.0;2190.0;;1.0
3865;Totaal woningen;Centrum-Oost;Delft                                   ;Buurt     ;BU05031103;860.0;2130.0;2010.0;;1.0
3866;Totaal woningen;Centrum;Delft                                   ;Buurt     ;BU05031104;930.0;2210.0;2160.0;;1.0
3867;Totaal woningen;Stationsbuurt;Delft                                   ;Buurt     ;BU05031105;;2150.0;1570.0;;1.0
3868;Totaal woningen;Centrum-Zuidwest;Delft                                   ;Buurt     ;BU05031106;730.0;2040.0;1990.0;;1.0
3869;Totaal woningen;In de Veste;Delft                                   ;Buurt     ;BU05031107;740.0;1860.0;1810.0;;1.0
3870;Totaal woningen;Centrum-Zuidoost;Delft                                   ;Buurt     ;BU05031108;860.0;2080.0;1950.0;;1.0
3871;Totaal woningen;Zuidpoort;Delft                                   ;Buurt     ;BU05031109;480.0;2430.0;2420.0;11.7;1.0
3872;Totaal woningen;Wijk 12 Vrijenban;Delft                                   ;Wijk      ;WK050312  ;660.0;2170.0;1970.0;5.9;1.0
3873;Totaal woningen;Bedrijventerrein Haagweg;Delft                                   ;Buurt     ;BU05031200;1140.0;3050.0;3050.0;;1.0
3874;Totaal woningen;Indische Buurt-Noord;Delft                                   ;Buurt     ;BU05031201;690.0;1770.0;1710.0;;1.0
3875;Totaal woningen;Indische Buurt-Zuid;Delft                                   ;Buurt     ;BU05031202;810.0;2130.0;1860.0;;1.0
3876;Totaal woningen;Sint Joris;Delft                                   ;Buurt     ;BU05031203;800.0;2290.0;2040.0;;1.0
3877;Totaal woningen;Koepoort;Delft                                   ;Buurt     ;BU05031204;800.0;2180.0;1890.0;;1.0
3878;Totaal woningen;Bomenwijk;Delft                                   ;Buurt     ;BU05031205;360.0;2930.0;2360.0;12.2;1.0
3879;Totaal woningen;Biesland;Delft                                   ;Buurt     ;BU05031206;580.0;1830.0;1770.0;;1.0
3880;Totaal woningen;Heilige Land;Delft                                   ;Buurt     ;BU05031207;540.0;2180.0;2110.0;18.2;1.0
3881;Totaal woningen;Bedrijventerrein Delftse Poort-West;Delft                                   ;Buurt     ;BU05031208;650.0;1930.0;1600.0;;1.0
3882;Totaal woningen;Wijk 13 Hof van Delft;Delft                                   ;Wijk      ;WK050313  ;770.0;2060.0;1880.0;;1.0
3883;Totaal woningen;Bedrijventerrein Altena;Delft                                   ;Buurt     ;BU05031300;;;;;1.0
3884;Totaal woningen;Agnetaparkbuurt;Delft                                   ;Buurt     ;BU05031301;850.0;2220.0;2100.0;;1.0
3885;Totaal woningen;Ministersbuurt-West;Delft                                   ;Buurt     ;BU05031302;690.0;1710.0;1550.0;;1.0
3886;Totaal woningen;Ministersbuurt-Oost;Delft                                   ;Buurt     ;BU05031303;990.0;2330.0;1970.0;;1.0
3887;Totaal woningen;Westeindebuurt;Delft                                   ;Buurt     ;BU05031304;690.0;1710.0;1610.0;;1.0
3888;Totaal woningen;Olofsbuurt;Delft                                   ;Buurt     ;BU05031305;810.0;2060.0;1920.0;;1.0
3889;Totaal woningen;Krakeelpolder;Delft                                   ;Buurt     ;BU05031306;660.0;2020.0;1980.0;;1.0
3890;Totaal woningen;Westerkwartier;Delft                                   ;Buurt     ;BU05031307;660.0;2030.0;1830.0;;1.0
3891;Totaal woningen;Wijk 14 Voordijkshoorn;Delft                                   ;Wijk      ;WK050314  ;520.0;2210.0;1730.0;17.4;1.0
3892;Totaal woningen;Kuyperwijk-Noord;Delft                                   ;Buurt     ;BU05031400;610.0;1880.0;1780.0;;1.0
3893;Totaal woningen;Kuyperwijk-Zuid;Delft                                   ;Buurt     ;BU05031401;600.0;1780.0;1550.0;;1.0
3894;Totaal woningen;Ecodus;Delft                                   ;Buurt     ;BU05031402;680.0;2160.0;1690.0;;1.0
3895;Totaal woningen;Marlot;Delft                                   ;Buurt     ;BU05031403;840.0;2420.0;1620.0;;1.0
3896;Totaal woningen;Westlandhof;Delft                                   ;Buurt     ;BU05031404;500.0;1540.0;1370.0;;1.0
3897;Totaal woningen;Hoornse Hof;Delft                                   ;Buurt     ;BU05031405;500.0;2590.0;1830.0;29.1;1.0
3898;Totaal woningen;Den Hoorn;Delft                                   ;Buurt     ;BU05031406;100.0;2800.0;1910.0;81.1;1.0
3899;Totaal woningen;Molenbuurt;Delft                                   ;Buurt     ;BU05031407;700.0;2800.0;2150.0;;1.0
3900;Totaal woningen;Wijk 16 Delftse Hout;Delft                                   ;Wijk      ;WK050316  ;1120.0;4160.0;2710.0;;1.0
3901;Totaal woningen;De Bras;Delft                                   ;Buurt     ;BU05031600;610.0;3710.0;2820.0;;1.0
3902;Totaal woningen;Bedrijventerrein Ypenburgsepoort;Delft                                   ;Buurt     ;BU05031601;;;;;1.0
3903;Totaal woningen;De Grote Plas;Delft                                   ;Buurt     ;BU05031602;1300.0;4030.0;2570.0;;1.0
3904;Totaal woningen;Bedrijventerrein Delftse Poort-Oost;Delft                                   ;Buurt     ;BU05031603;;;;;1.0
3905;Totaal woningen;Hoflaan;Delft                                   ;Buurt     ;BU05031604;1380.0;4720.0;2680.0;;1.0
3906;Totaal woningen;Wijk 22 Tanthof-West;Delft                                   ;Wijk      ;WK050322  ;650.0;2200.0;1770.0;;1.0
3907;Totaal woningen;Bedrijventerrein Tanthof-West;Delft                                   ;Buurt     ;BU05032200;1130.0;3870.0;2810.0;;1.0
3908;Totaal woningen;Afrikabuurt-West;Delft                                   ;Buurt     ;BU05032201;650.0;2530.0;1810.0;;1.0
3909;Totaal woningen;Afrikabuurt-Oost;Delft                                   ;Buurt     ;BU05032202;640.0;1750.0;1620.0;;1.0
3910;Totaal woningen;Latijns Amerikabuurt;Delft                                   ;Buurt     ;BU05032203;670.0;2150.0;1720.0;;1.0
3911;Totaal woningen;Aziëbuurt;Delft                                   ;Buurt     ;BU05032204;650.0;2340.0;1880.0;;1.0
3912;Totaal woningen;Tanthofkadebuurt;Delft                                   ;Buurt     ;BU05032205;;;;;1.0
3913;Totaal woningen;Wijk 23 Tanthof-Oost;Delft                                   ;Wijk      ;WK050323  ;710.0;2120.0;1770.0;;1.0
3914;Totaal woningen;Bedrijventerrein Tanthof-Oost;Delft                                   ;Buurt     ;BU05032300;490.0;1420.0;1360.0;;1.0
3915;Totaal woningen;Boerderijbuurt;Delft                                   ;Buurt     ;BU05032301;800.0;2150.0;1810.0;;1.0
3916;Totaal woningen;Dierenbuurt;Delft                                   ;Buurt     ;BU05032302;770.0;2220.0;1870.0;;1.0
3917;Totaal woningen;Vogelbuurt-West;Delft                                   ;Buurt     ;BU05032303;720.0;2090.0;1710.0;;1.0
3918;Totaal woningen;Vogelbuurt-Oost;Delft                                   ;Buurt     ;BU05032304;680.0;2050.0;1780.0;;1.0
3919;Totaal woningen;Bosrand;Delft                                   ;Buurt     ;BU05032305;550.0;2210.0;1840.0;;1.0
3920;Totaal woningen;Wijk 24 Voorhof;Delft                                   ;Wijk      ;WK050324  ;500.0;2220.0;2160.0;27.4;1.0
3921;Totaal woningen;Poptahof-Noord;Delft                                   ;Buurt     ;BU05032400;350.0;2250.0;2250.0;55.9;1.0
3922;Totaal woningen;Poptahof-Zuid;Delft                                   ;Buurt     ;BU05032401;280.0;1880.0;1850.0;51.2;1.0
3923;Totaal woningen;Bedrijventerrein Voorhof;Delft                                   ;Buurt     ;BU05032402;240.0;1980.0;1580.0;;1.0
3924;Totaal woningen;Mythologiebuurt;Delft                                   ;Buurt     ;BU05032403;480.0;2000.0;2000.0;;1.0
3925;Totaal woningen;Aart van der Leeuwbuurt;Delft                                   ;Buurt     ;BU05032404;960.0;1770.0;1770.0;;1.0
3926;Totaal woningen;Roland Holstbuurt;Delft                                   ;Buurt     ;BU05032405;800.0;2450.0;2360.0;;1.0
3927;Totaal woningen;Voorhof-Hoogbouw;Delft                                   ;Buurt     ;BU05032406;210.0;2550.0;2550.0;68.6;1.0
3928;Totaal woningen;Multatulibuurt;Delft                                   ;Buurt     ;BU05032407;520.0;2370.0;2210.0;43.5;1.0
3929;Totaal woningen;Bedrijventerrein Vulcanusweg;Delft                                   ;Buurt     ;BU05032408;1060.0;3970.0;3970.0;;1.0
3930;Totaal woningen;Wijk 25 Buitenhof;Delft                                   ;Wijk      ;WK050325  ;700.0;2200.0;2040.0;;1.0
3931;Totaal woningen;Reinier de Graafbuurt;Delft                                   ;Buurt     ;BU05032500;460.0;2790.0;2790.0;;1.0
3932;Totaal woningen;Buitenhof-Noord;Delft                                   ;Buurt     ;BU05032501;820.0;2250.0;2160.0;;1.0
3933;Totaal woningen;Juniusbuurt;Delft                                   ;Buurt     ;BU05032502;160.0;1240.0;1050.0;21.1;1.0
3934;Totaal woningen;Gillisbuurt;Delft                                   ;Buurt     ;BU05032503;760.0;3190.0;3190.0;;1.0
3935;Totaal woningen;Fledderusbuurt;Delft                                   ;Buurt     ;BU05032504;670.0;1820.0;1820.0;;1.0
3936;Totaal woningen;Het Rode Dorp;Delft                                   ;Buurt     ;BU05032505;670.0;1710.0;1710.0;;1.0
3937;Totaal woningen;Pijperring;Delft                                   ;Buurt     ;BU05032506;640.0;1880.0;1840.0;;1.0
3938;Totaal woningen;Verzetstrijdersbuurt;Delft                                   ;Buurt     ;BU05032507;820.0;2190.0;1900.0;;1.0
3939;Totaal woningen;Vrijheidsbuurt;Delft                                   ;Buurt     ;BU05032508;840.0;2220.0;2020.0;;1.0
3940;Totaal woningen;Buitenhof-Zuid;Delft                                   ;Buurt     ;BU05032509;720.0;3000.0;1820.0;;1.0
3941;Totaal woningen;Kerkpolder;Delft                                   ;Buurt     ;BU05032510;;;;;1.0
3942;Totaal woningen;Wijk 26 Abtswoude;Delft                                   ;Wijk      ;WK050326  ;1570.0;4560.0;2590.0;;1.0
3943;Totaal woningen;Abtswoude;Delft                                   ;Buurt     ;BU05032600;1570.0;4560.0;2590.0;;1.0
3944;Totaal woningen;Wijk 27 Schieweg;Delft                                   ;Wijk      ;WK050327  ;550.0;2070.0;1780.0;;1.0
3945;Totaal woningen;Delftzicht;Delft                                   ;Buurt     ;BU05032700;530.0;2020.0;1750.0;;1.0
3946;Totaal woningen;Bedrijventerrein Schieweg-Noord;Delft                                   ;Buurt     ;BU05032702;;;;;1.0
3947;Totaal woningen;Bedrijventerrein Schieweg-Zuid;Delft                                   ;Buurt     ;BU05032703;1390.0;3990.0;3990.0;;1.0
3948;Totaal woningen;Schieweg-Polder;Delft                                   ;Buurt     ;BU05032704;1200.0;4780.0;3430.0;;1.0
3949;Totaal woningen;Wijk 28 Wippolder;Delft                                   ;Wijk      ;WK050328  ;520.0;1900.0;1710.0;14.9;1.0
3950;Totaal woningen;Zeeheldenbuurt;Delft                                   ;Buurt     ;BU05032800;930.0;2360.0;2080.0;5.5;1.0
3951;Totaal woningen;TU-Noord;Delft                                   ;Buurt     ;BU05032801;380.0;1750.0;1690.0;53.4;1.0
3952;Totaal woningen;Wippolder-Noord;Delft                                   ;Buurt     ;BU05032802;880.0;2240.0;2060.0;;1.0
3953;Totaal woningen;Wippolder-Zuid;Delft                                   ;Buurt     ;BU05032803;630.0;1980.0;1880.0;;1.0
3954;Totaal woningen;Bedrijventerrein Rotterdamseweg-Noord;Delft                                   ;Buurt     ;BU05032804;800.0;1480.0;1120.0;;1.0
3955;Totaal woningen;TU-Campus;Delft                                   ;Buurt     ;BU05032805;270.0;1490.0;1480.0;39.5;1.0
3956;Totaal woningen;Professorenbuurt;Delft                                   ;Buurt     ;BU05032806;560.0;1750.0;1650.0;;1.0
3957;Totaal woningen;Bedrijventerrein Delftech;Delft                                   ;Buurt     ;BU05032807;;;;;3.0
3958;Totaal woningen;Pauwmolen;Delft                                   ;Buurt     ;BU05032808;1260.0;3040.0;2500.0;;1.0
3959;Totaal woningen;Koningsveldbuurt;Delft                                   ;Buurt     ;BU05032809;770.0;2560.0;1910.0;;1.0
3960;Totaal woningen;Schoemakerplantage;Delft                                   ;Buurt     ;BU05032810;190.0;2050.0;1380.0;;3.0
3961;Totaal woningen;Wijk 29 Ruiven;Delft                                   ;Wijk      ;WK050329  ;900.0;2910.0;2330.0;;1.0
3962;Totaal woningen;Bedrijventerrein Rotterdamseweg-Zuid;Delft                                   ;Buurt     ;BU05032900;850.0;2400.0;1990.0;;1.0
3963;Totaal woningen;Bedrijventerrein Technopolis;Delft                                   ;Buurt     ;BU05032901;1090.0;5110.0;3600.0;;1.0
3964;Totaal woningen;Ackersdijk;Delft                                   ;Buurt     ;BU05032902;1110.0;4560.0;3640.0;;1.0
3965;Totaal woningen;Deurne;Deurne                                  ;Gemeente  ;GM0762    ;1010.0;2970.0;2050.0;;1.0
3966;Totaal woningen;Wijk 00 Deurne;Deurne                                  ;Wijk      ;WK076200  ;970.0;2840.0;1980.0;;1.0
3967;Totaal woningen;Deurne-Centrum;Deurne                                  ;Buurt     ;BU07620000;880.0;2470.0;1800.0;;1.0
3968;Totaal woningen;Sint Jozefparochie;Deurne                                  ;Buurt     ;BU07620001;950.0;2960.0;2020.0;;1.0
3969;Totaal woningen;Zeilberg;Deurne                                  ;Buurt     ;BU07620002;990.0;2980.0;1890.0;;1.0
3970;Totaal woningen;Walsberg;Deurne                                  ;Buurt     ;BU07620003;1380.0;3630.0;2430.0;;1.0
3971;Totaal woningen;Koolhof;Deurne                                  ;Buurt     ;BU07620004;930.0;2590.0;1940.0;;1.0
3972;Totaal woningen;Heiakker;Deurne                                  ;Buurt     ;BU07620005;890.0;2660.0;1830.0;;1.0
3973;Totaal woningen;Industrieterrein;Deurne                                  ;Buurt     ;BU07620006;1000.0;2980.0;2040.0;;1.0
3974;Totaal woningen;De Vennen;Deurne                                  ;Buurt     ;BU07620007;1130.0;3560.0;2510.0;;1.0
3975;Totaal woningen;Verspreide huizen Deurne;Deurne                                  ;Buurt     ;BU07620009;1270.0;4050.0;2580.0;;1.0
3976;Totaal woningen;Wijk 01 Vlierden;Deurne                                  ;Wijk      ;WK076201  ;1250.0;3750.0;2370.0;;1.0
3977;Totaal woningen;Vlierden;Deurne                                  ;Buurt     ;BU07620100;1200.0;3620.0;2280.0;;1.0
3978;Totaal woningen;Verspreide huizen Vlierden;Deurne                                  ;Buurt     ;BU07620109;1450.0;4320.0;2780.0;;1.0
3979;Totaal woningen;Wijk 02 Liessel;Deurne                                  ;Wijk      ;WK076202  ;1080.0;3270.0;2290.0;;1.0
3980;Totaal woningen;Liessel;Deurne                                  ;Buurt     ;BU07620200;990.0;3040.0;2170.0;;1.0
3981;Totaal woningen;Verspreide huizen Liessel;Deurne                                  ;Buurt     ;BU07620209;1420.0;4180.0;2760.0;;1.0
3982;Totaal woningen;Wijk 03 Neerkant;Deurne                                  ;Wijk      ;WK076203  ;1140.0;3450.0;2240.0;;1.0
3983;Totaal woningen;Neerkant;Deurne                                  ;Buurt     ;BU07620300;1040.0;3110.0;2080.0;;1.0
3984;Totaal woningen;Verspreide huizen Neerkant;Deurne                                  ;Buurt     ;BU07620309;1420.0;4390.0;2690.0;;1.0
3985;Totaal woningen;Wijk 04 Helenaveen;Deurne                                  ;Wijk      ;WK076204  ;1170.0;3420.0;2360.0;;1.0
3986;Totaal woningen;Helenaveen;Deurne                                  ;Buurt     ;BU07620400;1080.0;3260.0;2290.0;;1.0
3987;Totaal woningen;Verspreide huizen Helenaveen;Deurne                                  ;Buurt     ;BU07620409;1470.0;3970.0;2600.0;;1.0
3988;Totaal woningen;Deventer;Deventer                                ;Gemeente  ;GM0150    ;800.0;2410.0;1880.0;6.4;1.0
3989;Totaal woningen;Binnenstad;Deventer                                ;Wijk      ;WK015001  ;630.0;1960.0;1880.0;16.7;1.0
3990;Totaal woningen;Centrum;Deventer                                ;Buurt     ;BU01500101;600.0;1870.0;1830.0;20.2;1.0
3991;Totaal woningen;Bergkwartier;Deventer                                ;Buurt     ;BU01500102;880.0;1920.0;1890.0;;1.0
3992;Totaal woningen;Noordenbergkwartier;Deventer                                ;Buurt     ;BU01500103;860.0;1870.0;1780.0;;1.0
3993;Totaal woningen;Noordenbergsingel;Deventer                                ;Buurt     ;BU01500104;1080.0;2490.0;2350.0;;1.0
3994;Totaal woningen;Singel;Deventer                                ;Buurt     ;BU01500105;690.0;2070.0;1980.0;4.5;1.0
3995;Totaal woningen;Raambuurt;Deventer                                ;Buurt     ;BU01500106;340.0;1860.0;1690.0;52.7;1.0
3996;Totaal woningen;Knutteldorp;Deventer                                ;Buurt     ;BU01500107;450.0;2080.0;1950.0;17.7;1.0
3997;Totaal woningen;De Hoven;Deventer                                ;Wijk      ;WK015002  ;960.0;2390.0;1750.0;;1.0
3998;Totaal woningen;De Hoven;Deventer                                ;Buurt     ;BU01500201;960.0;2390.0;1750.0;;1.0
3999;Totaal woningen;Zandweerd;Deventer                                ;Wijk      ;WK015003  ;810.0;2000.0;1730.0;;1.0
4000;Totaal woningen;Noorderplein;Deventer                                ;Buurt     ;BU01500301;760.0;1840.0;1690.0;;1.0
4001;Totaal woningen;Zwolseweg;Deventer                                ;Buurt     ;BU01500302;1010.0;2400.0;1920.0;;1.0
4002;Totaal woningen;Lange Zandstraat;Deventer                                ;Buurt     ;BU01500303;850.0;2000.0;1690.0;;1.0
4003;Totaal woningen;Zandweerd-Zuid;Deventer                                ;Buurt     ;BU01500304;780.0;1990.0;1730.0;;1.0
4004;Totaal woningen;Zandweerd-Noord;Deventer                                ;Buurt     ;BU01500305;740.0;1930.0;1720.0;;1.0
4005;Totaal woningen;Schrijversbuurt;Deventer                                ;Buurt     ;BU01500306;750.0;1850.0;1630.0;;1.0
4006;Totaal woningen;Voorstad;Deventer                                ;Wijk      ;WK015004  ;830.0;2180.0;1860.0;;1.0
4007;Totaal woningen;Rode Dorp;Deventer                                ;Buurt     ;BU01500401;820.0;2200.0;1970.0;;1.0
4008;Totaal woningen;Oudegoedstraat;Deventer                                ;Buurt     ;BU01500402;910.0;2110.0;1770.0;;1.0
4009;Totaal woningen;Burgemeestersbuurt;Deventer                                ;Buurt     ;BU01500403;870.0;2290.0;1880.0;;1.0
4010;Totaal woningen;Oosterstraat;Deventer                                ;Buurt     ;BU01500404;860.0;2020.0;1810.0;;1.0
4011;Totaal woningen;Rielerweg-West;Deventer                                ;Buurt     ;BU01500405;820.0;2150.0;1940.0;;1.0
4012;Totaal woningen;Rielerweg-Oost;Deventer                                ;Buurt     ;BU01500406;760.0;2310.0;1750.0;;1.0
4013;Totaal woningen;Brinkgreven;Deventer                                ;Buurt     ;BU01500407;;;;;1.0
4014;Totaal woningen;Borgele en Platvoet;Deventer                                ;Wijk      ;WK015005  ;840.0;2210.0;1890.0;;1.0
4015;Totaal woningen;Borgele;Deventer                                ;Buurt     ;BU01500501;830.0;2150.0;1880.0;;1.0
4016;Totaal woningen;Platvoet;Deventer                                ;Buurt     ;BU01500502;850.0;2380.0;1910.0;;1.0
4017;Totaal woningen;Keizerslanden;Deventer                                ;Wijk      ;WK015006  ;580.0;2130.0;1780.0;20.4;1.0
4018;Totaal woningen;Ludgeruskwartier;Deventer                                ;Buurt     ;BU01500601;680.0;1820.0;1690.0;6.0;1.0
4019;Totaal woningen;Tuindorp;Deventer                                ;Buurt     ;BU01500602;730.0;1890.0;1750.0;;1.0
4020;Totaal woningen;Rollecatekwartier;Deventer                                ;Buurt     ;BU01500603;1080.0;2680.0;2060.0;;1.0
4021;Totaal woningen;Oranjekwartier;Deventer                                ;Buurt     ;BU01500604;430.0;2150.0;2080.0;49.5;1.0
4022;Totaal woningen;Landsherenkwartier;Deventer                                ;Buurt     ;BU01500605;420.0;2030.0;1660.0;32.8;1.0
4023;Totaal woningen;Steenbrugge;Deventer                                ;Buurt     ;BU01500606;;3250.0;1100.0;24.6;1.0
4024;Totaal woningen;Rivierenwijk en Bergweide;Deventer                                ;Wijk      ;WK015007  ;490.0;2380.0;2010.0;33.9;1.0
4025;Totaal woningen;Rivierenbuurt;Deventer                                ;Buurt     ;BU01500701;760.0;2250.0;1530.0;;1.0
4026;Totaal woningen;Deltabuurt;Deventer                                ;Buurt     ;BU01500702;320.0;2500.0;2230.0;57.4;1.0
4027;Totaal woningen;Hoornwerk;Deventer                                ;Buurt     ;BU01500703;660.0;2100.0;1790.0;;1.0
4028;Totaal woningen;Industrieterrein;Deventer                                ;Buurt     ;BU01500704;1100.0;2450.0;2240.0;;1.0
4029;Totaal woningen;Kloosterlanden;Deventer                                ;Buurt     ;BU01500705;;;;;1.0
4030;Totaal woningen;Epse-Noord;Deventer                                ;Buurt     ;BU01500706;1430.0;3460.0;3460.0;;1.0
4031;Totaal woningen;Colmschate-Noord;Deventer                                ;Wijk      ;WK015008  ;890.0;2510.0;2020.0;;1.0
4032;Totaal woningen;Het Oostrik;Deventer                                ;Buurt     ;BU01500801;900.0;2590.0;2300.0;;1.0
4033;Totaal woningen;Groot Douwel;Deventer                                ;Buurt     ;BU01500802;940.0;2480.0;1860.0;;1.0
4034;Totaal woningen;Blauwenoord;Deventer                                ;Buurt     ;BU01500803;820.0;2430.0;1820.0;;1.0
4035;Totaal woningen;Colmschate-Vijfhoek;Deventer                                ;Wijk      ;WK015009  ;770.0;2930.0;2000.0;;1.0
4036;Totaal woningen;Op den Haar;Deventer                                ;Buurt     ;BU01500901;800.0;2760.0;1880.0;;1.0
4037;Totaal woningen;Steinvoorde;Deventer                                ;Buurt     ;BU01500902;710.0;2710.0;2080.0;4.5;1.0
4038;Totaal woningen;Graveland;Deventer                                ;Buurt     ;BU01500903;1340.0;4280.0;2130.0;;1.0
4039;Totaal woningen;Het Jeurlink;Deventer                                ;Buurt     ;BU01500904;710.0;2670.0;1950.0;;1.0
4040;Totaal woningen;Het Fetlaer en Spijkvoorder Enk;Deventer                                ;Buurt     ;BU01500905;680.0;3240.0;2180.0;;1.0
4041;Totaal woningen;Spikvoorde;Deventer                                ;Buurt     ;BU01500906;800.0;2960.0;1920.0;;1.0
4042;Totaal woningen;Overig Colmschate-Noord;Deventer                                ;Buurt     ;BU01500907;1390.0;4370.0;2720.0;;1.0
4043;Totaal woningen;Colmschate-Zuid;Deventer                                ;Wijk      ;WK015010  ;800.0;2500.0;1750.0;;1.0
4044;Totaal woningen;Snipperling;Deventer                                ;Buurt     ;BU01501001;1210.0;3410.0;1860.0;;1.0
4045;Totaal woningen;Dorp Colmschate;Deventer                                ;Buurt     ;BU01501002;690.0;2290.0;1950.0;13.4;1.0
4046;Totaal woningen;De Scheg;Deventer                                ;Buurt     ;BU01501003;;;;;1.0
4047;Totaal woningen;Colmschaterenk;Deventer                                ;Buurt     ;BU01501004;750.0;2360.0;1800.0;;1.0
4048;Totaal woningen;Roessink;Deventer                                ;Buurt     ;BU01501005;750.0;2270.0;1700.0;;1.0
4049;Totaal woningen;Het Bramelt;Deventer                                ;Buurt     ;BU01501006;770.0;2360.0;1390.0;;1.0
4050;Totaal woningen;Essenerveld;Deventer                                ;Buurt     ;BU01501007;930.0;2830.0;1790.0;;1.0
4051;Totaal woningen;Swormink;Deventer                                ;Buurt     ;BU01501008;820.0;2760.0;1690.0;;1.0
4052;Totaal woningen;Handelspark De Weteringen;Deventer                                ;Buurt     ;BU01501009;;;;;1.0
4053;Totaal woningen;Bannink;Deventer                                ;Buurt     ;BU01501010;1400.0;3540.0;3170.0;;1.0
4054;Totaal woningen;Diepenveen;Deventer                                ;Wijk      ;WK015011  ;1100.0;2990.0;1960.0;;1.0
4055;Totaal woningen;Dorp Diepenveen;Deventer                                ;Buurt     ;BU01501101;1090.0;2940.0;1940.0;;1.0
4056;Totaal woningen;Rande;Deventer                                ;Buurt     ;BU01501102;1490.0;4000.0;3020.0;;1.0
4057;Totaal woningen;Tjoene;Deventer                                ;Buurt     ;BU01501103;1420.0;4190.0;2060.0;;1.0
4058;Totaal woningen;Schalkhaar;Deventer                                ;Wijk      ;WK015012  ;1070.0;2920.0;1940.0;;1.0
4059;Totaal woningen;Dorp Schalkhaar;Deventer                                ;Buurt     ;BU01501201;1040.0;2820.0;1910.0;;1.0
4060;Totaal woningen;Averlo en Frieswijk;Deventer                                ;Buurt     ;BU01501202;1400.0;4040.0;2300.0;;1.0
