ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
6300;Closing balance sheet;Assets;Social security funds (consolidated);1990;19368;0;2898;4;333;2561;0;2561;862;136;726;0.0;1733;49;1684;4;;;;0;0;0;0;13871
6301;Closing balance sheet;Assets;Social security funds (consolidated);1991;20608;0;4200;0;337;3863;0;3863;1044;182;862;0.0;2333;616;1717;1;;;;0;0;0;0;13030
6302;Closing balance sheet;Assets;Social security funds (consolidated);1992;21689;0;3429;0;337;3092;0;3092;1543;363;1180;0.0;3205;1186;2019;1;;;;0;0;0;0;13511
6303;Closing balance sheet;Assets;Social security funds (consolidated);1993;19607;0;4289;0;286;4003;0;4003;1724;635;1089;0.0;2429;129;2300;4;;;;0;0;0;0;11161
6304;Closing balance sheet;Assets;Social security funds (consolidated);1994;14172;0;2795;5;260;2530;0;2530;1051;112;939;0.0;1713;207;1506;12;;;;0;0;0;0;8601
6305;Closing balance sheet;Assets;Social security funds (consolidated);1995;14290;0;1537;6;404;1127;0;1127;1179;31;1148;0.0;1543;158;1385;85;85.0;0.0;0.0;0;0;0;0;9946
6306;Closing balance sheet;Assets;Social security funds (consolidated);1996;14468;0;1392;3;232;1157;0;1157;1422;11;1411;0.0;1001;78;923;122;122.0;0.0;0.0;0;0;0;0;10531
6307;Closing balance sheet;Assets;Social security funds (consolidated);1997;14144;0;1417;5;357;1055;0;1055;1314;0;1314;0.0;580;139;441;277;273.0;0.0;4.0;0;0;0;0;10556
6308;Closing balance sheet;Assets;Social security funds (consolidated);1998;15644;0;430;5;189;236;0;236;511;0;511;0.0;2316;2208;108;301;264.0;0.0;37.0;0;0;0;0;12086
6309;Closing balance sheet;Assets;Social security funds (consolidated);1999;18537;0;671;5;341;325;0;325;930;0;930;0.0;5606;5487;119;587;502.0;0.0;85.0;0;0;0;0;10743
6310;Closing balance sheet;Assets;Social security funds (consolidated);2000;23960;0;656;3;357;296;0;296;1036;0;1036;0.0;10239;10099;140;659;603.0;0.0;56.0;0;0;0;0;11370
6311;Closing balance sheet;Assets;Social security funds (consolidated);2001;20728;0;680;2;398;280;0;280;1051;0;1051;0.0;10817;10722;95;643;590.0;0.0;53.0;0;0;0;0;7537
6312;Closing balance sheet;Assets;Social security funds (consolidated);2002;22855;0;442;1;153;288;0;288;584;0;584;0.0;12034;11973;61;595;562.0;0.0;33.0;0;0;0;0;9200
6313;Closing balance sheet;Assets;Social security funds (consolidated);2003;26966;0;1059;2;544;513;0;513;402;0;402;0.0;12421;12397;24;963;720.0;0.0;243.0;0;0;0;0;12121
6314;Closing balance sheet;Assets;Social security funds (consolidated);2004;26133;0;1108;0;110;998;0;998;248;0;248;0.0;12453;12430;23;1667;1101.0;0.0;566.0;0;0;0;0;10657
6315;Closing balance sheet;Assets;Social security funds (consolidated);2005 1st quarter;30620;0;1114;2;229;883;0;883;244;0;244;0.0;15440;15417;23;1895;1201.0;0.0;694.0;0;0;0;0;11927
6316;Closing balance sheet;Assets;Social security funds (consolidated);2005 2nd quarter;31456;0;1234;2;349;883;0;883;242;0;242;0.0;16285;16262;23;2099;1279.0;0.0;820.0;0;0;0;0;11596
6317;Closing balance sheet;Assets;Social security funds (consolidated);2005 3rd quarter;27212;0;1354;2;469;883;0;883;240;0;240;0.0;12785;12762;23;2166;1383.0;0.0;783.0;0;0;0;0;10667
6318;Closing balance sheet;Assets;Social security funds (consolidated);2005 4th quarter;25657;0;1475;2;590;883;0;883;239;0;239;0.0;11532;11511;21;2243;1449.0;0.0;794.0;0;0;0;0;10168
6319;Closing balance sheet;Assets;Social security funds (consolidated);2005;25657;0;1475;2;590;883;0;883;239;0;239;0.0;11532;11511;21;2243;1449.0;0.0;794.0;0;0;0;0;10168
6320;Closing balance sheet;Assets;Social security funds (consolidated);2006 1st quarter;21800;0;51;0;19;32;0;32;0;0;0;0.0;12485;12484;1;0;0.0;0.0;0.0;0;0;0;0;9264
6321;Closing balance sheet;Assets;Social security funds (consolidated);2006 2nd quarter;21280;0;58;0;19;39;0;39;0;0;0;0.0;11865;11864;1;0;0.0;0.0;0.0;0;0;0;0;9357
6322;Closing balance sheet;Assets;Social security funds (consolidated);2006 3rd quarter;18655;0;60;0;19;41;0;41;0;0;0;0.0;11882;11881;1;0;0.0;0.0;0.0;0;0;0;0;6713
6323;Closing balance sheet;Assets;Social security funds (consolidated);2006 4th quarter;19197;0;55;0;20;35;0;35;0;0;0;0.0;10283;10282;1;0;0.0;0.0;0.0;0;0;0;0;8859
6324;Closing balance sheet;Assets;Social security funds (consolidated);2006;19197;0;55;0;20;35;0;35;0;0;0;0.0;10283;10282;1;0;0.0;0.0;0.0;0;0;0;0;8859
6325;Closing balance sheet;Assets;Social security funds (consolidated);2007 1st quarter;19963;0;150;0;82;68;0;68;0;0;0;0.0;11674;11670;4;0;0.0;0.0;0.0;0;0;0;0;8139
6326;Closing balance sheet;Assets;Social security funds (consolidated);2007 2nd quarter;20439;0;207;0;104;103;0;103;0;0;0;0.0;12633;12626;7;0;0.0;0.0;0.0;0;0;0;0;7599
6327;Closing balance sheet;Assets;Social security funds (consolidated);2007 3rd quarter;21162;0;144;0;14;130;0;130;0;0;0;0.0;12780;12771;9;0;0.0;0.0;0.0;0;0;0;0;8238
6328;Closing balance sheet;Assets;Social security funds (consolidated);2007 4th quarter;20258;0;164;0;18;146;0;146;0;0;0;0.0;12009;11999;10;0;0.0;0.0;0.0;0;0;0;0;8085
6329;Closing balance sheet;Assets;Social security funds (consolidated);2007;20258;0;164;0;18;146;0;146;0;0;0;0.0;12009;11999;10;0;0.0;0.0;0.0;0;0;0;0;8085
6330;Closing balance sheet;Assets;Social security funds (consolidated);2008 1st quarter;22404;0;160;0;21;139;0;139;0;0;0;0.0;14851;14841;10;0;0.0;0.0;0.0;0;0;0;0;7393
6331;Closing balance sheet;Assets;Social security funds (consolidated);2008 2nd quarter;23244;0;154;0;25;129;0;129;0;0;0;0.0;16684;16674;10;0;0.0;0.0;0.0;0;0;0;0;6406
6332;Closing balance sheet;Assets;Social security funds (consolidated);2008 3rd quarter;22043;0;147;0;28;119;0;119;0;0;0;0.0;15933;15923;10;0;0.0;0.0;0.0;0;0;0;0;5963
6333;Closing balance sheet;Assets;Social security funds (consolidated);2008 4th quarter;22081;0;139;0;31;108;0;108;0;0;0;0.0;13327;13317;10;0;0.0;0.0;0.0;0;0;0;0;8615
6334;Closing balance sheet;Assets;Social security funds (consolidated);2008;22081;0;139;0;31;108;0;108;0;0;0;0.0;13327;13317;10;0;0.0;0.0;0.0;0;0;0;0;8615
6335;Closing balance sheet;Assets;Social security funds (consolidated);2009 1st quarter;24476;0;150;0;32;118;0;118;0;0;0;0.0;15994;15984;10;0;0.0;0.0;0.0;0;0;0;0;8332
6336;Closing balance sheet;Assets;Social security funds (consolidated);2009 2nd quarter;23487;0;159;0;32;127;0;127;0;0;0;0.0;15249;15239;10;0;0.0;0.0;0.0;0;0;0;0;8079
6337;Closing balance sheet;Assets;Social security funds (consolidated);2009 3rd quarter;25205;0;167;0;31;136;0;136;0;0;0;0.0;16994;16984;10;0;0.0;0.0;0.0;0;0;0;0;8044
6338;Closing balance sheet;Assets;Social security funds (consolidated);2009 4th quarter;21463;0;176;0;30;146;0;146;0;0;0;0.0;11886;11876;10;0;0.0;0.0;0.0;0;0;0;0;9401
6339;Closing balance sheet;Assets;Social security funds (consolidated);2009;21463;0;176;0;30;146;0;146;0;0;0;0.0;11886;11876;10;0;0.0;0.0;0.0;0;0;0;0;9401
6340;Closing balance sheet;Assets;Social security funds (consolidated);2010 1st quarter;24025;0;163;0;31;132;0;132;0;0;0;0.0;13711;13702;9;0;0.0;0.0;0.0;0;0;0;0;10151
6341;Closing balance sheet;Assets;Social security funds (consolidated);2010 2nd quarter;25138;0;150;0;33;117;0;117;0;0;0;0.0;11941;11928;13;0;0.0;0.0;0.0;0;0;0;0;13047
6342;Closing balance sheet;Assets;Social security funds (consolidated);2010 3rd quarter;18229;0;136;0;34;102;0;102;0;0;0;0.0;12303;12292;11;0;0.0;0.0;0.0;0;0;0;0;5790
6343;Closing balance sheet;Assets;Social security funds (consolidated);2010 4th quarter;19930;0;122;0;35;87;0;87;0;0;0;0.0;9464;9454;10;0;0.0;0.0;0.0;0;0;0;0;10344
6344;Closing balance sheet;Assets;Social security funds (consolidated);2010;19930;0;122;0;35;87;0;87;0;0;0;0.0;9464;9454;10;0;0.0;0.0;0.0;0;0;0;0;10344
6345;Closing balance sheet;Assets;Social security funds (consolidated);2011 1st quarter;22772;0;117;0;34;83;0;83;0;0;0;0.0;10225;10215;10;0;0.0;0.0;0.0;0;0;0;0;12430
6346;Closing balance sheet;Assets;Social security funds (consolidated);2011 2nd quarter;23655;0;113;0;34;79;0;79;0;0;0;0.0;8832;8822;10;0;0.0;0.0;0.0;0;0;0;0;14710
6347;Closing balance sheet;Assets;Social security funds (consolidated);2011 3rd quarter;17797;0;108;0;34;74;0;74;0;0;0;0.0;8292;8282;10;0;0.0;0.0;0.0;0;0;0;0;9397
6348;Closing balance sheet;Assets;Social security funds (consolidated);2011 4th quarter;15878;0;103;0;34;69;0;69;0;0;0;0.0;5301;5291;10;0;0.0;0.0;0.0;0;0;0;0;10474
6349;Closing balance sheet;Assets;Social security funds (consolidated);2011;15878;0;103;0;34;69;0;69;0;0;0;0.0;5301;5291;10;0;0.0;0.0;0.0;0;0;0;0;10474
6350;Closing balance sheet;Assets;Social security funds (consolidated);2012 1st quarter;22430;0;103;0;34;69;0;69;0;0;0;0.0;8777;8767;10;0;0.0;0.0;0.0;0;0;0;0;13550
6351;Closing balance sheet;Assets;Social security funds (consolidated);2012 2nd quarter;24852;0;103;0;34;69;0;69;0;0;0;0.0;8250;8240;10;0;0.0;0.0;0.0;0;0;0;0;16499
6352;Closing balance sheet;Assets;Social security funds (consolidated);2012 3rd quarter;18821;0;103;0;34;69;0;69;0;0;0;0.0;9469;9459;10;0;0.0;0.0;0.0;0;0;0;0;9249
6353;Closing balance sheet;Assets;Social security funds (consolidated);2012 4th quarter;18941;0;103;0;34;69;0;69;0;0;0;0.0;8162;8152;10;0;0.0;0.0;0.0;0;0;0;0;10676
6354;Closing balance sheet;Assets;Social security funds (consolidated);2012;18941;0;103;0;34;69;0;69;0;0;0;0.0;8162;8152;10;0;0.0;0.0;0.0;0;0;0;0;10676
6355;Closing balance sheet;Assets;Social security funds (consolidated);2013 1st quarter;23184;0;103;0;34;69;0;69;0;0;0;0.0;10249;10239;10;0;0.0;0.0;0.0;0;0;0;0;12832
6356;Closing balance sheet;Assets;Social security funds (consolidated);2013 2nd quarter;23708;0;103;0;34;69;0;69;0;0;0;0.0;9055;9045;10;0;0.0;0.0;0.0;0;0;0;0;14550
6357;Closing balance sheet;Assets;Social security funds (consolidated);2013 3rd quarter;19503;0;103;0;34;69;0;69;0;0;0;0.0;10197;10187;10;0;0.0;0.0;0.0;0;0;0;0;9203
6358;Closing balance sheet;Assets;Social security funds (consolidated);2013 4th quarter;17790;0;103;0;34;69;0;69;0;0;0;0.0;7030;7020;10;0;0.0;0.0;0.0;0;0;0;0;10657
6359;Closing balance sheet;Assets;Social security funds (consolidated);2013;17790;0;103;0;34;69;0;69;0;0;0;0.0;7030;7020;10;0;0.0;0.0;0.0;0;0;0;0;10657
6360;Closing balance sheet;Assets;General government;1990;154099;0;7547;138;2274;5135;0;5135;907;136;771;0.0;67102;1276;65826;35148;;;;0;0;0;0;43395
6361;Closing balance sheet;Assets;General government;1991;160354;0;10114;134;3480;6500;0;6500;1135;182;953;0.0;69474;1904;67570;36004;;;;0;0;0;0;43627
6362;Closing balance sheet;Assets;General government;1992;159128;0;9115;134;3471;5510;0;5510;1634;363;1271;0.0;71450;2181;69269;35147;;;;0;0;0;0;41782
6363;Closing balance sheet;Assets;General government;1993;158406;0;12819;142;5965;6712;0;6712;1815;635;1180;0.0;66188;2163;64025;37783;;;;0;0;0;0;39801
6364;Closing balance sheet;Assets;General government;1994;136787;0;11980;144;6219;5617;0;5617;1312;112;1200;0.0;58000;2325;55675;33035;;;;0;0;0;0;32460
6365;Closing balance sheet;Assets;General government;1995;111006;0;14058;140;9079;4839;0;4839;1463;31;1432;0.0;34550;1618;32932;32264;7466.0;24796.0;2.0;0;0;0;0;28671
6366;Closing balance sheet;Assets;General government;1996;116028;0;14099;129;8980;4990;0;4990;1943;19;1924;0.0;33916;1579;32337;35920;7503.0;28415.0;2.0;0;0;0;0;30150
6367;Closing balance sheet;Assets;General government;1997;113905;0;8992;171;2527;6294;0;6294;1894;20;1874;0.0;33812;2110;31702;38086;9272.0;28808.0;6.0;0;0;0;0;31121
6368;Closing balance sheet;Assets;General government;1998;125188;0;11843;195;5133;6515;0;6515;1158;72;1086;0.0;36060;6393;29667;42619;16041.0;26539.0;39.0;0;0;0;0;33508
6369;Closing balance sheet;Assets;General government;1999;144701;0;12090;211;2581;9298;0;9298;1648;26;1622;0.0;38064;9096;28968;57824;27159.0;30578.0;87.0;0;0;0;0;35075
6370;Closing balance sheet;Assets;General government;2000;134521;0;11473;23;3093;8357;0;8357;1895;31;1864;0.0;41938;12412;29526;44198;11288.0;32852.0;58.0;0;0;0;0;35017
6371;Closing balance sheet;Assets;General government;2001;136164;0;11577;20;3802;7755;0;7755;2158;112;1977;69.0;45321;15983;29338;44668;9364.0;35249.0;55.0;0;0;0;0;32440
6372;Closing balance sheet;Assets;General government;2002;140851;0;11258;13;4385;6860;0;6860;1911;99;1519;293.0;50541;19875;30666;42599;8102.0;34462.0;35.0;0;0;0;0;34542
6373;Closing balance sheet;Assets;General government;2003;146794;0;10943;18;4508;6417;0;6417;1748;108;1302;338.0;49670;21494;28176;42509;6999.0;35265.0;245.0;0;0;0;0;41924
6374;Closing balance sheet;Assets;General government;2004;144424;0;11417;12;4613;6792;0;6792;1848;108;1121;619.0;48352;20626;27726;42755;6360.0;35827.0;568.0;0;0;0;0;40052
6375;Closing balance sheet;Assets;General government;2005 1st quarter;148057;0;11568;14;4930;6624;0;6624;1936;108;1155;673.0;53753;25681;28072;41272;5245.0;35331.0;696.0;0;0;0;0;39528
6376;Closing balance sheet;Assets;General government;2005 2nd quarter;163230;0;22855;14;6488;16353;0;16353;2099;108;1190;801.0;58345;29093;29252;42426;5329.0;36275.0;822.0;0;0;0;0;37505
6377;Closing balance sheet;Assets;General government;2005 3rd quarter;156828;0;16530;14;6115;10401;0;10401;2167;108;1215;844.0;54122;24328;29794;47944;4805.0;42354.0;785.0;0;0;0;0;36065
6378;Closing balance sheet;Assets;General government;2005 4th quarter;158327;0;17630;14;6147;11469;0;11469;2140;108;1229;803.0;51697;21973;29724;48581;4120.0;43667.0;794.0;0;0;0;0;38279
6379;Closing balance sheet;Assets;General government;2005;158327;0;17630;14;6147;11469;0;11469;2140;108;1229;803.0;51697;21973;29724;48581;4120.0;43667.0;794.0;0;0;0;0;38279
6380;Closing balance sheet;Assets;General government;2006 1st quarter;157662;0;13928;12;4811;9105;0;9105;1752;108;951;693.0;56669;26980;29689;47150;3231.0;43919.0;0.0;0;0;0;0;38163
6381;Closing balance sheet;Assets;General government;2006 2nd quarter;156602;0;16115;12;6347;9756;0;9756;1579;108;954;517.0;53595;24474;29121;47451;3167.0;44284.0;0.0;0;0;0;0;37862
6382;Closing balance sheet;Assets;General government;2006 3rd quarter;149973;0;14473;12;6356;8105;0;8105;1619;108;1059;452.0;51688;23631;28057;46355;1815.0;44540.0;0.0;0;0;0;0;35838
6383;Closing balance sheet;Assets;General government;2006 4th quarter;147764;0;12323;12;6740;5571;0;5571;1413;108;990;315.0;49282;20133;29149;43420;40.0;43380.0;0.0;0;0;0;0;41326
6384;Closing balance sheet;Assets;General government;2006;147764;0;12323;12;6740;5571;0;5571;1413;108;990;315.0;49282;20133;29149;43420;40.0;43380.0;0.0;0;0;0;0;41326
6385;Closing balance sheet;Assets;General government;2007 1st quarter;154945;0;13960;14;7572;6374;0;6374;230;122;923;-815.0;54586;25649;28937;44438;42.0;44396.0;0.0;0;0;0;0;41731
6386;Closing balance sheet;Assets;General government;2007 2nd quarter;159481;0;22953;14;9486;13453;0;13453;277;207;970;-900.0;56243;26759;29484;42632;44.0;42588.0;0.0;0;0;0;0;37376
6387;Closing balance sheet;Assets;General government;2007 3rd quarter;158006;0;20732;14;8766;11952;0;11952;482;359;953;-830.0;56277;26998;29279;45516;46.0;45470.0;0.0;0;0;0;0;34999
6388;Closing balance sheet;Assets;General government;2007 4th quarter;162984;0;18775;14;7982;10779;0;10779;478;519;891;-932.0;55256;24648;30608;48635;49.0;48586.0;0.0;0;0;0;0;39840
6389;Closing balance sheet;Assets;General government;2007;162984;0;18775;14;7982;10779;0;10779;478;519;891;-932.0;55256;24648;30608;48635;49.0;48586.0;0.0;0;0;0;0;39840
6390;Closing balance sheet;Assets;General government;2008 1st quarter;178582;0;16550;14;7232;9304;0;9304;607;459;838;-690.0;63655;32635;31020;54239;57.0;54182.0;0.0;0;0;0;0;43531
6391;Closing balance sheet;Assets;General government;2008 2nd quarter;191088;0;19526;15;9498;10013;0;10013;426;514;893;-981.0;65711;34084;31627;58336;68.0;58268.0;0.0;0;0;0;0;47089
6392;Closing balance sheet;Assets;General government;2008 3rd quarter;197516;0;26701;15;15423;11263;0;11263;1556;495;945;116.0;65526;33806;31720;62459;79.0;62380.0;0.0;0;0;0;0;41274
6393;Closing balance sheet;Assets;General government;2008 4th quarter;264346;0;19024;16;7969;11039;0;11039;3447;603;909;1935.0;106123;64811;41312;89348;87.0;89261.0;0.0;0;0;0;0;46404
6394;Closing balance sheet;Assets;General government;2008;264346;0;19024;16;7969;11039;0;11039;3447;603;909;1935.0;106123;64811;41312;89348;87.0;89261.0;0.0;0;0;0;0;46404
6395;Closing balance sheet;Assets;General government;2009 1st quarter;277590;0;18476;17;7747;10712;0;10712;22725;603;21554;568.0;106660;66312;40348;84997;87.0;84910.0;0.0;0;0;0;0;44732
6396;Closing balance sheet;Assets;General government;2009 2nd quarter;270460;0;33446;19;7864;25563;0;25563;19421;603;19719;-901.0;83740;43120;40620;89897;87.0;89810.0;0.0;0;0;0;0;43956
6397;Closing balance sheet;Assets;General government;2009 3rd quarter;279117;0;30587;21;19803;10763;0;10763;19042;603;18566;-127.0;88058;41033;47025;94948;87.0;94861.0;0.0;0;0;0;0;46482
6398;Closing balance sheet;Assets;General government;2009 4th quarter;263808;0;17188;22;10274;6892;0;6892;22944;95;23065;-216.0;83928;36575;47353;88299;87.0;88212.0;0.0;0;0;0;0;51449
6399;Closing balance sheet;Assets;General government;2009;263808;0;17188;22;10274;6892;0;6892;22944;95;23065;-216.0;83928;36575;47353;88299;87.0;88212.0;0.0;0;0;0;0;51449
6400;Closing balance sheet;Assets;General government;2010 1st quarter;271138;0;15607;22;8347;7238;0;7238;24378;80;24266;32.0;89654;42930;46724;86707;87.0;86620.0;0.0;0;0;0;0;54792
6401;Closing balance sheet;Assets;General government;2010 2nd quarter;282922;0;18363;22;10850;7491;0;7491;28055;186;25742;2127.0;94110;46464;47646;86083;86.0;85997.0;0.0;0;0;0;0;56311
6402;Closing balance sheet;Assets;General government;2010 3rd quarter;260315;0;15506;22;9419;6065;0;6065;29745;230;23300;6215.0;85252;39680;45572;84418;86.0;84332.0;0.0;0;0;0;0;45394
6403;Closing balance sheet;Assets;General government;2010 4th quarter;260909;0;13710;17;8801;4892;0;4892;25163;95;23030;2038.0;77838;32043;45795;87192;87.0;87105.0;0.0;0;0;0;0;57006
6404;Closing balance sheet;Assets;General government;2010;260909;0;13710;17;8801;4892;0;4892;25163;95;23030;2038.0;77838;32043;45795;87192;87.0;87105.0;0.0;0;0;0;0;57006
6405;Closing balance sheet;Assets;General government;2011 1st quarter;264218;0;13521;18;8431;5072;0;5072;22480;156;21223;1101.0;81758;35627;46131;84475;84.0;84391.0;0.0;0;0;0;0;61984
6406;Closing balance sheet;Assets;General government;2011 2nd quarter;275951;0;20327;18;9203;11106;0;11106;21673;171;20530;972.0;87765;41073;46692;84059;83.0;83976.0;0.0;0;0;0;0;62127
6407;Closing balance sheet;Assets;General government;2011 3rd quarter;265844;0;18275;18;9144;9113;0;9113;29650;250;21106;8294.0;82046;35813;46233;81994;81.0;81913.0;0.0;0;0;0;0;53879
6408;Closing balance sheet;Assets;General government;2011 4th quarter;265414;0;14476;11;8887;5578;0;5578;31244;605;21379;9260.0;77827;31396;46431;83895;79.0;83816.0;0.0;0;0;0;0;57972
6409;Closing balance sheet;Assets;General government;2011;265414;0;14476;11;8887;5578;0;5578;31244;605;21379;9260.0;77827;31396;46431;83895;79.0;83816.0;0.0;0;0;0;0;57972
6410;Closing balance sheet;Assets;General government;2012 1st quarter;283260;0;14937;12;8904;6021;0;6021;29897;564;20427;8906.0;88659;40806;47853;85682;77.0;85605.0;0.0;0;0;0;0;64085
6411;Closing balance sheet;Assets;General government;2012 2nd quarter;304514;0;19630;12;10100;9518;0;9518;31897;493;20321;11083.0;102168;50945;51223;85128;75.0;85053.0;0.0;0;0;0;0;65691
6412;Closing balance sheet;Assets;General government;2012 3rd quarter;285719;0;16766;13;9895;6858;0;6858;31007;458;19435;11114.0;97533;45302;52231;88499;73.0;88426.0;0.0;0;0;0;0;51914
6413;Closing balance sheet;Assets;General government;2012 4th quarter;294412;0;13669;14;8708;4947;0;4947;32279;425;18740;13114.0;96685;42213;54472;91515;72.0;91443.0;0.0;0;0;0;0;60264
6414;Closing balance sheet;Assets;General government;2012;294412;0;13669;14;8708;4947;0;4947;32279;425;18740;13114.0;96685;42213;54472;91515;72.0;91443.0;0.0;0;0;0;0;60264
6415;Closing balance sheet;Assets;General government;2013 1st quarter;312621;0;13268;14;8577;4677;0;4677;32246;348;18579;13319.0;105820;50830;54990;93486;72.0;93414.0;0.0;0;0;0;0;67801
6416;Closing balance sheet;Assets;General government;2013 2nd quarter;318389;0;20135;14;10520;9601;0;9601;29235;364;17658;11213.0;113433;55899;57534;89827;72.0;89755.0;0.0;0;0;0;0;65759
6417;Closing balance sheet;Assets;General government;2013 3rd quarter;306729;0;16104;14;9445;6645;0;6645;27257;316;16584;10357.0;112017;54880;57137;93579;72.0;93507.0;0.0;0;0;0;0;57772
6418;Closing balance sheet;Assets;General government;2013 4th quarter;301858;0;11181;14;7587;3580;0;3580;21922;22;11473;10427.0;116129;52781;63348;91935;72.0;91863.0;0.0;0;0;0;0;60691
6419;Closing balance sheet;Assets;General government;2013;301858;0;11181;14;7587;3580;0;3580;21922;22;11473;10427.0;116129;52781;63348;91935;72.0;91863.0;0.0;0;0;0;0;60691
6420;Closing balance sheet;Assets;Central government;1990;72826;0;1600;119;1088;393;0;393;0;0;0;0.0;35545;233;35312;23438;;;;0;0;0;0;12243
6421;Closing balance sheet;Assets;Central government;1991;76362;0;2836;119;2200;517;0;517;0;0;0;0.0;36159;6;36153;24319;;;;0;0;0;0;13048
6422;Closing balance sheet;Assets;Central government;1992;74496;0;2487;119;1964;404;0;404;0;0;0;0.0;36239;97;36142;24386;;;;0;0;0;0;11384
6423;Closing balance sheet;Assets;Central government;1993;74124;0;4772;119;4290;363;0;363;0;0;0;0.0;30445;6;30439;28358;;;;0;0;0;0;10549
6424;Closing balance sheet;Assets;Central government;1994;61977;0;5572;119;4818;635;0;635;107;0;107;0.0;21109;40;21069;25923;;;;0;0;0;0;9266
6425;Closing balance sheet;Assets;Central government;1995;53650;0;8297;114;7372;811;0;811;144;0;144;0.0;9861;274;9587;26578;7381.0;19195.0;2.0;0;0;0;0;8770
6426;Closing balance sheet;Assets;Central government;1996;58253;0;8382;106;7379;897;0;897;254;0;254;0.0;9611;390;9221;30548;7381.0;23165.0;2.0;0;0;0;0;9458
6427;Closing balance sheet;Assets;Central government;1997;53750;0;2232;143;838;1251;0;1251;293;0;293;0.0;9324;293;9031;32216;8999.0;23215.0;2.0;0;0;0;0;9685
6428;Closing balance sheet;Assets;Central government;1998;64604;0;5173;172;3273;1728;0;1728;298;0;298;0.0;11559;2618;8941;36421;15777.0;20642.0;2.0;0;0;0;0;11153
6429;Closing balance sheet;Assets;Central government;1999;79483;0;4842;188;848;3806;0;3806;296;0;296;0.0;10449;1711;8738;51097;26657.0;24438.0;2.0;0;0;0;0;12799
6430;Closing balance sheet;Assets;Central government;2000;63659;0;1560;0;699;861;0;861;315;0;315;0.0;9898;818;9080;38020;10685.0;27333.0;2.0;0;0;0;0;13866
6431;Closing balance sheet;Assets;Central government;2001;67274;0;1648;0;774;874;0;874;367;0;298;69.0;12864;2419;10445;38558;8774.0;29782.0;2.0;0;0;0;0;13837
6432;Closing balance sheet;Assets;Central government;2002;70639;0;2145;0;1393;752;0;752;550;0;257;293.0;17348;4508;12840;36813;7540.0;29271.0;2.0;0;0;0;0;13783
6433;Closing balance sheet;Assets;Central government;2003;73741;0;2516;0;1413;1103;0;1103;554;0;216;338.0;19033;6675;12358;36229;6279.0;29948.0;2.0;0;0;0;0;15409
6434;Closing balance sheet;Assets;Central government;2004;74796;0;3009;1;1536;1472;0;1472;808;0;189;619.0;19138;5919;13219;35785;5259.0;30524.0;2.0;0;0;0;0;16056
6435;Closing balance sheet;Assets;Central government;2005 1st quarter;73580;0;3829;1;1944;1884;0;1884;860;0;187;673.0;20858;7313;13545;34418;4044.0;30372.0;2.0;0;0;0;0;13615
6436;Closing balance sheet;Assets;Central government;2005 2nd quarter;87593;0;13528;1;2314;11213;0;11213;989;0;188;801.0;23475;8997;14478;35628;4050.0;31576.0;2.0;0;0;0;0;13973
6437;Closing balance sheet;Assets;Central government;2005 3rd quarter;85858;0;7551;1;2216;5334;0;5334;1031;0;187;844.0;22576;7581;14995;41303;3422.0;37879.0;2.0;0;0;0;0;13397
6438;Closing balance sheet;Assets;Central government;2005 4th quarter;89467;0;8246;1;1808;6437;0;6437;990;0;187;803.0;22236;6418;15818;41515;2671.0;38844.0;0.0;0;0;0;0;16480
6439;Closing balance sheet;Assets;Central government;2005;89467;0;8246;1;1808;6437;0;6437;990;0;187;803.0;22236;6418;15818;41515;2671.0;38844.0;0.0;0;0;0;0;16480
6440;Closing balance sheet;Assets;Central government;2006 1st quarter;89770;0;4556;1;1372;3183;0;3183;883;0;190;693.0;28821;12628;16193;41963;3231.0;38732.0;0.0;0;0;0;0;13547
6441;Closing balance sheet;Assets;Central government;2006 2nd quarter;91412;0;6075;1;1555;4519;0;4519;709;0;192;517.0;26648;10742;15906;41568;3167.0;38401.0;0.0;0;0;0;0;16412
6442;Closing balance sheet;Assets;Central government;2006 3rd quarter;89855;0;4713;1;1972;2740;0;2740;649;0;197;452.0;25899;9882;16017;39966;1815.0;38151.0;0.0;0;0;0;0;18628
6443;Closing balance sheet;Assets;Central government;2006 4th quarter;86204;0;3184;1;2311;872;0;872;519;0;204;315.0;24851;7983;16868;37641;40.0;37601.0;0.0;0;0;0;0;20009
6444;Closing balance sheet;Assets;Central government;2006;86204;0;3184;1;2311;872;0;872;519;0;204;315.0;24851;7983;16868;37641;40.0;37601.0;0.0;0;0;0;0;20009
6445;Closing balance sheet;Assets;Central government;2007 1st quarter;92600;0;4351;1;2994;1356;0;1356;-622;0;193;-815.0;28735;11929;16806;39108;42.0;39066.0;0.0;0;0;0;0;21028
