ID;Geslacht;Leeftijd;Cijfersoort;Perioden;LVInAlsGoedErvarenGezondheid_1;LVZonderMatigeEnErnstigeBeperkingen_2;LVZonderErnstigeBeperkingen_3;LVZonderLichteMatigeErnstigeBep_4;LVZonderChronischeZiektes_5;LVZonderChrZiekExclHogeBloeddruk_6;LVInGoedeGeestelijkeGezondheid_7
95;Mannen;70 jaar;Standaardfout;2007/2009;0.2;0.2;0.2;0.2;0.2;0.2;0.1
96;Mannen;75 jaar;Aantal jaren;2001/2003;5.0;5.7;7.0;2.2;2.2;2.8;8.0
97;Mannen;75 jaar;Aantal jaren;2004/2006;5.3;6.3;7.6;2.3;2.2;2.8;8.9
98;Mannen;75 jaar;Aantal jaren;2007/2009;5.9;6.8;8.6;2.4;2.0;2.7;9.7
99;Mannen;75 jaar;Standaardfout;2001/2003;0.1;0.2;0.2;0.2;0.2;0.2;0.1
100;Mannen;75 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.1
101;Mannen;75 jaar;Standaardfout;2007/2009;0.2;0.2;0.2;0.2;0.2;0.2;0.1
102;Mannen;80 jaar;Aantal jaren;2001/2003;3.6;3.8;4.9;1.3;1.5;1.9;5.7
103;Mannen;80 jaar;Aantal jaren;2004/2006;3.7;4.1;5.2;1.2;1.5;1.8;6.4
104;Mannen;80 jaar;Aantal jaren;2007/2009;4.3;4.6;6.1;1.6;1.4;1.7;7.3
105;Mannen;80 jaar;Standaardfout;2001/2003;0.1;0.2;0.2;0.2;0.2;0.2;0.2
106;Mannen;80 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.1
107;Mannen;80 jaar;Standaardfout;2007/2009;0.2;0.2;0.2;0.2;0.2;0.2;0.2
108;Vrouwen;0 jaar;Aantal jaren;2001/2003;61.7;68.7;73.0;51.3;41.8;44.7;70.8
109;Vrouwen;0 jaar;Aantal jaren;2004/2006;62.2;68.3;73.0;50.3;42.2;45.4;72.4
110;Vrouwen;0 jaar;Aantal jaren;2007/2009;63.5;69.7;74.2;51.5;42.1;45.4;73.9
111;Vrouwen;0 jaar;Standaardfout;2001/2003;0.2;;;;0.4;0.4;
112;Vrouwen;0 jaar;Standaardfout;2004/2006;0.2;;;;0.3;0.3;
113;Vrouwen;0 jaar;Standaardfout;2007/2009;0.3;;;;0.3;0.4;
114;Vrouwen;1 jaar;Aantal jaren;2001/2003;60.9;68.0;72.3;50.5;41.0;43.9;70.2
115;Vrouwen;1 jaar;Aantal jaren;2004/2006;61.5;67.5;72.2;49.5;41.4;44.6;71.7
116;Vrouwen;1 jaar;Aantal jaren;2007/2009;62.8;69.0;73.5;50.7;41.4;44.6;73.2
117;Vrouwen;1 jaar;Standaardfout;2001/2003;0.2;;;;0.4;0.4;
118;Vrouwen;1 jaar;Standaardfout;2004/2006;0.2;;;;0.3;0.3;
119;Vrouwen;1 jaar;Standaardfout;2007/2009;0.3;;;;0.3;0.4;
120;Vrouwen;5 jaar;Aantal jaren;2001/2003;57.2;64.1;68.4;46.6;37.5;40.4;66.5
121;Vrouwen;5 jaar;Aantal jaren;2004/2006;57.7;63.6;68.3;45.5;37.9;41.1;67.9
122;Vrouwen;5 jaar;Aantal jaren;2007/2009;59.0;65.0;69.5;46.7;37.8;41.0;69.4
123;Vrouwen;5 jaar;Standaardfout;2001/2003;0.2;;;;0.4;0.4;
124;Vrouwen;5 jaar;Standaardfout;2004/2006;0.2;;;;0.3;0.3;
125;Vrouwen;5 jaar;Standaardfout;2007/2009;0.3;;;;0.3;0.4;
126;Vrouwen;10 jaar;Aantal jaren;2001/2003;52.6;59.1;63.4;41.6;33.2;36.1;61.9
127;Vrouwen;10 jaar;Aantal jaren;2004/2006;52.9;58.6;63.3;40.6;33.6;36.7;63.1
128;Vrouwen;10 jaar;Aantal jaren;2007/2009;54.3;60.0;64.5;41.7;33.3;36.5;64.6
129;Vrouwen;10 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.4;0.3
130;Vrouwen;10 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.3;0.3;0.3;0.3
131;Vrouwen;10 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.3
132;Vrouwen;15 jaar;Aantal jaren;2001/2003;48.0;54.2;58.5;37.7;29.2;32.1;57.3
133;Vrouwen;15 jaar;Aantal jaren;2004/2006;48.3;53.9;58.4;36.8;29.3;32.5;58.4
134;Vrouwen;15 jaar;Aantal jaren;2007/2009;49.6;55.2;59.7;37.8;29.1;32.4;59.8
135;Vrouwen;15 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.4;0.3
136;Vrouwen;15 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.3;0.3;0.3;0.3
137;Vrouwen;15 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.3
138;Vrouwen;20 jaar;Aantal jaren;2001/2003;43.7;49.4;53.7;34.0;25.8;28.7;52.8
139;Vrouwen;20 jaar;Aantal jaren;2004/2006;43.9;49.1;53.5;33.0;25.7;28.9;53.8
140;Vrouwen;20 jaar;Aantal jaren;2007/2009;45.3;50.4;54.8;33.9;25.7;28.9;55.4
141;Vrouwen;20 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.3
142;Vrouwen;20 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.3;0.3;0.3;0.3
143;Vrouwen;20 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.3
144;Vrouwen;25 jaar;Aantal jaren;2001/2003;39.4;44.6;48.8;30.1;22.7;25.6;48.5
145;Vrouwen;25 jaar;Aantal jaren;2004/2006;39.8;44.3;48.7;29.0;22.6;25.7;49.6
146;Vrouwen;25 jaar;Aantal jaren;2007/2009;41.0;45.6;49.9;30.0;22.5;25.7;50.9
147;Vrouwen;25 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.3
148;Vrouwen;25 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.3;0.3;0.3;0.2
149;Vrouwen;25 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.3
150;Vrouwen;30 jaar;Aantal jaren;2001/2003;35.2;39.9;43.9;26.0;19.9;22.7;44.1
151;Vrouwen;30 jaar;Aantal jaren;2004/2006;35.5;39.6;43.8;25.0;19.3;22.4;45.2
152;Vrouwen;30 jaar;Aantal jaren;2007/2009;36.8;40.9;45.0;26.1;19.4;22.6;46.5
153;Vrouwen;30 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.3
154;Vrouwen;30 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.3;0.3;0.3;0.2
155;Vrouwen;30 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.2
156;Vrouwen;35 jaar;Aantal jaren;2001/2003;31.0;35.2;39.1;22.1;17.1;19.7;39.9
157;Vrouwen;35 jaar;Aantal jaren;2004/2006;31.2;34.9;38.9;21.0;16.3;19.3;40.9
158;Vrouwen;35 jaar;Aantal jaren;2007/2009;32.6;36.2;40.2;22.1;16.2;19.3;42.1
159;Vrouwen;35 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.3
160;Vrouwen;35 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.2;0.2;0.3;0.2
161;Vrouwen;35 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.3;0.3;0.2
162;Vrouwen;40 jaar;Aantal jaren;2001/2003;27.0;30.7;34.4;18.4;14.4;16.9;35.6
163;Vrouwen;40 jaar;Aantal jaren;2004/2006;27.2;30.3;34.2;17.4;13.5;16.4;36.7
164;Vrouwen;40 jaar;Aantal jaren;2007/2009;28.5;31.6;35.4;18.5;13.6;16.5;37.8
165;Vrouwen;40 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.2
166;Vrouwen;40 jaar;Standaardfout;2004/2006;0.2;0.3;0.2;0.2;0.2;0.3;0.2
167;Vrouwen;40 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.3;0.2;0.3;0.2
168;Vrouwen;45 jaar;Aantal jaren;2001/2003;23.1;26.2;29.8;15.0;12.0;14.4;31.4
169;Vrouwen;45 jaar;Aantal jaren;2004/2006;23.3;25.9;29.6;14.1;10.7;13.5;32.4
170;Vrouwen;45 jaar;Aantal jaren;2007/2009;24.5;27.1;30.8;15.0;11.0;13.7;33.5
171;Vrouwen;45 jaar;Standaardfout;2001/2003;0.2;0.3;0.3;0.3;0.3;0.3;0.2
172;Vrouwen;45 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
173;Vrouwen;45 jaar;Standaardfout;2007/2009;0.3;0.3;0.5;0.2;0.2;0.3;0.2
174;Vrouwen;50 jaar;Aantal jaren;2001/2003;19.6;22.2;25.5;12.3;9.6;11.9;27.4
175;Vrouwen;50 jaar;Aantal jaren;2004/2006;19.8;21.9;25.3;11.4;8.5;11.1;28.4
176;Vrouwen;50 jaar;Aantal jaren;2007/2009;20.9;22.9;26.4;12.2;8.6;11.2;29.3
177;Vrouwen;50 jaar;Standaardfout;2001/2003;0.2;0.3;0.2;0.2;0.3;0.3;0.2
178;Vrouwen;50 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
179;Vrouwen;50 jaar;Standaardfout;2007/2009;0.2;0.3;0.5;0.2;0.2;0.2;0.2
180;Vrouwen;55 jaar;Aantal jaren;2001/2003;16.4;18.3;21.3;9.7;7.8;9.8;23.4
181;Vrouwen;55 jaar;Aantal jaren;2004/2006;16.6;18.2;21.3;9.1;6.7;9.0;24.6
182;Vrouwen;55 jaar;Aantal jaren;2007/2009;17.5;19.2;22.3;9.7;6.6;8.9;25.4
183;Vrouwen;55 jaar;Standaardfout;2001/2003;0.2;0.3;0.2;0.2;0.2;0.3;0.2
184;Vrouwen;55 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
185;Vrouwen;55 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.2;0.2;0.2;0.2
186;Vrouwen;60 jaar;Aantal jaren;2001/2003;13.5;14.8;17.5;7.5;6.0;7.7;19.7
187;Vrouwen;60 jaar;Aantal jaren;2004/2006;13.5;14.6;17.3;6.7;5.0;7.0;20.7
188;Vrouwen;60 jaar;Aantal jaren;2007/2009;14.3;15.4;18.2;7.2;4.8;6.7;21.5
189;Vrouwen;60 jaar;Standaardfout;2001/2003;0.1;0.3;0.2;0.2;0.2;0.3;0.2
190;Vrouwen;60 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
191;Vrouwen;60 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.2;0.2;0.2;0.2
192;Vrouwen;65 jaar;Aantal jaren;2001/2003;10.6;11.1;13.6;5.1;4.4;5.7;16.0
193;Vrouwen;65 jaar;Aantal jaren;2004/2006;10.7;11.1;13.5;4.6;3.7;5.3;17.0
194;Vrouwen;65 jaar;Aantal jaren;2007/2009;11.4;11.9;14.4;5.0;3.5;5.0;17.7
195;Vrouwen;65 jaar;Standaardfout;2001/2003;0.1;0.3;0.2;0.2;0.2;0.2;0.2
196;Vrouwen;65 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
197;Vrouwen;65 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.2;0.2;0.2;0.2
198;Vrouwen;70 jaar;Aantal jaren;2001/2003;8.0;7.9;10.0;3.0;3.2;4.2;12.4
199;Vrouwen;70 jaar;Aantal jaren;2004/2006;8.0;7.8;9.9;2.8;2.6;3.8;13.5
200;Vrouwen;70 jaar;Aantal jaren;2007/2009;8.6;8.5;10.6;3.0;2.3;3.5;14.0
201;Vrouwen;70 jaar;Standaardfout;2001/2003;0.1;0.2;0.2;0.2;0.2;0.2;0.2
202;Vrouwen;70 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.2;0.2;0.2;0.2
203;Vrouwen;70 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.2;0.2;0.2;0.2
204;Vrouwen;75 jaar;Aantal jaren;2001/2003;5.9;5.0;6.8;1.7;2.4;3.0;9.4
205;Vrouwen;75 jaar;Aantal jaren;2004/2006;5.8;5.1;6.7;1.6;1.7;2.7;10.4
206;Vrouwen;75 jaar;Aantal jaren;2007/2009;6.4;5.5;7.2;1.5;1.6;2.4;10.8
207;Vrouwen;75 jaar;Standaardfout;2001/2003;0.1;0.2;0.3;0.2;0.2;0.2;0.2
208;Vrouwen;75 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.1;0.2;0.2;0.2
209;Vrouwen;75 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.1;0.2;0.2;0.2
210;Vrouwen;80 jaar;Aantal jaren;2001/2003;4.4;3.2;4.4;1.1;1.8;2.2;6.8
211;Vrouwen;80 jaar;Aantal jaren;2004/2006;4.1;2.9;4.3;0.7;1.1;1.7;7.7
212;Vrouwen;80 jaar;Aantal jaren;2007/2009;4.7;3.6;4.8;0.9;1.1;1.7;8.0
213;Vrouwen;80 jaar;Standaardfout;2001/2003;0.1;0.3;0.3;0.2;0.2;0.2;0.2
214;Vrouwen;80 jaar;Standaardfout;2004/2006;0.2;0.2;0.2;0.1;0.1;0.2;0.2
215;Vrouwen;80 jaar;Standaardfout;2007/2009;0.2;0.2;0.5;0.1;0.1;0.2;0.2
