ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
2670;Relatie met overledene: kind;Netto verkr.: 10 000 tot 20 000 euro;2021;14.9;227.1;15.3;15.4;0.1;0.0;0.0;227.0;15.2;15.4
2671;Relatie met overledene: kind;Netto verkr.: 10 000 tot 20 000 euro;2022;15.4;235.3;15.2;15.4;0.1;0.0;0.0;235.3;15.2;15.4
2672;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2007;37.1;1247.3;33.6;32.1;68.7;1.9;1.9;1178.6;31.8;30.2
2673;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2008;38.9;1311.4;33.7;32.1;71.4;1.8;1.9;1240.0;31.9;30.3
2674;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2009;39.9;1341.0;33.6;31.9;71.8;1.8;1.8;1269.2;31.8;30.1
2675;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2010;38.3;1288.5;33.6;32.1;55.5;1.4;1.3;1233.0;32.2;30.8
2676;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2011;35.2;1193.9;33.9;32.7;51.8;1.5;1.3;1142.1;32.5;31.3
2677;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2012;35.9;1224.4;34.1;32.8;53.4;1.5;1.4;1171.0;32.6;31.4
2678;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2013;34.6;1182.0;34.2;33.0;50.3;1.5;1.3;1131.7;32.7;31.7
2679;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2014;31.9;1083.5;34.0;32.6;44.7;1.4;1.3;1038.8;32.6;31.3
2680;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2015;33.0;1112.1;33.7;32.4;44.8;1.4;1.2;1067.3;32.3;31.2
2681;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2016;34.2;1157.1;33.8;32.5;46.4;1.4;1.2;1110.7;32.4;31.3
2682;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2017;34.9;1162.3;33.3;32.1;45.4;1.3;1.2;1116.9;32.0;30.9
2683;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2018;36.6;1218.9;33.3;31.9;47.0;1.3;1.1;1171.9;32.0;30.8
2684;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2019;39.0;1306.5;33.5;32.4;49.8;1.3;1.1;1256.7;32.3;31.3
2685;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2020;44.1;1484.8;33.6;32.5;55.6;1.3;1.1;1429.1;32.4;31.4
2686;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2021;47.3;1582.4;33.5;32.2;57.2;1.2;1.1;1525.2;32.2;31.1
2687;Relatie met overledene: kind;Netto verkr.: 20 000 tot 50 000 euro;2022;46.5;1565.9;33.6;32.4;56.0;1.2;1.1;1509.9;32.4;31.3
2688;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2007;16.5;1260.8;76.5;73.6;110.2;6.7;6.3;1150.6;69.8;67.4
2689;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2008;17.3;1313.8;75.8;72.7;113.9;6.6;6.1;1200.0;69.3;66.5
2690;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2009;17.5;1325.3;75.9;73.2;113.9;6.5;6.2;1211.4;69.4;67.1
2691;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2010;18.5;1392.2;75.1;72.1;102.5;5.5;5.2;1289.7;69.6;66.8
2692;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2011;18.0;1350.4;74.9;71.9;99.4;5.5;5.2;1251.0;69.4;66.6
2693;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2012;18.0;1356.2;75.3;72.7;100.0;5.5;5.3;1256.2;69.7;67.4
2694;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2013;17.0;1278.0;75.2;72.6;93.4;5.5;5.2;1184.6;69.7;67.3
2695;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2014;16.3;1216.9;74.9;72.1;88.1;5.4;5.2;1128.8;69.4;66.9
2696;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2015;16.8;1258.7;74.9;71.9;91.1;5.4;5.1;1167.7;69.5;66.8
2697;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2016;17.4;1317.2;75.6;72.8;95.0;5.5;5.2;1222.2;70.1;67.6
2698;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2017;17.2;1287.8;74.7;71.5;92.4;5.4;5.0;1195.4;69.3;66.5
2699;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2018;18.9;1424.6;75.3;72.9;102.1;5.4;5.2;1322.4;69.9;67.7
2700;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2019;20.3;1530.9;75.3;72.7;108.8;5.3;5.1;1422.1;69.9;67.6
2701;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2020;25.2;1900.6;75.3;72.9;134.4;5.3;5.1;1766.1;70.0;67.7
2702;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2021;28.1;2123.2;75.6;73.0;149.5;5.3;5.1;1973.8;70.3;67.9
2703;Relatie met overledene: kind;Netto verkr.: 50 000 tot 100 000 euro;2022;29.1;2210.9;76.1;73.7;156.0;5.4;5.1;2054.9;70.7;68.5
2704;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2007;7.6;1179.1;154.9;148.2;136.6;17.9;16.8;1042.5;137.0;131.4
2705;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2008;7.6;1163.7;154.0;146.7;134.7;17.8;16.6;1029.0;136.2;130.1
2706;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2009;7.5;1150.2;153.2;145.9;132.0;17.6;16.3;1018.2;135.6;129.6
2707;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2010;9.0;1361.3;151.0;142.6;134.8;15.0;12.7;1226.5;136.1;129.9
2708;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2011;8.5;1297.2;152.1;143.8;128.2;15.0;12.8;1169.0;137.1;130.9
2709;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2012;8.1;1226.7;150.9;142.9;122.0;15.0;12.9;1104.7;135.9;130.1
2710;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2013;8.0;1203.7;150.1;141.2;117.2;14.6;12.1;1086.6;135.5;128.8
2711;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2014;7.3;1086.3;149.7;140.9;106.0;14.6;12.2;980.3;135.1;128.7
2712;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2015;7.8;1183.0;151.1;143.7;113.8;14.5;12.3;1069.2;136.6;131.3
2713;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2016;8.4;1253.8;149.6;142.1;119.3;14.2;12.1;1134.5;135.4;129.9
2714;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2017;8.4;1256.2;149.2;142.3;119.1;14.1;12.0;1137.1;135.0;130.1
2715;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2018;9.5;1430.9;150.5;143.4;135.1;14.2;12.1;1295.8;136.3;131.3
2716;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2019;10.6;1591.1;150.0;143.7;148.3;14.0;12.1;1442.8;136.0;131.7
2717;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2020;13.3;1991.3;149.2;142.8;184.3;13.8;12.0;1807.0;135.4;130.9
2718;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2021;15.6;2343.2;150.3;144.1;214.7;13.8;12.0;2128.5;136.5;132.1
2719;Relatie met overledene: kind;Netto verkr.: 100 000 tot 200 000 euro;2022;16.9;2545.3;150.7;144.8;233.1;13.8;12.1;2312.2;136.9;132.7
2720;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2007;3.0;1058.8;347.9;322.4;161.8;53.2;47.8;897.0;294.8;275.4
2721;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2008;3.1;1052.4;342.3;311.3;160.4;52.2;45.4;892.0;290.2;265.2
2722;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2009;2.7;922.7;339.2;309.6;139.3;51.2;44.9;783.4;288.0;264.7
2723;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2010;3.3;1121.9;340.5;312.9;164.9;50.1;45.2;957.0;290.4;268.4
2724;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2011;3.1;1061.4;338.9;310.3;155.2;49.5;44.5;906.3;289.4;266.2
2725;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2012;3.0;1016.2;340.5;312.1;149.5;50.1;45.1;866.7;290.4;266.5
2726;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2013;2.9;974.1;340.1;310.8;141.3;49.3;44.5;832.8;290.8;266.4
2727;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2014;2.6;894.5;345.5;316.2;131.2;50.7;45.5;763.3;294.8;271.0
2728;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2015;2.7;937.1;341.1;310.9;133.8;48.7;43.9;803.3;292.4;269.4
2729;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2016;2.9;979.1;340.9;308.7;140.4;48.9;43.7;838.7;292.0;266.4
2730;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2017;2.9;1005.5;342.8;317.5;142.7;48.7;44.5;862.8;294.2;272.4
2731;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2018;3.2;1105.2;340.2;315.1;158.1;48.6;44.3;947.1;291.5;270.9
2732;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2019;3.6;1228.3;338.9;310.9;175.8;48.5;43.4;1052.6;290.4;268.1
2733;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2020;4.4;1491.0;337.6;314.5;208.6;47.2;43.6;1282.4;290.4;270.9
2734;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2021;5.3;1797.2;339.9;310.8;254.9;48.2;43.1;1542.3;291.7;267.8
2735;Relatie met overledene: kind;Netto verkr.: 200 000 tot 500 000 euro;2022;5.4;1784.5;332.1;302.4;252.7;47.0;41.7;1531.8;285.0;260.8
2736;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2007;0.8;1179.2;1496.4;982.3;231.0;293.2;181.3;948.1;1203.2;795.3
2737;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2008;0.8;1379.9;1684.9;1013.7;259.2;316.5;184.1;1120.7;1368.4;826.2
2738;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2009;0.7;1119.0;1520.4;948.2;189.0;256.7;164.0;930.0;1263.6;792.5
2739;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2010;0.8;1309.4;1645.0;964.0;208.5;262.0;162.8;1100.9;1383.0;806.8
2740;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2011;0.8;1796.5;2245.6;886.0;192.7;240.9;150.7;1603.8;2004.7;735.0
2741;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2012;0.7;1313.5;1772.6;1001.2;204.3;275.7;156.7;1109.2;1496.9;837.2
2742;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2013;0.8;1141.1;1463.0;939.7;174.5;223.8;151.0;966.6;1239.2;791.3
2743;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2014;0.8;1259.9;1485.7;1018.2;199.1;234.8;164.3;1060.8;1251.0;854.4
2744;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2015;0.9;1605.8;1796.3;963.3;214.7;240.2;148.1;1391.1;1556.1;813.7
2745;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2016;0.9;2258.2;2422.9;947.6;351.6;377.3;145.0;1906.6;2045.7;779.7
2746;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2017;1.1;2185.3;1995.7;1003.6;331.7;302.9;163.8;1853.6;1692.8;832.9
2747;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2018;1.2;2082.9;1771.2;967.6;337.3;286.8;148.5;1745.6;1484.3;820.7
2748;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2019;1.2;2149.8;1794.5;935.7;323.4;269.9;152.8;1826.5;1524.6;790.9
2749;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2020;1.4;2797.0;1931.6;1002.1;469.9;324.5;157.9;2327.1;1607.1;844.6
2750;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2021;1.7;2858.5;1723.0;967.7;442.8;266.9;156.0;2415.8;1456.2;824.4
2751;Relatie met overledene: kind;Netto verkr.: 500 000 euro of meer;2022;1.1;1461.2;1305.8;884.9;262.1;234.3;150.0;1199.1;1071.6;730.6
2752;Relatie met overledene: kleinkind;Alle verkrijgers;2007;6.1;210.3;34.6;13.5;33.2;5.5;1.1;177.0;29.1;12.4
2753;Relatie met overledene: kleinkind;Alle verkrijgers;2008;6.7;221.9;33.2;13.2;35.2;5.3;1.0;186.7;27.9;12.1
2754;Relatie met overledene: kleinkind;Alle verkrijgers;2009;6.5;215.1;33.1;12.7;28.0;4.3;1.0;187.0;28.8;11.7
2755;Relatie met overledene: kleinkind;Alle verkrijgers;2010;5.5;207.7;38.0;19.0;26.9;4.9;0.0;180.8;33.0;19.0
2756;Relatie met overledene: kleinkind;Alle verkrijgers;2011;5.8;206.0;35.3;19.1;27.3;4.7;0.0;178.7;30.7;19.1
2757;Relatie met overledene: kleinkind;Alle verkrijgers;2012;6.5;358.7;55.5;19.1;81.6;12.6;0.0;277.1;42.8;19.1
2758;Relatie met overledene: kleinkind;Alle verkrijgers;2013;6.6;205.7;31.3;19.5;23.5;3.6;0.0;182.2;27.8;19.5
2759;Relatie met overledene: kleinkind;Alle verkrijgers;2014;7.8;209.8;26.9;18.9;21.9;2.8;0.0;187.9;24.1;18.8
2760;Relatie met overledene: kleinkind;Alle verkrijgers;2015;8.6;247.8;28.9;20.0;29.1;3.4;0.0;218.7;25.5;20.0
2761;Relatie met overledene: kleinkind;Alle verkrijgers;2016;9.6;327.6;34.0;20.0;50.1;5.2;0.0;277.5;28.8;20.0
2762;Relatie met overledene: kleinkind;Alle verkrijgers;2017;16.0;471.5;29.4;18.3;74.4;4.6;0.0;397.1;24.8;18.3
2763;Relatie met overledene: kleinkind;Alle verkrijgers;2018;18.9;419.7;22.2;17.7;30.5;1.6;0.0;389.2;20.6;17.6
2764;Relatie met overledene: kleinkind;Alle verkrijgers;2019;20.4;504.7;24.8;19.0;30.4;1.5;0.0;474.4;23.3;19.0
2765;Relatie met overledene: kleinkind;Alle verkrijgers;2020;24.7;559.0;22.6;20.0;39.9;1.6;0.0;519.1;21.0;20.0
2766;Relatie met overledene: kleinkind;Alle verkrijgers;2021;27.7;593.3;21.4;20.0;40.2;1.5;0.0;553.1;19.9;20.0
2767;Relatie met overledene: kleinkind;Alle verkrijgers;2022;26.9;568.4;21.1;20.0;35.6;1.3;0.0;532.8;19.8;20.0
2768;Relatie met overledene: kleinkind;Geslacht: mannen;2007;2.1;79.8;37.6;12.5;12.8;6.0;1.0;67.0;31.6;11.5
2769;Relatie met overledene: kleinkind;Geslacht: mannen;2008;2.4;74.8;31.8;12.4;11.3;4.8;1.0;63.5;27.0;11.4
2770;Relatie met overledene: kleinkind;Geslacht: mannen;2009;2.4;89.2;37.3;11.9;10.2;4.3;0.9;79.0;33.0;11.0
2771;Relatie met overledene: kleinkind;Geslacht: mannen;2010;2.2;80.6;37.1;19.0;10.3;4.7;0.0;70.2;32.3;19.0
2772;Relatie met overledene: kleinkind;Geslacht: mannen;2011;2.5;81.8;33.1;19.1;10.0;4.0;0.0;71.7;29.0;19.1
2773;Relatie met overledene: kleinkind;Geslacht: mannen;2012;2.7;193.9;71.8;19.1;49.6;18.4;0.0;144.3;53.5;19.1
2774;Relatie met overledene: kleinkind;Geslacht: mannen;2013;2.9;89.8;31.4;19.5;10.6;3.7;0.0;79.2;27.6;19.5
2775;Relatie met overledene: kleinkind;Geslacht: mannen;2014;3.5;89.0;25.6;17.8;8.7;2.5;0.0;80.3;23.1;17.8
2776;Relatie met overledene: kleinkind;Geslacht: mannen;2015;3.9;115.8;29.5;20.0;14.1;3.6;0.0;101.7;25.9;20.0
2777;Relatie met overledene: kleinkind;Geslacht: mannen;2016;4.4;131.3;30.0;19.7;17.2;3.9;0.0;114.1;26.0;19.7
2778;Relatie met overledene: kleinkind;Geslacht: mannen;2017;7.5;260.6;34.6;18.3;49.7;6.6;0.0;210.8;28.0;18.3
2779;Relatie met overledene: kleinkind;Geslacht: mannen;2018;8.8;190.8;21.7;17.1;14.0;1.6;0.0;176.7;20.1;17.0
2780;Relatie met overledene: kleinkind;Geslacht: mannen;2019;9.6;232.7;24.3;19.0;16.2;1.7;0.0;216.5;22.6;19.0
2781;Relatie met overledene: kleinkind;Geslacht: mannen;2020;11.7;254.8;21.8;20.0;16.9;1.4;0.0;237.9;20.3;20.0
2782;Relatie met overledene: kleinkind;Geslacht: mannen;2021;13.2;272.9;20.7;20.0;17.3;1.3;0.0;255.6;19.4;20.0
2783;Relatie met overledene: kleinkind;Geslacht: mannen;2022;12.8;274.6;21.4;20.0;18.4;1.4;0.0;256.2;20.0;20.0
2784;Relatie met overledene: kleinkind;Geslacht: vrouwen;2007;2.1;66.4;32.1;12.4;11.3;5.5;1.0;55.1;26.6;11.4
2785;Relatie met overledene: kleinkind;Geslacht: vrouwen;2008;2.3;73.3;31.9;12.3;11.5;5.0;1.0;61.8;26.9;11.5
2786;Relatie met overledene: kleinkind;Geslacht: vrouwen;2009;2.4;65.6;27.2;12.0;8.9;3.7;0.9;56.6;23.5;11.0
2787;Relatie met overledene: kleinkind;Geslacht: vrouwen;2010;2.1;74.8;35.7;19.0;9.3;4.4;0.0;65.5;31.2;19.0
2788;Relatie met overledene: kleinkind;Geslacht: vrouwen;2011;2.4;85.7;36.1;19.1;11.2;4.7;0.0;74.6;31.4;19.1
2789;Relatie met overledene: kleinkind;Geslacht: vrouwen;2012;2.8;133.3;48.0;19.1;28.1;10.1;0.0;105.1;37.9;19.1
2790;Relatie met overledene: kleinkind;Geslacht: vrouwen;2013;2.8;82.2;29.0;19.5;8.0;2.8;0.0;74.2;26.2;19.5
2791;Relatie met overledene: kleinkind;Geslacht: vrouwen;2014;3.3;83.2;25.0;18.1;8.1;2.4;0.0;75.1;22.6;18.0
2792;Relatie met overledene: kleinkind;Geslacht: vrouwen;2015;3.8;106.4;28.3;19.9;12.1;3.2;0.0;94.2;25.0;19.9
2793;Relatie met overledene: kleinkind;Geslacht: vrouwen;2016;4.2;117.9;28.0;20.0;13.1;3.1;0.0;104.7;24.9;20.0
2794;Relatie met overledene: kleinkind;Geslacht: vrouwen;2017;7.3;181.3;24.9;16.7;22.3;3.1;0.0;159.0;21.8;16.7
2795;Relatie met overledene: kleinkind;Geslacht: vrouwen;2018;8.8;194.5;22.2;17.0;12.8;1.5;0.0;181.7;20.7;17.0
2796;Relatie met overledene: kleinkind;Geslacht: vrouwen;2019;9.4;240.8;25.7;19.0;12.2;1.3;0.0;228.6;24.4;19.0
2797;Relatie met overledene: kleinkind;Geslacht: vrouwen;2020;11.3;261.3;23.1;19.9;19.7;1.7;0.0;241.6;21.4;19.9
2798;Relatie met overledene: kleinkind;Geslacht: vrouwen;2021;12.8;277.5;21.7;20.0;19.4;1.5;0.0;258.1;20.2;20.0
2799;Relatie met overledene: kleinkind;Geslacht: vrouwen;2022;12.5;258.2;20.6;20.0;14.9;1.2;0.0;243.3;19.4;20.0
2800;Relatie met overledene: kleinkind;Geslacht: onbekend;2007;1.9;64.0;34.0;16.2;9.1;4.8;1.3;54.9;29.2;14.9
2801;Relatie met overledene: kleinkind;Geslacht: onbekend;2008;2.0;73.8;36.2;15.2;12.4;6.1;1.2;61.4;30.1;14.0
2802;Relatie met overledene: kleinkind;Geslacht: onbekend;2009;1.7;60.3;35.7;15.9;8.9;5.2;1.3;51.4;30.4;14.7
2803;Relatie met overledene: kleinkind;Geslacht: onbekend;2010;1.2;52.4;43.5;21.0;7.3;6.1;0.4;45.0;37.4;20.6
2804;Relatie met overledene: kleinkind;Geslacht: onbekend;2011;1.0;38.5;39.3;19.1;6.1;6.3;0.0;32.4;33.0;19.1
2805;Relatie met overledene: kleinkind;Geslacht: onbekend;2012;1.0;31.6;31.7;19.1;3.9;3.9;0.0;27.7;27.8;19.1
2806;Relatie met overledene: kleinkind;Geslacht: onbekend;2013;0.9;33.8;38.9;19.5;5.0;5.7;0.0;28.8;33.2;19.5
2807;Relatie met overledene: kleinkind;Geslacht: onbekend;2014;1.0;37.6;38.0;19.9;5.0;5.1;0.0;32.6;32.9;19.9
2808;Relatie met overledene: kleinkind;Geslacht: onbekend;2015;0.9;25.7;29.0;20.0;2.9;3.3;0.0;22.8;25.7;20.0
2809;Relatie met overledene: kleinkind;Geslacht: onbekend;2016;1.0;78.5;75.6;20.1;19.7;19.0;0.0;58.8;56.6;20.1
2810;Relatie met overledene: kleinkind;Geslacht: onbekend;2017;1.2;29.6;24.5;20.2;2.3;1.9;0.0;27.3;22.5;20.2
2811;Relatie met overledene: kleinkind;Geslacht: onbekend;2018;1.3;34.4;26.1;20.0;3.6;2.7;0.0;30.8;23.4;20.0
2812;Relatie met overledene: kleinkind;Geslacht: onbekend;2019;1.4;31.2;21.8;20.1;1.9;1.4;0.0;29.2;20.4;20.1
2813;Relatie met overledene: kleinkind;Geslacht: onbekend;2020;1.7;42.9;25.6;20.9;3.3;2.0;0.0;39.5;23.6;20.9
2814;Relatie met overledene: kleinkind;Geslacht: onbekend;2021;1.8;42.9;24.0;20.6;3.6;2.0;0.0;39.4;22.0;20.6
2815;Relatie met overledene: kleinkind;Geslacht: onbekend;2022;1.5;35.6;23.1;21.0;2.3;1.5;0.0;33.4;21.6;21.0
2816;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2007;0.6;21.3;34.1;12.3;3.1;4.9;0.9;18.2;29.1;11.3
2817;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2008;0.7;20.7;28.4;11.0;2.7;3.7;0.6;18.0;24.7;10.4
2818;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2009;0.8;19.0;24.7;10.3;2.1;2.8;0.0;16.9;21.9;10.3
2819;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2010;0.7;25.1;36.4;19.0;2.0;2.9;0.0;23.1;33.5;19.0
2820;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2011;0.8;24.5;30.4;19.1;2.7;3.4;0.0;21.8;27.0;19.1
2821;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2012;1.0;28.0;27.6;19.1;2.8;2.8;0.0;25.1;24.8;19.1
2822;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2013;1.0;29.7;29.0;19.5;2.7;2.6;0.0;27.0;26.4;19.5
2823;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2014;1.4;34.9;24.8;19.9;2.9;2.1;0.0;32.0;22.8;19.9
2824;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2015;1.6;39.5;25.0;20.0;3.1;1.9;0.0;36.4;23.0;20.0
2825;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2016;1.8;43.3;24.1;20.1;3.2;1.8;0.0;40.2;22.3;20.1
2826;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2017;3.3;146.3;44.6;20.2;32.3;9.9;0.0;114.0;34.7;20.2
2827;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2018;3.5;65.2;18.6;20.4;2.1;0.6;0.0;63.1;18.0;20.4
2828;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2019;3.9;100.8;25.6;20.6;4.1;1.1;0.0;96.7;24.5;20.6
2829;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2020;4.5;93.0;20.7;20.9;4.2;0.9;0.0;88.8;19.7;20.9
2830;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2021;5.1;104.0;20.3;21.3;4.2;0.8;0.0;99.8;19.5;21.3
2831;Relatie met overledene: kleinkind;Leeftijd: 0 tot 15 jaar;2022;4.6;89.7;19.5;21.6;2.9;0.6;0.0;86.8;18.9;21.6
2832;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2007;1.1;45.8;41.5;12.4;7.2;6.5;1.0;38.6;34.9;11.4
2833;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2008;1.3;43.3;33.6;12.3;6.6;5.1;1.0;36.7;28.5;11.4
2834;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2009;1.3;33.6;25.4;11.8;4.1;3.1;0.9;29.6;22.3;10.9
2835;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2010;1.1;39.0;34.2;19.0;4.9;4.3;0.0;34.1;29.9;19.0
2836;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2011;1.5;57.2;39.3;19.1;7.8;5.4;0.0;49.4;33.9;19.1
2837;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2012;1.7;52.1;31.2;19.1;5.6;3.4;0.0;46.4;27.8;19.1
2838;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2013;1.7;48.9;28.3;19.5;4.3;2.5;0.0;44.6;25.8;19.5
2839;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2014;2.1;53.4;24.9;19.0;5.2;2.4;0.0;48.3;22.5;19.0
2840;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2015;2.5;77.7;30.5;20.0;9.4;3.7;0.0;68.3;26.8;20.0
2841;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2016;2.9;84.5;29.3;20.0;10.3;3.5;0.0;74.3;25.7;20.0
2842;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2017;5.2;158.5;30.5;19.6;25.9;5.0;0.0;132.6;25.5;19.5
2843;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2018;6.3;146.8;23.2;19.1;9.6;1.5;0.0;137.2;21.6;19.1
2844;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2019;7.1;207.7;29.2;20.0;9.2;1.3;0.0;198.5;27.9;20.0
2845;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2020;8.6;183.0;21.2;20.0;11.0;1.3;0.0;172.0;19.9;20.0
