ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
2846;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2021;9.9;215.8;21.8;20.0;15.0;1.5;0.0;200.9;20.3;20.0
2847;Relatie met overledene: kleinkind;Leeftijd: 15 tot 25 jaar;2022;9.6;199.9;20.8;20.0;10.9;1.1;0.0;189.0;19.6;20.0
2848;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2007;2.3;72.2;31.8;12.5;12.7;5.6;1.0;59.5;26.2;11.5
2849;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2008;2.4;72.8;30.1;12.6;10.7;4.4;1.0;62.1;25.7;11.7
2850;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2009;2.5;88.1;35.3;12.7;12.4;5.0;1.0;75.7;30.4;11.7
2851;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2010;2.2;81.9;36.8;19.0;11.0;5.0;0.0;70.9;31.8;19.0
2852;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2011;2.4;81.0;34.0;19.1;10.2;4.3;0.0;70.8;29.7;19.1
2853;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2012;2.6;182.7;71.1;16.1;47.6;18.6;0.0;135.0;52.6;16.1
2854;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2013;2.7;83.0;30.8;18.3;10.0;3.7;0.0;73.0;27.1;18.3
2855;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2014;3.0;76.2;25.6;15.7;7.8;2.6;0.0;68.4;22.9;15.7
2856;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2015;3.3;98.2;29.8;15.9;13.0;3.9;0.0;85.3;25.8;15.9
2857;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2016;3.6;114.4;32.0;16.2;16.3;4.6;0.0;98.0;27.4;16.2
2858;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2017;5.9;122.7;20.8;12.9;11.1;1.9;0.0;111.7;18.9;12.9
2859;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2018;7.2;162.4;22.7;11.7;14.0;1.9;0.0;148.5;20.7;11.7
2860;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2019;7.4;151.7;20.5;13.5;13.5;1.8;0.0;138.2;18.6;13.5
2861;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2020;9.3;227.9;24.4;13.9;20.0;2.1;0.0;207.9;22.3;13.9
2862;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2021;10.4;216.8;20.9;15.2;15.8;1.5;0.0;201.1;19.3;15.2
2863;Relatie met overledene: kleinkind;Leeftijd: 25 tot 45 jaar;2022;10.6;227.6;21.5;16.8;17.4;1.6;0.0;210.2;19.9;16.8
2864;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2007;0.2;6.8;36.2;11.6;1.1;6.0;0.9;5.7;30.2;10.7
2865;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2008;0.2;10.6;50.4;14.2;2.7;12.8;1.1;7.9;37.6;13.1
2866;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2009;0.2;13.9;65.7;11.4;0.6;2.7;0.6;13.4;63.1;10.6
2867;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2010;0.2;9.3;44.6;18.4;1.7;8.1;0.0;7.6;36.4;18.4
2868;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2011;0.2;4.8;23.4;12.9;0.5;2.4;0.0;4.3;21.0;12.9
2869;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2012;0.2;64.2;293.0;14.1;21.6;98.5;0.0;42.6;194.5;14.1
2870;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2013;0.2;10.2;41.5;19.5;1.5;6.1;0.0;8.7;35.4;19.5
2871;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2014;0.3;7.5;28.2;11.4;1.0;3.6;0.0;6.6;24.5;11.4
2872;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2015;0.3;6.8;26.6;14.8;0.8;3.0;0.0;6.0;23.6;14.8
2873;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2016;0.3;6.8;22.4;14.6;0.6;2.0;0.0;6.2;20.4;14.6
2874;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2017;0.4;14.4;33.5;9.8;2.8;6.4;0.0;11.6;27.0;9.8
2875;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2018;0.5;10.7;19.9;9.6;1.2;2.3;0.0;9.5;17.7;9.3
2876;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2019;0.5;12.5;25.2;10.9;1.4;2.7;0.0;11.1;22.4;10.9
2877;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2020;0.5;12.2;22.3;10.0;1.4;2.6;0.0;10.8;19.8;10.0
2878;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2021;0.5;13.5;26.3;10.6;1.7;3.4;0.0;11.8;22.9;10.6
2879;Relatie met overledene: kleinkind;Leeftijd: 45 tot 65 jaar;2022;0.6;15.5;28.0;13.0;2.1;3.7;0.0;13.4;24.2;13.0
2880;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2007;0.0;;;;;;;;;
2881;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2008;0.0;;;;;;;;;
2882;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2009;0.0;;;;;;;;;
2883;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2010;0.0;;;;;;;;;
2884;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2011;0.0;;;;;;;;;
2885;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2012;0.0;;;;;;;;;
2886;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2013;0.0;;;;;;;;;
2887;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2014;0.0;;;;;;;;;
2888;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2015;0.0;;;;;;;;;
2889;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2016;0.0;;;;;;;;;
2890;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2017;0.0;;;;;;;;;
2891;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2018;0.0;;;;;;;;;
2892;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2019;0.0;;;;;;;;;
2893;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2020;0.0;;;;;;;;;
2894;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2021;0.0;;;;;;;;;
2895;Relatie met overledene: kleinkind;Leeftijd: 65 jaar of ouder;2022;0.0;;;;;;;;;
2896;Relatie met overledene: kleinkind;Leeftijd: onbekend;2007;1.9;64.0;34.0;16.2;9.1;4.8;1.3;54.9;29.2;14.9
2897;Relatie met overledene: kleinkind;Leeftijd: onbekend;2008;2.0;73.8;36.2;15.2;12.4;6.1;1.2;61.4;30.1;14.0
2898;Relatie met overledene: kleinkind;Leeftijd: onbekend;2009;1.7;60.3;35.7;15.9;8.9;5.2;1.3;51.4;30.4;14.7
2899;Relatie met overledene: kleinkind;Leeftijd: onbekend;2010;1.2;52.4;43.5;21.0;7.3;6.1;0.4;45.0;37.4;20.6
2900;Relatie met overledene: kleinkind;Leeftijd: onbekend;2011;1.0;38.5;39.3;19.1;6.1;6.3;0.0;32.4;33.0;19.1
2901;Relatie met overledene: kleinkind;Leeftijd: onbekend;2012;1.0;31.6;31.7;19.1;3.9;3.9;0.0;27.7;27.8;19.1
2902;Relatie met overledene: kleinkind;Leeftijd: onbekend;2013;0.9;33.8;38.9;19.5;5.0;5.7;0.0;28.8;33.2;19.5
2903;Relatie met overledene: kleinkind;Leeftijd: onbekend;2014;1.0;37.6;38.0;19.9;5.0;5.1;0.0;32.6;32.9;19.9
2904;Relatie met overledene: kleinkind;Leeftijd: onbekend;2015;0.9;25.7;29.0;20.0;2.9;3.3;0.0;22.8;25.7;20.0
2905;Relatie met overledene: kleinkind;Leeftijd: onbekend;2016;1.0;78.5;75.6;20.1;19.7;19.0;0.0;58.8;56.6;20.1
2906;Relatie met overledene: kleinkind;Leeftijd: onbekend;2017;1.2;29.6;24.5;20.2;2.3;1.9;0.0;27.3;22.5;20.2
2907;Relatie met overledene: kleinkind;Leeftijd: onbekend;2018;1.3;34.4;26.1;20.0;3.6;2.7;0.0;30.8;23.4;20.0
2908;Relatie met overledene: kleinkind;Leeftijd: onbekend;2019;1.4;31.2;21.8;20.1;1.9;1.4;0.0;29.2;20.4;20.1
2909;Relatie met overledene: kleinkind;Leeftijd: onbekend;2020;1.7;42.9;25.6;20.9;3.3;2.0;0.0;39.5;23.6;20.9
2910;Relatie met overledene: kleinkind;Leeftijd: onbekend;2021;1.8;42.9;24.0;20.6;3.6;2.0;0.0;39.4;22.0;20.6
2911;Relatie met overledene: kleinkind;Leeftijd: onbekend;2022;1.5;35.6;23.1;21.0;2.3;1.5;0.0;33.4;21.6;21.0
2912;Relatie met overledene: kleinkind;SEC: werknemer;2007;2.1;65.8;30.6;12.1;10.1;4.7;1.0;55.7;25.9;11.1
2913;Relatie met overledene: kleinkind;SEC: werknemer;2008;2.3;64.3;27.8;12.3;9.3;4.0;1.0;55.0;23.8;11.4
2914;Relatie met overledene: kleinkind;SEC: werknemer;2009;2.3;68.9;29.3;12.4;10.7;4.6;1.0;58.2;24.8;11.4
2915;Relatie met overledene: kleinkind;SEC: werknemer;2010;2.0;71.4;35.1;18.5;9.4;4.6;0.0;62.0;30.5;18.5
2916;Relatie met overledene: kleinkind;SEC: werknemer;2011;2.3;78.8;34.2;19.0;10.3;4.5;0.0;68.4;29.7;19.0
2917;Relatie met overledene: kleinkind;SEC: werknemer;2012;2.5;67.9;26.7;15.8;6.7;2.6;0.0;61.2;24.1;15.8
2918;Relatie met overledene: kleinkind;SEC: werknemer;2013;2.6;77.0;29.5;18.1;8.3;3.2;0.0;68.7;26.3;18.1
2919;Relatie met overledene: kleinkind;SEC: werknemer;2014;2.8;73.0;25.9;15.1;7.5;2.7;0.0;65.4;23.3;15.1
2920;Relatie met overledene: kleinkind;SEC: werknemer;2015;3.3;86.9;26.6;15.3;9.7;3.0;0.0;77.3;23.6;15.3
2921;Relatie met overledene: kleinkind;SEC: werknemer;2016;3.6;106.2;29.5;15.6;13.8;3.8;0.0;92.4;25.6;15.6
2922;Relatie met overledene: kleinkind;SEC: werknemer;2017;6.0;120.2;20.2;13.1;10.5;1.8;0.0;109.7;18.4;13.1
2923;Relatie met overledene: kleinkind;SEC: werknemer;2018;7.4;166.0;22.4;12.0;14.0;1.9;0.0;152.0;20.5;12.0
2924;Relatie met overledene: kleinkind;SEC: werknemer;2019;7.8;147.9;19.1;14.0;10.0;1.3;0.0;137.8;17.8;14.0
2925;Relatie met overledene: kleinkind;SEC: werknemer;2020;9.8;222.5;22.8;14.7;17.6;1.8;0.0;204.9;21.0;14.7
2926;Relatie met overledene: kleinkind;SEC: werknemer;2021;11.0;228.9;20.8;15.9;16.7;1.5;0.0;212.1;19.2;15.9
2927;Relatie met overledene: kleinkind;SEC: werknemer;2022;11.2;236.6;21.1;17.7;17.0;1.5;0.0;219.7;19.5;17.7
2928;Relatie met overledene: kleinkind;SEC: zelfstandige;2007;0.3;9.5;34.2;15.5;1.6;5.7;1.2;7.9;28.5;14.2
2929;Relatie met overledene: kleinkind;SEC: zelfstandige;2008;0.3;14.3;44.3;12.9;2.6;8.2;1.0;11.7;36.2;12.0
2930;Relatie met overledene: kleinkind;SEC: zelfstandige;2009;0.3;30.0;94.2;13.0;1.8;5.5;1.0;28.3;88.7;11.9
2931;Relatie met overledene: kleinkind;SEC: zelfstandige;2010;0.3;15.3;46.4;20.9;2.5;7.6;0.2;12.8;38.8;20.6
2932;Relatie met overledene: kleinkind;SEC: zelfstandige;2011;0.4;12.0;32.3;19.1;1.3;3.6;0.0;10.7;28.7;19.1
2933;Relatie met overledene: kleinkind;SEC: zelfstandige;2012;0.4;69.1;192.5;19.0;22.1;61.5;0.0;47.1;131.1;19.0
2934;Relatie met overledene: kleinkind;SEC: zelfstandige;2013;0.4;14.5;36.5;18.9;2.0;5.1;0.0;12.5;31.4;18.9
2935;Relatie met overledene: kleinkind;SEC: zelfstandige;2014;0.5;12.2;26.0;16.0;1.1;2.3;0.0;11.1;23.7;16.0
2936;Relatie met overledene: kleinkind;SEC: zelfstandige;2015;0.5;13.0;27.9;18.6;1.5;3.2;0.0;11.5;24.6;18.5
2937;Relatie met overledene: kleinkind;SEC: zelfstandige;2016;0.5;12.7;24.4;18.3;1.1;2.1;0.0;11.6;22.3;18.3
2938;Relatie met overledene: kleinkind;SEC: zelfstandige;2017;0.9;23.8;26.0;12.8;3.2;3.5;0.0;20.6;22.6;12.8
2939;Relatie met overledene: kleinkind;SEC: zelfstandige;2018;1.1;31.9;30.2;13.2;2.9;2.7;0.0;29.1;27.5;13.2
2940;Relatie met overledene: kleinkind;SEC: zelfstandige;2019;1.1;26.8;23.6;14.1;2.6;2.3;0.0;24.2;21.3;14.1
2941;Relatie met overledene: kleinkind;SEC: zelfstandige;2020;1.4;35.8;25.9;12.8;3.9;2.8;0.0;31.9;23.1;12.8
2942;Relatie met overledene: kleinkind;SEC: zelfstandige;2021;1.6;37.8;23.5;15.0;3.8;2.3;0.0;34.0;21.1;15.0
2943;Relatie met overledene: kleinkind;SEC: zelfstandige;2022;1.7;39.6;23.8;17.5;3.5;2.1;0.0;36.2;21.8;17.5
2944;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2007;0.2;5.0;26.8;11.9;0.7;3.6;1.0;4.3;23.2;11.0
2945;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2008;0.2;8.0;47.2;13.6;1.9;11.2;1.1;6.1;36.1;12.5
2946;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2009;0.2;5.1;26.1;11.0;0.6;3.2;0.2;4.5;22.9;10.5
2947;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2010;0.2;9.7;46.6;18.5;1.7;8.4;0.0;7.9;38.2;18.5
2948;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2011;0.2;6.0;26.3;18.1;0.6;2.5;0.0;5.4;23.8;18.1
2949;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2012;0.3;65.3;224.4;17.9;21.4;73.4;0.0;43.9;151.0;17.9
2950;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2013;0.3;8.4;31.9;18.1;1.0;4.0;0.0;7.4;27.9;18.1
2951;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2014;0.3;9.2;27.8;14.9;1.1;3.2;0.0;8.2;24.5;14.9
2952;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2015;0.3;9.8;30.6;15.7;1.4;4.2;0.0;8.4;26.4;15.7
2953;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2016;0.4;9.5;26.4;15.0;1.1;2.9;0.0;8.5;23.5;15.0
2954;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2017;0.5;10.6;19.9;12.5;0.9;1.6;0.0;9.8;18.3;12.5
2955;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2018;0.6;10.8;18.6;11.0;0.8;1.4;0.0;10.0;17.2;11.0
2956;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2019;0.6;15.7;28.1;14.1;2.1;3.7;0.0;13.6;24.3;14.1
2957;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2020;0.7;18.2;25.2;14.6;2.1;2.9;0.0;16.1;22.3;14.6
2958;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2021;0.8;16.5;20.9;13.2;1.2;1.6;0.0;15.3;19.3;13.2
2959;Relatie met overledene: kleinkind;SEC: uitkerings- en pensioenontvanger;2022;0.8;18.0;23.8;15.0;1.7;2.2;0.0;16.3;21.6;15.0
2960;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2007;0.1;4.1;27.6;11.5;0.6;3.9;0.9;3.5;23.7;10.6
2961;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2008;0.1;6.1;46.2;13.6;1.5;11.1;1.1;4.6;35.2;12.5
2962;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2009;0.2;3.9;24.4;10.3;0.5;2.9;0.0;3.4;21.5;10.3
2963;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2010;0.2;8.7;50.9;19.0;1.6;9.6;0.0;7.1;41.4;19.0
2964;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2011;0.2;4.2;21.7;15.9;0.3;1.5;0.0;3.9;20.2;15.9
2965;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2012;0.2;63.4;257.6;16.0;21.1;85.9;0.0;42.2;171.7;16.0
2966;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2013;0.2;6.7;31.1;18.2;0.8;3.8;0.0;5.9;27.3;18.2
2967;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2014;0.3;7.2;26.5;13.4;0.8;3.1;0.0;6.3;23.4;13.3
2968;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2015;0.3;6.5;24.5;15.4;0.6;2.2;0.0;6.0;22.3;15.4
2969;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2016;0.3;7.9;26.7;15.0;0.9;2.9;0.0;7.0;23.7;15.0
2970;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2017;0.5;9.4;20.0;12.3;0.8;1.7;0.0;8.6;18.3;12.3
2971;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2018;0.5;9.0;17.4;10.0;0.7;1.3;0.0;8.3;16.2;10.0
2972;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2019;0.5;10.0;20.8;12.1;0.9;1.8;0.0;9.1;18.9;12.1
2973;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2020;0.7;16.1;24.8;13.7;1.9;3.0;0.0;14.2;21.8;13.7
2974;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2021;0.7;14.7;20.4;12.2;1.1;1.5;0.0;13.6;18.9;12.2
2975;Relatie met overledene: kleinkind;SEC: uitkeringsontvanger;2022;0.7;15.7;22.3;15.0;1.3;1.9;0.0;14.4;20.5;15.0
2976;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2007;0.0;;;;;;;;;
2977;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2008;0.0;;;;;;;;;
2978;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2009;0.0;;;;;;;;;
2979;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2010;0.0;;;;;;;;;
2980;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2011;0.0;;;;;;;;;
2981;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2012;0.0;;;;;;;;;
2982;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2013;0.0;;;;;;;;;
2983;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2014;0.1;;;;;;;;;
2984;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2015;0.0;;;;;;;;;
2985;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2016;0.0;;;;;;;;;
2986;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2017;0.0;;;;;;;;;
2987;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2018;0.1;;;;;;;;;
2988;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2019;0.1;;;;;;;;;
2989;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2020;0.1;;;;;;;;;
2990;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2021;0.1;;;;;;;;;
2991;Relatie met overledene: kleinkind;SEC: ontvanger werkloosheidsuitkering;2022;0.0;;;;;;;;;
2992;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2007;0.1;;;;;;;;;
2993;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2008;0.1;;;;;;;;;
2994;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2009;0.1;;;;;;;;;
2995;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2010;0.1;;;;;;;;;
2996;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2011;0.1;2.7;24.0;18.1;0.2;1.7;0.0;2.5;22.3;18.1
2997;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2012;0.1;60.4;447.7;14.3;20.9;154.7;0.0;39.6;293.0;14.3
2998;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2013;0.1;;;;;;;;;
2999;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2014;0.2;4.4;29.2;13.6;0.6;4.1;0.0;3.8;25.1;13.6
3000;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2015;0.2;3.6;23.7;15.3;0.3;1.9;0.0;3.3;21.8;15.3
3001;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2016;0.2;5.4;31.2;16.3;0.7;4.0;0.0;4.7;27.2;16.3
3002;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2017;0.3;6.6;21.4;12.7;0.6;1.9;0.0;6.0;19.5;12.7
3003;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2018;0.3;5.6;17.7;12.1;0.4;1.2;0.0;5.2;16.5;12.1
3004;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2019;0.3;6.4;21.8;12.4;0.6;2.2;0.0;5.7;19.6;12.4
3005;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2020;0.4;9.4;23.3;11.4;1.1;2.8;0.0;8.3;20.5;11.4
3006;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2021;0.5;8.6;19.0;11.2;0.6;1.2;0.0;8.0;17.7;11.2
3007;Relatie met overledene: kleinkind;SEC: ontvanger van sociale voorziening;2022;0.4;9.1;20.4;15.0;0.6;1.3;0.0;8.6;19.1;15.0
3008;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2007;0.0;;;;;;;;;
3009;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2008;0.0;;;;;;;;;
3010;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2009;0.0;;;;;;;;;
3011;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2010;0.0;;;;;;;;;
3012;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2011;0.1;;;;;;;;;
3013;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2012;0.1;;;;;;;;;
3014;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2013;0.1;;;;;;;;;
3015;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2014;0.1;;;;;;;;;
3016;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2015;0.1;;;;;;;;;
3017;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2016;0.1;;;;;;;;;
3018;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2017;0.1;2.1;18.8;10.0;0.2;1.6;0.0;1.9;17.2;10.0
3019;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2018;0.1;1.9;13.8;9.4;0.1;0.9;0.0;1.8;12.9;9.4
3020;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2019;0.1;2.7;20.3;11.2;0.2;1.5;0.0;2.5;18.8;11.2
3021;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2020;0.2;4.1;25.8;17.5;0.5;3.0;0.0;3.6;22.8;17.5
3022;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2021;0.2;4.8;23.7;13.1;0.5;2.3;0.0;4.3;21.4;13.1
3023;Relatie met overledene: kleinkind;SEC: arbeidsongeschikte;2022;0.2;5.4;25.5;16.5;0.6;2.8;0.0;4.8;22.7;16.5
3024;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2007;0.0;;;;;;;;;
3025;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2008;0.0;;;;;;;;;
3026;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2009;0.0;;;;;;;;;
3027;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2010;0.0;;;;;;;;;
3028;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2011;0.0;;;;;;;;;
3029;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2012;0.0;;;;;;;;;
3030;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2013;0.0;;;;;;;;;
3031;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2014;0.1;;;;;;;;;
3032;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2015;0.1;;;;;;;;;
3033;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2016;0.1;;;;;;;;;
3034;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2017;0.1;;;;;;;;;
3035;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2018;0.1;;;;;;;;;
3036;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2019;0.1;;;;;;;;;
3037;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2020;0.1;;;;;;;;;
3038;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2021;0.1;;;;;;;;;
3039;Relatie met overledene: kleinkind;SEC: pensioenontvanger;2022;0.1;;;;;;;;;
3040;Relatie met overledene: kleinkind;SEC:(school)kind of student;2007;1.5;58.1;39.6;12.6;9.6;6.5;1.0;48.5;33.1;11.6
3041;Relatie met overledene: kleinkind;SEC:(school)kind of student;2008;1.7;57.3;33.2;12.3;8.3;4.8;0.9;48.9;28.4;11.4
3042;Relatie met overledene: kleinkind;SEC:(school)kind of student;2009;1.8;46.9;25.5;10.7;5.4;3.0;0.2;41.4;22.5;10.5
3043;Relatie met overledene: kleinkind;SEC:(school)kind of student;2010;1.6;56.1;34.7;19.0;5.6;3.5;0.0;50.5;31.2;19.0
3044;Relatie met overledene: kleinkind;SEC:(school)kind of student;2011;1.8;65.5;35.9;19.1;8.2;4.5;0.0;57.4;31.4;19.1
3045;Relatie met overledene: kleinkind;SEC:(school)kind of student;2012;2.2;63.8;29.3;19.1;6.5;3.0;0.0;57.2;26.3;19.1
3046;Relatie met overledene: kleinkind;SEC:(school)kind of student;2013;2.3;65.9;28.6;19.5;6.0;2.6;0.0;59.9;25.9;19.5
