ID;RegioS;Perioden;BbpVolumemutaties_1;AUAlleEconomischeActiviteiten_2;ALandbouwBosbouwEnVisserij_3;BENijverheidGeenBouwEnEnergie_4;BDelfstoffenwinning_5;CIndustrie_6;DEnergievoorziening_7;EWaterbedrijvenEnAfvalbeheer_8;FBouwnijverheid_9;GIHandelVervoerEnHoreca_10;JInformatieEnCommunicatie_11;KFinancieleDienstverlening_12;LVerhuurEnHandelVanOnroerendGoed_13;MNZakelijkeDienstverlening_14;OQOverheidEnZorg_15;RUCultuurRecreatieOverigeDiensten_16
20;West-Nederland (LD);2010;0.9069514;1.07912854;-1.850575;5.00441527;4.70523906;4.315436;10.5865297;-0.8828269;-10.67983;2.60838353;-2.3084504;5.58504563;1.63875224;-2.5590098;2.06548844;-0.4594294
21;West-Nederland (LD);2011;0.87189307;1.12413212;1.29237476;-0.0060273;3.28990689;1.80749529;-8.6005915;-0.2485095;5.55731272;3.43753436;0.1167835;-1.6782775;2.15663866;-0.467342;1.12268767;-0.2368594
22;West-Nederland (LD);2012;-1.1123836;-1.0074264;;;;;;;;;;;;;;
23;West-Nederland (LD);2013;-0.9970331;-0.6865131;;;;;;;;;;;;;;
24;Zuid-Nederland (LD);2008;1.57859219;1.84940311;1.93740316;-1.302749;8.12452085;-1.257611;-2.5698871;-0.2786006;2.20927329;2.2611182;7.36871241;4.33440883;-0.0231492;5.2745895;2.89225581;-0.6313592
25;Zuid-Nederland (LD);2009;-4.7615397;-4.3996567;9.63240824;-10.935608;-19.861046;-12.883919;3.87218862;-6.6087875;-4.520315;-6.4303818;-12.841809;-1.4870587;-0.7878175;-7.1569102;5.20691073;-0.3263342
26;Zuid-Nederland (LD);2010;2.45719869;2.632021;2.21888697;9.50200458;-18.107309;10.7321641;6.59184817;1.0421908;-11.959264;3.88053283;2.62019715;-1.8126067;1.32135321;-1.5259189;3.07849309;-2.9123722
27;Zuid-Nederland (LD);2011;2.05089964;2.3060869;4.85103876;3.92167783;6.95897625;4.81711434;-1.7252472;5.43253018;5.24383151;1.70316956;1.43291026;-1.7179624;1.6184639;1.65258692;2.34625117;-1.574888
28;Zuid-Nederland (LD);2012;-1.4971174;-1.3925686;;;;;;;;;;;;;;
29;Zuid-Nederland (LD);2013;-1.2256671;-0.9158642;;;;;;;;;;;;;;
30;Extra-Regio (LD);2008;-8.8022361;-8.5591007;;-8.9253282;-8.9253282;;;;;;;;;;-3.5019828;
31;Extra-Regio (LD);2009;-5.6402041;-5.2816598;;-5.7278421;-5.7278421;;;;;;;;;;1.89932681;
32;Extra-Regio (LD);2010;-6.1303616;-5.9701922;;-6.4610361;-6.4610361;;;;;;;;;;-0.6111559;
33;Extra-Regio (LD);2011;-7.9030299;-7.6727333;;-8.4375421;-8.4375421;;;;;;;;;;-0.5366979;
34;Extra-Regio (LD);2012;-2.3505416;-2.2468986;;;;;;;;;;;;;;
35;Extra-Regio (LD);2013;6.42652377;6.76032755;;;;;;;;;;;;;;
36;Groningen (PV);2008;8.74492124;9.03483777;7.31305781;20.1742979;28.0917797;-0.9179091;5.67392198;13.2564081;-0.354888;-2.2015695;-16.259486;6.44073311;-6.9671203;8.82549852;1.59700123;-2.253098
37;Groningen (PV);2009;-3.1655231;-2.7975756;7.63083344;-4.5823295;-4.3205669;-11.396482;7.86452715;-20.203119;-2.731069;-7.427872;10.3496293;-4.547533;-0.2760526;-4.4159126;2.73552268;-3.2248244
38;Groningen (PV);2010;10.9280815;11.1173576;-4.7028369;23.0271236;31.18249;8.3402792;-5.2346115;5.88816871;-16.741724;1.34149701;3.63602305;-0.5699022;0.6058701;-7.3470895;3.69268237;-1.49508
39;Groningen (PV);2011;-3.8727259;-3.6323511;-1.5641523;-7.6332581;-8.8597114;1.53734274;-12.660674;3.30219288;1.22872763;-0.8409339;-2.3284005;1.75732765;1.14024075;-4.0013583;3.64678089;-4.6584568
40;Groningen (PV);2012;0.08338977;0.18961606;;;;;;;;;;;;;;
41;Groningen (PV);2013;2.72253301;3.04471933;;;;;;;;;;;;;;
42;Friesland (PV);2008;0.45613032;0.72394874;5.37196707;-5.1409775;-2.5878984;-5.7831614;-9.6933251;-1.714304;2.07646192;-0.2824648;2.41622704;10.8081393;-4.9196647;5.73165958;3.21646634;-6.6225158
43;Friesland (PV);2009;-2.9613947;-2.5926716;5.4068842;0.40090414;4.04221771;0.15157658;-8.2125858;-5.877904;-8.051761;-11.602669;-4.9234318;-8.8720359;0.4239917;-6.5888177;3.48758788;-4.3435954
44;Friesland (PV);2010;0.74686104;0.91876501;6.49355002;1.47129262;1.45486168;3.70232236;-5.8085195;-16.036913;-11.660531;4.5686182;7.44455701;-1.8878237;0.49779107;-4.3316913;3.06389425;1.15197236
45;Friesland (PV);2011;0.94134367;1.19375639;1.60403374;2.30892909;5.9657764;1.98442895;-4.6855719;0.87620203;3.35365975;-0.1412824;5.16211505;1.83715264;1.44646289;-1.6143817;0.92448635;-0.1635214
46;Friesland (PV);2012;-1.5177409;-1.413214;;;;;;;;;;;;;;
47;Friesland (PV);2013;-0.9191648;-0.6084006;;;;;;;;;;;;;;
48;Drenthe (PV);2008;0.95442663;1.22357351;3.19625105;-3.9911132;-9.9470213;-4.4735162;11.8162819;2.10018104;-5.1549698;4.63649589;-8.3884366;6.16104375;0.35168032;5.13264081;4.66606306;-1.7303514
49;Drenthe (PV);2009;-5.4321091;-5.0727741;5.2333412;-11.810858;-8.0139014;-15.267936;-2.3888557;-6.0135004;-10.235794;-9.5521481;-0.69015;-3.4263233;1.1187826;-2.2712935;0.2661416;-1.0739934
50;Drenthe (PV);2010;-0.6919092;-0.5224602;-10.694478;2.73951336;-3.129378;5.79029608;-2.864015;3.56767787;-3.9467155;11.4861624;0.28024073;-0.2979099;0.56284032;-12.931119;-3.6462572;-2.1080146
51;Drenthe (PV);2011;3.22269419;3.48081163;1.75981888;2.26383291;7.99693187;5.60615196;-18.579785;-12.118772;3.79133335;3.2322002;0.71128792;2.02679527;1.40522187;6.23489267;5.22584261;0.92227344
52;Drenthe (PV);2012;-1.3377603;-1.2330424;;;;;;;;;;;;;;
53;Drenthe (PV);2013;-0.9293009;-0.6185684;;;;;;;;;;;;;;
54;Overijssel (PV);2008;2.92483497;3.199235;0.86884739;4.73240464;10.4758549;3.77180076;15.9365605;1.39730415;3.4780966;2.85017187;6.53289016;10.5305424;2.08703775;1.65000353;2.51623538;-2.2330326
55;Overijssel (PV);2009;-2.8763646;-2.5073184;10.0054689;-9.4251185;-21.696156;-11.092765;2.63292087;10.1333241;-5.9268527;-8.8580167;4.86450664;7.26784496;-0.2061398;-4.8936839;7.44813748;0.1415704
56;Overijssel (PV);2010;1.08771339;1.26019896;1.51078812;4.96838631;-35.519925;5.17784223;7.68134007;0.58368667;-12.993462;1.49578698;9.62800735;-3.5886856;1.4418462;-3.4222627;5.09366568;-2.908943
57;Overijssel (PV);2011;1.62243676;1.87655261;-0.0244276;2.36374247;-3.2223298;3.61978714;-7.8777554;7.3969759;6.27523267;2.61842823;1.05380601;-6.4944965;2.32814845;-0.4798296;2.49769152;-0.455191
58;Overijssel (PV);2012;-1.6232306;-1.5188157;;;;;;;;;;;;;;
59;Overijssel (PV);2013;-1.6440107;-1.33552;;;;;;;;;;;;;;
60;Flevoland (PV);2008;0.09002221;0.35686457;4.07752716;-1.0056773;;-5.1062827;8.37111621;26.0455186;-5.2649096;-1.9793536;1.29415182;0.28310188;-4.5308283;1.55575422;5.70029062;-1.2931214
61;Flevoland (PV);2009;-5.3710223;-5.0114552;5.18643487;-2.4525771;;-2.8917664;3.70255502;-9.3965314;7.26376347;-7.2736212;-10.367263;-12.999527;-1.2821392;-18.815793;4.98358273;0.45690413
62;Flevoland (PV);2010;3.41180787;3.58825903;6.76641473;9.06468038;;4.69040072;22.8335579;21.5608193;-12.985048;7.47141939;-9.4992373;0.66671314;0.80410818;-0.3830766;5.57340976;13.125299
63;Flevoland (PV);2011;1.34572685;1.59915076;-3.2588974;2.04005387;;1.91463451;-1.3335158;10.3931694;4.95287177;6.74935233;2.27231503;-2.7910589;2.78317335;-2.1633805;0.3680077;-4.8708748
64;Flevoland (PV);2012;-1.3148588;-1.2101166;;;;;;;;;;;;;;
65;Flevoland (PV);2013;-0.5808773;-0.269052;;;;;;;;;;;;;;
66;Gelderland (PV);2008;1.90329313;2.17496971;-2.802965;-0.0507163;42.3328388;-0.3560553;0.17196638;0.28677527;3.0569345;0.31536737;1.06584121;4.49519142;6.95375714;3.23398792;2.79666998;2.28286504
67;Gelderland (PV);2009;-3.247351;-2.8797144;4.94778253;-6.7322056;15.77206;-6.8622667;-12.613402;1.35668585;-8.323847;-8.4584044;2.97219266;3.74321853;-0.5265753;-5.8186655;3.43775168;-1.1272451
68;Gelderland (PV);2010;-0.0332782;0.13729461;-3.9963937;3.11005409;-18.017287;2.19482697;14.7477019;2.71803996;-5.3323978;3.40838845;-2.4344735;-5.9713551;1.46649579;-2.3493629;0.63312965;-3.1541591
69;Gelderland (PV);2011;1.0725597;1.32530054;0.15788508;3.37783282;1.84721725;3.25875797;7.50032338;-1.6470391;4.6776788;-0.1766882;-0.3152676;-2.2054169;0.80500502;1.55423101;1.6429637;0.49755985
70;Gelderland (PV);2012;-1.5948546;-1.4904095;;;;;;;;;;;;;;
71;Gelderland (PV);2013;-1.1828788;-0.8729417;;;;;;;;;;;;;;
72;Utrecht (PV);2008;1.46404815;1.73455369;2.64599544;3.06030576;0.37828339;1.85373782;7.94349793;5.50546734;-0.3447663;-4.8357822;7.67349437;6.04131518;7.42985217;0.01899467;3.07384696;-3.2765912
73;Utrecht (PV);2009;-1.1078106;-0.7320443;0.76042989;-1.8435861;73.2508662;-3.2469201;3.58084745;-1.2158592;1.93618181;-2.5102552;-6.2590626;7.60733218;-0.1322116;-7.0421899;3.52018127;0.1474012
74;Utrecht (PV);2010;-1.0291663;-0.8602928;3.68715967;-2.299577;119.433961;0.83602519;-14.049124;-0.9412276;-6.7216161;2.03353167;-7.7121351;0.21805084;3.15335703;-5.2467273;2.78682678;-0.5903553
75;Utrecht (PV);2011;1.33595235;1.58935183;2.1942735;-2.3283365;4.43278876;2.030945;-20.784425;-2.5230238;7.60068979;2.82409385;2.00050488;-1.9527491;1.75627989;-0.1647091;3.7890192;1.3276455
76;Utrecht (PV);2012;-1.3139843;-1.2092412;;;;;;;;;;;;;;
77;Utrecht (PV);2013;-1.1564974;-0.8464775;;;;;;;;;;;;;;
78;Noord-Holland (PV);2008;2.2472333;2.51982683;4.27110112;-4.1901242;0.19917677;-5.7402762;1.9378692;2.96686468;0.65984087;0.65752457;0.42824245;8.96130727;7.76021095;6.08668796;2.40865933;-7.1498792
79;Noord-Holland (PV);2009;-3.3668837;-2.9997014;0.73886618;-2.3386327;-2.4290009;-4.2626414;9.04429312;1.94924799;-5.2309899;-6.4024377;0.28120383;-4.8986541;0.65462469;-7.6031644;3.16960597;-2.5782643
80;Noord-Holland (PV);2010;1.72798694;1.901565;-2.9137568;6.12230213;22.982437;6.66178185;4.21893548;0.66501421;-11.555026;1.48021528;-5.3659323;11.9286559;1.98571032;0.07523849;1.2776976;-1.6922033
81;Noord-Holland (PV);2011;1.0996646;1.35247322;-3.6037053;-1.4186139;6.74240923;1.25048076;-16.315186;0.80172479;5.39280019;3.66445423;-0.0865492;-0.5261822;1.65218015;1.71336909;1.52057791;-0.6333008
82;Noord-Holland (PV);2012;-1.0780367;-0.9730431;;;;;;;;;;;;;;
83;Noord-Holland (PV);2013;-0.7207961;-0.4094097;;;;;;;;;;;;;;
84;Zuid-Holland (PV);2008;0.97840195;1.24761275;3.18621304;-2.4203421;-15.890663;-2.9041734;7.16912569;2.00857354;0.19644124;0.43831882;4.56732626;3.80260989;-2.1570147;4.87659995;2.43292965;-0.0031605
85;Zuid-Holland (PV);2009;-3.9784006;-3.6135419;0.44042541;-6.7460439;-16.372047;-7.5752455;-7.3652217;10.5655631;-7.9074371;-7.1356577;-4.8517314;-1.4340803;-0.9094499;-5.2862154;2.53114932;-0.6793788
86;Zuid-Holland (PV);2010;0.6920655;0.86387597;-3.2435468;5.43741541;-2.4667534;3.61511075;23.712456;-1.5528184;-12.144116;3.8439737;3.95654847;-0.7238223;0.73654865;-3.8755647;2.23168989;0.35497603
87;Zuid-Holland (PV);2011;0.66416062;0.91588022;3.64300318;2.7674081;1.16008016;2.69268485;6.30004019;-1.4189252;4.65965978;3.54002047;-0.7895473;-4.5091204;2.81195354;-2.7142001;-0.1716657;-0.2679841
88;Zuid-Holland (PV);2012;-1.1514517;-1.0465361;;;;;;;;;;;;;;
89;Zuid-Holland (PV);2013;-1.2038716;-0.8940003;;;;;;;;;;;;;;
90;Zeeland (PV);2008;2.94570494;3.22016062;2.23019411;5.83260292;49.8640788;3.66249895;13.6615732;14.2243248;-2.5584002;-0.6151507;7.25984483;17.7790958;-0.3450926;7.13615401;2.17166713;7.36472679
91;Zeeland (PV);2009;-4.4955457;-4.132652;9.90017589;-9.5998054;-16.088769;-12.245382;1.76670554;3.21613388;0.53109409;-5.729144;-2.4050907;-4.1532657;-0.7530807;-3.66264;1.84738094;0.21818221
92;Zeeland (PV);2010;4.13436275;4.3120468;6.51813814;9.48657961;11.8351427;5.96489895;18.5657471;-2.3262769;-4.9592429;3.05751303;29.3976807;-4.7814986;1.41972816;-2.2536964;3.4980059;3.92980885
93;Zeeland (PV);2011;-0.8915114;-0.6436819;-2.23337;-5.4176131;18.3663464;-0.9160159;-19.27363;9.93458037;7.59468181;2.42549279;-1.7620204;7.97364115;2.01380783;0.52598027;0.76144481;-6.1949323
94;Zeeland (PV);2012;-0.2230253;-0.1171242;;;;;;;;;;;;;;
95;Zeeland (PV);2013;-0.6946243;-0.3831558;;;;;;;;;;;;;;
96;Noord-Brabant (PV);2008;1.83515466;2.10664958;2.07464704;-1.1301782;-14.075485;-0.1847843;-9.2022602;-0.2654493;2.52141369;2.43802923;4.75826268;4.39841648;2.7563178;5.62330595;2.78436337;-1.2312536
97;Noord-Brabant (PV);2009;-4.7524588;-4.3905413;12.4743427;-12.784792;-13.750137;-14.862874;6.74975353;-11.135329;-3.572924;-6.179165;-7.7339567;-0.6773082;-0.690651;-6.7635307;5.74703909;0.08919442
98;Noord-Brabant (PV);2010;2.80974608;2.98516995;2.7428443;11.0327183;-19.213029;12.0944249;7.45863079;4.42654794;-12.45945;4.28765885;4.99324106;-0.8008495;1.58856321;-0.8792583;2.29973393;-1.8983731
99;Noord-Brabant (PV);2011;2.31348881;2.5693327;2.36000495;5.45176424;-4.925609;5.83476007;2.26157437;8.87961648;4.88373775;1.22856905;1.62267635;-2.1585262;1.71501882;1.01070818;3.0202701;-1.007212
100;Noord-Brabant (PV);2012;-1.7016446;-1.5973129;;;;;;;;;;;;;;
101;Noord-Brabant (PV);2013;-1.1213657;-0.8112357;;;;;;;;;;;;;;
102;Limburg (PV);2008;0.96582941;1.23500669;1.71186392;-1.7089616;26.6601054;-3.8955517;9.23165876;-0.3118689;1.19949926;1.81695985;12.4534892;4.18904504;-6.5178811;4.28233917;3.12145524;0.80024013
103;Limburg (PV);2009;-4.7835799;-4.4217807;5.05874222;-6.5252294;-23.430322;-7.7762585;-0.3571831;4.93532887;-7.6224652;-7.0639826;-22.506918;-3.453491;-1.0374248;-8.2892554;4.06215524;-1.2980789
104;Limburg (PV);2010;1.5858484;1.75918393;1.33320088;5.87009302;-17.413381;7.17906731;5.13347677;-6.2778804;-10.253514;2.85155673;-2.7655581;-4.5754884;0.63834872;-3.4167236;4.75620374;-5.3224478
105;Limburg (PV);2011;1.39960882;1.65316747;9.1911897;0.28481042;14.1352135;2.21358492;-8.5027782;-2.8395606;6.443684;2.92332005;0.96821667;-0.4137129;1.36967391;3.57616629;0.9274119;-2.9740995
106;Limburg (PV);2012;-0.9892006;-0.8841128;;;;;;;;;;;;;;
107;Limburg (PV);2013;-1.4857732;-1.1767861;;;;;;;;;;;;;;
108;Oost-Groningen (CR);2008;-0.0962485;0.17009724;9.89022818;-5.2758;-4.9693585;-1.6537982;-86.710873;-9.9884249;4.25366145;9.70993167;-20.347496;11.1689209;-11.211537;0.00667921;-0.3130668;5.46154129
109;Oost-Groningen (CR);2009;-4.6366498;-4.2742922;11.5018777;-9.277374;-52.483554;-4.3806652;52.0427877;-21.189776;-9.7297801;-7.8198742;13.0734637;-15.907681;-0.4331013;-8.6538264;3.24158934;-9.3423376
110;Oost-Groningen (CR);2010;-3.4467139;-3.2819654;-31.558403;-2.8330583;64.2670764;-7.8964868;92.433077;-3.3733386;-17.217312;-2.4353166;-8.9912139;-9.0336262;-1.1865216;-6.5098083;2.91868169;0.35275947
111;Oost-Groningen (CR);2011;1.44336888;1.69703696;-3.2702382;7.97685328;16.8425609;6.04450611;54.5329778;2.99305909;5.33875955;-2.2265986;22.615071;1.08409011;1.36423749;-3.9389387;2.07749499;-9.4481012
112;Oost-Groningen (CR);2012;-1.6631751;-1.5588025;;;;;;;;;;;;;;
113;Oost-Groningen (CR);2013;-1.830048;-1.5221407;;;;;;;;;;;;;;
114;Delfzijl en omgeving (CR);2008;-2.0475429;-1.7863993;7.59842769;1.48605109;;3.00708152;-0.7141472;56.8434299;-12.33703;-7.4366787;-28.510404;-1.7407044;-20.325933;-2.3505744;1.86520491;9.43217046
115;Delfzijl en omgeving (CR);2009;-0.8694109;-0.4927387;6.07248268;-1.238855;;-27.869998;21.0733096;-86.598013;-5.6637891;3.21180731;24.0329357;27.05417;1.48271144;-14.045111;-2.1050067;-0.5018928
116;Delfzijl en omgeving (CR);2010;-2.1490663;-1.9821036;7.27041038;-6.8796559;-35.667703;31.4639455;-20.089035;-1955.461;2.93249707;17.5274813;2.10766912;-22.451855;-0.5848262;12.3012561;-2.845797;3.04749402
117;Delfzijl en omgeving (CR);2011;-5.2334195;-4.9964473;2.58663329;-14.341036;21.915896;5.17594949;-25.60694;58.6575995;11.658304;2.31600527;-15.858602;-15.771598;4.29502657;-0.680598;12.4631362;-4.4274354
118;Delfzijl en omgeving (CR);2012;-0.5653926;-0.4598549;;;;;;;;;;;;;;
119;Delfzijl en omgeving (CR);2013;-2.3208111;-2.0144431;;;;;;;;;;;;;;
120;Overig Groningen (CR);2008;11.0653496;11.3614524;6.05618987;23.5840021;28.301233;-1.8275987;15.3174582;17.9605774;-0.7152855;-5.062462;-16.09332;6.40224391;-3.7919846;11.437407;2.01340517;-4.8376926
121;Overig Groningen (CR);2009;-3.1466821;-2.778663;6.35115461;-4.5955778;-4.1352701;-9.0975916;-3.0444664;-13.87836;-0.4366714;-8.9401879;10.2149404;-4.8903928;-0.4066115;-3.0851272;2.97989863;-1.7638887
122;Overig Groningen (CR);2010;14.0096062;14.2041403;5.27875977;27.1416315;31.0899074;10.6421153;8.40189072;4.13046003;-17.909482;0.14758456;3.91370437;2.58585684;1.30628992;-8.3686186;4.32105993;-2.2778637
123;Overig Groningen (CR);2011;-4.4276544;-4.1886674;-1.737158;-7.8544409;-8.9741085;-1.110497;-4.4264624;1.05557322;-0.7518143;-0.9363269;-2.7049557;2.95002574;0.74659955;-4.1918278;3.41854712;-3.4508961
124;Overig Groningen (CR);2012;0.33241979;0.43891039;;;;;;;;;;;;;;
125;Overig Groningen (CR);2013;3.53816698;3.86291151;;;;;;;;;;;;;;
126;Noord-Friesland (CR);2008;1.01318079;1.28248431;5.45210499;-4.8978802;-2.090877;-5.7206617;-10.67772;-4.6036132;4.37218328;9.93882964;5.07829346;10.1134071;-8.0314288;0.51376556;2.2318631;-16.435451
127;Noord-Friesland (CR);2009;-2.742428;-2.3728729;4.99718326;4.38610591;3.95513413;8.60108652;-9.3816321;7.63504546;-16.015585;-12.947972;-8.9094753;-9.8998034;0.20506321;-7.2663689;3.46115526;-4.2500589
128;Noord-Friesland (CR);2010;0.1570302;0.32792775;6.18993202;-1.0302256;1.52339666;-2.1772248;-6.0478499;11.0880881;-12.404538;3.53052234;11.2055788;-1.5303167;0.05616084;-4.0801995;2.33447613;2.82595902
129;Noord-Friesland (CR);2011;1.1953457;1.44839357;3.26586709;2.1594222;5.45411308;1.09328386;-4.540861;7.50105455;2.16393226;-0.8435679;9.15552937;2.98018948;2.18094157;-3.2569551;1.17263677;0.06264201
130;Noord-Friesland (CR);2012;-2.0188391;-1.9148441;;;;;;;;;;;;;;
131;Noord-Friesland (CR);2013;-0.5894515;-0.2776531;;;;;;;;;;;;;;
132;Zuidwest-Friesland (CR);2008;1.83110639;2.10259052;4.6791926;0.62902268;27.5420448;-0.0846985;20.4149574;7.43753745;-1.5045144;-3.2081947;-6.9895045;14.1073606;5.00851007;7.7751358;2.69260745;7.54950077
133;Zuidwest-Friesland (CR);2009;-4.4906237;-4.1277113;7.17153956;-16.043585;-100.0;-16.064423;24.0215866;-4.7164549;5.0410127;-11.786394;26.9528938;-11.600666;0.96778291;-2.9260572;3.18371519;-6.8109579
134;Zuidwest-Friesland (CR);2010;-1.8703361;-1.7028978;9.27563379;9.31981782;;9.94935965;-6.2543852;0.62841377;-35.44951;1.06376947;-8.9082866;1.86368006;-0.0093815;-15.760055;7.25168477;-6.0028274
135;Zuidwest-Friesland (CR);2011;-1.3505201;-1.1038384;-1.9381721;1.11866639;121.939407;2.00307941;-7.5277548;-42.505003;-2.5519244;0.43991786;-4.5423724;-4.32651;0.72465713;-3.6025243;-2.3857916;3.7706418
136;Zuidwest-Friesland (CR);2012;-1.5248124;-1.420293;;;;;;;;;;;;;;
137;Zuidwest-Friesland (CR);2013;-1.194653;-0.8847528;;;;;;;;;;;;;;
138;Zuidoost-Friesland (CR);2008;-1.1688305;-0.9053443;5.68360878;-8.0687652;-36.205542;-8.5080349;1.34479176;-1.1785638;1.06384374;-9.4690494;-3.2402356;12.1610631;-4.9435301;13.0878301;5.53410459;1.35050478
139;Zuidoost-Friesland (CR);2009;-2.631959;-2.2619841;4.92591066;-1.0650022;55.2831505;-0.5245773;-13.369186;-10.621506;-4.3763563;-9.8435478;-0.8411189;-1.9573575;0.45674412;-7.2179714;3.67048235;-3.0378679
140;Zuidoost-Friesland (CR);2010;3.04928246;3.22511505;5.23541646;3.88572869;-4.4737353;7.98122306;13.3248244;-28.542257;3.278002;7.45001946;2.19850946;-5.5960138;1.37446542;0.50591317;2.79885252;2.94092025
141;Zuidoost-Friesland (CR);2011;1.5064078;1.76023351;1.08346816;3.09811177;26.483458;2.94794412;-4.9675029;0.4692011;6.73173042;0.4155872;-4.6093273;0.6126291;0.79065517;1.37777536;1.8706455;-2.4539897
142;Zuidoost-Friesland (CR);2012;-0.6174588;-0.5119763;;;;;;;;;;;;;;
143;Zuidoost-Friesland (CR);2013;-1.392019;-1.0827379;;;;;;;;;;;;;;
144;Noord-Drenthe (CR);2008;0.92486456;1.19393263;4.41703693;-1.846072;2.37433609;-3.9116191;-7.5676508;2.56962807;-13.232511;4.27662508;-18.912469;-1.4925762;-2.8389068;-0.944595;7.40092493;-2.5115378
145;Noord-Drenthe (CR);2009;-3.7742776;-3.4086432;10.9260283;-16.108367;-17.781364;-19.128632;-11.734084;7.26576191;4.41010298;-6.7219036;2.12311411;16.1428143;1.81348369;-5.2146112;-2.0465177;3.95134714
146;Noord-Drenthe (CR);2010;0.72797563;0.89984738;-9.1693515;4.00298363;3.27335947;6.1175294;-0.0773366;-1.1958659;-5.9389881;23.6980135;-0.1057176;-3.0430491;0.1766148;-1.4562082;-5.9295279;-8.8116839
