ID;RegioS;Perioden;BbpVolumemutaties_1;AUAlleEconomischeActiviteiten_2;ALandbouwBosbouwEnVisserij_3;BENijverheidGeenBouwEnEnergie_4;BDelfstoffenwinning_5;CIndustrie_6;DEnergievoorziening_7;EWaterbedrijvenEnAfvalbeheer_8;FBouwnijverheid_9;GIHandelVervoerEnHoreca_10;JInformatieEnCommunicatie_11;KFinancieleDienstverlening_12;LVerhuurEnHandelVanOnroerendGoed_13;MNZakelijkeDienstverlening_14;OQOverheidEnZorg_15;RUCultuurRecreatieOverigeDiensten_16
291;Zeeuwsch-Vlaanderen (CR);2011;1.49366017;1.747454;7.86432643;-1.3102734;11.1110802;-2.1994229;208.312736;12.2718348;13.1733075;1.82621298;-16.563644;20.6843996;1.96435146;7.28618381;-1.3761466;-0.8800816
292;Zeeuwsch-Vlaanderen (CR);2012;3.07624978;3.18565262;;;;;;;;;;;;;;
293;Zeeuwsch-Vlaanderen (CR);2013;-0.5747368;-0.2628923;;;;;;;;;;;;;;
294;Overig Zeeland (CR);2008;4.19959254;4.47739111;1.33744835;11.425853;-6.3759885;8.34988866;18.4300613;3.52196117;-3.9912669;-0.588165;13.281956;20.1850809;1.59265812;6.43102448;1.85612463;11.1513379
295;Overig Zeeland (CR);2009;-3.3247232;-2.9573806;8.65884604;-8.7578206;21.3753492;-14.847017;1.44251753;5.15765845;-3.9573279;-2.3664142;-3.0633295;-6.3708724;-0.4905225;-5.3433028;1.85302425;-0.6417188
296;Overig Zeeland (CR);2010;6.69746085;6.87951831;5.5465531;18.6173774;27.2993398;19.8449646;18.4657756;-4.5611778;1.20050513;3.33951913;27.8488541;-11.394165;1.53192705;-1.9541746;3.42887311;4.02493624
297;Overig Zeeland (CR);2011;-2.0022155;-1.7571635;-6.5802885;-8.134788;21.6362225;0.63811889;-19.364484;6.25639212;5.23464155;2.70201386;1.10599799;-0.569191;2.03270006;-1.7569996;1.42800282;-7.4872197
298;Overig Zeeland (CR);2012;-1.8863122;-1.7821765;;;;;;;;;;;;;;
299;Overig Zeeland (CR);2013;-0.7539197;-0.4426372;;;;;;;;;;;;;;
300;West-Noord-Brabant (CR);2008;1.71774207;1.98892396;4.80941161;-3.5903265;-13.436076;-0.7052729;-21.390384;6.05197069;1.25564756;6.2137712;21.3162689;13.1931824;-0.981602;6.40445076;2.61078576;1.04743773
301;West-Noord-Brabant (CR);2009;-5.7402054;-5.3820411;8.77462503;-10.199589;-2.1136191;-10.931206;-2.5207148;-19.564775;-3.2477053;-10.468511;-1.2707896;4.04465199;-1.4290629;-8.3856088;4.59763487;-2.0429229
302;West-Noord-Brabant (CR);2010;1.00679962;1.17914712;9.62005479;-2.6010779;5.00738302;-3.5627298;-2.0956179;19.1156398;-7.5796972;7.69501732;7.58238114;1.8631474;2.92802255;4.51726971;-0.7433988;-0.1822851
303;West-Noord-Brabant (CR);2011;1.93321052;2.18810349;-0.0888668;0.31656534;-10.463246;-0.5654243;1.41926042;17.0433658;3.98514345;3.47338164;-3.0885383;0.00742331;1.86356819;7.89735216;1.81292089;-1.5000645
304;West-Noord-Brabant (CR);2012;-1.2063243;-1.1014669;;;;;;;;;;;;;;
305;West-Noord-Brabant (CR);2013;-1.127969;-0.8178597;;;;;;;;;;;;;;
306;Midden-Noord-Brabant (CR);2008;2.25808949;2.53071197;7.1973057;0.17526574;-40.839126;2.91770322;-34.391441;-12.589191;0.2941923;2.13156672;13.7759499;1.50541001;2.92347082;7.15904214;2.78845917;-6.9972955
307;Midden-Noord-Brabant (CR);2009;-3.5588689;-3.1924161;6.70049826;-7.1662395;-27.763298;-7.1485911;9.35628732;-17.995321;-2.3587728;-4.0772898;-42.895004;-11.275016;-0.8660376;-3.936325;7.15817;1.89030933
308;Midden-Noord-Brabant (CR);2010;1.47792853;1.65107992;0.38459844;3.52128854;-17.790427;3.24440022;10.6386119;3.96006587;-12.341532;6.77506034;11.9469406;-5.42966;-0.0195851;-10.441555;8.2759523;-0.7349869
309;Midden-Noord-Brabant (CR);2011;2.18998429;2.44551935;5.05450343;4.56092196;-3.4869024;5.63158913;-14.303347;0.1096684;6.19740384;0.84909946;9.00146623;0.56909321;1.7493174;-5.0496432;5.45771544;-3.4048619
310;Midden-Noord-Brabant (CR);2012;-1.6705617;-1.566197;;;;;;;;;;;;;;
311;Midden-Noord-Brabant (CR);2013;-1.1563726;-0.8463524;;;;;;;;;;;;;;
312;Noordoost-Noord-Brabant (CR);2008;2.74668351;3.02060859;-3.583238;7.05154958;-16.712772;6.23725264;12.3841782;7.41019305;2.41382413;1.45612035;6.92939884;-3.1571407;4.08740398;2.92768548;1.62659251;-1.7523588
313;Noordoost-Noord-Brabant (CR);2009;-0.3949134;-0.0164383;22.2369928;2.11894759;-9.8983122;-0.8491886;19.6864379;-1.2943657;-2.2631474;-2.7910046;-9.0486956;3.06009574;0.28084762;-6.973603;6.03951831;-4.8784941
314;Noordoost-Noord-Brabant (CR);2010;-2.0035854;-1.8363745;0.8639387;-4.9969819;-16.959336;-10.703492;15.8682775;0.98034134;-14.251945;1.72886689;0.97569169;2.29851463;1.37416617;-3.0491241;0.86161516;1.34929788
315;Noordoost-Noord-Brabant (CR);2011;1.20501207;1.45808412;1.01681772;1.18821044;2.61489435;0.941879;1.99189728;0.99357182;8.4334764;0.34648951;2.4294701;5.27291516;0.52119438;-1.6242465;0.92250376;-1.6348987
316;Noordoost-Noord-Brabant (CR);2012;-1.5838517;-1.479395;;;;;;;;;;;;;;
317;Noordoost-Noord-Brabant (CR);2013;-1.2236143;-0.913805;;;;;;;;;;;;;;
318;Zuidoost-Noord-Brabant (CR);2008;0.95600778;1.22515887;0.19297853;-4.7858361;25.6588838;-4.906201;-0.0612947;-8.0735999;4.87595386;-0.4206281;-3.6769018;9.68162417;4.60774042;6.37796111;3.94381667;1.38539948
319;Zuidoost-Noord-Brabant (CR);2009;-8.2172737;-7.8685216;12.9985866;-30.554236;-27.400551;-32.297901;-4.1687838;-9.2789647;-5.8091066;-5.8059178;3.14796968;1.73160359;-0.8388416;-6.9294696;5.63701979;5.08751049
320;Zuidoost-Noord-Brabant (CR);2010;9.6792814;9.86642672;-7.3016541;55.274976;-82.148822;61.2758357;15.9351521;-6.5603855;-14.576482;1.5388085;5.69966521;-2.3334286;1.6372239;1.9892933;2.4751183;-6.553969
321;Zuidoost-Noord-Brabant (CR);2011;3.62087553;3.87998865;7.25439659;13.9200844;34.6319055;14.0056644;12.3829428;13.0477471;1.14573711;-0.1740695;1.05319488;-11.740562;2.59655699;0.97032939;4.21272339;1.5469781
322;Zuidoost-Noord-Brabant (CR);2012;-2.2294725;-2.125701;;;;;;;;;;;;;;
323;Zuidoost-Noord-Brabant (CR);2013;-1.0143728;-0.7039071;;;;;;;;;;;;;;
324;Noord-Limburg (CR);2008;0.27879296;0.54613859;4.58550059;-2.5533555;47.3787096;-2.0815002;-30.435758;-7.3830253;2.64008926;1.11438304;11.938316;3.07934352;-6.3542335;4.05284672;1.29454949;6.67587569
325;Noord-Limburg (CR);2009;-4.9315246;-4.5702875;2.33844342;-10.134728;-20.816982;-10.703837;6.80585;0.54434455;-10.832979;-6.5877897;9.29220723;-4.3914932;-0.3372189;-8.6545576;2.74936222;-4.0570245
326;Noord-Limburg (CR);2010;-0.5276453;-0.357916;2.45817769;0.76921025;-24.682306;0.70871648;18.2431356;0.85396208;-19.157926;-0.4528262;-1.751236;1.01531032;-0.5453611;-2.565342;3.44995512;-1.216632
327;Noord-Limburg (CR);2011;2.99825774;3.25581396;12.9623677;5.74635321;18.7111788;5.44027529;-4.6548539;21.0607821;0.0791571;2.68274518;16.8413067;1.14282378;-0.314463;7.91873488;-0.9293189;-3.2323478
328;Noord-Limburg (CR);2012;-1.4714511;-1.3668751;;;;;;;;;;;;;;
329;Noord-Limburg (CR);2013;-1.167634;-0.8576491;;;;;;;;;;;;;;
330;Midden-Limburg (CR);2008;2.63183646;2.90545535;-8.6212001;1.19434866;24.7731688;-2.7872458;8.74251568;3.36005992;5.05425918;0.7040352;-2.2847351;7.88069177;2.15051416;3.29952802;7.15242026;12.5077728
331;Midden-Limburg (CR);2009;-0.4555226;-0.0772778;21.6282473;-0.9574142;-28.276009;-4.0101878;5.586463;4.45792234;-5.0102531;-5.5096183;31.3010388;-3.8944382;-0.493511;-10.866381;10.4499307;-2.6904553
332;Midden-Limburg (CR);2010;1.35966463;1.53261423;-4.4466047;4.12482653;-43.536529;10.0992344;-1.5183477;-7.9090592;-3.8516818;-1.5005809;-17.602534;4.36981402;0.00583576;1.60123646;3.97950051;-4.564594
333;Midden-Limburg (CR);2011;1.26651998;1.51974584;4.52791303;-1.8010413;0.9423056;4.32049419;-9.7191306;-20.431109;6.16873338;3.85573642;-1.3700918;0.2252114;2.04776795;4.20570027;2.71102694;-3.1703585
334;Midden-Limburg (CR);2012;-1.7899157;-1.6856777;;;;;;;;;;;;;;
335;Midden-Limburg (CR);2013;-1.1844327;-0.8745005;;;;;;;;;;;;;;
336;Zuid-Limburg (CR);2008;0.67247442;0.94086961;0.18444349;-2.7027573;12.7750139;-4.9770266;17.1181548;-0.5419914;-1.3110974;2.79005778;13.656551;3.84853142;-9.6259659;4.75404715;2.57267797;-4.9018863
337;Zuid-Limburg (CR);2009;-6.3111389;-5.955144;2.41245263;-7.7622877;-23.046045;-7.8806478;-8.7802091;7.1248442;-7.3641927;-8.0551045;-28.93162;-3.2204091;-1.5993022;-7.1784959;2.47212402;0.40481208
338;Zuid-Limburg (CR);2010;2.65192531;2.82707988;2.40616733;9.21372605;3.70645709;9.03970692;14.3723291;-7.435525;-9.3461133;7.05844287;-0.8745969;-7.2431099;1.49046525;-5.5688571;5.54105313;-7.3236185
339;Zuid-Limburg (CR);2011;0.755255;1.00720239;-2.9263148;-0.5206413;14.826666;0.21717265;-7.3095476;3.34438597;9.27900317;2.70563406;-0.773542;-0.8878725;1.93898234;1.2440719;1.01118497;-2.7900465
340;Zuid-Limburg (CR);2012;-0.4689413;-0.3633012;;;;;;;;;;;;;;
341;Zuid-Limburg (CR);2013;-1.7414859;-1.4333009;;;;;;;;;;;;;;
342;Flevoland (CR);2008;0.09002221;0.35686457;4.07752716;-1.0056773;;-5.1062827;8.37111621;26.0455186;-5.2649096;-1.9793536;1.29415182;0.28310188;-4.5308283;1.55575422;5.70029062;-1.2931214
343;Flevoland (CR);2009;-5.3710223;-5.0114552;5.18643487;-2.4525771;;-2.8917664;3.70255502;-9.3965314;7.26376347;-7.2736212;-10.367263;-12.999527;-1.2821392;-18.815793;4.98358273;0.45690413
344;Flevoland (CR);2010;3.41180787;3.58825903;6.76641473;9.06468038;;4.69040072;22.8335579;21.5608193;-12.985048;7.47141939;-9.4992373;0.66671314;0.80410818;-0.3830766;5.57340976;13.125299
345;Flevoland (CR);2011;1.34572685;1.59915076;-3.2588974;2.04005387;;1.91463451;-1.3335158;10.3931694;4.95287177;6.74935233;2.27231503;-2.7910589;2.78317335;-2.1633805;0.3680077;-4.8708748
346;Flevoland (CR);2012;-1.3148588;-1.2101166;;;;;;;;;;;;;;
347;Flevoland (CR);2013;-0.5808773;-0.269052;;;;;;;;;;;;;;
348;Utrecht-West (CP);2008;0.31817913;0.58562976;3.85438959;-0.2923256;;-0.1151651;;-4.8692103;-7.0887403;-4.4622073;-2.6053602;10.7209509;8.64136785;3.2046272;4.16211139;17.7021786
349;Utrecht-West (CP);2009;-0.6937677;-0.3164282;3.96849028;-5.024742;;-5.9955647;;21.8339826;19.4399804;-2.9501987;-19.229514;-2.6013906;1.53481144;-1.5035756;-1.0444833;-3.6863202
350;Utrecht-West (CP);2010;-7.8329599;-7.6756957;4.99291462;-7.8253703;;-8.1658393;;-0.2331192;-14.827047;-7.3157836;9.67443576;-30.858593;-0.0479761;-9.5227625;0.082097;4.82787851
351;Utrecht-West (CP);2011;-7.2600456;-7.0281412;-7.8697353;-2.0305372;;-2.2867902;;3.0326722;-9.8005824;-6.4732404;5.24285699;-9.2750275;-13.735698;-11.162538;-3.8236256;-12.150947
352;Utrecht-West (CP);2012;-1.9686076;-1.8645592;;;;;;;;;;;;;;
353;Utrecht-West (CP);2013;-1.4383974;-1.1292617;;;;;;;;;;;;;;
354;Stadsgewest Amersfoort (CP);2008;-1.9123384;-1.6508344;3.71850739;2.90652197;;3.87846683;-9.307144;-4.1766308;-3.0342524;-7.3745079;-5.826702;-2.1856552;5.04336547;-3.7780724;4.00063787;-2.4466293
355;Stadsgewest Amersfoort (CP);2009;0.25083057;0.63175934;12.0059659;-10.908383;;-10.112942;-38.554947;-1.1129987;-5.9065525;-1.9568889;1.60319185;22.8169608;1.93047234;-3.9504544;4.51275544;1.5605454
356;Stadsgewest Amersfoort (CP);2010;2.54272213;2.71769037;5.71986813;7.54875312;;8.4317952;-1.2350395;-3.4060087;-8.9527558;3.05225757;9.3281104;14.1524691;1.53210344;-8.0745459;1.86884024;4.32131877
357;Stadsgewest Amersfoort (CP);2011;-0.4967931;-0.2479765;-2.073107;-2.727352;;-2.6021054;-9.6197142;-0.7033838;5.56918374;1.75130062;0.29203265;-11.958802;1.78504079;-0.5145653;3.70225045;4.36864751
358;Stadsgewest Amersfoort (CP);2012;-1.4496832;-1.3450841;;;;;;;;;;;;;;
359;Stadsgewest Amersfoort (CP);2013;-1.5198312;-1.2109509;;;;;;;;;;;;;;
360;Stadsgewest Utrecht (CP);2008;2.80440351;3.07848248;2.23821248;3.52743595;33.2176587;1.55947266;7.79163746;6.79463467;3.81010797;-4.4163843;12.7891295;7.783903;7.76383936;0.65497371;3.12065558;-5.5689221
361;Stadsgewest Utrecht (CP);2009;-1.1504623;-0.7748581;-8.1979327;5.50562934;87.4441728;2.29072595;15.2899119;-3.6962617;-0.0807711;-2.2637234;-7.7814645;5.39688868;-1.3259822;-9.3455463;4.82591995;-0.3378189
362;Stadsgewest Utrecht (CP);2010;-1.2907548;-1.1223276;2.86514498;-5.9663022;98.438157;-3.3217399;-12.822904;1.31965384;-2.4977362;3.90698595;-12.53983;-0.9362727;5.4090396;-3.86356;3.44678959;-2.7776095
363;Stadsgewest Utrecht (CP);2011;3.22152081;3.47963531;19.9828091;-1.5617177;15.8056951;6.63006014;-19.081857;-1.9814113;14.9868891;5.06915682;2.5117976;1.195552;5.28029394;1.48806654;4.65000807;1.43774442
364;Stadsgewest Utrecht (CP);2012;-1.1599787;-1.0550721;;;;;;;;;;;;;;
365;Stadsgewest Utrecht (CP);2013;-0.9778542;-0.667274;;;;;;;;;;;;;;
366;Zuidoost-Utrecht (CP);2008;1.70383873;1.97498356;-1.0602024;4.69242853;-74.95962;1.01005576;16.7478057;31.0926917;-2.4736048;-1.4329406;4.2447594;5.76675124;9.49127246;2.81425285;0.26868444;0.14773036
367;Zuidoost-Utrecht (CP);2009;-4.5825785;-4.2200155;2.33294395;-12.662636;-100.0;-4.8593159;-41.13685;-1.8480799;-2.5137593;-4.6654602;-4.9555136;-8.6689275;-0.7819819;-0.7596037;-3.5482182;4.06099243
368;Zuidoost-Utrecht (CP);2010;-0.2926832;-0.122553;-0.6078352;4.17580686;;11.4200118;-33.755996;-12.823331;-6.7558737;2.08032204;-19.898605;14.4542383;0.13852863;-4.383033;2.20441867;2.79510612
369;Zuidoost-Utrecht (CP);2011;0.76126332;1.01322574;-4.7929261;-5.2577356;-100.0;0.42177283;-53.021304;-17.384992;4.6673146;4.15029755;0.99009564;-10.413332;2.03376688;-2.608997;3.21659729;4.62129655
370;Zuidoost-Utrecht (CP);2012;-1.537486;-1.4329801;;;;;;;;;;;;;;
371;Zuidoost-Utrecht (CP);2013;-1.3698621;-1.0605115;;;;;;;;;;;;;;
372;Amsterdam (CP);2008;2.27541061;2.54807926;12.0488473;-10.745327;-44.631797;-13.466491;-6.1765082;-4.4395613;-6.3304587;-3.0169429;-4.3275578;8.53350467;11.404455;10.2908551;1.97855746;-9.1591877
373;Amsterdam (CP);2009;-2.2850438;-1.9137507;-17.836456;8.41082077;25.0045753;6.46833761;17.2126528;1.14393772;-9.1762219;-3.0167662;-1.0502527;-3.1534053;1.4797775;-8.6610513;4.06303337;-4.2845944
374;Amsterdam (CP);2010;4.77453515;4.95331152;1.24074977;3.83041077;67.59427;3.55811466;4.75046454;-4.5279992;-8.4840536;0.40922208;-1.5159742;14.4530353;3.76294817;4.96253568;2.21727736;2.41987016
375;Amsterdam (CP);2011;0.83853398;1.09068962;-14.716749;-5.251446;16.4603372;0.39320949;-15.880251;-0.6037767;12.9570823;3.46229564;-1.028362;-0.568665;1.22376545;3.01625296;1.78570305;1.07708385
376;Amsterdam (CP);2012;-0.9721184;-0.8670124;;;;;;;;;;;;;;
377;Amsterdam (CP);2013;-0.5793;-0.2674698;;;;;;;;;;;;;;
378;Overig Agglomeratie Amsterdam (CP);2008;6.25790124;6.54118731;0.04852545;11.7927012;;10.6593803;17.448228;9.92056389;-16.844877;-8.6015212;57.5586386;2.75786667;9.71309659;12.8253104;-0.9364581;-13.472244
379;Overig Agglomeratie Amsterdam (CP);2009;-5.1603029;-4.7999351;-9.6883208;-9.9349217;;-4.9930603;-30.363906;-23.659308;5.42921533;-13.922527;1.316701;-10.462037;1.48268871;-4.9664494;5.7276331;3.26286808
380;Overig Agglomeratie Amsterdam (CP);2010;-1.966992;-1.7997186;-4.8715479;18.1095844;;12.4695958;45.3053864;40.7932536;-12.864556;-5.9206509;-19.570384;-2.2848815;-1.1821618;-0.4746775;4.16661752;4.8540433
381;Overig Agglomeratie Amsterdam (CP);2011;1.3935224;1.64706583;4.72774387;11.3256629;;18.8020418;-21.712213;14.9690642;-14.230384;2.72168498;-9.8054959;7.30714218;1.02482221;-0.5140574;2.32607373;2.2470983
382;Overig Agglomeratie Amsterdam (CP);2012;-1.5454321;-1.4409346;;;;;;;;;;;;;;
383;Overig Agglomeratie Amsterdam (CP);2013;-1.1380665;-0.8279889;;;;;;;;;;;;;;
384;Edam-Volendam en omgeving (CP);2008;3.32752693;3.60300055;2.56972557;3.72446382;313.475773;-3.6952818;33.0407794;1.11545606;-3.0191822;-3.5211763;-20.422261;12.9228801;8.04609246;14.0608939;9.41283718;-2.9882973
385;Edam-Volendam en omgeving (CP);2009;-0.0784135;0.30126418;0.47570841;4.2762428;63.6630867;-2.2683371;2.56262989;12.4053372;6.30761133;-1.8866392;35.4763016;-11.32649;0.29671323;-12.145989;2.60820986;-3.2837777
386;Edam-Volendam en omgeving (CP);2010;-1.4900543;-1.3219672;4.19519503;10.2305058;75.0934045;1.847551;22.151605;1.98198109;-13.142669;4.17629969;-29.31373;8.96392669;0.21470765;-13.145481;-0.0109324;-4.4544184
387;Edam-Volendam en omgeving (CP);2011;-0.4236434;-0.1746439;-2.6604709;0.44005871;-1.8165954;1.28508437;-3.399723;1.14386442;2.86543989;-0.6355805;11.6817665;-8.1964021;2.23894627;-1.1601647;-1.7151197;3.10335929
388;Edam-Volendam en omgeving (CP);2012;-1.7661932;-1.66193;;;;;;;;;;;;;;
389;Edam-Volendam en omgeving (CP);2013;-0.8731693;-0.5622608;;;;;;;;;;;;;;
390;Haarlemmermeer en omgeving (CP);2008;4.20219874;4.48000425;-0.4494575;-10.937713;36.2152121;-13.670903;17.2219281;56.8663596;-9.1620231;9.6288528;-15.006336;18.0863271;9.66626078;-1.9488616;4.43975999;8.55541271
391;Haarlemmermeer en omgeving (CP);2009;-6.0426511;-5.685636;0.42428165;-2.3984853;-2.1785377;-5.6346433;90.8062991;22.0232448;-5.7046277;-9.8370386;29.596059;-5.7321537;-0.783594;-11.523271;0.47938867;4.51095209
392;Haarlemmermeer en omgeving (CP);2010;1.82018765;1.99392304;-8.8299918;11.7933356;45.7917505;12.9774457;-23.216121;21.7936117;-0.1236964;5.04438699;-18.314623;8.73433574;2.22496027;1.64849593;-2.6636346;-2.194048
393;Haarlemmermeer en omgeving (CP);2011;2.76332351;3.02029225;3.87364215;1.48385992;10.3219549;1.99453602;-24.772431;6.44637445;12.004888;5.49306064;1.75020989;-7.4125432;2.60754702;0.10394703;-2.0578035;-5.5939851
394;Haarlemmermeer en omgeving (CP);2012;-0.4653026;-0.3596587;;;;;;;;;;;;;;
395;Haarlemmermeer en omgeving (CP);2013;-0.7548222;-0.4435425;;;;;;;;;;;;;;
396;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2008;0.81843729;1.08722162;0.95572695;0.88990423;-23.68594;9.72463939;71.2552188;-2.4231786;-2.0460464;0.27980367;3.8240643;1.2831001;0.56697398;-0.1904444;1.56305857;-2.7430201
397;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2009;-2.9023603;-2.5334129;-6.5387434;-10.92926;-7.095848;-14.726675;-34.016373;27.3853798;-11.386778;-4.0946274;-5.647772;-0.6313382;-0.6988412;-5.3363454;2.93046867;0.05915431
398;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2010;2.26674917;2.44124652;0.15889371;0.60729262;-5.9686035;9.50337026;-12.666138;-1.4183428;0.13206412;0.21566562;8.79710242;1.50774788;3.66486688;2.33770131;1.31844115;-0.2613064
399;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2011;-2.0397513;-1.794793;-2.8374945;-0.7865333;-7.2054514;12.318129;-28.43168;-11.370669;1.50005257;-0.1059669;-1.4185597;-4.0557539;1.77441003;-0.9547652;-3.8724719;1.4060916
400;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2012;-1.4795548;-1.3749874;;;;;;;;;;;;;;
401;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2013;-1.1725997;-0.8626303;;;;;;;;;;;;;;
402;Zoetermeer (CP);2008;-3.2217818;-2.9637688;4.95221899;-28.750748;8.26750645;-31.339699;;5.52673463;-7.4947117;-0.9423168;24.6483807;-0.1267958;-4.5113563;-9.8976274;4.45991113;4.27074084
403;Zoetermeer (CP);2009;-2.3053511;-1.9341352;0.14509143;9.40363114;-10.178879;10.8606773;;4.23878556;-7.8099925;-8.7080598;-6.334736;4.5232542;-0.1833943;-4.4993402;3.36589634;-1.8357109
404;Zoetermeer (CP);2010;-0.3996532;-0.2297055;3.17819025;-3.449006;113.314408;-7.930598;;-10.756506;-12.870343;9.19428459;11.1372703;-4.3007578;0.08071295;-8.7499081;-1.0261075;4.39673393
405;Zoetermeer (CP);2011;-0.0615662;0.1883387;18.7145391;-8.1352725;-6.1145764;-8.4101645;;-6.8939809;-8.7337082;0.67525991;7.6078926;-1.6811058;2.41555001;-9.1968753;7.50973301;2.39279483
406;Zoetermeer (CP);2012;-1.7104514;-1.6061291;;;;;;;;;;;;;;
407;Zoetermeer (CP);2013;-1.2051685;-0.8953013;;;;;;;;;;;;;;
408;Rijnmond (CP);2008;0.63028934;0.89857206;6.79304556;-2.4420507;-6.2868201;-2.9388686;1.24548428;-1.0581881;5.94233783;-1.81445;-0.0299999;0.93371069;-8.5231159;11.861344;2.42716746;3.4289586
409;Rijnmond (CP);2009;-5.3255538;-4.9658139;4.01695572;-2.9390293;-27.283274;-3.3962471;-0.9286768;9.98836523;-17.407451;-8.9128285;-5.2429217;-4.7514747;-1.8153586;-6.5519069;1.50820509;-1.4707536
410;Rijnmond (CP);2010;2.23463519;2.40907774;1.02784336;8.41253106;-6.2406818;4.05183804;33.7217183;-1.4828947;-13.310652;7.76735337;-1.5254364;-0.8695349;0.15621809;-7.233719;4.50626568;3.02613936
411;Rijnmond (CP);2011;1.49831251;1.75211798;7.5035034;2.50986195;-0.6869634;0.50881365;11.2856387;0.13756213;8.22982584;5.63594788;-4.4589059;-4.2072095;3.10812226;-3.1689119;0.50879176;-0.7927698
412;Rijnmond (CP);2012;-0.7600583;-0.6547272;;;;;;;;;;;;;;
413;Rijnmond (CP);2013;-1.3105796;-1.0010431;;;;;;;;;;;;;;
414;Overig Groot-Rijnmond (CP);2008;7.25641823;7.54236637;4.14033134;3.58869727;;3.23207315;56.3082369;5.04725479;21.0092381;7.87420756;-12.293874;12.7345613;6.6289367;12.0718964;4.09582381;-6.1868749
415;Overig Groot-Rijnmond (CP);2009;-7.9865086;-7.6368797;2.37822979;-3.7071401;;-4.8377784;13.9879578;15.0096806;-20.705883;-13.389969;27.0749728;8.89054103;-0.0208047;-3.8043712;-5.3652693;-13.738755
416;Overig Groot-Rijnmond (CP);2010;11.5606511;11.7510066;35.0744718;13.4079347;-55.356221;14.8643138;-12.623781;-6.524958;5.61547796;15.286928;70.5786658;5.80645996;12.0379782;5.74467354;2.92697243;25.5240677
417;Overig Groot-Rijnmond (CP);2011;2.16827236;2.42375313;16.0062223;9.7864879;3818.51124;8.08040802;6.46427105;1.91512067;0.95728746;4.0566786;-3.7550404;-9.9142016;1.48427097;-1.744659;-1.6769138;-6.1972838
418;Overig Groot-Rijnmond (CP);2012;-0.4189961;-0.3133031;;;;;;;;;;;;;;
419;Overig Groot-Rijnmond (CP);2013;-0.7361327;-0.4247944;;;;;;;;;;;;;;
420;Drechtsteden (CP);2008;3.02891589;3.30359341;3.33618654;6.87246785;6.90523028;5.92669611;14.0944606;18.0642459;0.04200079;4.71434938;27.0508048;16.3359722;-7.8403625;2.61478733;1.84976666;-5.0164396
421;Drechtsteden (CP);2009;1.49078421;1.8764245;-2.9095406;-4.0181093;-24.506227;-5.7512114;28.0255104;9.84526499;19.9128037;-2.635412;0.26875609;-2.6985776;-1.9186274;-7.0774939;7.8998856;-2.6666372
422;Drechtsteden (CP);2010;-2.4870347;-2.3206487;3.22477077;-3.8306554;-35.894736;-3.1015823;1.51692261;-8.1901455;-16.716684;7.56603795;-2.1208916;-1.1374755;-1.925905;-5.0062056;-0.5651536;-2.6804948
423;Drechtsteden (CP);2011;0.24235773;0.49302257;34.0578397;-2.1880726;3.548954;1.29582307;-44.374406;-14.751802;2.13726213;0.01024212;-0.318369;3.42617988;0.939141;-0.8633005;1.24501162;2.82367804
424;Drechtsteden (CP);2012;-1.5512183;-1.446727;;;;;;;;;;;;;;
425;Drechtsteden (CP);2013;-1.4723481;-1.1633189;;;;;;;;;;;;;;
426;Overig Zuidoost-Zuid-Holland (CP);2008;-2.7278759;-2.4685462;-1.3008053;-3.9037497;-100.0;-3.8484352;;12.3796342;-17.362308;2.22209223;10.6723457;11.7757864;-3.4543807;-4.8800898;2.43247371;4.13558026
427;Overig Zuidoost-Zuid-Holland (CP);2009;-3.2667824;-2.8992197;3.08149313;1.33100872;;0.66858619;;4.63684068;-12.020961;-4.1010708;-14.908885;-0.054263;-0.3347636;-11.857003;3.83833149;0.14737345
428;Overig Zuidoost-Zuid-Holland (CP);2010;-1.3084882;-1.1400913;3.21959623;-0.4867209;19.442975;-1.2538746;;9.70533333;-9.9591425;-1.5686902;-1.847629;-0.5694304;-1.5633895;-1.8999141;3.2174218;1.63787532
429;Overig Zuidoost-Zuid-Holland (CP);2011;5.96017439;6.22513714;-0.6845713;5.94454571;234.455381;4.64672094;;6.07958961;11.6557578;6.05941294;20.2580428;-3.7330397;6.97409667;6.67788916;4.74341454;1.48346801
430;Overig Zuidoost-Zuid-Holland (CP);2012;-1.5584039;-1.4539201;;;;;;;;;;;;;;
431;Overig Zuidoost-Zuid-Holland (CP);2013;-1.1356275;-0.8255422;;;;;;;;;;;;;;
432;Stadsgewest 's-Hertogenbosch (CP);2008;1.23810028;1.50800344;7.11380297;4.53317187;54.5679172;-0.7531946;13.7639014;12.0539775;4.3681543;-6.9171236;9.68252243;-7.7590204;6.62359963;5.06208779;2.16982283;-1.4051578
433;Stadsgewest 's-Hertogenbosch (CP);2009;0.14974133;0.53028599;24.9690916;1.07282587;30.4410538;-8.8981695;20.2956847;-7.8177909;-9.1500024;3.55536099;-10.435033;4.40304784;1.16556839;-6.5551661;6.95261784;-0.6010678
