ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
1645;156;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Foxham                     ;156
1646;157;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee;Foxhol                     ;157
1647;158;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Foxholsterbosch            ;158
1648;Foxwolde;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Foxwolde                   ;5895
1649;195;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Fraamklap                  ;195
1650;605;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Franeker                   ;605
1651;606;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;ja ;Franekeradeel              ;606
1652;Frankhuis;193;Zwolle                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Frankhuis                  ;1456
1653;Frankrijk;243;Harderwijk                 ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Frankrijk                  ;1832
1654;Franse Hoef;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Franse Hoef                ;6152
1655;479;56;Zuidhorn                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Fransum                    ;479
1656;Frederiksoord;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Frederiksoord              ;5934
1657;446;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Friens                     ;446
1658;762;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Frieschepalen              ;762
1659;Frieswijk;150;Deventer                   ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Frieswijk                  ;1100
1660;Friezenwijk;733;Lingewaal                  ;38;Westelijke Betuwe                       ;25;Gld.;nee;nee;Friezenwijk                ;3835
1661;Frik;398;Heerhugowaard              ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Frik                       ;2642
1662;Fromberg;986;Voerendaal                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Fromberg                   ;5256
1663;278;40;Slochteren                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee;Froombosch                 ;278
1664;Gaag (ged.);555;Maasland                   ;81;Westland                                ;28;ZH. ;nee;nee;Gaag (ged.)                ;3108
1665;Gaag (ged.);607;Schipluiden                ;81;Westland                                ;28;ZH. ;nee;nee;Gaag (ged.)                ;3291
1666;Gaal;1685;Landerd                    ;111;Maaskant                                ;30;NB. ;nee;nee;Gaal                       ;5786
1667;Gaanderen;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;ja ;nee;Gaanderen                  ;1688
1668;480;56;Zuidhorn                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Gaarkeuken                 ;480
1669;279;40;Slochteren                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Gaarland                   ;279
1670;Gaas, In de;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Gaas, In de                ;5157
1671;Gaasp;457;Weesp                      ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Gaasp                      ;2796
1672;Gaasperdam;457;Weesp                      ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Gaasperdam                 ;2797
1673;366;51;Skarsterlân                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Gaast                      ;366
1674;Gaast;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Gaast                      ;3741
1675;792;90;Smallingerland             ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Gaasten, De                ;792
1676;Gaasterlân-Sleat;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;nee;ja ;Gaasterlân-Sleat           ;3456
1677;Gaastmeer;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Gaastmeer                  ;3574
1678;Gaddijk;612;Spijkenisse                ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;nee;nee;Gaddijk                    ;3308
1679;Gaete;1719;Drimmelen                  ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Gaete                      ;6040
1680;Gagel, De;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Gagel, De                  ;4267
1681;Gageldonk;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Gageldonk                  ;3993
1682;861;104;Nijefurd                   ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Galamadammen               ;861
1683;Galberg;1684;Cuijk                      ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Galberg                    ;5771
1684;Galder;1723;Alphen-Chaam               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Galder                     ;6109
1685;Gameren;297;Zaltbommel                 ;42;Bommelerwaard                           ;25;Gld.;ja ;nee;Gameren                    ;2161
1686;Gammelke;149;Denekamp                   ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Gammelke                   ;1084
1687;Ganzedijk;1661;Reiderland                 ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Ganzedijk                  ;5495
1688;Ganzert;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Ganzert                    ;1649
1689;Gapinge;717;Veere                      ;96;Overige gemeenten Walcheren             ;29;Z.  ;ja ;nee;Gapinge                    ;3814
1690;Garderbroek;203;Barneveld                  ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Garderbroek                ;1573
1691;Garderen;203;Barneveld                  ;31;Gelderse Vallei                         ;25;Gld.;ja ;nee;Garderen                   ;1574
1692;50;9;Ten Boer                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Garmerwolde                ;50
1693;Garminge;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Garminge                   ;6245
1694;417;53;Winsum                     ;6;Groninger centrale Weidestreek          ;20;Gr. ;ja ;nee;Garnwerd                   ;417
1695;196;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Garrelsweer                ;196
1696;2;3;Appingedam                 ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Garreweer                  ;2
1697;197;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Garsthuizen                ;197
1698;Garvelinkhoek;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Garvelinkhoek              ;2035
1699;Garyp;737;Tytsjerksteradiel          ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Garyp                      ;3871
1700;Gassel;786;Grave                      ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Gassel                     ;4143
1701;Gasselte;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselte                   ;5705
1702;Gasselterboerveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Gasselterboerveen          ;5706
1703;Gasselterboerveenschemond;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Gasselterboerveenschemond  ;5707
1704;Gasselternijveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselternijveen           ;5708
1705;Gasselternijveenschemond;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasselternijveenschemond   ;5709
1706;Gastel;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;ja ;nee;Gastel                     ;5988
1707;Gastelsveer;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Gastelsveer                ;5431
1708;Gasteren;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Gasteren                   ;5710
1709;Gasthuis;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Gasthuis                   ;4998
1710;Gaternisse;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;nee;nee;Gaternisse                 ;3638
1711;Gauw;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Gauw                       ;3575
1712;Gawege;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Gawege                     ;3683
1713;Gebergte;847;Someren                    ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Gebergte                   ;4409
1714;Gebroek;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Gebroek                    ;4782
1715;Gebroek;974;Susteren                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Gebroek                    ;5178
1716;72;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Geefsweer                  ;72
1717;Geelbroek;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Geelbroek                  ;5711
1718;Geenhoven;858;Valkenswaard               ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Geenhoven                  ;4524
1719;Geer;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Geer                       ;3707
1720;Geer;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Geer                       ;3850
1721;Geerdijk;186;Vriezenveen                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Geerdijk                   ;1424
1722;Geersbroek;1723;Alphen-Chaam               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Geersbroek                 ;6110
1723;Geersdijk;1695;Noord-Beveland             ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Geersdijk                  ;5852
1724;Geertruidenberg;779;Geertruidenberg            ;104;Gebied om Breda                         ;30;NB. ;ja ;ja ;Geertruidenberg            ;4108
1725;Geervliet;568;Bernisse                   ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;ja ;nee;Geervliet                  ;3156
1726;903;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Gees                       ;903
1727;904;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Geesbrug                   ;904
1728;Geestdorp;632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Geestdorp                  ;3384
1729;Geesteren;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Geesteren                  ;1622
1730;Geesteren;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Geesteren                  ;1411
1731;Geeuwenbrug;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Geeuwenbrug                ;5935
1732;Geffen;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;ja ;nee;Geffen                     ;5587
1733;Gein;305;Abcoude                    ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Gein                       ;2212
1734;Gein;457;Weesp                      ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Gein                       ;2798
1735;Gein, Het;356;Nieuwegein                 ;46;Nieuwegein, IJsselstein                 ;26;U.  ;nee;nee;Gein, Het                  ;2430
1736;Geitenkamp;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Geitenkamp                 ;1546
1737;Geitenwaard;196;Rijnwaarden                ;26;De Lijmers                              ;25;Gld.;nee;nee;Geitenwaard                ;1483
1738;Gelderingen;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Gelderingen                ;1371
1739;Geldermalsen;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;ja ;Geldermalsen               ;1792
1740;Gelders-Veenendaal;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Gelders-Veenendaal         ;1717
1741;Gelderse Buurt;366;Anna Paulowna              ;52;Overige gemeenten Kop van Noord-Holland ;27;NH. ;nee;nee;Gelderse Buurt             ;2493
1742;Gelderse Dijk;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Gelderse Dijk              ;1980
1743;Gelderswoude;638;Zoeterwoude                ;71;Randgebied Leiden                       ;28;ZH. ;ja ;nee;Gelderswoude               ;3406
1744;Geldrop;781;Geldrop                    ;114;Randgebied Eindhoven                    ;30;NB. ;ja ;ja ;Geldrop                    ;4116
1745;Geleen;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Geleen                     ;6323
1746;Gelkenes;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Gelkenes                   ;3674
1747;Gellicum;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Gellicum                   ;1793
1748;Geloo;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Geloo                      ;5213
1749;Gelselaar;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Gelselaar                  ;1623
1750;Gement;828;Oss                        ;111;Maaskant                                ;30;NB. ;nee;nee;Gement                     ;4328
1751;Gement;865;Vught                      ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Gement                     ;4583
1752;Gemert;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Gemert                     ;5404
1753;Gemert-Bakel;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;ja ;Gemert-Bakel               ;5405
1754;Gemonde;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Gemonde                    ;4379
