ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdGewicht_1
94;Beroeps- en eigen vervoer;1;1991;462831.0
95;Beroeps- en eigen vervoer;1;1992;491091.0
96;Beroeps- en eigen vervoer;1;1993;479712.0
97;Beroeps- en eigen vervoer;1;1994;481949.0
98;Beroeps- en eigen vervoer;1;1995;493110.0
99;Beroeps- en eigen vervoer;1;1996;480196.0
100;Beroeps- en eigen vervoer;1;1997;513159.0
101;Beroeps- en eigen vervoer;1;1998;524837.0
102;Beroeps- en eigen vervoer;1;1999;585623.0
103;Beroeps- en eigen vervoer;1;2000;562310.0
104;Beroeps- en eigen vervoer;1;2001;569392.0
105;Beroeps- en eigen vervoer;1;2002;546492.0
106;Beroeps- en eigen vervoer;1;2003;595593.0
107;Beroeps- en eigen vervoer;1;2004;582575.0
108;Beroeps- en eigen vervoer;1;2005;584893.0
109;Beroeps- en eigen vervoer;1;2006;592343.0
110;Beroeps- en eigen vervoer;1;2007;612011.0
111;Beroeps- en eigen vervoer;1;2008;593320.0
112;Beroeps- en eigen vervoer;1;2009;591864.0
113;Beroeps- en eigen vervoer;1;2010;534994.0
114;Beroeps- en eigen vervoer;1;2011;532353.0
115;Beroeps- en eigen vervoer;1;2012;511413.0
116;Beroeps- en eigen vervoer;2;1955;
117;Beroeps- en eigen vervoer;2;1956;
118;Beroeps- en eigen vervoer;2;1957;
119;Beroeps- en eigen vervoer;2;1958;
120;Beroeps- en eigen vervoer;2;1959;
121;Beroeps- en eigen vervoer;2;1960;
122;Beroeps- en eigen vervoer;2;1961;
123;Beroeps- en eigen vervoer;2;1962;
124;Beroeps- en eigen vervoer;2;1963;230999.0
125;Beroeps- en eigen vervoer;2;1964;233131.0
126;Beroeps- en eigen vervoer;2;1965;255902.0
127;Beroeps- en eigen vervoer;2;1966;255362.0
128;Beroeps- en eigen vervoer;2;1967;268729.0
129;Beroeps- en eigen vervoer;2;1968;276368.0
130;Beroeps- en eigen vervoer;2;1969;297024.0
131;Beroeps- en eigen vervoer;2;1970;303934.0
132;Beroeps- en eigen vervoer;2;1971;309667.0
133;Beroeps- en eigen vervoer;2;1972;314694.0
134;Beroeps- en eigen vervoer;2;1973;321113.0
135;Beroeps- en eigen vervoer;2;1974;329592.0
136;Beroeps- en eigen vervoer;2;1975;327803.0
137;Beroeps- en eigen vervoer;2;1976;336524.0
138;Beroeps- en eigen vervoer;2;1977;336756.0
139;Beroeps- en eigen vervoer;2;1978;346883.0
140;Beroeps- en eigen vervoer;2;1979;334477.0
141;Beroeps- en eigen vervoer;2;1980;357612.0
142;Beroeps- en eigen vervoer;2;1981;351234.0
143;Beroeps- en eigen vervoer;2;1982;357874.0
144;Beroeps- en eigen vervoer;2;1983;333712.0
145;Beroeps- en eigen vervoer;2;1984;347753.0
146;Beroeps- en eigen vervoer;2;1985;343559.0
147;Beroeps- en eigen vervoer;2;1986;364223.0
148;Beroeps- en eigen vervoer;2;1987;364410.0
149;Beroeps- en eigen vervoer;2;1988;400585.0
150;Beroeps- en eigen vervoer;2;1989;384321.0
151;Beroeps- en eigen vervoer;2;1990;392720.0
152;Beroeps- en eigen vervoer;2;1991;384190.0
153;Beroeps- en eigen vervoer;2;1992;407079.0
154;Beroeps- en eigen vervoer;2;1993;393385.0
155;Beroeps- en eigen vervoer;2;1994;391045.0
156;Beroeps- en eigen vervoer;2;1995;398130.0
157;Beroeps- en eigen vervoer;2;1996;386504.0
158;Beroeps- en eigen vervoer;2;1997;417251.0
159;Beroeps- en eigen vervoer;2;1998;427989.0
160;Beroeps- en eigen vervoer;2;1999;481303.0
161;Beroeps- en eigen vervoer;2;2000;464746.0
162;Beroeps- en eigen vervoer;2;2001;470452.0
163;Beroeps- en eigen vervoer;2;2002;447445.0
164;Beroeps- en eigen vervoer;2;2003;493672.0
165;Beroeps- en eigen vervoer;2;2004;469356.0
166;Beroeps- en eigen vervoer;2;2005;474483.0
167;Beroeps- en eigen vervoer;2;2006;480446.0
168;Beroeps- en eigen vervoer;2;2007;501372.0
169;Beroeps- en eigen vervoer;2;2008;485880.0
170;Beroeps- en eigen vervoer;2;2009;494293.0
171;Beroeps- en eigen vervoer;2;2010;441276.0
172;Beroeps- en eigen vervoer;2;2011;436979.0
173;Beroeps- en eigen vervoer;2;2012;420661.0
174;Beroeps- en eigen vervoer;3;1955;
175;Beroeps- en eigen vervoer;3;1956;
176;Beroeps- en eigen vervoer;3;1957;
177;Beroeps- en eigen vervoer;3;1958;
178;Beroeps- en eigen vervoer;3;1959;
179;Beroeps- en eigen vervoer;3;1960;
180;Beroeps- en eigen vervoer;3;1961;
181;Beroeps- en eigen vervoer;3;1962;
182;Beroeps- en eigen vervoer;3;1963;
183;Beroeps- en eigen vervoer;3;1964;
184;Beroeps- en eigen vervoer;3;1965;
185;Beroeps- en eigen vervoer;3;1966;
186;Beroeps- en eigen vervoer;3;1967;
187;Beroeps- en eigen vervoer;3;1968;
188;Beroeps- en eigen vervoer;3;1969;
189;Beroeps- en eigen vervoer;3;1970;
190;Beroeps- en eigen vervoer;3;1971;
191;Beroeps- en eigen vervoer;3;1972;
192;Beroeps- en eigen vervoer;3;1973;
193;Beroeps- en eigen vervoer;3;1974;
194;Beroeps- en eigen vervoer;3;1975;
195;Beroeps- en eigen vervoer;3;1976;
196;Beroeps- en eigen vervoer;3;1977;
197;Beroeps- en eigen vervoer;3;1978;
198;Beroeps- en eigen vervoer;3;1979;
199;Beroeps- en eigen vervoer;3;1980;
200;Beroeps- en eigen vervoer;3;1981;
201;Beroeps- en eigen vervoer;3;1982;
202;Beroeps- en eigen vervoer;3;1983;
203;Beroeps- en eigen vervoer;3;1984;
204;Beroeps- en eigen vervoer;3;1985;
205;Beroeps- en eigen vervoer;3;1986;
206;Beroeps- en eigen vervoer;3;1987;
207;Beroeps- en eigen vervoer;3;1988;
208;Beroeps- en eigen vervoer;3;1989;
209;Beroeps- en eigen vervoer;3;1990;
210;Beroeps- en eigen vervoer;3;1991;
211;Beroeps- en eigen vervoer;3;1992;
212;Beroeps- en eigen vervoer;3;1993;
213;Beroeps- en eigen vervoer;3;1994;
214;Beroeps- en eigen vervoer;3;1995;
215;Beroeps- en eigen vervoer;3;1996;
216;Beroeps- en eigen vervoer;3;1997;115394.0
217;Beroeps- en eigen vervoer;3;1998;117674.0
218;Beroeps- en eigen vervoer;3;1999;127116.0
219;Beroeps- en eigen vervoer;3;2000;119849.0
220;Beroeps- en eigen vervoer;3;2001;122936.0
221;Beroeps- en eigen vervoer;3;2002;122380.0
222;Beroeps- en eigen vervoer;3;2003;128650.0
223;Beroeps- en eigen vervoer;3;2004;145504.0
224;Beroeps- en eigen vervoer;3;2005;141315.0
225;Beroeps- en eigen vervoer;3;2006;140052.0
226;Beroeps- en eigen vervoer;3;2007;137530.0
227;Beroeps- en eigen vervoer;3;2008;136721.0
228;Beroeps- en eigen vervoer;3;2009;122622.0
229;Beroeps- en eigen vervoer;3;2010;123514.0
230;Beroeps- en eigen vervoer;3;2011;124018.0
231;Beroeps- en eigen vervoer;3;2012;117757.0
232;Beroeps- en eigen vervoer;4;1955;
233;Beroeps- en eigen vervoer;4;1956;
234;Beroeps- en eigen vervoer;4;1957;
235;Beroeps- en eigen vervoer;4;1958;
236;Beroeps- en eigen vervoer;4;1959;
237;Beroeps- en eigen vervoer;4;1960;
238;Beroeps- en eigen vervoer;4;1961;
239;Beroeps- en eigen vervoer;4;1962;
240;Beroeps- en eigen vervoer;4;1963;
241;Beroeps- en eigen vervoer;4;1964;
242;Beroeps- en eigen vervoer;4;1965;
243;Beroeps- en eigen vervoer;4;1966;
244;Beroeps- en eigen vervoer;4;1967;
245;Beroeps- en eigen vervoer;4;1968;
246;Beroeps- en eigen vervoer;4;1969;
247;Beroeps- en eigen vervoer;4;1970;
248;Beroeps- en eigen vervoer;4;1971;
249;Beroeps- en eigen vervoer;4;1972;
250;Beroeps- en eigen vervoer;4;1973;
251;Beroeps- en eigen vervoer;4;1974;
252;Beroeps- en eigen vervoer;4;1975;
253;Beroeps- en eigen vervoer;4;1976;
254;Beroeps- en eigen vervoer;4;1977;
255;Beroeps- en eigen vervoer;4;1978;
256;Beroeps- en eigen vervoer;4;1979;
257;Beroeps- en eigen vervoer;4;1980;
258;Beroeps- en eigen vervoer;4;1981;
259;Beroeps- en eigen vervoer;4;1982;44737.0
260;Beroeps- en eigen vervoer;4;1983;46089.0
261;Beroeps- en eigen vervoer;4;1984;48698.0
262;Beroeps- en eigen vervoer;4;1985;50797.0
263;Beroeps- en eigen vervoer;4;1986;55659.0
264;Beroeps- en eigen vervoer;4;1987;59849.0
265;Beroeps- en eigen vervoer;4;1988;67278.0
266;Beroeps- en eigen vervoer;4;1989;70835.0
267;Beroeps- en eigen vervoer;4;1990;74659.0
268;Beroeps- en eigen vervoer;4;1991;78641.0
269;Beroeps- en eigen vervoer;4;1992;84012.0
270;Beroeps- en eigen vervoer;4;1993;86327.0
271;Beroeps- en eigen vervoer;4;1994;90904.0
272;Beroeps- en eigen vervoer;4;1995;94980.0
273;Beroeps- en eigen vervoer;4;1996;93692.0
274;Beroeps- en eigen vervoer;4;1997;95908.0
275;Beroeps- en eigen vervoer;4;1998;96848.0
276;Beroeps- en eigen vervoer;4;1999;104320.0
277;Beroeps- en eigen vervoer;4;2000;97564.0
278;Beroeps- en eigen vervoer;4;2001;98940.0
279;Beroeps- en eigen vervoer;4;2002;99047.0
280;Beroeps- en eigen vervoer;4;2003;101921.0
281;Beroeps- en eigen vervoer;4;2004;113219.0
282;Beroeps- en eigen vervoer;4;2005;110410.0
283;Beroeps- en eigen vervoer;4;2006;111897.0
284;Beroeps- en eigen vervoer;4;2007;110639.0
285;Beroeps- en eigen vervoer;4;2008;107440.0
286;Beroeps- en eigen vervoer;4;2009;97571.0
287;Beroeps- en eigen vervoer;4;2010;93718.0
288;Beroeps- en eigen vervoer;4;2011;95374.0
289;Beroeps- en eigen vervoer;4;2012;90752.0
290;Beroeps- en eigen vervoer;5;1955;
291;Beroeps- en eigen vervoer;5;1956;
292;Beroeps- en eigen vervoer;5;1957;
293;Beroeps- en eigen vervoer;5;1958;
294;Beroeps- en eigen vervoer;5;1959;
295;Beroeps- en eigen vervoer;5;1960;
296;Beroeps- en eigen vervoer;5;1961;
297;Beroeps- en eigen vervoer;5;1962;
298;Beroeps- en eigen vervoer;5;1963;
299;Beroeps- en eigen vervoer;5;1964;
300;Beroeps- en eigen vervoer;5;1965;
301;Beroeps- en eigen vervoer;5;1966;
302;Beroeps- en eigen vervoer;5;1967;
303;Beroeps- en eigen vervoer;5;1968;
304;Beroeps- en eigen vervoer;5;1969;
305;Beroeps- en eigen vervoer;5;1970;
306;Beroeps- en eigen vervoer;5;1971;
307;Beroeps- en eigen vervoer;5;1972;
308;Beroeps- en eigen vervoer;5;1973;
309;Beroeps- en eigen vervoer;5;1974;
310;Beroeps- en eigen vervoer;5;1975;
311;Beroeps- en eigen vervoer;5;1976;
312;Beroeps- en eigen vervoer;5;1977;
313;Beroeps- en eigen vervoer;5;1978;
314;Beroeps- en eigen vervoer;5;1979;
315;Beroeps- en eigen vervoer;5;1980;
316;Beroeps- en eigen vervoer;5;1981;
317;Beroeps- en eigen vervoer;5;1982;
318;Beroeps- en eigen vervoer;5;1983;
319;Beroeps- en eigen vervoer;5;1984;
320;Beroeps- en eigen vervoer;5;1985;
321;Beroeps- en eigen vervoer;5;1986;
322;Beroeps- en eigen vervoer;5;1987;
323;Beroeps- en eigen vervoer;5;1988;
324;Beroeps- en eigen vervoer;5;1989;
325;Beroeps- en eigen vervoer;5;1990;
326;Beroeps- en eigen vervoer;5;1991;
327;Beroeps- en eigen vervoer;5;1992;
328;Beroeps- en eigen vervoer;5;1993;
329;Beroeps- en eigen vervoer;5;1994;
330;Beroeps- en eigen vervoer;5;1995;
331;Beroeps- en eigen vervoer;5;1996;
332;Beroeps- en eigen vervoer;5;1997;7967.0
333;Beroeps- en eigen vervoer;5;1998;8543.0
334;Beroeps- en eigen vervoer;5;1999;9885.0
335;Beroeps- en eigen vervoer;5;2000;9566.0
336;Beroeps- en eigen vervoer;5;2001;11603.0
337;Beroeps- en eigen vervoer;5;2002;9910.0
338;Beroeps- en eigen vervoer;5;2003;13047.0
339;Beroeps- en eigen vervoer;5;2004;14938.0
340;Beroeps- en eigen vervoer;5;2005;16905.0
341;Beroeps- en eigen vervoer;5;2006;14142.0
342;Beroeps- en eigen vervoer;5;2007;13689.0
343;Beroeps- en eigen vervoer;5;2008;16291.0
344;Beroeps- en eigen vervoer;5;2009;12947.0
345;Beroeps- en eigen vervoer;5;2010;15861.0
346;Beroeps- en eigen vervoer;5;2011;16037.0
347;Beroeps- en eigen vervoer;5;2012;16255.0
348;Beroeps- en eigen vervoer;6;1955;
349;Beroeps- en eigen vervoer;6;1956;
350;Beroeps- en eigen vervoer;6;1957;
351;Beroeps- en eigen vervoer;6;1958;
352;Beroeps- en eigen vervoer;6;1959;
353;Beroeps- en eigen vervoer;6;1960;
354;Beroeps- en eigen vervoer;6;1961;
355;Beroeps- en eigen vervoer;6;1962;
356;Beroeps- en eigen vervoer;6;1963;
357;Beroeps- en eigen vervoer;6;1964;
358;Beroeps- en eigen vervoer;6;1965;
359;Beroeps- en eigen vervoer;6;1966;
360;Beroeps- en eigen vervoer;6;1967;
361;Beroeps- en eigen vervoer;6;1968;
362;Beroeps- en eigen vervoer;6;1969;
363;Beroeps- en eigen vervoer;6;1970;
364;Beroeps- en eigen vervoer;6;1971;
365;Beroeps- en eigen vervoer;6;1972;
366;Beroeps- en eigen vervoer;6;1973;
367;Beroeps- en eigen vervoer;6;1974;
368;Beroeps- en eigen vervoer;6;1975;
369;Beroeps- en eigen vervoer;6;1976;
370;Beroeps- en eigen vervoer;6;1977;
371;Beroeps- en eigen vervoer;6;1978;
372;Beroeps- en eigen vervoer;6;1979;
373;Beroeps- en eigen vervoer;6;1980;
374;Beroeps- en eigen vervoer;6;1981;
375;Beroeps- en eigen vervoer;6;1982;
376;Beroeps- en eigen vervoer;6;1983;
377;Beroeps- en eigen vervoer;6;1984;
378;Beroeps- en eigen vervoer;6;1985;
379;Beroeps- en eigen vervoer;6;1986;
380;Beroeps- en eigen vervoer;6;1987;
381;Beroeps- en eigen vervoer;6;1988;
382;Beroeps- en eigen vervoer;6;1989;
383;Beroeps- en eigen vervoer;6;1990;
384;Beroeps- en eigen vervoer;6;1991;
385;Beroeps- en eigen vervoer;6;1992;
386;Beroeps- en eigen vervoer;6;1993;
387;Beroeps- en eigen vervoer;6;1994;
388;Beroeps- en eigen vervoer;6;1995;
389;Beroeps- en eigen vervoer;6;1996;
390;Beroeps- en eigen vervoer;6;1997;11519.0
391;Beroeps- en eigen vervoer;6;1998;12283.0
392;Beroeps- en eigen vervoer;6;1999;12911.0
393;Beroeps- en eigen vervoer;6;2000;12719.0
394;Beroeps- en eigen vervoer;6;2001;12393.0
395;Beroeps- en eigen vervoer;6;2002;13423.0
396;Beroeps- en eigen vervoer;6;2003;13682.0
397;Beroeps- en eigen vervoer;6;2004;17347.0
398;Beroeps- en eigen vervoer;6;2005;14000.0
399;Beroeps- en eigen vervoer;6;2006;14013.0
400;Beroeps- en eigen vervoer;6;2007;13202.0
401;Beroeps- en eigen vervoer;6;2008;12990.0
402;Beroeps- en eigen vervoer;6;2009;12104.0
403;Beroeps- en eigen vervoer;6;2010;13935.0
404;Beroeps- en eigen vervoer;6;2011;12608.0
405;Beroeps- en eigen vervoer;6;2012;10750.0
406;Beroepsvervoer;0;1955;
407;Beroepsvervoer;0;1956;
408;Beroepsvervoer;0;1957;
409;Beroepsvervoer;0;1958;
410;Beroepsvervoer;0;1959;
411;Beroepsvervoer;0;1960;
412;Beroepsvervoer;0;1961;
413;Beroepsvervoer;0;1962;
414;Beroepsvervoer;0;1963;
415;Beroepsvervoer;0;1964;
416;Beroepsvervoer;0;1965;
417;Beroepsvervoer;0;1966;
418;Beroepsvervoer;0;1967;
419;Beroepsvervoer;0;1968;
420;Beroepsvervoer;0;1969;
421;Beroepsvervoer;0;1970;
422;Beroepsvervoer;0;1971;
423;Beroepsvervoer;0;1972;
424;Beroepsvervoer;0;1973;
425;Beroepsvervoer;0;1974;
426;Beroepsvervoer;0;1975;
427;Beroepsvervoer;0;1976;
428;Beroepsvervoer;0;1977;
429;Beroepsvervoer;0;1978;
430;Beroepsvervoer;0;1979;
431;Beroepsvervoer;0;1980;
432;Beroepsvervoer;0;1981;
433;Beroepsvervoer;0;1982;
434;Beroepsvervoer;0;1983;
435;Beroepsvervoer;0;1984;
436;Beroepsvervoer;0;1985;
437;Beroepsvervoer;0;1986;
438;Beroepsvervoer;0;1987;
439;Beroepsvervoer;0;1988;
440;Beroepsvervoer;0;1989;
441;Beroepsvervoer;0;1990;
442;Beroepsvervoer;0;1991;
443;Beroepsvervoer;0;1992;
444;Beroepsvervoer;0;1993;
445;Beroepsvervoer;0;1994;
446;Beroepsvervoer;0;1995;
447;Beroepsvervoer;0;1996;
448;Beroepsvervoer;0;1997;403023.0
449;Beroepsvervoer;0;1998;415350.0
450;Beroepsvervoer;0;1999;455860.0
451;Beroepsvervoer;0;2000;431150.0
452;Beroepsvervoer;0;2001;444197.0
453;Beroepsvervoer;0;2002;424625.0
454;Beroepsvervoer;0;2003;429274.0
455;Beroepsvervoer;0;2004;452782.0
456;Beroepsvervoer;0;2005;439993.0
457;Beroepsvervoer;0;2006;450875.0
458;Beroepsvervoer;0;2007;477671.0
459;Beroepsvervoer;0;2008;483847.0
460;Beroepsvervoer;0;2009;442618.0
461;Beroepsvervoer;0;2010;436860.0
462;Beroepsvervoer;0;2011;428032.0
463;Beroepsvervoer;0;2012;412078.0
464;Beroepsvervoer;1;1955;
465;Beroepsvervoer;1;1956;
466;Beroepsvervoer;1;1957;
467;Beroepsvervoer;1;1958;
468;Beroepsvervoer;1;1959;
469;Beroepsvervoer;1;1960;
470;Beroepsvervoer;1;1961;
471;Beroepsvervoer;1;1962;
472;Beroepsvervoer;1;1963;
473;Beroepsvervoer;1;1964;
474;Beroepsvervoer;1;1965;
475;Beroepsvervoer;1;1966;
476;Beroepsvervoer;1;1967;
477;Beroepsvervoer;1;1968;
478;Beroepsvervoer;1;1969;
479;Beroepsvervoer;1;1970;
480;Beroepsvervoer;1;1971;
481;Beroepsvervoer;1;1972;
482;Beroepsvervoer;1;1973;
483;Beroepsvervoer;1;1974;
484;Beroepsvervoer;1;1975;
485;Beroepsvervoer;1;1976;
486;Beroepsvervoer;1;1977;
487;Beroepsvervoer;1;1978;
488;Beroepsvervoer;1;1979;
489;Beroepsvervoer;1;1980;
490;Beroepsvervoer;1;1981;
491;Beroepsvervoer;1;1982;243424.0
492;Beroepsvervoer;1;1983;229526.0
493;Beroepsvervoer;1;1984;248694.0
494;Beroepsvervoer;1;1985;254746.0
495;Beroepsvervoer;1;1986;273420.0
496;Beroepsvervoer;1;1987;286879.0
497;Beroepsvervoer;1;1988;310357.0
498;Beroepsvervoer;1;1989;300687.0
499;Beroepsvervoer;1;1990;314494.0
500;Beroepsvervoer;1;1991;318238.0
501;Beroepsvervoer;1;1992;351769.0
502;Beroepsvervoer;1;1993;354267.0
503;Beroepsvervoer;1;1994;359166.0
504;Beroepsvervoer;1;1995;372727.0
505;Beroepsvervoer;1;1996;368172.0
506;Beroepsvervoer;1;1997;384078.0
507;Beroepsvervoer;1;1998;394930.0
508;Beroepsvervoer;1;1999;433822.0
509;Beroepsvervoer;1;2000;409664.0
510;Beroepsvervoer;1;2001;420796.0
511;Beroepsvervoer;1;2002;401800.0
512;Beroepsvervoer;1;2003;403187.0
513;Beroepsvervoer;1;2004;421741.0
514;Beroepsvervoer;1;2005;411221.0
515;Beroepsvervoer;1;2006;424926.0
516;Beroepsvervoer;1;2007;453207.0
517;Beroepsvervoer;1;2008;457241.0
518;Beroepsvervoer;1;2009;418827.0
519;Beroepsvervoer;1;2010;407936.0
520;Beroepsvervoer;1;2011;400576.0
521;Beroepsvervoer;1;2012;386719.0
522;Beroepsvervoer;2;1955;76283.0
523;Beroepsvervoer;2;1956;80020.0
524;Beroepsvervoer;2;1957;83230.0
525;Beroepsvervoer;2;1958;77093.0
526;Beroepsvervoer;2;1959;87137.0
527;Beroepsvervoer;2;1960;96523.0
528;Beroepsvervoer;2;1961;110450.0
529;Beroepsvervoer;2;1962;118375.0
530;Beroepsvervoer;2;1963;121911.0
531;Beroepsvervoer;2;1964;131866.0
532;Beroepsvervoer;2;1965;140625.0
533;Beroepsvervoer;2;1966;148549.0
534;Beroepsvervoer;2;1967;154450.0
535;Beroepsvervoer;2;1968;163287.0
536;Beroepsvervoer;2;1969;173472.0
537;Beroepsvervoer;2;1970;180939.0
538;Beroepsvervoer;2;1971;190240.0
539;Beroepsvervoer;2;1972;192334.0
540;Beroepsvervoer;2;1973;195934.0
541;Beroepsvervoer;2;1974;201113.0
542;Beroepsvervoer;2;1975;201816.0
543;Beroepsvervoer;2;1976;209110.0
544;Beroepsvervoer;2;1977;208662.0
545;Beroepsvervoer;2;1978;224676.0
546;Beroepsvervoer;2;1979;211533.0
547;Beroepsvervoer;2;1980;211630.0
548;Beroepsvervoer;2;1981;206312.0
549;Beroepsvervoer;2;1982;205945.0
550;Beroepsvervoer;2;1983;190216.0
551;Beroepsvervoer;2;1984;207334.0
552;Beroepsvervoer;2;1985;210782.0
553;Beroepsvervoer;2;1986;224977.0
554;Beroepsvervoer;2;1987;234002.0
555;Beroepsvervoer;2;1988;251155.0
556;Beroepsvervoer;2;1989;238681.0
557;Beroepsvervoer;2;1990;248129.0
558;Beroepsvervoer;2;1991;248559.0
559;Beroepsvervoer;2;1992;276366.0
560;Beroepsvervoer;2;1993;275826.0
561;Beroepsvervoer;2;1994;275345.0
562;Beroepsvervoer;2;1995;284887.0
563;Beroepsvervoer;2;1996;281757.0
564;Beroepsvervoer;2;1997;294760.0
565;Beroepsvervoer;2;1998;304643.0
566;Beroepsvervoer;2;1999;337474.0
567;Beroepsvervoer;2;2000;320181.0
568;Beroepsvervoer;2;2001;330160.0
569;Beroepsvervoer;2;2002;309802.0
570;Beroepsvervoer;2;2003;312210.0
571;Beroepsvervoer;2;2004;322482.0
572;Beroepsvervoer;2;2005;314338.0
573;Beroepsvervoer;2;2006;326917.0
574;Beroepsvervoer;2;2007;358481.0
575;Beroepsvervoer;2;2008;362146.0
576;Beroepsvervoer;2;2009;333660.0
577;Beroepsvervoer;2;2010;323115.0
578;Beroepsvervoer;2;2011;314965.0
579;Beroepsvervoer;2;2012;304969.0
580;Beroepsvervoer;3;1955;
581;Beroepsvervoer;3;1956;
582;Beroepsvervoer;3;1957;
583;Beroepsvervoer;3;1958;
584;Beroepsvervoer;3;1959;
585;Beroepsvervoer;3;1960;
586;Beroepsvervoer;3;1961;
587;Beroepsvervoer;3;1962;
588;Beroepsvervoer;3;1963;
589;Beroepsvervoer;3;1964;
590;Beroepsvervoer;3;1965;
591;Beroepsvervoer;3;1966;
592;Beroepsvervoer;3;1967;
593;Beroepsvervoer;3;1968;
594;Beroepsvervoer;3;1969;
595;Beroepsvervoer;3;1970;
596;Beroepsvervoer;3;1971;
