ID;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;TotaalVermogen_2;GemiddeldVermogen_3;MediaanVermogen_4
22;Particuliere huishoudens;West-Nederland (LD);2015;3658.9;540.4;147.7;15.2
23;Particuliere huishoudens;West-Nederland (LD);2016;3690.0;582.0;157.7;17.6
24;Particuliere huishoudens;Zuid-Nederland (LD);2011;1558.1;275.1;176.6;54.3
25;Particuliere huishoudens;Zuid-Nederland (LD);2012;1571.3;258.6;164.5;42.7
26;Particuliere huishoudens;Zuid-Nederland (LD);2013;1583.4;234.9;148.4;30.0
27;Particuliere huishoudens;Zuid-Nederland (LD);2014;1589.7;237.4;149.4;29.0
28;Particuliere huishoudens;Zuid-Nederland (LD);2015;1603.2;245.9;153.4;32.0
29;Particuliere huishoudens;Zuid-Nederland (LD);2016;1613.0;258.6;160.3;35.2
30;Particuliere huishoudens;Groningen (PV);2011;274.6;32.0;116.5;20.0
31;Particuliere huishoudens;Groningen (PV);2012;277.3;29.7;107.2;14.8
32;Particuliere huishoudens;Groningen (PV);2013;279.6;26.8;95.9;8.6
33;Particuliere huishoudens;Groningen (PV);2014;280.1;27.3;97.3;8.4
34;Particuliere huishoudens;Groningen (PV);2015;282.9;28.7;101.5;10.3
35;Particuliere huishoudens;Groningen (PV);2016;283.7;30.3;106.9;11.3
36;Particuliere huishoudens;Friesland (PV);2011;279.8;41.3;147.7;48.0
37;Particuliere huishoudens;Friesland (PV);2012;281.1;38.9;138.3;38.5
38;Particuliere huishoudens;Friesland (PV);2013;282.5;35.4;125.5;27.2
39;Particuliere huishoudens;Friesland (PV);2014;283.3;35.4;124.9;25.3
40;Particuliere huishoudens;Friesland (PV);2015;284.6;36.3;127.5;27.7
41;Particuliere huishoudens;Friesland (PV);2016;285.4;37.8;132.5;29.4
42;Particuliere huishoudens;Drenthe (PV);2011;208.9;33.0;158.0;59.4
43;Particuliere huishoudens;Drenthe (PV);2012;209.9;30.8;146.8;47.7
44;Particuliere huishoudens;Drenthe (PV);2013;210.7;27.6;131.1;33.2
45;Particuliere huishoudens;Drenthe (PV);2014;210.6;27.8;131.9;31.6
46;Particuliere huishoudens;Drenthe (PV);2015;211.5;28.8;136.3;35.0
47;Particuliere huishoudens;Drenthe (PV);2016;212.2;30.1;142.0;38.0
48;Particuliere huishoudens;Overijssel (PV);2011;474.7;73.6;155.0;40.4
49;Particuliere huishoudens;Overijssel (PV);2012;477.9;70.0;146.5;31.8
50;Particuliere huishoudens;Overijssel (PV);2013;481.1;63.9;132.8;22.1
51;Particuliere huishoudens;Overijssel (PV);2014;480.0;64.3;133.9;22.0
52;Particuliere huishoudens;Overijssel (PV);2015;483.4;67.4;139.4;24.7
53;Particuliere huishoudens;Overijssel (PV);2016;486.6;71.6;147.2;27.7
54;Particuliere huishoudens;Flevoland (PV);2011;157.4;15.3;97.3;13.8
55;Particuliere huishoudens;Flevoland (PV);2012;159.9;14.2;88.6;7.9
56;Particuliere huishoudens;Flevoland (PV);2013;161.4;12.3;76.0;2.8
57;Particuliere huishoudens;Flevoland (PV);2014;162.2;12.9;79.6;3.0
58;Particuliere huishoudens;Flevoland (PV);2015;163.9;14.3;87.3;5.8
59;Particuliere huishoudens;Flevoland (PV);2016;165.4;15.6;94.0;7.9
60;Particuliere huishoudens;Gelderland (PV);2011;850.9;152.8;179.6;49.9
61;Particuliere huishoudens;Gelderland (PV);2012;859.1;143.1;166.6;38.5
62;Particuliere huishoudens;Gelderland (PV);2013;867.6;129.6;149.4;26.1
63;Particuliere huishoudens;Gelderland (PV);2014;871.5;129.7;148.8;24.8
64;Particuliere huishoudens;Gelderland (PV);2015;880.2;134.6;152.9;27.5
65;Particuliere huishoudens;Gelderland (PV);2016;886.8;141.1;159.1;29.6
66;Particuliere huishoudens;Utrecht (PV);2011;542.5;101.8;187.7;35.5
67;Particuliere huishoudens;Utrecht (PV);2012;547.0;96.9;177.1;28.1
68;Particuliere huishoudens;Utrecht (PV);2013;552.0;87.9;159.2;18.8
69;Particuliere huishoudens;Utrecht (PV);2014;555.6;88.3;158.9;18.2
70;Particuliere huishoudens;Utrecht (PV);2015;562.2;93.2;165.9;21.9
71;Particuliere huishoudens;Utrecht (PV);2016;567.1;99.3;175.1;25.1
72;Particuliere huishoudens;Noord-Holland (PV);2011;1249.7;221.1;176.9;22.3
73;Particuliere huishoudens;Noord-Holland (PV);2012;1261.4;209.8;166.3;17.5
74;Particuliere huishoudens;Noord-Holland (PV);2013;1271.1;188.5;148.3;10.4
75;Particuliere huishoudens;Noord-Holland (PV);2014;1280.8;191.9;149.8;10.5
76;Particuliere huishoudens;Noord-Holland (PV);2015;1296.5;205.3;158.4;14.6
77;Particuliere huishoudens;Noord-Holland (PV);2016;1309.3;225.7;172.4;17.6
78;Particuliere huishoudens;Zuid-Holland (PV);2011;1583.8;236.4;149.3;20.0
79;Particuliere huishoudens;Zuid-Holland (PV);2012;1598.9;220.1;137.7;15.1
80;Particuliere huishoudens;Zuid-Holland (PV);2013;1609.0;194.9;121.2;8.4
81;Particuliere huishoudens;Zuid-Holland (PV);2014;1613.1;199.2;123.5;8.3
82;Particuliere huishoudens;Zuid-Holland (PV);2015;1630.1;212.0;130.1;11.7
83;Particuliere huishoudens;Zuid-Holland (PV);2016;1642.9;225.9;137.5;13.5
84;Particuliere huishoudens;Zeeland (PV);2011;167.2;30.6;183.1;73.1
85;Particuliere huishoudens;Zeeland (PV);2012;168.4;29.4;174.7;60.8
86;Particuliere huishoudens;Zeeland (PV);2013;169.4;27.8;164.3;46.9
87;Particuliere huishoudens;Zeeland (PV);2014;169.6;28.7;169.5;47.8
88;Particuliere huishoudens;Zeeland (PV);2015;170.1;29.8;175.2;52.1
89;Particuliere huishoudens;Zeeland (PV);2016;170.7;31.1;181.9;55.4
90;Particuliere huishoudens;Noord-Brabant (PV);2011;1057.1;203.2;192.2;62.4
91;Particuliere huishoudens;Noord-Brabant (PV);2012;1066.9;190.8;178.8;48.6
92;Particuliere huishoudens;Noord-Brabant (PV);2013;1076.6;173.3;161.0;33.9
93;Particuliere huishoudens;Noord-Brabant (PV);2014;1082.8;174.8;161.5;32.7
94;Particuliere huishoudens;Noord-Brabant (PV);2015;1093.9;181.5;165.9;36.0
95;Particuliere huishoudens;Noord-Brabant (PV);2016;1101.9;189.8;172.2;39.0
96;Particuliere huishoudens;Limburg (PV);2011;501.1;72.0;143.6;40.8
97;Particuliere huishoudens;Limburg (PV);2012;504.4;67.8;134.4;33.0
98;Particuliere huishoudens;Limburg (PV);2013;506.9;61.7;121.7;23.4
99;Particuliere huishoudens;Limburg (PV);2014;507.0;62.6;123.5;22.7
100;Particuliere huishoudens;Limburg (PV);2015;509.3;64.4;126.4;24.7
101;Particuliere huishoudens;Limburg (PV);2016;511.1;68.9;134.7;27.8
102;Particuliere huishoudens;Oost-Groningen (CR);2011;66.1;7.9;119.6;38.0
103;Particuliere huishoudens;Oost-Groningen (CR);2012;66.4;7.5;112.8;30.4
104;Particuliere huishoudens;Oost-Groningen (CR);2013;66.6;6.6;99.1;19.2
105;Particuliere huishoudens;Oost-Groningen (CR);2014;66.2;6.6;99.5;18.2
106;Particuliere huishoudens;Oost-Groningen (CR);2015;66.9;6.8;101.8;19.5
107;Particuliere huishoudens;Oost-Groningen (CR);2016;66.8;7.0;105.4;19.4
108;Particuliere huishoudens;Delfzijl en omgeving (CR);2011;21.6;2.5;114.8;32.4
109;Particuliere huishoudens;Delfzijl en omgeving (CR);2012;21.6;2.4;109.4;26.8
110;Particuliere huishoudens;Delfzijl en omgeving (CR);2013;21.6;2.1;99.5;19.2
111;Particuliere huishoudens;Delfzijl en omgeving (CR);2014;21.4;2.2;101.7;17.8
112;Particuliere huishoudens;Delfzijl en omgeving (CR);2015;21.4;2.2;102.8;19.0
113;Particuliere huishoudens;Delfzijl en omgeving (CR);2016;21.4;2.2;102.3;18.3
114;Particuliere huishoudens;Overig Groningen (CR);2011;186.9;21.6;115.7;14.0
115;Particuliere huishoudens;Overig Groningen (CR);2012;189.4;19.9;104.9;10.2
116;Particuliere huishoudens;Overig Groningen (CR);2013;191.4;18.1;94.3;6.0
117;Particuliere huishoudens;Overig Groningen (CR);2014;192.5;18.5;96.1;6.0
118;Particuliere huishoudens;Overig Groningen (CR);2015;194.6;19.7;101.2;7.8
119;Particuliere huishoudens;Overig Groningen (CR);2016;195.5;21.1;107.8;8.9
120;Particuliere huishoudens;Noord-Friesland (CR);2011;146.1;19.3;132.4;39.5
121;Particuliere huishoudens;Noord-Friesland (CR);2012;147.0;18.3;124.3;31.5
122;Particuliere huishoudens;Noord-Friesland (CR);2013;147.9;16.7;112.7;22.3
123;Particuliere huishoudens;Noord-Friesland (CR);2014;145.0;16.0;110.5;19.9
124;Particuliere huishoudens;Noord-Friesland (CR);2015;145.6;16.6;113.7;22.3
125;Particuliere huishoudens;Noord-Friesland (CR);2016;146.0;17.1;117.2;23.3
126;Particuliere huishoudens;Zuidwest-Friesland (CR);2011;45.0;7.9;175.7;65.1
127;Particuliere huishoudens;Zuidwest-Friesland (CR);2012;45.2;7.4;164.1;52.4
128;Particuliere huishoudens;Zuidwest-Friesland (CR);2013;45.5;6.8;150.4;37.6
129;Particuliere huishoudens;Zuidwest-Friesland (CR);2014;57.9;9.1;157.1;41.1
130;Particuliere huishoudens;Zuidwest-Friesland (CR);2015;58.1;9.2;158.4;44.5
131;Particuliere huishoudens;Zuidwest-Friesland (CR);2016;58.4;9.6;165.0;48.5
132;Particuliere huishoudens;Zuidoost-Friesland (CR);2011;88.7;14.1;158.7;56.0
133;Particuliere huishoudens;Zuidoost-Friesland (CR);2012;88.9;13.2;148.4;45.1
134;Particuliere huishoudens;Zuidoost-Friesland (CR);2013;89.1;11.9;133.9;32.8
135;Particuliere huishoudens;Zuidoost-Friesland (CR);2014;80.5;10.3;127.7;28.0
136;Particuliere huishoudens;Zuidoost-Friesland (CR);2015;80.9;10.5;130.1;29.5
137;Particuliere huishoudens;Zuidoost-Friesland (CR);2016;81.0;11.1;136.6;31.9
138;Particuliere huishoudens;Noord-Drenthe (CR);2011;80.9;13.9;172.2;70.2
139;Particuliere huishoudens;Noord-Drenthe (CR);2012;81.4;12.9;158.8;57.3
140;Particuliere huishoudens;Noord-Drenthe (CR);2013;81.8;11.7;142.5;40.5
141;Particuliere huishoudens;Noord-Drenthe (CR);2014;81.6;11.8;145.0;39.9
142;Particuliere huishoudens;Noord-Drenthe (CR);2015;81.9;12.2;149.2;44.9
143;Particuliere huishoudens;Noord-Drenthe (CR);2016;82.3;12.7;154.2;49.3
144;Particuliere huishoudens;Zuidoost-Drenthe (CR);2011;73.1;9.5;129.6;40.9
145;Particuliere huishoudens;Zuidoost-Drenthe (CR);2012;73.3;8.8;120.2;32.3
146;Particuliere huishoudens;Zuidoost-Drenthe (CR);2013;73.4;7.8;106.9;22.0
147;Particuliere huishoudens;Zuidoost-Drenthe (CR);2014;73.4;7.9;106.9;20.6
148;Particuliere huishoudens;Zuidoost-Drenthe (CR);2015;73.7;8.2;111.6;22.5
149;Particuliere huishoudens;Zuidoost-Drenthe (CR);2016;73.8;8.6;116.9;23.5
150;Particuliere huishoudens;Zuidwest-Drenthe (CR);2011;54.9;9.6;174.8;73.0
151;Particuliere huishoudens;Zuidwest-Drenthe (CR);2012;55.1;9.1;164.5;59.9
152;Particuliere huishoudens;Zuidwest-Drenthe (CR);2013;55.5;8.1;146.3;42.7
153;Particuliere huishoudens;Zuidwest-Drenthe (CR);2014;55.5;8.1;145.5;40.0
154;Particuliere huishoudens;Zuidwest-Drenthe (CR);2015;55.9;8.4;149.9;42.4
155;Particuliere huishoudens;Zuidwest-Drenthe (CR);2016;56.1;8.8;157.2;46.1
156;Particuliere huishoudens;Noord-Overijssel (CR);2011;146.6;24.4;166.5;54.9
157;Particuliere huishoudens;Noord-Overijssel (CR);2012;147.9;24.0;162.0;43.9
158;Particuliere huishoudens;Noord-Overijssel (CR);2013;149.3;21.7;145.5;30.2
159;Particuliere huishoudens;Noord-Overijssel (CR);2014;149.1;22.1;148.3;31.5
160;Particuliere huishoudens;Noord-Overijssel (CR);2015;150.5;23.3;154.5;35.3
161;Particuliere huishoudens;Noord-Overijssel (CR);2016;152.3;24.9;163.3;38.5
162;Particuliere huishoudens;Zuidwest-Overijssel (CR);2011;64.9;9.7;150.1;38.9
163;Particuliere huishoudens;Zuidwest-Overijssel (CR);2012;65.1;9.2;141.3;31.6
164;Particuliere huishoudens;Zuidwest-Overijssel (CR);2013;65.2;8.4;128.3;22.7
165;Particuliere huishoudens;Zuidwest-Overijssel (CR);2014;65.2;8.5;130.3;22.7
166;Particuliere huishoudens;Zuidwest-Overijssel (CR);2015;65.9;8.9;134.4;24.7
167;Particuliere huishoudens;Zuidwest-Overijssel (CR);2016;66.5;9.3;139.7;26.9
168;Particuliere huishoudens;Twente (CR);2011;263.2;39.4;149.8;34.1
169;Particuliere huishoudens;Twente (CR);2012;264.9;36.9;139.2;25.8
170;Particuliere huishoudens;Twente (CR);2013;266.6;33.8;126.7;17.9
171;Particuliere huishoudens;Twente (CR);2014;265.6;33.7;126.7;17.5
172;Particuliere huishoudens;Twente (CR);2015;266.9;35.2;132.0;20.2
173;Particuliere huishoudens;Twente (CR);2016;267.9;37.5;139.8;22.6
174;Particuliere huishoudens;Veluwe (CR);2011;266.9;55.3;207.1;71.7
175;Particuliere huishoudens;Veluwe (CR);2012;269.8;52.0;192.8;56.1
176;Particuliere huishoudens;Veluwe (CR);2013;272.8;47.2;173.1;39.1
177;Particuliere huishoudens;Veluwe (CR);2014;274.8;47.2;171.6;36.7
178;Particuliere huishoudens;Veluwe (CR);2015;278.5;49.1;176.2;39.5
179;Particuliere huishoudens;Veluwe (CR);2016;280.7;51.6;184.0;43.9
180;Particuliere huishoudens;Achterhoek (CR);2011;166.8;33.4;200.0;87.6
181;Particuliere huishoudens;Achterhoek (CR);2012;168.1;31.4;186.7;70.8
182;Particuliere huishoudens;Achterhoek (CR);2013;169.4;28.9;170.5;51.7
183;Particuliere huishoudens;Achterhoek (CR);2014;169.3;29.0;171.4;50.3
184;Particuliere huishoudens;Achterhoek (CR);2015;170.1;29.7;174.8;52.1
185;Particuliere huishoudens;Achterhoek (CR);2016;171.2;30.8;180.0;54.1
186;Particuliere huishoudens;Arnhem/Nijmegen (CR);2011;325.0;44.1;135.6;21.0
187;Particuliere huishoudens;Arnhem/Nijmegen (CR);2012;328.0;40.8;124.3;15.9
188;Particuliere huishoudens;Arnhem/Nijmegen (CR);2013;331.3;36.2;109.2;9.4
189;Particuliere huishoudens;Arnhem/Nijmegen (CR);2014;332.8;36.2;108.6;9.0
190;Particuliere huishoudens;Arnhem/Nijmegen (CR);2015;336.3;37.7;112.1;11.5
191;Particuliere huishoudens;Arnhem/Nijmegen (CR);2016;338.9;39.7;117.2;12.8
192;Particuliere huishoudens;Zuidwest-Gelderland (CR);2011;92.2;20.1;217.8;96.1
193;Particuliere huishoudens;Zuidwest-Gelderland (CR);2012;93.2;19.0;203.5;78.1
194;Particuliere huishoudens;Zuidwest-Gelderland (CR);2013;94.1;17.4;184.4;56.8
195;Particuliere huishoudens;Zuidwest-Gelderland (CR);2014;94.5;17.4;183.6;53.9
196;Particuliere huishoudens;Zuidwest-Gelderland (CR);2015;95.3;18.1;189.8;57.0
197;Particuliere huishoudens;Zuidwest-Gelderland (CR);2016;96.1;19.0;197.5;61.1
198;Particuliere huishoudens;Utrecht (CR);2011;542.5;101.8;187.7;35.5
199;Particuliere huishoudens;Utrecht (CR);2012;547.0;96.9;177.1;28.1
200;Particuliere huishoudens;Utrecht (CR);2013;552.0;87.9;159.2;18.8
201;Particuliere huishoudens;Utrecht (CR);2014;555.6;88.3;158.9;18.2
202;Particuliere huishoudens;Utrecht (CR);2015;562.2;93.2;165.9;21.9
203;Particuliere huishoudens;Utrecht (CR);2016;567.1;99.3;175.1;25.1
204;Particuliere huishoudens;Kop van Noord-Holland (CR);2011;158.0;26.3;166.8;55.9
205;Particuliere huishoudens;Kop van Noord-Holland (CR);2012;159.5;24.8;155.5;44.3
206;Particuliere huishoudens;Kop van Noord-Holland (CR);2013;160.2;22.3;139.1;31.5
207;Particuliere huishoudens;Kop van Noord-Holland (CR);2014;160.4;22.7;141.8;31.4
208;Particuliere huishoudens;Kop van Noord-Holland (CR);2015;161.3;23.8;147.6;35.9
209;Particuliere huishoudens;Kop van Noord-Holland (CR);2016;162.0;25.5;157.3;39.4
210;Particuliere huishoudens;Alkmaar en omgeving (CR);2011;100.9;18.7;185.1;57.0
211;Particuliere huishoudens;Alkmaar en omgeving (CR);2012;101.6;17.3;170.0;44.4
212;Particuliere huishoudens;Alkmaar en omgeving (CR);2013;102.2;15.5;151.5;29.4
213;Particuliere huishoudens;Alkmaar en omgeving (CR);2014;103.0;15.5;150.2;28.8
214;Particuliere huishoudens;Alkmaar en omgeving (CR);2015;106.3;16.9;159.3;34.3
215;Particuliere huishoudens;Alkmaar en omgeving (CR);2016;107.1;17.9;166.8;38.4
216;Particuliere huishoudens;IJmond (CR);2011;84.2;18.6;221.3;50.7
217;Particuliere huishoudens;IJmond (CR);2012;84.5;17.7;209.4;41.0
218;Particuliere huishoudens;IJmond (CR);2013;85.0;11.6;136.4;29.3
219;Particuliere huishoudens;IJmond (CR);2014;85.3;11.6;136.3;28.3
220;Particuliere huishoudens;IJmond (CR);2015;85.8;16.8;196.2;31.4
221;Particuliere huishoudens;IJmond (CR);2016;86.5;17.8;205.6;35.9
222;Particuliere huishoudens;Agglomeratie Haarlem (CR);2011;103.4;26.1;252.6;38.8
223;Particuliere huishoudens;Agglomeratie Haarlem (CR);2012;104.1;24.0;230.6;30.7
224;Particuliere huishoudens;Agglomeratie Haarlem (CR);2013;104.8;21.5;205.2;21.3
225;Particuliere huishoudens;Agglomeratie Haarlem (CR);2014;105.9;21.5;202.9;21.1
226;Particuliere huishoudens;Agglomeratie Haarlem (CR);2015;106.8;23.0;215.0;24.9
227;Particuliere huishoudens;Agglomeratie Haarlem (CR);2016;107.6;25.3;235.1;30.2
228;Particuliere huishoudens;Zaanstreek (CR);2011;71.2;7.9;111.0;20.1
229;Particuliere huishoudens;Zaanstreek (CR);2012;72.0;6.9;96.3;13.6
230;Particuliere huishoudens;Zaanstreek (CR);2013;73.0;6.3;85.9;8.1
231;Particuliere huishoudens;Zaanstreek (CR);2014;73.7;6.3;85.6;7.7
232;Particuliere huishoudens;Zaanstreek (CR);2015;74.0;6.7;89.9;10.5
233;Particuliere huishoudens;Zaanstreek (CR);2016;74.6;7.0;94.3;12.1
234;Particuliere huishoudens;Groot-Amsterdam (CR);2011;622.8;86.3;138.6;9.8
235;Particuliere huishoudens;Groot-Amsterdam (CR);2012;629.7;83.1;131.9;7.6
236;Particuliere huishoudens;Groot-Amsterdam (CR);2013;635.6;77.8;122.4;4.2
237;Particuliere huishoudens;Groot-Amsterdam (CR);2014;642.2;79.9;124.5;4.3
238;Particuliere huishoudens;Groot-Amsterdam (CR);2015;650.8;84.8;130.4;7.0
239;Particuliere huishoudens;Groot-Amsterdam (CR);2016;659.3;96.8;146.9;9.1
240;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2011;109.4;37.1;339.2;66.2
241;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2012;110.0;36.0;327.5;51.7
242;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2013;110.3;33.6;304.2;36.1
243;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2014;110.5;34.3;310.9;35.5
244;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2015;111.6;33.3;298.5;41.0
245;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2016;112.3;35.4;315.1;46.1
246;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2011;178.8;37.8;211.6;50.3
247;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2012;180.9;35.0;193.4;38.1
248;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2013;183.3;31.7;172.9;25.7
249;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2014;184.6;32.7;177.3;26.4
250;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2015;186.5;34.4;184.3;30.6
251;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2016;188.6;36.5;193.8;34.2
252;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2011;377.7;53.5;141.5;12.0
253;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2012;381.3;50.4;132.1;8.8
254;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2013;383.8;45.3;118.1;4.0
255;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2014;385.3;46.3;120.3;3.9
256;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2015;390.2;49.4;126.7;6.6
257;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2016;393.5;52.5;133.4;8.0
258;Particuliere huishoudens;Delft en Westland (CR);2011;96.7;17.7;183.5;30.2
259;Particuliere huishoudens;Delft en Westland (CR);2012;99.7;16.7;167.0;23.4
260;Particuliere huishoudens;Delft en Westland (CR);2013;100.9;15.5;153.3;15.7
261;Particuliere huishoudens;Delft en Westland (CR);2014;102.0;15.7;153.7;15.9
262;Particuliere huishoudens;Delft en Westland (CR);2015;103.7;16.6;159.6;19.0
263;Particuliere huishoudens;Delft en Westland (CR);2016;104.2;17.4;166.8;21.1
264;Particuliere huishoudens;Oost-Zuid-Holland (CR);2011;121.7;24.2;199.1;56.7
265;Particuliere huishoudens;Oost-Zuid-Holland (CR);2012;122.9;22.7;184.9;44.9
266;Particuliere huishoudens;Oost-Zuid-Holland (CR);2013;123.5;20.6;166.8;32.7
267;Particuliere huishoudens;Oost-Zuid-Holland (CR);2014;123.8;20.8;168.2;31.7
268;Particuliere huishoudens;Oost-Zuid-Holland (CR);2015;134.4;23.8;176.8;36.9
269;Particuliere huishoudens;Oost-Zuid-Holland (CR);2016;135.6;24.4;179.5;39.9
270;Particuliere huishoudens;Groot-Rijnmond (CR);2011;641.8;78.1;121.7;12.6
271;Particuliere huishoudens;Groot-Rijnmond (CR);2012;646.3;71.7;111.0;9.2
272;Particuliere huishoudens;Groot-Rijnmond (CR);2013;648.8;60.1;92.7;4.5
273;Particuliere huishoudens;Groot-Rijnmond (CR);2014;648.8;61.9;95.5;4.4
274;Particuliere huishoudens;Groot-Rijnmond (CR);2015;645.7;65.1;100.9;6.6
275;Particuliere huishoudens;Groot-Rijnmond (CR);2016;650.5;70.6;108.5;7.9
276;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2011;167.0;25.0;149.9;34.5
277;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2012;167.9;23.7;141.1;27.7
278;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2013;168.8;21.7;128.8;18.7
279;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2014;168.7;21.7;128.9;17.9
280;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2015;169.6;22.8;134.3;20.8
281;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2016;170.5;24.6;144.1;23.5
282;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2011;47.9;8.7;181.0;83.4
283;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2012;48.2;8.5;175.7;73.5
284;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2013;48.3;8.2;169.5;62.0
285;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2014;48.2;8.6;178.0;66.4
286;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2015;48.3;9.0;185.8;71.8
287;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2016;48.5;9.3;191.5;73.3
288;Particuliere huishoudens;Overig Zeeland (CR);2011;119.3;21.9;183.9;68.5
289;Particuliere huishoudens;Overig Zeeland (CR);2012;120.2;20.9;174.3;55.5
290;Particuliere huishoudens;Overig Zeeland (CR);2013;121.1;19.6;162.2;40.7
291;Particuliere huishoudens;Overig Zeeland (CR);2014;121.3;20.1;166.0;40.7
292;Particuliere huishoudens;Overig Zeeland (CR);2015;121.7;20.8;171.0;44.6
293;Particuliere huishoudens;Overig Zeeland (CR);2016;122.2;21.8;178.1;48.1
294;Particuliere huishoudens;West-Noord-Brabant (CR);2011;268.0;46.8;174.7;54.6
295;Particuliere huishoudens;West-Noord-Brabant (CR);2012;270.4;44.0;162.8;43.0
296;Particuliere huishoudens;West-Noord-Brabant (CR);2013;272.8;40.1;147.0;30.0
297;Particuliere huishoudens;West-Noord-Brabant (CR);2014;274.0;40.4;147.6;28.9
298;Particuliere huishoudens;West-Noord-Brabant (CR);2015;276.5;43.1;156.0;33.1
299;Particuliere huishoudens;West-Noord-Brabant (CR);2016;277.7;44.5;160.4;36.6
300;Particuliere huishoudens;Midden-Noord-Brabant (CR);2011;200.7;34.5;171.6;43.3
301;Particuliere huishoudens;Midden-Noord-Brabant (CR);2012;202.3;32.1;158.6;33.8
302;Particuliere huishoudens;Midden-Noord-Brabant (CR);2013;204.2;28.9;141.5;22.8
303;Particuliere huishoudens;Midden-Noord-Brabant (CR);2014;205.8;29.1;141.4;21.7
304;Particuliere huishoudens;Midden-Noord-Brabant (CR);2015;207.9;30.4;146.0;23.9
305;Particuliere huishoudens;Midden-Noord-Brabant (CR);2016;209.4;32.0;153.0;26.0
306;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2011;266.0;58.3;219.3;89.6
307;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2012;268.2;55.1;205.3;71.7
