ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
7985;Churches and cloisters ;Overig Groningen (CR);2018;170
7986;Churches and cloisters ;Noord-Friesland (CR);2013;225
7987;Churches and cloisters ;Noord-Friesland (CR);2014;226
7988;Churches and cloisters ;Noord-Friesland (CR);2015;226
7989;Churches and cloisters ;Noord-Friesland (CR);2016;226
7990;Churches and cloisters ;Noord-Friesland (CR);2017;226
7991;Churches and cloisters ;Noord-Friesland (CR);2018;224
7992;Churches and cloisters ;Zuidwest-Friesland (CR);2013;157
7993;Churches and cloisters ;Zuidwest-Friesland (CR);2014;157
7994;Churches and cloisters ;Zuidwest-Friesland (CR);2015;156
7995;Churches and cloisters ;Zuidwest-Friesland (CR);2016;156
7996;Churches and cloisters ;Zuidwest-Friesland (CR);2017;156
7997;Churches and cloisters ;Zuidwest-Friesland (CR);2018;154
7998;Churches and cloisters ;Zuidoost-Friesland (CR);2013;85
7999;Churches and cloisters ;Zuidoost-Friesland (CR);2014;85
8000;Churches and cloisters ;Zuidoost-Friesland (CR);2015;85
8001;Churches and cloisters ;Zuidoost-Friesland (CR);2016;84
8002;Churches and cloisters ;Zuidoost-Friesland (CR);2017;84
8003;Churches and cloisters ;Zuidoost-Friesland (CR);2018;83
8004;Churches and cloisters ;Noord-Drenthe (CR);2013;55
8005;Churches and cloisters ;Noord-Drenthe (CR);2014;54
8006;Churches and cloisters ;Noord-Drenthe (CR);2015;54
8007;Churches and cloisters ;Noord-Drenthe (CR);2016;54
8008;Churches and cloisters ;Noord-Drenthe (CR);2017;54
8009;Churches and cloisters ;Noord-Drenthe (CR);2018;54
8010;Churches and cloisters ;Zuidoost-Drenthe (CR);2013;36
8011;Churches and cloisters ;Zuidoost-Drenthe (CR);2014;36
8012;Churches and cloisters ;Zuidoost-Drenthe (CR);2015;36
8013;Churches and cloisters ;Zuidoost-Drenthe (CR);2016;36
8014;Churches and cloisters ;Zuidoost-Drenthe (CR);2017;36
8015;Churches and cloisters ;Zuidoost-Drenthe (CR);2018;36
8016;Churches and cloisters ;Zuidwest-Drenthe (CR);2013;29
8017;Churches and cloisters ;Zuidwest-Drenthe (CR);2014;29
8018;Churches and cloisters ;Zuidwest-Drenthe (CR);2015;29
8019;Churches and cloisters ;Zuidwest-Drenthe (CR);2016;29
8020;Churches and cloisters ;Zuidwest-Drenthe (CR);2017;29
8021;Churches and cloisters ;Zuidwest-Drenthe (CR);2018;29
8022;Churches and cloisters ;Noord-Overijssel (CR);2013;91
8023;Churches and cloisters ;Noord-Overijssel (CR);2014;91
8024;Churches and cloisters ;Noord-Overijssel (CR);2015;91
8025;Churches and cloisters ;Noord-Overijssel (CR);2016;91
8026;Churches and cloisters ;Noord-Overijssel (CR);2017;91
8027;Churches and cloisters ;Noord-Overijssel (CR);2018;91
8028;Churches and cloisters ;Zuidwest-Overijssel (CR);2013;50
8029;Churches and cloisters ;Zuidwest-Overijssel (CR);2014;50
8030;Churches and cloisters ;Zuidwest-Overijssel (CR);2015;50
8031;Churches and cloisters ;Zuidwest-Overijssel (CR);2016;50
8032;Churches and cloisters ;Zuidwest-Overijssel (CR);2017;50
8033;Churches and cloisters ;Zuidwest-Overijssel (CR);2018;50
8034;Churches and cloisters ;Twente (CR);2013;71
8035;Churches and cloisters ;Twente (CR);2014;71
8036;Churches and cloisters ;Twente (CR);2015;72
8037;Churches and cloisters ;Twente (CR);2016;72
8038;Churches and cloisters ;Twente (CR);2017;72
8039;Churches and cloisters ;Twente (CR);2018;72
8040;Churches and cloisters ;Veluwe (CR);2013;89
8041;Churches and cloisters ;Veluwe (CR);2014;89
8042;Churches and cloisters ;Veluwe (CR);2015;89
8043;Churches and cloisters ;Veluwe (CR);2016;89
8044;Churches and cloisters ;Veluwe (CR);2017;89
8045;Churches and cloisters ;Veluwe (CR);2018;89
8046;Churches and cloisters ;Achterhoek (CR);2013;116
8047;Churches and cloisters ;Achterhoek (CR);2014;116
8048;Churches and cloisters ;Achterhoek (CR);2015;115
8049;Churches and cloisters ;Achterhoek (CR);2016;115
8050;Churches and cloisters ;Achterhoek (CR);2017;115
8051;Churches and cloisters ;Achterhoek (CR);2018;115
8052;Churches and cloisters ;Arnhem/Nijmegen (CR);2013;176
8053;Churches and cloisters ;Arnhem/Nijmegen (CR);2014;176
8054;Churches and cloisters ;Arnhem/Nijmegen (CR);2015;177
8055;Churches and cloisters ;Arnhem/Nijmegen (CR);2016;176
8056;Churches and cloisters ;Arnhem/Nijmegen (CR);2017;176
8057;Churches and cloisters ;Arnhem/Nijmegen (CR);2018;174
8058;Churches and cloisters ;Zuidwest-Gelderland (CR);2013;158
8059;Churches and cloisters ;Zuidwest-Gelderland (CR);2014;158
8060;Churches and cloisters ;Zuidwest-Gelderland (CR);2015;158
8061;Churches and cloisters ;Zuidwest-Gelderland (CR);2016;158
8062;Churches and cloisters ;Zuidwest-Gelderland (CR);2017;158
8063;Churches and cloisters ;Zuidwest-Gelderland (CR);2018;158
8064;Churches and cloisters ;Utrecht (CR);2013;226
8065;Churches and cloisters ;Utrecht (CR);2014;226
8066;Churches and cloisters ;Utrecht (CR);2015;226
8067;Churches and cloisters ;Utrecht (CR);2016;227
8068;Churches and cloisters ;Utrecht (CR);2017;227
8069;Churches and cloisters ;Utrecht (CR);2018;227
8070;Churches and cloisters ;Kop van Noord-Holland (CR);2013;150
8071;Churches and cloisters ;Kop van Noord-Holland (CR);2014;150
8072;Churches and cloisters ;Kop van Noord-Holland (CR);2015;150
8073;Churches and cloisters ;Kop van Noord-Holland (CR);2016;150
8074;Churches and cloisters ;Kop van Noord-Holland (CR);2017;150
8075;Churches and cloisters ;Kop van Noord-Holland (CR);2018;150
8076;Churches and cloisters ;Alkmaar en omgeving (CR);2013;59
8077;Churches and cloisters ;Alkmaar en omgeving (CR);2014;59
8078;Churches and cloisters ;Alkmaar en omgeving (CR);2015;59
8079;Churches and cloisters ;Alkmaar en omgeving (CR);2016;59
8080;Churches and cloisters ;Alkmaar en omgeving (CR);2017;59
8081;Churches and cloisters ;Alkmaar en omgeving (CR);2018;59
8082;Churches and cloisters ;IJmond (CR);2013;26
8083;Churches and cloisters ;IJmond (CR);2014;26
8084;Churches and cloisters ;IJmond (CR);2015;26
8085;Churches and cloisters ;IJmond (CR);2016;26
8086;Churches and cloisters ;IJmond (CR);2017;26
8087;Churches and cloisters ;IJmond (CR);2018;26
8088;Churches and cloisters ;Agglomeratie Haarlem (CR);2013;57
8089;Churches and cloisters ;Agglomeratie Haarlem (CR);2014;57
8090;Churches and cloisters ;Agglomeratie Haarlem (CR);2015;58
8091;Churches and cloisters ;Agglomeratie Haarlem (CR);2016;58
8092;Churches and cloisters ;Agglomeratie Haarlem (CR);2017;58
8093;Churches and cloisters ;Agglomeratie Haarlem (CR);2018;58
8094;Churches and cloisters ;Zaanstreek (CR);2013;27
8095;Churches and cloisters ;Zaanstreek (CR);2014;27
8096;Churches and cloisters ;Zaanstreek (CR);2015;27
8097;Churches and cloisters ;Zaanstreek (CR);2016;27
8098;Churches and cloisters ;Zaanstreek (CR);2017;27
8099;Churches and cloisters ;Zaanstreek (CR);2018;27
8100;Churches and cloisters ;Groot-Amsterdam (CR);2013;146
8101;Churches and cloisters ;Groot-Amsterdam (CR);2014;147
8102;Churches and cloisters ;Groot-Amsterdam (CR);2015;147
8103;Churches and cloisters ;Groot-Amsterdam (CR);2016;147
8104;Churches and cloisters ;Groot-Amsterdam (CR);2017;147
8105;Churches and cloisters ;Groot-Amsterdam (CR);2018;147
8106;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2013;49
8107;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2014;49
8108;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2015;49
8109;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2016;49
8110;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2017;49
8111;Churches and cloisters ;Het Gooi en Vechtstreek (CR);2018;49
8112;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2013;78
8113;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2014;78
8114;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2015;78
8115;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2016;78
8116;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2017;78
8117;Churches and cloisters ;Agglomeratie Leiden en Bollenstreek (CR);2018;78
8118;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2013;59
8119;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2014;60
8120;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2015;61
8121;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2016;61
8122;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2017;61
8123;Churches and cloisters ;Agglomeratie 's-Gravenhage (CR);2018;61
8124;Churches and cloisters ;Delft en Westland (CR);2013;39
8125;Churches and cloisters ;Delft en Westland (CR);2014;39
8126;Churches and cloisters ;Delft en Westland (CR);2015;39
8127;Churches and cloisters ;Delft en Westland (CR);2016;39
8128;Churches and cloisters ;Delft en Westland (CR);2017;39
8129;Churches and cloisters ;Delft en Westland (CR);2018;39
8130;Churches and cloisters ;Oost-Zuid-Holland (CR);2013;74
8131;Churches and cloisters ;Oost-Zuid-Holland (CR);2014;74
8132;Churches and cloisters ;Oost-Zuid-Holland (CR);2015;74
8133;Churches and cloisters ;Oost-Zuid-Holland (CR);2016;74
8134;Churches and cloisters ;Oost-Zuid-Holland (CR);2017;74
8135;Churches and cloisters ;Oost-Zuid-Holland (CR);2018;74
8136;Churches and cloisters ;Groot-Rijnmond (CR);2013;133
8137;Churches and cloisters ;Groot-Rijnmond (CR);2014;133
8138;Churches and cloisters ;Groot-Rijnmond (CR);2015;133
8139;Churches and cloisters ;Groot-Rijnmond (CR);2016;134
8140;Churches and cloisters ;Groot-Rijnmond (CR);2017;134
8141;Churches and cloisters ;Groot-Rijnmond (CR);2018;134
8142;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2013;77
8143;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2014;77
8144;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2015;77
8145;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2016;77
8146;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2017;77
8147;Churches and cloisters ;Zuidoost-Zuid-Holland (CR);2018;77
8148;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2013;42
8149;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2014;42
8150;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2015;42
8151;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2016;42
8152;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2017;42
8153;Churches and cloisters ;Zeeuwsch-Vlaanderen (CR);2018;42
8154;Churches and cloisters ;Overig Zeeland (CR);2013;154
8155;Churches and cloisters ;Overig Zeeland (CR);2014;158
8156;Churches and cloisters ;Overig Zeeland (CR);2015;158
8157;Churches and cloisters ;Overig Zeeland (CR);2016;158
8158;Churches and cloisters ;Overig Zeeland (CR);2017;158
8159;Churches and cloisters ;Overig Zeeland (CR);2018;158
8160;Churches and cloisters ;West-Noord-Brabant (CR);2013;154
8161;Churches and cloisters ;West-Noord-Brabant (CR);2014;154
8162;Churches and cloisters ;West-Noord-Brabant (CR);2015;154
8163;Churches and cloisters ;West-Noord-Brabant (CR);2016;154
8164;Churches and cloisters ;West-Noord-Brabant (CR);2017;154
8165;Churches and cloisters ;West-Noord-Brabant (CR);2018;154
8166;Churches and cloisters ;Midden-Noord-Brabant (CR);2013;132
8167;Churches and cloisters ;Midden-Noord-Brabant (CR);2014;132
8168;Churches and cloisters ;Midden-Noord-Brabant (CR);2015;133
8169;Churches and cloisters ;Midden-Noord-Brabant (CR);2016;133
8170;Churches and cloisters ;Midden-Noord-Brabant (CR);2017;133
8171;Churches and cloisters ;Midden-Noord-Brabant (CR);2018;133
8172;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2013;259
8173;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2014;259
8174;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2015;261
8175;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2016;261
8176;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2017;261
8177;Churches and cloisters ;Noordoost-Noord-Brabant (CR);2018;261
8178;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2013;212
8179;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2014;212
8180;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2015;212
8181;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2016;212
8182;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2017;212
8183;Churches and cloisters ;Zuidoost-Noord-Brabant (CR);2018;212
8184;Churches and cloisters ;Noord-Limburg (CR);2013;163
8185;Churches and cloisters ;Noord-Limburg (CR);2014;162
8186;Churches and cloisters ;Noord-Limburg (CR);2015;162
8187;Churches and cloisters ;Noord-Limburg (CR);2016;162
8188;Churches and cloisters ;Noord-Limburg (CR);2017;163
8189;Churches and cloisters ;Noord-Limburg (CR);2018;163
8190;Churches and cloisters ;Midden-Limburg (CR);2013;128
8191;Churches and cloisters ;Midden-Limburg (CR);2014;130
8192;Churches and cloisters ;Midden-Limburg (CR);2015;131
8193;Churches and cloisters ;Midden-Limburg (CR);2016;131
8194;Churches and cloisters ;Midden-Limburg (CR);2017;131
8195;Churches and cloisters ;Midden-Limburg (CR);2018;129
8196;Churches and cloisters ;Zuid-Limburg (CR);2013;313
8197;Churches and cloisters ;Zuid-Limburg (CR);2014;314
8198;Churches and cloisters ;Zuid-Limburg (CR);2015;314
8199;Churches and cloisters ;Zuid-Limburg (CR);2016;314
8200;Churches and cloisters ;Zuid-Limburg (CR);2017;314
8201;Churches and cloisters ;Zuid-Limburg (CR);2018;315
8202;Churches and cloisters ;Flevoland (CR);2013;7
8203;Churches and cloisters ;Flevoland (CR);2014;8
8204;Churches and cloisters ;Flevoland (CR);2015;8
8205;Churches and cloisters ;Flevoland (CR);2016;8
8206;Churches and cloisters ;Flevoland (CR);2017;8
8207;Churches and cloisters ;Flevoland (CR);2018;8
8208;Churches and cloisters ;Aa en Hunze;2013;16
8209;Churches and cloisters ;Aa en Hunze;2014;16
8210;Churches and cloisters ;Aa en Hunze;2015;16
8211;Churches and cloisters ;Aa en Hunze;2016;16
8212;Churches and cloisters ;Aa en Hunze;2017;16
8213;Churches and cloisters ;Aa en Hunze;2018;16
8214;Churches and cloisters ;Aalburg;2013;8
8215;Churches and cloisters ;Aalburg;2014;8
8216;Churches and cloisters ;Aalburg;2015;8
8217;Churches and cloisters ;Aalburg;2016;8
8218;Churches and cloisters ;Aalburg;2017;8
8219;Churches and cloisters ;Aalburg;2018;8
8220;Churches and cloisters ;Aalsmeer;2013;3
8221;Churches and cloisters ;Aalsmeer;2014;3
8222;Churches and cloisters ;Aalsmeer;2015;3
8223;Churches and cloisters ;Aalsmeer;2016;3
8224;Churches and cloisters ;Aalsmeer;2017;3
8225;Churches and cloisters ;Aalsmeer;2018;3
8226;Churches and cloisters ;Aalten;2013;6
8227;Churches and cloisters ;Aalten;2014;6
8228;Churches and cloisters ;Aalten;2015;6
8229;Churches and cloisters ;Aalten;2016;6
8230;Churches and cloisters ;Aalten;2017;6
8231;Churches and cloisters ;Aalten;2018;6
8232;Churches and cloisters ;Achtkarspelen;2013;13
8233;Churches and cloisters ;Achtkarspelen;2014;13
8234;Churches and cloisters ;Achtkarspelen;2015;13
8235;Churches and cloisters ;Achtkarspelen;2016;13
8236;Churches and cloisters ;Achtkarspelen;2017;13
8237;Churches and cloisters ;Achtkarspelen;2018;13
8238;Churches and cloisters ;Alblasserdam;2013;2
8239;Churches and cloisters ;Alblasserdam;2014;2
8240;Churches and cloisters ;Alblasserdam;2015;2
8241;Churches and cloisters ;Alblasserdam;2016;2
8242;Churches and cloisters ;Alblasserdam;2017;2
8243;Churches and cloisters ;Alblasserdam;2018;2
8244;Churches and cloisters ;Albrandswaard;2013;3
8245;Churches and cloisters ;Albrandswaard;2014;3
8246;Churches and cloisters ;Albrandswaard;2015;3
8247;Churches and cloisters ;Albrandswaard;2016;3
8248;Churches and cloisters ;Albrandswaard;2017;3
8249;Churches and cloisters ;Albrandswaard;2018;3
8250;Churches and cloisters ;Alkmaar;2013;33
8251;Churches and cloisters ;Alkmaar;2014;33
8252;Churches and cloisters ;Alkmaar;2015;33
8253;Churches and cloisters ;Alkmaar;2016;33
8254;Churches and cloisters ;Alkmaar;2017;33
8255;Churches and cloisters ;Alkmaar;2018;33
8256;Churches and cloisters ;Almelo;2013;5
8257;Churches and cloisters ;Almelo;2014;5
8258;Churches and cloisters ;Almelo;2015;5
8259;Churches and cloisters ;Almelo;2016;5
8260;Churches and cloisters ;Almelo;2017;5
8261;Churches and cloisters ;Almelo;2018;5
8262;Churches and cloisters ;Almere;2013;0
8263;Churches and cloisters ;Almere;2014;0
8264;Churches and cloisters ;Almere;2015;0
8265;Churches and cloisters ;Almere;2016;0
8266;Churches and cloisters ;Almere;2017;0
8267;Churches and cloisters ;Almere;2018;0
8268;Churches and cloisters ;Alphen aan den Rijn;2013;18
8269;Churches and cloisters ;Alphen aan den Rijn;2014;18
8270;Churches and cloisters ;Alphen aan den Rijn;2015;18
8271;Churches and cloisters ;Alphen aan den Rijn;2016;18
8272;Churches and cloisters ;Alphen aan den Rijn;2017;18
8273;Churches and cloisters ;Alphen aan den Rijn;2018;18
8274;Churches and cloisters ;Alphen-Chaam;2013;6
8275;Churches and cloisters ;Alphen-Chaam;2014;6
8276;Churches and cloisters ;Alphen-Chaam;2015;6
8277;Churches and cloisters ;Alphen-Chaam;2016;6
8278;Churches and cloisters ;Alphen-Chaam;2017;6
8279;Churches and cloisters ;Alphen-Chaam;2018;6
8280;Churches and cloisters ;Ameland;2013;9
8281;Churches and cloisters ;Ameland;2014;9
8282;Churches and cloisters ;Ameland;2015;9
8283;Churches and cloisters ;Ameland;2016;9
8284;Churches and cloisters ;Ameland;2017;9
8285;Churches and cloisters ;Ameland;2018;9
8286;Churches and cloisters ;Amersfoort;2013;30
8287;Churches and cloisters ;Amersfoort;2014;30
8288;Churches and cloisters ;Amersfoort;2015;30
8289;Churches and cloisters ;Amersfoort;2016;30
8290;Churches and cloisters ;Amersfoort;2017;30
8291;Churches and cloisters ;Amersfoort;2018;30
8292;Churches and cloisters ;Amstelveen;2013;5
8293;Churches and cloisters ;Amstelveen;2014;6
8294;Churches and cloisters ;Amstelveen;2015;6
8295;Churches and cloisters ;Amstelveen;2016;6
8296;Churches and cloisters ;Amstelveen;2017;6
8297;Churches and cloisters ;Amstelveen;2018;6
8298;Churches and cloisters ;Amsterdam;2013;88
8299;Churches and cloisters ;Amsterdam;2014;88
8300;Churches and cloisters ;Amsterdam;2015;88
8301;Churches and cloisters ;Amsterdam;2016;88
8302;Churches and cloisters ;Amsterdam;2017;88
8303;Churches and cloisters ;Amsterdam;2018;88
8304;Churches and cloisters ;Apeldoorn;2013;18
8305;Churches and cloisters ;Apeldoorn;2014;18
8306;Churches and cloisters ;Apeldoorn;2015;18
8307;Churches and cloisters ;Apeldoorn;2016;18
8308;Churches and cloisters ;Apeldoorn;2017;18
8309;Churches and cloisters ;Apeldoorn;2018;18
8310;Churches and cloisters ;Appingedam;2013;8
8311;Churches and cloisters ;Appingedam;2014;9
8312;Churches and cloisters ;Appingedam;2015;9
8313;Churches and cloisters ;Appingedam;2016;9
8314;Churches and cloisters ;Appingedam;2017;9
8315;Churches and cloisters ;Appingedam;2018;9
8316;Churches and cloisters ;Arnhem;2013;14
8317;Churches and cloisters ;Arnhem;2014;14
8318;Churches and cloisters ;Arnhem;2015;15
8319;Churches and cloisters ;Arnhem;2016;15
8320;Churches and cloisters ;Arnhem;2017;15
8321;Churches and cloisters ;Arnhem;2018;15
8322;Churches and cloisters ;Assen;2013;9
8323;Churches and cloisters ;Assen;2014;8
8324;Churches and cloisters ;Assen;2015;8
8325;Churches and cloisters ;Assen;2016;8
8326;Churches and cloisters ;Assen;2017;8
8327;Churches and cloisters ;Assen;2018;8
8328;Churches and cloisters ;Asten;2013;4
8329;Churches and cloisters ;Asten;2014;4
8330;Churches and cloisters ;Asten;2015;4
8331;Churches and cloisters ;Asten;2016;4
8332;Churches and cloisters ;Asten;2017;4
8333;Churches and cloisters ;Asten;2018;4
8334;Churches and cloisters ;Baarle-Nassau;2013;0
8335;Churches and cloisters ;Baarle-Nassau;2014;0
8336;Churches and cloisters ;Baarle-Nassau;2015;0
8337;Churches and cloisters ;Baarle-Nassau;2016;0
8338;Churches and cloisters ;Baarle-Nassau;2017;0
8339;Churches and cloisters ;Baarle-Nassau;2018;0
8340;Churches and cloisters ;Baarn;2013;3
8341;Churches and cloisters ;Baarn;2014;3
8342;Churches and cloisters ;Baarn;2015;3
8343;Churches and cloisters ;Baarn;2016;3
8344;Churches and cloisters ;Baarn;2017;3
8345;Churches and cloisters ;Baarn;2018;3
8346;Churches and cloisters ;Barendrecht;2013;1
8347;Churches and cloisters ;Barendrecht;2014;1
8348;Churches and cloisters ;Barendrecht;2015;1
8349;Churches and cloisters ;Barendrecht;2016;1
8350;Churches and cloisters ;Barendrecht;2017;1
8351;Churches and cloisters ;Barendrecht;2018;1
8352;Churches and cloisters ;Barneveld;2013;5
8353;Churches and cloisters ;Barneveld;2014;5
8354;Churches and cloisters ;Barneveld;2015;5
8355;Churches and cloisters ;Barneveld;2016;5
8356;Churches and cloisters ;Barneveld;2017;5
8357;Churches and cloisters ;Barneveld;2018;5
8358;Churches and cloisters ;Bedum;2013;12
8359;Churches and cloisters ;Bedum;2014;12
8360;Churches and cloisters ;Bedum;2015;12
8361;Churches and cloisters ;Bedum;2016;12
8362;Churches and cloisters ;Bedum;2017;12
8363;Churches and cloisters ;Bedum;2018;12
8364;Churches and cloisters ;Beek (L.);2013;8
8365;Churches and cloisters ;Beek (L.);2014;8
8366;Churches and cloisters ;Beek (L.);2015;8
8367;Churches and cloisters ;Beek (L.);2016;8
8368;Churches and cloisters ;Beek (L.);2017;8
8369;Churches and cloisters ;Beek (L.);2018;8
8370;Churches and cloisters ;Beemster;2013;6
8371;Churches and cloisters ;Beemster;2014;6
8372;Churches and cloisters ;Beemster;2015;6
8373;Churches and cloisters ;Beemster;2016;6
8374;Churches and cloisters ;Beemster;2017;6
8375;Churches and cloisters ;Beemster;2018;6
8376;Churches and cloisters ;Beesel;2013;3
8377;Churches and cloisters ;Beesel;2014;3
8378;Churches and cloisters ;Beesel;2015;3
8379;Churches and cloisters ;Beesel;2016;3
8380;Churches and cloisters ;Beesel;2017;3
8381;Churches and cloisters ;Beesel;2018;3
8382;Churches and cloisters ;Berg en Dal;2013;23
8383;Churches and cloisters ;Berg en Dal;2014;23
8384;Churches and cloisters ;Berg en Dal;2015;23
8385;Churches and cloisters ;Berg en Dal;2016;23
8386;Churches and cloisters ;Berg en Dal;2017;23
8387;Churches and cloisters ;Berg en Dal;2018;23
8388;Churches and cloisters ;Bergeijk;2013;14
8389;Churches and cloisters ;Bergeijk;2014;14
8390;Churches and cloisters ;Bergeijk;2015;14
8391;Churches and cloisters ;Bergeijk;2016;14
8392;Churches and cloisters ;Bergeijk;2017;14
8393;Churches and cloisters ;Bergeijk;2018;14
8394;Churches and cloisters ;Bergen (L.);2013;9
8395;Churches and cloisters ;Bergen (L.);2014;9
8396;Churches and cloisters ;Bergen (L.);2015;9
8397;Churches and cloisters ;Bergen (L.);2016;9
8398;Churches and cloisters ;Bergen (L.);2017;9
8399;Churches and cloisters ;Bergen (L.);2018;9
8400;Churches and cloisters ;Bergen (NH.);2013;12
8401;Churches and cloisters ;Bergen (NH.);2014;12
8402;Churches and cloisters ;Bergen (NH.);2015;12
8403;Churches and cloisters ;Bergen (NH.);2016;12
8404;Churches and cloisters ;Bergen (NH.);2017;12
8405;Churches and cloisters ;Bergen (NH.);2018;12
8406;Churches and cloisters ;Bergen op Zoom;2013;13
8407;Churches and cloisters ;Bergen op Zoom;2014;13
8408;Churches and cloisters ;Bergen op Zoom;2015;13
8409;Churches and cloisters ;Bergen op Zoom;2016;13
8410;Churches and cloisters ;Bergen op Zoom;2017;13
8411;Churches and cloisters ;Bergen op Zoom;2018;13
8412;Churches and cloisters ;Berkelland;2013;16
8413;Churches and cloisters ;Berkelland;2014;16
8414;Churches and cloisters ;Berkelland;2015;16
8415;Churches and cloisters ;Berkelland;2016;16
8416;Churches and cloisters ;Berkelland;2017;16
8417;Churches and cloisters ;Berkelland;2018;16
8418;Churches and cloisters ;Bernheze;2013;11
8419;Churches and cloisters ;Bernheze;2014;11
8420;Churches and cloisters ;Bernheze;2015;11
8421;Churches and cloisters ;Bernheze;2016;11
8422;Churches and cloisters ;Bernheze;2017;11
8423;Churches and cloisters ;Bernheze;2018;11
8424;Churches and cloisters ;Best;2013;4
8425;Churches and cloisters ;Best;2014;4
8426;Churches and cloisters ;Best;2015;4
8427;Churches and cloisters ;Best;2016;4
8428;Churches and cloisters ;Best;2017;4
8429;Churches and cloisters ;Best;2018;4
8430;Churches and cloisters ;Beuningen;2013;8
8431;Churches and cloisters ;Beuningen;2014;8
8432;Churches and cloisters ;Beuningen;2015;8
8433;Churches and cloisters ;Beuningen;2016;8
8434;Churches and cloisters ;Beuningen;2017;8
8435;Churches and cloisters ;Beuningen;2018;8
8436;Churches and cloisters ;Beverwijk;2013;8
8437;Churches and cloisters ;Beverwijk;2014;8
8438;Churches and cloisters ;Beverwijk;2015;8
8439;Churches and cloisters ;Beverwijk;2016;8
8440;Churches and cloisters ;Beverwijk;2017;8
8441;Churches and cloisters ;Beverwijk;2018;8
8442;Churches and cloisters ;De Bilt;2013;5
8443;Churches and cloisters ;De Bilt;2014;5
8444;Churches and cloisters ;De Bilt;2015;5
8445;Churches and cloisters ;De Bilt;2016;5
8446;Churches and cloisters ;De Bilt;2017;5
8447;Churches and cloisters ;De Bilt;2018;5
8448;Churches and cloisters ;Binnenmaas;2013;8
8449;Churches and cloisters ;Binnenmaas;2014;8
8450;Churches and cloisters ;Binnenmaas;2015;8
8451;Churches and cloisters ;Binnenmaas;2016;8
8452;Churches and cloisters ;Binnenmaas;2017;8
8453;Churches and cloisters ;Binnenmaas;2018;8
8454;Churches and cloisters ;Bladel;2013;8
8455;Churches and cloisters ;Bladel;2014;8
8456;Churches and cloisters ;Bladel;2015;8
8457;Churches and cloisters ;Bladel;2016;8
8458;Churches and cloisters ;Bladel;2017;8
8459;Churches and cloisters ;Bladel;2018;8
8460;Churches and cloisters ;Blaricum;2013;2
8461;Churches and cloisters ;Blaricum;2014;2
8462;Churches and cloisters ;Blaricum;2015;2
8463;Churches and cloisters ;Blaricum;2016;2
8464;Churches and cloisters ;Blaricum;2017;2
8465;Churches and cloisters ;Blaricum;2018;2
8466;Churches and cloisters ;Bloemendaal;2013;8
8467;Churches and cloisters ;Bloemendaal;2014;8
8468;Churches and cloisters ;Bloemendaal;2015;8
8469;Churches and cloisters ;Bloemendaal;2016;8
8470;Churches and cloisters ;Bloemendaal;2017;8
8471;Churches and cloisters ;Bloemendaal;2018;8
8472;Churches and cloisters ;Bodegraven-Reeuwijk;2013;6
8473;Churches and cloisters ;Bodegraven-Reeuwijk;2014;6
8474;Churches and cloisters ;Bodegraven-Reeuwijk;2015;6
8475;Churches and cloisters ;Bodegraven-Reeuwijk;2016;6
8476;Churches and cloisters ;Bodegraven-Reeuwijk;2017;6
8477;Churches and cloisters ;Bodegraven-Reeuwijk;2018;6
8478;Churches and cloisters ;Boekel;2013;4
