ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
13;Nederland, totaal;2013;11789690;7915613;2135589;1043415;832121;67096;70422;63312;10464;1092174;960631;131543;653245;1085243;560427;499050;21037;4729;      ;      ;      ;      ;Nederland                               ;;
14;Nederland, totaal;2014;11808652;7932290;2120393;1023614;815169;65046;71063;62414;9922;1096779;964889;131890;653991;1101978;588801;487700;20679;4798;      ;      ;      ;      ;Nederland                               ;;
15;Nederland, totaal;2015;11882450;7979083;2126236;1019585;814954;63356;70533;61145;9597;1106651;970962;135689;652336;1124795;617800;481749;20328;4918;      ;      ;      ;      ;Nederland                               ;;
16;Nederland, totaal;2016;12059414;8100864;2155173;1032819;828383;62436;72245;60344;9411;1122354;979377;142977;652544;1150833;647968;477878;19757;5230;      ;      ;      ;      ;Nederland                               ;;
17;Nederland, totaal;2017;12254515;8222974;2197250;1058767;852632;62155;74218;59940;9822;1138483;989453;149030;655991;1178300;680563;473085;19180;5472;      ;      ;      ;      ;Nederland                               ;;
18;Nederland, totaal;2018;12498539;8373244;2252134;1092291;883350;62581;77075;59371;9914;1159843;1002771;157072;661639;1211522;720469;466611;18747;5695;      ;      ;      ;      ;Nederland                               ;;
19;Nederland, totaal;2019;12725875;8530584;2299373;1126630;914766;62963;80078;59106;9717;1172743;1008731;164012;665880;1230038;748917;457404;18108;5609;      ;      ;      ;      ;Nederland                               ;;
20;Nederland, totaal;2020;12952840;8677911;2345661;1152931;939801;63081;81553;58620;9876;1192730;1024217;168513;679848;1249420;764710;460618;18376;5716;      ;      ;      ;      ;Nederland                               ;;
21;Nederland, totaal;2021;13157905;8793592;2371236;1171586;960130;62491;81179;58509;9277;1199650;1029636;170014;700102;1292975;802817;465403;18940;5815;      ;      ;      ;      ;Nederland                               ;;
22;Nederland, totaal;2022;13423827;8941456;2433445;1204665;990605;62818;83847;58337;9058;1228780;1051486;177294;717607;1331319;826742;478638;19692;6247;      ;      ;      ;      ;      Nederland                         ;;
23;Groningen (PV);2000;254837;210892;28962;28962;22916;2253;1750;1663;380;0;0;0;14983;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
24;Groningen (PV);2001;265282;217472;31888;31888;25695;2230;1865;1784;314;0;0;0;15922;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
25;Groningen (PV);2002;275144;223554;34577;34577;28338;2212;1913;1966;148;0;0;0;17013;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
26;Groningen (PV);2003;284684;229012;37278;37278;30836;2224;1871;2207;140;0;0;0;18394;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
27;Groningen (PV);2004;324198;230977;73793;39315;32762;2137;1929;2342;145;34478;31662;2816;19428;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
28;Groningen (PV);2005;328318;231398;76531;39243;32621;2060;1921;2476;165;37288;34347;2941;20389;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
29;Groningen (PV);2006;331963;234543;76292;37070;30322;1993;1943;2657;155;39222;36210;3012;21128;0;0;0;0;0;  01  ;  20  ;      ;      ;Groningen                               ;;
30;Groningen (PV);2007;360445;238638;76843;36159;29157;1982;2061;2823;136;40684;37784;2900;21690;23274;9680;12598;748;248;  01  ;  20  ;      ;      ;Groningen                               ;;
31;Groningen (PV);2008;369274;243343;78424;36362;29102;1946;2191;2996;127;42062;39034;3028;22307;25200;10588;13536;814;262;  01  ;  20  ;      ;      ;Groningen                               ;;
32;Groningen (PV);2009;378065;247565;79894;36598;29231;1935;2171;3124;137;43296;40092;3204;23184;27422;11738;14567;864;253;  01  ;  20  ;      ;      ;Groningen                               ;;
33;Groningen (PV);2010;385567;251368;80448;36490;29292;1906;1997;3141;154;43958;40917;3041;23895;29856;13024;15640;916;276;  01  ;  20  ;      ;      ;Groningen                               ;;
34;Groningen (PV);2011;391560;254975;80620;36043;28935;1856;1973;3118;161;44577;41545;3032;24255;31710;14089;16390;932;299;  01  ;  20  ;      ;      ;Groningen                               ;;
35;Groningen (PV);2012;396598;258414;80816;35524;28562;1794;1939;3082;147;45292;42247;3045;24815;32553;14831;16462;958;302;  01  ;  20  ;      ;      ;Groningen                               ;;
36;Groningen (PV);2013;397783;259161;80437;34864;28048;1724;1923;3028;141;45573;42541;3032;25167;33018;15419;16285;1012;302;  01  ;  20  ;      ;      ;Groningen                               ;;
37;Groningen (PV);2014;397297;258751;80150;34438;27755;1689;1925;2946;123;45712;42627;3085;25240;33156;15930;15904;1010;312;  01  ;  20  ;      ;      ;Groningen                               ;;
38;Groningen (PV);2015;398857;259921;80081;34411;27977;1640;1826;2838;130;45670;42768;2902;25261;33594;16586;15702;997;309;  01  ;  20  ;      ;      ;Groningen                               ;;
39;Groningen (PV);2016;402668;262291;80950;34786;28512;1613;1793;2749;119;46164;43266;2898;25330;34097;17299;15514;961;323;  01  ;  20  ;      ;      ;Groningen                               ;;
40;Groningen (PV);2017;408146;265895;81914;35508;29264;1578;1819;2734;113;46406;43531;2875;25550;34787;18195;15308;945;339;  01  ;  20  ;      ;      ;Groningen                               ;;
41;Groningen (PV);2018;414770;270118;83475;36391;30057;1594;1897;2730;113;47084;44193;2891;25617;35560;19096;15202;904;358;  01  ;  20  ;      ;      ;Groningen                               ;;
42;Groningen (PV);2019;427356;279580;85861;38468;31987;1647;2002;2715;117;47393;44410;2983;25699;36216;19894;15109;855;358;  01  ;  20  ;      ;      ;Groningen                               ;;
43;Groningen (PV);2020;434288;283649;87578;39466;32759;1644;2046;2721;296;48112;45024;3088;26041;37020;20503;15253;901;363;  01  ;  20  ;      ;      ;Groningen                               ;;
44;Groningen (PV);2021;444322;289065;89489;40698;33889;1658;2056;2744;351;48791;45677;3114;27040;38728;21825;15651;884;368;    01;    20;      ;      ;Groningen                               ;;
45;Groningen (PV);2022;455391;295117;91624;41744;34842;1703;2096;2739;364;49880;46662;3218;27982;40668;23001;16359;920;388;      ;  20  ;01    ;      ;      Groningen                         ;;
46;Fryslân (PV);2000;292209;234696;39150;39150;31009;3254;2169;2004;714;0;0;0;18363;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
47;Fryslân (PV);2001;304615;241736;43498;43498;34933;3273;2358;2174;760;0;0;0;19381;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
48;Fryslân (PV);2002;316235;248870;46941;46941;37921;3259;2488;2354;919;0;0;0;20424;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
49;Fryslân (PV);2003;327697;255492;50439;50439;41045;3250;2497;2580;1067;0;0;0;21766;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
50;Fryslân (PV);2004;374922;257804;94377;52298;42951;3109;2410;2685;1143;42079;38860;3219;22741;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
51;Fryslân (PV);2005;385284;261643;99841;54205;44920;2928;2471;2806;1080;45636;42231;3405;23800;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
52;Fryslân (PV);2006;391931;268039;99262;51218;41791;2878;2503;3027;1019;48044;44657;3387;24630;0;0;0;0;0;  01  ;  21  ;      ;      ;Friesland                               ;;
53;Fryslân (PV);2007;427114;274837;100566;50298;40425;2917;2674;3231;1051;50268;46856;3412;25397;26314;9243;15921;930;220;  01  ;  21  ;      ;      ;Friesland                               ;;
54;Fryslân (PV);2008;440351;281912;103995;51293;41002;2912;2768;3398;1213;52702;49065;3637;26184;28260;9919;17062;1052;227;  01  ;  21  ;      ;      ;Friesland                               ;;
55;Fryslân (PV);2009;452742;288360;106637;52123;41478;2935;2908;3640;1162;54514;50668;3846;27207;30538;10677;18546;1155;160;  01  ;  21  ;      ;      ;Friesland                               ;;
56;Fryslân (PV);2010;461999;293345;108105;52131;41537;2928;2849;3697;1120;55974;51937;4037;28044;32505;11540;19575;1212;178;  01  ;  21  ;      ;      ;Friesland                               ;;
57;Fryslân (PV);2011;470882;298819;108373;51354;41054;2893;2891;3683;833;57019;52942;4077;28819;34871;12825;20609;1249;188;  01  ;  21  ;      ;      ;Friesland                               ;;
58;Fryslân (PV);2012;477871;303868;108553;50508;40290;2860;2879;3631;848;58045;53923;4122;29510;35940;13815;20677;1267;181;  01  ;  21  ;      ;      ;Friesland                               ;;
59;Fryslân (PV);2013;481488;305956;108878;50144;39874;2783;2883;3571;1033;58734;54640;4094;30027;36627;14564;20591;1283;189;  01  ;  21  ;      ;      ;Friesland                               ;;
60;Fryslân (PV);2014;482961;306475;108824;49551;39300;2767;2917;3525;1042;59273;55183;4090;30290;37372;15353;20532;1294;193;  01  ;  21  ;      ;      ;Friesland                               ;;
61;Fryslân (PV);2015;486363;308085;109831;49864;39444;2709;2908;3505;1298;59967;55837;4130;30367;38080;16034;20562;1282;202;  01  ;  21  ;      ;      ;Friesland                               ;;
62;Fryslân (PV);2016;492970;312132;111424;50600;40298;2732;2867;3474;1229;60824;56693;4131;30444;38970;16952;20576;1233;209;  01  ;  21  ;      ;      ;Friesland                               ;;
63;Fryslân (PV);2017;501851;317330;114105;52251;41679;2763;2902;3448;1459;61854;57643;4211;30492;39924;17865;20658;1188;213;  01  ;  21  ;      ;      ;Friesland                               ;;
64;Fryslân (PV);2018;513048;323628;117189;54091;43310;2809;3051;3441;1480;63098;58742;4356;30766;41465;19092;20968;1186;219;  01  ;  21  ;      ;      ;Friesland                               ;;
65;Fryslân (PV);2019;523601;330195;119932;55784;44683;2878;3268;3475;1480;64148;59584;4564;30851;42623;20114;21155;1137;217;  01  ;  21  ;      ;      ;Friesland                               ;;
66;Fryslân (PV);2020;534591;336672;122631;57198;46077;2933;3344;3443;1401;65433;60694;4739;31446;43842;20998;21484;1123;237;  01  ;  21  ;      ;      ;Friesland                               ;;
67;Fryslân (PV);2021;546475;342948;124774;58418;47429;2884;3313;3428;1364;66356;61454;4902;32366;46387;23003;22040;1087;257;    01;    21;      ;      ;Fryslân                                 ;;
68;Fryslân (PV);2022;561208;349810;128655;60324;49198;2925;3469;3391;1341;68331;63167;5164;33348;49395;25012;22961;1091;331;      ;  21  ;1     ;      ;      Fryslân                           ;;
69;Drenthe (PV);2000;238749;195382;27583;27583;21533;2310;2018;1553;169;0;0;0;15784;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
70;Drenthe (PV);2001;247903;201087;30103;30103;23799;2338;2079;1730;157;0;0;0;16713;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
71;Drenthe (PV);2002;256088;206171;32258;32258;25818;2289;2109;1881;161;0;0;0;17659;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
72;Drenthe (PV);2003;264425;210892;34597;34597;28001;2241;2152;2076;127;0;0;0;18936;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
73;Drenthe (PV);2004;307365;212661;74787;36511;29884;2134;2188;2173;132;38276;35605;2671;19917;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
74;Drenthe (PV);2005;318169;216746;80406;39019;32290;2067;2197;2333;132;41387;38665;2722;21017;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
75;Drenthe (PV);2006;323309;220869;80654;37317;30576;1992;2128;2477;144;43337;40656;2681;21786;0;0;0;0;0;  01  ;  22  ;      ;      ;Drenthe                                 ;;
76;Drenthe (PV);2007;347063;225771;81320;36336;29431;1929;2208;2608;160;44984;42374;2610;22493;17479;5722;11076;536;145;  01  ;  22  ;      ;      ;Drenthe                                 ;;
77;Drenthe (PV);2008;356711;231334;83229;36769;29652;1969;2240;2741;167;46460;43757;2703;23221;18927;6280;11905;584;158;  01  ;  22  ;      ;      ;Drenthe                                 ;;
78;Drenthe (PV);2009;366910;237086;85031;37296;29916;1949;2343;2914;174;47735;44916;2819;24080;20713;7155;12817;623;118;  01  ;  22  ;      ;      ;Drenthe                                 ;;
79;Drenthe (PV);2010;373292;240173;85861;37095;29918;1922;2271;2822;162;48766;45838;2928;24870;22388;8075;13547;644;122;  01  ;  22  ;      ;      ;Drenthe                                 ;;
80;Drenthe (PV);2011;381003;245281;86323;36605;29571;1852;2214;2807;161;49718;46729;2989;25376;24023;9125;14085;677;136;  01  ;  22  ;      ;      ;Drenthe                                 ;;
81;Drenthe (PV);2012;386475;249186;86539;36181;29308;1861;2250;2609;153;50358;47269;3089;25839;24911;10166;13895;705;145;  01  ;  22  ;      ;      ;Drenthe                                 ;;
82;Drenthe (PV);2013;386081;249494;84852;34192;27643;1761;2107;2534;147;50660;47662;2998;26091;25644;11195;13597;706;146;  01  ;  22  ;      ;      ;Drenthe                                 ;;
83;Drenthe (PV);2014;387187;250093;84610;33744;27337;1750;2038;2491;128;50866;47934;2932;26093;26391;12222;13331;695;143;  01  ;  22  ;      ;      ;Drenthe                                 ;;
84;Drenthe (PV);2015;388903;250614;84843;33652;27333;1707;2081;2396;135;51191;48161;3030;26008;27438;13511;13131;654;142;  01  ;  22  ;      ;      ;Drenthe                                 ;;
85;Drenthe (PV);2016;393031;253051;85609;34033;27867;1671;2004;2342;149;51576;48540;3036;25981;28390;14575;13015;650;150;  01  ;  22  ;      ;      ;Drenthe                                 ;;
86;Drenthe (PV);2017;399633;256962;86847;34821;28534;1659;2152;2329;147;52026;48821;3205;26122;29702;15908;13008;639;147;  01  ;  22  ;      ;      ;Drenthe                                 ;;
87;Drenthe (PV);2018;406077;260367;88209;35610;29209;1661;2255;2335;150;52599;49318;3281;26330;31171;17449;12915;634;173;  01  ;  22  ;      ;      ;Drenthe                                 ;;
88;Drenthe (PV);2019;414355;265587;89678;36763;30254;1667;2399;2291;152;52915;49480;3435;26592;32498;18846;12872;621;159;  01  ;  22  ;      ;      ;Drenthe                                 ;;
89;Drenthe (PV);2020;422906;270747;91282;37544;30999;1683;2430;2286;146;53738;50239;3499;27086;33791;20078;12913;636;164;  01  ;  22  ;      ;      ;Drenthe                                 ;;
90;Drenthe (PV);2021;432726;276258;92664;38467;31901;1677;2474;2316;99;54197;50604;3593;28156;35648;21824;13053;618;153;    01;    22;      ;      ;Drenthe                                 ;;
91;Drenthe (PV);2022;442705;281155;94884;39459;32834;1718;2508;2288;111;55425;51631;3794;29044;37622;23233;13584;638;167;      ;  22  ;01    ;      ;      Drenthe                           ;;
92;Overijssel (PV);2000;514164;423752;58001;58001;45589;5155;3996;2658;603;0;0;0;32411;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
93;Overijssel (PV);2001;533145;435596;63194;63194;50229;5107;4330;2933;595;0;0;0;34355;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
94;Overijssel (PV);2002;550219;446940;66898;66898;53387;5123;4593;3215;580;0;0;0;36381;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
95;Overijssel (PV);2003;567472;457684;70550;70550;56713;5129;4652;3454;602;0;0;0;39238;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
96;Overijssel (PV);2004;650130;462572;146521;74427;60493;4985;4755;3609;585;72094;65950;6144;41037;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
97;Overijssel (PV);2005;667152;469135;155215;77098;62812;4912;5066;3753;555;78117;71607;6510;42802;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
98;Overijssel (PV);2006;678404;477145;157088;74993;60358;4822;5238;4058;517;82095;75143;6952;44171;0;0;0;0;0;  02  ;  23  ;      ;      ;Overijssel                              ;;
99;Overijssel (PV);2007;739558;486066;159827;74024;58579;4834;5804;4310;497;85803;78321;7482;45233;48432;22843;24247;1023;319;  02  ;  23  ;      ;      ;Overijssel                              ;;
100;Overijssel (PV);2008;761571;498054;164850;76185;60216;4884;6120;4462;503;88665;80743;7922;46336;52331;25051;25812;1124;344;  02  ;  23  ;      ;      ;Overijssel                              ;;
101;Overijssel (PV);2009;783344;509362;169302;78047;61576;4976;6256;4705;534;91255;82744;8511;47647;57033;27658;27893;1252;230;  02  ;  23  ;      ;      ;Overijssel                              ;;
102;Overijssel (PV);2010;797075;516149;170857;77667;61284;4945;6117;4785;536;93190;84510;8680;49003;61066;29990;29451;1367;258;  02  ;  23  ;      ;      ;Overijssel                              ;;
103;Overijssel (PV);2011;812788;525703;172304;77366;60976;4981;6172;4725;512;94938;86011;8927;49831;64950;32812;30462;1416;260;  02  ;  23  ;      ;      ;Overijssel                              ;;
104;Overijssel (PV);2012;825766;534868;173170;76663;60473;4900;6177;4598;515;96507;87414;9093;50785;66943;35131;30058;1489;265;  02  ;  23  ;      ;      ;Overijssel                              ;;
105;Overijssel (PV);2013;830681;538102;173371;74839;59011;4795;5970;4601;462;98532;89028;9504;51050;68158;37083;29299;1486;290;  02  ;  23  ;      ;      ;Overijssel                              ;;
106;Overijssel (PV);2014;828860;535754;173202;73895;57832;4623;6107;4510;823;99307;89476;9831;51003;68901;38525;28631;1446;299;  02  ;  23  ;      ;      ;Overijssel                              ;;
107;Overijssel (PV);2015;834649;539981;173511;72300;56552;4440;6077;4402;829;101211;90832;10379;50649;70508;40238;28532;1429;309;  02  ;  23  ;      ;      ;Overijssel                              ;;
108;Overijssel (PV);2016;846070;547328;176176;73427;57639;4344;6208;4413;823;102749;91478;11271;50322;72244;42043;28520;1352;329;  02  ;  23  ;      ;      ;Overijssel                              ;;
109;Overijssel (PV);2017;860292;555974;179910;75584;59692;4300;6171;4422;999;104326;92480;11846;50433;73975;43696;28654;1278;347;  02  ;  23  ;      ;      ;Overijssel                              ;;
110;Overijssel (PV);2018;880496;568043;185253;78909;62477;4370;6498;4402;1162;106344;93681;12663;50613;76587;46191;28811;1222;363;  02  ;  23  ;      ;      ;Overijssel                              ;;
111;Overijssel (PV);2019;894005;577732;187506;80843;64326;4426;6573;4369;1149;106663;93576;13087;50475;78292;48066;28734;1166;326;  02  ;  23  ;      ;      ;Overijssel                              ;;
112;Overijssel (PV);2020;910786;587465;191724;82771;66180;4415;6718;4318;1140;108953;95281;13672;51440;80157;49475;29140;1179;363;  02  ;  23  ;      ;      ;Overijssel                              ;;
113;Overijssel (PV);2021;930883;597656;196849;86811;69991;4387;6810;4360;1263;110038;95742;14296;53159;83219;52042;29702;1148;327;    02;    23;      ;      ;Overijssel                              ;;
114;Overijssel (PV);2022;952950;610190;202112;89329;72361;4448;7026;4369;1125;112783;97753;15030;54776;85872;53723;30665;1159;325;      ;  23  ;02    ;      ;      Overijssel                        ;;
115;Flevoland (PV);2000;141373;119733;13966;13966;12019;756;613;541;37;0;0;0;7674;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
116;Flevoland (PV);2001;153717;129257;15979;15979;13572;1052;695;621;39;0;0;0;8481;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
117;Flevoland (PV);2002;166282;139008;18049;18049;15356;1066;889;690;48;0;0;0;9225;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
118;Flevoland (PV);2003;177456;147521;19823;19823;16901;1130;971;767;54;0;0;0;10112;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
119;Flevoland (PV);2004;241675;186739;44211;28053;25266;871;986;875;55;16158;14602;1556;10725;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
120;Flevoland (PV);2005;294260;229201;53873;36248;33116;1112;1066;905;49;17625;16056;1569;11186;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
121;Flevoland (PV);2006;322018;251703;58728;39962;36393;1301;1240;978;50;18766;16999;1767;11587;0;0;0;0;0;  02  ;  24  ;      ;      ;Flevoland                               ;;
122;Flevoland (PV);2007;355186;267962;62490;42695;38741;1351;1447;1109;47;19795;17915;1880;12067;12667;5439;6952;217;59;  02  ;  24  ;      ;      ;Flevoland                               ;;
123;Flevoland (PV);2008;377144;284321;65604;44872;40630;1506;1507;1180;49;20732;18705;2027;12622;14597;6183;8081;260;73;  02  ;  24  ;      ;      ;Flevoland                               ;;
124;Flevoland (PV);2009;398857;300424;68535;47023;42950;1341;1440;1253;39;21512;19381;2131;13394;16504;6979;9148;308;69;  02  ;  24  ;      ;      ;Flevoland                               ;;
125;Flevoland (PV);2010;403523;301571;69565;47520;43439;1354;1400;1283;44;22045;19874;2171;13948;18439;8008;10019;337;75;  02  ;  24  ;      ;      ;Flevoland                               ;;
126;Flevoland (PV);2011;409289;305356;69510;47277;43363;1310;1301;1261;42;22233;20176;2057;14292;20131;9312;10402;343;74;  02  ;  24  ;      ;      ;Flevoland                               ;;
127;Flevoland (PV);2012;421725;316742;69643;47136;43320;1268;1252;1256;40;22507;20434;2073;14690;20650;10154;10058;356;82;  02  ;  24  ;      ;      ;Flevoland                               ;;
128;Flevoland (PV);2013;431088;325173;69455;46774;43056;1231;1188;1264;35;22681;20584;2097;14878;21582;11468;9681;350;83;  02  ;  24  ;      ;      ;Flevoland                               ;;
129;Flevoland (PV);2014;427736;321646;68738;45827;42114;1190;1236;1258;29;22911;20569;2342;15004;22348;12542;9374;356;76;  02  ;  24  ;      ;      ;Flevoland                               ;;
130;Flevoland (PV);2015;429895;323255;68171;44990;41247;1185;1330;1192;36;23181;20708;2473;15026;23443;13877;9141;350;75;  02  ;  24  ;      ;      ;Flevoland                               ;;
131;Flevoland (PV);2016;444230;335882;68907;45195;41339;1219;1422;1176;39;23712;21145;2567;15038;24403;15031;8927;362;83;  02  ;  24  ;      ;      ;Flevoland                               ;;
132;Flevoland (PV);2017;451230;341011;69569;46036;42203;1201;1402;1175;55;23533;21358;2175;15164;25486;16295;8741;345;105;  02  ;  24  ;      ;      ;Flevoland                               ;;
133;Flevoland (PV);2018;468992;354501;72150;48214;44464;1168;1386;1139;57;23936;21674;2262;15289;27052;17890;8729;324;109;  02  ;  24  ;      ;      ;Flevoland                               ;;
134;Flevoland (PV);2019;492694;374268;74534;50366;46588;1181;1432;1103;62;24168;21809;2359;15527;28365;19324;8639;297;105;  02  ;  24  ;      ;      ;Flevoland                               ;;
135;Flevoland (PV);2020;499136;380058;73966;49259;45407;1187;1507;1102;56;24707;22147;2560;15710;29402;20538;8463;306;95;  02  ;  24  ;      ;      ;Flevoland                               ;;
136;Flevoland (PV);2021;487022;366941;73142;48365;44483;1196;1534;1098;54;24777;22186;2591;16253;30686;21862;8422;318;84;    02;    24;      ;      ;Flevoland                               ;;
137;Flevoland (PV);2022;488503;365802;74063;48500;44534;1197;1632;1075;62;25563;22753;2810;16684;31954;22984;8543;331;96;      ;  24  ;02    ;      ;      Flevoland                         ;;
138;Gelderland (PV);2000;951845;785826;108847;108847;82939;12035;7765;5178;930;0;0;0;57172;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
139;Gelderland (PV);2001;988861;809969;118058;118058;91189;12050;8081;5804;934;0;0;0;60834;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
140;Gelderland (PV);2002;1019161;830947;124202;124202;96340;11980;8497;6442;943;0;0;0;64012;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
141;Gelderland (PV);2003;1047469;848076;130726;130726;102168;11927;8725;6876;1030;0;0;0;68667;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
142;Gelderland (PV);2004;1176697;852541;252589;134875;105777;12175;8766;7126;1031;117714;105942;11772;71567;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
143;Gelderland (PV);2005;1199622;860642;265174;138341;109499;11840;8808;7383;811;126833;114720;12113;73806;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
144;Gelderland (PV);2006;1218140;873466;268989;136052;106356;11729;9258;7870;839;132937;120006;12931;75685;0;0;0;0;0;  02  ;  25  ;      ;      ;Gelderland                              ;;
145;Gelderland (PV);2007;1335252;890867;274629;136470;105769;11711;9891;8266;833;138159;124920;13239;77081;92675;41920;48099;2086;570;  02  ;  25  ;      ;      ;Gelderland                              ;;
