ID;KenmerkenPersonen;Marges;Perioden;Gelukkig_1;TevredenMetHetLeven_2
86;Geslacht: mannen;Waarde;2008;87.5;84.4
87;Geslacht: mannen;Waarde;2009;89.2;83.9
88;Geslacht: mannen;Waarde;2010;88.2;82.8
89;Geslacht: mannen;Waarde;2011;87.9;83.8
90;Geslacht: mannen;Waarde;2012;89.4;85.8
91;Geslacht: mannen;Waarde;2013;86.4;82.1
92;Geslacht: mannen;Waarde;2014;87.9;84.2
93;Geslacht: mannen;Waarde;2015;87.0;83.4
94;Geslacht: mannen;Waarde;2016;88.1;85.6
95;Geslacht: mannen;Waarde;2017;88.0;86.5
96;Geslacht: mannen;Waarde;2018;87.2;85.1
97;Geslacht: mannen;Waarde;2019;88.8;87.1
98;Geslacht: mannen;Waarde;2020;86.2;84.4
99;Geslacht: mannen;Waarde;2021;85.2;83.3
100;Geslacht: mannen;Ondergrens 95%-interval;1997;87.5;82.0
101;Geslacht: mannen;Ondergrens 95%-interval;1998;88.4;83.6
102;Geslacht: mannen;Ondergrens 95%-interval;1999;87.9;82.6
103;Geslacht: mannen;Ondergrens 95%-interval;2000;88.5;83.9
104;Geslacht: mannen;Ondergrens 95%-interval;2001;88.4;84.1
105;Geslacht: mannen;Ondergrens 95%-interval;2002;87.6;82.6
106;Geslacht: mannen;Ondergrens 95%-interval;2003;86.5;82.5
107;Geslacht: mannen;Ondergrens 95%-interval;2004;87.0;82.3
108;Geslacht: mannen;Ondergrens 95%-interval;2005;85.7;81.0
109;Geslacht: mannen;Ondergrens 95%-interval;2006;88.2;82.1
110;Geslacht: mannen;Ondergrens 95%-interval;2007;86.8;82.2
111;Geslacht: mannen;Ondergrens 95%-interval;2008;86.4;83.4
112;Geslacht: mannen;Ondergrens 95%-interval;2009;88.2;82.8
113;Geslacht: mannen;Ondergrens 95%-interval;2010;86.6;81.1
114;Geslacht: mannen;Ondergrens 95%-interval;2011;;
115;Geslacht: mannen;Ondergrens 95%-interval;2012;88.0;84.2
116;Geslacht: mannen;Ondergrens 95%-interval;2013;85.3;80.8
117;Geslacht: mannen;Ondergrens 95%-interval;2014;86.8;83.0
118;Geslacht: mannen;Ondergrens 95%-interval;2015;85.9;82.1
119;Geslacht: mannen;Ondergrens 95%-interval;2016;87.0;84.4
120;Geslacht: mannen;Ondergrens 95%-interval;2017;86.9;85.4
121;Geslacht: mannen;Ondergrens 95%-interval;2018;86.1;83.9
122;Geslacht: mannen;Ondergrens 95%-interval;2019;87.8;85.9
123;Geslacht: mannen;Ondergrens 95%-interval;2020;85.0;83.2
124;Geslacht: mannen;Ondergrens 95%-interval;2021;84.6;82.6
125;Geslacht: mannen;Bovengrens 95%-interval;1997;88.6;83.1
126;Geslacht: mannen;Bovengrens 95%-interval;1998;89.0;84.2
127;Geslacht: mannen;Bovengrens 95%-interval;1999;88.8;83.6
128;Geslacht: mannen;Bovengrens 95%-interval;2000;89.4;84.9
129;Geslacht: mannen;Bovengrens 95%-interval;2001;89.6;85.4
130;Geslacht: mannen;Bovengrens 95%-interval;2002;88.8;83.9
131;Geslacht: mannen;Bovengrens 95%-interval;2003;87.8;83.8
132;Geslacht: mannen;Bovengrens 95%-interval;2004;88.3;83.6
133;Geslacht: mannen;Bovengrens 95%-interval;2005;87.8;83.1
134;Geslacht: mannen;Bovengrens 95%-interval;2006;90.1;84.2
135;Geslacht: mannen;Bovengrens 95%-interval;2007;89.0;84.5
136;Geslacht: mannen;Bovengrens 95%-interval;2008;88.6;85.4
137;Geslacht: mannen;Bovengrens 95%-interval;2009;90.2;84.9
138;Geslacht: mannen;Bovengrens 95%-interval;2010;89.8;84.5
139;Geslacht: mannen;Bovengrens 95%-interval;2011;;
140;Geslacht: mannen;Bovengrens 95%-interval;2012;90.9;87.4
141;Geslacht: mannen;Bovengrens 95%-interval;2013;87.6;83.4
142;Geslacht: mannen;Bovengrens 95%-interval;2014;88.9;85.4
143;Geslacht: mannen;Bovengrens 95%-interval;2015;88.1;84.6
144;Geslacht: mannen;Bovengrens 95%-interval;2016;89.2;86.8
145;Geslacht: mannen;Bovengrens 95%-interval;2017;89.1;87.6
146;Geslacht: mannen;Bovengrens 95%-interval;2018;88.3;86.3
147;Geslacht: mannen;Bovengrens 95%-interval;2019;89.8;88.3
148;Geslacht: mannen;Bovengrens 95%-interval;2020;87.4;85.6
149;Geslacht: mannen;Bovengrens 95%-interval;2021;85.8;83.9
150;Geslacht: vrouwen;Waarde;1997;88.4;84.7
151;Geslacht: vrouwen;Waarde;1998;89.3;86.0
152;Geslacht: vrouwen;Waarde;1999;88.5;85.5
153;Geslacht: vrouwen;Waarde;2000;89.1;86.3
154;Geslacht: vrouwen;Waarde;2001;89.5;86.1
155;Geslacht: vrouwen;Waarde;2002;87.7;84.6
156;Geslacht: vrouwen;Waarde;2003;88.3;84.9
157;Geslacht: vrouwen;Waarde;2004;88.0;84.7
158;Geslacht: vrouwen;Waarde;2005;88.1;84.7
159;Geslacht: vrouwen;Waarde;2006;88.4;84.7
160;Geslacht: vrouwen;Waarde;2007;88.6;85.5
161;Geslacht: vrouwen;Waarde;2008;89.9;86.3
162;Geslacht: vrouwen;Waarde;2009;88.9;85.4
163;Geslacht: vrouwen;Waarde;2010;87.1;83.9
164;Geslacht: vrouwen;Waarde;2011;88.2;84.9
165;Geslacht: vrouwen;Waarde;2012;88.6;84.3
166;Geslacht: vrouwen;Waarde;2013;88.6;85.0
167;Geslacht: vrouwen;Waarde;2014;88.0;85.0
168;Geslacht: vrouwen;Waarde;2015;87.8;84.5
169;Geslacht: vrouwen;Waarde;2016;88.5;84.8
170;Geslacht: vrouwen;Waarde;2017;86.9;84.4
171;Geslacht: vrouwen;Waarde;2018;88.2;86.3
172;Geslacht: vrouwen;Waarde;2019;89.1;87.6
173;Geslacht: vrouwen;Waarde;2020;87.4;85.2
174;Geslacht: vrouwen;Waarde;2021;87.6;84.0
175;Geslacht: vrouwen;Ondergrens 95%-interval;1997;87.8;84.2
176;Geslacht: vrouwen;Ondergrens 95%-interval;1998;89.0;85.7
177;Geslacht: vrouwen;Ondergrens 95%-interval;1999;88.0;85.0
178;Geslacht: vrouwen;Ondergrens 95%-interval;2000;88.7;85.8
179;Geslacht: vrouwen;Ondergrens 95%-interval;2001;88.9;85.4
180;Geslacht: vrouwen;Ondergrens 95%-interval;2002;87.0;83.9
181;Geslacht: vrouwen;Ondergrens 95%-interval;2003;87.6;84.2
182;Geslacht: vrouwen;Ondergrens 95%-interval;2004;87.3;83.9
183;Geslacht: vrouwen;Ondergrens 95%-interval;2005;87.0;83.6
184;Geslacht: vrouwen;Ondergrens 95%-interval;2006;87.3;83.6
185;Geslacht: vrouwen;Ondergrens 95%-interval;2007;87.4;84.3
186;Geslacht: vrouwen;Ondergrens 95%-interval;2008;88.9;85.2
187;Geslacht: vrouwen;Ondergrens 95%-interval;2009;87.8;84.3
188;Geslacht: vrouwen;Ondergrens 95%-interval;2010;85.4;82.1
189;Geslacht: vrouwen;Ondergrens 95%-interval;2011;;
190;Geslacht: vrouwen;Ondergrens 95%-interval;2012;87.2;82.7
191;Geslacht: vrouwen;Ondergrens 95%-interval;2013;87.6;83.9
192;Geslacht: vrouwen;Ondergrens 95%-interval;2014;87.0;83.8
193;Geslacht: vrouwen;Ondergrens 95%-interval;2015;86.7;83.3
194;Geslacht: vrouwen;Ondergrens 95%-interval;2016;87.4;83.6
195;Geslacht: vrouwen;Ondergrens 95%-interval;2017;85.8;83.2
196;Geslacht: vrouwen;Ondergrens 95%-interval;2018;87.2;85.2
197;Geslacht: vrouwen;Ondergrens 95%-interval;2019;88.1;86.4
198;Geslacht: vrouwen;Ondergrens 95%-interval;2020;86.2;84.0
199;Geslacht: vrouwen;Ondergrens 95%-interval;2021;87.0;83.4
200;Geslacht: vrouwen;Bovengrens 95%-interval;1997;88.9;85.3
201;Geslacht: vrouwen;Bovengrens 95%-interval;1998;89.7;86.4
202;Geslacht: vrouwen;Bovengrens 95%-interval;1999;88.9;86.0
203;Geslacht: vrouwen;Bovengrens 95%-interval;2000;89.6;86.8
204;Geslacht: vrouwen;Bovengrens 95%-interval;2001;90.2;86.7
205;Geslacht: vrouwen;Bovengrens 95%-interval;2002;88.4;85.3
206;Geslacht: vrouwen;Bovengrens 95%-interval;2003;89.0;85.6
207;Geslacht: vrouwen;Bovengrens 95%-interval;2004;88.7;85.4
208;Geslacht: vrouwen;Bovengrens 95%-interval;2005;89.2;85.8
209;Geslacht: vrouwen;Bovengrens 95%-interval;2006;89.5;85.8
210;Geslacht: vrouwen;Bovengrens 95%-interval;2007;89.7;86.6
211;Geslacht: vrouwen;Bovengrens 95%-interval;2008;91.0;87.4
212;Geslacht: vrouwen;Bovengrens 95%-interval;2009;90.0;86.5
213;Geslacht: vrouwen;Bovengrens 95%-interval;2010;88.9;85.6
214;Geslacht: vrouwen;Bovengrens 95%-interval;2011;;
215;Geslacht: vrouwen;Bovengrens 95%-interval;2012;90.0;86.0
216;Geslacht: vrouwen;Bovengrens 95%-interval;2013;89.6;86.2
217;Geslacht: vrouwen;Bovengrens 95%-interval;2014;89.1;86.1
218;Geslacht: vrouwen;Bovengrens 95%-interval;2015;88.8;85.6
219;Geslacht: vrouwen;Bovengrens 95%-interval;2016;89.5;85.9
220;Geslacht: vrouwen;Bovengrens 95%-interval;2017;88.0;85.6
221;Geslacht: vrouwen;Bovengrens 95%-interval;2018;89.2;87.4
222;Geslacht: vrouwen;Bovengrens 95%-interval;2019;90.1;88.8
223;Geslacht: vrouwen;Bovengrens 95%-interval;2020;88.6;86.4
224;Geslacht: vrouwen;Bovengrens 95%-interval;2021;88.2;84.7
225;Leeftijd: 18 tot 25 jaar;Waarde;1997;91.1;84.8
226;Leeftijd: 18 tot 25 jaar;Waarde;1998;90.9;84.9
227;Leeftijd: 18 tot 25 jaar;Waarde;1999;89.8;84.6
228;Leeftijd: 18 tot 25 jaar;Waarde;2000;90.8;85.5
229;Leeftijd: 18 tot 25 jaar;Waarde;2001;90.9;85.7
230;Leeftijd: 18 tot 25 jaar;Waarde;2002;88.7;81.4
231;Leeftijd: 18 tot 25 jaar;Waarde;2003;90.7;84.6
232;Leeftijd: 18 tot 25 jaar;Waarde;2004;90.6;84.1
233;Leeftijd: 18 tot 25 jaar;Waarde;2005;87.6;82.8
234;Leeftijd: 18 tot 25 jaar;Waarde;2006;90.5;85.0
235;Leeftijd: 18 tot 25 jaar;Waarde;2007;89.8;87.2
236;Leeftijd: 18 tot 25 jaar;Waarde;2008;91.4;86.5
237;Leeftijd: 18 tot 25 jaar;Waarde;2009;90.0;84.6
238;Leeftijd: 18 tot 25 jaar;Waarde;2010;88.8;84.7
239;Leeftijd: 18 tot 25 jaar;Waarde;2011;89.4;85.0
240;Leeftijd: 18 tot 25 jaar;Waarde;2012;90.4;85.8
241;Leeftijd: 18 tot 25 jaar;Waarde;2013;90.0;85.6
242;Leeftijd: 18 tot 25 jaar;Waarde;2014;89.6;82.6
243;Leeftijd: 18 tot 25 jaar;Waarde;2015;88.7;86.2
244;Leeftijd: 18 tot 25 jaar;Waarde;2016;88.5;85.5
245;Leeftijd: 18 tot 25 jaar;Waarde;2017;87.5;85.3
246;Leeftijd: 18 tot 25 jaar;Waarde;2018;85.8;83.8
247;Leeftijd: 18 tot 25 jaar;Waarde;2019;87.5;86.1
248;Leeftijd: 18 tot 25 jaar;Waarde;2020;83.8;81.4
249;Leeftijd: 18 tot 25 jaar;Waarde;2021;80.9;76.9
250;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;1997;90.2;83.8
251;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;1998;90.3;84.2
252;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;1999;88.9;83.7
253;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2000;90.0;84.6
254;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2001;89.8;84.4
255;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2002;87.4;79.9
256;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2003;89.5;83.3
257;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2004;89.4;82.7
258;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2005;85.5;80.6
259;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2006;88.6;82.9
260;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2007;87.8;85.2
261;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2008;89.6;84.6
262;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2009;88.1;82.4
263;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2010;85.6;81.4
264;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2011;;
265;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2012;87.5;82.4
266;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2013;87.8;83.0
267;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2014;87.4;80.0
268;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2015;86.4;83.8
269;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2016;86.3;83.0
270;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2017;85.2;82.8
271;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2018;83.4;81.2
272;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2019;85.1;83.7
273;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2020;81.3;78.7
274;Leeftijd: 18 tot 25 jaar;Ondergrens 95%-interval;2021;79.4;75.3
275;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;1997;92.0;85.9
276;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;1998;91.5;85.5
277;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;1999;90.6;85.5
278;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2000;91.7;86.4
279;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2001;92.1;86.9
280;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2002;90.0;82.9
281;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2003;91.8;85.9
282;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2004;91.8;85.5
283;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2005;89.7;85.0
284;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2006;92.4;87.1
285;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2007;91.9;89.2
286;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2008;93.2;88.5
287;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2009;92.0;86.8
288;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2010;92.0;88.0
289;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2011;;
290;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2012;93.2;89.2
291;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2013;92.1;88.1
292;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2014;91.7;85.3
293;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2015;90.9;88.7
294;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2016;90.8;88.0
295;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2017;89.8;87.8
296;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2018;88.3;86.3
297;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2019;89.9;88.5
298;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2020;86.3;84.1
299;Leeftijd: 18 tot 25 jaar;Bovengrens 95%-interval;2021;82.4;78.5
300;Leeftijd: 25 tot 35 jaar;Waarde;1997;88.5;79.1
301;Leeftijd: 25 tot 35 jaar;Waarde;1998;89.6;81.0
302;Leeftijd: 25 tot 35 jaar;Waarde;1999;88.3;79.4
303;Leeftijd: 25 tot 35 jaar;Waarde;2000;89.6;81.0
304;Leeftijd: 25 tot 35 jaar;Waarde;2001;89.3;80.6
305;Leeftijd: 25 tot 35 jaar;Waarde;2002;87.8;79.6
306;Leeftijd: 25 tot 35 jaar;Waarde;2003;87.7;80.0
307;Leeftijd: 25 tot 35 jaar;Waarde;2004;87.2;79.0
308;Leeftijd: 25 tot 35 jaar;Waarde;2005;88.0;78.4
309;Leeftijd: 25 tot 35 jaar;Waarde;2006;89.5;78.9
310;Leeftijd: 25 tot 35 jaar;Waarde;2007;87.6;79.4
311;Leeftijd: 25 tot 35 jaar;Waarde;2008;90.2;81.5
312;Leeftijd: 25 tot 35 jaar;Waarde;2009;88.3;80.5
313;Leeftijd: 25 tot 35 jaar;Waarde;2010;89.9;80.5
314;Leeftijd: 25 tot 35 jaar;Waarde;2011;88.5;81.5
315;Leeftijd: 25 tot 35 jaar;Waarde;2012;89.9;82.6
316;Leeftijd: 25 tot 35 jaar;Waarde;2013;86.2;81.1
317;Leeftijd: 25 tot 35 jaar;Waarde;2014;89.7;84.5
318;Leeftijd: 25 tot 35 jaar;Waarde;2015;87.7;83.2
319;Leeftijd: 25 tot 35 jaar;Waarde;2016;88.4;86.7
320;Leeftijd: 25 tot 35 jaar;Waarde;2017;88.3;85.9
321;Leeftijd: 25 tot 35 jaar;Waarde;2018;88.0;85.2
322;Leeftijd: 25 tot 35 jaar;Waarde;2019;88.8;85.4
323;Leeftijd: 25 tot 35 jaar;Waarde;2020;88.0;84.3
324;Leeftijd: 25 tot 35 jaar;Waarde;2021;85.2;81.9
325;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;1997;87.8;78.3
326;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;1998;89.2;80.6
327;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;1999;87.7;78.7
328;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2000;89.0;80.3
329;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2001;88.4;79.6
330;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2002;86.8;78.6
331;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2003;86.7;79.0
332;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2004;86.2;77.8
333;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2005;86.5;76.6
334;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2006;88.0;77.0
335;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2007;85.8;77.5
336;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2008;88.7;79.8
337;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2009;86.6;78.6
338;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2010;87.4;77.6
339;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2011;;
340;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2012;87.5;79.6
341;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2013;84.1;78.8
342;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2014;87.9;82.3
343;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2015;85.8;81.0
344;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2016;86.5;84.6
345;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2017;86.4;83.9
346;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2018;86.1;83.1
347;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2019;87.0;83.4
348;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2020;86.0;82.1
349;Leeftijd: 25 tot 35 jaar;Ondergrens 95%-interval;2021;84.1;80.7
350;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;1997;89.2;80.0
351;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;1998;90.0;81.5
352;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;1999;88.9;80.1
353;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2000;90.3;81.7
354;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2001;90.1;81.6
355;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2002;88.7;80.7
356;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2003;88.7;81.1
357;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2004;88.3;80.1
358;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2005;89.6;80.2
359;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2006;91.0;80.7
360;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2007;89.4;81.4
361;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2008;91.7;83.3
362;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2009;90.1;82.4
363;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2010;92.3;83.3
364;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2011;;
365;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2012;92.3;85.7
366;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2013;88.2;83.4
367;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2014;91.5;86.6
368;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2015;89.7;85.4
369;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2016;90.3;88.7
370;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2017;90.2;87.9
371;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2018;89.9;87.2
372;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2019;90.6;87.4
373;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2020;90.0;86.5
374;Leeftijd: 25 tot 35 jaar;Bovengrens 95%-interval;2021;86.3;83.1
375;Leeftijd: 35 tot 45 jaar;Waarde;1997;90.5;83.5
376;Leeftijd: 35 tot 45 jaar;Waarde;1998;90.9;84.8
377;Leeftijd: 35 tot 45 jaar;Waarde;1999;90.1;84.3
378;Leeftijd: 35 tot 45 jaar;Waarde;2000;90.2;85.3
379;Leeftijd: 35 tot 45 jaar;Waarde;2001;90.3;84.9
