ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkNietOntvankelijk_4;KennelijkOngegrond_5;KennelijkGegrond_6;OverigeUitspraken_7;Ingesteld_8;IngetrokkenNietOntvankelijkOngegrond_9;Gegrond_10;TotaalUitspraken_11;OngegrondInEersteEnEnigeAanleg_12;GegrondInEersteEnEnigeAanleg_13;BevestigingAangevallenUitspraak_14;VernietigingAangevallenUitspraak_15;OverigeUitspraken_16;TotaalUitspraken_17;Afgewezen_18;GeheelOfDeelsWordtToegewezen_19;OverigeUitspraken_20;IngetrokkenVerwezenZaken_21;AanHetEindVanDePeriodeAanhangig_22
425;Overige sociale verzekeringszaken;2005;1;4;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;3
426;Overige sociale verzekeringszaken;2006;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
427;Overige sociale verzekeringszaken;2007;3;10;0;0;0;0;0;0;0;0;3;0;0;1;2;0;0;0;0;0;2;8
428;Overige sociale verzekeringszaken;2008;8;63;2;1;0;0;1;2;0;0;3;0;0;3;0;0;0;0;0;0;5;63
429;Overige sociale verzekeringszaken;2009;63;190;0;0;0;0;0;0;2;0;33;0;22;4;7;0;0;0;0;0;56;162
430;Overige sociale verzekeringszaken;2010;162;130;1;0;0;0;1;0;0;0;101;5;68;20;8;0;2;2;0;0;80;108
431;Overige sociale verzekeringszaken;2011;108;402;0;0;0;0;0;0;0;0;78;1;12;37;23;5;1;0;1;0;40;391
432;Overige sociale verzekeringszaken;2012;391;217;3;0;0;0;3;0;0;0;363;3;328;23;4;5;0;0;0;0;65;177
433;Overige sociale verzekeringszaken;2013;177;263;5;1;0;0;4;1;0;1;85;4;50;20;5;6;0;0;0;0;70;281
434;Overige sociale verzekeringszaken;2014;281;211;10;6;0;0;4;1;1;0;125;5;46;65;9;0;0;0;0;0;45;312
435;Overige sociale verzekeringszaken;2015;313;167;4;3;0;0;1;2;1;0;144;0;2;113;26;3;0;0;0;0;59;274
436;Overige sociale verzekeringszaken;2016;277;141;3;3;0;0;0;2;2;0;126;4;0;87;33;2;1;0;0;1;41;247
437;Totaal bijstandszaken;1998;771;845;67;66;0;0;1;12;10;3;316;35;34;160;68;19;47;30;13;4;307;881
438;Totaal bijstandszaken;1999;881;906;118;117;1;0;0;23;17;0;395;43;52;179;103;18;39;29;6;4;171;1070
439;Totaal bijstandszaken;2000;1070;855;131;123;0;0;8;47;35;2;351;4;15;178;150;4;23;13;7;3;112;1320
440;Totaal bijstandszaken;2001;1320;960;74;46;0;0;28;48;57;3;386;1;1;189;189;6;26;20;4;2;119;1666
441;Totaal bijstandszaken;2002;1666;909;84;44;0;0;40;30;32;3;543;0;0;305;216;22;48;34;8;6;126;1772
442;Totaal bijstandszaken;2003;1772;921;91;41;0;0;50;24;19;5;700;1;0;369;302;28;41;38;1;2;122;1744
443;Totaal bijstandszaken;2004;1744;897;78;33;0;0;45;20;17;2;960;4;1;582;327;46;20;17;0;3;140;1446
444;Totaal bijstandszaken;2005;1446;1073;128;51;0;0;77;53;39;4;1127;0;0;716;341;70;46;39;5;2;141;1091
445;Totaal bijstandszaken;2006;1091;1610;105;24;0;0;81;37;31;6;982;2;2;558;333;87;36;34;0;2;170;1414
446;Totaal bijstandszaken;2007;1414;1859;96;46;0;0;50;18;23;4;1039;2;1;629;352;55;24;20;3;1;226;1883
447;Totaal bijstandszaken;2008;1883;2151;92;35;0;0;57;27;9;9;1040;1;1;606;415;17;33;25;2;6;274;2613
448;Totaal bijstandszaken;2009;2613;1873;108;56;0;0;52;20;18;2;1313;2;2;739;526;44;20;18;2;0;274;2773
449;Totaal bijstandszaken;2010;2773;2029;115;34;0;0;81;28;13;10;1442;5;5;951;451;30;37;35;0;2;202;3021
450;Totaal bijstandszaken;2011;3021;2240;90;46;0;0;44;19;28;4;1632;21;6;1173;410;22;50;45;1;4;288;3192
451;Totaal bijstandszaken;2012;3192;2109;77;20;0;1;56;21;16;3;1949;42;12;1379;464;52;32;27;4;1;388;2860
452;Totaal bijstandszaken;2013;2855;2188;78;20;0;1;57;23;14;6;1865;61;24;1369;372;39;23;22;0;1;328;2758
453;Totaal bijstandszaken;2014;2758;2342;81;34;0;0;47;24;17;10;1788;35;14;1335;374;30;39;34;4;1;401;2798
454;Totaal bijstandszaken;2015;2798;2250;66;35;0;0;31;11;9;2;1694;21;9;1299;338;27;30;27;1;2;481;2779
455;Totaal bijstandszaken;2016;2781;2488;125;56;0;1;68;18;5;4;1721;34;11;1251;373;52;44;40;0;4;446;2946
456;Algemene bijstandswet;1998;757;833;67;66;0;0;1;12;10;3;305;35;34;151;67;18;46;29;13;4;305;869
457;Algemene bijstandswet;1999;869;877;115;114;1;0;0;22;17;0;388;43;52;173;102;18;37;27;6;4;171;1040
458;Algemene bijstandswet;2000;1040;827;127;119;0;0;8;47;34;2;343;4;15;173;148;3;23;13;7;3;109;1278
459;Algemene bijstandswet;2001;1278;923;71;44;0;0;27;45;55;3;371;1;1;181;184;4;26;20;4;2;115;1608
460;Algemene bijstandswet;2002;1608;877;81;42;0;0;39;29;31;2;532;0;0;299;211;22;47;34;7;6;120;1703
461;Algemene bijstandswet;2003;1703;899;91;41;0;0;50;24;19;5;669;1;0;351;290;27;41;38;1;2;115;1691
462;Algemene bijstandswet;2004;1691;819;75;32;0;0;43;19;17;2;922;4;1;555;317;45;18;15;0;3;135;1362
463;Algemene bijstandswet;2005;1362;523;101;43;0;0;58;41;37;1;1058;0;0;672;317;69;13;11;0;2;96;621
464;Algemene bijstandswet;2006;621;126;17;1;0;0;16;10;13;4;570;2;2;309;194;63;1;1;0;0;31;125
465;Algemene bijstandswet;2007;125;12;4;2;0;0;2;1;2;0;107;0;0;62;32;13;0;0;0;0;6;19
466;Algemene bijstandswet;2008;19;3;2;0;0;0;2;1;1;0;13;0;0;8;4;1;0;0;0;0;1;6
467;Algemene bijstandswet;2009;6;2;2;1;0;0;1;0;0;0;3;0;0;2;1;0;0;0;0;0;0;3
468;Algemene bijstandswet;2010;3;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4
469;Algemene bijstandswet;2011;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;2
470;Algemene bijstandswet;2012;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
471;Algemene bijstandswet;2013;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
472;Algemene bijstandswet;2014;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
473;Algemene bijstandswet;2015;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
474;Algemene bijstandswet;2016;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
475;Wet werk en bijstand;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476;Wet werk en bijstand;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477;Wet werk en bijstand;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478;Wet werk en bijstand;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479;Wet werk en bijstand;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;Wet werk en bijstand;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481;Wet werk en bijstand;2004;0;48;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;3;43
482;Wet werk en bijstand;2005;43;521;26;7;0;0;19;12;2;3;40;0;0;26;13;1;31;27;4;0;42;435
483;Wet werk en bijstand;2006;435;1454;87;23;0;0;64;27;18;2;380;0;0;228;129;23;34;33;0;1;138;1259
484;Wet werk en bijstand;2007;1259;1813;90;43;0;0;47;16;20;4;914;2;1;552;318;41;24;20;3;1;216;1824
485;Wet werk en bijstand;2008;1824;2103;89;34;0;0;55;25;8;9;1010;1;1;585;407;16;31;23;2;6;259;2555
486;Wet werk en bijstand;2009;2555;1812;104;54;0;0;50;20;17;2;1292;2;2;723;521;44;20;18;2;0;261;2693
487;Wet werk en bijstand;2010;2693;1975;111;31;0;0;80;28;13;10;1412;5;5;929;444;29;36;34;0;2;193;2931
488;Wet werk en bijstand;2011;2931;2143;85;45;0;0;40;19;28;4;1583;21;5;1140;398;19;49;44;1;4;274;3074
489;Wet werk en bijstand;2012;3074;1968;71;19;0;1;51;21;16;3;1878;38;12;1324;454;50;32;27;4;1;369;2697
490;Wet werk en bijstand;2013;2677;2084;69;18;0;1;50;22;14;5;1782;61;23;1304;358;36;21;20;0;1;303;2594
491;Wet werk en bijstand;2014;2595;2247;72;30;0;0;42;19;13;10;1680;34;14;1252;356;24;38;33;4;1;382;2676
492;Wet werk en bijstand;2015;2677;2004;63;34;0;0;29;9;7;2;1630;20;9;1252;323;26;25;23;1;1;437;2528
493;Wet werk en bijstand;2016;2529;646;69;34;0;1;34;8;4;2;1493;28;10;1074;333;48;11;9;0;2;306;1300
494;Participatiewet;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495;Participatiewet;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;Participatiewet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497;Participatiewet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498;Participatiewet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;Participatiewet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500;Participatiewet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501;Participatiewet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;Participatiewet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;Participatiewet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
504;Participatiewet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505;Participatiewet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
506;Participatiewet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;Participatiewet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;Participatiewet;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;Participatiewet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;Participatiewet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511;Participatiewet;2015;0;170;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;0;0;11;156
512;Participatiewet;2016;156;1762;51;19;0;0;32;9;0;1;161;5;1;131;22;2;30;29;0;1;129;1556
513;Overige bijstandszaken;1998;14;12;0;0;0;0;0;0;0;0;11;0;0;9;1;1;1;1;0;0;2;12
514;Overige bijstandszaken;1999;12;29;3;3;0;0;0;1;0;0;7;0;0;6;1;0;2;2;0;0;0;30
515;Overige bijstandszaken;2000;30;28;4;4;0;0;0;0;1;0;8;0;0;5;2;1;0;0;0;0;3;42
516;Overige bijstandszaken;2001;42;37;3;2;0;0;1;3;2;0;15;0;0;8;5;2;0;0;0;0;4;58
517;Overige bijstandszaken;2002;58;32;3;2;0;0;1;1;1;1;11;0;0;6;5;0;1;0;1;0;6;69
518;Overige bijstandszaken;2003;69;22;0;0;0;0;0;0;0;0;31;0;0;18;12;1;0;0;0;0;7;53
519;Overige bijstandszaken;2004;53;30;3;1;0;0;2;1;0;0;37;0;0;26;10;1;1;1;0;0;2;41
520;Overige bijstandszaken;2005;41;29;1;1;0;0;0;0;0;0;29;0;0;18;11;0;2;1;1;0;3;35
521;Overige bijstandszaken;2006;35;30;1;0;0;0;1;0;0;0;32;0;0;21;10;1;1;0;0;1;1;30
522;Overige bijstandszaken;2007;30;34;2;1;0;0;1;1;1;0;18;0;0;15;2;1;0;0;0;0;4;40
523;Overige bijstandszaken;2008;40;45;1;1;0;0;0;1;0;0;17;0;0;13;4;0;2;2;0;0;14;52
524;Overige bijstandszaken;2009;52;59;2;1;0;0;1;0;1;0;18;0;0;14;4;0;0;0;0;0;13;77
525;Overige bijstandszaken;2010;77;52;4;3;0;0;1;0;0;0;29;0;0;21;7;1;1;1;0;0;9;86
526;Overige bijstandszaken;2011;86;96;5;1;0;0;4;0;0;0;47;0;1;33;12;1;1;1;0;0;13;116
527;Overige bijstandszaken;2012;116;140;6;1;0;0;5;0;0;0;71;4;0;55;10;2;0;0;0;0;18;161
528;Overige bijstandszaken;2013;176;104;9;2;0;0;7;1;0;1;83;0;1;65;14;3;2;2;0;0;25;162
529;Overige bijstandszaken;2014;161;95;9;4;0;0;5;5;4;0;108;1;0;83;18;6;1;1;0;0;19;120
530;Overige bijstandszaken;2015;119;76;3;1;0;0;2;2;2;0;63;1;0;46;15;1;3;2;0;1;33;93
531;Overige bijstandszaken;2016;94;80;5;3;0;0;2;1;1;1;67;1;0;46;18;2;3;2;0;1;11;88
532;Totaal pensioenzaken;1998;1707;844;94;87;2;4;1;36;46;1;756;625;82;0;0;49;6;6;0;0;104;1581
533;Totaal pensioenzaken;1999;1581;584;67;62;1;3;1;19;21;5;921;848;45;1;0;27;4;4;0;0;101;1070
534;Totaal pensioenzaken;2000;1070;527;35;33;2;0;0;20;20;3;419;368;37;1;0;13;1;1;0;0;73;1069
535;Totaal pensioenzaken;2001;1069;573;53;42;0;0;11;23;15;1;480;434;32;1;0;13;3;3;0;0;87;1027
536;Totaal pensioenzaken;2002;1027;523;77;60;1;0;16;25;19;2;688;604;61;2;0;21;1;0;0;1;79;711
537;Totaal pensioenzaken;2003;711;594;75;50;1;5;19;33;29;1;650;564;42;18;3;23;2;2;0;0;65;517
538;Totaal pensioenzaken;2004;517;466;60;32;0;1;27;30;34;2;416;323;32;50;2;9;2;1;0;1;52;449
539;Totaal pensioenzaken;2005;449;338;39;20;0;1;18;13;23;1;388;328;43;8;2;7;1;0;0;1;47;302
540;Totaal pensioenzaken;2006;302;269;34;19;0;0;15;5;10;0;313;258;30;5;0;20;0;0;0;0;33;186
541;Totaal pensioenzaken;2007;186;291;18;13;0;0;5;8;6;0;159;135;21;2;0;1;7;5;0;2;34;261
542;Totaal pensioenzaken;2008;261;305;17;7;0;0;10;4;5;1;227;195;30;0;0;2;0;0;0;0;35;286
543;Totaal pensioenzaken;2009;286;271;22;17;0;0;5;7;4;1;223;189;23;1;0;10;2;1;0;1;33;280
544;Totaal pensioenzaken;2010;280;259;19;9;0;1;9;5;7;0;205;174;20;1;0;10;0;0;0;0;25;288
545;Totaal pensioenzaken;2011;288;214;26;21;0;0;5;11;9;2;170;122;41;0;0;7;2;2;0;0;40;266
546;Totaal pensioenzaken;2012;266;158;15;12;0;0;3;7;3;1;190;149;36;0;0;5;1;0;1;0;15;207
547;Totaal pensioenzaken;2013;207;152;11;4;0;1;6;4;6;2;141;114;23;0;0;4;4;0;4;0;16;185
548;Totaal pensioenzaken;2014;185;131;5;4;0;0;1;1;1;1;119;90;23;0;0;6;0;0;0;0;19;173
549;Totaal pensioenzaken;2015;173;110;3;1;0;1;1;1;0;1;98;77;18;0;0;3;1;1;0;0;17;165
550;Totaal pensioenzaken;2016;165;107;7;5;0;0;2;2;2;0;101;96;3;0;0;2;0;0;0;0;15;149
551;Spoorwegpensioenwet;1998;5;1;1;0;0;0;1;0;0;0;4;0;0;0;0;4;0;0;0;0;0;1
552;Spoorwegpensioenwet;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
553;Spoorwegpensioenwet;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
554;Spoorwegpensioenwet;2001;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
555;Spoorwegpensioenwet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;Spoorwegpensioenwet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;Spoorwegpensioenwet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;Spoorwegpensioenwet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;Spoorwegpensioenwet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;Spoorwegpensioenwet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;Spoorwegpensioenwet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;Spoorwegpensioenwet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;Spoorwegpensioenwet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;Spoorwegpensioenwet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;Spoorwegpensioenwet;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
566;Spoorwegpensioenwet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
567;Spoorwegpensioenwet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;Spoorwegpensioenwet;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;Spoorwegpensioenwet;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Wet buitengewoon pensioen 1940-1945;1998;62;36;5;4;1;0;0;5;1;0;26;21;3;0;0;2;1;1;0;0;8;62
571;Wet buitengewoon pensioen 1940-1945;1999;62;24;4;4;0;0;0;2;3;1;16;15;1;0;0;0;0;0;0;0;4;61
572;Wet buitengewoon pensioen 1940-1945;2000;61;33;3;2;1;0;0;2;2;1;19;15;3;0;0;1;0;0;0;0;3;69
573;Wet buitengewoon pensioen 1940-1945;2001;69;17;2;2;0;0;0;1;1;0;19;17;1;0;0;1;0;0;0;0;5;60
574;Wet buitengewoon pensioen 1940-1945;2002;60;17;2;1;1;0;0;1;1;0;34;24;10;0;0;0;0;0;0;0;3;38
575;Wet buitengewoon pensioen 1940-1945;2003;38;10;2;2;0;0;0;1;1;0;35;31;2;0;0;2;0;0;0;0;3;8
576;Wet buitengewoon pensioen 1940-1945;2004;8;14;2;1;0;1;0;1;0;1;4;4;0;0;0;0;1;1;0;0;1;15
577;Wet buitengewoon pensioen 1940-1945;2005;15;9;1;1;0;0;0;1;1;0;13;13;0;0;0;0;0;0;0;0;2;8
578;Wet buitengewoon pensioen 1940-1945;2006;8;9;0;0;0;0;0;0;1;0;4;3;1;0;0;0;0;0;0;0;2;10
579;Wet buitengewoon pensioen 1940-1945;2007;10;3;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;3;6
580;Wet buitengewoon pensioen 1940-1945;2008;6;19;1;1;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;1;18
581;Wet buitengewoon pensioen 1940-1945;2009;18;10;2;1;0;0;1;1;1;0;11;8;2;0;0;1;0;0;0;0;1;14
582;Wet buitengewoon pensioen 1940-1945;2010;14;5;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;2;6
583;Wet buitengewoon pensioen 1940-1945;2011;6;9;0;0;0;0;0;0;0;0;4;3;1;0;0;0;0;0;0;0;1;10
584;Wet buitengewoon pensioen 1940-1945;2012;10;6;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;12
585;Wet buitengewoon pensioen 1940-1945;2013;12;3;1;1;0;0;0;0;0;0;7;6;1;0;0;0;0;0;0;0;0;7
586;Wet buitengewoon pensioen 1940-1945;2014;7;1;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;3;2
587;Wet buitengewoon pensioen 1940-1945;2015;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4
588;Wet buitengewoon pensioen 1940-1945;2016;4;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4
589;Wet buitengewoon pensioen zeelieden;1998;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
590;Wet buitengewoon pensioen zeelieden;1999;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
591;Wet buitengewoon pensioen zeelieden;2000;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
592;Wet buitengewoon pensioen zeelieden;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
593;Wet buitengewoon pensioen zeelieden;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
594;Wet buitengewoon pensioen zeelieden;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
595;Wet buitengewoon pensioen zeelieden;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;Wet buitengewoon pensioen zeelieden;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;Wet buitengewoon pensioen zeelieden;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;Wet buitengewoon pensioen zeelieden;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
599;Wet buitengewoon pensioen zeelieden;2008;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
600;Wet buitengewoon pensioen zeelieden;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
601;Wet buitengewoon pensioen zeelieden;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;Wet buitengewoon pensioen zeelieden;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
603;Wet buitengewoon pensioen zeelieden;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
604;Wet buitengewoon pensioen zeelieden;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;Wet buitengewoon pensioen zeelieden;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
606;Wet buitengewoon pensioen zeelieden;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
607;Wet buitengewoon pensioen zeelieden;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;Algemene pensioenwet ambtsdragers;1998;7;3;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;7
609;Algemene pensioenwet ambtsdragers;1999;7;2;0;0;0;0;0;0;0;0;4;1;3;0;0;0;1;1;0;0;0;4
610;Algemene pensioenwet ambtsdragers;2000;4;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;4
611;Algemene pensioenwet ambtsdragers;2001;4;4;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;5
612;Algemene pensioenwet ambtsdragers;2002;5;7;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;4;6
613;Algemene pensioenwet ambtsdragers;2003;6;4;3;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;3
614;Algemene pensioenwet ambtsdragers;2004;3;9;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;8
615;Algemene pensioenwet ambtsdragers;2005;8;5;0;0;0;0;0;0;0;0;5;4;0;0;0;1;0;0;0;0;1;7
616;Algemene pensioenwet ambtsdragers;2006;7;4;0;0;0;0;0;0;0;0;6;2;1;0;0;3;0;0;0;0;0;5
617;Algemene pensioenwet ambtsdragers;2007;5;5;0;0;0;0;0;0;0;0;5;0;4;0;0;1;0;0;0;0;0;5
618;Algemene pensioenwet ambtsdragers;2008;5;6;0;0;0;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;2;3
619;Algemene pensioenwet ambtsdragers;2009;3;7;0;0;0;0;0;0;0;0;3;3;0;0;0;0;2;1;0;1;1;4
620;Algemene pensioenwet ambtsdragers;2010;4;5;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;6
621;Algemene pensioenwet ambtsdragers;2011;6;7;0;0;0;0;0;0;0;0;4;1;3;0;0;0;2;2;0;0;1;6
622;Algemene pensioenwet ambtsdragers;2012;6;11;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;1;13
623;Algemene pensioenwet ambtsdragers;2013;13;8;0;0;0;0;0;0;0;0;8;4;4;0;0;0;4;0;4;0;0;9
624;Algemene pensioenwet ambtsdragers;2014;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;6
625;Algemene pensioenwet ambtsdragers;2015;6;3;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;7
626;Algemene pensioenwet ambtsdragers;2016;7;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;2
627;Wet uitkering vervolgingsslachtoffers;1998;1323;614;68;65;1;2;0;25;40;1;593;505;63;0;0;25;5;5;0;0;58;1198
628;Wet uitkering vervolgingsslachtoffers;1999;1198;396;53;50;0;2;1;14;16;2;787;741;24;1;0;21;3;3;0;0;67;682
629;Wet uitkering vervolgingsslachtoffers;2000;682;319;23;23;0;0;0;15;14;0;300;266;26;0;0;8;0;0;0;0;39;640
630;Wet uitkering vervolgingsslachtoffers;2001;640;338;33;28;0;0;5;17;12;0;310;286;12;1;0;11;3;3;0;0;37;600
631;Wet uitkering vervolgingsslachtoffers;2002;600;265;51;39;0;0;12;22;14;2;415;364;32;0;0;19;1;0;0;1;30;376
632;Wet uitkering vervolgingsslachtoffers;2003;376;259;39;24;0;4;11;25;26;1;328;286;30;0;0;12;2;2;0;0;24;241
633;Wet uitkering vervolgingsslachtoffers;2004;241;241;28;18;0;0;10;15;22;0;167;148;14;0;0;5;1;0;0;1;28;251
634;Wet uitkering vervolgingsslachtoffers;2005;251;175;17;9;0;1;7;8;11;1;212;181;28;0;0;3;1;0;0;1;24;169
635;Wet uitkering vervolgingsslachtoffers;2006;169;134;16;8;0;0;8;3;7;0;174;153;11;0;0;10;0;0;0;0;13;96
636;Wet uitkering vervolgingsslachtoffers;2007;96;145;7;4;0;0;3;2;2;0;88;78;10;0;0;0;7;5;0;2;14;125
637;Wet uitkering vervolgingsslachtoffers;2008;125;115;8;3;0;0;5;3;3;0;104;94;9;0;0;1;0;0;0;0;12;116
638;Wet uitkering vervolgingsslachtoffers;2009;116;105;7;5;0;0;2;4;2;1;100;88;9;0;0;3;0;0;0;0;12;104
