ID;Persoonskenmerken;OnderwijspositieInStartjaar;Peilmoment;NiveauOpPeilmoment;OnderwijspositieOpPeilmoment;BehaaldeDiplomaSOpPeilmoment;Regiokenmerken;TotaalEerstejaarsMbo_1;InstroomOpNiveau1_2;InstroomOpNiveau2_3;InstroomOpNiveau3_4;InstroomOpNiveau4_5;TotaalEerstejaarsMbo_6;InstroomOpNiveau1_7;InstroomOpNiveau2_8;InstroomOpNiveau3_9;InstroomOpNiveau4_10;TotaalEerstejaarsMbo_11;InstroomOpNiveau1_12;InstroomOpNiveau2_13;InstroomOpNiveau3_14;InstroomOpNiveau4_15;TotaalEerstejaarsMbo_16;InstroomOpNiveau1_17;InstroomOpNiveau2_18;InstroomOpNiveau3_19;InstroomOpNiveau4_20
14;Totaal deelnemers;0;2;0;0;0;Flevoland (PV);2930.0;180.0;930.0;450.0;1370.0;3260.0;150.0;1110.0;520.0;1480.0;3110.0;110.0;1110.0;560.0;1330.0;3230.0;140.0;1060.0;730.0;1300.0
15;Totaal deelnemers;0;2;0;0;0;Gelderland (PV);12220.0;570.0;3830.0;2290.0;5540.0;13330.0;650.0;4230.0;2720.0;5730.0;13390.0;540.0;4200.0;2800.0;5840.0;13530.0;660.0;4180.0;2930.0;5760.0
16;Totaal deelnemers;0;2;0;0;0;Utrecht (PV);6080.0;290.0;1980.0;820.0;2990.0;6870.0;340.0;2170.0;940.0;3420.0;6770.0;330.0;2170.0;1000.0;3270.0;6880.0;440.0;2160.0;960.0;3330.0
17;Totaal deelnemers;0;2;0;0;0;Noord-Holland (PV);12390.0;930.0;4110.0;2460.0;4880.0;14210.0;990.0;4680.0;2930.0;5610.0;14040.0;780.0;4870.0;2590.0;5810.0;14720.0;1040.0;5130.0;2580.0;5970.0
18;Totaal deelnemers;0;2;0;0;0;Zuid-Holland (PV);19220.0;1150.0;6520.0;3790.0;7770.0;21750.0;1450.0;7390.0;4380.0;8530.0;22170.0;1370.0;7310.0;4550.0;8940.0;22280.0;1400.0;7510.0;4330.0;9050.0
19;Totaal deelnemers;0;2;0;0;0;Zeeland (PV);2190.0;150.0;720.0;360.0;950.0;2680.0;130.0;940.0;400.0;1210.0;2560.0;100.0;920.0;440.0;1110.0;2640.0;130.0;910.0;480.0;1120.0
20;Totaal deelnemers;0;2;0;0;0;Noord-Brabant (PV);13990.0;840.0;4370.0;2180.0;6600.0;15480.0;870.0;4710.0;2430.0;7470.0;15150.0;790.0;4630.0;2680.0;7060.0;15990.0;980.0;4840.0;2820.0;7340.0
21;Totaal deelnemers;0;2;0;0;0;Limburg (PV);6290.0;400.0;1810.0;1290.0;2790.0;6830.0;420.0;1950.0;1460.0;3010.0;6850.0;350.0;2030.0;1490.0;2970.0;6610.0;360.0;1920.0;1520.0;2820.0
22;Totaal deelnemers;0;2;0;0;6;Nederland;5730.0;2650.0;2510.0;240.0;330.0;6310.0;2890.0;2840.0;270.0;320.0;6030.0;2580.0;2780.0;290.0;380.0;6870.0;3050.0;3170.0;310.0;340.0
23;Totaal deelnemers;0;2;0;0;6;Vier grootste gemeenten (G4);710.0;370.0;280.0;30.0;30.0;910.0;470.0;390.0;40.0;20.0;1010.0;480.0;480.0;20.0;40.0;1080.0;480.0;550.0;20.0;40.0
24;Totaal deelnemers;0;2;0;0;6;Amsterdam;260.0;130.0;120.0;;;310.0;140.0;170.0;;;440.0;140.0;290.0;;20.0;490.0;140.0;340.0;;
25;Totaal deelnemers;0;2;0;0;6;Rotterdam;270.0;160.0;80.0;30.0;10.0;360.0;210.0;110.0;30.0;10.0;360.0;230.0;100.0;10.0;20.0;390.0;220.0;140.0;;30.0
26;Totaal deelnemers;0;2;0;0;6;'s-Gravenhage;100.0;40.0;50.0;;;140.0;60.0;70.0;;;110.0;70.0;40.0;;;120.0;70.0;50.0;;
27;Totaal deelnemers;0;2;0;0;6;Utrecht (gemeente);80.0;50.0;30.0;;;90.0;50.0;40.0;;;100.0;50.0;40.0;;;90.0;60.0;30.0;0.0;
28;Totaal deelnemers;0;2;0;0;6;Rest van Nederland;5020.0;2280.0;2230.0;210.0;300.0;5410.0;2420.0;2450.0;230.0;300.0;5020.0;2110.0;2300.0;270.0;340.0;5790.0;2570.0;2620.0;300.0;300.0
29;Totaal deelnemers;0;2;0;0;6;Gemeenten >= 100 000 inwoners (excl. G4);1150.0;600.0;470.0;20.0;50.0;1190.0;630.0;470.0;40.0;50.0;1090.0;530.0;470.0;40.0;60.0;1250.0;630.0;510.0;60.0;50.0
30;Totaal deelnemers;0;2;0;0;6;Gemeenten < 100 000 inwoners;3860.0;1670.0;1760.0;180.0;250.0;4210.0;1790.0;1980.0;190.0;250.0;3920.0;1570.0;1830.0;230.0;290.0;4520.0;1930.0;2100.0;240.0;250.0
31;Totaal deelnemers;0;2;0;0;6;Woonregio onbekend;10.0;;;0.0;0.0;;;;0.0;0.0;10.0;;;;0.0;20.0;;;;
32;Totaal deelnemers;0;2;0;0;6;Groningen (PV);140.0;30.0;90.0;;30.0;120.0;30.0;70.0;;20.0;130.0;50.0;60.0;;20.0;230.0;100.0;90.0;20.0;30.0
33;Totaal deelnemers;0;2;0;0;6;Friesland (PV);170.0;70.0;90.0;;20.0;210.0;80.0;120.0;;;170.0;70.0;80.0;;20.0;280.0;120.0;130.0;30.0;10.0
34;Totaal deelnemers;0;2;0;0;6;Drenthe (PV);200.0;100.0;90.0;;10.0;110.0;50.0;50.0;;;100.0;50.0;30.0;;10.0;130.0;70.0;50.0;;
35;Totaal deelnemers;0;2;0;0;6;Overijssel (PV);520.0;190.0;270.0;20.0;40.0;460.0;180.0;230.0;30.0;30.0;370.0;140.0;170.0;20.0;40.0;440.0;200.0;190.0;20.0;30.0
36;Totaal deelnemers;0;2;0;0;6;Flevoland (PV);240.0;110.0;120.0;;10.0;180.0;70.0;110.0;;;210.0;50.0;130.0;;20.0;220.0;70.0;130.0;;
37;Totaal deelnemers;0;2;0;0;6;Gelderland (PV);710.0;290.0;360.0;20.0;40.0;740.0;310.0;360.0;30.0;50.0;670.0;240.0;320.0;50.0;50.0;730.0;310.0;340.0;40.0;40.0
38;Totaal deelnemers;0;2;0;0;6;Utrecht (PV);340.0;140.0;170.0;10.0;30.0;420.0;160.0;220.0;;30.0;400.0;150.0;210.0;10.0;30.0;390.0;190.0;190.0;;10.0
39;Totaal deelnemers;0;2;0;0;6;Noord-Holland (PV);870.0;450.0;320.0;50.0;50.0;1000.0;520.0;400.0;50.0;30.0;1170.0;440.0;620.0;50.0;70.0;1390.0;550.0;750.0;60.0;30.0
40;Totaal deelnemers;0;2;0;0;6;Zuid-Holland (PV);1200.0;520.0;520.0;100.0;70.0;1540.0;710.0;670.0;90.0;80.0;1400.0;720.0;530.0;70.0;80.0;1460.0;670.0;620.0;60.0;100.0
41;Totaal deelnemers;0;2;0;0;6;Zeeland (PV);190.0;100.0;80.0;;;220.0;80.0;120.0;;;150.0;50.0;90.0;;;220.0;80.0;130.0;;
42;Totaal deelnemers;0;2;0;0;6;Noord-Brabant (PV);780.0;430.0;310.0;10.0;20.0;900.0;460.0;380.0;30.0;40.0;850.0;410.0;370.0;40.0;30.0;980.0;500.0;380.0;50.0;50.0
43;Totaal deelnemers;0;2;0;0;6;Limburg (PV);360.0;230.0;110.0;;20.0;400.0;240.0;120.0;10.0;30.0;410.0;200.0;150.0;20.0;30.0;390.0;190.0;170.0;10.0;20.0
44;Totaal deelnemers;0;2;0;0;1;Nederland;2910.0;2640.0;190.0;20.0;70.0;3110.0;2860.0;190.0;20.0;40.0;2790.0;2550.0;160.0;10.0;60.0;3210.0;3030.0;150.0;;20.0
45;Totaal deelnemers;0;2;0;0;1;Vier grootste gemeenten (G4);400.0;370.0;10.0;;20.0;490.0;460.0;20.0;;;500.0;470.0;20.0;;10.0;500.0;480.0;10.0;0.0;
46;Totaal deelnemers;0;2;0;0;1;Amsterdam;140.0;130.0;;;;150.0;140.0;;0.0;;140.0;130.0;;;10.0;150.0;140.0;;0.0;
47;Totaal deelnemers;0;2;0;0;1;Rotterdam;170.0;160.0;;0.0;;220.0;210.0;;;;240.0;230.0;;0.0;;220.0;220.0;;0.0;
48;Totaal deelnemers;0;2;0;0;1;'s-Gravenhage;40.0;40.0;0.0;0.0;0.0;60.0;60.0;;0.0;;70.0;70.0;;0.0;0.0;70.0;70.0;;0.0;0.0
49;Totaal deelnemers;0;2;0;0;1;Utrecht (gemeente);50.0;50.0;;0.0;;60.0;50.0;;0.0;;60.0;50.0;;0.0;0.0;60.0;60.0;;0.0;0.0
50;Totaal deelnemers;0;2;0;0;1;Rest van Nederland;2510.0;2270.0;180.0;10.0;50.0;2620.0;2400.0;170.0;20.0;30.0;2290.0;2080.0;140.0;10.0;50.0;2710.0;2550.0;130.0;;20.0
51;Totaal deelnemers;0;2;0;0;1;Gemeenten >= 100 000 inwoners (excl. G4);650.0;600.0;40.0;;;680.0;620.0;50.0;;;560.0;520.0;30.0;;;650.0;630.0;20.0;;
52;Totaal deelnemers;0;2;0;0;1;Gemeenten < 100 000 inwoners;1850.0;1660.0;140.0;10.0;40.0;1940.0;1770.0;120.0;20.0;30.0;1720.0;1560.0;110.0;10.0;40.0;2050.0;1920.0;110.0;;10.0
53;Totaal deelnemers;0;2;0;0;1;Woonregio onbekend;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0
54;Totaal deelnemers;0;2;0;0;1;Groningen (PV);50.0;20.0;20.0;0.0;;30.0;30.0;;0.0;0.0;50.0;40.0;;0.0;0.0;100.0;100.0;;0.0;0.0
55;Totaal deelnemers;0;2;0;0;1;Friesland (PV);70.0;70.0;;0.0;;80.0;80.0;;0.0;0.0;70.0;70.0;;0.0;0.0;120.0;120.0;;0.0;0.0
56;Totaal deelnemers;0;2;0;0;1;Drenthe (PV);120.0;100.0;20.0;0.0;0.0;70.0;50.0;20.0;0.0;0.0;50.0;50.0;;0.0;0.0;80.0;70.0;;0.0;0.0
57;Totaal deelnemers;0;2;0;0;1;Overijssel (PV);220.0;190.0;20.0;0.0;0.0;190.0;180.0;10.0;;0.0;150.0;140.0;;;0.0;220.0;200.0;10.0;;0.0
58;Totaal deelnemers;0;2;0;0;1;Flevoland (PV);120.0;110.0;;;;80.0;70.0;;0.0;;60.0;50.0;;0.0;;70.0;70.0;;0.0;0.0
59;Totaal deelnemers;0;2;0;0;1;Gelderland (PV);320.0;290.0;30.0;0.0;0.0;340.0;310.0;30.0;;;270.0;240.0;30.0;;0.0;330.0;310.0;20.0;0.0;0.0
60;Totaal deelnemers;0;2;0;0;1;Utrecht (PV);160.0;140.0;10.0;;10.0;190.0;160.0;20.0;0.0;10.0;180.0;150.0;30.0;0.0;;200.0;190.0;10.0;;0.0
61;Totaal deelnemers;0;2;0;0;1;Noord-Holland (PV);500.0;450.0;20.0;;30.0;540.0;510.0;20.0;;10.0;480.0;420.0;20.0;;40.0;570.0;550.0;10.0;0.0;
62;Totaal deelnemers;0;2;0;0;1;Zuid-Holland (PV);550.0;520.0;20.0;0.0;10.0;730.0;700.0;20.0;;;740.0;720.0;20.0;;;690.0;670.0;10.0;;
63;Totaal deelnemers;0;2;0;0;1;Zeeland (PV);100.0;100.0;;0.0;0.0;90.0;80.0;;0.0;0.0;60.0;50.0;;0.0;0.0;80.0;80.0;;0.0;0.0
64;Totaal deelnemers;0;2;0;0;1;Noord-Brabant (PV);470.0;430.0;30.0;;;490.0;450.0;20.0;;;440.0;410.0;30.0;;;530.0;500.0;30.0;;
65;Totaal deelnemers;0;2;0;0;1;Limburg (PV);240.0;230.0;;;;270.0;240.0;20.0;;;230.0;200.0;20.0;;;210.0;190.0;20.0;;
66;Totaal deelnemers;0;2;0;0;2;Nederland;2440.0;20.0;2310.0;70.0;50.0;2820.0;30.0;2650.0;70.0;80.0;2830.0;30.0;2610.0;90.0;90.0;3240.0;20.0;3020.0;110.0;90.0
67;Totaal deelnemers;0;2;0;0;2;Vier grootste gemeenten (G4);270.0;;270.0;;0.0;380.0;;370.0;;;480.0;;460.0;10.0;;550.0;0.0;540.0;;10.0
68;Totaal deelnemers;0;2;0;0;2;Amsterdam;120.0;;120.0;0.0;0.0;160.0;;160.0;0.0;0.0;300.0;;290.0;0.0;;330.0;0.0;330.0;;
69;Totaal deelnemers;0;2;0;0;2;Rotterdam;80.0;0.0;70.0;;0.0;110.0;0.0;110.0;;;110.0;0.0;100.0;;;140.0;0.0;130.0;;
70;Totaal deelnemers;0;2;0;0;2;'s-Gravenhage;50.0;0.0;50.0;0.0;0.0;70.0;;70.0;;0.0;40.0;0.0;30.0;;0.0;50.0;0.0;50.0;0.0;0.0
71;Totaal deelnemers;0;2;0;0;2;Utrecht (gemeente);20.0;0.0;20.0;;0.0;30.0;;30.0;0.0;;40.0;0.0;40.0;;;30.0;0.0;30.0;0.0;0.0
72;Totaal deelnemers;0;2;0;0;2;Rest van Nederland;2170.0;10.0;2040.0;70.0;50.0;2440.0;30.0;2290.0;60.0;70.0;2340.0;30.0;2150.0;80.0;90.0;2690.0;20.0;2490.0;110.0;80.0
73;Totaal deelnemers;0;2;0;0;2;Gemeenten >= 100 000 inwoners (excl. G4);440.0;;420.0;;;440.0;10.0;420.0;;;460.0;;430.0;10.0;;520.0;;490.0;10.0;10.0
74;Totaal deelnemers;0;2;0;0;2;Gemeenten < 100 000 inwoners;1730.0;10.0;1620.0;60.0;40.0;2000.0;20.0;1860.0;60.0;70.0;1880.0;20.0;1720.0;70.0;80.0;2160.0;10.0;1990.0;90.0;70.0
75;Totaal deelnemers;0;2;0;0;2;Woonregio onbekend;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;0.0;;;0.0;;0.0;;;0.0
76;Totaal deelnemers;0;2;0;0;2;Groningen (PV);70.0;;60.0;;;70.0;;60.0;;;60.0;;60.0;0.0;;90.0;;80.0;;
77;Totaal deelnemers;0;2;0;0;2;Friesland (PV);100.0;0.0;90.0;;;120.0;;110.0;;;90.0;0.0;80.0;;;140.0;0.0;120.0;20.0;0.0
78;Totaal deelnemers;0;2;0;0;2;Drenthe (PV);70.0;0.0;70.0;0.0;;40.0;0.0;40.0;;;30.0;0.0;30.0;;;50.0;;40.0;0.0;
79;Totaal deelnemers;0;2;0;0;2;Overijssel (PV);260.0;;240.0;;;230.0;;220.0;;;180.0;;160.0;;;180.0;0.0;180.0;;
80;Totaal deelnemers;0;2;0;0;2;Flevoland (PV);120.0;;110.0;;;110.0;;100.0;0.0;;130.0;;130.0;;;140.0;;130.0;;0.0
81;Totaal deelnemers;0;2;0;0;2;Gelderland (PV);360.0;;340.0;20.0;;350.0;;320.0;10.0;10.0;310.0;;290.0;;10.0;350.0;;320.0;;10.0
82;Totaal deelnemers;0;2;0;0;2;Utrecht (PV);150.0;0.0;150.0;;;210.0;;190.0;;;200.0;;180.0;;;190.0;0.0;180.0;;
83;Totaal deelnemers;0;2;0;0;2;Noord-Holland (PV);310.0;;300.0;;;400.0;;390.0;;;630.0;20.0;600.0;;10.0;760.0;;740.0;10.0;
84;Totaal deelnemers;0;2;0;0;2;Zuid-Holland (PV);520.0;;500.0;20.0;;700.0;;650.0;20.0;20.0;570.0;0.0;510.0;30.0;20.0;680.0;0.0;610.0;30.0;40.0
85;Totaal deelnemers;0;2;0;0;2;Zeeland (PV);80.0;;80.0;;0.0;120.0;0.0;110.0;;;100.0;0.0;90.0;;;130.0;;120.0;;
86;Totaal deelnemers;0;2;0;0;2;Noord-Brabant (PV);290.0;0.0;290.0;;;370.0;;360.0;;10.0;370.0;;340.0;10.0;10.0;380.0;;350.0;10.0;10.0
87;Totaal deelnemers;0;2;0;0;2;Limburg (PV);110.0;0.0;100.0;;;110.0;0.0;100.0;;;150.0;0.0;140.0;10.0;;160.0;0.0;150.0;;
88;Totaal deelnemers;0;2;0;0;3;Nederland;190.0;0.0;20.0;150.0;30.0;210.0;0.0;;170.0;30.0;220.0;0.0;;190.0;40.0;220.0;0.0;;190.0;30.0
89;Totaal deelnemers;0;2;0;0;3;Vier grootste gemeenten (G4);30.0;0.0;;20.0;0.0;30.0;0.0;0.0;30.0;0.0;10.0;0.0;0.0;;;20.0;0.0;;10.0;
90;Totaal deelnemers;0;2;0;0;3;Amsterdam;;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0
91;Totaal deelnemers;0;2;0;0;3;Rotterdam;20.0;0.0;0.0;20.0;0.0;20.0;0.0;0.0;20.0;0.0;;0.0;0.0;;;10.0;0.0;0.0;;
92;Totaal deelnemers;0;2;0;0;3;'s-Gravenhage;;0.0;0.0;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;;0.0
93;Totaal deelnemers;0;2;0;0;3;Utrecht (gemeente);;0.0;;;0.0;;0.0;0.0;;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0
94;Totaal deelnemers;0;2;0;0;3;Rest van Nederland;160.0;0.0;10.0;120.0;30.0;180.0;0.0;;140.0;30.0;210.0;0.0;;180.0;30.0;210.0;0.0;0.0;180.0;30.0
95;Totaal deelnemers;0;2;0;0;3;Gemeenten >= 100 000 inwoners (excl. G4);20.0;0.0;;20.0;;40.0;0.0;;30.0;;40.0;0.0;;30.0;;50.0;0.0;0.0;40.0;
96;Totaal deelnemers;0;2;0;0;3;Gemeenten < 100 000 inwoners;140.0;0.0;10.0;110.0;20.0;130.0;0.0;;110.0;20.0;180.0;0.0;;150.0;20.0;160.0;0.0;0.0;140.0;30.0
97;Totaal deelnemers;0;2;0;0;3;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Totaal deelnemers;0;2;0;0;3;Groningen (PV);;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;;;20.0;0.0;0.0;20.0;
99;Totaal deelnemers;0;2;0;0;3;Friesland (PV);;0.0;0.0;0.0;;;0.0;0.0;;;;0.0;0.0;;;10.0;0.0;0.0;;
100;Totaal deelnemers;0;2;0;0;3;Drenthe (PV);;0.0;0.0;;;;0.0;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;;
101;Totaal deelnemers;0;2;0;0;3;Overijssel (PV);;0.0;0.0;;;20.0;0.0;;20.0;0.0;10.0;0.0;0.0;10.0;;10.0;0.0;0.0;10.0;0.0
102;Totaal deelnemers;0;2;0;0;3;Flevoland (PV);;0.0;0.0;0.0;;;0.0;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;;
103;Totaal deelnemers;0;2;0;0;3;Gelderland (PV);;0.0;;;;20.0;0.0;0.0;20.0;;50.0;0.0;;40.0;;30.0;0.0;0.0;30.0;0.0
104;Totaal deelnemers;0;2;0;0;3;Utrecht (PV);20.0;0.0;10.0;;;;0.0;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;;0.0
105;Totaal deelnemers;0;2;0;0;3;Noord-Holland (PV);50.0;0.0;;40.0;;50.0;0.0;0.0;50.0;;40.0;0.0;0.0;40.0;;50.0;0.0;;40.0;
106;Totaal deelnemers;0;2;0;0;3;Zuid-Holland (PV);80.0;0.0;0.0;80.0;;70.0;0.0;0.0;60.0;10.0;50.0;0.0;;40.0;10.0;50.0;0.0;0.0;30.0;10.0
107;Totaal deelnemers;0;2;0;0;3;Zeeland (PV);;0.0;0.0;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0
108;Totaal deelnemers;0;2;0;0;3;Noord-Brabant (PV);;0.0;0.0;;0.0;20.0;0.0;;20.0;;30.0;0.0;0.0;30.0;;40.0;0.0;0.0;40.0;0.0
109;Totaal deelnemers;0;2;0;0;3;Limburg (PV);;0.0;0.0;;;;0.0;0.0;;;;0.0;0.0;;;;0.0;0.0;;0.0
110;Totaal deelnemers;0;2;0;0;4;Nederland;200.0;0.0;0.0;;190.0;180.0;0.0;0.0;;170.0;190.0;0.0;0.0;;190.0;200.0;0.0;0.0;;200.0
111;Totaal deelnemers;0;2;0;0;4;Vier grootste gemeenten (G4);20.0;0.0;0.0;0.0;20.0;;0.0;0.0;0.0;;10.0;0.0;0.0;0.0;10.0;20.0;0.0;0.0;0.0;20.0
112;Totaal deelnemers;0;2;0;0;4;Amsterdam;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
113;Totaal deelnemers;0;2;0;0;4;Rotterdam;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;10.0;0.0;0.0;0.0;10.0
114;Totaal deelnemers;0;2;0;0;4;'s-Gravenhage;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
115;Totaal deelnemers;0;2;0;0;4;Utrecht (gemeente);;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;
116;Totaal deelnemers;0;2;0;0;4;Rest van Nederland;180.0;0.0;0.0;;180.0;170.0;0.0;0.0;;170.0;180.0;0.0;0.0;;180.0;180.0;0.0;0.0;;180.0
117;Totaal deelnemers;0;2;0;0;4;Gemeenten >= 100 000 inwoners (excl. G4);30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;;30.0
118;Totaal deelnemers;0;2;0;0;4;Gemeenten < 100 000 inwoners;150.0;0.0;0.0;;150.0;140.0;0.0;0.0;;130.0;140.0;0.0;0.0;;140.0;150.0;0.0;0.0;;150.0
119;Totaal deelnemers;0;2;0;0;4;Woonregio onbekend;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;
120;Totaal deelnemers;0;2;0;0;4;Groningen (PV);20.0;0.0;0.0;0.0;20.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0
121;Totaal deelnemers;0;2;0;0;4;Friesland (PV);;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
122;Totaal deelnemers;0;2;0;0;4;Drenthe (PV);;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;;
123;Totaal deelnemers;0;2;0;0;4;Overijssel (PV);30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;;20.0;30.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;30.0
124;Totaal deelnemers;0;2;0;0;4;Flevoland (PV);;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;
125;Totaal deelnemers;0;2;0;0;4;Gelderland (PV);30.0;0.0;0.0;;30.0;30.0;0.0;0.0;;30.0;40.0;0.0;0.0;;40.0;30.0;0.0;0.0;0.0;30.0
126;Totaal deelnemers;0;2;0;0;4;Utrecht (PV);10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0;;0.0;0.0;0.0;
127;Totaal deelnemers;0;2;0;0;4;Noord-Holland (PV);10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;;;;0.0;0.0;0.0;;;0.0;0.0;;
