ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;EmploymentIndicator_1;WorkforceLast3Months_2;WorkforceNext3Months_3
5035;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2020 November;-12.7;-15.0;-11.1
5036;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2020 December;-12.1;-17.0;-8.3
5037;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 January;-9.8;-14.3;-6.3
5038;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 February;-7.5;-12.6;-3.5
5039;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 March;-3.4;-10.2;2.5
5040;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 April;-0.2;-6.6;5.7
5041;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 May;5.3;-4.8;14.7
5042;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 June;10.5;-0.2;20.7
5043;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 July;13.3;5.3;20.3
5044;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 August;13.6;6.7;19.8
5045;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 September;14.3;9.1;18.5
5046;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 October;17.0;8.5;24.8
5047;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 November;15.5;9.9;20.5
5048;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2021 December;12.8;8.3;16.2
5049;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 January;11.2;7.0;14.4
5050;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 February;12.6;5.1;19.1
5051;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 March;15.0;8.5;20.6
5052;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 April;14.7;10.3;18.2
5053;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 May;13.6;8.5;18.0
5054;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 June;15.1;9.8;19.7
5055;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 July;13.5;8.7;17.5
5056;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 August;13.5;9.4;17.2
5057;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 September;11.3;4.6;17.2
5058;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 October;11.4;8.2;13.9
5059;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 November;12.2;8.8;15.1
5060;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2022 December;13.2;9.7;16.2
5061;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 January;13.1;8.4;17.1
5062;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 February;13.7;12.0;14.5
5063;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 March;11.8;7.8;15.0
5064;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 April;10.0;5.0;14.6
5065;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 May;9.0;6.2;11.1
5066;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 June;6.3;4.6;7.3
5067;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 July;6.4;4.0;8.3
5068;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 August;6.8;4.3;8.5
5069;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 September;6.8;3.4;9.3
5070;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 October;6.5;1.9;10.1
5071;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 November;7.1;3.2;10.3
5072;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2023 December;5.8;2.0;9.0
5073;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 January;6.8;3.3;9.3
5074;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 February;4.5;-0.7;8.6
5075;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 March;6.1;3.0;8.2
5076;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 April;4.2;1.3;6.2
5077;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 May;1.5;-4.6;6.7
5078;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 June;2.7;-1.1;5.6
5079;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 July;2.2;-3.7;6.9
5080;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 August;2.0;-3.9;6.8
5081;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 September;4.8;-2.4;10.8
5082;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 October;4.6;0.3;8.0
5083;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 November;4.5;1.4;6.6
5084;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2024 December;4.1;0.9;6.3
5085;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2025 January;4.3;-1.0;8.5
5086;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2025 February;3.2;2.0;3.3
5087;H-S Sevices;Lower bound 95% confidence interval;Seasonally adjusted data;2025 March;4.1;2.6;4.7
5088;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 January;;;
5089;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 February;;;
5090;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 March;;;
5091;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 April;;;
5092;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 May;;;
5093;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 June;;;
5094;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 July;;;
5095;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 August;;;
5096;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 September;;;
5097;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 October;;;
5098;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 November;;;
5099;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2012 December;;;
5100;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 January;;;
5101;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 February;;;
5102;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 March;;;
5103;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 April;;;
5104;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 May;;;
5105;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 June;;;
5106;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 July;;;
5107;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 August;;;
5108;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 September;;;
5109;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 October;;;
5110;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 November;;;
5111;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2013 December;;;
5112;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 January;-10.5;-9.7;-10.8
5113;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 February;-8.2;-10.9;-5.2
5114;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 March;-8.8;-11.3;-5.4
5115;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 April;-6.0;-7.7;-3.8
5116;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 May;-5.1;-6.7;-3.1
5117;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 June;-4.0;-6.4;-1.1
5118;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 July;-3.8;-4.0;-3.0
5119;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 August;-0.3;0.3;-0.2
5120;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 September;-0.3;1.7;-1.5
5121;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 October;-1.7;0.1;-3.2
5122;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 November;-2.1;-1.0;-2.7
5123;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2014 December;-3.3;-4.7;-1.0
5124;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 January;-1.9;-1.7;-1.3
5125;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 February;-3.3;-5.9;0.2
5126;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 March;-2.6;-4.2;-0.3
5127;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 April;-2.0;-4.4;1.2
5128;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 May;-0.3;-3.4;3.5
5129;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 June;-0.9;-3.6;2.5
5130;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 July;-0.7;-2.7;1.9
5131;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 August;-0.2;-1.9;2.6
5132;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 September;0.5;-1.8;3.5
5133;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 October;2.7;0.5;6.1
5134;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 November;3.5;1.6;6.0
5135;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2015 December;3.5;4.0;4.0
5136;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 January;3.2;2.5;4.6
5137;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 February;4.4;5.1;4.7
5138;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 March;2.4;4.0;1.7
5139;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 April;4.5;3.4;6.2
5140;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 May;4.0;2.9;6.2
5141;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 June;5.0;3.9;6.7
5142;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 July;4.9;5.2;5.4
5143;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 August;4.7;3.8;6.7
5144;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 September;8.3;6.3;11.3
5145;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 October;6.7;6.7;7.2
5146;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 November;7.0;8.1;6.5
5147;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2016 December;5.0;4.1;6.7
5148;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 January;8.2;7.2;10.1
5149;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 February;8.1;8.2;8.6
5150;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 March;7.8;7.4;9.0
5151;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 April;6.9;5.8;9.0
5152;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 May;8.6;8.3;9.6
5153;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 June;11.0;9.9;12.6
5154;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 July;11.6;10.0;14.3
5155;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 August;12.2;12.2;13.0
5156;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 September;12.9;9.8;16.8
5157;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 October;12.9;9.5;17.3
5158;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 November;12.9;10.6;15.7
5159;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2017 December;13.4;10.7;17.2
5160;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 January;16.2;17.2;16.3
5161;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 February;14.2;13.4;15.8
5162;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 March;14.2;12.8;16.3
5163;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 April;14.7;13.9;16.1
5164;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 May;14.7;13.5;16.9
5165;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 June;15.6;15.1;16.7
5166;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 July;16.3;15.7;17.7
5167;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 August;16.3;16.3;17.0
5168;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 September;15.2;13.3;17.9
5169;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 October;17.1;16.1;18.8
5170;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 November;16.0;13.2;19.8
5171;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2018 December;14.0;14.3;14.8
5172;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 January;14.2;15.0;14.4
5173;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 February;14.6;13.8;15.9
5174;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 March;14.3;13.6;16.0
5175;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 April;14.6;13.3;16.7
5176;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 May;13.4;10.9;16.4
5177;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 June;12.7;11.8;14.1
5178;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 July;12.7;12.4;13.8
5179;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 August;11.4;8.6;14.9
5180;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 September;10.4;8.1;13.8
5181;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 October;10.6;8.0;14.3
5182;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 November;11.8;9.0;15.2
5183;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2019 December;11.2;8.8;14.6
5184;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 January;11.3;9.8;13.5
5185;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 February;10.8;11.0;11.5
5186;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 March;7.3;11.6;4.0
5187;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 April;-20.9;-6.8;-34.5
5188;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 May;-21.6;-19.4;-23.3
5189;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 June;-18.0;-22.8;-12.5
5190;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 July;-13.6;-23.7;-2.5
5191;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 August;-9.7;-16.5;-1.9
5192;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 September;-6.7;-9.6;-3.0
5193;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 October;-10.7;-12.3;-8.1
5194;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 November;-9.1;-10.2;-7.1
5195;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2020 December;-8.5;-12.2;-3.9
5196;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 January;-6.2;-9.5;-1.9
5197;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 February;-3.9;-7.8;0.9
5198;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 March;0.2;-5.4;6.5
5199;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 April;3.4;-2.2;9.7
5200;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 May;8.9;-0.4;19.1
5201;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 June;14.1;4.2;24.7
5202;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 July;16.9;10.1;24.7
5203;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 August;17.6;11.7;24.2
5204;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 September;17.9;13.9;22.9
5205;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 October;21.0;13.5;29.2
5206;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 November;19.5;14.7;24.9
5207;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2021 December;16.4;13.1;20.6
5208;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 January;15.2;12.0;19.2
5209;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 February;16.6;10.1;23.9
5210;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 March;19.0;13.5;25.4
5211;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 April;18.7;15.3;23.0
5212;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 May;18.0;13.9;22.8
5213;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 June;19.5;15.2;24.5
5214;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 July;17.9;14.1;22.3
5215;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 August;17.9;14.4;22.0
5216;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 September;15.3;9.6;22.0
5217;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 October;15.8;13.6;18.7
5218;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 November;16.6;13.8;20.1
5219;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2022 December;17.6;14.7;21.0
5220;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 January;17.5;13.8;21.9
5221;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 February;17.7;17.0;19.3
5222;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 March;15.8;12.6;19.8
5223;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 April;14.4;10.0;19.4
5224;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 May;13.4;11.6;15.9
5225;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 June;10.7;9.6;12.3
5226;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 July;10.8;9.4;12.7
5227;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 August;10.8;9.3;13.3
5228;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 September;10.8;8.4;14.1
5229;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 October;10.5;7.3;14.9
5230;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 November;11.1;8.2;14.7
5231;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2023 December;10.2;7.0;13.8
5232;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 January;10.8;8.7;14.1
5233;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 February;8.5;4.7;13.4
5234;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 March;10.1;8.0;13.0
5235;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 April;8.2;6.3;11.0
5236;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 May;5.5;0.4;11.5
5237;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 June;6.7;3.9;10.4
5238;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 July;6.2;1.7;11.7
5239;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 August;6.0;1.5;11.6
5240;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 September;8.4;2.6;15.6
5241;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 October;8.6;5.7;12.4
5242;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 November;8.1;6.2;11.0
5243;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2024 December;8.1;5.9;11.1
5244;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2025 January;8.3;4.0;13.5
5245;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2025 February;7.2;7.4;8.1
5246;H-S Sevices;Upper bound 95% confidence interval;Seasonally adjusted data;2025 March;8.1;7.6;9.5
5247;H Transportation and storage;Value;Seasonally adjusted data;2012 January;-14.7;-19.8;-9.7
5248;H Transportation and storage;Value;Seasonally adjusted data;2012 February;-7.1;-8.5;-5.8
5249;H Transportation and storage;Value;Seasonally adjusted data;2012 March;-7.7;-7.9;-7.5
5250;H Transportation and storage;Value;Seasonally adjusted data;2012 April;-12.2;-12.5;-11.8
5251;H Transportation and storage;Value;Seasonally adjusted data;2012 May;-17.7;-15.8;-19.6
5252;H Transportation and storage;Value;Seasonally adjusted data;2012 June;-23.4;-22.4;-24.4
5253;H Transportation and storage;Value;Seasonally adjusted data;2012 July;-19.3;-17.0;-21.5
5254;H Transportation and storage;Value;Seasonally adjusted data;2012 August;-9.6;-6.7;-12.5
5255;H Transportation and storage;Value;Seasonally adjusted data;2012 September;-15.2;-13.7;-16.6
5256;H Transportation and storage;Value;Seasonally adjusted data;2012 October;-4.3;-5.4;-3.2
5257;H Transportation and storage;Value;Seasonally adjusted data;2012 November;-7.4;-13.0;-1.9
5258;H Transportation and storage;Value;Seasonally adjusted data;2012 December;-23.3;-23.5;-23.1
5259;H Transportation and storage;Value;Seasonally adjusted data;2013 January;-22.8;-16.7;-28.9
5260;H Transportation and storage;Value;Seasonally adjusted data;2013 February;-15.5;-15.4;-15.7
5261;H Transportation and storage;Value;Seasonally adjusted data;2013 March;-15.5;-13.6;-17.3
5262;H Transportation and storage;Value;Seasonally adjusted data;2013 April;-16.4;-16.1;-16.8
5263;H Transportation and storage;Value;Seasonally adjusted data;2013 May;-13.6;-10.8;-16.5
5264;H Transportation and storage;Value;Seasonally adjusted data;2013 June;-11.8;-10.8;-12.8
5265;H Transportation and storage;Value;Seasonally adjusted data;2013 July;-17.1;-17.1;-17.2
5266;H Transportation and storage;Value;Seasonally adjusted data;2013 August;-16.7;-15.1;-18.3
5267;H Transportation and storage;Value;Seasonally adjusted data;2013 September;-17.1;-16.6;-17.5
5268;H Transportation and storage;Value;Seasonally adjusted data;2013 October;-21.0;-19.6;-22.4
5269;H Transportation and storage;Value;Seasonally adjusted data;2013 November;-21.6;-17.0;-26.2
5270;H Transportation and storage;Value;Seasonally adjusted data;2013 December;-15.1;-13.5;-16.6
5271;H Transportation and storage;Value;Seasonally adjusted data;2014 January;-8.9;-8.6;-9.2
5272;H Transportation and storage;Value;Seasonally adjusted data;2014 February;-11.5;-15.0;-7.9
5273;H Transportation and storage;Value;Seasonally adjusted data;2014 March;-10.7;-14.5;-6.9
5274;H Transportation and storage;Value;Seasonally adjusted data;2014 April;-10.7;-9.2;-12.1
5275;H Transportation and storage;Value;Seasonally adjusted data;2014 May;-9.7;-8.9;-10.5
5276;H Transportation and storage;Value;Seasonally adjusted data;2014 June;-10.4;-10.0;-10.7
5277;H Transportation and storage;Value;Seasonally adjusted data;2014 July;-3.0;2.1;-8.2
5278;H Transportation and storage;Value;Seasonally adjusted data;2014 August;4.9;13.2;-3.4
5279;H Transportation and storage;Value;Seasonally adjusted data;2014 September;4.3;11.0;-2.5
5280;H Transportation and storage;Value;Seasonally adjusted data;2014 October;-5.3;3.3;-14.0
5281;H Transportation and storage;Value;Seasonally adjusted data;2014 November;-7.2;-0.7;-13.6
5282;H Transportation and storage;Value;Seasonally adjusted data;2014 December;-13.0;-19.6;-6.4
5283;H Transportation and storage;Value;Seasonally adjusted data;2015 January;-6.8;-2.4;-11.3
5284;H Transportation and storage;Value;Seasonally adjusted data;2015 February;-11.5;-13.6;-9.4
5285;H Transportation and storage;Value;Seasonally adjusted data;2015 March;-9.4;-9.1;-9.7
5286;H Transportation and storage;Value;Seasonally adjusted data;2015 April;-6.0;-8.1;-4.0
5287;H Transportation and storage;Value;Seasonally adjusted data;2015 May;-1.9;-6.9;3.1
5288;H Transportation and storage;Value;Seasonally adjusted data;2015 June;-5.7;-11.0;-0.4
5289;H Transportation and storage;Value;Seasonally adjusted data;2015 July;-7.6;-9.4;-5.8
5290;H Transportation and storage;Value;Seasonally adjusted data;2015 August;-7.9;-10.4;-5.3
5291;H Transportation and storage;Value;Seasonally adjusted data;2015 September;-8.7;-6.3;-11.2
5292;H Transportation and storage;Value;Seasonally adjusted data;2015 October;-1.3;-1.5;-1.2
5293;H Transportation and storage;Value;Seasonally adjusted data;2015 November;0.2;0.9;-0.6
5294;H Transportation and storage;Value;Seasonally adjusted data;2015 December;1.4;3.3;-0.6
5295;H Transportation and storage;Value;Seasonally adjusted data;2016 January;-1.5;-0.1;-2.9
5296;H Transportation and storage;Value;Seasonally adjusted data;2016 February;-0.3;6.1;-6.7
5297;H Transportation and storage;Value;Seasonally adjusted data;2016 March;-6.8;-4.7;-8.9
5298;H Transportation and storage;Value;Seasonally adjusted data;2016 April;0.7;0.0;1.4
5299;H Transportation and storage;Value;Seasonally adjusted data;2016 May;1.2;-1.5;4.0
5300;H Transportation and storage;Value;Seasonally adjusted data;2016 June;-1.3;-2.5;0.0
5301;H Transportation and storage;Value;Seasonally adjusted data;2016 July;6.4;5.1;7.8
5302;H Transportation and storage;Value;Seasonally adjusted data;2016 August;1.3;2.2;0.3
5303;H Transportation and storage;Value;Seasonally adjusted data;2016 September;4.5;0.8;8.3
5304;H Transportation and storage;Value;Seasonally adjusted data;2016 October;1.5;3.6;-0.6
5305;H Transportation and storage;Value;Seasonally adjusted data;2016 November;3.6;10.7;-3.4
5306;H Transportation and storage;Value;Seasonally adjusted data;2016 December;-3.1;1.0;-7.2
5307;H Transportation and storage;Value;Seasonally adjusted data;2017 January;1.3;0.5;2.2
