ID;BedrijfstakkenBranchesSBI93;Perioden;Bedrijven_1;BanenWerkzamePersonenAbsoluut_2;ArbeidsvolumeWerkzamePersonen_3;Bedrijfsopbrengsten_4;Bedrijfslasten_5;Bedrijfsresultaat_6;ResultaatVoorBelastingen_7
25;501 Handel in en reparatie van auto's;1990;;;;;;;
26;501 Handel in en reparatie van auto's;1991;;;;;;;
27;501 Handel in en reparatie van auto's;1992;;;;;;;
28;501 Handel in en reparatie van auto's;1993;12935.0;;;25910.0;25190.0;721.0;519.0
29;501 Handel in en reparatie van auto's;1994;12550.0;;;28005.0;27213.0;792.0;622.0
30;501 Handel in en reparatie van auto's;1995;12560.0;;;29552.0;28796.0;757.0;607.0
31;501 Handel in en reparatie van auto's;1996;13680.0;;;32244.0;31487.0;757.0;609.0
32;501 Handel in en reparatie van auto's;1997;13855.0;;;34340.0;33515.0;825.0;706.0
33;501 Handel in en reparatie van auto's;1998;14125.0;;;38874.0;37895.0;978.0;928.0
34;501 Handel in en reparatie van auto's;1999;14905.0;;;43259.0;42101.0;1158.0;1081.0
35;501 Handel in en reparatie van auto's;2000;15410.0;;;46244.0;44968.0;1275.0;1162.0
36;501 Handel in en reparatie van auto's;2001;15225.0;;92.7;47835.0;46526.0;1308.0;1122.0
37;501 Handel in en reparatie van auto's;2002;15175.0;;89.1;47564.0;46222.0;1342.0;1071.0
38;501 Handel in en reparatie van auto's;2003;13900.0;;89.3;47062.0;45861.0;1201.0;1042.0
39;501 Handel in en reparatie van auto's;2004;14220.0;;89.2;47980.0;46794.0;1186.0;971.0
40;501 Handel in en reparatie van auto's;2005;14310.0;;86.2;46890.0;45867.0;1023.0;811.0
41;501 Handel in en reparatie van auto's;2006;14395.0;99.0;85.1;49382.0;48194.0;1188.0;1018.0
42;501 Handel in en reparatie van auto's;2007;14885.0;104.0;91.8;52394.0;50975.0;1419.0;1223.0
43;501 Handel in en reparatie van auto's;2008;15905.0;103.2;89.3;50321.0;49225.0;1095.0;888.0
44;50102 Import van nieuwe personenauto's;1987;;;;;;;
45;50102 Import van nieuwe personenauto's;1988;;;;;;;
46;50102 Import van nieuwe personenauto's;1989;;;;;;;
47;50102 Import van nieuwe personenauto's;1990;;;;;;;
48;50102 Import van nieuwe personenauto's;1991;;;;;;;
49;50102 Import van nieuwe personenauto's;1992;;;;;;;
50;50102 Import van nieuwe personenauto's;1993;125.0;;;6725.0;6659.0;66.0;64.0
51;50102 Import van nieuwe personenauto's;1994;200.0;;;7126.0;7039.0;87.0;84.0
52;50102 Import van nieuwe personenauto's;1995;170.0;;;7551.0;7462.0;89.0;89.0
53;50102 Import van nieuwe personenauto's;1996;200.0;;;8358.0;8284.0;74.0;87.0
54;50102 Import van nieuwe personenauto's;1997;150.0;;;8903.0;8825.0;78.0;96.0
55;50102 Import van nieuwe personenauto's;1998;105.0;;;10657.0;10492.0;165.0;187.0
56;50102 Import van nieuwe personenauto's;1999;115.0;;;12224.0;12035.0;189.0;208.0
57;50102 Import van nieuwe personenauto's;2000;125.0;;;12359.0;12167.0;191.0;236.0
58;50102 Import van nieuwe personenauto's;2001;160.0;;;12722.0;12530.0;193.0;227.0
59;50102 Import van nieuwe personenauto's;2002;160.0;;;13123.0;12953.0;170.0;159.0
60;50102 Import van nieuwe personenauto's;2003;75.0;;;12895.0;12739.0;155.0;211.0
61;50102 Import van nieuwe personenauto's;2004;95.0;;;13099.0;12892.0;207.0;207.0
62;50102 Import van nieuwe personenauto's;2005;95.0;;;13178.0;12970.0;208.0;208.0
63;50102 Import van nieuwe personenauto's;2006;95.0;3.1;2.8;13929.0;13709.0;220.0;220.0
64;50102 Import van nieuwe personenauto's;2007;70.0;3.0;2.8;14187.0;13948.0;239.0;262.0
65;50102 Import van nieuwe personenauto's;2008;70.0;3.0;2.8;13320.0;13110.0;211.0;224.0
66;50104 Handel, rep. v personenauto's;1987;;;;;;;
67;50104 Handel, rep. v personenauto's;1988;;;;;;;
68;50104 Handel, rep. v personenauto's;1989;;;;;;;
69;50104 Handel, rep. v personenauto's;1990;;;;;;;
70;50104 Handel, rep. v personenauto's;1991;;;;;;;
71;50104 Handel, rep. v personenauto's;1992;;;;;;;
72;50104 Handel, rep. v personenauto's;1993;12455.0;;;18166.0;17568.0;598.0;331.0
73;50104 Handel, rep. v personenauto's;1994;11990.0;;;19712.0;19077.0;646.0;415.0
74;50104 Handel, rep. v personenauto's;1995;11930.0;;;20416.0;19844.0;573.0;380.0
75;50104 Handel, rep. v personenauto's;1996;12905.0;;;21934.0;21347.0;586.0;382.0
76;50104 Handel, rep. v personenauto's;1997;13050.0;;;23373.0;22734.0;640.0;454.0
77;50104 Handel, rep. v personenauto's;1998;13250.0;;;25804.0;25131.0;673.0;531.0
78;50104 Handel, rep. v personenauto's;1999;13950.0;;;28597.0;27766.0;831.0;658.0
79;50104 Handel, rep. v personenauto's;2000;14325.0;;;29741.0;28924.0;817.0;701.0
80;50104 Handel, rep. v personenauto's;2001;14065.0;;;31182.0;30331.0;851.0;678.0
81;50104 Handel, rep. v personenauto's;2002;13950.0;;;30458.0;29515.0;942.0;746.0
82;50104 Handel, rep. v personenauto's;2003;12810.0;;;30071.0;29252.0;818.0;630.0
83;50104 Handel, rep. v personenauto's;2004;13145.0;;;30773.0;30035.0;738.0;573.0
84;50104 Handel, rep. v personenauto's;2005;13220.0;;;29708.0;29065.0;647.0;490.0
85;50104 Handel, rep. v personenauto's;2006;13260.0;82.2;69.9;30718.0;29954.0;765.0;615.0
86;50104 Handel, rep. v personenauto's;2007;13725.0;87.2;76.3;33025.0;32116.0;909.0;724.0
87;50104 Handel, rep. v personenauto's;2008;14685.0;86.3;74.1;31542.0;30825.0;717.0;513.0
88;502 Handel in en reparatie van auto's;1987;;;;;;;
89;502 Handel in en reparatie van auto's;1988;;;;;;;
90;502 Handel in en reparatie van auto's;1989;;;;;;;
91;502 Handel in en reparatie van auto's;1990;;;;;;;
92;502 Handel in en reparatie van auto's;1991;;;;;;;
93;502 Handel in en reparatie van auto's;1992;;;;;;;
94;502 Handel in en reparatie van auto's;1993;2700.0;;15.2;1166.0;1050.0;116.0;90.0
95;502 Handel in en reparatie van auto's;1994;2715.0;;16.1;1288.0;1154.0;133.0;107.0
96;502 Handel in en reparatie van auto's;1995;2740.0;;17.3;1378.0;1240.0;138.0;115.0
97;502 Handel in en reparatie van auto's;1996;3015.0;;16.8;1347.0;1198.0;149.0;128.0
98;502 Handel in en reparatie van auto's;1997;3165.0;;17.4;1405.0;1246.0;159.0;141.0
99;502 Handel in en reparatie van auto's;1998;3255.0;;18.4;1565.0;1361.0;204.0;187.0
100;502 Handel in en reparatie van auto's;1999;3435.0;;18.3;1703.0;1488.0;215.0;214.0
101;502 Handel in en reparatie van auto's;2000;3595.0;;18.8;1798.0;1588.0;210.0;204.0
102;502 Handel in en reparatie van auto's;2001;3635.0;;20.2;1927.0;1710.0;216.0;209.0
103;502 Handel in en reparatie van auto's;2002;3605.0;;20.6;1934.0;1701.0;233.0;213.0
104;502 Handel in en reparatie van auto's;2003;3370.0;;20.7;1970.0;1790.0;179.0;162.0
105;502 Handel in en reparatie van auto's;2004;3510.0;;21.0;2024.0;1811.0;212.0;190.0
106;502 Handel in en reparatie van auto's;2005;3610.0;;21.3;2082.0;1882.0;201.0;179.0
107;502 Handel in en reparatie van auto's;2006;3705.0;22.6;20.1;2172.0;1966.0;206.0;190.0
108;502 Handel in en reparatie van auto's;2007;3875.0;24.5;21.8;2367.0;2133.0;235.0;226.0
109;502 Handel in en reparatie van auto's;2008;4095.0;25.6;22.7;2531.0;2285.0;246.0;224.0
110;503 Handel in auto-onderd. en -access.;1987;;;;;;;
111;503 Handel in auto-onderd. en -access.;1988;;;;;;;
112;503 Handel in auto-onderd. en -access.;1989;;;;;;;
113;503 Handel in auto-onderd. en -access.;1990;;;;;;;
114;503 Handel in auto-onderd. en -access.;1991;;;;;;;
115;503 Handel in auto-onderd. en -access.;1992;;;;;;;
116;503 Handel in auto-onderd. en -access.;1993;1925.0;;17.5;4360.0;4163.0;197.0;117.0
117;503 Handel in auto-onderd. en -access.;1994;1920.0;;16.9;4520.0;4313.0;206.0;157.0
118;503 Handel in auto-onderd. en -access.;1995;1950.0;;15.6;4771.0;4497.0;274.0;247.0
119;503 Handel in auto-onderd. en -access.;1996;2055.0;;15.0;4250.0;4051.0;199.0;185.0
120;503 Handel in auto-onderd. en -access.;1997;2005.0;;15.7;4572.0;4373.0;200.0;191.0
121;503 Handel in auto-onderd. en -access.;1998;2030.0;;15.4;5084.0;4864.0;221.0;203.0
122;503 Handel in auto-onderd. en -access.;1999;2090.0;;15.1;5800.0;5563.0;236.0;219.0
123;503 Handel in auto-onderd. en -access.;2000;2140.0;;15.1;6185.0;5925.0;260.0;223.0
124;503 Handel in auto-onderd. en -access.;2001;2095.0;;15.3;6593.0;6365.0;228.0;183.0
125;503 Handel in auto-onderd. en -access.;2002;2060.0;;13.7;5932.0;5740.0;192.0;165.0
126;503 Handel in auto-onderd. en -access.;2003;1850.0;;13.4;5845.0;5634.0;212.0;191.0
127;503 Handel in auto-onderd. en -access.;2004;1865.0;;13.0;5723.0;5500.0;223.0;195.0
128;503 Handel in auto-onderd. en -access.;2005;1950.0;;13.1;5980.0;5756.0;224.0;200.0
129;503 Handel in auto-onderd. en -access.;2006;1975.0;16.1;13.8;6602.0;6373.0;229.0;220.0
130;503 Handel in auto-onderd. en -access.;2007;2075.0;17.1;14.6;7245.0;6937.0;308.0;295.0
131;503 Handel in auto-onderd. en -access.;2008;2235.0;18.0;15.4;7747.0;7451.0;295.0;277.0
132;504 Handel in, reparatie v.motorfietsen;1987;;;;;;;
133;504 Handel in, reparatie v.motorfietsen;1988;;;;;;;
134;504 Handel in, reparatie v.motorfietsen;1989;;;;;;;
135;504 Handel in, reparatie v.motorfietsen;1990;;;;;;;
136;504 Handel in, reparatie v.motorfietsen;1991;;;;;;;
137;504 Handel in, reparatie v.motorfietsen;1992;;;;;;;
138;504 Handel in, reparatie v.motorfietsen;1993;470.0;;2.8;819.0;784.0;34.0;25.0
139;504 Handel in, reparatie v.motorfietsen;1994;535.0;;3.1;874.0;836.0;38.0;30.0
140;504 Handel in, reparatie v.motorfietsen;1995;585.0;;3.0;947.0;896.0;51.0;48.0
141;504 Handel in, reparatie v.motorfietsen;1996;675.0;;3.4;1071.0;1030.0;42.0;33.0
142;504 Handel in, reparatie v.motorfietsen;1997;685.0;;3.6;1076.0;1032.0;44.0;40.0
143;504 Handel in, reparatie v.motorfietsen;1998;705.0;;3.6;1104.0;1066.0;38.0;31.0
144;504 Handel in, reparatie v.motorfietsen;1999;775.0;;3.7;1229.0;1176.0;53.0;51.0
145;504 Handel in, reparatie v.motorfietsen;2000;800.0;;3.4;1268.0;1213.0;55.0;43.0
146;504 Handel in, reparatie v.motorfietsen;2001;805.0;;3.1;1313.0;1249.0;64.0;48.0
147;504 Handel in, reparatie v.motorfietsen;2002;820.0;;3.0;1376.0;1304.0;72.0;56.0
148;504 Handel in, reparatie v.motorfietsen;2003;775.0;;2.9;1376.0;1292.0;84.0;73.0
149;504 Handel in, reparatie v.motorfietsen;2004;840.0;;2.7;1338.0;1300.0;38.0;29.0
150;504 Handel in, reparatie v.motorfietsen;2005;895.0;;3.0;1345.0;1289.0;56.0;46.0
151;504 Handel in, reparatie v.motorfietsen;2006;950.0;3.3;3.0;1364.0;1291.0;73.0;69.0
152;504 Handel in, reparatie v.motorfietsen;2007;1035.0;3.9;3.4;1586.0;1516.0;70.0;60.0
153;504 Handel in, reparatie v.motorfietsen;2008;1145.0;3.6;3.0;1503.0;1464.0;39.0;28.0
154;505 Benzineservicestations;1987;;;;;;;
155;505 Benzineservicestations;1988;;;;;;;
156;505 Benzineservicestations;1989;;;;;;;
157;505 Benzineservicestations;1990;;;;;;;
158;505 Benzineservicestations;1991;;;;;;;
159;505 Benzineservicestations;1992;;;;;;;
160;505 Benzineservicestations;1993;1645.0;;8.8;4067.0;3964.0;103.0;108.0
161;505 Benzineservicestations;1994;1530.0;;8.6;4498.0;4396.0;102.0;108.0
162;505 Benzineservicestations;1995;1520.0;;8.2;4785.0;4661.0;124.0;119.0
163;505 Benzineservicestations;1996;1590.0;;9.2;5131.0;4995.0;136.0;130.0
164;505 Benzineservicestations;1997;1650.0;;9.8;5477.0;5368.0;109.0;101.0
165;505 Benzineservicestations;1998;1580.0;;10.2;5770.0;5653.0;117.0;109.0
166;505 Benzineservicestations;1999;1595.0;;9.9;6340.0;6222.0;119.0;108.0
167;505 Benzineservicestations;2000;1620.0;;10.5;6672.0;6526.0;146.0;137.0
168;505 Benzineservicestations;2001;1550.0;;10.8;6760.0;6663.0;97.0;83.0
169;505 Benzineservicestations;2002;1405.0;;11.0;6726.0;6610.0;116.0;103.0
170;505 Benzineservicestations;2003;1250.0;;10.1;7110.0;6982.0;128.0;114.0
171;505 Benzineservicestations;2004;1230.0;;10.6;7439.0;7309.0;129.0;111.0
172;505 Benzineservicestations;2005;1195.0;;10.8;8147.0;8031.0;115.0;108.0
173;505 Benzineservicestations;2006;1135.0;16.1;10.7;8709.0;8561.0;148.0;136.0
174;505 Benzineservicestations;2007;1110.0;14.5;9.7;8404.0;8239.0;165.0;168.0
175;505 Benzineservicestations;2008;1105.0;15.0;10.3;9189.0;9034.0;156.0;148.0
176;51 Groothandel en handelsbemiddeling;1987;42040.0;;;;;;
177;51 Groothandel en handelsbemiddeling;1988;42065.0;;;133111.0;129850.0;3261.0;4020.0
178;51 Groothandel en handelsbemiddeling;1989;43020.0;;;143086.0;139479.0;3607.0;4330.0
179;51 Groothandel en handelsbemiddeling;1990;43885.0;;;149677.0;145592.0;4084.0;4818.0
180;51 Groothandel en handelsbemiddeling;1991;44920.0;;;153668.0;149517.0;4151.0;4751.0
181;51 Groothandel en handelsbemiddeling;1992;45530.0;;;157242.0;153144.0;4097.0;4087.0
182;51 Groothandel en handelsbemiddeling;1993;47310.0;;;160104.0;155378.0;4726.0;4077.0
183;51 Groothandel en handelsbemiddeling;1994;46465.0;;;157558.0;152475.0;5083.0;4685.0
184;51 Groothandel en handelsbemiddeling;1995;45420.0;;;164611.0;158249.0;6362.0;5623.0
185;51 Groothandel en handelsbemiddeling;1996;47355.0;;;182566.0;176683.0;5883.0;6425.0
186;51 Groothandel en handelsbemiddeling;1997;49230.0;;;198893.0;192307.0;6586.0;6216.0
187;51 Groothandel en handelsbemiddeling;1998;51605.0;;;217083.0;209686.0;7396.0;8098.0
188;51 Groothandel en handelsbemiddeling;1999;51320.0;;;237368.0;228184.0;9184.0;10201.0
189;51 Groothandel en handelsbemiddeling;2000;52575.0;542.2;;251826.0;241973.0;9853.0;10757.0
190;51 Groothandel en handelsbemiddeling;2001;52400.0;540.8;;257180.0;247437.0;9742.0;9437.0
191;51 Groothandel en handelsbemiddeling;2002;53300.0;543.8;;271609.0;260265.0;11344.0;9033.0
192;51 Groothandel en handelsbemiddeling;2003;53050.0;502.0;;271285.0;261644.0;9640.0;9174.0
193;51 Groothandel en handelsbemiddeling;2004;55115.0;487.6;;288529.0;277624.0;10905.0;10615.0
194;51 Groothandel en handelsbemiddeling;2005;55245.0;493.9;;303826.0;291668.0;12158.0;12957.0
195;51 Groothandel en handelsbemiddeling;2006;56955.0;502.8;435.4;316439.0;302883.0;13556.0;15040.0
196;51 Groothandel en handelsbemiddeling;2007;59040.0;539.6;468.9;358937.0;342424.0;16513.0;19501.0
197;51 Groothandel en handelsbemiddeling;2008;59860.0;552.2;478.2;389918.0;373591.0;16327.0;16876.0
198;5210a Detailhandel (geen apotheken);1987;0.0;;;39842.0;37343.0;2500.0;2176.0
199;5210a Detailhandel (geen apotheken);1988;0.0;;;41482.0;38827.0;2654.0;2232.0
200;5210a Detailhandel (geen apotheken);1989;0.0;;;44255.0;41341.0;2914.0;2521.0
201;5210a Detailhandel (geen apotheken);1990;0.0;;;47304.0;44100.0;3203.0;2753.0
202;5210a Detailhandel (geen apotheken);1991;0.0;;;49557.0;46326.0;3231.0;2790.0
203;5210a Detailhandel (geen apotheken);1992;0.0;;;51688.0;48360.0;3328.0;2877.0
204;5210a Detailhandel (geen apotheken);1993;79685.0;623.0;;53938.0;50503.0;3435.0;2952.0
205;5210a Detailhandel (geen apotheken);1994;79760.0;628.6;;54975.0;51803.0;3173.0;2790.0
206;5210a Detailhandel (geen apotheken);1995;77915.0;646.4;;56180.0;52892.0;3288.0;2954.0
207;5210a Detailhandel (geen apotheken);1996;78520.0;666.4;;58261.0;54793.0;3468.0;3063.0
208;5210a Detailhandel (geen apotheken);1997;79430.0;691.1;;60741.0;57239.0;3502.0;3200.0
209;5210a Detailhandel (geen apotheken);1998;83080.0;711.6;;64063.0;60242.0;3821.0;3502.0
210;5210a Detailhandel (geen apotheken);1999;79710.0;723.7;;66244.0;62359.0;3885.0;3556.0
211;5210a Detailhandel (geen apotheken);2000;78135.0;739.6;;69423.0;65181.0;4242.0;3862.0
212;5210a Detailhandel (geen apotheken);2001;78010.0;760.1;;72844.0;68434.0;4409.0;3982.0
213;5210a Detailhandel (geen apotheken);2002;73340.0;763.3;;75987.0;71461.0;4526.0;4059.0
214;5210a Detailhandel (geen apotheken);2003;71990.0;748.2;;75123.0;70920.0;4202.0;3856.0
215;5210a Detailhandel (geen apotheken);2004;71745.0;732.9;;74736.0;70932.0;3805.0;3450.0
216;5210a Detailhandel (geen apotheken);2005;74850.0;740.9;;75629.0;71800.0;3829.0;3829.0
217;5210a Detailhandel (geen apotheken);2006;75140.0;749.0;455.4;79308.0;74310.0;4998.0;4861.0
218;5210a Detailhandel (geen apotheken);2007;77575.0;794.9;478.7;84134.0;79034.0;5099.0;5108.0
219;5210a Detailhandel (geen apotheken);2008;78330.0;812.2;491.3;88685.0;83295.0;5391.0;5406.0
220;55 Horeca;1987;32700.0;;;;;;
221;55 Horeca;1988;33040.0;;;6152.0;5310.0;842.0;670.0
222;55 Horeca;1989;33435.0;;;6813.0;5799.0;1013.0;790.0
223;55 Horeca;1990;33585.0;;;7462.0;6376.0;1086.0;843.0
224;55 Horeca;1991;34295.0;;;8204.0;7066.0;1138.0;806.0
225;55 Horeca;1992;34815.0;;;8790.0;7555.0;1235.0;869.0
226;55 Horeca;1993;35735.0;;187.5;9312.0;8038.0;1273.0;918.0
227;55 Horeca;1994;35905.0;;204.2;9842.0;8539.0;1303.0;965.0
228;55 Horeca;1995;35190.0;;189.8;10150.0;8846.0;1305.0;1044.0
229;55 Horeca;1996;35455.0;;180.7;10132.0;8823.0;1309.0;1034.0
230;55 Horeca;1997;35955.0;;181.1;10870.0;9475.0;1395.0;1158.0
231;55 Horeca;1998;37280.0;;186.6;11548.0;10061.0;1487.0;1204.0
232;55 Horeca;1999;38905.0;;194.4;12411.0;10820.0;1591.0;1357.0
233;55 Horeca;2000;38220.0;;188.1;13208.0;11412.0;1795.0;1561.0
234;55 Horeca;2001;36875.0;;196.5;13762.0;11864.0;1898.0;1745.0
235;55 Horeca;2002;35600.0;;211.2;14469.0;12639.0;1830.0;1601.0
236;55 Horeca;2003;35910.0;;200.6;14135.0;12638.0;1497.0;1330.0
237;55 Horeca;2004;34765.0;;204.1;14231.0;12889.0;1342.0;1123.0
238;55 Horeca;2005;35010.0;;212.4;14865.0;13268.0;1598.0;1437.0
239;55 Horeca;2006;35055.0;401.7;226.6;15589.0;13762.0;1826.0;1711.0
240;55 Horeca;2007;35615.0;453.9;249.6;16917.0;14884.0;2033.0;1923.0
241;55 Horeca;2008;36255.0;456.5;253.4;17773.0;15612.0;2161.0;1998.0
242;551 Hotels, pensions, conferentieoorden;1987;;;;;;;
243;551 Hotels, pensions, conferentieoorden;1988;;;;1196.0;1120.0;76.0;63.0
244;551 Hotels, pensions, conferentieoorden;1989;;;;1315.0;1207.0;107.0;67.0
245;551 Hotels, pensions, conferentieoorden;1990;;;;1398.0;1273.0;125.0;78.0
246;551 Hotels, pensions, conferentieoorden;1991;;;;1454.0;1333.0;121.0;47.0
247;551 Hotels, pensions, conferentieoorden;1992;;;;1538.0;1407.0;131.0;35.0
248;551 Hotels, pensions, conferentieoorden;1993;2335.0;;31.3;1624.0;1482.0;142.0;36.0
249;551 Hotels, pensions, conferentieoorden;1994;2300.0;;32.7;1736.0;1580.0;155.0;47.0
250;551 Hotels, pensions, conferentieoorden;1995;2240.0;;31.5;1822.0;1642.0;180.0;100.0
251;551 Hotels, pensions, conferentieoorden;1996;2225.0;;31.4;1969.0;1758.0;210.0;126.0
252;551 Hotels, pensions, conferentieoorden;1997;2245.0;;32.0;2142.0;1904.0;238.0;186.0
253;551 Hotels, pensions, conferentieoorden;1998;2360.0;;32.4;2365.0;2071.0;294.0;207.0
254;551 Hotels, pensions, conferentieoorden;1999;2475.0;;32.8;2568.0;2232.0;337.0;292.0
255;551 Hotels, pensions, conferentieoorden;2000;2465.0;;35.9;2832.0;2415.0;417.0;333.0
256;551 Hotels, pensions, conferentieoorden;2001;2340.0;;35.6;2838.0;2451.0;387.0;327.0
257;551 Hotels, pensions, conferentieoorden;2002;2280.0;;35.2;2954.0;2622.0;331.0;300.0
258;551 Hotels, pensions, conferentieoorden;2003;2255.0;;35.4;2858.0;2625.0;233.0;175.0
259;551 Hotels, pensions, conferentieoorden;2004;2250.0;;36.1;2909.0;2660.0;248.0;170.0
260;551 Hotels, pensions, conferentieoorden;2005;2230.0;;35.7;3081.0;2763.0;318.0;271.0
261;551 Hotels, pensions, conferentieoorden;2006;2230.0;59.7;38.1;3271.0;2882.0;389.0;334.0
262;551 Hotels, pensions, conferentieoorden;2007;2270.0;65.6;40.7;3516.0;3022.0;495.0;464.0
263;551 Hotels, pensions, conferentieoorden;2008;2325.0;66.6;41.0;3605.0;3154.0;452.0;413.0
264;552 Campings,jeugdherb.,bungalowparken;1987;;;;;;;
265;552 Campings,jeugdherb.,bungalowparken;1988;;;;513.0;393.0;120.0;67.0
266;552 Campings,jeugdherb.,bungalowparken;1989;;;;561.0;439.0;122.0;78.0
267;552 Campings,jeugdherb.,bungalowparken;1990;;;;666.0;532.0;134.0;75.0
268;552 Campings,jeugdherb.,bungalowparken;1991;;;;756.0;600.0;157.0;70.0
269;552 Campings,jeugdherb.,bungalowparken;1992;;;;809.0;646.0;163.0;80.0
270;552 Campings,jeugdherb.,bungalowparken;1993;2450.0;;12.4;871.0;702.0;169.0;95.0
271;552 Campings,jeugdherb.,bungalowparken;1994;2485.0;;14.1;947.0;774.0;173.0;101.0
272;552 Campings,jeugdherb.,bungalowparken;1995;2490.0;;13.6;959.0;790.0;169.0;107.0
273;552 Campings,jeugdherb.,bungalowparken;1996;2550.0;;12.3;947.0;801.0;146.0;79.0
274;552 Campings,jeugdherb.,bungalowparken;1997;2510.0;;12.4;988.0;851.0;137.0;81.0
275;552 Campings,jeugdherb.,bungalowparken;1998;2770.0;;12.4;1012.0;865.0;146.0;93.0
276;552 Campings,jeugdherb.,bungalowparken;1999;3075.0;;12.5;1043.0;916.0;128.0;73.0
277;552 Campings,jeugdherb.,bungalowparken;2000;3070.0;;11.5;1060.0;889.0;171.0;121.0
278;552 Campings,jeugdherb.,bungalowparken;2001;2910.0;;12.2;1162.0;996.0;166.0;179.0
279;552 Campings,jeugdherb.,bungalowparken;2002;3010.0;;13.8;1324.0;1113.0;211.0;165.0
280;552 Campings,jeugdherb.,bungalowparken;2003;2900.0;;13.2;1361.0;1207.0;153.0;138.0
281;552 Campings,jeugdherb.,bungalowparken;2004;2890.0;;11.8;1345.0;1191.0;154.0;153.0
282;552 Campings,jeugdherb.,bungalowparken;2005;2820.0;;11.9;1337.0;1198.0;139.0;110.0
283;552 Campings,jeugdherb.,bungalowparken;2006;2870.0;25.8;12.8;1385.0;1231.0;154.0;169.0
284;552 Campings,jeugdherb.,bungalowparken;2007;2980.0;27.6;14.8;1540.0;1375.0;164.0;157.0
285;552 Campings,jeugdherb.,bungalowparken;2008;3145.0;27.7;14.4;1642.0;1407.0;235.0;214.0
286;553 Restaurants, cafetaria's e.d.;1987;;;;;;;
287;553 Restaurants, cafetaria's e.d.;1988;;;;2476.0;2155.0;321.0;256.0
288;553 Restaurants, cafetaria's e.d.;1989;;;;2745.0;2350.0;394.0;313.0
289;553 Restaurants, cafetaria's e.d.;1990;;;;2994.0;2568.0;426.0;333.0
290;553 Restaurants, cafetaria's e.d.;1991;;;;3343.0;2886.0;456.0;358.0
291;553 Restaurants, cafetaria's e.d.;1992;;;;3534.0;3054.0;480.0;362.0
292;553 Restaurants, cafetaria's e.d.;1993;16175.0;;81.0;3755.0;3256.0;499.0;400.0
293;553 Restaurants, cafetaria's e.d.;1994;16665.0;;87.5;4003.0;3480.0;523.0;431.0
294;553 Restaurants, cafetaria's e.d.;1995;16680.0;;79.7;4079.0;3571.0;508.0;438.0
295;553 Restaurants, cafetaria's e.d.;1996;16455.0;;79.7;4186.0;3625.0;561.0;489.0
296;553 Restaurants, cafetaria's e.d.;1997;17065.0;;78.7;4489.0;3895.0;594.0;523.0
297;553 Restaurants, cafetaria's e.d.;1998;17610.0;;81.7;4750.0;4136.0;614.0;537.0
