ID;Geslacht;Leeftijd;Perioden;BevolkingOp1Januari_1
121;Totaal mannen en vrouwen;1 jaar;2045;194446
122;Totaal mannen en vrouwen;1 jaar;2046;193578
123;Totaal mannen en vrouwen;1 jaar;2047;192836
124;Totaal mannen en vrouwen;1 jaar;2048;192248
125;Totaal mannen en vrouwen;1 jaar;2049;191844
126;Totaal mannen en vrouwen;1 jaar;2050;191666
127;Totaal mannen en vrouwen;1 jaar;2051;191745
128;Totaal mannen en vrouwen;1 jaar;2052;192095
129;Totaal mannen en vrouwen;1 jaar;2053;192732
130;Totaal mannen en vrouwen;1 jaar;2054;193666
131;Totaal mannen en vrouwen;1 jaar;2055;194896
132;Totaal mannen en vrouwen;1 jaar;2056;196397
133;Totaal mannen en vrouwen;1 jaar;2057;198122
134;Totaal mannen en vrouwen;1 jaar;2058;200013
135;Totaal mannen en vrouwen;1 jaar;2059;202002
136;Totaal mannen en vrouwen;1 jaar;2060;204008
137;Totaal mannen en vrouwen;1 jaar;2061;205960
138;Totaal mannen en vrouwen;1 jaar;2062;207786
139;Totaal mannen en vrouwen;1 jaar;2063;209422
140;Totaal mannen en vrouwen;1 jaar;2064;210818
141;Totaal mannen en vrouwen;1 jaar;2065;211963
142;Totaal mannen en vrouwen;1 jaar;2066;212832
143;Totaal mannen en vrouwen;1 jaar;2067;213436
144;Totaal mannen en vrouwen;1 jaar;2068;213786
145;Totaal mannen en vrouwen;1 jaar;2069;213906
146;Totaal mannen en vrouwen;1 jaar;2070;213834
147;Totaal mannen en vrouwen;2 jaar;2022;171615
148;Totaal mannen en vrouwen;2 jaar;2023;170921
149;Totaal mannen en vrouwen;2 jaar;2024;182514
150;Totaal mannen en vrouwen;2 jaar;2025;181168
151;Totaal mannen en vrouwen;2 jaar;2026;185702
152;Totaal mannen en vrouwen;2 jaar;2027;189561
153;Totaal mannen en vrouwen;2 jaar;2028;192572
154;Totaal mannen en vrouwen;2 jaar;2029;196346
155;Totaal mannen en vrouwen;2 jaar;2030;198261
156;Totaal mannen en vrouwen;2 jaar;2031;200722
157;Totaal mannen en vrouwen;2 jaar;2032;202798
158;Totaal mannen en vrouwen;2 jaar;2033;204281
159;Totaal mannen en vrouwen;2 jaar;2034;205422
160;Totaal mannen en vrouwen;2 jaar;2035;205950
161;Totaal mannen en vrouwen;2 jaar;2036;206331
162;Totaal mannen en vrouwen;2 jaar;2037;206168
163;Totaal mannen en vrouwen;2 jaar;2038;205549
164;Totaal mannen en vrouwen;2 jaar;2039;204470
165;Totaal mannen en vrouwen;2 jaar;2040;202959
166;Totaal mannen en vrouwen;2 jaar;2041;201510
167;Totaal mannen en vrouwen;2 jaar;2042;200266
168;Totaal mannen en vrouwen;2 jaar;2043;198986
169;Totaal mannen en vrouwen;2 jaar;2044;197725
170;Totaal mannen en vrouwen;2 jaar;2045;196557
171;Totaal mannen en vrouwen;2 jaar;2046;195531
172;Totaal mannen en vrouwen;2 jaar;2047;194664
173;Totaal mannen en vrouwen;2 jaar;2048;193924
174;Totaal mannen en vrouwen;2 jaar;2049;193341
175;Totaal mannen en vrouwen;2 jaar;2050;192939
176;Totaal mannen en vrouwen;2 jaar;2051;192760
177;Totaal mannen en vrouwen;2 jaar;2052;192839
178;Totaal mannen en vrouwen;2 jaar;2053;193190
179;Totaal mannen en vrouwen;2 jaar;2054;193823
180;Totaal mannen en vrouwen;2 jaar;2055;194756
181;Totaal mannen en vrouwen;2 jaar;2056;195984
182;Totaal mannen en vrouwen;2 jaar;2057;197488
183;Totaal mannen en vrouwen;2 jaar;2058;199214
184;Totaal mannen en vrouwen;2 jaar;2059;201102
185;Totaal mannen en vrouwen;2 jaar;2060;203090
186;Totaal mannen en vrouwen;2 jaar;2061;205095
187;Totaal mannen en vrouwen;2 jaar;2062;207049
188;Totaal mannen en vrouwen;2 jaar;2063;208877
189;Totaal mannen en vrouwen;2 jaar;2064;210517
190;Totaal mannen en vrouwen;2 jaar;2065;211915
191;Totaal mannen en vrouwen;2 jaar;2066;213059
192;Totaal mannen en vrouwen;2 jaar;2067;213931
193;Totaal mannen en vrouwen;2 jaar;2068;214537
194;Totaal mannen en vrouwen;2 jaar;2069;214893
195;Totaal mannen en vrouwen;2 jaar;2070;215017
196;Totaal mannen en vrouwen;3 jaar;2022;171542
197;Totaal mannen en vrouwen;3 jaar;2023;172945
198;Totaal mannen en vrouwen;3 jaar;2024;172137
199;Totaal mannen en vrouwen;3 jaar;2025;183334
200;Totaal mannen en vrouwen;3 jaar;2026;181982
201;Totaal mannen en vrouwen;3 jaar;2027;186485
202;Totaal mannen en vrouwen;3 jaar;2028;190347
203;Totaal mannen en vrouwen;3 jaar;2029;193355
204;Totaal mannen en vrouwen;3 jaar;2030;197102
205;Totaal mannen en vrouwen;3 jaar;2031;199020
206;Totaal mannen en vrouwen;3 jaar;2032;201489
207;Totaal mannen en vrouwen;3 jaar;2033;203575
208;Totaal mannen en vrouwen;3 jaar;2034;205063
209;Totaal mannen en vrouwen;3 jaar;2035;206209
210;Totaal mannen en vrouwen;3 jaar;2036;206739
211;Totaal mannen en vrouwen;3 jaar;2037;207118
212;Totaal mannen en vrouwen;3 jaar;2038;206960
213;Totaal mannen en vrouwen;3 jaar;2039;206348
214;Totaal mannen en vrouwen;3 jaar;2040;205278
215;Totaal mannen en vrouwen;3 jaar;2041;203779
216;Totaal mannen en vrouwen;3 jaar;2042;202343
217;Totaal mannen en vrouwen;3 jaar;2043;201107
218;Totaal mannen en vrouwen;3 jaar;2044;199837
219;Totaal mannen en vrouwen;3 jaar;2045;198584
220;Totaal mannen en vrouwen;3 jaar;2046;197422
221;Totaal mannen en vrouwen;3 jaar;2047;196402
222;Totaal mannen en vrouwen;3 jaar;2048;195537
223;Totaal mannen en vrouwen;3 jaar;2049;194797
224;Totaal mannen en vrouwen;3 jaar;2050;194220
225;Totaal mannen en vrouwen;3 jaar;2051;193819
226;Totaal mannen en vrouwen;3 jaar;2052;193641
227;Totaal mannen en vrouwen;3 jaar;2053;193722
228;Totaal mannen en vrouwen;3 jaar;2054;194071
229;Totaal mannen en vrouwen;3 jaar;2055;194704
230;Totaal mannen en vrouwen;3 jaar;2056;195636
231;Totaal mannen en vrouwen;3 jaar;2057;196862
232;Totaal mannen en vrouwen;3 jaar;2058;198365
233;Totaal mannen en vrouwen;3 jaar;2059;200090
234;Totaal mannen en vrouwen;3 jaar;2060;201977
235;Totaal mannen en vrouwen;3 jaar;2061;203965
236;Totaal mannen en vrouwen;3 jaar;2062;205968
237;Totaal mannen en vrouwen;3 jaar;2063;207923
238;Totaal mannen en vrouwen;3 jaar;2064;209754
239;Totaal mannen en vrouwen;3 jaar;2065;211395
240;Totaal mannen en vrouwen;3 jaar;2066;212796
241;Totaal mannen en vrouwen;3 jaar;2067;213944
242;Totaal mannen en vrouwen;3 jaar;2068;214820
243;Totaal mannen en vrouwen;3 jaar;2069;215430
244;Totaal mannen en vrouwen;3 jaar;2070;215788
245;Totaal mannen en vrouwen;4 jaar;2022;173525
246;Totaal mannen en vrouwen;4 jaar;2023;172678
247;Totaal mannen en vrouwen;4 jaar;2024;173978
248;Totaal mannen en vrouwen;4 jaar;2025;173036
249;Totaal mannen en vrouwen;4 jaar;2026;183983
250;Totaal mannen en vrouwen;4 jaar;2027;182634
251;Totaal mannen en vrouwen;4 jaar;2028;187108
252;Totaal mannen en vrouwen;4 jaar;2029;190991
253;Totaal mannen en vrouwen;4 jaar;2030;193982
254;Totaal mannen en vrouwen;4 jaar;2031;197703
255;Totaal mannen en vrouwen;4 jaar;2032;199641
256;Totaal mannen en vrouwen;4 jaar;2033;202119
257;Totaal mannen en vrouwen;4 jaar;2034;204214
258;Totaal mannen en vrouwen;4 jaar;2035;205712
259;Totaal mannen en vrouwen;4 jaar;2036;206859
260;Totaal mannen en vrouwen;4 jaar;2037;207388
261;Totaal mannen en vrouwen;4 jaar;2038;207769
262;Totaal mannen en vrouwen;4 jaar;2039;207612
263;Totaal mannen en vrouwen;4 jaar;2040;207006
264;Totaal mannen en vrouwen;4 jaar;2041;205948
265;Totaal mannen en vrouwen;4 jaar;2042;204463
266;Totaal mannen en vrouwen;4 jaar;2043;203037
267;Totaal mannen en vrouwen;4 jaar;2044;201813
268;Totaal mannen en vrouwen;4 jaar;2045;200548
269;Totaal mannen en vrouwen;4 jaar;2046;199304
270;Totaal mannen en vrouwen;4 jaar;2047;198147
271;Totaal mannen en vrouwen;4 jaar;2048;197130
272;Totaal mannen en vrouwen;4 jaar;2049;196266
273;Totaal mannen en vrouwen;4 jaar;2050;195529
274;Totaal mannen en vrouwen;4 jaar;2051;194954
275;Totaal mannen en vrouwen;4 jaar;2052;194557
276;Totaal mannen en vrouwen;4 jaar;2053;194378
277;Totaal mannen en vrouwen;4 jaar;2054;194461
278;Totaal mannen en vrouwen;4 jaar;2055;194811
279;Totaal mannen en vrouwen;4 jaar;2056;195444
280;Totaal mannen en vrouwen;4 jaar;2057;196372
281;Totaal mannen en vrouwen;4 jaar;2058;197600
282;Totaal mannen en vrouwen;4 jaar;2059;199100
283;Totaal mannen en vrouwen;4 jaar;2060;200825
284;Totaal mannen en vrouwen;4 jaar;2061;202710
285;Totaal mannen en vrouwen;4 jaar;2062;204700
286;Totaal mannen en vrouwen;4 jaar;2063;206702
287;Totaal mannen en vrouwen;4 jaar;2064;208661
288;Totaal mannen en vrouwen;4 jaar;2065;210490
289;Totaal mannen en vrouwen;4 jaar;2066;212135
290;Totaal mannen en vrouwen;4 jaar;2067;213536
291;Totaal mannen en vrouwen;4 jaar;2068;214685
292;Totaal mannen en vrouwen;4 jaar;2069;215569
293;Totaal mannen en vrouwen;4 jaar;2070;216180
294;Totaal mannen en vrouwen;5 jaar;2022;176887
295;Totaal mannen en vrouwen;5 jaar;2023;174589
296;Totaal mannen en vrouwen;5 jaar;2024;173605
297;Totaal mannen en vrouwen;5 jaar;2025;174782
298;Totaal mannen en vrouwen;5 jaar;2026;173841
299;Totaal mannen en vrouwen;5 jaar;2027;184547
300;Totaal mannen en vrouwen;5 jaar;2028;183207
301;Totaal mannen en vrouwen;5 jaar;2029;187674
302;Totaal mannen en vrouwen;5 jaar;2030;191569
303;Totaal mannen en vrouwen;5 jaar;2031;194542
304;Totaal mannen en vrouwen;5 jaar;2032;198252
305;Totaal mannen en vrouwen;5 jaar;2033;200209
306;Totaal mannen en vrouwen;5 jaar;2034;202699
307;Totaal mannen en vrouwen;5 jaar;2035;204797
308;Totaal mannen en vrouwen;5 jaar;2036;206304
309;Totaal mannen en vrouwen;5 jaar;2037;207456
310;Totaal mannen en vrouwen;5 jaar;2038;207981
311;Totaal mannen en vrouwen;5 jaar;2039;208362
312;Totaal mannen en vrouwen;5 jaar;2040;208212
313;Totaal mannen en vrouwen;5 jaar;2041;207611
314;Totaal mannen en vrouwen;5 jaar;2042;206563
315;Totaal mannen en vrouwen;5 jaar;2043;205087
316;Totaal mannen en vrouwen;5 jaar;2044;203673
317;Totaal mannen en vrouwen;5 jaar;2045;202456
318;Totaal mannen en vrouwen;5 jaar;2046;201195
319;Totaal mannen en vrouwen;5 jaar;2047;199957
320;Totaal mannen en vrouwen;5 jaar;2048;198806
321;Totaal mannen en vrouwen;5 jaar;2049;197795
322;Totaal mannen en vrouwen;5 jaar;2050;196934
323;Totaal mannen en vrouwen;5 jaar;2051;196201
324;Totaal mannen en vrouwen;5 jaar;2052;195631
325;Totaal mannen en vrouwen;5 jaar;2053;195231
326;Totaal mannen en vrouwen;5 jaar;2054;195051
327;Totaal mannen en vrouwen;5 jaar;2055;195134
328;Totaal mannen en vrouwen;5 jaar;2056;195485
329;Totaal mannen en vrouwen;5 jaar;2057;196116
330;Totaal mannen en vrouwen;5 jaar;2058;197046
331;Totaal mannen en vrouwen;5 jaar;2059;198272
332;Totaal mannen en vrouwen;5 jaar;2060;199772
333;Totaal mannen en vrouwen;5 jaar;2061;201495
334;Totaal mannen en vrouwen;5 jaar;2062;203381
335;Totaal mannen en vrouwen;5 jaar;2063;205371
336;Totaal mannen en vrouwen;5 jaar;2064;207376
337;Totaal mannen en vrouwen;5 jaar;2065;209334
338;Totaal mannen en vrouwen;5 jaar;2066;211166
339;Totaal mannen en vrouwen;5 jaar;2067;212814
340;Totaal mannen en vrouwen;5 jaar;2068;214217
341;Totaal mannen en vrouwen;5 jaar;2069;215368
342;Totaal mannen en vrouwen;5 jaar;2070;216252
343;Totaal mannen en vrouwen;6 jaar;2022;176336
344;Totaal mannen en vrouwen;6 jaar;2023;177941
345;Totaal mannen en vrouwen;6 jaar;2024;175516
346;Totaal mannen en vrouwen;6 jaar;2025;174393
347;Totaal mannen en vrouwen;6 jaar;2026;175570
348;Totaal mannen en vrouwen;6 jaar;2027;174622
349;Totaal mannen en vrouwen;6 jaar;2028;185114
350;Totaal mannen en vrouwen;6 jaar;2029;183802
351;Totaal mannen en vrouwen;6 jaar;2030;188261
352;Totaal mannen en vrouwen;6 jaar;2031;192164
353;Totaal mannen en vrouwen;6 jaar;2032;195138
354;Totaal mannen en vrouwen;6 jaar;2033;198840
355;Totaal mannen en vrouwen;6 jaar;2034;200822
356;Totaal mannen en vrouwen;6 jaar;2035;203317
357;Totaal mannen en vrouwen;6 jaar;2036;205424
358;Totaal mannen en vrouwen;6 jaar;2037;206938
359;Totaal mannen en vrouwen;6 jaar;2038;208093
360;Totaal mannen en vrouwen;6 jaar;2039;208613
361;Totaal mannen en vrouwen;6 jaar;2040;208995
362;Totaal mannen en vrouwen;6 jaar;2041;208847
363;Totaal mannen en vrouwen;6 jaar;2042;208253
364;Totaal mannen en vrouwen;6 jaar;2043;207214
365;Totaal mannen en vrouwen;6 jaar;2044;205747
366;Totaal mannen en vrouwen;6 jaar;2045;204340
367;Totaal mannen en vrouwen;6 jaar;2046;203130
368;Totaal mannen en vrouwen;6 jaar;2047;201872
369;Totaal mannen en vrouwen;6 jaar;2048;200639
370;Totaal mannen en vrouwen;6 jaar;2049;199493
371;Totaal mannen en vrouwen;6 jaar;2050;198485
372;Totaal mannen en vrouwen;6 jaar;2051;197628
373;Totaal mannen en vrouwen;6 jaar;2052;196899
374;Totaal mannen en vrouwen;6 jaar;2053;196330
375;Totaal mannen en vrouwen;6 jaar;2054;195929
376;Totaal mannen en vrouwen;6 jaar;2055;195751
377;Totaal mannen en vrouwen;6 jaar;2056;195836
378;Totaal mannen en vrouwen;6 jaar;2057;196186
379;Totaal mannen en vrouwen;6 jaar;2058;196817
380;Totaal mannen en vrouwen;6 jaar;2059;197750
381;Totaal mannen en vrouwen;6 jaar;2060;198974
382;Totaal mannen en vrouwen;6 jaar;2061;200473
383;Totaal mannen en vrouwen;6 jaar;2062;202196
384;Totaal mannen en vrouwen;6 jaar;2063;204083
385;Totaal mannen en vrouwen;6 jaar;2064;206073
386;Totaal mannen en vrouwen;6 jaar;2065;208077
387;Totaal mannen en vrouwen;6 jaar;2066;210035
388;Totaal mannen en vrouwen;6 jaar;2067;211870
389;Totaal mannen en vrouwen;6 jaar;2068;213522
390;Totaal mannen en vrouwen;6 jaar;2069;214930
391;Totaal mannen en vrouwen;6 jaar;2070;216084
392;Totaal mannen en vrouwen;7 jaar;2022;181099
393;Totaal mannen en vrouwen;7 jaar;2023;177383
394;Totaal mannen en vrouwen;7 jaar;2024;178876
395;Totaal mannen en vrouwen;7 jaar;2025;176336
396;Totaal mannen en vrouwen;7 jaar;2026;175181
397;Totaal mannen en vrouwen;7 jaar;2027;176360
398;Totaal mannen en vrouwen;7 jaar;2028;175413
399;Totaal mannen en vrouwen;7 jaar;2029;185728
400;Totaal mannen en vrouwen;7 jaar;2030;184437
401;Totaal mannen en vrouwen;7 jaar;2031;188884
402;Totaal mannen en vrouwen;7 jaar;2032;192814
403;Totaal mannen en vrouwen;7 jaar;2033;195799
404;Totaal mannen en vrouwen;7 jaar;2034;199492
405;Totaal mannen en vrouwen;7 jaar;2035;201494
406;Totaal mannen en vrouwen;7 jaar;2036;204003
407;Totaal mannen en vrouwen;7 jaar;2037;206116
408;Totaal mannen en vrouwen;7 jaar;2038;207630
409;Totaal mannen en vrouwen;7 jaar;2039;208788
410;Totaal mannen en vrouwen;7 jaar;2040;209306
411;Totaal mannen en vrouwen;7 jaar;2041;209685
412;Totaal mannen en vrouwen;7 jaar;2042;209542
413;Totaal mannen en vrouwen;7 jaar;2043;208955
414;Totaal mannen en vrouwen;7 jaar;2044;207926
415;Totaal mannen en vrouwen;7 jaar;2045;206469
416;Totaal mannen en vrouwen;7 jaar;2046;205070
417;Totaal mannen en vrouwen;7 jaar;2047;203862
418;Totaal mannen en vrouwen;7 jaar;2048;202607
419;Totaal mannen en vrouwen;7 jaar;2049;201378
420;Totaal mannen en vrouwen;7 jaar;2050;200233
421;Totaal mannen en vrouwen;7 jaar;2051;199231
422;Totaal mannen en vrouwen;7 jaar;2052;198378
423;Totaal mannen en vrouwen;7 jaar;2053;197654
424;Totaal mannen en vrouwen;7 jaar;2054;197087
425;Totaal mannen en vrouwen;7 jaar;2055;196687
426;Totaal mannen en vrouwen;7 jaar;2056;196507
427;Totaal mannen en vrouwen;7 jaar;2057;196592
428;Totaal mannen en vrouwen;7 jaar;2058;196945
429;Totaal mannen en vrouwen;7 jaar;2059;197576
430;Totaal mannen en vrouwen;7 jaar;2060;198507
431;Totaal mannen en vrouwen;7 jaar;2061;199728
432;Totaal mannen en vrouwen;7 jaar;2062;201228
433;Totaal mannen en vrouwen;7 jaar;2063;202948
434;Totaal mannen en vrouwen;7 jaar;2064;204837
435;Totaal mannen en vrouwen;7 jaar;2065;206828
436;Totaal mannen en vrouwen;7 jaar;2066;208833
437;Totaal mannen en vrouwen;7 jaar;2067;210790
438;Totaal mannen en vrouwen;7 jaar;2068;212628
439;Totaal mannen en vrouwen;7 jaar;2069;214279
440;Totaal mannen en vrouwen;7 jaar;2070;215689
441;Totaal mannen en vrouwen;8 jaar;2022;177913
442;Totaal mannen en vrouwen;8 jaar;2023;182178
443;Totaal mannen en vrouwen;8 jaar;2024;178357
444;Totaal mannen en vrouwen;8 jaar;2025;179758
445;Totaal mannen en vrouwen;8 jaar;2026;177186
446;Totaal mannen en vrouwen;8 jaar;2027;176008
447;Totaal mannen en vrouwen;8 jaar;2028;177195
448;Totaal mannen en vrouwen;8 jaar;2029;176252
449;Totaal mannen en vrouwen;8 jaar;2030;186406
450;Totaal mannen en vrouwen;8 jaar;2031;185139
451;Totaal mannen en vrouwen;8 jaar;2032;189588
452;Totaal mannen en vrouwen;8 jaar;2033;193538
453;Totaal mannen en vrouwen;8 jaar;2034;196533
454;Totaal mannen en vrouwen;8 jaar;2035;200224
455;Totaal mannen en vrouwen;8 jaar;2036;202246
456;Totaal mannen en vrouwen;8 jaar;2037;204764
457;Totaal mannen en vrouwen;8 jaar;2038;206883
458;Totaal mannen en vrouwen;8 jaar;2039;208400
459;Totaal mannen en vrouwen;8 jaar;2040;209561
460;Totaal mannen en vrouwen;8 jaar;2041;210077
461;Totaal mannen en vrouwen;8 jaar;2042;210455
462;Totaal mannen en vrouwen;8 jaar;2043;210318
463;Totaal mannen en vrouwen;8 jaar;2044;209738
464;Totaal mannen en vrouwen;8 jaar;2045;208715
465;Totaal mannen en vrouwen;8 jaar;2046;207266
466;Totaal mannen en vrouwen;8 jaar;2047;205872
467;Totaal mannen en vrouwen;8 jaar;2048;204666
468;Totaal mannen en vrouwen;8 jaar;2049;203414
469;Totaal mannen en vrouwen;8 jaar;2050;202188
470;Totaal mannen en vrouwen;8 jaar;2051;201047
471;Totaal mannen en vrouwen;8 jaar;2052;200048
472;Totaal mannen en vrouwen;8 jaar;2053;199198
473;Totaal mannen en vrouwen;8 jaar;2054;198476
474;Totaal mannen en vrouwen;8 jaar;2055;197911
475;Totaal mannen en vrouwen;8 jaar;2056;197509
476;Totaal mannen en vrouwen;8 jaar;2057;197330
477;Totaal mannen en vrouwen;8 jaar;2058;197415
478;Totaal mannen en vrouwen;8 jaar;2059;197768
479;Totaal mannen en vrouwen;8 jaar;2060;198400
480;Totaal mannen en vrouwen;8 jaar;2061;199331
481;Totaal mannen en vrouwen;8 jaar;2062;200552
482;Totaal mannen en vrouwen;8 jaar;2063;202050
483;Totaal mannen en vrouwen;8 jaar;2064;203770
484;Totaal mannen en vrouwen;8 jaar;2065;205659
485;Totaal mannen en vrouwen;8 jaar;2066;207649
486;Totaal mannen en vrouwen;8 jaar;2067;209656
487;Totaal mannen en vrouwen;8 jaar;2068;211615
