ID;Geslacht;Leeftijd;Perioden;Deelnemers_1
61;Totaal mannen en vrouwen;30 tot 35 jaar;1998;19340.0
62;Totaal mannen en vrouwen;30 tot 35 jaar;1999;20060.0
63;Totaal mannen en vrouwen;30 tot 35 jaar;2000;19760.0
64;Totaal mannen en vrouwen;30 tot 35 jaar;2001;18900.0
65;Totaal mannen en vrouwen;30 tot 35 jaar;2002;20170.0
66;Totaal mannen en vrouwen;30 tot 35 jaar;2003;20920.0
67;Totaal mannen en vrouwen;30 tot 35 jaar;2004;22830.0
68;Totaal mannen en vrouwen;30 tot 35 jaar;2005;
69;Totaal mannen en vrouwen;30 tot 35 jaar;2006;
70;Totaal mannen en vrouwen;35 tot 40 jaar;1993;19200.0
71;Totaal mannen en vrouwen;35 tot 40 jaar;1994;17180.0
72;Totaal mannen en vrouwen;35 tot 40 jaar;1995;16440.0
73;Totaal mannen en vrouwen;35 tot 40 jaar;1996;15860.0
74;Totaal mannen en vrouwen;35 tot 40 jaar;1997;15480.0
75;Totaal mannen en vrouwen;35 tot 40 jaar;1998;16860.0
76;Totaal mannen en vrouwen;35 tot 40 jaar;1999;18270.0
77;Totaal mannen en vrouwen;35 tot 40 jaar;2000;19160.0
78;Totaal mannen en vrouwen;35 tot 40 jaar;2001;18250.0
79;Totaal mannen en vrouwen;35 tot 40 jaar;2002;17950.0
80;Totaal mannen en vrouwen;35 tot 40 jaar;2003;17860.0
81;Totaal mannen en vrouwen;35 tot 40 jaar;2004;19540.0
82;Totaal mannen en vrouwen;35 tot 40 jaar;2005;
83;Totaal mannen en vrouwen;35 tot 40 jaar;2006;
84;Totaal mannen en vrouwen;40 tot 45 jaar;1993;15600.0
85;Totaal mannen en vrouwen;40 tot 45 jaar;1994;14140.0
86;Totaal mannen en vrouwen;40 tot 45 jaar;1995;13230.0
87;Totaal mannen en vrouwen;40 tot 45 jaar;1996;12300.0
88;Totaal mannen en vrouwen;40 tot 45 jaar;1997;11740.0
89;Totaal mannen en vrouwen;40 tot 45 jaar;1998;12640.0
90;Totaal mannen en vrouwen;40 tot 45 jaar;1999;13630.0
91;Totaal mannen en vrouwen;40 tot 45 jaar;2000;13680.0
92;Totaal mannen en vrouwen;40 tot 45 jaar;2001;13280.0
93;Totaal mannen en vrouwen;40 tot 45 jaar;2002;14950.0
94;Totaal mannen en vrouwen;40 tot 45 jaar;2003;14580.0
95;Totaal mannen en vrouwen;40 tot 45 jaar;2004;15280.0
96;Totaal mannen en vrouwen;40 tot 45 jaar;2005;
97;Totaal mannen en vrouwen;40 tot 45 jaar;2006;
98;Totaal mannen en vrouwen;45 tot 50 jaar;1993;12900.0
99;Totaal mannen en vrouwen;45 tot 50 jaar;1994;11300.0
100;Totaal mannen en vrouwen;45 tot 50 jaar;1995;10720.0
101;Totaal mannen en vrouwen;45 tot 50 jaar;1996;9870.0
102;Totaal mannen en vrouwen;45 tot 50 jaar;1997;9160.0
103;Totaal mannen en vrouwen;45 tot 50 jaar;1998;9560.0
104;Totaal mannen en vrouwen;45 tot 50 jaar;1999;10330.0
105;Totaal mannen en vrouwen;45 tot 50 jaar;2000;10690.0
106;Totaal mannen en vrouwen;45 tot 50 jaar;2001;10350.0
107;Totaal mannen en vrouwen;45 tot 50 jaar;2002;11390.0
108;Totaal mannen en vrouwen;45 tot 50 jaar;2003;10780.0
109;Totaal mannen en vrouwen;45 tot 50 jaar;2004;10960.0
110;Totaal mannen en vrouwen;45 tot 50 jaar;2005;
111;Totaal mannen en vrouwen;45 tot 50 jaar;2006;
112;Totaal mannen en vrouwen;50 tot 55 jaar;1993;10200.0
113;Totaal mannen en vrouwen;50 tot 55 jaar;1994;8980.0
114;Totaal mannen en vrouwen;50 tot 55 jaar;1995;8300.0
115;Totaal mannen en vrouwen;50 tot 55 jaar;1996;7460.0
116;Totaal mannen en vrouwen;50 tot 55 jaar;1997;6860.0
117;Totaal mannen en vrouwen;50 tot 55 jaar;1998;7240.0
118;Totaal mannen en vrouwen;50 tot 55 jaar;1999;8080.0
119;Totaal mannen en vrouwen;50 tot 55 jaar;2000;8900.0
120;Totaal mannen en vrouwen;50 tot 55 jaar;2001;9030.0
121;Totaal mannen en vrouwen;50 tot 55 jaar;2002;9680.0
122;Totaal mannen en vrouwen;50 tot 55 jaar;2003;8920.0
123;Totaal mannen en vrouwen;50 tot 55 jaar;2004;8810.0
124;Totaal mannen en vrouwen;50 tot 55 jaar;2005;
125;Totaal mannen en vrouwen;50 tot 55 jaar;2006;
126;Totaal mannen en vrouwen;55 tot 60 jaar;1993;8500.0
127;Totaal mannen en vrouwen;55 tot 60 jaar;1994;7810.0
128;Totaal mannen en vrouwen;55 tot 60 jaar;1995;7350.0
129;Totaal mannen en vrouwen;55 tot 60 jaar;1996;6250.0
130;Totaal mannen en vrouwen;55 tot 60 jaar;1997;5470.0
131;Totaal mannen en vrouwen;55 tot 60 jaar;1998;5610.0
132;Totaal mannen en vrouwen;55 tot 60 jaar;1999;5960.0
133;Totaal mannen en vrouwen;55 tot 60 jaar;2000;6550.0
134;Totaal mannen en vrouwen;55 tot 60 jaar;2001;7150.0
135;Totaal mannen en vrouwen;55 tot 60 jaar;2002;7850.0
136;Totaal mannen en vrouwen;55 tot 60 jaar;2003;7570.0
137;Totaal mannen en vrouwen;55 tot 60 jaar;2004;7660.0
138;Totaal mannen en vrouwen;55 tot 60 jaar;2005;
139;Totaal mannen en vrouwen;55 tot 60 jaar;2006;
140;Totaal mannen en vrouwen;60 jaar of ouder;1993;11420.0
141;Totaal mannen en vrouwen;60 jaar of ouder;1994;10580.0
142;Totaal mannen en vrouwen;60 jaar of ouder;1995;9510.0
143;Totaal mannen en vrouwen;60 jaar of ouder;1996;8010.0
144;Totaal mannen en vrouwen;60 jaar of ouder;1997;7270.0
145;Totaal mannen en vrouwen;60 jaar of ouder;1998;7110.0
146;Totaal mannen en vrouwen;60 jaar of ouder;1999;7880.0
147;Totaal mannen en vrouwen;60 jaar of ouder;2000;9360.0
148;Totaal mannen en vrouwen;60 jaar of ouder;2001;10640.0
149;Totaal mannen en vrouwen;60 jaar of ouder;2002;12040.0
150;Totaal mannen en vrouwen;60 jaar of ouder;2003;11530.0
151;Totaal mannen en vrouwen;60 jaar of ouder;2004;11410.0
152;Totaal mannen en vrouwen;60 jaar of ouder;2005;
153;Totaal mannen en vrouwen;60 jaar of ouder;2006;
154;Mannen;0;1993;51620.0
155;Mannen;0;1994;52560.0
156;Mannen;0;1995;47240.0
157;Mannen;0;1996;44860.0
158;Mannen;0;1997;40770.0
159;Mannen;0;1998;44510.0
160;Mannen;0;1999;45670.0
161;Mannen;0;2000;46480.0
162;Mannen;0;2001;44310.0
163;Mannen;0;2002;46460.0
164;Mannen;0;2003;45510.0
165;Mannen;0;2004;48110.0
166;Mannen;0;2005;34450.0
167;Mannen;0;2006;32250.0
168;Mannen;19 jaar of jonger;1993;2500.0
169;Mannen;19 jaar of jonger;1994;3130.0
170;Mannen;19 jaar of jonger;1995;2480.0
171;Mannen;19 jaar of jonger;1996;2400.0
172;Mannen;19 jaar of jonger;1997;2000.0
173;Mannen;19 jaar of jonger;1998;2330.0
174;Mannen;19 jaar of jonger;1999;2300.0
175;Mannen;19 jaar of jonger;2000;2310.0
176;Mannen;19 jaar of jonger;2001;2160.0
177;Mannen;19 jaar of jonger;2002;2470.0
178;Mannen;19 jaar of jonger;2003;2480.0
179;Mannen;19 jaar of jonger;2004;2240.0
180;Mannen;19 jaar of jonger;2005;
181;Mannen;19 jaar of jonger;2006;
182;Mannen;20 tot 25 jaar;1993;7300.0
183;Mannen;20 tot 25 jaar;1994;7600.0
184;Mannen;20 tot 25 jaar;1995;6120.0
185;Mannen;20 tot 25 jaar;1996;5770.0
186;Mannen;20 tot 25 jaar;1997;4740.0
187;Mannen;20 tot 25 jaar;1998;5170.0
188;Mannen;20 tot 25 jaar;1999;5110.0
189;Mannen;20 tot 25 jaar;2000;5120.0
190;Mannen;20 tot 25 jaar;2001;4740.0
191;Mannen;20 tot 25 jaar;2002;5210.0
192;Mannen;20 tot 25 jaar;2003;5200.0
193;Mannen;20 tot 25 jaar;2004;5640.0
194;Mannen;20 tot 25 jaar;2005;
195;Mannen;20 tot 25 jaar;2006;
196;Mannen;25 tot 30 jaar;1993;10100.0
197;Mannen;25 tot 30 jaar;1994;10060.0
198;Mannen;25 tot 30 jaar;1995;9050.0
199;Mannen;25 tot 30 jaar;1996;8560.0
200;Mannen;25 tot 30 jaar;1997;7270.0
201;Mannen;25 tot 30 jaar;1998;7710.0
202;Mannen;25 tot 30 jaar;1999;7550.0
203;Mannen;25 tot 30 jaar;2000;7480.0
204;Mannen;25 tot 30 jaar;2001;6900.0
205;Mannen;25 tot 30 jaar;2002;7090.0
206;Mannen;25 tot 30 jaar;2003;7480.0
207;Mannen;25 tot 30 jaar;2004;8220.0
208;Mannen;25 tot 30 jaar;2005;
209;Mannen;25 tot 30 jaar;2006;
210;Mannen;30 tot 35 jaar;1993;8500.0
211;Mannen;30 tot 35 jaar;1994;9000.0
212;Mannen;30 tot 35 jaar;1995;8210.0
213;Mannen;30 tot 35 jaar;1996;8100.0
214;Mannen;30 tot 35 jaar;1997;7570.0
215;Mannen;30 tot 35 jaar;1998;8350.0
216;Mannen;30 tot 35 jaar;1999;8360.0
217;Mannen;30 tot 35 jaar;2000;8110.0
218;Mannen;30 tot 35 jaar;2001;7490.0
219;Mannen;30 tot 35 jaar;2002;7470.0
220;Mannen;30 tot 35 jaar;2003;7520.0
221;Mannen;30 tot 35 jaar;2004;8240.0
222;Mannen;30 tot 35 jaar;2005;
223;Mannen;30 tot 35 jaar;2006;
224;Mannen;35 tot 40 jaar;1993;6500.0
225;Mannen;35 tot 40 jaar;1994;6360.0
226;Mannen;35 tot 40 jaar;1995;6190.0
227;Mannen;35 tot 40 jaar;1996;6100.0
228;Mannen;35 tot 40 jaar;1997;5840.0
229;Mannen;35 tot 40 jaar;1998;6730.0
230;Mannen;35 tot 40 jaar;1999;7210.0
231;Mannen;35 tot 40 jaar;2000;7360.0
232;Mannen;35 tot 40 jaar;2001;6890.0
233;Mannen;35 tot 40 jaar;2002;6320.0
234;Mannen;35 tot 40 jaar;2003;6180.0
235;Mannen;35 tot 40 jaar;2004;6800.0
236;Mannen;35 tot 40 jaar;2005;
237;Mannen;35 tot 40 jaar;2006;
238;Mannen;40 tot 45 jaar;1993;4600.0
239;Mannen;40 tot 45 jaar;1994;4570.0
240;Mannen;40 tot 45 jaar;1995;4240.0
241;Mannen;40 tot 45 jaar;1996;3990.0
242;Mannen;40 tot 45 jaar;1997;3910.0
243;Mannen;40 tot 45 jaar;1998;4460.0
244;Mannen;40 tot 45 jaar;1999;4640.0
245;Mannen;40 tot 45 jaar;2000;4650.0
246;Mannen;40 tot 45 jaar;2001;4450.0
247;Mannen;40 tot 45 jaar;2002;4870.0
248;Mannen;40 tot 45 jaar;2003;4630.0
249;Mannen;40 tot 45 jaar;2004;4880.0
250;Mannen;40 tot 45 jaar;2005;
251;Mannen;40 tot 45 jaar;2006;
252;Mannen;45 tot 50 jaar;1993;3700.0
253;Mannen;45 tot 50 jaar;1994;3390.0
254;Mannen;45 tot 50 jaar;1995;3240.0
255;Mannen;45 tot 50 jaar;1996;3090.0
256;Mannen;45 tot 50 jaar;1997;2950.0
257;Mannen;45 tot 50 jaar;1998;3100.0
258;Mannen;45 tot 50 jaar;1999;3290.0
259;Mannen;45 tot 50 jaar;2000;3310.0
260;Mannen;45 tot 50 jaar;2001;3130.0
261;Mannen;45 tot 50 jaar;2002;3400.0
262;Mannen;45 tot 50 jaar;2003;3210.0
263;Mannen;45 tot 50 jaar;2004;3360.0
264;Mannen;45 tot 50 jaar;2005;
265;Mannen;45 tot 50 jaar;2006;
266;Mannen;50 tot 55 jaar;1993;2900.0
267;Mannen;50 tot 55 jaar;1994;2550.0
268;Mannen;50 tot 55 jaar;1995;2370.0
269;Mannen;50 tot 55 jaar;1996;2170.0
270;Mannen;50 tot 55 jaar;1997;2100.0
271;Mannen;50 tot 55 jaar;1998;2300.0
272;Mannen;50 tot 55 jaar;1999;2510.0
273;Mannen;50 tot 55 jaar;2000;2650.0
274;Mannen;50 tot 55 jaar;2001;2540.0
275;Mannen;50 tot 55 jaar;2002;2800.0
276;Mannen;50 tot 55 jaar;2003;2430.0
277;Mannen;50 tot 55 jaar;2004;2450.0
278;Mannen;50 tot 55 jaar;2005;
279;Mannen;50 tot 55 jaar;2006;
280;Mannen;55 tot 60 jaar;1993;2300.0
281;Mannen;55 tot 60 jaar;1994;2340.0
282;Mannen;55 tot 60 jaar;1995;2190.0
283;Mannen;55 tot 60 jaar;1996;1920.0
284;Mannen;55 tot 60 jaar;1997;1740.0
285;Mannen;55 tot 60 jaar;1998;1690.0
286;Mannen;55 tot 60 jaar;1999;1730.0
287;Mannen;55 tot 60 jaar;2000;1840.0
288;Mannen;55 tot 60 jaar;2001;1950.0
289;Mannen;55 tot 60 jaar;2002;2310.0
290;Mannen;55 tot 60 jaar;2003;2160.0
291;Mannen;55 tot 60 jaar;2004;2150.0
292;Mannen;55 tot 60 jaar;2005;
293;Mannen;55 tot 60 jaar;2006;
294;Mannen;60 jaar of ouder;1993;3220.0
295;Mannen;60 jaar of ouder;1994;3570.0
296;Mannen;60 jaar of ouder;1995;3160.0
297;Mannen;60 jaar of ouder;1996;2770.0
298;Mannen;60 jaar of ouder;1997;2640.0
299;Mannen;60 jaar of ouder;1998;2670.0
300;Mannen;60 jaar of ouder;1999;2970.0
301;Mannen;60 jaar of ouder;2000;3660.0
302;Mannen;60 jaar of ouder;2001;4070.0
303;Mannen;60 jaar of ouder;2002;4520.0
304;Mannen;60 jaar of ouder;2003;4220.0
305;Mannen;60 jaar of ouder;2004;4150.0
306;Mannen;60 jaar of ouder;2005;
307;Mannen;60 jaar of ouder;2006;
308;Vrouwen;0;1993;93810.0
309;Vrouwen;0;1994;85890.0
310;Vrouwen;0;1995;78190.0
311;Vrouwen;0;1996;72790.0
312;Vrouwen;0;1997;68910.0
313;Vrouwen;0;1998;71150.0
314;Vrouwen;0;1999;75570.0
315;Vrouwen;0;2000;78990.0
316;Vrouwen;0;2001;78680.0
317;Vrouwen;0;2002;86870.0
318;Vrouwen;0;2003;86380.0
319;Vrouwen;0;2004;91720.0
320;Vrouwen;0;2005;69760.0
321;Vrouwen;0;2006;67150.0
322;Vrouwen;19 jaar of jonger;1993;4200.0
323;Vrouwen;19 jaar of jonger;1994;4310.0
324;Vrouwen;19 jaar of jonger;1995;3380.0
325;Vrouwen;19 jaar of jonger;1996;3130.0
326;Vrouwen;19 jaar of jonger;1997;2820.0
327;Vrouwen;19 jaar of jonger;1998;3170.0
328;Vrouwen;19 jaar of jonger;1999;2580.0
329;Vrouwen;19 jaar of jonger;2000;2340.0
330;Vrouwen;19 jaar of jonger;2001;2360.0
331;Vrouwen;19 jaar of jonger;2002;2900.0
332;Vrouwen;19 jaar of jonger;2003;2870.0
333;Vrouwen;19 jaar of jonger;2004;2540.0
334;Vrouwen;19 jaar of jonger;2005;
335;Vrouwen;19 jaar of jonger;2006;
336;Vrouwen;20 tot 25 jaar;1993;9900.0
337;Vrouwen;20 tot 25 jaar;1994;9960.0
338;Vrouwen;20 tot 25 jaar;1995;8610.0
339;Vrouwen;20 tot 25 jaar;1996;8540.0
340;Vrouwen;20 tot 25 jaar;1997;7970.0
341;Vrouwen;20 tot 25 jaar;1998;8460.0
342;Vrouwen;20 tot 25 jaar;1999;8530.0
343;Vrouwen;20 tot 25 jaar;2000;8830.0
344;Vrouwen;20 tot 25 jaar;2001;8580.0
345;Vrouwen;20 tot 25 jaar;2002;9500.0
346;Vrouwen;20 tot 25 jaar;2003;9280.0
347;Vrouwen;20 tot 25 jaar;2004;10760.0
348;Vrouwen;20 tot 25 jaar;2005;
349;Vrouwen;20 tot 25 jaar;2006;
350;Vrouwen;25 tot 30 jaar;1993;12000.0
351;Vrouwen;25 tot 30 jaar;1994;11930.0
352;Vrouwen;25 tot 30 jaar;1995;10700.0
353;Vrouwen;25 tot 30 jaar;1996;10250.0
354;Vrouwen;25 tot 30 jaar;1997;10190.0
355;Vrouwen;25 tot 30 jaar;1998;10460.0
356;Vrouwen;25 tot 30 jaar;1999;10970.0
357;Vrouwen;25 tot 30 jaar;2000;11270.0
358;Vrouwen;25 tot 30 jaar;2001;10650.0
359;Vrouwen;25 tot 30 jaar;2002;12140.0
360;Vrouwen;25 tot 30 jaar;2003;12440.0
361;Vrouwen;25 tot 30 jaar;2004;13930.0
362;Vrouwen;25 tot 30 jaar;2005;
363;Vrouwen;25 tot 30 jaar;2006;
364;Vrouwen;30 tot 35 jaar;1993;13100.0
365;Vrouwen;30 tot 35 jaar;1994;12470.0
366;Vrouwen;30 tot 35 jaar;1995;11330.0
367;Vrouwen;30 tot 35 jaar;1996;11160.0
368;Vrouwen;30 tot 35 jaar;1997;11130.0
369;Vrouwen;30 tot 35 jaar;1998;10990.0
370;Vrouwen;30 tot 35 jaar;1999;11700.0
371;Vrouwen;30 tot 35 jaar;2000;11650.0
372;Vrouwen;30 tot 35 jaar;2001;11400.0
373;Vrouwen;30 tot 35 jaar;2002;12700.0
374;Vrouwen;30 tot 35 jaar;2003;13400.0
375;Vrouwen;30 tot 35 jaar;2004;14600.0
376;Vrouwen;30 tot 35 jaar;2005;
377;Vrouwen;30 tot 35 jaar;2006;
378;Vrouwen;35 tot 40 jaar;1993;12700.0
379;Vrouwen;35 tot 40 jaar;1994;10830.0
380;Vrouwen;35 tot 40 jaar;1995;10250.0
381;Vrouwen;35 tot 40 jaar;1996;9760.0
382;Vrouwen;35 tot 40 jaar;1997;9640.0
383;Vrouwen;35 tot 40 jaar;1998;10140.0
384;Vrouwen;35 tot 40 jaar;1999;11060.0
385;Vrouwen;35 tot 40 jaar;2000;11800.0
386;Vrouwen;35 tot 40 jaar;2001;11370.0
387;Vrouwen;35 tot 40 jaar;2002;11620.0
388;Vrouwen;35 tot 40 jaar;2003;11680.0
389;Vrouwen;35 tot 40 jaar;2004;12740.0
390;Vrouwen;35 tot 40 jaar;2005;
391;Vrouwen;35 tot 40 jaar;2006;
392;Vrouwen;40 tot 45 jaar;1993;11000.0
393;Vrouwen;40 tot 45 jaar;1994;9570.0
394;Vrouwen;40 tot 45 jaar;1995;8990.0
395;Vrouwen;40 tot 45 jaar;1996;8310.0
396;Vrouwen;40 tot 45 jaar;1997;7830.0
397;Vrouwen;40 tot 45 jaar;1998;8180.0
398;Vrouwen;40 tot 45 jaar;1999;8990.0
399;Vrouwen;40 tot 45 jaar;2000;9030.0
400;Vrouwen;40 tot 45 jaar;2001;8840.0
401;Vrouwen;40 tot 45 jaar;2002;10080.0
402;Vrouwen;40 tot 45 jaar;2003;9950.0
403;Vrouwen;40 tot 45 jaar;2004;10400.0
404;Vrouwen;40 tot 45 jaar;2005;
405;Vrouwen;40 tot 45 jaar;2006;
406;Vrouwen;45 tot 50 jaar;1993;9200.0
407;Vrouwen;45 tot 50 jaar;1994;7920.0
408;Vrouwen;45 tot 50 jaar;1995;7480.0
409;Vrouwen;45 tot 50 jaar;1996;6770.0
410;Vrouwen;45 tot 50 jaar;1997;6210.0
411;Vrouwen;45 tot 50 jaar;1998;6450.0
412;Vrouwen;45 tot 50 jaar;1999;7040.0
413;Vrouwen;45 tot 50 jaar;2000;7380.0
414;Vrouwen;45 tot 50 jaar;2001;7220.0
415;Vrouwen;45 tot 50 jaar;2002;7990.0
416;Vrouwen;45 tot 50 jaar;2003;7570.0
417;Vrouwen;45 tot 50 jaar;2004;7610.0
418;Vrouwen;45 tot 50 jaar;2005;
419;Vrouwen;45 tot 50 jaar;2006;
420;Vrouwen;50 tot 55 jaar;1993;7300.0
421;Vrouwen;50 tot 55 jaar;1994;6430.0
422;Vrouwen;50 tot 55 jaar;1995;5940.0
423;Vrouwen;50 tot 55 jaar;1996;5290.0
424;Vrouwen;50 tot 55 jaar;1997;4760.0
425;Vrouwen;50 tot 55 jaar;1998;4940.0
426;Vrouwen;50 tot 55 jaar;1999;5570.0
427;Vrouwen;50 tot 55 jaar;2000;6260.0
428;Vrouwen;50 tot 55 jaar;2001;6490.0
429;Vrouwen;50 tot 55 jaar;2002;6880.0
430;Vrouwen;50 tot 55 jaar;2003;6490.0
431;Vrouwen;50 tot 55 jaar;2004;6360.0
432;Vrouwen;50 tot 55 jaar;2005;
433;Vrouwen;50 tot 55 jaar;2006;
434;Vrouwen;55 tot 60 jaar;1993;6200.0
435;Vrouwen;55 tot 60 jaar;1994;5470.0
436;Vrouwen;55 tot 60 jaar;1995;5170.0
437;Vrouwen;55 tot 60 jaar;1996;4330.0
438;Vrouwen;55 tot 60 jaar;1997;3720.0
439;Vrouwen;55 tot 60 jaar;1998;3920.0
440;Vrouwen;55 tot 60 jaar;1999;4230.0
441;Vrouwen;55 tot 60 jaar;2000;4720.0
442;Vrouwen;55 tot 60 jaar;2001;5200.0
443;Vrouwen;55 tot 60 jaar;2002;5540.0
444;Vrouwen;55 tot 60 jaar;2003;5410.0
445;Vrouwen;55 tot 60 jaar;2004;5510.0
446;Vrouwen;55 tot 60 jaar;2005;
447;Vrouwen;55 tot 60 jaar;2006;
448;Vrouwen;60 jaar of ouder;1993;8210.0
449;Vrouwen;60 jaar of ouder;1994;7010.0
450;Vrouwen;60 jaar of ouder;1995;6350.0
451;Vrouwen;60 jaar of ouder;1996;5240.0
452;Vrouwen;60 jaar of ouder;1997;4630.0
453;Vrouwen;60 jaar of ouder;1998;4440.0
454;Vrouwen;60 jaar of ouder;1999;4900.0
455;Vrouwen;60 jaar of ouder;2000;5700.0
456;Vrouwen;60 jaar of ouder;2001;6570.0
457;Vrouwen;60 jaar of ouder;2002;7520.0
458;Vrouwen;60 jaar of ouder;2003;7300.0
459;Vrouwen;60 jaar of ouder;2004;7260.0
460;Vrouwen;60 jaar of ouder;2005;
461;Vrouwen;60 jaar of ouder;2006;
