ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Omschrijving_47;Code_48;Naam_49;Inwonertal_50;Omgevingsadressendichtheid_51
106;905;905;Eijsden                                 ;Eijsden                   ;3;Maastricht      ;67;Zuid-Limburg              ;39;Zuid-Limburg                       ;390;Zuid-Limburg                       ;3900;Zuid-Limburg                        ;127;Overige gemeenten Zuid-Limburg          ;61;GGD Zuid-Limburg                  ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL42;Limburg (NL)  ; NL423;Zuid-Limburg                       ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;0;                ;22;Maastricht      ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11653;542
107;772;772;Eindhoven                               ;Eindhoven                 ;1;'s-Hertogenbosch;11;Zuidoost-Brabant          ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant              ;113;Eindhoven                               ;57;GGD Eindhoven                     ;3008;Midden-Noord-Brabant                    ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL414;Zuidoost-Noord-Brabant             ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost-Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;19;Eindhoven       ;19;Eindhoven       ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;209699;2130
108;230;230;Elburg                                  ;Elburg                    ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;13;Veluwe                             ;130;Veluwe                             ;1300;Veluwe                              ;32;IJsselmeerkust                          ;16;GGD Regio Noord-Veluwe            ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL22;Gelderland    ; NL221;Veluwe                             ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;8;Noordwest-Veluwe       ;3;IJsselmeerkust                          ;17;Noordwest-Veluwe               ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22216;619
109;114;114;Emmen                                   ;Emmen                     ;19;Assen           ;71;Drenthe                   ;8;Zuidoost-Drenthe                   ;80;Zuidoost-Drenthe                   ;800;Zuidoost-Drenthe                    ;15;Emmen                                   ;7;GGD Drenthe                       ;2205;Drentse Veenkoloniën en Hondsrug        ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL13;Drenthe       ; NL132;Zuidoost-Drenthe                   ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid- en Midden-Drenthe;12;Groningse, Friese en Drentse Zandgronden;8;Zuidoost-Drenthe               ;0;                ;0;                ;6;100 000 - < 150 000 inwoners;4;Weinig stedelijk    ;108832;716
110;388;388;Enkhuizen                               ;Enkhuizen                 ;14;Alkmaar         ;6;Noord-Holland-Noord       ;18;Kop van Noord-Holland              ;180;Kop van Noord-Holland              ;1800;Kop van Noord-Holland               ;54;Midden- en oostelijk West-Friesland     ;30;GGD Hollands Noorden              ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;   NL3;West-Nederland ;  NL32;Noord-Holland ; NL321;Kop van Noord-Holland              ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland-Noord    ;3;IJsselmeerkust                          ;22;Westfriesland                  ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17826;1286
111;153;153;Enschede                                ;Enschede                  ;8;Almelo          ;35;Twente                    ;12;Twente                             ;120;Twente                             ;1200;Twente                              ;23;Enschede                                ;11;GGD Regio Twente                  ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL21;Overijssel    ; NL213;Twente                             ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;4;Enschede        ;4;Enschede        ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;154476;1904
112;232;232;Epe                                     ;Epe                       ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;13;Veluwe                             ;130;Veluwe                             ;1300;Veluwe                              ;34;Overige gemeenten oostelijke Veluwezoom ;14;GGD Gelre-IJssel                  ;2501;Oostelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL22;Gelderland    ; NL221;Veluwe                             ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;9;Stedendriehoek         ;8;Veluwe en Veluwerand                    ;11;Stedendriehoek                 ;0;                ;5;Apeldoorn       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32989;619
113;233;233;Ermelo                                  ;Ermelo                    ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;13;Veluwe                             ;130;Veluwe                             ;1300;Veluwe                              ;32;IJsselmeerkust                          ;16;GGD Regio Noord-Veluwe            ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL22;Gelderland    ; NL221;Veluwe                             ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;8;Noordwest-Veluwe       ;8;Veluwe en Veluwerand                    ;17;Noordwest-Veluwe               ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26305;833
114;777;777;Etten-Leur                              ;Etten+Leur                ;2;Breda           ;1;Midden- en West-Brabant   ;33;West-Noord-Brabant                 ;330;West-Noord-Brabant                 ;3300;West-Noord-Brabant                  ;104;Gebied om Breda                         ;52;GGD West-Brabant                  ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant             ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL411;West-Noord-Brabant                 ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West-Brabant           ;13;West- en Midden-Brabant                 ;34;West-Brabant                   ;0;                ;16;Breda           ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;40591;1473
115;Ferwerderadiel;1722;Ferwerderadiel                          ;Ferwerderadiel            ;17;Leeuwarden      ;23;Fryslân                   ;4;Noord-Friesland                    ;40;Noord-Friesland                    ;400;Noord-Friesland                     ;12;Friese Bouwstreek                       ;72;GGD Fryslân                       ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL12;Friesland (NL); NL121;Noord-Friesland                    ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;17;Overig Nederland                        ;4;Friesland-Noord                ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8894;192
116;70;70;Franekeradeel                           ;Franekeradeel             ;17;Leeuwarden      ;23;Fryslân                   ;4;Noord-Friesland                    ;40;Noord-Friesland                    ;400;Noord-Friesland                     ;12;Friese Bouwstreek                       ;72;GGD Fryslân                       ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL12;Friesland (NL); NL121;Noord-Friesland                    ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;17;Overig Nederland                        ;4;Friesland-Noord                ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20571;614
117;653;653;Gaasterlân-Sleat                        ;Gaasterlân+Sleat          ;17;Leeuwarden      ;23;Fryslân                   ;5;Zuidwest-Friesland                 ;50;Zuidwest-Friesland                 ;500;Zuidwest-Friesland                  ;10;Fries Weidegebied                       ;72;GGD Fryslân                       ;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL12;Friesland (NL); NL122;Zuidwest-Friesland                 ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;5;Meren in Gron., Friesl., N.W.-Overijssel;5;Zuidwest-Friesland             ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10250;243
118;779;779;Geertruidenberg                         ;Geertruidenberg           ;2;Breda           ;1;Midden- en West-Brabant   ;33;West-Noord-Brabant                 ;330;West-Noord-Brabant                 ;3300;West-Noord-Brabant                  ;104;Gebied om Breda                         ;52;GGD West-Brabant                  ;3002;Westelijke Langstraat                   ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL411;West-Noord-Brabant                 ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West-Brabant           ;13;West- en Midden-Brabant                 ;34;West-Brabant                   ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20724;917
119;236;236;Geldermalsen                            ;Geldermalsen              ;5;Arnhem          ;48;Gelderland-Zuid           ;16;Zuidwest-Gelderland                ;160;Zuidwest-Gelderland                ;1600;Zuidwest-Gelderland                 ;38;Westelijke Betuwe                       ;20;GGD Rivierenland                  ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL22;Gelderland    ; NL224;Zuidwest-Gelderland                ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26234;549
120;Geldrop-Mierlo;1771;Geldrop-Mierlo                          ;Geldrop+Mierlo            ;1;'s-Hertogenbosch;11;Zuidoost-Brabant          ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant              ;114;Randgebied Eindhoven                    ;56;GGD Zuidoost-Brabant              ;3010;Westelijk Peelgebied                    ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL414;Zuidoost-Noord-Brabant             ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost-Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;19;Eindhoven       ;19;Eindhoven       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;37823;1186
121;Gemert-Bakel;1652;Gemert-Bakel                            ;Gemert+Bakel              ;1;'s-Hertogenbosch;11;Zuidoost-Brabant          ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant              ;118;Brabantse Peel                          ;56;GGD Zuidoost-Brabant              ;3010;Westelijk Peelgebied                    ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL414;Zuidoost-Noord-Brabant             ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost-Brabant       ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant               ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;27890;631
122;907;907;Gennep                                  ;Gennep                    ;4;Roermond        ;42;Noord- en Midden-Limburg  ;37;Noord-Limburg                      ;370;Noord-Limburg                      ;3700;Noord-Limburg                       ;120;Noord-Limburg                           ;59;GGD Noord- en Midden-Limburg      ;3101;Noord-Limburg                           ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL42;Limburg (NL)  ; NL421;Noord-Limburg                      ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;29;Noord-Limburg          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                  ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16863;548
123;689;689;Giessenlanden                           ;Giessenlanden             ;11;Dordrecht       ;10;Zuid-Holland-Zuid         ;30;Zuidoost-Zuid-Holland              ;300;Zuidoost-Zuid-Holland              ;3002;Overig Zuidoost-Zuid-Holland        ;77;Overige gemeenten Alblasserwaard        ;48;GGD Regio Zuid-Holland-Zuid       ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts Weidegebied;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL336;Zuidoost-Zuid-Holland              ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14456;263
124;784;784;Gilze en Rijen                          ;Gilze en Rijen            ;2;Breda           ;1;Midden- en West-Brabant   ;34;Midden-Noord-Brabant               ;340;Midden-Noord-Brabant               ;3400;Midden-Noord-Brabant                ;108;Gebied om Tilburg                       ;54;GGD Hart voor Brabant             ;3008;Midden-Noord-Brabant                    ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL412;Midden-Noord-Brabant               ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden-Brabant         ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                 ;0;                ;17;Tilburg         ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;25376;939
125;511;511;Goedereede                              ;Goedereede                ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond               ;92;Goeree en Overflakkee                   ;49;GGD Zuid-Hollandse Eilanden       ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk Akkerbouwgebied;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL335;Groot-Rijnmond                     ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;2;Noordzeebadplaatsen                     ;29;Rijnmond                       ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11646;326
126;664;664;Goes                                    ;Goes                      ;12;Middelburg      ;5;Zeeland                   ;32;Overig Zeeland                     ;320;Overig Zeeland                     ;3200;Overig Zeeland                      ;97;Noord- en Zuid-Beveland                 ;50;GGD Zeeland                       ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk Akkerbouwgebied;3;West-Nederland ;   NL3;West-Nederland ;  NL34;Zeeland       ; NL342;Overig Zeeland                     ;19;Zeeland                  ;29;Zeeland      ;3;'s-Gravenhage   ;24;Zeeland                ;4;Deltagebied                             ;31;Oosterschelde regio            ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;36600;1190
127;785;785;Goirle                                  ;Goirle                    ;2;Breda           ;1;Midden- en West-Brabant   ;34;Midden-Noord-Brabant               ;340;Midden-Noord-Brabant               ;3400;Midden-Noord-Brabant                ;108;Gebied om Tilburg                       ;54;GGD Hart voor Brabant             ;3007;De Kempen                               ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL412;Midden-Noord-Brabant               ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden-Brabant         ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                 ;17;Tilburg         ;17;Tilburg         ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;22084;1033
128;512;512;Gorinchem                               ;Gorinchem                 ;11;Dordrecht       ;10;Zuid-Holland-Zuid         ;30;Zuidoost-Zuid-Holland              ;300;Zuidoost-Zuid-Holland              ;3002;Overig Zuidoost-Zuid-Holland        ;76;Industriegebied Alblasserwaard          ;48;GGD Regio Zuid-Holland-Zuid       ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts Weidegebied;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL336;Zuidoost-Zuid-Holland              ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;34288;1597
129;513;513;Gouda                                   ;Gouda                     ;9;'s-Gravenhage   ;16;Hollands-Midden           ;28;Oost-Zuid-Holland                  ;280;Oost-Zuid-Holland                  ;2800;Oost-Zuid-Holland                   ;74;Gouda en omstreken                      ;45;GGD Hollands Midden               ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts Weidegebied;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL334;Oost-Zuid-Holland                  ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;0;                ;0;                ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;70953;2323
130;693;693;Graafstroom                             ;Graafstroom               ;11;Dordrecht       ;10;Zuid-Holland-Zuid         ;30;Zuidoost-Zuid-Holland              ;300;Zuidoost-Zuid-Holland              ;3002;Overig Zuidoost-Zuid-Holland        ;77;Overige gemeenten Alblasserwaard        ;48;GGD Regio Zuid-Holland-Zuid       ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts Weidegebied;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL336;Zuidoost-Zuid-Holland              ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9755;157
131;365;365;Graft-De Rijp                           ;Graft+De Rijp             ;14;Alkmaar         ;6;Noord-Holland-Noord       ;23;Groot-Amsterdam                    ;232;Overig Groot-Amsterdam             ;2322;Edam-Volendam en omgeving           ;56;Noordhollands Middengewest              ;30;GGD Hollands Noorden              ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen  ;3;West-Nederland ;   NL3;West-Nederland ;  NL32;Noord-Holland ; NL326;Groot-Amsterdam                    ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland-Noord    ;17;Overig Nederland                        ;24;Noord-Kennemerland             ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6591;392
132;786;786;Grave                                   ;Grave                     ;1;'s-Hertogenbosch;72;Brabant-Noord             ;35;Noordoost-Noord-Brabant            ;352;Overig Noordoost-Noord-brabant     ;3520;Overig Noordoost-Noord-Brabant      ;119;Land van Cuijk                          ;54;GGD Hart voor Brabant             ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL413;Noordoost-Noord-Brabant            ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost-Brabant      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;12820;570
133;518;518;'s-Gravenhage                           ;Gravenhage                ;9;'s-Gravenhage   ;46;Haaglanden                ;26;Agglomeratie 's-Gravenhage         ;260;Agglomeratie 's-Gravenhage         ;2601;Aggl. 's-Gravenhage excl. Zoetermeer;79;'s-Gravenhage                           ;39;GGD 's-Gravenhage                 ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;   NL3;West-Nederland ;  NL33;Zuid-Holland  ; NL332;Agglomeratie 's-Gravenhage         ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;16;4 grote steden excl. Noordzeebadplaatsen;28;Haaglanden                     ;13;'s-Gravenhage   ;13;'s-Gravenhage   ;8;250 000 inwoners of meer    ;1;Zeer sterk stedelijk;473941;4676
134;241;241;Groesbeek                               ;Groesbeek                 ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                     ;40;Gebied om Nijmegen                      ;21;GGD Regio Nijmegen                ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL22;Gelderland    ; NL223;Arnhem/Nijmegen                    ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;0;                ;7;Nijmegen        ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;18907;615
135;14;14;Groningen                               ;Groningen                 ;18;Groningen       ;34;Groningen                 ;3;Overig Groningen                   ;30;Overig Groningen                   ;300;Overig Groningen                    ;7;Stad Groningen                          ;1;Hulpverleningsdienst GGD Groningen;2002;Centraal Weidegebied in Groningen       ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL11;Groningen     ; NL113;Overig Groningen                   ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;3;Centraal-Groningen     ;17;Overig Nederland                        ;3;Centraal en westelijk Groningen;1;Groningen       ;1;Groningen       ;7;150 000 - < 250 000 inwoners;1;Zeer sterk stedelijk;181613;3012
136;15;15;Grootegast                              ;Grootegast                ;18;Groningen       ;34;Groningen                 ;3;Overig Groningen                   ;30;Overig Groningen                   ;300;Overig Groningen                    ;5;Groninger zuidelijk Westerkwartier      ;1;Hulpverleningsdienst GGD Groningen;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;   NL1;Noord-Nederland;  NL11;Groningen     ; NL113;Overig Groningen                   ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;3;Centraal-Groningen     ;17;Overig Nederland                        ;3;Centraal en westelijk Groningen;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12148;192
137;Gulpen-Wittem;1729;Gulpen-Wittem                           ;Gulpen+Wittem             ;3;Maastricht      ;67;Zuid-Limburg              ;39;Zuid-Limburg                       ;390;Zuid-Limburg                       ;3900;Zuid-Limburg                        ;127;Overige gemeenten Zuid-Limburg          ;61;GGD Zuid-Limburg                  ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL42;Limburg (NL)  ; NL423;Zuid-Limburg                       ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;34;Maastricht Mergelland  ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland       ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14841;240
138;158;158;Haaksbergen                             ;Haaksbergen               ;8;Almelo          ;35;Twente                    ;12;Twente                             ;120;Twente                             ;1200;Twente                              ;24;Overige gemeenten in Twente             ;11;GGD Regio Twente                  ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;   NL2;Oost-Nederland ;  NL21;Overijssel    ; NL213;Twente                             ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;24348;906
139;788;788;Haaren                                  ;Haaren                    ;1;'s-Hertogenbosch;72;Brabant-Noord             ;35;Noordoost-Noord-Brabant            ;351;Stadsgewest 's-Hertogenbosch       ;3510;Stadsgewest 's-Hertogenbosch        ;110;Gebied om 's-Hertogenbosch en Vught     ;54;GGD Hart voor Brabant             ;3008;Midden-Noord-Brabant                    ;13;Zuidelijk Veehouderijgebied  ;4;Zuid-Nederland ;   NL4;Zuid-Nederland ;  NL41;Noord-Brabant ; NL413;Noordoost-Noord-Brabant            ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost-Brabant      ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13772;317
140;392;392;Haarlem                                 ;Haarlem                   ;15;Haarlem         ;44;Kennemerland              ;21;Agglomeratie Haarlem               ;210;Agglomeratie Haarlem               ;2100;Agglomeratie Haarlem                ;60;Haarlem                                 ;31;Hulpverleningsdienst Kennemerland ;2708;Kennemerland                            ;7;Westelijk Holland            ;3;West-Nederland ;   NL3;West-Nederland ;  NL32;Noord-Holland ; NL324;Agglomeratie Haarlem               ;12;Kennemerland             ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;25;West-Kennnemerland             ;11;Haarlem         ;11;Haarlem         ;6;100 000 - < 150 000 inwoners;1;Zeer sterk stedelijk;146960;3149
141;393;393;Haarlemmerliede en Spaarnwoude          ;Haarlemmerliede c.a.      ;15;Haarlem         ;44;Kennemerland              ;21;Agglomeratie Haarlem               ;210;Agglomeratie Haarlem               ;2100;Agglomeratie Haarlem                ;62;Noordhollandse Meerlanden               ;31;Hulpverleningsdienst Kennemerland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen  ;3;West-Nederland ;   NL3;West-Nederland ;  NL32;Noord-Holland ; NL324;Agglomeratie Haarlem               ;12;Kennemerland             ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;25;West-Kennnemerland             ;0;                ;11;Haarlem         ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5444;549
142;394;394;Haarlemmermeer                          ;Haarlemmermeer            ;15;Haarlem         ;51;Amsterdam en omstreken    ;23;Groot-Amsterdam                    ;232;Overig Groot-Amsterdam             ;2323;Haarlemmermeer en omgeving          ;62;Noordhollandse Meerlanden               ;35;GGD Amstelland-de Meerlanden      ;2702;Haarlemmermeer                          ;7;Westelijk Holland            ;3;West-Nederland ;   NL3;West-Nederland ;  NL32;Noord-Holland ; NL326;Groot-Amsterdam                    ;12;Kennemerland             ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;21;Agglomeratie Amsterdam         ;0;                ;10;Amsterdam       ;6;100 000 - < 150 000 inwoners;3;Matig stedelijk     ;138255;1429
