ID;SBI93GK;Perioden;Bedrijven_1;WerkzamePersonen_2;TotaalBaten_3;TotaalInnameAfvalEnReststoffen_4;VettenEnOlien_5;FotografischAfval_6;Glasafval_7;Kabelafval_8;Kunststofafval_9;Rubberafval_10;Metaalschroot_11;PuinBouwEnSloopafval_12;VliegEnBodemas_13;OverigeReststoffen_14;TotaalTeruggewonnenStoffen_15;VettenEnOlien_16;GemalenGlas_17;KunststofGranulaatMix_18;RubberGranulaatMix_19;Puingranulaat_20;MetaalFerro_21;MetaalNonFerro_22;MetaalEdel_23;OverigeSecundaireStoffen_24;Eindproducten_25;HandelsEnNevenactiviteiten_26;VoorraadmutatiesGereedProduct_27;OverigeBedrijfsopbrengsten_28;VrijvalUitVoorzieningen_29;OntvangenRente_30;BuitengewoneBaten_31;TotaalLasten_32;TotaalIngenomenAfvalEnReststoffen_33;VettenEnOlien_34;FotografischAfval_35;Glasafval_36;Kabelafval_37;Kunststofafval_38;Metaalschroot_39;PuinBouwEnSloop_40;Rubberafval_41;VliegEnBodemas_42;OverigeInkopenReststoffen_43;GrondEnHulpstoffen_44;InkoopwaardeHandelsactiviteiten_45;VoorraadmutatiesInkopen_46;TotaalUitbestedeWerkzaamheden_47;StortEnVerbrandingskosten_48;TransportEnOverslagDoorDerden_49;HuurMachMetBedienendPersoneel_50;OverigeUitbesteding_51;TotaalArbeidskosten_52;BrutoLonenEnSalarissen_53;SocialePremiesWerkgever_54;PensioenlastenVUT_55;OvUitgavenSocialeVoorzieningen_56;KostenUitzendkrachten_57;KostenOverigIngeleendPersoneel_58;AFOntvangstenUitgelPersoneel_59;Autokosten_60;Energieverbruik_61;Afschrijvingen_62;OverigeBedrijfskosten_63;ToevoegingenAanVoorzieningen_64;BetaaldeRente_65;BuitengewoneLasten_66;ResultaatVoorBelastingen_67;TotaleInvesteringen_68;GrondEnTerreinen_69;Bedrijfsruimten_70;GWWWerken_71;VervoermiddelenExternTransport_72;MiddelenVoorInternTransport_73;Computers_74;OverigeMachinesApparatenEnInstall_75;OverigeMaterieleVasteActiva_76;ImmaterieleActiva_77
10;372 Voorbereiding tot rec excl. metaal;1997;113;2181;368;126;0.0;9.0;5;0.0;6;2.0;1;74;4;25;211;0.0;27;74.0;17;45;7;0;24;5;12;26;-2;2;2;1;1;345;92;0.0;15.0;17;0.0;34;10;4;5;0.0;6;5;10;0;65;21;26;16;2;64;46;3;2;1;6;7;-1;14;10;26;49;0;9;1;23;43;4;5;0;5;1.0;;25;2;0
11;372 Voorbereiding tot rec excl. metaal;1998;122;2210;379;129;0.0;9.0;5;0.0;8;2.0;0;65;6;34;212;0.0;26;70.0;22;43;2;2;18;20;10;29;0;5;1;1;2;367;86;0.0;15.0;16;0.0;33;5;3;6;0.0;9;7;11;0;72;23;33;11;5;69;46;6;2;1;6;8;0;11;10;27;57;3;9;4;12;51;10;5;0;3;1.0;;28;2;1
12;372 Voorbereiding tot rec excl. metaal;1999;122;2541;526;152;9.0;8.0;3;0.0;8;3.0;0;66;6;48;328;104.0;24;71.0;20;57;1;2;18;15;15;40;-3;4;1;1;3;515;147;78.0;14.0;10;0.0;28;5;3;6;0.0;2;8;13;4;110;31;49;21;8;84;57;8;3;1;8;8;1;14;12;34;66;7;11;8;11;49;2;5;0;7;1.0;;31;3;0
13;372 Voorbereiding tot rec excl. metaal;2000;131;2300;574;143;8.0;8.0;5;0.0;4;3.0;0;76;1;38;370;124.0;23;85.0;24;53;2;6;20;18;16;45;6;3;1;1;4;551;183;95.0;17.0;8;0.0;41;4;6;8;0.0;4;12;20;0;92;36;42;8;6;84;55;8;3;3;7;8;1;18;12;34;69;2;12;14;22;52;15;3;1;7;1.0;;16;5;4
14;372 Voorbereiding tot rec excl. metaal;2001;119;2326;638;182;4.0;8.0;3;0.0;16;3.0;1;92;14;42;381;148.0;24;79.0;25;56;3;4;16;20;6;59;0;5;1;2;9;602;198;116.0;12.0;8;1.0;35;4;5;10;0.0;6;13;24;-1;119;41;45;10;23;88;61;8;4;1;9;5;0;15;12;36;78;1;12;7;35;44;3;4;1;7;;1.0;20;4;4
15;0 tot 10 werkzame personen;1997;64;257;57;28;0.0;0.0;0;0.0;1;1.0;1;21;0;4;25;0.0;0;5.0;0;11;1;5;0;1;1;4;0;0;0;0;0;53;10;0.0;0.0;0;4.0;3;0;3;0;0.0;0;0;2;0;19;6;7;4;1;6;3;0;0;0;0;2;0;0;1;3;10;0;1;0;5;7;0;0;0;0;0.0;;5;0;0
16;0 tot 10 werkzame personen;1998;76;288;67;29;0.0;0.0;0;0.0;0;0.0;0;14;0;15;31;0.0;0;6.0;0;13;1;4;0;7;1;4;0;1;0;0;0;65;12;0.0;0.0;0;3.0;3;0;2;0;0.0;4;1;3;0;20;5;7;4;4;8;4;0;0;0;0;3;0;1;1;4;12;1;1;1;2;7;0;1;0;0;0.0;;5;0;0
17;0 tot 10 werkzame personen;1999;72;309;76;37;0.0;0.0;1;0.0;1;0.0;1;12;0;22;32;0.0;0;7.0;0;11;5;3;0;2;3;5;0;0;0;0;1;72;10;0.0;0.0;0;2.0;5;3;0;0;0.0;0;1;3;0;25;4;10;8;3;9;5;0;0;0;0;2;0;1;1;5;14;0;2;1;4;6;0;1;0;0;0.0;;4;0;0
18;0 tot 10 werkzame personen;2000;88;354;92;29;0.0;0.0;1;0.0;2;0.0;2;8;0;16;55;1.0;0;10.0;0;8;23;10;1;2;1;5;0;2;0;1;1;89;29;0.0;0.0;0;7.0;5;15;0;0;0.0;1;1;3;0;14;6;5;3;0;10;5;1;0;0;1;4;0;1;3;6;16;1;2;3;2;8;1;0;0;0;0.0;;6;0;1
19;0 tot 10 werkzame personen;2001;70;305;78;27;0.0;0.0;0;0.0;1;0.0;1;10;0;14;40;5.0;1;10.0;0;7;5;11;0;1;0;9;0;1;0;0;1;74;21;3.0;0.0;0;6.0;4;5;0;0;0.0;1;2;4;0;13;5;3;4;0;10;5;1;0;0;2;2;0;1;2;6;14;0;1;0;4;7;0;0;0;1;;0.0;5;0;0
20;10 tot 100 werkzame personen;1997;63;1458;309;57;0.0;9.0;5;2.0;5;1.0;1;25;4;6;238;0.0;27;25.0;2;24;98;24;24;4;10;8;0;2;2;1;1;298;139;0.0;15.0;17;2.0;15;84;0;0;0.0;5;4;4;0;41;19;12;9;1;40;29;2;1;0;4;5;-1;5;7;18;33;0;5;1;11;19;0;2;0;1;1.0;;11;2;0
21;10 tot 100 werkzame personen;1998;69;1587;323;80;0.0;9.0;5;2.0;8;2.0;9;34;6;6;224;0.0;26;22.0;6;22;79;28;18;13;9;12;1;2;1;1;2;319;133;0.0;15.0;16;6.0;12;78;0;2;0.0;5;5;5;0;46;21;18;6;1;48;32;5;1;0;4;6;0;6;8;20;41;0;5;1;3;18;1;2;0;2;2.0;;10;1;1
22;10 tot 100 werkzame personen;1999;70;1709;432;83;9.0;8.0;1;1.0;7;2.0;0;36;6;10;322;103.0;0;30.0;6;37;65;36;18;12;12;21;1;2;1;1;2;422;179;78.0;14.0;0;9.0;13;59;3;2;0.0;2;6;10;2;66;26;31;4;5;56;37;5;2;0;6;6;0;6;10;22;48;6;8;4;10;33;2;3;0;1;1.0;;23;2;0
23;10 tot 100 werkzame personen;2000;67;1656;523;80;8.0;8.0;3;1.0;3;2.0;0;44;1;11;416;123.0;0;61.0;8;35;83;54;20;18;14;20;0;2;0;1;3;498;240;94.0;17.0;0;5.0;29;83;5;2;0.0;3;10;9;5;72;30;33;3;6;55;37;5;2;1;6;4;0;7;11;22;50;1;9;7;25;29;4;2;1;3;2.0;;11;4;3
24;10 tot 100 werkzame personen;2001;69;1577;573;85;4.0;8.0;3;0.0;14;3.0;0;40;0;13;468;143.0;0;69.0;9;33;138;35;16;20;5;14;0;3;0;1;1;546;293;113.0;12.0;0;19.0;31;106;3;3;0.0;5;11;7;-1;68;27;32;5;4;58;40;5;3;1;6;4;0;8;11;24;53;1;10;3;26;25;0;2;1;3;;1.0;14;1;4
25;100 of meer werkzame personen;1997;7;913;150;54;0.0;0.0;0;0.0;0;0.0;0;28;0;25;81;0.0;0;44.0;15;10;2;7;0;2;1;17;-3;0;0;0;0;137;29;0.0;0.0;0;2.0;17;5;0;5;0.0;0;2;6;0;21;8;9;3;0;32;25;1;1;1;3;0;0;10;5;10;19;0;5;0;13;20;3;2;0;3;0.0;;10;0;0
26;100 of meer werkzame personen;1998;6;807;137;42;0.0;0.0;0;0.0;0;0.0;0;17;0;25;77;0.0;0;42.0;15;8;2;8;0;0;0;16;0;1;0;0;0;133;29;0.0;0.0;0;0.0;18;7;0;5;0.0;0;1;5;0;25;9;11;1;3;29;22;3;1;0;2;0;0;6;5;8;16;1;4;2;5;30;9;4;0;0;0.0;;15;1;0
27;100 of meer werkzame personen;1999;6;976;153;43;0.0;0.0;0;0.0;0;0.0;0;18;0;25;91;0.0;24;34.0;14;10;1;9;0;1;0;20;-3;1;0;0;1;154;29;0.0;0.0;10;0.0;10;4;0;4;0.0;0;1;5;0;35;12;12;10;3;34;25;4;1;0;3;0;0;7;5;12;17;3;4;4;0;19;2;3;0;5;0.0;;7;1;0
28;100 of meer werkzame personen;2000;6;769;153;43;0.0;0.0;1;0.0;0;0.0;0;24;0;18;75;0.0;23;14.0;16;10;1;9;1;0;1;26;7;1;0;0;1;148;26;0.0;0.0;8;0.0;6;5;1;5;0.0;0;1;11;1;22;11;10;2;0;34;24;4;1;3;3;0;0;10;3;12;18;0;4;5;5;20;11;1;0;4;0.0;;2;2;0
29;100 of meer werkzame personen;2001;7;940;196;81;;;0;;0;;1;42;14;24;65;;23;;16;16;1;4;4;0;0;38;1;3;1;0;7;185;21;;;8;;0;3;2;7;;1;1;14;0;54;18;13;2;21;39;29;4;2;1;4;0;0;8;2;12;26;0;4;4;11;22;3;3;0;5;;1.0;6;3;2
