ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
7149;16-18 Man. wood en paperprod., printing;Ireland;2022;15.0;1978.0;1947.0;606.0;1382.0;36.0;228.0;41.0;3.0;3.0;0.0
7150;16-18 Man. wood en paperprod., printing;Iceland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7151;16-18 Man. wood en paperprod., printing;Iceland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7152;16-18 Man. wood en paperprod., printing;India;2021;;;;;;;;;;;
7153;16-18 Man. wood en paperprod., printing;India;2022;;;;;;;;;;;
7154;16-18 Man. wood en paperprod., printing;Indonesia;2021;;;;;;;;;;;
7155;16-18 Man. wood en paperprod., printing;Indonesia;2022;;;;;;;;;;;
7156;16-18 Man. wood en paperprod., printing;Iraq;2021;;;;;;;;;;;
7157;16-18 Man. wood en paperprod., printing;Iraq;2022;;;;;;;;;;;
7158;16-18 Man. wood en paperprod., printing;Iran;2021;;;;;;;;;;;
7159;16-18 Man. wood en paperprod., printing;Iran;2022;;;;;;;;;;;
7160;16-18 Man. wood en paperprod., printing;Israel;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7161;16-18 Man. wood en paperprod., printing;Israel;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7162;16-18 Man. wood en paperprod., printing;Italy;2021;0.0;;;;;;;;;;
7163;16-18 Man. wood en paperprod., printing;Italy;2022;5.0;;;;;;;;;;
7164;16-18 Man. wood en paperprod., printing;Ivory Coast;2021;;;;;;;;;;;
7165;16-18 Man. wood en paperprod., printing;Ivory Coast;2022;;;;;;;;;;;
7166;16-18 Man. wood en paperprod., printing;Jamaica;2021;;;;;;;;;;;
7167;16-18 Man. wood en paperprod., printing;Jamaica;2022;;;;;;;;;;;
7168;16-18 Man. wood en paperprod., printing;Japan;2021;0.0;;;;;;;;;0.0;0.0
7169;16-18 Man. wood en paperprod., printing;Japan;2022;0.0;;;;;;;;;;
7170;16-18 Man. wood en paperprod., printing;Yemen;2021;;;;;;;;;;;
7171;16-18 Man. wood en paperprod., printing;Yemen;2022;;;;;;;;;;;
7172;16-18 Man. wood en paperprod., printing;Jersey;2021;;;;;;;;;;;
7173;16-18 Man. wood en paperprod., printing;Jersey;2022;;;;;;;;;;;
7174;16-18 Man. wood en paperprod., printing;Jordan;2021;;;;;;;;;;;
7175;16-18 Man. wood en paperprod., printing;Jordan;2022;;;;;;;;;;;
7176;16-18 Man. wood en paperprod., printing;Cape Verde;2021;;;;;;;;;;;
7177;16-18 Man. wood en paperprod., printing;Cape Verde;2022;;;;;;;;;;;
7178;16-18 Man. wood en paperprod., printing;Cameroon;2021;;;;;;;;;;;
7179;16-18 Man. wood en paperprod., printing;Cameroon;2022;;;;;;;;;;;
7180;16-18 Man. wood en paperprod., printing;Qatar;2021;;;;;;;;;;;
7181;16-18 Man. wood en paperprod., printing;Qatar;2022;;;;;;;;;;;
7182;16-18 Man. wood en paperprod., printing;Kazakhstan;2021;;;;;;;;;;;
7183;16-18 Man. wood en paperprod., printing;Kazakhstan;2022;;;;;;;;;;;
7184;16-18 Man. wood en paperprod., printing;Kenya;2021;;;;;;;;;;;
7185;16-18 Man. wood en paperprod., printing;Kenya;2022;;;;;;;;;;;
7186;16-18 Man. wood en paperprod., printing;Kosovo;2021;;;;;;;;;;;
7187;16-18 Man. wood en paperprod., printing;Kosovo;2022;;;;;;;;;;;
7188;16-18 Man. wood en paperprod., printing;Kyrgyz;2021;;;;;;;;;;;
7189;16-18 Man. wood en paperprod., printing;Kyrgyz;2022;;;;;;;;;;;
7190;16-18 Man. wood en paperprod., printing;Kiribati;2021;;;;;;;;;;;
7191;16-18 Man. wood en paperprod., printing;Kiribati;2022;;;;;;;;;;;
7192;16-18 Man. wood en paperprod., printing;Kuwait;2021;;;;;;;;;;;
7193;16-18 Man. wood en paperprod., printing;Kuwait;2022;;;;;;;;;;;
7194;16-18 Man. wood en paperprod., printing;Croatia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7195;16-18 Man. wood en paperprod., printing;Croatia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7196;16-18 Man. wood en paperprod., printing;Laos;2021;;;;;;;;;;;
7197;16-18 Man. wood en paperprod., printing;Laos;2022;;;;;;;;;;;
7198;16-18 Man. wood en paperprod., printing;Lesotho;2021;;;;;;;;;;;
7199;16-18 Man. wood en paperprod., printing;Lesotho;2022;;;;;;;;;;;
7200;16-18 Man. wood en paperprod., printing;Latvia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7201;16-18 Man. wood en paperprod., printing;Latvia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7202;16-18 Man. wood en paperprod., printing;Lebanon;2021;;;;;;;;;;;
7203;16-18 Man. wood en paperprod., printing;Lebanon;2022;;;;;;;;;;;
7204;16-18 Man. wood en paperprod., printing;Liberia;2021;;;;;;;;;;;
7205;16-18 Man. wood en paperprod., printing;Liberia;2022;;;;;;;;;;;
7206;16-18 Man. wood en paperprod., printing;Libya;2021;;;;;;;;;;;
7207;16-18 Man. wood en paperprod., printing;Libya;2022;;;;;;;;;;;
7208;16-18 Man. wood en paperprod., printing;Liechtenstein;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7209;16-18 Man. wood en paperprod., printing;Liechtenstein;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7210;16-18 Man. wood en paperprod., printing;Lithuania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7211;16-18 Man. wood en paperprod., printing;Lithuania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7212;16-18 Man. wood en paperprod., printing;Luxembourg;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7213;16-18 Man. wood en paperprod., printing;Luxembourg;2022;0.0;;;;;;;0.0;0.0;0.0;0.0
7214;16-18 Man. wood en paperprod., printing;Macao;2021;;;;;;;;;;;
7215;16-18 Man. wood en paperprod., printing;Macao;2022;;;;;;;;;;;
7216;16-18 Man. wood en paperprod., printing;Macedonia;2021;;;;;;;;;;;
7217;16-18 Man. wood en paperprod., printing;Macedonia;2022;;;;;;;;;;;
7218;16-18 Man. wood en paperprod., printing;Madagascar;2021;;;;;;;;;;;
7219;16-18 Man. wood en paperprod., printing;Madagascar;2022;;;;;;;;;;;
7220;16-18 Man. wood en paperprod., printing;Malawi;2021;;;;;;;;;;;
7221;16-18 Man. wood en paperprod., printing;Malawi;2022;;;;;;;;;;;
7222;16-18 Man. wood en paperprod., printing;Maldives;2021;;;;;;;;;;;
7223;16-18 Man. wood en paperprod., printing;Maldives;2022;;;;;;;;;;;
7224;16-18 Man. wood en paperprod., printing;Malaysia;2021;;;;;;;;;;;
7225;16-18 Man. wood en paperprod., printing;Malaysia;2022;;;;;;;;;;;
7226;16-18 Man. wood en paperprod., printing;Mali;2021;;;;;;;;;;;
7227;16-18 Man. wood en paperprod., printing;Mali;2022;;;;;;;;;;;
7228;16-18 Man. wood en paperprod., printing;Malta;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7229;16-18 Man. wood en paperprod., printing;Malta;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7230;16-18 Man. wood en paperprod., printing;Man;2021;;;;;;;;;;;
7231;16-18 Man. wood en paperprod., printing;Man;2022;;;;;;;;;;;
7232;16-18 Man. wood en paperprod., printing;Morocco;2021;;;;;;;;;;;
7233;16-18 Man. wood en paperprod., printing;Morocco;2022;;;;;;;;;;;
7234;16-18 Man. wood en paperprod., printing;Marshall Islands;2021;;;;;;;;;;;
7235;16-18 Man. wood en paperprod., printing;Marshall Islands;2022;;;;;;;;;;;
7236;16-18 Man. wood en paperprod., printing;Mauritania;2021;;;;;;;;;;;
7237;16-18 Man. wood en paperprod., printing;Mauritania;2022;;;;;;;;;;;
7238;16-18 Man. wood en paperprod., printing;Mauritius;2021;;;;;;;;;;;
7239;16-18 Man. wood en paperprod., printing;Mauritius;2022;;;;;;;;;;;
7240;16-18 Man. wood en paperprod., printing;Mexico;2021;;;;;;;;;;;
7241;16-18 Man. wood en paperprod., printing;Mexico;2022;;;;;;;;;;;
7242;16-18 Man. wood en paperprod., printing;Micronesia;2021;;;;;;;;;;;
7243;16-18 Man. wood en paperprod., printing;Micronesia;2022;;;;;;;;;;;
7244;16-18 Man. wood en paperprod., printing;Moldova;2021;;;;;;;;;;;
7245;16-18 Man. wood en paperprod., printing;Moldova;2022;;;;;;;;;;;
7246;16-18 Man. wood en paperprod., printing;Mongolia;2021;;;;;;;;;;;
7247;16-18 Man. wood en paperprod., printing;Mongolia;2022;;;;;;;;;;;
7248;16-18 Man. wood en paperprod., printing;Montenegro;2021;;;;;;;;;;;
7249;16-18 Man. wood en paperprod., printing;Montenegro;2022;;;;;;;;;;;
7250;16-18 Man. wood en paperprod., printing;Montserrat;2021;;;;;;;;;;;
7251;16-18 Man. wood en paperprod., printing;Montserrat;2022;;;;;;;;;;;
7252;16-18 Man. wood en paperprod., printing;Mozambique;2021;;;;;;;;;;;
7253;16-18 Man. wood en paperprod., printing;Mozambique;2022;;;;;;;;;;;
7254;16-18 Man. wood en paperprod., printing;Myanmar;2021;;;;;;;;;;;
7255;16-18 Man. wood en paperprod., printing;Myanmar;2022;;;;;;;;;;;
7256;16-18 Man. wood en paperprod., printing;Namibia;2021;;;;;;;;;;;
7257;16-18 Man. wood en paperprod., printing;Namibia;2022;;;;;;;;;;;
7258;16-18 Man. wood en paperprod., printing;Nauru;2021;;;;;;;;;;;
7259;16-18 Man. wood en paperprod., printing;Nauru;2022;;;;;;;;;;;
7260;16-18 Man. wood en paperprod., printing;Netherlands Antilles;2021;;;;;;;;;;;
7261;16-18 Man. wood en paperprod., printing;Netherlands Antilles;2022;;;;;;;;;;;
7262;16-18 Man. wood en paperprod., printing;Nepal;2021;;;;;;;;;;;
7263;16-18 Man. wood en paperprod., printing;Nepal;2022;;;;;;;;;;;
7264;16-18 Man. wood en paperprod., printing;Nicaragua;2021;;;;;;;;;;;
7265;16-18 Man. wood en paperprod., printing;Nicaragua;2022;;;;;;;;;;;
7266;16-18 Man. wood en paperprod., printing;New Caledonia;2021;;;;;;;;;;;
7267;16-18 Man. wood en paperprod., printing;New Caledonia;2022;;;;;;;;;;;
7268;16-18 Man. wood en paperprod., printing;New Zealand;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7269;16-18 Man. wood en paperprod., printing;New Zealand;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7270;16-18 Man. wood en paperprod., printing;Niger;2021;;;;;;;;;;;
7271;16-18 Man. wood en paperprod., printing;Niger;2022;;;;;;;;;;;
7272;16-18 Man. wood en paperprod., printing;Nigeria;2021;;;;;;;;;;;
7273;16-18 Man. wood en paperprod., printing;Nigeria;2022;;;;;;;;;;;
7274;16-18 Man. wood en paperprod., printing;Niue;2021;;;;;;;;;;;
7275;16-18 Man. wood en paperprod., printing;Niue;2022;;;;;;;;;;;
7276;16-18 Man. wood en paperprod., printing;Northern Mariana Islands;2021;;;;;;;;;;;
7277;16-18 Man. wood en paperprod., printing;Northern Mariana Islands;2022;;;;;;;;;;;
7278;16-18 Man. wood en paperprod., printing;North Korea;2021;;;;;;;;;;;
7279;16-18 Man. wood en paperprod., printing;North Korea;2022;;;;;;;;;;;
7280;16-18 Man. wood en paperprod., printing;Norway;2021;0.0;;;;;;;;;0.0;0.0
7281;16-18 Man. wood en paperprod., printing;Norway;2022;0.0;;;;;;;;;0.0;0.0
7282;16-18 Man. wood en paperprod., printing;Norfolk Island;2021;;;;;;;;;;;
7283;16-18 Man. wood en paperprod., printing;Norfolk Island;2022;;;;;;;;;;;
7284;16-18 Man. wood en paperprod., printing;Ukraine;2021;;;;;;;;;;;
7285;16-18 Man. wood en paperprod., printing;Ukraine;2022;;;;;;;;;;;
7286;16-18 Man. wood en paperprod., printing;Uzbekistan;2021;;;;;;;;;;;
7287;16-18 Man. wood en paperprod., printing;Uzbekistan;2022;;;;;;;;;;;
7288;16-18 Man. wood en paperprod., printing;Oman;2021;;;;;;;;;;;
7289;16-18 Man. wood en paperprod., printing;Oman;2022;;;;;;;;;;;
7290;16-18 Man. wood en paperprod., printing;Austria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7291;16-18 Man. wood en paperprod., printing;Austria;2022;0.0;;;;;;;;;0.0;0.0
7292;16-18 Man. wood en paperprod., printing;Pakistan;2021;;;;;;;;;;;
7293;16-18 Man. wood en paperprod., printing;Pakistan;2022;;;;;;;;;;;
7294;16-18 Man. wood en paperprod., printing;Palau;2021;;;;;;;;;;;
7295;16-18 Man. wood en paperprod., printing;Palau;2022;;;;;;;;;;;
7296;16-18 Man. wood en paperprod., printing;Occupied Palestinian Territory;2021;;;;;;;;;;;
7297;16-18 Man. wood en paperprod., printing;Occupied Palestinian Territory;2022;;;;;;;;;;;
7298;16-18 Man. wood en paperprod., printing;Panama;2021;;;;;;;;;;;
7299;16-18 Man. wood en paperprod., printing;Panama;2022;;;;;;;;;;;
7300;16-18 Man. wood en paperprod., printing;Papua New Guinea;2021;;;;;;;;;;;
7301;16-18 Man. wood en paperprod., printing;Papua New Guinea;2022;;;;;;;;;;;
7302;16-18 Man. wood en paperprod., printing;Paraguay;2021;;;;;;;;;;;
7303;16-18 Man. wood en paperprod., printing;Paraguay;2022;;;;;;;;;;;
7304;16-18 Man. wood en paperprod., printing;Peru;2021;;;;;;;;;;;
7305;16-18 Man. wood en paperprod., printing;Peru;2022;;;;;;;;;;;
7306;16-18 Man. wood en paperprod., printing;Pitcairn Islands;2021;;;;;;;;;;;
7307;16-18 Man. wood en paperprod., printing;Pitcairn Islands;2022;;;;;;;;;;;
7308;16-18 Man. wood en paperprod., printing;Poland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7309;16-18 Man. wood en paperprod., printing;Poland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7310;16-18 Man. wood en paperprod., printing;Portugal;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7311;16-18 Man. wood en paperprod., printing;Portugal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7312;16-18 Man. wood en paperprod., printing;Romania;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7313;16-18 Man. wood en paperprod., printing;Romania;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7314;16-18 Man. wood en paperprod., printing;Russia;2021;0.0;;;;;;;;;0.0;0.0
7315;16-18 Man. wood en paperprod., printing;Russia;2022;0.0;;;;;;;0.0;;0.0;0.0
7316;16-18 Man. wood en paperprod., printing;Rwanda;2021;;;;;;;;;;;
7317;16-18 Man. wood en paperprod., printing;Rwanda;2022;;;;;;;;;;;
7318;16-18 Man. wood en paperprod., printing;St Kitts and Nevis;2021;;;;;;;;;;;
7319;16-18 Man. wood en paperprod., printing;St Kitts and Nevis;2022;;;;;;;;;;;
7320;16-18 Man. wood en paperprod., printing;St Vincent and the Grenadines;2021;;;;;;;;;;;
7321;16-18 Man. wood en paperprod., printing;St Vincent and the Grenadines;2022;;;;;;;;;;;
7322;16-18 Man. wood en paperprod., printing;Solomon Islands;2021;;;;;;;;;;;
7323;16-18 Man. wood en paperprod., printing;Solomon Islands;2022;;;;;;;;;;;
7324;16-18 Man. wood en paperprod., printing;Samoa;2021;;;;;;;;;;;
7325;16-18 Man. wood en paperprod., printing;Samoa;2022;;;;;;;;;;;
7326;16-18 Man. wood en paperprod., printing;San Marino;2021;;;;;;;;;;;
7327;16-18 Man. wood en paperprod., printing;San Marino;2022;;;;;;;;;;;
7328;16-18 Man. wood en paperprod., printing;Sao Tome and Principe;2021;;;;;;;;;;;
7329;16-18 Man. wood en paperprod., printing;Sao Tome and Principe;2022;;;;;;;;;;;
7330;16-18 Man. wood en paperprod., printing;Saudi Arabia;2021;;;;;;;;;;;
7331;16-18 Man. wood en paperprod., printing;Saudi Arabia;2022;;;;;;;;;;;
7332;16-18 Man. wood en paperprod., printing;Senegal;2021;;;;;;;;;;;
7333;16-18 Man. wood en paperprod., printing;Senegal;2022;;;;;;;;;;;
7334;16-18 Man. wood en paperprod., printing;Serbia;2021;;;;;;;;;;;
7335;16-18 Man. wood en paperprod., printing;Serbia;2022;;;;;;;;;;;
7336;16-18 Man. wood en paperprod., printing;Seychelles;2021;;;;;;;;;;;
7337;16-18 Man. wood en paperprod., printing;Seychelles;2022;;;;;;;;;;;
7338;16-18 Man. wood en paperprod., printing;Sierra Leone;2021;;;;;;;;;;;
7339;16-18 Man. wood en paperprod., printing;Sierra Leone;2022;;;;;;;;;;;
7340;16-18 Man. wood en paperprod., printing;Singapore;2021;;;;;;;;;;;
7341;16-18 Man. wood en paperprod., printing;Singapore;2022;;;;;;;;;;;
7342;16-18 Man. wood en paperprod., printing;Saint Helena,Ascension,Tristan da Cunha;2021;;;;;;;;;;;
7343;16-18 Man. wood en paperprod., printing;Saint Helena,Ascension,Tristan da Cunha;2022;;;;;;;;;;;
7344;16-18 Man. wood en paperprod., printing;St Lucia;2021;;;;;;;;;;;
7345;16-18 Man. wood en paperprod., printing;St Lucia;2022;;;;;;;;;;;
7346;16-18 Man. wood en paperprod., printing;Saint Maarten (Dutch part);2021;;;;;;;;;;;
7347;16-18 Man. wood en paperprod., printing;Saint Maarten (Dutch part);2022;;;;;;;;;;;
7348;16-18 Man. wood en paperprod., printing;Slovenia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7349;16-18 Man. wood en paperprod., printing;Slovenia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7350;16-18 Man. wood en paperprod., printing;Slovakia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7351;16-18 Man. wood en paperprod., printing;Slovakia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7352;16-18 Man. wood en paperprod., printing;Sudan;2021;;;;;;;;;;;
7353;16-18 Man. wood en paperprod., printing;Sudan;2022;;;;;;;;;;;
7354;16-18 Man. wood en paperprod., printing;Somalia;2021;;;;;;;;;;;
7355;16-18 Man. wood en paperprod., printing;Somalia;2022;;;;;;;;;;;
7356;16-18 Man. wood en paperprod., printing;Spain;2021;0.0;;;;;;;;;0.0;0.0
7357;16-18 Man. wood en paperprod., printing;Spain;2022;0.0;;;;;;;;;0.0;0.0
7358;16-18 Man. wood en paperprod., printing;Sri Lanka;2021;;;;;;;;;;;
7359;16-18 Man. wood en paperprod., printing;Sri Lanka;2022;;;;;;;;;;;
7360;16-18 Man. wood en paperprod., printing;Suriname;2021;;;;;;;;;;;
7361;16-18 Man. wood en paperprod., printing;Suriname;2022;;;;;;;;;;;
7362;16-18 Man. wood en paperprod., printing;Swaziland;2021;;;;;;;;;;;
7363;16-18 Man. wood en paperprod., printing;Swaziland;2022;;;;;;;;;;;
7364;16-18 Man. wood en paperprod., printing;Syria;2021;;;;;;;;;;;
7365;16-18 Man. wood en paperprod., printing;Syria;2022;;;;;;;;;;;
7366;16-18 Man. wood en paperprod., printing;Tajikistan;2021;;;;;;;;;;;
7367;16-18 Man. wood en paperprod., printing;Tajikistan;2022;;;;;;;;;;;
7368;16-18 Man. wood en paperprod., printing;Taiwan;2021;;;;;;;;;;;
7369;16-18 Man. wood en paperprod., printing;Taiwan;2022;;;;;;;;;;;
7370;16-18 Man. wood en paperprod., printing;Tanzania;2021;;;;;;;;;;;
7371;16-18 Man. wood en paperprod., printing;Tanzania;2022;;;;;;;;;;;
7372;16-18 Man. wood en paperprod., printing;Thailand;2021;;;;;;;;;;;
7373;16-18 Man. wood en paperprod., printing;Thailand;2022;;;;;;;;;;;
7374;16-18 Man. wood en paperprod., printing;Timor-Leste;2021;;;;;;;;;;;
7375;16-18 Man. wood en paperprod., printing;Timor-Leste;2022;;;;;;;;;;;
7376;16-18 Man. wood en paperprod., printing;Togo;2021;;;;;;;;;;;
7377;16-18 Man. wood en paperprod., printing;Togo;2022;;;;;;;;;;;
7378;16-18 Man. wood en paperprod., printing;Tokelau;2021;;;;;;;;;;;
7379;16-18 Man. wood en paperprod., printing;Tokelau;2022;;;;;;;;;;;
7380;16-18 Man. wood en paperprod., printing;Tonga;2021;;;;;;;;;;;
7381;16-18 Man. wood en paperprod., printing;Tonga;2022;;;;;;;;;;;
7382;16-18 Man. wood en paperprod., printing;Trinidad and Tobago;2021;;;;;;;;;;;
7383;16-18 Man. wood en paperprod., printing;Trinidad and Tobago;2022;;;;;;;;;;;
7384;16-18 Man. wood en paperprod., printing;Chad;2021;;;;;;;;;;;
7385;16-18 Man. wood en paperprod., printing;Chad;2022;;;;;;;;;;;
7386;16-18 Man. wood en paperprod., printing;Czech Republic;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7387;16-18 Man. wood en paperprod., printing;Czech Republic;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7388;16-18 Man. wood en paperprod., printing;Tunisia;2021;;;;;;;;;;;
7389;16-18 Man. wood en paperprod., printing;Tunisia;2022;;;;;;;;;;;
7390;16-18 Man. wood en paperprod., printing;Turkey;2021;0.0;;;;;;;0.0;0.0;0.0;0.0
7391;16-18 Man. wood en paperprod., printing;Turkey;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7392;16-18 Man. wood en paperprod., printing;Turkmenistan;2021;;;;;;;;;;;
7393;16-18 Man. wood en paperprod., printing;Turkmenistan;2022;;;;;;;;;;;
7394;16-18 Man. wood en paperprod., printing;Turks and Caicos islands;2021;;;;;;;;;;;
7395;16-18 Man. wood en paperprod., printing;Turks and Caicos islands;2022;;;;;;;;;;;
7396;16-18 Man. wood en paperprod., printing;Tuvalu;2021;;;;;;;;;;;
7397;16-18 Man. wood en paperprod., printing;Tuvalu;2022;;;;;;;;;;;
7398;16-18 Man. wood en paperprod., printing;Uganda;2021;;;;;;;;;;;
7399;16-18 Man. wood en paperprod., printing;Uganda;2022;;;;;;;;;;;
7400;16-18 Man. wood en paperprod., printing;Uruguay;2021;;;;;;;;;;;
7401;16-18 Man. wood en paperprod., printing;Uruguay;2022;;;;;;;;;;;
7402;16-18 Man. wood en paperprod., printing;Vanuatu;2021;;;;;;;;;;;
7403;16-18 Man. wood en paperprod., printing;Vanuatu;2022;;;;;;;;;;;
7404;16-18 Man. wood en paperprod., printing;Vatican City;2021;;;;;;;;;;;
7405;16-18 Man. wood en paperprod., printing;Vatican City;2022;;;;;;;;;;;
7406;16-18 Man. wood en paperprod., printing;Venezuela;2021;;;;;;;;;;;
7407;16-18 Man. wood en paperprod., printing;Venezuela;2022;;;;;;;;;;;
7408;16-18 Man. wood en paperprod., printing;United Kingdom;2021;20.0;735.0;688.0;149.0;633.0;67.0;102.0;;;1.0;0.0
7409;16-18 Man. wood en paperprod., printing;United Kingdom;2022;20.0;759.0;674.0;142.0;641.0;95.0;99.0;;1.0;1.0;0.0
7410;16-18 Man. wood en paperprod., printing;United Arab Emirates;2021;;;;;;;;;;;
7411;16-18 Man. wood en paperprod., printing;United Arab Emirates;2022;;;;;;;;;;;
7412;16-18 Man. wood en paperprod., printing;United States;2021;25.0;;;;;;;;;9.0;0.0
7413;16-18 Man. wood en paperprod., printing;United States;2022;25.0;;;;;;;;;;
7414;16-18 Man. wood en paperprod., printing;United States Minor Outlying Islands;2021;;;;;;;;;;;
7415;16-18 Man. wood en paperprod., printing;United States Minor Outlying Islands;2022;;;;;;;;;;;
7416;16-18 Man. wood en paperprod., printing;Viet Nam;2021;;;;;;;;;;;
7417;16-18 Man. wood en paperprod., printing;Viet Nam;2022;;;;;;;;;;;
7418;16-18 Man. wood en paperprod., printing;Wallis and Futuna;2021;;;;;;;;;;;
7419;16-18 Man. wood en paperprod., printing;Wallis and Futuna;2022;;;;;;;;;;;
7420;16-18 Man. wood en paperprod., printing;Belarus;2021;;;;;;;;;;;
7421;16-18 Man. wood en paperprod., printing;Belarus;2022;;;;;;;;;;;
7422;16-18 Man. wood en paperprod., printing;Zambia;2021;;;;;;;;;;;
7423;16-18 Man. wood en paperprod., printing;Zambia;2022;;;;;;;;;;;
7424;16-18 Man. wood en paperprod., printing;Zimbabwe;2021;;;;;;;;;;;
7425;16-18 Man. wood en paperprod., printing;Zimbabwe;2022;;;;;;;;;;;
7426;16-18 Man. wood en paperprod., printing;South Sudan;2021;;;;;;;;;;;
7427;16-18 Man. wood en paperprod., printing;South Sudan;2022;;;;;;;;;;;
7428;16-18 Man. wood en paperprod., printing;South Africa;2021;;;;;;;;;;;
7429;16-18 Man. wood en paperprod., printing;South Africa;2022;;;;;;;;;;;
7430;16-18 Man. wood en paperprod., printing;South Georgia and South Sandwich Islands;2021;;;;;;;;;;;
7431;16-18 Man. wood en paperprod., printing;South Georgia and South Sandwich Islands;2022;;;;;;;;;;;
7432;16-18 Man. wood en paperprod., printing;South Korea;2021;;;;;;;;;;;
7433;16-18 Man. wood en paperprod., printing;South Korea;2022;;;;;;;;;;;
7434;16-18 Man. wood en paperprod., printing;Sweden;2021;5.0;;;;;;;;;;
7435;16-18 Man. wood en paperprod., printing;Sweden;2022;5.0;;;;;;;;2.0;;
7436;16-18 Man. wood en paperprod., printing;Switzerland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7437;16-18 Man. wood en paperprod., printing;Switzerland;2022;0.0;;;;;;;0.0;;0.0;0.0
7438;16-18 Man. wood en paperprod., printing;Foreign countries;2021;;;;;;;;;;;
7439;16-18 Man. wood en paperprod., printing;Foreign countries;2022;;;;;;;;;;;
7440;16 Manufacture of wood products;Locus of control: domestic and foreign;2021;3240.0;4619.0;4291.0;1389.0;3348.0;410.0;731.0;186.0;17.0;5.0;0.0
7441;16 Manufacture of wood products;Locus of control: domestic and foreign;2022;3505.0;5477.0;4883.0;1513.0;4137.0;659.0;773.0;221.0;18.0;8.0;0.0
7442;16 Manufacture of wood products;Locus of control: domestic;2021;3225.0;4036.0;3804.0;1289.0;2838.0;304.0;672.0;159.0;16.0;;
7443;16 Manufacture of wood products;Locus of control: domestic;2022;3480.0;4510.0;4034.0;1343.0;3325.0;538.0;682.0;178.0;16.0;;
7444;16 Manufacture of wood products;Locus of control: foreign;2021;15.0;583.0;488.0;100.0;510.0;106.0;59.0;27.0;1.0;;
7445;16 Manufacture of wood products;Locus of control: foreign;2022;25.0;967.0;848.0;170.0;813.0;121.0;91.0;43.0;2.0;;
