ID;KenmerkenDeelnemers;KenmerkenOpleidingen;Perioden;Deelnemers_1
98;3;Opleidingsniveau t/m VO lagere trap;2003;26.0
99;3;Opleidingsniveau t/m VO lagere trap;2004;23.0
100;3;Opleidingsniveau t/m VO lagere trap;2005;25.0
101;3;Opleidingsniveau t/m VO lagere trap;2006;26.0
102;3;Opleidingsniveau t/m VO lagere trap;2007;23.0
103;3;Opleidingsniveau t/m VO lagere trap;2008;21.0
104;3;Opleidingsniveau t/m VO lagere trap;2009;21.0
105;3;Opleidingsniveau VO hogere trap;2003;40.0
106;3;Opleidingsniveau VO hogere trap;2004;39.0
107;3;Opleidingsniveau VO hogere trap;2005;37.0
108;3;Opleidingsniveau VO hogere trap;2006;37.0
109;3;Opleidingsniveau VO hogere trap;2007;39.0
110;3;Opleidingsniveau VO hogere trap;2008;38.0
111;3;Opleidingsniveau VO hogere trap;2009;38.0
112;3;Opleidingsniveau hoger onderwijs totaal;2003;33.0
113;3;Opleidingsniveau hoger onderwijs totaal;2004;38.0
114;3;Opleidingsniveau hoger onderwijs totaal;2005;38.0
115;3;Opleidingsniveau hoger onderwijs totaal;2006;36.0
116;3;Opleidingsniveau hoger onderwijs totaal;2007;39.0
117;3;Opleidingsniveau hoger onderwijs totaal;2008;40.0
118;3;Opleidingsniveau hoger onderwijs totaal;2009;41.0
119;3;Opleidingsniveau HO eerste trap;2003;23.0
120;3;Opleidingsniveau HO eerste trap;2004;26.0
121;3;Opleidingsniveau HO eerste trap;2005;26.0
122;3;Opleidingsniveau HO eerste trap;2006;26.0
123;3;Opleidingsniveau HO eerste trap;2007;27.0
124;3;Opleidingsniveau HO eerste trap;2008;29.0
125;3;Opleidingsniveau HO eerste trap;2009;29.0
126;3;Opleidingsniveau HO tweede trap;2003;7.0
127;3;Opleidingsniveau HO tweede trap;2004;8.0
128;3;Opleidingsniveau HO tweede trap;2005;7.0
129;3;Opleidingsniveau HO tweede trap;2006;7.0
130;3;Opleidingsniveau HO tweede trap;2007;7.0
131;3;Opleidingsniveau HO tweede trap;2008;8.0
132;3;Opleidingsniveau HO tweede trap;2009;8.0
133;3;Opleidingsniveau HO derde trap;2003;4.0
134;3;Opleidingsniveau HO derde trap;2004;4.0
135;3;Opleidingsniveau HO derde trap;2005;4.0
136;3;Opleidingsniveau HO derde trap;2006;3.0
137;3;Opleidingsniveau HO derde trap;2007;4.0
138;3;Opleidingsniveau HO derde trap;2008;4.0
139;3;Opleidingsniveau HO derde trap;2009;4.0
140;3;Lesuren per week 6 uur of minder;2003;69.0
141;3;Lesuren per week 6 uur of minder;2004;69.0
142;3;Lesuren per week 6 uur of minder;2005;72.0
143;3;Lesuren per week 6 uur of minder;2006;75.0
144;3;Lesuren per week 6 uur of minder;2007;74.0
145;3;Lesuren per week 6 uur of minder;2008;73.0
146;3;Lesuren per week 6 uur of minder;2009;73.0
147;3;Lesuren per week 7-12 uur;2003;20.0
148;3;Lesuren per week 7-12 uur;2004;20.0
149;3;Lesuren per week 7-12 uur;2005;19.0
150;3;Lesuren per week 7-12 uur;2006;17.0
151;3;Lesuren per week 7-12 uur;2007;18.0
152;3;Lesuren per week 7-12 uur;2008;19.0
153;3;Lesuren per week 7-12 uur;2009;19.0
154;3;Lesuren per week 13-18 uur;2003;4.0
155;3;Lesuren per week 13-18 uur;2004;4.0
156;3;Lesuren per week 13-18 uur;2005;4.0
157;3;Lesuren per week 13-18 uur;2006;3.0
158;3;Lesuren per week 13-18 uur;2007;3.0
159;3;Lesuren per week 13-18 uur;2008;3.0
160;3;Lesuren per week 13-18 uur;2009;3.0
161;3;Lesuren per week 19-24 uur;2003;2.0
162;3;Lesuren per week 19-24 uur;2004;3.0
163;3;Lesuren per week 19-24 uur;2005;2.0
164;3;Lesuren per week 19-24 uur;2006;2.0
165;3;Lesuren per week 19-24 uur;2007;2.0
166;3;Lesuren per week 19-24 uur;2008;2.0
167;3;Lesuren per week 19-24 uur;2009;2.0
168;3;Lesuren per week 25 uur of meer;2003;5.0
169;3;Lesuren per week 25 uur of meer;2004;4.0
170;3;Lesuren per week 25 uur of meer;2005;3.0
171;3;Lesuren per week 25 uur of meer;2006;3.0
172;3;Lesuren per week 25 uur of meer;2007;3.0
173;3;Lesuren per week 25 uur of meer;2008;3.0
174;3;Lesuren per week 25 uur of meer;2009;3.0
175;3;Schriftelijk;2003;12.0
176;3;Schriftelijk;2004;12.0
177;3;Schriftelijk;2005;12.0
178;3;Schriftelijk;2006;12.0
179;3;Schriftelijk;2007;12.0
180;3;Schriftelijk;2008;11.0
181;3;Schriftelijk;2009;11.0
182;1;Opleidingsduur 1 week of korter;2003;25.0
183;1;Opleidingsduur 1 week of korter;2004;24.0
184;1;Opleidingsduur 1 week of korter;2005;24.0
185;1;Opleidingsduur 1 week of korter;2006;23.0
186;1;Opleidingsduur 1 week of korter;2007;24.0
187;1;Opleidingsduur 1 week of korter;2008;25.0
188;1;Opleidingsduur 1 week of korter;2009;25.0
189;1;Opleidingsduur 1 tot 4 weken;2003;7.0
190;1;Opleidingsduur 1 tot 4 weken;2004;7.0
191;1;Opleidingsduur 1 tot 4 weken;2005;7.0
192;1;Opleidingsduur 1 tot 4 weken;2006;7.0
193;1;Opleidingsduur 1 tot 4 weken;2007;7.0
194;1;Opleidingsduur 1 tot 4 weken;2008;7.0
195;1;Opleidingsduur 1 tot 4 weken;2009;7.0
196;1;Opleidingsduur 1 tot 3 maanden;2003;12.0
197;1;Opleidingsduur 1 tot 3 maanden;2004;12.0
198;1;Opleidingsduur 1 tot 3 maanden;2005;13.0
199;1;Opleidingsduur 1 tot 3 maanden;2006;13.0
200;1;Opleidingsduur 1 tot 3 maanden;2007;12.0
201;1;Opleidingsduur 1 tot 3 maanden;2008;12.0
202;1;Opleidingsduur 1 tot 3 maanden;2009;12.0
203;1;Opleidingsduur 3 tot 6 maanden;2003;13.0
204;1;Opleidingsduur 3 tot 6 maanden;2004;13.0
205;1;Opleidingsduur 3 tot 6 maanden;2005;13.0
206;1;Opleidingsduur 3 tot 6 maanden;2006;13.0
207;1;Opleidingsduur 3 tot 6 maanden;2007;12.0
208;1;Opleidingsduur 3 tot 6 maanden;2008;12.0
209;1;Opleidingsduur 3 tot 6 maanden;2009;12.0
210;1;Opleidingsduur 6 tot 12 maanden;2003;11.0
211;1;Opleidingsduur 6 tot 12 maanden;2004;10.0
212;1;Opleidingsduur 6 tot 12 maanden;2005;11.0
213;1;Opleidingsduur 6 tot 12 maanden;2006;11.0
214;1;Opleidingsduur 6 tot 12 maanden;2007;11.0
215;1;Opleidingsduur 6 tot 12 maanden;2008;11.0
216;1;Opleidingsduur 6 tot 12 maanden;2009;11.0
217;1;Opleidingsduur 1 tot 2 jaar;2003;11.0
218;1;Opleidingsduur 1 tot 2 jaar;2004;13.0
219;1;Opleidingsduur 1 tot 2 jaar;2005;14.0
220;1;Opleidingsduur 1 tot 2 jaar;2006;14.0
221;1;Opleidingsduur 1 tot 2 jaar;2007;12.0
222;1;Opleidingsduur 1 tot 2 jaar;2008;12.0
223;1;Opleidingsduur 1 tot 2 jaar;2009;11.0
224;1;Opleidingsduur 2 tot 3 jaar;2003;7.0
225;1;Opleidingsduur 2 tot 3 jaar;2004;6.0
226;1;Opleidingsduur 2 tot 3 jaar;2005;6.0
227;1;Opleidingsduur 2 tot 3 jaar;2006;6.0
228;1;Opleidingsduur 2 tot 3 jaar;2007;7.0
229;1;Opleidingsduur 2 tot 3 jaar;2008;7.0
230;1;Opleidingsduur 2 tot 3 jaar;2009;7.0
231;1;Opleidingsduur langer dan 3 jaar;2003;14.0
232;1;Opleidingsduur langer dan 3 jaar;2004;14.0
233;1;Opleidingsduur langer dan 3 jaar;2005;12.0
234;1;Opleidingsduur langer dan 3 jaar;2006;14.0
235;1;Opleidingsduur langer dan 3 jaar;2007;15.0
236;1;Opleidingsduur langer dan 3 jaar;2008;14.0
237;1;Opleidingsduur langer dan 3 jaar;2009;15.0
238;1;Bedrijfsopleiding;2003;37.0
239;1;Bedrijfsopleiding;2004;37.0
240;1;Bedrijfsopleiding;2005;37.0
241;1;Bedrijfsopleiding;2006;37.0
242;1;Bedrijfsopleiding;2007;37.0
243;1;Bedrijfsopleiding;2008;38.0
244;1;Bedrijfsopleiding;2009;37.0
245;1;Studieverlof;2003;
246;1;Studieverlof;2004;
247;1;Studieverlof;2005;
248;1;Studieverlof;2006;
249;1;Studieverlof;2007;
250;1;Studieverlof;2008;
251;1;Studieverlof;2009;
252;1;Sector alpha;2003;13.0
253;1;Sector alpha;2004;15.0
254;1;Sector alpha;2005;15.0
255;1;Sector alpha;2006;17.0
256;1;Sector alpha;2007;13.0
257;1;Sector alpha;2008;13.0
258;1;Sector alpha;2009;15.0
259;1;Sector beta;2003;27.0
260;1;Sector beta;2004;27.0
261;1;Sector beta;2005;25.0
262;1;Sector beta;2006;23.0
263;1;Sector beta;2007;25.0
264;1;Sector beta;2008;24.0
265;1;Sector beta;2009;23.0
266;1;Sector economisch;2003;48.0
267;1;Sector economisch;2004;45.0
268;1;Sector economisch;2005;49.0
269;1;Sector economisch;2006;48.0
270;1;Sector economisch;2007;48.0
271;1;Sector economisch;2008;47.0
272;1;Sector economisch;2009;48.0
273;1;Sector sociaal;2003;13.0
274;1;Sector sociaal;2004;13.0
275;1;Sector sociaal;2005;11.0
276;1;Sector sociaal;2006;13.0
277;1;Sector sociaal;2007;13.0
278;1;Sector sociaal;2008;15.0
279;1;Sector sociaal;2009;15.0
280;1;Opleidingsniveau t/m VO lagere trap;2003;19.0
281;1;Opleidingsniveau t/m VO lagere trap;2004;17.0
282;1;Opleidingsniveau t/m VO lagere trap;2005;20.0
283;1;Opleidingsniveau t/m VO lagere trap;2006;20.0
284;1;Opleidingsniveau t/m VO lagere trap;2007;17.0
285;1;Opleidingsniveau t/m VO lagere trap;2008;16.0
286;1;Opleidingsniveau t/m VO lagere trap;2009;16.0
287;1;Opleidingsniveau VO hogere trap;2003;44.0
288;1;Opleidingsniveau VO hogere trap;2004;41.0
289;1;Opleidingsniveau VO hogere trap;2005;40.0
290;1;Opleidingsniveau VO hogere trap;2006;40.0
291;1;Opleidingsniveau VO hogere trap;2007;42.0
292;1;Opleidingsniveau VO hogere trap;2008;41.0
293;1;Opleidingsniveau VO hogere trap;2009;40.0
294;1;Opleidingsniveau hoger onderwijs totaal;2003;37.0
295;1;Opleidingsniveau hoger onderwijs totaal;2004;42.0
296;1;Opleidingsniveau hoger onderwijs totaal;2005;40.0
297;1;Opleidingsniveau hoger onderwijs totaal;2006;40.0
298;1;Opleidingsniveau hoger onderwijs totaal;2007;42.0
299;1;Opleidingsniveau hoger onderwijs totaal;2008;44.0
300;1;Opleidingsniveau hoger onderwijs totaal;2009;44.0
301;1;Opleidingsniveau HO eerste trap;2003;25.0
302;1;Opleidingsniveau HO eerste trap;2004;29.0
303;1;Opleidingsniveau HO eerste trap;2005;27.0
304;1;Opleidingsniveau HO eerste trap;2006;28.0
305;1;Opleidingsniveau HO eerste trap;2007;28.0
306;1;Opleidingsniveau HO eerste trap;2008;30.0
307;1;Opleidingsniveau HO eerste trap;2009;30.0
308;1;Opleidingsniveau HO tweede trap;2003;8.0
309;1;Opleidingsniveau HO tweede trap;2004;9.0
310;1;Opleidingsniveau HO tweede trap;2005;9.0
311;1;Opleidingsniveau HO tweede trap;2006;9.0
312;1;Opleidingsniveau HO tweede trap;2007;9.0
313;1;Opleidingsniveau HO tweede trap;2008;9.0
314;1;Opleidingsniveau HO tweede trap;2009;10.0
315;1;Opleidingsniveau HO derde trap;2003;4.0
316;1;Opleidingsniveau HO derde trap;2004;5.0
317;1;Opleidingsniveau HO derde trap;2005;4.0
318;1;Opleidingsniveau HO derde trap;2006;4.0
319;1;Opleidingsniveau HO derde trap;2007;5.0
320;1;Opleidingsniveau HO derde trap;2008;4.0
321;1;Opleidingsniveau HO derde trap;2009;4.0
322;1;Lesuren per week 6 uur of minder;2003;66.0
323;1;Lesuren per week 6 uur of minder;2004;65.0
324;1;Lesuren per week 6 uur of minder;2005;68.0
325;1;Lesuren per week 6 uur of minder;2006;72.0
326;1;Lesuren per week 6 uur of minder;2007;70.0
327;1;Lesuren per week 6 uur of minder;2008;69.0
328;1;Lesuren per week 6 uur of minder;2009;70.0
329;1;Lesuren per week 7-12 uur;2003;21.0
330;1;Lesuren per week 7-12 uur;2004;22.0
331;1;Lesuren per week 7-12 uur;2005;21.0
332;1;Lesuren per week 7-12 uur;2006;19.0
333;1;Lesuren per week 7-12 uur;2007;20.0
334;1;Lesuren per week 7-12 uur;2008;21.0
335;1;Lesuren per week 7-12 uur;2009;21.0
336;1;Lesuren per week 13-18 uur;2003;5.0
337;1;Lesuren per week 13-18 uur;2004;5.0
338;1;Lesuren per week 13-18 uur;2005;4.0
339;1;Lesuren per week 13-18 uur;2006;3.0
340;1;Lesuren per week 13-18 uur;2007;4.0
341;1;Lesuren per week 13-18 uur;2008;3.0
342;1;Lesuren per week 13-18 uur;2009;3.0
343;1;Lesuren per week 19-24 uur;2003;3.0
344;1;Lesuren per week 19-24 uur;2004;3.0
345;1;Lesuren per week 19-24 uur;2005;3.0
346;1;Lesuren per week 19-24 uur;2006;2.0
347;1;Lesuren per week 19-24 uur;2007;2.0
348;1;Lesuren per week 19-24 uur;2008;2.0
349;1;Lesuren per week 19-24 uur;2009;2.0
350;1;Lesuren per week 25 uur of meer;2003;6.0
351;1;Lesuren per week 25 uur of meer;2004;6.0
352;1;Lesuren per week 25 uur of meer;2005;5.0
353;1;Lesuren per week 25 uur of meer;2006;4.0
354;1;Lesuren per week 25 uur of meer;2007;5.0
355;1;Lesuren per week 25 uur of meer;2008;4.0
356;1;Lesuren per week 25 uur of meer;2009;4.0
357;1;Schriftelijk;2003;11.0
358;1;Schriftelijk;2004;11.0
359;1;Schriftelijk;2005;11.0
360;1;Schriftelijk;2006;11.0
361;1;Schriftelijk;2007;11.0
362;1;Schriftelijk;2008;11.0
363;1;Schriftelijk;2009;11.0
364;2;Opleidingsduur 1 week of korter;2003;18.0
365;2;Opleidingsduur 1 week of korter;2004;17.0
366;2;Opleidingsduur 1 week of korter;2005;18.0
367;2;Opleidingsduur 1 week of korter;2006;18.0
368;2;Opleidingsduur 1 week of korter;2007;18.0
369;2;Opleidingsduur 1 week of korter;2008;19.0
370;2;Opleidingsduur 1 week of korter;2009;20.0
371;2;Opleidingsduur 1 tot 4 weken;2003;5.0
372;2;Opleidingsduur 1 tot 4 weken;2004;5.0
373;2;Opleidingsduur 1 tot 4 weken;2005;5.0
374;2;Opleidingsduur 1 tot 4 weken;2006;5.0
375;2;Opleidingsduur 1 tot 4 weken;2007;5.0
376;2;Opleidingsduur 1 tot 4 weken;2008;6.0
377;2;Opleidingsduur 1 tot 4 weken;2009;6.0
378;2;Opleidingsduur 1 tot 3 maanden;2003;13.0
379;2;Opleidingsduur 1 tot 3 maanden;2004;13.0
380;2;Opleidingsduur 1 tot 3 maanden;2005;13.0
381;2;Opleidingsduur 1 tot 3 maanden;2006;12.0
382;2;Opleidingsduur 1 tot 3 maanden;2007;12.0
383;2;Opleidingsduur 1 tot 3 maanden;2008;12.0
384;2;Opleidingsduur 1 tot 3 maanden;2009;12.0
385;2;Opleidingsduur 3 tot 6 maanden;2003;14.0
386;2;Opleidingsduur 3 tot 6 maanden;2004;14.0
387;2;Opleidingsduur 3 tot 6 maanden;2005;14.0
388;2;Opleidingsduur 3 tot 6 maanden;2006;13.0
389;2;Opleidingsduur 3 tot 6 maanden;2007;13.0
390;2;Opleidingsduur 3 tot 6 maanden;2008;13.0
391;2;Opleidingsduur 3 tot 6 maanden;2009;13.0
392;2;Opleidingsduur 6 tot 12 maanden;2003;13.0
393;2;Opleidingsduur 6 tot 12 maanden;2004;13.0
394;2;Opleidingsduur 6 tot 12 maanden;2005;13.0
395;2;Opleidingsduur 6 tot 12 maanden;2006;13.0
396;2;Opleidingsduur 6 tot 12 maanden;2007;14.0
397;2;Opleidingsduur 6 tot 12 maanden;2008;13.0
398;2;Opleidingsduur 6 tot 12 maanden;2009;13.0
399;2;Opleidingsduur 1 tot 2 jaar;2003;13.0
400;2;Opleidingsduur 1 tot 2 jaar;2004;16.0
401;2;Opleidingsduur 1 tot 2 jaar;2005;16.0
402;2;Opleidingsduur 1 tot 2 jaar;2006;16.0
403;2;Opleidingsduur 1 tot 2 jaar;2007;15.0
404;2;Opleidingsduur 1 tot 2 jaar;2008;14.0
405;2;Opleidingsduur 1 tot 2 jaar;2009;14.0
406;2;Opleidingsduur 2 tot 3 jaar;2003;8.0
407;2;Opleidingsduur 2 tot 3 jaar;2004;8.0
408;2;Opleidingsduur 2 tot 3 jaar;2005;7.0
409;2;Opleidingsduur 2 tot 3 jaar;2006;6.0
410;2;Opleidingsduur 2 tot 3 jaar;2007;7.0
411;2;Opleidingsduur 2 tot 3 jaar;2008;7.0
412;2;Opleidingsduur 2 tot 3 jaar;2009;7.0
413;2;Opleidingsduur langer dan 3 jaar;2003;15.0
414;2;Opleidingsduur langer dan 3 jaar;2004;15.0
415;2;Opleidingsduur langer dan 3 jaar;2005;15.0
416;2;Opleidingsduur langer dan 3 jaar;2006;17.0
417;2;Opleidingsduur langer dan 3 jaar;2007;16.0
418;2;Opleidingsduur langer dan 3 jaar;2008;16.0
419;2;Opleidingsduur langer dan 3 jaar;2009;16.0
420;2;Bedrijfsopleiding;2003;27.0
421;2;Bedrijfsopleiding;2004;27.0
422;2;Bedrijfsopleiding;2005;27.0
423;2;Bedrijfsopleiding;2006;27.0
424;2;Bedrijfsopleiding;2007;27.0
425;2;Bedrijfsopleiding;2008;27.0
426;2;Bedrijfsopleiding;2009;28.0
427;2;Studieverlof;2003;
428;2;Studieverlof;2004;
429;2;Studieverlof;2005;
430;2;Studieverlof;2006;
431;2;Studieverlof;2007;
432;2;Studieverlof;2008;
433;2;Studieverlof;2009;
434;2;Sector alpha;2003;22.0
435;2;Sector alpha;2004;22.0
436;2;Sector alpha;2005;23.0
437;2;Sector alpha;2006;24.0
438;2;Sector alpha;2007;23.0
439;2;Sector alpha;2008;22.0
440;2;Sector alpha;2009;21.0
441;2;Sector beta;2003;20.0
442;2;Sector beta;2004;23.0
443;2;Sector beta;2005;22.0
444;2;Sector beta;2006;21.0
445;2;Sector beta;2007;20.0
446;2;Sector beta;2008;21.0
447;2;Sector beta;2009;20.0
448;2;Sector economisch;2003;31.0
449;2;Sector economisch;2004;29.0
450;2;Sector economisch;2005;27.0
451;2;Sector economisch;2006;28.0
452;2;Sector economisch;2007;29.0
453;2;Sector economisch;2008;27.0
454;2;Sector economisch;2009;27.0
455;2;Sector sociaal;2003;26.0
456;2;Sector sociaal;2004;27.0
457;2;Sector sociaal;2005;27.0
458;2;Sector sociaal;2006;28.0
459;2;Sector sociaal;2007;28.0
460;2;Sector sociaal;2008;30.0
461;2;Sector sociaal;2009;32.0
462;2;Opleidingsniveau t/m VO lagere trap;2003;33.0
463;2;Opleidingsniveau t/m VO lagere trap;2004;28.0
464;2;Opleidingsniveau t/m VO lagere trap;2005;30.0
465;2;Opleidingsniveau t/m VO lagere trap;2006;32.0
466;2;Opleidingsniveau t/m VO lagere trap;2007;28.0
467;2;Opleidingsniveau t/m VO lagere trap;2008;26.0
468;2;Opleidingsniveau t/m VO lagere trap;2009;26.0
469;2;Opleidingsniveau VO hogere trap;2003;37.0
470;2;Opleidingsniveau VO hogere trap;2004;38.0
471;2;Opleidingsniveau VO hogere trap;2005;35.0
472;2;Opleidingsniveau VO hogere trap;2006;35.0
473;2;Opleidingsniveau VO hogere trap;2007;36.0
474;2;Opleidingsniveau VO hogere trap;2008;36.0
475;2;Opleidingsniveau VO hogere trap;2009;36.0
476;2;Opleidingsniveau hoger onderwijs totaal;2003;30.0
477;2;Opleidingsniveau hoger onderwijs totaal;2004;34.0
478;2;Opleidingsniveau hoger onderwijs totaal;2005;35.0
479;2;Opleidingsniveau hoger onderwijs totaal;2006;33.0
480;2;Opleidingsniveau hoger onderwijs totaal;2007;36.0
481;2;Opleidingsniveau hoger onderwijs totaal;2008;37.0
482;2;Opleidingsniveau hoger onderwijs totaal;2009;38.0
483;2;Opleidingsniveau HO eerste trap;2003;22.0
484;2;Opleidingsniveau HO eerste trap;2004;24.0
485;2;Opleidingsniveau HO eerste trap;2005;26.0
486;2;Opleidingsniveau HO eerste trap;2006;24.0
487;2;Opleidingsniveau HO eerste trap;2007;26.0
488;2;Opleidingsniveau HO eerste trap;2008;28.0
489;2;Opleidingsniveau HO eerste trap;2009;28.0
490;2;Opleidingsniveau HO tweede trap;2003;6.0
491;2;Opleidingsniveau HO tweede trap;2004;6.0
492;2;Opleidingsniveau HO tweede trap;2005;6.0
493;2;Opleidingsniveau HO tweede trap;2006;6.0
494;2;Opleidingsniveau HO tweede trap;2007;6.0
495;2;Opleidingsniveau HO tweede trap;2008;6.0
496;2;Opleidingsniveau HO tweede trap;2009;6.0
497;2;Opleidingsniveau HO derde trap;2003;3.0
498;2;Opleidingsniveau HO derde trap;2004;3.0
499;2;Opleidingsniveau HO derde trap;2005;3.0
500;2;Opleidingsniveau HO derde trap;2006;3.0
501;2;Opleidingsniveau HO derde trap;2007;3.0
502;2;Opleidingsniveau HO derde trap;2008;4.0
503;2;Opleidingsniveau HO derde trap;2009;3.0
504;2;Lesuren per week 6 uur of minder;2003;72.0
505;2;Lesuren per week 6 uur of minder;2004;73.0
506;2;Lesuren per week 6 uur of minder;2005;76.0
507;2;Lesuren per week 6 uur of minder;2006;79.0
508;2;Lesuren per week 6 uur of minder;2007;77.0
509;2;Lesuren per week 6 uur of minder;2008;76.0
510;2;Lesuren per week 6 uur of minder;2009;76.0
511;2;Lesuren per week 7-12 uur;2003;19.0
512;2;Lesuren per week 7-12 uur;2004;18.0
513;2;Lesuren per week 7-12 uur;2005;16.0
514;2;Lesuren per week 7-12 uur;2006;15.0
515;2;Lesuren per week 7-12 uur;2007;17.0
516;2;Lesuren per week 7-12 uur;2008;18.0
517;2;Lesuren per week 7-12 uur;2009;17.0
518;2;Lesuren per week 13-18 uur;2003;4.0
519;2;Lesuren per week 13-18 uur;2004;4.0
520;2;Lesuren per week 13-18 uur;2005;3.0
521;2;Lesuren per week 13-18 uur;2006;3.0
522;2;Lesuren per week 13-18 uur;2007;3.0
523;2;Lesuren per week 13-18 uur;2008;3.0
524;2;Lesuren per week 13-18 uur;2009;3.0
525;2;Lesuren per week 19-24 uur;2003;2.0
526;2;Lesuren per week 19-24 uur;2004;3.0
527;2;Lesuren per week 19-24 uur;2005;2.0
528;2;Lesuren per week 19-24 uur;2006;2.0
529;2;Lesuren per week 19-24 uur;2007;2.0
530;2;Lesuren per week 19-24 uur;2008;2.0
531;2;Lesuren per week 19-24 uur;2009;2.0
