ID;KenmerkenDeelnemers;KenmerkenOpleidingen;Perioden;Deelnemers_1
2579;Niet-westerse allochtonen;Opleidingsduur 6 tot 12 maanden;2006;15.0
2580;Niet-westerse allochtonen;Opleidingsduur 6 tot 12 maanden;2007;14.0
2581;Niet-westerse allochtonen;Opleidingsduur 6 tot 12 maanden;2008;12.0
2582;Niet-westerse allochtonen;Opleidingsduur 6 tot 12 maanden;2009;13.0
2583;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2003;16.0
2584;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2004;22.0
2585;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2005;21.0
2586;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2006;20.0
2587;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2007;19.0
2588;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2008;17.0
2589;Niet-westerse allochtonen;Opleidingsduur 1 tot 2 jaar;2009;15.0
2590;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2003;9.0
2591;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2004;9.0
2592;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2005;6.0
2593;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2006;6.0
2594;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2007;7.0
2595;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2008;8.0
2596;Niet-westerse allochtonen;Opleidingsduur 2 tot 3 jaar;2009;7.0
2597;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2003;14.0
2598;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2004;14.0
2599;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2005;13.0
2600;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2006;16.0
2601;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2007;18.0
2602;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2008;18.0
2603;Niet-westerse allochtonen;Opleidingsduur langer dan 3 jaar;2009;19.0
2604;Niet-westerse allochtonen;Bedrijfsopleiding;2003;25.0
2605;Niet-westerse allochtonen;Bedrijfsopleiding;2004;25.0
2606;Niet-westerse allochtonen;Bedrijfsopleiding;2005;25.0
2607;Niet-westerse allochtonen;Bedrijfsopleiding;2006;25.0
2608;Niet-westerse allochtonen;Bedrijfsopleiding;2007;24.0
2609;Niet-westerse allochtonen;Bedrijfsopleiding;2008;24.0
2610;Niet-westerse allochtonen;Bedrijfsopleiding;2009;22.0
2611;Niet-westerse allochtonen;Studieverlof;2003;
2612;Niet-westerse allochtonen;Studieverlof;2004;
2613;Niet-westerse allochtonen;Studieverlof;2005;
2614;Niet-westerse allochtonen;Studieverlof;2006;
2615;Niet-westerse allochtonen;Studieverlof;2007;
2616;Niet-westerse allochtonen;Studieverlof;2008;
2617;Niet-westerse allochtonen;Studieverlof;2009;
2618;Niet-westerse allochtonen;Sector alpha;2003;17.0
2619;Niet-westerse allochtonen;Sector alpha;2004;24.0
2620;Niet-westerse allochtonen;Sector alpha;2005;26.0
2621;Niet-westerse allochtonen;Sector alpha;2006;30.0
2622;Niet-westerse allochtonen;Sector alpha;2007;26.0
2623;Niet-westerse allochtonen;Sector alpha;2008;23.0
2624;Niet-westerse allochtonen;Sector alpha;2009;26.0
2625;Niet-westerse allochtonen;Sector beta;2003;22.0
2626;Niet-westerse allochtonen;Sector beta;2004;25.0
2627;Niet-westerse allochtonen;Sector beta;2005;17.0
2628;Niet-westerse allochtonen;Sector beta;2006;17.0
2629;Niet-westerse allochtonen;Sector beta;2007;21.0
2630;Niet-westerse allochtonen;Sector beta;2008;18.0
2631;Niet-westerse allochtonen;Sector beta;2009;17.0
2632;Niet-westerse allochtonen;Sector economisch;2003;43.0
2633;Niet-westerse allochtonen;Sector economisch;2004;34.0
2634;Niet-westerse allochtonen;Sector economisch;2005;37.0
2635;Niet-westerse allochtonen;Sector economisch;2006;37.0
2636;Niet-westerse allochtonen;Sector economisch;2007;34.0
2637;Niet-westerse allochtonen;Sector economisch;2008;39.0
2638;Niet-westerse allochtonen;Sector economisch;2009;37.0
2639;Niet-westerse allochtonen;Sector sociaal;2003;18.0
2640;Niet-westerse allochtonen;Sector sociaal;2004;18.0
2641;Niet-westerse allochtonen;Sector sociaal;2005;20.0
2642;Niet-westerse allochtonen;Sector sociaal;2006;16.0
2643;Niet-westerse allochtonen;Sector sociaal;2007;19.0
2644;Niet-westerse allochtonen;Sector sociaal;2008;20.0
2645;Niet-westerse allochtonen;Sector sociaal;2009;20.0
2646;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2003;26.0
2647;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2004;30.0
2648;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2005;35.0
2649;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2006;36.0
2650;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2007;32.0
2651;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2008;25.0
2652;Niet-westerse allochtonen;Opleidingsniveau t/m VO lagere trap;2009;29.0
2653;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2003;49.0
2654;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2004;40.0
2655;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2005;36.0
2656;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2006;39.0
2657;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2007;40.0
2658;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2008;42.0
2659;Niet-westerse allochtonen;Opleidingsniveau VO hogere trap;2009;40.0
2660;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2003;25.0
2661;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2004;30.0
2662;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2005;29.0
2663;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2006;25.0
2664;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2007;28.0
2665;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2008;33.0
2666;Niet-westerse allochtonen;Opleidingsniveau hoger onderwijs totaal;2009;30.0
2667;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2003;15.0
2668;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2004;18.0
2669;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2005;21.0
2670;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2006;16.0
2671;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2007;19.0
2672;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2008;22.0
2673;Niet-westerse allochtonen;Opleidingsniveau HO eerste trap;2009;20.0
2674;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2003;8.0
2675;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2004;7.0
2676;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2005;7.0
2677;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2006;7.0
2678;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2007;6.0
2679;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2008;7.0
2680;Niet-westerse allochtonen;Opleidingsniveau HO tweede trap;2009;6.0
2681;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2003;2.0
2682;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2004;5.0
2683;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2005;2.0
2684;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2006;2.0
2685;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2007;3.0
2686;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2008;5.0
2687;Niet-westerse allochtonen;Opleidingsniveau HO derde trap;2009;4.0
2688;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2003;58.0
2689;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2004;60.0
2690;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2005;64.0
2691;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2006;64.0
2692;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2007;64.0
2693;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2008;63.0
2694;Niet-westerse allochtonen;Lesuren per week 6 uur of minder;2009;61.0
2695;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2003;21.0
2696;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2004;25.0
2697;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2005;22.0
2698;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2006;21.0
2699;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2007;24.0
2700;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2008;24.0
2701;Niet-westerse allochtonen;Lesuren per week 7-12 uur;2009;25.0
2702;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2003;9.0
2703;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2004;6.0
2704;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2005;5.0
2705;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2006;5.0
2706;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2007;6.0
2707;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2008;6.0
2708;Niet-westerse allochtonen;Lesuren per week 13-18 uur;2009;7.0
2709;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2003;5.0
2710;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2004;5.0
2711;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2005;5.0
2712;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2006;5.0
2713;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2007;3.0
2714;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2008;3.0
2715;Niet-westerse allochtonen;Lesuren per week 19-24 uur;2009;4.0
2716;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2003;7.0
2717;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2004;4.0
2718;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2005;4.0
2719;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2006;4.0
2720;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2007;3.0
2721;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2008;4.0
2722;Niet-westerse allochtonen;Lesuren per week 25 uur of meer;2009;3.0
2723;Niet-westerse allochtonen;Schriftelijk;2003;12.0
2724;Niet-westerse allochtonen;Schriftelijk;2004;12.0
2725;Niet-westerse allochtonen;Schriftelijk;2005;12.0
2726;Niet-westerse allochtonen;Schriftelijk;2006;12.0
2727;Niet-westerse allochtonen;Schriftelijk;2007;12.0
2728;Niet-westerse allochtonen;Schriftelijk;2008;11.0
2729;Niet-westerse allochtonen;Schriftelijk;2009;11.0
2730;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2003;17.0
2731;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2004;19.0
2732;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2005;19.0
2733;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2006;16.0
2734;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2007;18.0
2735;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2008;19.0
2736;Vooropleiding lager totaal;Opleidingsduur 1 week of korter;2009;19.0
2737;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2003;7.0
2738;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2004;7.0
2739;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2005;7.0
2740;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2006;6.0
2741;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2007;7.0
2742;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2008;6.0
2743;Vooropleiding lager totaal;Opleidingsduur 1 tot 4 weken;2009;7.0
2744;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2003;16.0
2745;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2004;17.0
2746;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2005;17.0
2747;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2006;14.0
2748;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2007;14.0
2749;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2008;14.0
2750;Vooropleiding lager totaal;Opleidingsduur 1 tot 3 maanden;2009;14.0
2751;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2003;19.0
2752;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2004;18.0
2753;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2005;16.0
2754;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2006;15.0
2755;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2007;14.0
2756;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2008;14.0
2757;Vooropleiding lager totaal;Opleidingsduur 3 tot 6 maanden;2009;13.0
2758;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2003;12.0
2759;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2004;10.0
2760;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2005;12.0
2761;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2006;12.0
2762;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2007;12.0
2763;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2008;12.0
2764;Vooropleiding lager totaal;Opleidingsduur 6 tot 12 maanden;2009;12.0
2765;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2003;12.0
2766;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2004;16.0
2767;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2005;15.0
2768;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2006;19.0
2769;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2007;15.0
2770;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2008;13.0
2771;Vooropleiding lager totaal;Opleidingsduur 1 tot 2 jaar;2009;13.0
2772;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2003;7.0
2773;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2004;5.0
2774;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2005;5.0
2775;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2006;5.0
2776;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2007;6.0
2777;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2008;7.0
2778;Vooropleiding lager totaal;Opleidingsduur 2 tot 3 jaar;2009;7.0
2779;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2003;10.0
2780;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2004;7.0
2781;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2005;8.0
2782;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2006;13.0
2783;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2007;14.0
2784;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2008;16.0
2785;Vooropleiding lager totaal;Opleidingsduur langer dan 3 jaar;2009;16.0
2786;Vooropleiding lager totaal;Bedrijfsopleiding;2003;31.0
2787;Vooropleiding lager totaal;Bedrijfsopleiding;2004;31.0
2788;Vooropleiding lager totaal;Bedrijfsopleiding;2005;31.0
2789;Vooropleiding lager totaal;Bedrijfsopleiding;2006;31.0
2790;Vooropleiding lager totaal;Bedrijfsopleiding;2007;29.0
2791;Vooropleiding lager totaal;Bedrijfsopleiding;2008;30.0
2792;Vooropleiding lager totaal;Bedrijfsopleiding;2009;30.0
2793;Vooropleiding lager totaal;Studieverlof;2003;
2794;Vooropleiding lager totaal;Studieverlof;2004;
2795;Vooropleiding lager totaal;Studieverlof;2005;
2796;Vooropleiding lager totaal;Studieverlof;2006;
2797;Vooropleiding lager totaal;Studieverlof;2007;
2798;Vooropleiding lager totaal;Studieverlof;2008;
2799;Vooropleiding lager totaal;Studieverlof;2009;
2800;Vooropleiding lager totaal;Sector alpha;2003;18.0
2801;Vooropleiding lager totaal;Sector alpha;2004;20.0
2802;Vooropleiding lager totaal;Sector alpha;2005;24.0
2803;Vooropleiding lager totaal;Sector alpha;2006;28.0
2804;Vooropleiding lager totaal;Sector alpha;2007;23.0
2805;Vooropleiding lager totaal;Sector alpha;2008;23.0
2806;Vooropleiding lager totaal;Sector alpha;2009;30.0
2807;Vooropleiding lager totaal;Sector beta;2003;25.0
2808;Vooropleiding lager totaal;Sector beta;2004;26.0
2809;Vooropleiding lager totaal;Sector beta;2005;25.0
2810;Vooropleiding lager totaal;Sector beta;2006;22.0
2811;Vooropleiding lager totaal;Sector beta;2007;25.0
2812;Vooropleiding lager totaal;Sector beta;2008;25.0
2813;Vooropleiding lager totaal;Sector beta;2009;24.0
2814;Vooropleiding lager totaal;Sector economisch;2003;34.0
2815;Vooropleiding lager totaal;Sector economisch;2004;30.0
2816;Vooropleiding lager totaal;Sector economisch;2005;30.0
2817;Vooropleiding lager totaal;Sector economisch;2006;29.0
2818;Vooropleiding lager totaal;Sector economisch;2007;30.0
2819;Vooropleiding lager totaal;Sector economisch;2008;28.0
2820;Vooropleiding lager totaal;Sector economisch;2009;26.0
2821;Vooropleiding lager totaal;Sector sociaal;2003;23.0
2822;Vooropleiding lager totaal;Sector sociaal;2004;25.0
2823;Vooropleiding lager totaal;Sector sociaal;2005;21.0
2824;Vooropleiding lager totaal;Sector sociaal;2006;21.0
2825;Vooropleiding lager totaal;Sector sociaal;2007;21.0
2826;Vooropleiding lager totaal;Sector sociaal;2008;24.0
2827;Vooropleiding lager totaal;Sector sociaal;2009;21.0
2828;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2003;40.0
2829;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2004;35.0
2830;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2005;45.0
2831;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2006;47.0
2832;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2007;44.0
2833;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2008;42.0
2834;Vooropleiding lager totaal;Opleidingsniveau t/m VO lagere trap;2009;47.0
2835;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2003;59.0
2836;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2004;61.0
2837;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2005;52.0
2838;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2006;51.0
2839;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2007;54.0
2840;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2008;56.0
2841;Vooropleiding lager totaal;Opleidingsniveau VO hogere trap;2009;51.0
2842;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2003;1.0
2843;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2004;4.0
2844;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2005;3.0
2845;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2006;2.0
2846;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2007;2.0
2847;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2008;2.0
2848;Vooropleiding lager totaal;Opleidingsniveau hoger onderwijs totaal;2009;2.0
2849;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2003;1.0
2850;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2004;3.0
2851;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2005;3.0
2852;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2006;2.0
2853;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2007;2.0
2854;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2008;2.0
2855;Vooropleiding lager totaal;Opleidingsniveau HO eerste trap;2009;2.0
2856;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2003;0.0
2857;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2004;1.0
2858;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2005;1.0
2859;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2006;0.0
2860;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2007;0.0
2861;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2008;0.0
2862;Vooropleiding lager totaal;Opleidingsniveau HO tweede trap;2009;0.0
2863;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2003;0.0
2864;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2004;0.0
2865;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2005;0.0
2866;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2006;0.0
2867;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2007;0.0
2868;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2008;0.0
2869;Vooropleiding lager totaal;Opleidingsniveau HO derde trap;2009;0.0
2870;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2003;70.0
2871;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2004;71.0
2872;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2005;73.0
2873;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2006;74.0
2874;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2007;72.0
2875;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2008;68.0
2876;Vooropleiding lager totaal;Lesuren per week 6 uur of minder;2009;69.0
2877;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2003;19.0
2878;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2004;19.0
2879;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2005;18.0
2880;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2006;16.0
2881;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2007;19.0
2882;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2008;21.0
2883;Vooropleiding lager totaal;Lesuren per week 7-12 uur;2009;21.0
2884;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2003;5.0
2885;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2004;4.0
2886;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2005;3.0
2887;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2006;3.0
2888;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2007;4.0
2889;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2008;5.0
2890;Vooropleiding lager totaal;Lesuren per week 13-18 uur;2009;6.0
2891;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2003;2.0
2892;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2004;3.0
2893;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2005;3.0
2894;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2006;2.0
2895;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2007;2.0
2896;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2008;2.0
2897;Vooropleiding lager totaal;Lesuren per week 19-24 uur;2009;2.0
2898;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2003;4.0
2899;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2004;4.0
2900;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2005;3.0
2901;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2006;4.0
2902;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2007;3.0
2903;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2008;4.0
2904;Vooropleiding lager totaal;Lesuren per week 25 uur of meer;2009;3.0
2905;Vooropleiding lager totaal;Schriftelijk;2003;10.0
2906;Vooropleiding lager totaal;Schriftelijk;2004;10.0
2907;Vooropleiding lager totaal;Schriftelijk;2005;10.0
2908;Vooropleiding lager totaal;Schriftelijk;2006;10.0
2909;Vooropleiding lager totaal;Schriftelijk;2007;10.0
2910;Vooropleiding lager totaal;Schriftelijk;2008;11.0
2911;Vooropleiding lager totaal;Schriftelijk;2009;11.0
2912;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2003;22.0
2913;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2004;21.0
2914;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2005;21.0
2915;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2006;21.0
2916;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2007;21.0
2917;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2008;23.0
2918;Vooropleiding middelbaar totaal;Opleidingsduur 1 week of korter;2009;24.0
2919;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2003;6.0
2920;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2004;6.0
2921;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2005;6.0
2922;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2006;6.0
2923;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2007;7.0
2924;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2008;7.0
2925;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 4 weken;2009;7.0
2926;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2003;13.0
2927;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2004;13.0
2928;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2005;13.0
2929;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2006;13.0
2930;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2007;12.0
2931;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2008;12.0
2932;Vooropleiding middelbaar totaal;Opleidingsduur 1 tot 3 maanden;2009;11.0
2933;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2003;12.0
2934;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2004;13.0
2935;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2005;14.0
2936;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2006;13.0
2937;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2007;12.0
2938;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2008;12.0
2939;Vooropleiding middelbaar totaal;Opleidingsduur 3 tot 6 maanden;2009;12.0
2940;Vooropleiding middelbaar totaal;Opleidingsduur 6 tot 12 maanden;2003;12.0
2941;Vooropleiding middelbaar totaal;Opleidingsduur 6 tot 12 maanden;2004;12.0
2942;Vooropleiding middelbaar totaal;Opleidingsduur 6 tot 12 maanden;2005;13.0
